,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
35,1,7:09.0,,G. Antetokounmpo makes free throw 2 of 2,12,7
36,1,6:52.0,J. Jackson makes 2-pt layup from 3 ft,,14,7
37,1,6:52.0,Shooting foul by G. Antetokounmpo (drawn by J. Jackson),,14,7
38,1,6:52.0,J. Jackson makes free throw 1 of 1,,15,7
39,1,6:36.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Jackson),15,7
40,1,6:31.0,Turnover by M. Conley (bad pass),,15,7
41,1,6:31.0,Loose ball foul by J. Jackson (drawn by E. Bledsoe),,15,7
42,1,6:31.0,W. Selden enters the game for J. Jackson,,15,7
43,1,6:15.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),15,10
44,1,5:49.0,G. Temple misses 2-pt layup from 3 ft,,15,10
45,1,5:49.0,Offensive rebound by Team,,15,10
46,1,5:49.0,Turnover by Team (shot clock),,15,10
47,1,5:31.0,,K. Middleton makes 2-pt jump shot from 5 ft,15,12
48,1,5:23.0,Memphis full timeout,,15,12
49,1,5:23.0,S. Mack enters the game for M. Conley,,15,12
50,1,5:23.0,,D. DiVincenzo enters the game for G. Antetokounmpo,15,12
51,1,5:23.0,,J. Henson enters the game for B. Lopez,15,12
52,1,5:14.0,Shooting foul by D. DiVincenzo (drawn by G. Temple),,15,12
53,1,5:14.0,G. Temple makes free throw 1 of 2,,16,12
54,1,5:14.0,M. Brooks enters the game for K. Anderson,,16,12
55,1,5:14.0,G. Temple makes free throw 2 of 2,,17,12
56,1,4:54.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,17,12
57,1,4:52.0,Defensive rebound by M. Brooks,,17,12
58,1,4:50.0,Turnover by G. Temple (out of bounds lost ball),,17,12
59,1,4:45.0,,Shooting foul by W. Selden (drawn by E. Bledsoe),17,12
60,1,4:45.0,,E. Bledsoe makes free throw 1 of 2,17,13
61,1,4:45.0,,E. Bledsoe makes free throw 2 of 2,17,14
62,1,4:31.0,W. Selden makes 2-pt jump shot from 12 ft,,19,14
63,1,4:20.0,,E. İlyasova misses 3-pt jump shot from 26 ft,19,14
64,1,4:20.0,Defensive rebound by Team,,19,14
65,1,4:09.0,Def 3 sec tech foul by Team,,19,14
66,1,4:09.0,M. Gasol misses technical free throw,,19,14
67,1,4:09.0,Offensive rebound by Team,,19,14
68,1,4:09.0,,M. Brogdon enters the game for E. Bledsoe,19,14
69,1,4:09.0,,T. Snell enters the game for K. Middleton,19,14
70,1,4:00.0,S. Mack misses 2-pt jump shot from 15 ft,,19,14
71,1,3:58.0,Offensive rebound by M. Gasol,,19,14
72,1,3:56.0,W. Selden misses 3-pt jump shot from 28 ft,,19,14
73,1,3:53.0,,Defensive rebound by J. Henson,19,14
74,1,3:51.0,Violation by Team (kicked ball),,19,14
75,1,3:51.0,Y. Watanabe enters the game for G. Temple,,19,14
76,1,3:45.0,,Turnover by M. Brogdon (bad pass),19,14
77,1,3:32.0,M. Brooks makes 2-pt jump shot from 17 ft,,21,14
78,1,3:12.0,,J. Henson misses 3-pt jump shot from 25 ft,21,14
79,1,3:10.0,Defensive rebound by S. Mack,,21,14
80,1,3:03.0,M. Gasol makes 3-pt jump shot from 27 ft (assist by S. Mack),,24,14
81,1,2:50.0,,M. Brogdon makes 2-pt layup from 1 ft,24,16
82,1,2:34.0,W. Selden makes 2-pt hook shot from 5 ft,,26,16
83,1,2:17.0,,E. İlyasova misses 2-pt layup from 1 ft (block by Y. Watanabe),26,16
84,1,2:17.0,,Offensive rebound by Team,26,16
85,1,2:17.0,K. Anderson enters the game for M. Gasol,,26,16
86,1,2:17.0,,G. Antetokounmpo enters the game for E. İlyasova,26,16
87,1,2:07.0,,M. Brogdon misses 2-pt jump shot from 8 ft,26,16
88,1,2:04.0,,Offensive rebound by G. Antetokounmpo,26,16
89,1,2:04.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,26,16
90,1,2:04.0,Defensive rebound by Y. Watanabe,,26,16
91,1,1:50.0,M. Brooks misses 3-pt jump shot from 28 ft,,26,16
92,1,1:48.0,,Defensive rebound by J. Henson,26,16
93,1,1:42.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,26,16
94,1,1:38.0,Defensive rebound by K. Anderson,,26,16
95,1,1:21.0,S. Mack misses 3-pt jump shot from 28 ft,,26,16
96,1,1:17.0,,Defensive rebound by M. Brogdon,26,16
97,1,1:12.0,,J. Henson misses 3-pt jump shot from 27 ft,26,16
98,1,1:10.0,Defensive rebound by M. Brooks,,26,16
99,1,1:00.0,S. Mack makes 2-pt jump shot from 3 ft (assist by M. Brooks),,28,16
100,1,1:00.0,Shooting foul by T. Snell (drawn by S. Mack),,28,16
101,1,1:00.0,S. Mack makes free throw 1 of 1,,29,16
102,1,0:50.0,,Turnover by G. Antetokounmpo (palming),29,16
103,1,0:29.0,W. Selden misses 3-pt jump shot from 28 ft,,29,16
104,1,0:26.0,,Defensive rebound by J. Henson,29,16
105,1,0:08.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by J. Henson),29,19
106,1,0:00.0,S. Mack misses 3-pt jump shot from 24 ft,,29,19
107,1,0:00.0,Offensive rebound by Team,,29,19
108,2,11:48.0,M. Brooks makes 2-pt jump shot from 12 ft,,31,19
109,2,11:29.0,,P. Connaughton misses 3-pt jump shot from 26 ft,31,19
110,2,11:25.0,Defensive rebound by Y. Watanabe,,31,19
111,2,11:15.0,M. Brooks misses 2-pt jump shot from 12 ft,,31,19
112,2,11:12.0,,Defensive rebound by P. Connaughton,31,19
113,2,11:09.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,31,21
114,2,10:59.0,Personal take foul by D. DiVincenzo (drawn by M. Brooks),,31,21
115,2,10:59.0,,B. Lopez enters the game for D. DiVincenzo,31,21
116,2,10:48.0,Y. Watanabe misses 3-pt jump shot from 27 ft,,31,21
117,2,10:45.0,,Defensive rebound by G. Antetokounmpo,31,21
118,2,10:43.0,,Offensive foul by G. Antetokounmpo (drawn by K. Anderson),31,21
119,2,10:43.0,,Turnover by G. Antetokounmpo (offensive foul),31,21
120,2,10:29.0,M. Conley makes 2-pt jump shot from 19 ft (assist by W. Selden),,33,21
121,2,10:17.0,,T. Snell misses 3-pt jump shot from 25 ft,33,21
122,2,10:13.0,Defensive rebound by M. Conley,,33,21
123,2,10:05.0,W. Selden misses 3-pt jump shot from 25 ft,,33,21
124,2,10:02.0,,Defensive rebound by B. Lopez,33,21
125,2,9:51.0,,M. Brogdon makes 2-pt layup from 1 ft,33,23
126,2,9:29.0,M. Conley makes 3-pt jump shot from 27 ft (assist by M. Brooks),,36,23
127,2,9:17.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by P. Connaughton),36,26
128,2,9:03.0,Personal foul by T. Snell (drawn by M. Brooks),,36,26
129,2,9:03.0,G. Temple enters the game for W. Selden,,36,26
130,2,8:52.0,Turnover by K. Anderson (traveling),,36,26
131,2,8:33.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,36,28
132,2,8:18.0,M. Conley misses 2-pt layup from 5 ft (block by M. Brogdon),,36,28
133,2,8:14.0,,Defensive rebound by P. Connaughton,36,28
134,2,8:09.0,,M. Brogdon misses 2-pt layup from 1 ft,36,28
135,2,8:07.0,,Offensive rebound by M. Brogdon,36,28
136,2,8:05.0,,Turnover by M. Brogdon (bad pass; steal by G. Temple),36,28
137,2,8:05.0,Personal foul by B. Lopez (drawn by G. Temple),,36,28
138,2,8:05.0,J. Jackson enters the game for M. Brooks,,36,28
139,2,8:05.0,S. Mack enters the game for Y. Watanabe,,36,28
140,2,8:05.0,,E. Bledsoe enters the game for G. Antetokounmpo,36,28
141,2,8:05.0,,E. İlyasova enters the game for M. Brogdon,36,28
142,2,8:05.0,,K. Middleton enters the game for T. Snell,36,28
143,2,7:45.0,M. Conley makes 2-pt jump shot from 10 ft,,38,28
144,2,7:39.0,,Turnover by E. İlyasova (bad pass; steal by M. Conley),38,28
145,2,7:31.0,J. Jackson misses 2-pt hook shot from 6 ft,,38,28
146,2,7:28.0,,Defensive rebound by E. Bledsoe,38,28
147,2,7:18.0,,B. Lopez misses 3-pt jump shot from 26 ft,38,28
148,2,7:13.0,,Offensive rebound by E. İlyasova,38,28
149,2,7:13.0,,E. İlyasova misses 2-pt layup at rim,38,28
150,2,7:12.0,Defensive rebound by J. Jackson,,38,28
151,2,7:02.0,J. Jackson misses 2-pt jump shot from 19 ft,,38,28
152,2,7:00.0,,Defensive rebound by K. Middleton,38,28
153,2,6:56.0,,Personal foul by G. Temple (drawn by K. Middleton),38,28
154,2,6:56.0,,Milwaukee full timeout,38,28
155,2,6:56.0,M. Gasol enters the game for K. Anderson,,38,28
156,2,6:42.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,38,28
157,2,6:39.0,Defensive rebound by S. Mack,,38,28
158,2,6:22.0,G. Temple misses 3-pt jump shot from 27 ft,,38,28
159,2,6:18.0,,Defensive rebound by B. Lopez,38,28
160,2,6:02.0,,K. Middleton misses 2-pt layup from 3 ft (block by M. Gasol),38,28
161,2,5:58.0,Defensive rebound by J. Jackson,,38,28
162,2,5:54.0,M. Gasol misses 3-pt jump shot from 27 ft,,38,28
163,2,5:50.0,,Defensive rebound by P. Connaughton,38,28
164,2,5:46.0,,E. İlyasova misses 3-pt jump shot from 26 ft,38,28
165,2,5:42.0,Defensive rebound by S. Mack,,38,28
166,2,5:24.0,G. Temple misses 2-pt jump shot from 19 ft,,38,28
167,2,5:21.0,,Defensive rebound by E. Bledsoe,38,28
168,2,5:18.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by E. Bledsoe),38,30
169,2,4:55.0,Turnover by M. Gasol (lost ball; steal by P. Connaughton),,38,30
170,2,4:49.0,,Shooting foul by M. Conley (drawn by K. Middleton),38,30
171,2,4:49.0,,K. Middleton makes free throw 1 of 3,38,31
172,2,4:49.0,,K. Middleton makes free throw 2 of 3,38,32
173,2,4:49.0,,G. Antetokounmpo enters the game for B. Lopez,38,32
174,2,4:49.0,,K. Middleton makes free throw 3 of 3,38,33
175,2,4:37.0,S. Mack misses 2-pt jump shot from 18 ft (block by P. Connaughton),,38,33
176,2,4:33.0,,Defensive rebound by G. Antetokounmpo,38,33
177,2,4:22.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by P. Connaughton),38,35
178,2,4:02.0,M. Conley makes 2-pt jump shot from 11 ft (assist by J. Jackson),,40,35
179,2,3:49.0,,K. Middleton misses 3-pt jump shot from 27 ft,40,35
180,2,3:46.0,Defensive rebound by S. Mack,,40,35
181,2,3:37.0,Shooting foul by E. İlyasova (drawn by M. Conley),,40,35
182,2,3:37.0,M. Conley misses free throw 1 of 2,,40,35
183,2,3:37.0,Offensive rebound by Team,,40,35
184,2,3:37.0,M. Conley makes free throw 2 of 2,,41,35
185,2,3:27.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),41,37
186,2,3:09.0,S. Mack misses 2-pt layup from 5 ft (block by G. Antetokounmpo),,41,37
187,2,3:07.0,,Defensive rebound by E. İlyasova,41,37
188,2,3:06.0,,Shooting foul by J. Jackson (drawn by G. Antetokounmpo),41,37
189,2,3:06.0,,G. Antetokounmpo makes free throw 1 of 2,41,38
190,2,3:06.0,K. Anderson enters the game for J. Jackson,,41,38
191,2,3:06.0,W. Selden enters the game for S. Mack,,41,38
192,2,3:06.0,,G. Antetokounmpo makes free throw 2 of 2,41,39
193,2,2:52.0,Turnover by M. Conley (bad pass),,41,39
194,2,2:52.0,Memphis full timeout,,41,39
195,2,2:52.0,,M. Brogdon enters the game for P. Connaughton,41,39
196,2,2:40.0,,Turnover by E. İlyasova (bad pass; steal by M. Gasol),41,39
197,2,2:37.0,W. Selden makes 2-pt layup from 1 ft (assist by K. Anderson),,43,39
198,2,2:37.0,Shooting foul by G. Antetokounmpo (drawn by W. Selden),,43,39
199,2,2:37.0,,P. Connaughton enters the game for G. Antetokounmpo,43,39
200,2,2:37.0,,B. Lopez enters the game for E. Bledsoe,43,39
201,2,2:37.0,W. Selden makes free throw 1 of 1,,44,39
202,2,2:25.0,,Shooting foul by K. Anderson (drawn by K. Middleton),44,39
203,2,2:25.0,,K. Middleton makes free throw 1 of 3,44,40
204,2,2:25.0,,K. Middleton makes free throw 2 of 3,44,41
205,2,2:25.0,,K. Middleton makes free throw 3 of 3,44,42
206,2,2:11.0,M. Conley misses 2-pt layup from 3 ft,,44,42
207,2,2:09.0,,Defensive rebound by M. Brogdon,44,42
208,2,2:02.0,,K. Middleton makes 2-pt layup from 1 ft,44,44
209,2,1:55.0,,Technical foul by,44,44
210,2,1:55.0,,K. Middleton makes technical free throw,44,45
211,2,1:46.0,G. Temple misses 3-pt jump shot from 27 ft,,44,45
212,2,1:43.0,Offensive rebound by W. Selden,,44,45
213,2,1:35.0,G. Temple misses 2-pt jump shot from 13 ft,,44,45
214,2,1:31.0,,Defensive rebound by M. Brogdon,44,45
215,2,1:25.0,,P. Connaughton misses 3-pt jump shot from 28 ft,44,45
216,2,1:25.0,Defensive rebound by G. Temple,,44,45
217,2,1:02.0,W. Selden makes 2-pt layup from 2 ft (assist by M. Gasol),,46,45
218,2,0:51.0,,M. Brogdon misses 2-pt hook shot from 5 ft,46,45
219,2,0:49.0,,Offensive rebound by P. Connaughton,46,45
220,2,0:46.0,,B. Lopez misses 3-pt jump shot from 26 ft,46,45
221,2,0:43.0,Defensive rebound by M. Gasol,,46,45
222,2,0:34.0,G. Temple makes 2-pt layup from 1 ft (assist by M. Conley),,48,45
223,2,0:23.0,,P. Connaughton misses 3-pt jump shot from 25 ft,48,45
224,2,0:20.0,Defensive rebound by M. Gasol,,48,45
225,2,0:01.0,M. Gasol misses 3-pt jump shot from 26 ft,,48,45
226,2,0:01.0,,Defensive rebound by K. Middleton,48,45
227,3,11:36.0,K. Anderson makes 2-pt layup from 1 ft (assist by M. Gasol),,50,45
228,3,11:26.0,,Turnover by K. Middleton (bad pass; steal by G. Temple),50,45
229,3,11:17.0,J. Jackson makes 2-pt hook shot from 5 ft (assist by M. Conley),,52,45
230,3,10:58.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,52,45
231,3,10:58.0,Defensive rebound by K. Anderson,,52,45
232,3,10:47.0,M. Conley misses 3-pt jump shot from 27 ft,,52,45
233,3,10:47.0,,Defensive rebound by G. Antetokounmpo,52,45
234,3,10:38.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),52,47
235,3,10:17.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by G. Temple),,55,47
236,3,10:06.0,,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),55,49
237,3,9:44.0,J. Jackson makes 2-pt layup at rim,,57,49
238,3,9:36.0,,Shooting foul by J. Jackson (drawn by G. Antetokounmpo),57,49
239,3,9:36.0,,G. Antetokounmpo makes free throw 1 of 2,57,50
240,3,9:36.0,S. Mack enters the game for J. Jackson,,57,50
241,3,9:36.0,,G. Antetokounmpo makes free throw 2 of 2,57,51
242,3,9:27.0,Personal foul by E. Bledsoe (drawn by M. Conley),,57,51
243,3,9:23.0,Turnover by M. Gasol (traveling),,57,51
244,3,9:17.0,,Offensive foul by E. Bledsoe (drawn by M. Gasol),57,51
245,3,9:17.0,,Turnover by E. Bledsoe (offensive foul),57,51
246,3,9:07.0,Shooting foul by E. Bledsoe (drawn by M. Conley),,57,51
247,3,9:07.0,M. Conley makes free throw 1 of 2,,58,51
248,3,9:07.0,M. Conley makes free throw 2 of 2,,59,51
249,3,8:52.0,,M. Brogdon misses 2-pt jump shot from 4 ft,59,51
250,3,8:49.0,Defensive rebound by G. Temple,,59,51
251,3,8:39.0,K. Anderson misses 2-pt jump shot from 10 ft,,59,51
252,3,8:36.0,,Defensive rebound by K. Middleton,59,51
253,3,8:33.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),59,53
254,3,8:10.0,M. Gasol misses 3-pt jump shot from 26 ft,,59,53
255,3,8:07.0,,Defensive rebound by E. Bledsoe,59,53
256,3,8:02.0,,Turnover by M. Brogdon (step out of bounds),59,53
257,3,7:53.0,Personal foul by E. Bledsoe (drawn by M. Conley),,59,53
258,3,7:53.0,,E. İlyasova enters the game for E. Bledsoe,59,53
259,3,7:50.0,S. Mack makes 3-pt jump shot from 23 ft (assist by M. Conley),,62,53
260,3,7:50.0,Technical foul by M. Budenholzer,,62,53
261,3,7:50.0,M. Conley makes technical free throw,,63,53
262,3,7:36.0,,M. Brogdon misses 3-pt jump shot from 29 ft,63,53
263,3,7:36.0,,Offensive rebound by E. İlyasova,63,53
264,3,7:33.0,,E. İlyasova makes 2-pt layup from 2 ft,63,55
265,3,7:20.0,Shooting foul by B. Lopez (drawn by M. Gasol),,63,55
266,3,7:20.0,M. Gasol makes free throw 1 of 2,,64,55
267,3,7:20.0,M. Gasol makes free throw 2 of 2,,65,55
268,3,7:03.0,,Milwaukee full timeout,65,55
269,3,6:59.0,,Shooting foul by K. Anderson (drawn by G. Antetokounmpo),65,55
270,3,6:59.0,,G. Antetokounmpo makes free throw 1 of 2,65,56
271,3,6:59.0,,G. Antetokounmpo makes free throw 2 of 2,65,57
272,3,6:33.0,M. Gasol makes 2-pt jump shot from 8 ft,,67,57
273,3,6:23.0,,K. Middleton misses 2-pt layup from 2 ft (block by K. Anderson),67,57
274,3,6:19.0,Defensive rebound by K. Anderson,,67,57
275,3,6:12.0,K. Anderson makes 2-pt layup from 1 ft (assist by M. Conley),,69,57
276,3,5:54.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,69,59
277,3,5:28.0,S. Mack makes 2-pt jump shot from 19 ft (assist by G. Temple),,71,59
278,3,5:28.0,W. Selden enters the game for M. Conley,,71,59
279,3,5:28.0,,P. Connaughton enters the game for G. Antetokounmpo,71,59
280,3,5:03.0,,K. Middleton makes 2-pt layup from 1 ft,71,61
281,3,4:36.0,Turnover by Team (shot clock),,71,61
282,3,4:36.0,M. Brooks enters the game for K. Anderson,,71,61
283,3,4:19.0,,K. Middleton misses 3-pt jump shot from 26 ft,71,61
284,3,4:16.0,Defensive rebound by S. Mack,,71,61
285,3,4:04.0,M. Gasol makes 2-pt jump shot from 7 ft,,73,61
286,3,3:56.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Middleton),73,63
287,3,3:44.0,S. Mack makes 3-pt jump shot from 27 ft,,76,63
288,3,3:44.0,J. Jackson enters the game for M. Gasol,,76,63
289,3,3:24.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by B. Lopez),76,65
290,3,3:12.0,S. Mack makes 3-pt jump shot from 26 ft,,79,65
291,3,2:50.0,,K. Middleton misses 2-pt layup from 2 ft (block by M. Brooks),79,65
292,3,2:45.0,,Offensive rebound by K. Middleton,79,65
293,3,2:43.0,,K. Middleton makes 2-pt layup from 1 ft,79,67
294,3,2:30.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by S. Mack),,82,67
295,3,2:30.0,,Milwaukee full timeout,82,67
296,3,2:30.0,K. Anderson enters the game for G. Temple,,82,67
297,3,2:30.0,,G. Antetokounmpo enters the game for M. Brogdon,82,67
298,3,2:30.0,,E. Bledsoe enters the game for E. İlyasova,82,67
299,3,2:30.0,,T. Maker enters the game for B. Lopez,82,67
300,3,2:30.0,,T. Snell enters the game for K. Middleton,82,67
301,3,2:22.0,,Personal foul by M. Brooks (drawn by G. Antetokounmpo),82,67
302,3,2:11.0,,E. Bledsoe makes 2-pt layup from 2 ft,82,69
303,3,1:52.0,J. Jackson misses 2-pt layup from 1 ft (block by T. Maker),,82,69
304,3,1:48.0,,Defensive rebound by P. Connaughton,82,69
305,3,1:44.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),82,72
306,3,1:28.0,Personal foul by P. Connaughton (drawn by J. Jackson),,82,72
307,3,1:28.0,J. Jackson makes free throw 1 of 2,,83,72
308,3,1:28.0,J. Jackson misses free throw 2 of 2,,83,72
309,3,1:25.0,,Defensive rebound by T. Snell,83,72
310,3,1:12.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),83,75
311,3,0:57.0,Turnover by M. Brooks (out of bounds lost ball),,83,75
312,3,0:48.0,,Shooting foul by J. Jackson (drawn by G. Antetokounmpo),83,75
313,3,0:48.0,,G. Antetokounmpo makes free throw 1 of 2,83,76
314,3,0:48.0,M. Conley enters the game for M. Brooks,,83,76
315,3,0:48.0,M. Gasol enters the game for J. Jackson,,83,76
316,3,0:48.0,,G. Antetokounmpo misses free throw 2 of 2,83,76
317,3,0:48.0,Defensive rebound by Team,,83,76
318,3,0:48.0,,Loose ball foul by T. Maker (drawn by M. Gasol),83,76
319,3,0:48.0,M. Gasol makes free throw 1 of 2,,84,76
320,3,0:48.0,M. Gasol misses free throw 2 of 2,,84,76
321,3,0:45.0,,Defensive rebound by T. Maker,84,76
322,3,0:38.0,,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by T. Snell),84,78
323,3,0:32.0,W. Selden misses 3-pt jump shot from 26 ft,,84,78
324,3,0:29.0,,Defensive rebound by E. Bledsoe,84,78
325,3,0:12.0,,E. Bledsoe makes 2-pt dunk from 2 ft,84,80
326,3,0:00.0,M. Conley misses 3-pt jump shot from 27 ft,,84,80
327,3,0:00.0,Offensive rebound by Team,,84,80
328,4,11:49.0,,P. Connaughton makes 2-pt dunk from 1 ft (assist by E. Bledsoe),84,82
329,4,11:34.0,Turnover by M. Gasol (bad pass; steal by E. Bledsoe),,84,82
330,4,11:31.0,,E. Bledsoe makes 2-pt dunk from 2 ft,84,84
331,4,11:31.0,Memphis full timeout,,84,84
332,4,11:31.0,G. Temple enters the game for W. Selden,,84,84
333,4,11:08.0,M. Conley misses 2-pt layup from 2 ft (block by T. Snell),,84,84
334,4,11:08.0,Offensive rebound by Team,,84,84
335,4,11:06.0,M. Gasol misses 3-pt jump shot from 26 ft,,84,84
336,4,11:03.0,,Defensive rebound by G. Antetokounmpo,84,84
337,4,10:56.0,,Shooting foul by G. Temple (drawn by P. Connaughton),84,84
338,4,10:56.0,,P. Connaughton makes free throw 1 of 2,84,85
339,4,10:56.0,,P. Connaughton makes free throw 2 of 2,84,86
340,4,10:42.0,M. Conley makes 2-pt layup from 1 ft (assist by S. Mack),,86,86
341,4,10:26.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),86,89
342,4,9:58.0,S. Mack misses 2-pt layup from 3 ft,,86,89
343,4,9:56.0,,Defensive rebound by G. Antetokounmpo,86,89
344,4,9:56.0,,Personal foul by K. Anderson (drawn by G. Antetokounmpo),86,89
345,4,9:56.0,M. Brooks enters the game for S. Mack,,86,89
346,4,9:52.0,,G. Antetokounmpo makes 2-pt dunk at rim,86,91
347,4,9:52.0,,Shooting foul by K. Anderson (drawn by G. Antetokounmpo),86,91
348,4,9:52.0,,G. Antetokounmpo makes free throw 1 of 1,86,92
349,4,9:28.0,G. Temple misses 3-pt jump shot from 23 ft (block by T. Snell),,86,92
350,4,9:25.0,,Defensive rebound by G. Antetokounmpo,86,92
351,4,9:25.0,,Personal foul by M. Conley (drawn by E. Bledsoe),86,92
352,4,9:14.0,,E. Bledsoe misses 2-pt jump shot from 5 ft,86,92
353,4,9:14.0,,Offensive rebound by P. Connaughton,86,92
354,4,9:08.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by T. Maker),86,94
355,4,9:08.0,Memphis full timeout,,86,94
356,4,8:53.0,M. Brooks makes 3-pt jump shot from 23 ft (assist by K. Anderson),,89,94
357,4,8:34.0,,T. Maker misses 3-pt jump shot from 26 ft,89,94
358,4,8:32.0,Defensive rebound by M. Conley,,89,94
359,4,8:20.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Brooks),,92,94
360,4,7:57.0,,E. Bledsoe misses 2-pt layup from 1 ft,92,94
361,4,7:55.0,Defensive rebound by G. Temple,,92,94
362,4,7:50.0,M. Brooks misses 2-pt layup from 1 ft (block by T. Maker),,92,94
363,4,7:47.0,,Defensive rebound by G. Antetokounmpo,92,94
364,4,7:35.0,,Turnover by P. Connaughton (lost ball; steal by M. Conley),92,94
365,4,7:30.0,M. Conley misses 3-pt jump shot from 28 ft,,92,94
366,4,7:26.0,Offensive rebound by K. Anderson,,92,94
367,4,7:24.0,Turnover by K. Anderson (lost ball; steal by P. Connaughton),,92,94
368,4,7:08.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,92,94
369,4,7:05.0,Defensive rebound by M. Gasol,,92,94
370,4,6:54.0,Turnover by M. Brooks (bad pass; steal by E. Bledsoe),,92,94
371,4,6:51.0,,E. Bledsoe makes 2-pt layup from 3 ft,92,96
372,4,6:50.0,Memphis full timeout,,92,96
373,4,6:50.0,S. Mack enters the game for M. Brooks,,92,96
374,4,6:50.0,,E. İlyasova enters the game for G. Antetokounmpo,92,96
