,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MILWAUKEE_ACTION,MEMPHIS_SCORE,MILWAUKEE_SCORE
375,4,6:50.0,,K. Middleton enters the game for P. Connaughton,92,96
376,4,6:34.0,M. Gasol misses 2-pt layup from 2 ft,,92,96
377,4,6:31.0,,Defensive rebound by E. İlyasova,92,96
378,4,6:28.0,,Personal foul by G. Temple (drawn by E. Bledsoe),92,96
379,4,6:28.0,,Offensive rebound by Team,92,96
380,4,6:28.0,,E. Bledsoe misses free throw 1 of 2,92,96
381,4,6:28.0,W. Selden enters the game for M. Conley,,92,96
382,4,6:28.0,,E. Bledsoe misses free throw 2 of 2,92,96
383,4,6:23.0,Defensive rebound by G. Temple,,92,96
384,4,6:14.0,Personal foul by E. İlyasova (drawn by M. Gasol),,92,96
385,4,6:00.0,K. Anderson makes 2-pt layup at rim (assist by S. Mack),,94,96
386,4,5:46.0,,T. Snell misses 3-pt jump shot from 26 ft,94,96
387,4,5:43.0,Defensive rebound by S. Mack,,94,96
388,4,5:32.0,M. Gasol misses 3-pt jump shot from 25 ft,,94,96
389,4,5:29.0,,Defensive rebound by T. Maker,94,96
390,4,5:20.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,94,99
391,4,5:01.0,G. Temple makes 2-pt layup from 1 ft,,96,99
392,4,5:01.0,Shooting foul by T. Maker (drawn by G. Temple),,96,99
393,4,5:01.0,,G. Antetokounmpo enters the game for E. Bledsoe,96,99
394,4,5:01.0,,M. Brogdon enters the game for T. Maker,96,99
395,4,5:01.0,,P. Connaughton enters the game for T. Snell,96,99
396,4,5:01.0,G. Temple makes free throw 1 of 1,,97,99
397,4,4:51.0,,Turnover by G. Antetokounmpo (traveling),97,99
398,4,4:24.0,G. Temple makes 3-pt jump shot from 23 ft (assist by K. Anderson),,100,99
399,4,4:08.0,,Turnover by M. Brogdon (step out of bounds),100,99
400,4,3:57.0,M. Gasol misses 2-pt dunk from 2 ft (block by G. Antetokounmpo),,100,99
401,4,3:53.0,Offensive rebound by W. Selden,,100,99
402,4,3:53.0,M. Gasol makes 2-pt dunk at rim (assist by W. Selden),,102,99
403,4,3:53.0,,Milwaukee full timeout,102,99
404,4,3:53.0,Technical foul by,,102,99
405,4,3:53.0,G. Temple makes technical free throw,,103,99
406,4,3:53.0,,M. Budenholzer ejected from game,103,99
407,4,3:53.0,M. Conley enters the game for W. Selden,,103,99
408,4,3:29.0,,Turnover by G. Antetokounmpo (lost ball; steal by S. Mack),103,99
409,4,3:13.0,M. Conley makes 3-pt jump shot from 26 ft,,106,99
410,4,3:01.0,,Personal foul by S. Mack (drawn by P. Connaughton),106,99
411,4,3:01.0,,P. Connaughton misses free throw 1 of 2,106,99
412,4,3:01.0,,Offensive rebound by Team,106,99
413,4,3:01.0,,E. Bledsoe enters the game for M. Brogdon,106,99
414,4,3:01.0,,P. Connaughton misses free throw 2 of 2,106,99
415,4,2:58.0,Defensive rebound by K. Anderson,,106,99
416,4,2:37.0,S. Mack misses 3-pt jump shot from 27 ft,,106,99
417,4,2:34.0,,Defensive rebound by K. Middleton,106,99
418,4,2:29.0,,K. Middleton makes 2-pt layup from 1 ft,106,101
419,4,2:07.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by S. Mack),,109,101
420,4,2:06.0,,Milwaukee full timeout,109,101
421,4,1:55.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),109,104
422,4,1:32.0,M. Conley makes 2-pt layup from 3 ft,,111,104
423,4,1:26.0,,G. Antetokounmpo makes 2-pt dunk from 3 ft (assist by K. Middleton),111,106
424,4,1:08.0,Personal foul by K. Middleton (drawn by S. Mack),,111,106
425,4,0:58.0,Turnover by M. Gasol (traveling),,111,106
426,4,0:48.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,111,108
427,4,0:48.0,,Shooting foul by G. Temple (drawn by G. Antetokounmpo),111,108
428,4,0:48.0,,G. Antetokounmpo makes free throw 1 of 1,111,109
429,4,0:26.0,M. Conley makes 2-pt jump shot from 8 ft,,113,109
430,4,0:14.0,,K. Middleton misses 3-pt jump shot from 22 ft,113,109
431,4,0:11.0,,Offensive rebound by E. İlyasova,113,109
432,4,0:10.0,,E. İlyasova makes 2-pt layup from 1 ft,113,111
433,4,0:09.0,Personal foul by E. Bledsoe (drawn by M. Conley),,113,111
434,4,0:09.0,M. Conley makes free throw 1 of 2,,114,111
435,4,0:09.0,M. Conley makes free throw 2 of 2,,115,111
436,4,0:02.0,,P. Connaughton makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),115,113
437,4,0:02.0,Memphis full timeout,,115,113
438,4,0:02.0,Away from play foul by E. İlyasova (drawn by M. Conley),,115,113
439,4,0:02.0,M. Conley misses free throw 1 of 1,,115,113
440,4,0:02.0,Offensive rebound by Team,,115,113
441,4,0:02.0,Personal foul by G. Antetokounmpo (drawn by S. Mack),,115,113
442,4,0:02.0,S. Mack misses free throw 1 of 2,,115,113
443,4,0:02.0,Offensive rebound by Team,,115,113
444,4,0:02.0,S. Mack makes free throw 2 of 2,,116,113
445,4,0:02.0,,Milwaukee full timeout,116,113
446,4,0:00.0,,K. Middleton misses 3-pt jump shot from 29 ft,116,113
447,4,0:00.0,,Offensive rebound by Team,116,113
