,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
0,1,11:42.0,,K. Dunn misses 2-pt jump shot from 5 ft,0,0
1,1,11:40.0,Defensive rebound by N. Vučević,,0,0
2,1,11:26.0,J. Isaac misses 2-pt jump shot from 15 ft,,0,0
3,1,11:23.0,,Defensive rebound by L. Markkanen,0,0
4,1,11:03.0,,K. Dunn misses 2-pt layup from 2 ft,0,0
5,1,11:02.0,Defensive rebound by A. Gordon,,0,0
6,1,10:54.0,D. Augustin misses 3-pt jump shot from 26 ft,,0,0
7,1,10:52.0,,Defensive rebound by K. Dunn,0,0
8,1,10:44.0,,Z. LaVine misses 3-pt jump shot from 26 ft,0,0
9,1,10:44.0,,Offensive rebound by Team,0,0
10,1,10:44.0,Loose ball foul by E. Fournier (drawn by L. Markkanen),,0,0
11,1,10:28.0,,L. Markkanen misses 2-pt jump shot from 16 ft,0,0
12,1,10:25.0,Defensive rebound by N. Vučević,,0,0
13,1,10:15.0,A. Gordon makes 2-pt layup at rim,,2,0
14,1,9:59.0,,W. Carter misses 2-pt jump shot from 10 ft,2,0
15,1,9:57.0,Defensive rebound by N. Vučević,,2,0
16,1,9:50.0,Shooting foul by K. Dunn (drawn by D. Augustin),,2,0
17,1,9:50.0,D. Augustin misses free throw 1 of 2,,2,0
18,1,9:50.0,Offensive rebound by Team,,2,0
19,1,9:50.0,D. Augustin makes free throw 2 of 2,,3,0
20,1,9:29.0,,Z. LaVine makes 2-pt layup from 2 ft,3,2
21,1,9:15.0,N. Vučević makes 2-pt hook shot from 5 ft (assist by D. Augustin),,5,2
22,1,9:01.0,,Turnover by K. Dunn (bad pass; steal by N. Vučević),5,2
23,1,8:55.0,A. Gordon makes 2-pt dunk at rim (assist by D. Augustin),,7,2
24,1,8:45.0,,Z. LaVine makes 2-pt jump shot from 18 ft (assist by K. Dunn),7,4
25,1,8:33.0,N. Vučević makes 2-pt layup from 2 ft (assist by D. Augustin),,9,4
26,1,8:33.0,Shooting foul by W. Carter (drawn by N. Vučević),,9,4
27,1,8:33.0,N. Vučević misses free throw 1 of 1,,9,4
28,1,8:30.0,,Defensive rebound by W. Carter,9,4
29,1,8:13.0,,L. Markkanen makes 2-pt jump shot from 8 ft,9,6
30,1,7:58.0,N. Vučević misses 2-pt jump shot from 19 ft,,9,6
31,1,7:55.0,,Defensive rebound by K. Dunn,9,6
32,1,7:41.0,,L. Markkanen misses 2-pt layup from 2 ft (block by N. Vučević),9,6
33,1,7:40.0,Defensive rebound by Team,,9,6
34,1,7:26.0,J. Isaac misses 3-pt jump shot from 26 ft,,9,6
35,1,7:24.0,,Defensive rebound by L. Markkanen,9,6
36,1,7:13.0,,Z. LaVine misses 2-pt layup from 2 ft (block by J. Isaac),9,6
37,1,7:10.0,Defensive rebound by A. Gordon,,9,6
38,1,7:03.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by A. Gordon),,11,6
39,1,6:50.0,,J. Holiday misses 3-pt jump shot from 22 ft,11,6
40,1,6:48.0,Defensive rebound by J. Isaac,,11,6
41,1,6:39.0,A. Gordon makes 2-pt dunk at rim (assist by N. Vučević),,13,6
42,1,6:39.0,,Chicago full timeout,13,6
43,1,6:24.0,,Z. LaVine makes 2-pt layup from 1 ft,13,8
44,1,6:00.0,E. Fournier misses 3-pt jump shot from 24 ft,,13,8
45,1,5:58.0,,Defensive rebound by K. Dunn,13,8
46,1,5:40.0,,W. Carter misses 2-pt jump shot from 9 ft,13,8
47,1,5:36.0,Defensive rebound by A. Gordon,,13,8
48,1,5:22.0,D. Augustin makes 2-pt layup from 2 ft,,15,8
49,1,5:03.0,,Turnover by Z. LaVine (lost ball; steal by D. Augustin),15,8
50,1,4:54.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by A. Gordon),,18,8
51,1,4:36.0,,W. Carter misses 2-pt jump shot from 21 ft,18,8
52,1,4:34.0,Defensive rebound by N. Vučević,,18,8
53,1,4:26.0,N. Vučević misses 2-pt jump shot from 20 ft,,18,8
54,1,4:23.0,,Defensive rebound by L. Markkanen,18,8
55,1,4:13.0,,J. Holiday makes 3-pt jump shot from 24 ft,18,11
56,1,3:50.0,Turnover by E. Fournier (bad pass; steal by K. Dunn),,18,11
57,1,3:45.0,,Turnover by Z. LaVine (bad pass; steal by J. Isaac),18,11
58,1,3:43.0,Shooting foul by Z. LaVine (drawn by J. Isaac),,18,11
59,1,3:43.0,J. Isaac makes free throw 1 of 2,,19,11
60,1,3:43.0,J. Grant enters the game for D. Augustin,,19,11
61,1,3:43.0,W. Iwundu enters the game for E. Fournier,,19,11
62,1,3:43.0,T. Ross enters the game for A. Gordon,,19,11
63,1,3:43.0,,A. Blakeney enters the game for J. Holiday,19,11
64,1,3:43.0,,C. Hutchison enters the game for L. Markkanen,19,11
65,1,3:43.0,J. Isaac makes free throw 2 of 2,,20,11
66,1,3:25.0,,A. Blakeney makes 3-pt jump shot from 22 ft (assist by Z. LaVine),20,14
67,1,3:05.0,J. Isaac misses 2-pt jump shot from 12 ft,,20,14
68,1,3:01.0,Offensive rebound by N. Vučević,,20,14
69,1,2:51.0,W. Iwundu makes 2-pt jump shot from 18 ft (assist by T. Ross),,22,14
70,1,2:31.0,,Turnover by K. Dunn (bad pass; steal by T. Ross),22,14
71,1,2:27.0,T. Ross makes 2-pt layup from 1 ft,,24,14
72,1,2:27.0,Violation by Team (delay of game),,24,14
73,1,2:15.0,,Turnover by A. Blakeney (lost ball),24,14
