,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
82,1,3:36.0,A. Horford makes 2-pt layup from 1 ft,,8,19
83,1,3:29.0,,D. Schröder misses 3-pt jump shot from 25 ft,8,19
84,1,3:26.0,,Offensive rebound by P. Patterson,8,19
85,1,3:20.0,,Turnover by P. George (out of bounds lost ball),8,19
86,1,3:07.0,A. Horford makes 2-pt jump shot from 12 ft (assist by M. Smart),,10,19
87,1,3:07.0,K. Irving enters the game for A. Horford,,10,19
88,1,3:07.0,D. Theis enters the game for M. Smart,,10,19
89,1,3:07.0,,H. Diallo enters the game for R. Westbrook,10,19
90,1,2:49.0,,P. Patterson misses 3-pt jump shot from 27 ft,10,19
91,1,2:45.0,Defensive rebound by M. Morris,,10,19
92,1,2:36.0,J. Tatum misses 2-pt jump shot from 21 ft,,10,19
93,1,2:35.0,,Defensive rebound by Team,10,19
94,1,2:21.0,,D. Schröder misses 3-pt jump shot from 25 ft,10,19
95,1,2:17.0,Defensive rebound by J. Tatum,,10,19
96,1,1:59.0,J. Tatum misses 3-pt jump shot from 24 ft,,10,19
97,1,1:57.0,,Defensive rebound by P. Patterson,10,19
98,1,1:55.0,,Shooting foul by M. Morris (drawn by P. George),10,19
99,1,1:55.0,,P. George misses free throw 1 of 2,10,19
100,1,1:55.0,,Offensive rebound by Team,10,19
101,1,1:55.0,,N. Noel enters the game for S. Adams,10,19
102,1,1:55.0,,P. George misses free throw 2 of 2,10,19
103,1,1:51.0,Defensive rebound by T. Rozier,,10,19
104,1,1:41.0,T. Rozier makes 2-pt jump shot from 18 ft (assist by M. Morris),,12,19
105,1,1:23.0,,H. Diallo misses 2-pt layup from 1 ft,12,19
106,1,1:22.0,Defensive rebound by M. Morris,,12,19
107,1,1:06.0,D. Theis makes 2-pt jump shot from 9 ft (assist by K. Irving),,14,19
108,1,0:44.0,,P. George misses 2-pt jump shot from 13 ft,14,19
109,1,0:41.0,,Offensive rebound by N. Noel,14,19
110,1,0:41.0,,N. Noel misses 2-pt layup from 1 ft,14,19
111,1,0:41.0,,Offensive rebound by Team,14,19
112,1,0:41.0,Loose ball foul by D. Theis (drawn by N. Noel),,14,19
113,1,0:41.0,,N. Noel misses free throw 1 of 2,14,19
114,1,0:41.0,,Offensive rebound by Team,14,19
115,1,0:41.0,,N. Noel makes free throw 2 of 2,14,20
116,1,0:36.0,T. Rozier misses 2-pt jump shot from 17 ft,,14,20
117,1,0:34.0,Offensive rebound by Team,,14,20
118,1,0:34.0,,Loose ball foul by P. Patterson (drawn by D. Theis),14,20
119,1,0:27.0,Turnover by K. Irving (back court),,14,20
120,1,0:08.0,,Turnover by D. Schröder (lost ball; steal by T. Rozier),14,20
121,1,0:05.0,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier),,16,20
122,1,0:00.0,,D. Schröder makes 2-pt jump shot from 20 ft,16,22
123,2,11:46.0,M. Morris misses 2-pt jump shot from 15 ft,,16,22
124,2,11:44.0,Offensive rebound by J. Tatum,,16,22
125,2,11:44.0,Personal foul by H. Diallo (drawn by J. Tatum),,16,22
126,2,11:30.0,T. Rozier misses 3-pt jump shot from 25 ft,,16,22
127,2,11:27.0,,Defensive rebound by N. Noel,16,22
128,2,11:19.0,,D. Schröder misses 2-pt layup from 2 ft,16,22
129,2,11:17.0,,Offensive rebound by H. Diallo,16,22
130,2,11:16.0,,H. Diallo misses 2-pt layup from 1 ft,16,22
131,2,11:16.0,,Offensive rebound by N. Noel,16,22
132,2,11:15.0,,N. Noel makes 2-pt layup from 2 ft,16,24
133,2,10:53.0,J. Tatum makes 2-pt jump shot from 17 ft,,18,24
134,2,10:39.0,,D. Schröder makes 2-pt jump shot from 7 ft,18,26
135,2,10:21.0,D. Theis misses 2-pt layup from 1 ft (block by H. Diallo),,18,26
136,2,10:20.0,Offensive rebound by D. Theis,,18,26
137,2,10:19.0,D. Theis misses 2-pt layup from 1 ft (block by H. Diallo),,18,26
138,2,10:19.0,,Defensive rebound by H. Diallo,18,26
139,2,10:14.0,,H. Diallo makes 2-pt layup from 2 ft,18,28
140,2,9:58.0,D. Theis makes 2-pt layup from 2 ft (assist by M. Smart),,20,28
141,2,9:49.0,,D. Schröder makes 2-pt layup from 1 ft,20,30
142,2,9:40.0,Def 3 sec tech foul by Team,,20,30
143,2,9:40.0,J. Tatum makes technical free throw,,21,30
144,2,9:38.0,Personal foul by P. Patterson (drawn by M. Morris),,21,30
145,2,9:28.0,M. Morris misses 2-pt jump shot from 11 ft,,21,30
146,2,9:26.0,Offensive rebound by Team,,21,30
147,2,9:26.0,,Loose ball foul by N. Noel (drawn by D. Theis),21,30
148,2,9:17.0,M. Smart misses 3-pt jump shot from 26 ft,,21,30
149,2,9:15.0,,Defensive rebound by D. Schröder,21,30
150,2,9:09.0,,N. Noel makes 2-pt dunk from 2 ft (assist by D. Schröder),21,32
151,2,8:53.0,J. Tatum makes 2-pt jump shot from 9 ft,,23,32
152,2,8:34.0,,D. Schröder misses 2-pt jump shot from 21 ft,23,32
153,2,8:32.0,Defensive rebound by M. Morris,,23,32
154,2,8:27.0,M. Smart misses 3-pt jump shot from 25 ft,,23,32
155,2,8:23.0,,Defensive rebound by D. Schröder,23,32
156,2,8:13.0,,H. Diallo misses 2-pt jump shot from 14 ft,23,32
157,2,8:13.0,,Offensive rebound by Team,23,32
158,2,8:13.0,G. Hayward enters the game for M. Morris,,23,32
159,2,8:13.0,,J. Grant enters the game for P. Patterson,23,32
160,2,8:13.0,,R. Westbrook enters the game for D. Schröder,23,32
161,2,8:07.0,,R. Westbrook makes 2-pt jump shot from 13 ft,23,34
162,2,7:53.0,D. Theis misses 3-pt jump shot from 25 ft,,23,34
163,2,7:50.0,,Defensive rebound by R. Westbrook,23,34
164,2,7:44.0,,Á. Abrines misses 3-pt jump shot from 23 ft,23,34
165,2,7:41.0,Defensive rebound by T. Rozier,,23,34
166,2,7:31.0,M. Smart makes 2-pt jump shot from 6 ft,,25,34
167,2,7:14.0,,J. Grant makes 2-pt layup from 2 ft (assist by R. Westbrook),25,36
168,2,7:14.0,,Shooting foul by D. Theis (drawn by J. Grant),25,36
169,2,7:14.0,,J. Grant makes free throw 1 of 1,25,37
170,2,7:00.0,J. Tatum makes 2-pt jump shot from 8 ft,,27,37
171,2,6:45.0,,Personal foul by M. Smart (drawn by J. Grant),27,37
172,2,6:45.0,,Oklahoma City full timeout,27,37
173,2,6:45.0,,S. Adams enters the game for N. Noel,27,37
174,2,6:38.0,,J. Grant misses 3-pt jump shot from 22 ft,27,37
175,2,6:33.0,Defensive rebound by G. Hayward,,27,37
176,2,6:20.0,J. Tatum misses 2-pt jump shot from 16 ft,,27,37
177,2,6:18.0,,Defensive rebound by R. Westbrook,27,37
178,2,6:14.0,,Personal foul by T. Rozier (drawn by R. Westbrook),27,37
179,2,6:14.0,J. Brown enters the game for T. Rozier,,27,37
180,2,6:14.0,A. Horford enters the game for J. Tatum,,27,37
181,2,6:14.0,K. Irving enters the game for D. Theis,,27,37
182,2,6:14.0,,P. George enters the game for H. Diallo,27,37
183,2,6:07.0,,R. Westbrook misses 2-pt jump shot from 18 ft,27,37
184,2,6:04.0,Defensive rebound by G. Hayward,,27,37
185,2,5:57.0,Shooting foul by Á. Abrines (drawn by K. Irving),,27,37
186,2,5:57.0,K. Irving misses free throw 1 of 2,,27,37
187,2,5:57.0,Offensive rebound by Team,,27,37
188,2,5:57.0,K. Irving misses free throw 2 of 2,,27,37
189,2,5:56.0,,Defensive rebound by R. Westbrook,27,37
190,2,5:47.0,,P. George makes 2-pt jump shot from 14 ft,27,39
191,2,5:22.0,J. Brown misses 3-pt jump shot from 25 ft,,27,39
192,2,5:19.0,,Defensive rebound by R. Westbrook,27,39
193,2,5:18.0,,Personal foul by M. Smart (drawn by R. Westbrook),27,39
194,2,5:18.0,,D. Schröder enters the game for Á. Abrines,27,39
195,2,5:11.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),27,41
196,2,5:09.0,Boston full timeout,,27,41
197,2,4:59.0,A. Horford misses 3-pt jump shot from 23 ft,,27,41
198,2,4:56.0,,Defensive rebound by J. Grant,27,41
199,2,4:36.0,,Turnover by P. George (lost ball; steal by J. Brown),27,41
200,2,4:35.0,Personal foul by R. Westbrook (drawn by J. Brown),,27,41
201,2,4:35.0,J. Brown misses free throw 1 of 2,,27,41
202,2,4:35.0,Offensive rebound by Team,,27,41
203,2,4:35.0,J. Brown misses free throw 2 of 2,,27,41
204,2,4:34.0,,Defensive rebound by R. Westbrook,27,41
205,2,4:24.0,,J. Grant makes 2-pt jump shot from 11 ft (assist by R. Westbrook),27,43
206,2,4:03.0,J. Brown misses 2-pt jump shot from 17 ft,,27,43
207,2,4:00.0,,Defensive rebound by R. Westbrook,27,43
208,2,3:53.0,,P. George misses 3-pt jump shot from 23 ft,27,43
209,2,3:50.0,,Offensive rebound by S. Adams,27,43
210,2,3:50.0,,Turnover by S. Adams (out of bounds lost ball),27,43
211,2,3:40.0,K. Irving makes 2-pt layup from 2 ft,,29,43
212,2,3:29.0,,Turnover by R. Westbrook (bad pass),29,43
213,2,3:29.0,M. Morris enters the game for J. Brown,,29,43
214,2,3:29.0,T. Rozier enters the game for M. Smart,,29,43
215,2,3:09.0,Turnover by G. Hayward (bad pass; steal by D. Schröder),,29,43
216,2,3:09.0,,Personal foul by A. Horford (drawn by P. George),29,43
217,2,3:09.0,,P. George makes free throw 1 of 2,29,44
218,2,3:09.0,,P. George makes free throw 2 of 2,29,45
219,2,3:00.0,Personal foul by R. Westbrook (drawn by G. Hayward),,29,45
220,2,3:00.0,G. Hayward misses free throw 1 of 2,,29,45
221,2,3:00.0,Offensive rebound by Team,,29,45
222,2,3:00.0,,H. Diallo enters the game for R. Westbrook,29,45
223,2,3:00.0,G. Hayward makes free throw 2 of 2,,30,45
224,2,2:50.0,,P. George misses 2-pt jump shot from 8 ft,30,45
225,2,2:46.0,,Offensive rebound by P. George,30,45
226,2,2:40.0,,P. George misses 2-pt jump shot from 11 ft,30,45
227,2,2:38.0,,Offensive rebound by Team,30,45
228,2,2:38.0,J. Tatum enters the game for G. Hayward,,30,45
229,2,2:38.0,,Oklahoma City full timeout,30,45
230,2,2:27.0,,Turnover by P. George (bad pass),30,45
231,2,2:16.0,J. Tatum misses 2-pt layup from 2 ft (block by H. Diallo),,30,45
232,2,2:16.0,,Defensive rebound by Team,30,45
233,2,2:16.0,Violation by Team (delay of game),,30,45
234,2,2:03.0,,Shooting foul by A. Horford (drawn by S. Adams),30,45
235,2,2:03.0,,S. Adams misses free throw 1 of 2,30,45
236,2,2:03.0,,Offensive rebound by Team,30,45
237,2,2:03.0,,S. Adams misses free throw 2 of 2,30,45
238,2,2:03.0,Defensive rebound by M. Morris,,30,45
239,2,1:49.0,Turnover by M. Morris (lost ball; steal by J. Grant),,30,45
240,2,1:47.0,,Turnover by J. Grant (out of bounds lost ball),30,45
241,2,1:37.0,Shooting foul by P. George (drawn by J. Tatum),,30,45
242,2,1:37.0,J. Tatum makes free throw 1 of 2,,31,45
243,2,1:37.0,J. Tatum makes free throw 2 of 2,,32,45
244,2,1:24.0,,P. George misses 3-pt jump shot from 26 ft,32,45
245,2,1:19.0,,Offensive rebound by S. Adams,32,45
246,2,1:19.0,,S. Adams misses 2-pt layup from 1 ft,32,45
247,2,1:19.0,,Offensive rebound by H. Diallo,32,45
248,2,1:17.0,,H. Diallo misses 2-pt layup from 1 ft (block by A. Horford),32,45
249,2,1:17.0,Defensive rebound by Team,,32,45
250,2,1:04.0,J. Tatum misses 2-pt jump shot from 14 ft,,32,45
251,2,1:01.0,,Defensive rebound by H. Diallo,32,45
252,2,0:53.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by P. George),32,48
253,2,0:41.0,Personal foul by P. George (drawn by M. Morris),,32,48
254,2,0:41.0,M. Morris makes free throw 1 of 2,,33,48
255,2,0:41.0,M. Smart enters the game for K. Irving,,33,48
256,2,0:41.0,,T. Ferguson enters the game for P. George,33,48
257,2,0:41.0,M. Morris makes free throw 2 of 2,,34,48
258,2,0:31.0,,T. Ferguson makes 2-pt layup from 1 ft (assist by D. Schröder),34,50
259,2,0:17.0,M. Morris misses 2-pt jump shot from 19 ft,,34,50
260,2,0:13.0,,Defensive rebound by D. Schröder,34,50
261,2,0:02.0,,D. Schröder misses 2-pt layup from 2 ft,34,50
262,2,0:02.0,Defensive rebound by M. Morris,,34,50
263,3,11:47.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by J. Tatum),,37,50
264,3,11:25.0,,Shooting foul by J. Tatum (drawn by S. Adams),37,50
265,3,11:25.0,,S. Adams makes free throw 1 of 2,37,51
266,3,11:25.0,,S. Adams misses free throw 2 of 2,37,51
267,3,11:23.0,Defensive rebound by A. Horford,,37,51
268,3,11:07.0,J. Tatum makes 2-pt dunk from 1 ft,,39,51
269,3,10:56.0,,Personal foul by G. Hayward (drawn by J. Grant),39,51
270,3,10:53.0,,Turnover by T. Ferguson (lost ball; steal by A. Horford),39,51
271,3,10:38.0,J. Brown misses 3-pt jump shot from 25 ft,,39,51
272,3,10:35.0,,Defensive rebound by P. George,39,51
273,3,10:14.0,,R. Westbrook misses 2-pt jump shot from 16 ft,39,51
274,3,10:11.0,Defensive rebound by G. Hayward,,39,51
275,3,9:56.0,A. Horford misses 2-pt jump shot from 2 ft,,39,51
276,3,9:54.0,,Defensive rebound by J. Grant,39,51
277,3,9:50.0,,Shooting foul by G. Hayward (drawn by R. Westbrook),39,51
278,3,9:50.0,,R. Westbrook misses free throw 1 of 2,39,51
279,3,9:50.0,,Offensive rebound by Team,39,51
280,3,9:50.0,,R. Westbrook makes free throw 2 of 2,39,52
281,3,9:38.0,K. Irving misses 3-pt jump shot from 25 ft,,39,52
282,3,9:36.0,,Defensive rebound by R. Westbrook,39,52
283,3,9:25.0,,S. Adams makes 2-pt hook shot from 3 ft,39,54
284,3,9:14.0,K. Irving makes 3-pt jump shot from 25 ft (assist by A. Horford),,42,54
285,3,9:13.0,,Oklahoma City full timeout,42,54
286,3,8:58.0,,R. Westbrook makes 2-pt jump shot from 20 ft,42,56
287,3,8:45.0,J. Brown makes 2-pt jump shot from 20 ft (assist by K. Irving),,44,56
288,3,8:24.0,,P. George makes 2-pt jump shot from 19 ft,44,58
289,3,8:15.0,K. Irving makes 3-pt jump shot from 25 ft,,47,58
290,3,8:04.0,,Offensive foul by R. Westbrook (drawn by K. Irving),47,58
291,3,8:04.0,,Turnover by R. Westbrook (offensive foul),47,58
292,3,7:50.0,Offensive foul by G. Hayward (drawn by P. George),,47,58
293,3,7:50.0,Turnover by G. Hayward (offensive foul),,47,58
294,3,7:42.0,,Personal foul by J. Brown (drawn by P. George),47,58
295,3,7:34.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by S. Adams),47,61
296,3,7:21.0,A. Horford makes 2-pt layup from 1 ft (assist by J. Brown),,49,61
297,3,7:13.0,,R. Westbrook misses 2-pt jump shot from 15 ft,49,61
298,3,7:09.0,Defensive rebound by G. Hayward,,49,61
299,3,7:01.0,Personal foul by T. Ferguson (drawn by J. Tatum),,49,61
300,3,6:46.0,A. Horford misses 2-pt layup from 2 ft,,49,61
301,3,6:46.0,Offensive rebound by Team,,49,61
302,3,6:46.0,Turnover by Team (shot clock),,49,61
303,3,6:33.0,,P. George makes 2-pt jump shot from 20 ft,49,63
304,3,6:25.0,J. Tatum makes 3-pt jump shot from 26 ft (assist by K. Irving),,52,63
305,3,6:09.0,,R. Westbrook misses 3-pt jump shot from 25 ft,52,63
306,3,6:09.0,Defensive rebound by G. Hayward,,52,63
307,3,6:00.0,J. Tatum misses 3-pt jump shot from 25 ft,,52,63
308,3,5:57.0,Offensive rebound by J. Brown,,52,63
309,3,5:57.0,Shooting foul by J. Grant (drawn by J. Brown),,52,63
310,3,5:57.0,J. Brown makes free throw 1 of 2,,53,63
311,3,5:57.0,M. Morris enters the game for G. Hayward,,53,63
312,3,5:57.0,M. Smart enters the game for J. Tatum,,53,63
313,3,5:57.0,,D. Schröder enters the game for T. Ferguson,53,63
314,3,5:57.0,J. Brown makes free throw 2 of 2,,54,63
315,3,5:42.0,,R. Westbrook misses 3-pt jump shot from 25 ft,54,63
316,3,5:38.0,Defensive rebound by Team,,54,63
317,3,5:31.0,Shooting foul by D. Schröder (drawn by K. Irving),,54,63
318,3,5:31.0,K. Irving makes free throw 1 of 2,,55,63
319,3,5:31.0,K. Irving misses free throw 2 of 2,,55,63
320,3,5:30.0,,Defensive rebound by R. Westbrook,55,63
321,3,5:25.0,,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),55,66
322,3,5:04.0,J. Brown misses 2-pt layup from 1 ft,,55,66
323,3,5:02.0,Offensive rebound by A. Horford,,55,66
324,3,5:01.0,A. Horford misses 2-pt layup from 2 ft,,55,66
325,3,5:00.0,,Defensive rebound by R. Westbrook,55,66
326,3,4:54.0,,R. Westbrook makes 2-pt jump shot from 15 ft (assist by D. Schröder),55,68
327,3,4:41.0,A. Horford makes 3-pt jump shot from 24 ft (assist by K. Irving),,58,68
328,3,4:34.0,,S. Adams misses 2-pt layup from 5 ft,58,68
329,3,4:34.0,Defensive rebound by Team,,58,68
330,3,4:26.0,A. Horford makes 3-pt jump shot from 26 ft (assist by M. Smart),,61,68
331,3,4:10.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),61,70
332,3,4:00.0,A. Horford makes 3-pt jump shot from 26 ft (assist by J. Brown),,64,70
333,3,3:41.0,,P. George misses 3-pt jump shot from 23 ft,64,70
334,3,3:38.0,Defensive rebound by A. Horford,,64,70
335,3,3:37.0,Boston full timeout,,64,70
336,3,3:37.0,T. Rozier enters the game for J. Brown,,64,70
337,3,3:37.0,J. Tatum enters the game for K. Irving,,64,70
338,3,3:37.0,,N. Noel enters the game for S. Adams,64,70
339,3,3:28.0,Offensive foul by A. Horford (drawn by N. Noel),,64,70
340,3,3:28.0,Turnover by A. Horford (offensive foul),,64,70
341,3,3:28.0,S. Ojeleye enters the game for A. Horford,,64,70
342,3,3:16.0,,P. George misses 3-pt jump shot from 23 ft,64,70
343,3,3:12.0,Defensive rebound by M. Morris,,64,70
344,3,3:08.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,67,70
345,3,2:46.0,,R. Westbrook makes 2-pt layup at rim,67,72
346,3,2:35.0,M. Smart misses 3-pt jump shot from 26 ft,,67,72
347,3,2:33.0,,Defensive rebound by P. George,67,72
348,3,2:27.0,,R. Westbrook misses 2-pt jump shot from 15 ft,67,72
349,3,2:23.0,Defensive rebound by M. Morris,,67,72
350,3,2:17.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,70,72
351,3,2:15.0,,Oklahoma City full timeout,70,72
352,3,2:15.0,,H. Diallo enters the game for J. Grant,70,72
353,3,2:15.0,,P. Patterson enters the game for R. Westbrook,70,72
354,3,2:03.0,,Turnover by H. Diallo (bad pass; steal by T. Rozier),70,72
355,3,2:00.0,T. Rozier makes 2-pt layup from 2 ft,,72,72
356,3,1:47.0,,Turnover by P. Patterson (bad pass; steal by T. Rozier),72,72
357,3,1:40.0,S. Ojeleye misses 3-pt jump shot from 22 ft,,72,72
358,3,1:36.0,Offensive rebound by S. Ojeleye,,72,72
359,3,1:31.0,Offensive foul by M. Morris (drawn by H. Diallo),,72,72
360,3,1:31.0,Turnover by M. Morris (offensive foul),,72,72
361,3,1:22.0,,P. George misses 2-pt jump shot from 16 ft,72,72
362,3,1:19.0,Defensive rebound by J. Tatum,,72,72
363,3,1:04.0,J. Tatum misses 2-pt jump shot from 20 ft,,72,72
364,3,1:02.0,,Defensive rebound by N. Noel,72,72
365,3,0:50.0,,Shooting foul by S. Ojeleye (drawn by D. Schröder),72,72
366,3,0:50.0,,D. Schröder misses free throw 1 of 2,72,72
367,3,0:50.0,,Offensive rebound by Team,72,72
368,3,0:50.0,K. Irving enters the game for M. Smart,,72,72
369,3,0:50.0,,D. Schröder makes free throw 2 of 2,72,73
370,3,0:37.0,M. Morris makes 2-pt layup from 2 ft,,74,73
371,3,0:30.0,,P. George misses 3-pt jump shot from 26 ft,74,73
372,3,0:28.0,Defensive rebound by J. Tatum,,74,73
373,3,0:09.0,Turnover by J. Tatum (lost ball; steal by H. Diallo),,74,73
374,3,0:04.0,,P. George misses 3-pt jump shot from 23 ft,74,73
375,3,0:00.0,,Offensive rebound by P. Patterson,74,73
376,3,0:00.0,,P. Patterson misses 2-pt layup from 2 ft,74,73
377,3,0:00.0,,Offensive rebound by Team,74,73
378,4,11:48.0,,H. Diallo makes 2-pt layup at rim (assist by D. Schröder),74,75
379,4,11:32.0,J. Tatum makes 2-pt layup from 1 ft (assist by K. Irving),,76,75
380,4,11:21.0,,Personal foul by S. Ojeleye (drawn by D. Schröder),76,75
381,4,11:14.0,,N. Noel makes 2-pt dunk at rim (assist by D. Schröder),76,77
382,4,10:57.0,J. Tatum misses 2-pt jump shot from 18 ft,,76,77
383,4,10:55.0,,Defensive rebound by P. Patterson,76,77
384,4,10:39.0,Loose ball foul by J. Tatum (drawn by N. Noel),,76,77
385,4,10:39.0,J. Brown enters the game for K. Irving,,76,77
386,4,10:39.0,G. Hayward enters the game for J. Tatum,,76,77
387,4,10:26.0,,Turnover by D. Schröder (lost ball; steal by T. Rozier),76,77
388,4,10:19.0,Personal foul by D. Schröder (drawn by M. Morris),,76,77
389,4,10:13.0,T. Rozier misses 3-pt jump shot from 23 ft,,76,77
390,4,10:08.0,,Defensive rebound by H. Diallo,76,77
391,4,9:50.0,,D. Schröder misses 2-pt layup from 1 ft,76,77
392,4,9:48.0,Defensive rebound by M. Morris,,76,77
393,4,9:40.0,J. Brown misses 2-pt jump shot from 11 ft,,76,77
394,4,9:39.0,Offensive rebound by Team,,76,77
395,4,9:39.0,,Loose ball foul by D. Schröder (drawn by M. Morris),76,77
396,4,9:32.0,Shooting foul by N. Noel (drawn by M. Morris),,76,77
