,QUARTER,TIME_REMAINING,ATLANTA_ACTION,OKLAHOMA CITY_ACTION,ATLANTA_SCORE,OKLAHOMA CITY_SCORE
29,1,8:18.0,,Defensive rebound by Á. Abrines,7,13
30,1,8:09.0,,Turnover by R. Westbrook (bad pass; steal by D. Dedmon),7,13
31,1,8:03.0,T. Young makes 2-pt layup from 2 ft,,9,13
32,1,7:54.0,,R. Westbrook misses 3-pt jump shot from 25 ft,9,13
33,1,7:51.0,Defensive rebound by K. Huerter,,9,13
34,1,7:46.0,K. Huerter makes 2-pt jump shot from 7 ft,,11,13
35,1,7:36.0,,Offensive foul by P. George (drawn by T. Prince),11,13
36,1,7:36.0,,Turnover by P. George (offensive foul),11,13
37,1,7:15.0,T. Prince misses 3-pt jump shot from 23 ft,,11,13
38,1,7:11.0,,Defensive rebound by J. Grant,11,13
39,1,7:01.0,,S. Adams misses 2-pt dunk from 2 ft (block by J. Collins),11,13
40,1,6:57.0,Defensive rebound by D. Dedmon,,11,13
41,1,6:55.0,T. Young misses 3-pt jump shot from 26 ft,,11,13
42,1,6:52.0,,Defensive rebound by S. Adams,11,13
43,1,6:40.0,,P. George misses 3-pt jump shot from 23 ft,11,13
44,1,6:38.0,Defensive rebound by D. Dedmon,,11,13
45,1,6:26.0,T. Prince makes 2-pt layup from 1 ft,,13,13
46,1,6:18.0,,Oklahoma City full timeout,13,13
47,1,6:18.0,K. Bazemore enters the game for D. Dedmon,,13,13
48,1,6:18.0,D. Bembry enters the game for K. Huerter,,13,13
49,1,6:18.0,A. Len enters the game for T. Young,,13,13
50,1,6:15.0,,P. George misses 3-pt jump shot from 23 ft,13,13
51,1,6:12.0,Defensive rebound by J. Collins,,13,13
52,1,5:55.0,Def 3 sec tech foul by Team,,13,13
53,1,5:55.0,T. Prince misses technical free throw,,13,13
54,1,5:55.0,Offensive rebound by Team,,13,13
55,1,5:46.0,A. Len misses 3-pt jump shot from 23 ft,,13,13
56,1,5:41.0,,Defensive rebound by P. George,13,13
57,1,5:40.0,,Personal foul by A. Len (drawn by S. Adams),13,13
58,1,5:40.0,J. Anderson enters the game for J. Collins,,13,13
59,1,5:40.0,O. Spellman enters the game for T. Prince,,13,13
60,1,5:40.0,,D. Schröder enters the game for Á. Abrines,13,13
61,1,5:32.0,,R. Westbrook misses 2-pt layup from 3 ft,13,13
62,1,5:30.0,Defensive rebound by K. Bazemore,,13,13
63,1,5:17.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,16,13
64,1,4:55.0,,Turnover by P. George (bad pass; steal by K. Bazemore),16,13
65,1,4:51.0,Turnover by O. Spellman (bad pass),,16,13
66,1,4:41.0,,Turnover by R. Westbrook (bad pass),16,13
67,1,4:23.0,K. Bazemore misses 2-pt jump shot from 15 ft,,16,13
68,1,4:20.0,,Defensive rebound by R. Westbrook,16,13
69,1,4:10.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by P. George),16,15
70,1,3:54.0,J. Anderson misses 3-pt jump shot from 24 ft,,16,15
71,1,3:52.0,,Defensive rebound by P. George,16,15
72,1,3:45.0,,D. Schröder makes 2-pt layup from 3 ft,16,17
73,1,3:23.0,O. Spellman misses 3-pt jump shot from 22 ft,,16,17
74,1,3:21.0,,Defensive rebound by D. Schröder,16,17
75,1,3:18.0,,Shooting foul by J. Anderson (drawn by P. George),16,17
76,1,3:18.0,,P. George makes free throw 1 of 2,16,18
77,1,3:18.0,,A. Nader enters the game for R. Westbrook,16,18
78,1,3:18.0,,P. George makes free throw 2 of 2,16,19
79,1,3:02.0,K. Bazemore misses 3-pt jump shot from 26 ft,,16,19
80,1,3:02.0,Offensive rebound by Team,,16,19
81,1,3:02.0,,Loose ball foul by J. Grant (drawn by A. Len),16,19
82,1,2:54.0,J. Anderson misses 3-pt jump shot from 24 ft,,16,19
83,1,2:50.0,,Defensive rebound by S. Adams,16,19
84,1,2:50.0,,P. Patterson enters the game for J. Grant,16,19
85,1,2:40.0,,Turnover by D. Schröder (bad pass),16,19
86,1,2:27.0,O. Spellman misses 2-pt layup from 3 ft,,16,19
87,1,2:27.0,Offensive rebound by A. Len,,16,19
88,1,2:27.0,A. Len makes 2-pt layup from 1 ft,,18,19
89,1,2:27.0,Shooting foul by P. George (drawn by A. Len),,18,19
90,1,2:27.0,J. Collins enters the game for J. Anderson,,18,19
91,1,2:27.0,T. Prince enters the game for O. Spellman,,18,19
92,1,2:27.0,A. Len makes free throw 1 of 1,,19,19
93,1,2:14.0,,A. Nader misses 3-pt jump shot from 25 ft,19,19
94,1,2:10.0,Defensive rebound by D. Bembry,,19,19
95,1,2:05.0,K. Bazemore misses 3-pt jump shot from 23 ft,,19,19
96,1,2:03.0,,Defensive rebound by A. Nader,19,19
97,1,1:49.0,,P. Patterson misses 3-pt jump shot from 23 ft,19,19
98,1,1:46.0,Defensive rebound by J. Collins,,19,19
99,1,1:38.0,Personal foul by D. Schröder (drawn by J. Collins),,19,19
100,1,1:38.0,T. Young enters the game for D. Bembry,,19,19
101,1,1:38.0,,Á. Abrines enters the game for S. Adams,19,19
102,1,1:38.0,,N. Noel enters the game for P. George,19,19
103,1,1:28.0,K. Bazemore misses 3-pt jump shot from 26 ft,,19,19
104,1,1:27.0,Offensive rebound by J. Collins,,19,19
105,1,1:27.0,J. Collins misses 2-pt layup from 1 ft,,19,19
106,1,1:26.0,Offensive rebound by J. Collins,,19,19
107,1,1:24.0,J. Collins misses 2-pt layup from 1 ft (block by N. Noel),,19,19
108,1,1:22.0,,Defensive rebound by D. Schröder,19,19
109,1,1:22.0,,Turnover by D. Schröder (bad pass),19,19
110,1,1:11.0,A. Len misses 2-pt layup from 1 ft,,19,19
111,1,1:06.0,Offensive rebound by A. Len,,19,19
112,1,1:06.0,A. Len makes 2-pt layup from 1 ft,,21,19
113,1,0:47.0,,D. Schröder makes 3-pt jump shot from 26 ft,21,22
114,1,0:40.0,J. Collins makes 2-pt dunk from 1 ft,,23,22
115,1,0:32.0,,Shooting foul by K. Bazemore (drawn by N. Noel),23,22
116,1,0:32.0,,N. Noel makes free throw 1 of 2,23,23
117,1,0:32.0,,N. Noel makes free throw 2 of 2,23,24
118,1,0:27.0,Shooting foul by N. Noel (drawn by T. Prince),,23,24
119,1,0:27.0,T. Prince makes free throw 1 of 2,,24,24
120,1,0:27.0,J. Anderson enters the game for A. Len,,24,24
121,1,0:27.0,T. Prince misses free throw 2 of 2,,24,24
122,1,0:24.0,,Defensive rebound by A. Nader,24,24
123,1,0:11.0,,D. Schröder makes 2-pt layup from 1 ft,24,26
124,1,0:10.0,,Violation by Team (kicked ball),24,26
125,1,0:10.0,D. Bembry enters the game for J. Anderson,,24,26
126,1,0:08.0,Turnover by K. Bazemore (bad pass; steal by N. Noel),,24,26
127,1,0:04.0,,N. Noel makes 2-pt dunk at rim (assist by D. Schröder),24,28
128,1,0:00.0,K. Bazemore makes 2-pt jump shot from 21 ft,,26,28
129,2,11:47.0,T. Young misses 2-pt layup from 1 ft,,26,28
130,2,11:42.0,,Defensive rebound by N. Noel,26,28
131,2,11:34.0,,Á. Abrines makes 3-pt jump shot from 27 ft (assist by D. Schröder),26,31
132,2,11:07.0,D. Dedmon misses 2-pt jump shot from 14 ft,,26,31
133,2,11:03.0,Offensive rebound by T. Young,,26,31
134,2,11:02.0,T. Young makes 2-pt jump shot from 4 ft,,28,31
135,2,11:02.0,,Oklahoma City full timeout,28,31
136,2,10:54.0,,Personal foul by T. Prince (drawn by N. Noel),28,31
137,2,10:54.0,,D. Burton enters the game for A. Nader,28,31
138,2,10:49.0,,D. Schröder misses 3-pt jump shot from 26 ft,28,31
139,2,10:46.0,,Offensive rebound by N. Noel,28,31
140,2,10:36.0,,Turnover by D. Schröder (bad pass; steal by T. Prince),28,31
141,2,10:20.0,D. Dedmon misses 2-pt jump shot from 11 ft,,28,31
142,2,10:18.0,,Defensive rebound by N. Noel,28,31
143,2,10:12.0,,Á. Abrines misses 3-pt jump shot from 25 ft,28,31
144,2,10:09.0,Defensive rebound by J. Collins,,28,31
145,2,9:56.0,Turnover by D. Dedmon (lost ball; steal by N. Noel),,28,31
146,2,9:50.0,,Oklahoma City full timeout,28,31
147,2,9:50.0,J. Anderson enters the game for J. Collins,,28,31
148,2,9:50.0,O. Spellman enters the game for T. Prince,,28,31
149,2,9:39.0,,Á. Abrines misses 3-pt jump shot from 26 ft,28,31
150,2,9:37.0,,Offensive rebound by N. Noel,28,31
151,2,9:31.0,,P. Patterson misses 3-pt jump shot from 25 ft,28,31
152,2,9:26.0,Defensive rebound by K. Huerter,,28,31
153,2,9:21.0,J. Anderson misses 2-pt layup from 4 ft (block by D. Burton),,28,31
154,2,9:21.0,,Defensive rebound by N. Noel,28,31
155,2,9:17.0,,Shooting foul by D. Dedmon (drawn by P. Patterson),28,31
156,2,9:17.0,,P. Patterson makes free throw 1 of 2,28,32
157,2,9:17.0,D. Bembry enters the game for T. Young,,28,32
158,2,9:17.0,,R. Westbrook enters the game for Á. Abrines,28,32
159,2,9:17.0,,P. Patterson makes free throw 2 of 2,28,33
160,2,8:52.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by K. Huerter),,31,33
161,2,8:36.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by R. Westbrook),31,35
162,2,8:18.0,D. Bembry makes 2-pt jump shot from 5 ft,,33,35
163,2,7:56.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by D. Schröder),33,38
164,2,7:37.0,Turnover by D. Bembry (bad pass; steal by N. Noel),,33,38
165,2,7:33.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),33,41
166,2,7:08.0,Turnover by D. Dedmon (bad pass),,33,41
167,2,7:08.0,,S. Adams enters the game for N. Noel,33,41
168,2,7:08.0,,P. George enters the game for P. Patterson,33,41
169,2,7:08.0,,J. Grant enters the game for D. Schröder,33,41
170,2,6:53.0,,D. Burton makes 2-pt layup from 2 ft,33,43
171,2,6:36.0,K. Huerter misses 3-pt jump shot from 25 ft,,33,43
172,2,6:34.0,,Defensive rebound by R. Westbrook,33,43
173,2,6:21.0,,R. Westbrook makes 3-pt jump shot from 23 ft (assist by D. Burton),33,46
174,2,6:18.0,Atlanta full timeout,,33,46
175,2,6:18.0,K. Bazemore enters the game for J. Anderson,,33,46
176,2,6:18.0,J. Collins enters the game for D. Bembry,,33,46
177,2,6:18.0,A. Len enters the game for D. Dedmon,,33,46
178,2,6:18.0,T. Prince enters the game for K. Huerter,,33,46
179,2,6:18.0,T. Young enters the game for O. Spellman,,33,46
180,2,6:05.0,Turnover by K. Bazemore (bad pass; steal by P. George),,33,46
181,2,5:53.0,,P. George makes 2-pt jump shot from 13 ft,33,48
182,2,5:41.0,Personal foul by P. George (drawn by J. Collins),,33,48
183,2,5:37.0,Personal foul by R. Westbrook (drawn by T. Young),,33,48
184,2,5:29.0,A. Len makes 3-pt jump shot from 25 ft (assist by T. Young),,36,48
185,2,5:13.0,,Def 3 sec tech foul by Team,36,48
186,2,5:13.0,,P. George makes technical free throw,36,49
187,2,5:06.0,,R. Westbrook misses 2-pt hook shot from 9 ft,36,49
188,2,5:03.0,,Offensive rebound by R. Westbrook,36,49
189,2,4:59.0,,D. Burton misses 2-pt layup from 8 ft,36,49
190,2,4:59.0,,Offensive rebound by Team,36,49
191,2,4:59.0,,Turnover by Team (shot clock),36,49
192,2,4:49.0,Turnover by T. Prince (bad pass; steal by S. Adams),,36,49
193,2,4:48.0,,Personal take foul by T. Young (drawn by D. Burton),36,49
194,2,4:42.0,,R. Westbrook makes 2-pt layup from 1 ft,36,51
195,2,4:42.0,,Shooting foul by A. Len (drawn by R. Westbrook),36,51
196,2,4:42.0,,R. Westbrook makes free throw 1 of 1,36,52
197,2,4:32.0,T. Young misses 2-pt layup from 4 ft,,36,52
198,2,4:26.0,,Defensive rebound by P. George,36,52
199,2,4:17.0,,P. George makes 3-pt jump shot from 25 ft (assist by J. Grant),36,55
200,2,4:17.0,Atlanta full timeout,,36,55
201,2,4:17.0,,D. Schröder enters the game for D. Burton,36,55
202,2,4:17.0,Violation by Team (delay of game),,36,55
203,2,3:58.0,T. Prince makes 2-pt layup at rim (assist by T. Young),,38,55
204,2,3:47.0,,S. Adams makes 2-pt hook shot from 8 ft (assist by R. Westbrook),38,57
205,2,3:36.0,Personal foul by D. Schröder (drawn by T. Young),,38,57
206,2,3:31.0,A. Len makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,41,57
207,2,3:19.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),41,60
208,2,3:02.0,T. Young misses 2-pt jump shot from 8 ft,,41,60
209,2,3:00.0,,Defensive rebound by R. Westbrook,41,60
210,2,2:57.0,,Turnover by R. Westbrook (bad pass),41,60
211,2,2:49.0,A. Len makes 2-pt dunk from 1 ft (assist by K. Bazemore),,43,60
212,2,2:33.0,,D. Schröder misses 3-pt jump shot from 26 ft,43,60
213,2,2:32.0,Defensive rebound by Team,,43,60
214,2,2:32.0,,Loose ball foul by S. Adams (drawn by A. Len),43,60
215,2,2:19.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by T. Young),,46,60
216,2,1:57.0,,Turnover by S. Adams (lost ball; steal by K. Bazemore),46,60
217,2,1:46.0,A. Len misses 2-pt dunk from 2 ft (block by J. Grant),,46,60
218,2,1:43.0,,Defensive rebound by J. Grant,46,60
219,2,1:39.0,,P. George makes 3-pt jump shot from 23 ft (assist by S. Adams),46,63
220,2,1:22.0,T. Young misses 3-pt jump shot from 26 ft,,46,63
221,2,1:20.0,Offensive rebound by J. Collins,,46,63
222,2,1:06.0,K. Bazemore misses 3-pt jump shot from 26 ft,,46,63
223,2,1:04.0,,Defensive rebound by S. Adams,46,63
224,2,1:02.0,,R. Westbrook misses 2-pt layup from 8 ft (block by T. Prince),46,63
225,2,1:00.0,Defensive rebound by T. Young,,46,63
226,2,1:00.0,T. Young misses 2-pt layup from 4 ft,,46,63
227,2,0:59.0,,Defensive rebound by S. Adams,46,63
228,2,0:58.0,Technical foul by T. Young,,46,63
229,2,0:58.0,,P. George makes technical free throw,46,64
230,2,0:58.0,,Á. Abrines enters the game for P. George,46,64
231,2,0:42.0,,R. Westbrook makes 2-pt layup from 1 ft,46,66
232,2,0:36.0,A. Len misses 3-pt jump shot from 26 ft,,46,66
233,2,0:32.0,,Defensive rebound by S. Adams,46,66
234,2,0:29.0,,D. Schröder misses 2-pt layup from 4 ft (block by A. Len),46,66
235,2,0:23.0,Defensive rebound by K. Bazemore,,46,66
236,2,0:21.0,T. Young misses 2-pt layup from 2 ft (block by S. Adams),,46,66
237,2,0:15.0,,Defensive rebound by S. Adams,46,66
238,2,0:02.0,,J. Grant misses 3-pt jump shot from 23 ft,46,66
239,2,0:02.0,,Offensive rebound by Team,46,66
240,3,11:43.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Prince),,48,66
241,3,11:28.0,,Á. Abrines makes 3-pt jump shot from 23 ft (assist by P. George),48,69
242,3,11:09.0,T. Prince misses 2-pt layup from 1 ft,,48,69
243,3,11:07.0,,Defensive rebound by R. Westbrook,48,69
244,3,11:01.0,,R. Westbrook misses 2-pt jump shot from 13 ft,48,69
245,3,10:57.0,Defensive rebound by D. Dedmon,,48,69
246,3,10:50.0,Personal foul by R. Westbrook (drawn by T. Young),,48,69
247,3,10:38.0,Turnover by D. Dedmon (bad pass; steal by R. Westbrook),,48,69
248,3,10:35.0,,Turnover by S. Adams (bad pass; steal by D. Dedmon),48,69
249,3,10:30.0,T. Young misses 2-pt jump shot from 8 ft,,48,69
250,3,10:28.0,,Defensive rebound by P. George,48,69
251,3,10:19.0,,R. Westbrook misses 3-pt jump shot from 25 ft,48,69
252,3,10:16.0,Defensive rebound by T. Prince,,48,69
253,3,10:09.0,J. Collins misses 3-pt jump shot from 25 ft,,48,69
254,3,10:07.0,,Defensive rebound by S. Adams,48,69
255,3,9:59.0,,P. George misses 2-pt jump shot from 19 ft,48,69
256,3,9:57.0,Defensive rebound by K. Huerter,,48,69
257,3,9:45.0,T. Prince makes 2-pt layup from 2 ft,,50,69
258,3,9:45.0,,Oklahoma City full timeout,50,69
259,3,9:32.0,,Á. Abrines makes 3-pt jump shot from 27 ft (assist by R. Westbrook),50,72
260,3,9:18.0,T. Young makes 2-pt layup from 1 ft,,52,72
261,3,9:06.0,,Turnover by J. Grant (bad pass; steal by D. Dedmon),52,72
262,3,8:57.0,Turnover by K. Huerter (bad pass; steal by S. Adams),,52,72
263,3,8:52.0,,R. Westbrook makes 2-pt layup at rim,52,74
264,3,8:27.0,J. Collins makes 2-pt hook shot from 11 ft (assist by K. Huerter),,54,74
265,3,8:15.0,,P. George misses 2-pt jump shot from 15 ft,54,74
266,3,8:15.0,Defensive rebound by D. Dedmon,,54,74
267,3,7:56.0,J. Collins makes 2-pt jump shot from 14 ft (assist by T. Young),,56,74
268,3,7:37.0,,Turnover by R. Westbrook (bad pass; steal by D. Dedmon),56,74
269,3,7:33.0,T. Young makes 2-pt layup from 1 ft (assist by K. Huerter),,58,74
270,3,7:14.0,,J. Grant misses 3-pt jump shot from 23 ft,58,74
271,3,7:12.0,Defensive rebound by T. Prince,,58,74
272,3,7:10.0,Turnover by T. Prince (bad pass),,58,74
273,3,7:00.0,,Shooting foul by K. Huerter (drawn by R. Westbrook),58,74
274,3,7:00.0,,R. Westbrook makes free throw 1 of 2,58,75
275,3,7:00.0,,R. Westbrook makes free throw 2 of 2,58,76
276,3,6:46.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,60,76
277,3,6:46.0,Shooting foul by P. George (drawn by J. Collins),,60,76
278,3,6:46.0,K. Bazemore enters the game for K. Huerter,,60,76
279,3,6:46.0,D. Bembry enters the game for T. Prince,,60,76
280,3,6:46.0,J. Collins makes free throw 1 of 1,,61,76
281,3,6:35.0,,Á. Abrines misses 3-pt jump shot from 24 ft,61,76
282,3,6:33.0,Defensive rebound by J. Collins,,61,76
283,3,6:24.0,D. Dedmon misses 3-pt jump shot from 24 ft,,61,76
284,3,6:23.0,Offensive rebound by Team,,61,76
285,3,6:23.0,,Loose ball foul by J. Grant (drawn by J. Collins),61,76
286,3,6:14.0,D. Dedmon makes 2-pt layup from 2 ft (assist by T. Young),,63,76
287,3,6:00.0,,R. Westbrook misses 2-pt jump shot from 7 ft,63,76
288,3,5:59.0,Defensive rebound by Team,,63,76
289,3,5:59.0,A. Len enters the game for D. Dedmon,,63,76
290,3,5:48.0,A. Len makes 3-pt jump shot from 23 ft (assist by T. Young),,66,76
291,3,5:37.0,,P. George misses 3-pt jump shot from 25 ft,66,76
292,3,5:36.0,Defensive rebound by J. Collins,,66,76
293,3,5:16.0,T. Young misses 2-pt layup from 3 ft,,66,76
294,3,5:14.0,,Defensive rebound by R. Westbrook,66,76
295,3,5:09.0,,Á. Abrines makes 3-pt jump shot from 24 ft (assist by R. Westbrook),66,79
296,3,5:08.0,Atlanta full timeout,,66,79
297,3,5:08.0,O. Spellman enters the game for J. Collins,,66,79
298,3,5:08.0,,D. Schröder enters the game for Á. Abrines,66,79
299,3,4:49.0,A. Len misses 2-pt hook shot from 4 ft,,66,79
300,3,4:47.0,,Defensive rebound by S. Adams,66,79
301,3,4:41.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),66,82
302,3,4:20.0,D. Bembry misses 3-pt jump shot from 23 ft,,66,82
303,3,4:18.0,,Defensive rebound by J. Grant,66,82
304,3,4:09.0,,Technical foul by R. Westbrook,66,82
305,3,4:09.0,T. Young makes technical free throw,,67,82
306,3,4:09.0,,Technical foul by V. Carter,67,82
307,3,4:09.0,,P. George makes technical free throw,67,83
308,3,4:02.0,,R. Westbrook makes 2-pt jump shot from 13 ft,67,85
309,3,3:51.0,T. Young misses 2-pt layup from 3 ft (block by D. Schröder),,67,85
310,3,3:48.0,,Defensive rebound by S. Adams,67,85
311,3,3:45.0,,D. Schröder misses 3-pt jump shot from 25 ft,67,85
312,3,3:41.0,Defensive rebound by K. Bazemore,,67,85
313,3,3:38.0,Shooting foul by J. Grant (drawn by D. Bembry),,67,85
314,3,3:38.0,D. Bembry misses free throw 1 of 2,,67,85
315,3,3:38.0,Offensive rebound by Team,,67,85
316,3,3:38.0,D. Bembry makes free throw 2 of 2,,68,85
317,3,3:30.0,,Shooting foul by A. Len (drawn by R. Westbrook),68,85
318,3,3:30.0,,R. Westbrook makes free throw 1 of 2,68,86
319,3,3:30.0,,R. Westbrook makes free throw 2 of 2,68,87
320,3,3:12.0,Offensive foul by A. Len (drawn by S. Adams),,68,87
321,3,3:12.0,Turnover by A. Len (offensive foul),,68,87
322,3,3:12.0,T. Prince enters the game for T. Young,,68,87
323,3,3:12.0,,D. Burton enters the game for R. Westbrook,68,87
324,3,2:58.0,,D. Schröder misses 3-pt jump shot from 26 ft,68,87
325,3,2:55.0,Defensive rebound by K. Bazemore,,68,87
326,3,2:45.0,K. Bazemore misses 2-pt layup at rim,,68,87
327,3,2:44.0,Offensive rebound by A. Len,,68,87
328,3,2:44.0,A. Len misses 2-pt layup at rim,,68,87
329,3,2:42.0,,Defensive rebound by D. Schröder,68,87
330,3,2:35.0,,D. Schröder makes 2-pt jump shot from 6 ft,68,89
331,3,2:14.0,D. Bembry makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,71,89
332,3,2:02.0,,D. Schröder misses 2-pt jump shot from 3 ft,71,89
333,3,2:02.0,Defensive rebound by T. Prince,,71,89
334,3,1:56.0,K. Bazemore misses 3-pt jump shot from 23 ft,,71,89
335,3,1:56.0,,Defensive rebound by S. Adams,71,89
336,3,1:45.0,,J. Grant makes 2-pt dunk from 2 ft,71,91
337,3,1:45.0,Atlanta full timeout,,71,91
338,3,1:45.0,M. Plumlee enters the game for A. Len,,71,91
339,3,1:45.0,,P. Patterson enters the game for J. Grant,71,91
340,3,1:35.0,Personal foul by D. Schröder (drawn by K. Bazemore),,71,91
341,3,1:35.0,K. Bazemore makes free throw 1 of 2,,72,91
342,3,1:35.0,K. Bazemore misses free throw 2 of 2,,72,91
343,3,1:32.0,,Defensive rebound by P. George,72,91
344,3,1:12.0,,Turnover by D. Schröder (lost ball; steal by K. Bazemore),72,91
345,3,1:06.0,Turnover by D. Bembry (bad pass; steal by S. Adams),,72,91
346,3,1:01.0,,Turnover by P. George (lost ball; steal by K. Bazemore),72,91
347,3,0:59.0,K. Bazemore makes 2-pt layup from 2 ft,,74,91
348,3,0:40.0,,P. George misses 3-pt jump shot from 25 ft,74,91
349,3,0:38.0,Defensive rebound by Team,,74,91
350,3,0:38.0,,Loose ball foul by S. Adams (drawn by M. Plumlee),74,91
351,3,0:38.0,M. Plumlee makes free throw 1 of 2,,75,91
352,3,0:38.0,J. Collins enters the game for O. Spellman,,75,91
353,3,0:38.0,,N. Noel enters the game for S. Adams,75,91
354,3,0:38.0,M. Plumlee makes free throw 2 of 2,,76,91
355,3,0:29.0,,P. Patterson misses 3-pt jump shot from 25 ft,76,91
356,3,0:27.0,Defensive rebound by Team,,76,91
357,3,0:05.0,T. Prince misses 3-pt jump shot from 24 ft,,76,91
358,3,0:02.0,,Defensive rebound by P. Patterson,76,91
359,4,11:50.0,,N. Noel makes 2-pt layup from 2 ft (assist by D. Schröder),76,93
360,4,11:30.0,T. Prince misses 2-pt layup from 4 ft (block by D. Schröder),,76,93
361,4,11:28.0,Offensive rebound by M. Plumlee,,76,93
362,4,11:27.0,M. Plumlee misses 2-pt layup from 2 ft (block by N. Noel),,76,93
363,4,11:25.0,Offensive rebound by J. Collins,,76,93
364,4,11:24.0,J. Collins makes 2-pt layup at rim,,78,93
365,4,11:15.0,,D. Schröder makes 2-pt jump shot from 15 ft,78,95
366,4,11:00.0,J. Collins misses 3-pt jump shot from 25 ft,,78,95
367,4,10:57.0,,Defensive rebound by Á. Abrines,78,95
368,4,10:53.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by D. Schröder),78,98
369,4,10:36.0,Turnover by T. Young (bad pass),,78,98
370,4,10:27.0,,D. Schröder makes 2-pt jump shot from 7 ft,78,100
371,4,10:26.0,Atlanta full timeout,,78,100
372,4,10:12.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Collins),,80,100
373,4,9:58.0,,P. Patterson misses 3-pt jump shot from 24 ft,80,100
374,4,9:55.0,Defensive rebound by T. Young,,80,100
375,4,9:53.0,Shooting foul by Á. Abrines (drawn by T. Young),,80,100
376,4,9:53.0,T. Young misses free throw 1 of 2,,80,100
377,4,9:53.0,Offensive rebound by Team,,80,100
378,4,9:53.0,T. Young misses free throw 2 of 2,,80,100
379,4,9:50.0,,Defensive rebound by N. Noel,80,100
380,4,9:43.0,,Turnover by D. Schröder (lost ball; steal by M. Plumlee),80,100
381,4,9:38.0,Turnover by T. Prince (bad pass),,80,100
382,4,9:27.0,,N. Noel makes 2-pt jump shot from 9 ft (assist by D. Schröder),80,102
383,4,9:17.0,Personal foul by P. Patterson (drawn by J. Collins),,80,102
384,4,9:05.0,T. Prince makes 3-pt jump shot from 24 ft,,83,102
385,4,8:53.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),83,104
386,4,8:53.0,D. Bembry enters the game for K. Bazemore,,83,104
387,4,8:53.0,K. Huerter enters the game for T. Young,,83,104
388,4,8:53.0,,R. Westbrook enters the game for D. Schröder,83,104
389,4,8:33.0,M. Plumlee makes 2-pt jump shot from 5 ft (assist by D. Bembry),,85,104
