,QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
0,1,11:40.0,D. Green misses 2-pt jump shot from 13 ft,,0,0
1,1,11:37.0,,Defensive rebound by J. Isaac,0,0
2,1,11:31.0,,N. Vučević misses 2-pt jump shot from 18 ft,0,0
3,1,11:27.0,Defensive rebound by K. Lowry,,0,0
4,1,11:15.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. Green),,3,0
5,1,10:53.0,,Offensive foul by E. Fournier (drawn by K. Lowry),3,0
6,1,10:53.0,,Turnover by E. Fournier (offensive foul),3,0
7,1,10:43.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by K. Leonard),,5,0
8,1,10:25.0,,A. Gordon misses 2-pt jump shot from 17 ft,5,0
9,1,10:22.0,Defensive rebound by P. Siakam,,5,0
10,1,10:13.0,P. Siakam makes 2-pt layup from 4 ft,,7,0
11,1,9:57.0,,E. Fournier misses 2-pt layup from 4 ft,7,0
12,1,9:54.0,Defensive rebound by M. Gasol,,7,0
13,1,9:50.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Lowry),,10,0
14,1,9:35.0,,Turnover by D. Augustin (lost ball; steal by K. Leonard),10,0
15,1,9:30.0,K. Leonard misses 2-pt layup from 3 ft (block by J. Isaac),,10,0
16,1,9:27.0,,Defensive rebound by E. Fournier,10,0
17,1,9:22.0,,A. Gordon misses 2-pt layup from 2 ft,10,0
18,1,9:22.0,,Offensive rebound by J. Isaac,10,0
19,1,9:16.0,,J. Isaac makes 2-pt dunk at rim,10,2
20,1,9:11.0,Turnover by K. Leonard (traveling),,10,2
21,1,8:53.0,,E. Fournier misses 3-pt jump shot from 25 ft,10,2
22,1,8:53.0,Defensive rebound by P. Siakam,,10,2
23,1,8:41.0,Turnover by K. Leonard (lost ball; steal by N. Vučević),,10,2
24,1,8:33.0,,Turnover by D. Augustin (lost ball; steal by M. Gasol),10,2
25,1,8:28.0,P. Siakam misses 2-pt layup from 4 ft,,10,2
26,1,8:25.0,Offensive rebound by P. Siakam,,10,2
27,1,8:18.0,P. Siakam misses 2-pt layup from 4 ft,,10,2
28,1,8:17.0,,Defensive rebound by N. Vučević,10,2
29,1,8:17.0,,Personal foul by P. Siakam (drawn by N. Vučević),10,2
30,1,8:06.0,,Turnover by N. Vučević (lost ball; steal by M. Gasol),10,2
31,1,8:00.0,K. Lowry misses 3-pt jump shot from 26 ft,,10,2
32,1,7:58.0,,Defensive rebound by Team,10,2
33,1,7:46.0,,J. Isaac makes 3-pt jump shot from 25 ft (assist by N. Vučević),10,5
34,1,7:27.0,D. Green misses 3-pt jump shot from 26 ft,,10,5
35,1,7:25.0,Offensive rebound by K. Leonard,,10,5
36,1,7:24.0,K. Leonard misses 2-pt layup from 3 ft (block by J. Isaac),,10,5
37,1,7:24.0,Offensive rebound by Team,,10,5
38,1,7:15.0,K. Lowry misses 2-pt layup from 3 ft,,10,5
39,1,7:13.0,,Defensive rebound by N. Vučević,10,5
40,1,7:05.0,,Personal foul by D. Green (drawn by D. Augustin),10,5
41,1,6:59.0,,J. Isaac misses 3-pt jump shot from 23 ft,10,5
42,1,6:55.0,Defensive rebound by K. Leonard,,10,5
43,1,6:48.0,K. Leonard misses 2-pt layup from 3 ft,,10,5
44,1,6:45.0,,Defensive rebound by D. Augustin,10,5
45,1,6:40.0,,Offensive foul by A. Gordon (drawn by M. Gasol),10,5
46,1,6:40.0,,Turnover by A. Gordon (offensive foul),10,5
47,1,6:40.0,,Orlando full timeout,10,5
48,1,6:28.0,P. Siakam misses 2-pt layup from 3 ft,,10,5
49,1,6:26.0,,Defensive rebound by N. Vučević,10,5
50,1,6:22.0,,N. Vučević misses 3-pt jump shot from 26 ft,10,5
51,1,6:19.0,Defensive rebound by K. Leonard,,10,5
52,1,6:12.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),,13,5
53,1,5:54.0,,A. Gordon makes 2-pt jump shot from 10 ft,13,7
54,1,5:46.0,Personal foul by A. Gordon (drawn by K. Leonard),,13,7
55,1,5:34.0,Shooting foul by J. Isaac (drawn by K. Lowry),,13,7
56,1,5:34.0,K. Lowry makes free throw 1 of 2,,14,7
57,1,5:34.0,,W. Iwundu enters the game for A. Gordon,14,7
58,1,5:34.0,K. Lowry makes free throw 2 of 2,,15,7
59,1,5:21.0,,E. Fournier misses 2-pt jump shot from 10 ft,15,7
60,1,5:17.0,Defensive rebound by P. Siakam,,15,7
61,1,5:08.0,Personal foul by W. Iwundu (drawn by K. Leonard),,15,7
62,1,5:02.0,K. Leonard misses 2-pt layup from 4 ft (block by N. Vučević),,15,7
63,1,5:02.0,Offensive rebound by Team,,15,7
64,1,4:53.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Leonard),,18,7
65,1,4:30.0,,J. Isaac misses 2-pt jump shot from 20 ft (block by K. Lowry),18,7
66,1,4:30.0,,Offensive rebound by Team,18,7
67,1,4:25.0,,D. Augustin makes 2-pt jump shot from 21 ft,18,9
68,1,4:16.0,Turnover by K. Leonard (bad pass; steal by E. Fournier),,18,9
69,1,4:05.0,,J. Isaac misses 3-pt jump shot from 22 ft,18,9
70,1,4:04.0,,Offensive rebound by Team,18,9
71,1,4:04.0,,M. Carter-Williams enters the game for D. Augustin,18,9
72,1,4:04.0,,T. Ross enters the game for E. Fournier,18,9
73,1,4:04.0,,Personal foul by D. Green (drawn by M. Carter-Williams),18,9
74,1,4:04.0,F. VanVleet enters the game for D. Green,,18,9
75,1,3:59.0,,M. Carter-Williams misses 2-pt layup from 4 ft,18,9
