,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
381,4,4:26.0,B. Bogdanović makes 2-pt layup at rim (assist by W. Cauley-Stein),,120,97
382,4,4:00.0,,A. Burks misses 2-pt layup from 1 ft,120,97
383,4,3:58.0,,Offensive rebound by A. Žižić,120,97
384,4,3:57.0,,A. Žižić makes 2-pt layup from 2 ft,120,99
385,4,3:56.0,J. Jackson misses 3-pt jump shot from 25 ft,,120,99
386,4,3:50.0,,Defensive rebound by Team,120,99
387,4,3:50.0,M. Bagley enters the game for N. Bjelica,,120,99
388,4,3:50.0,K. Koufos enters the game for W. Cauley-Stein,,120,99
389,4,3:50.0,,C. Frye enters the game for C. Sexton,120,99
390,4,3:38.0,,C. Frye makes 3-pt jump shot from 28 ft (assist by A. Burks),120,102
391,4,3:12.0,K. Koufos makes 2-pt jump shot from 16 ft (assist by J. Jackson),,122,102
392,4,2:57.0,,A. Burks misses 2-pt jump shot from 16 ft,122,102
393,4,2:57.0,Defensive rebound by B. Bogdanović,,122,102
394,4,2:56.0,Sacramento full timeout,,122,102
395,4,2:56.0,Y. Ferrell enters the game for B. Bogdanović,,122,102
396,4,2:56.0,F. Mason enters the game for B. Hield,,122,102
397,4,2:39.0,Y. Ferrell misses 2-pt jump shot from 13 ft,,122,102
398,4,2:36.0,,Defensive rebound by J. Jones,122,102
399,4,2:19.0,,A. Burks misses 2-pt layup from 2 ft,122,102
400,4,2:17.0,Defensive rebound by K. Koufos,,122,102
401,4,2:10.0,K. Koufos makes 2-pt jump shot from 12 ft (assist by F. Mason),,124,102
402,4,1:49.0,,A. Žižić misses 2-pt jump shot from 14 ft,124,102
403,4,1:46.0,Defensive rebound by F. Mason,,124,102
404,4,1:41.0,M. Bagley makes 3-pt jump shot from 26 ft (assist by J. Jackson),,127,102
405,4,1:23.0,,J. Jones misses 2-pt jump shot from 20 ft,127,102
406,4,1:20.0,Defensive rebound by K. Koufos,,127,102
407,4,1:14.0,F. Mason misses 3-pt jump shot from 25 ft,,127,102
408,4,1:11.0,,Defensive rebound by A. Žižić,127,102
409,4,1:06.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by J. Jones),127,105
410,4,0:52.0,J. Jackson makes 2-pt jump shot from 12 ft (assist by K. Koufos),,129,105
411,4,0:37.0,,A. Burks makes 3-pt jump shot from 25 ft (assist by J. Jones),129,108
412,4,0:21.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,129,108
413,4,0:16.0,,Defensive rebound by A. Žižić,129,108
414,4,0:12.0,,J. Blossomgame makes 2-pt layup from 1 ft (assist by A. Burks),129,110
