,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
184,2,4:33.0,,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),40,40
185,2,4:18.0,J. Ingles misses 3-pt jump shot from 28 ft,,40,40
186,2,4:15.0,,Defensive rebound by H. Whiteside,40,40
187,2,4:06.0,,D. Wade misses 2-pt jump shot from 11 ft,40,40
188,2,4:03.0,Defensive rebound by J. Crowder,,40,40
189,2,3:48.0,J. Crowder misses 2-pt jump shot from 4 ft (block by D. Wade),,40,40
190,2,3:45.0,,Defensive rebound by H. Whiteside,40,40
191,2,3:42.0,,Shooting foul by J. Ingles (drawn by J. Richardson),40,40
192,2,3:42.0,,J. Richardson makes free throw 1 of 2,40,41
193,2,3:42.0,R. O'Neale enters the game for J. Ingles,,40,41
194,2,3:42.0,,J. Richardson makes free throw 2 of 2,40,42
195,2,3:31.0,R. Rubio makes 2-pt jump shot from 17 ft,,42,42
196,2,3:17.0,,J. Richardson misses 3-pt jump shot from 25 ft,42,42
197,2,3:15.0,Defensive rebound by R. Gobert,,42,42
198,2,3:12.0,R. Rubio misses 3-pt jump shot from 22 ft,,42,42
199,2,3:04.0,,Defensive rebound by J. Johnson,42,42
200,2,2:56.0,,J. Johnson misses 2-pt jump shot from 9 ft,42,42
201,2,2:55.0,,Offensive rebound by H. Whiteside,42,42
202,2,2:55.0,,H. Whiteside makes 2-pt dunk from 1 ft,42,44
203,2,2:55.0,Utah full timeout,,42,44
204,2,2:42.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Rubio),,45,44
205,2,2:17.0,,W. Ellington misses 2-pt layup from 2 ft (block by R. O'Neale),45,44
206,2,2:13.0,,Offensive rebound by W. Ellington,45,44
207,2,2:12.0,,W. Ellington misses 2-pt jump shot from 18 ft,45,44
208,2,2:10.0,,Offensive rebound by H. Whiteside,45,44
209,2,2:09.0,,H. Whiteside makes 2-pt dunk from 2 ft,45,46
210,2,2:00.0,Shooting foul by J. Johnson (drawn by R. Gobert),,45,46
211,2,2:00.0,R. Gobert misses free throw 1 of 2,,45,46
212,2,2:00.0,Offensive rebound by Team,,45,46
213,2,2:00.0,R. Gobert makes free throw 2 of 2,,46,46
214,2,1:44.0,,J. Johnson misses 2-pt dunk from 2 ft,46,46
215,2,1:42.0,Defensive rebound by R. Gobert,,46,46
216,2,1:33.0,R. Rubio makes 2-pt jump shot from 13 ft,,48,46
217,2,1:19.0,,J. Johnson makes 2-pt jump shot from 11 ft,48,48
218,2,0:57.0,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Rubio),,51,48
219,2,0:49.0,,D. Wade makes 3-pt jump shot from 23 ft,51,51
220,2,0:40.0,R. Rubio makes 2-pt layup from 1 ft,,53,51
221,2,0:31.0,,J. Richardson makes 2-pt dunk from 1 ft,53,53
222,2,0:11.0,D. Mitchell makes 2-pt jump shot from 15 ft,,55,53
223,2,0:02.0,,J. Richardson misses 2-pt layup from 1 ft,55,53
224,2,0:01.0,Defensive rebound by R. Gobert,,55,53
225,3,11:50.0,Turnover by R. Gobert (traveling),,55,53
226,3,11:28.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by J. Johnson),55,55
227,3,11:28.0,,Shooting foul by R. Rubio (drawn by H. Whiteside),55,55
228,3,11:28.0,,H. Whiteside misses free throw 1 of 1,55,55
229,3,11:28.0,Defensive rebound by J. Crowder,,55,55
230,3,11:13.0,J. Crowder misses 2-pt jump shot from 11 ft,,55,55
231,3,11:09.0,,Defensive rebound by J. Richardson,55,55
232,3,10:59.0,,H. Whiteside makes 2-pt jump shot from 9 ft (assist by J. Winslow),55,57
233,3,10:37.0,D. Mitchell makes 2-pt jump shot from 8 ft (assist by R. Rubio),,57,57
234,3,10:23.0,,J. Winslow misses 2-pt layup from 1 ft,57,57
235,3,10:21.0,Defensive rebound by R. Rubio,,57,57
236,3,10:06.0,R. Rubio misses 2-pt jump shot from 17 ft,,57,57
237,3,10:04.0,,Defensive rebound by H. Whiteside,57,57
238,3,9:51.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by H. Whiteside),57,60
239,3,9:26.0,R. Gobert makes 2-pt dunk from 3 ft (assist by D. Mitchell),,59,60
240,3,9:19.0,,Personal foul by J. Ingles (drawn by W. Ellington),59,60
241,3,9:19.0,R. O'Neale enters the game for J. Ingles,,59,60
242,3,9:19.0,,Miami full timeout,59,60
243,3,9:09.0,,J. Johnson makes 2-pt jump shot from 17 ft,59,62
244,3,8:51.0,D. Mitchell makes 2-pt layup from 2 ft,,61,62
245,3,8:40.0,,Turnover by J. Winslow (lost ball; steal by D. Mitchell),61,62
246,3,8:34.0,D. Mitchell misses 2-pt hook shot from 7 ft,,61,62
247,3,8:30.0,,Defensive rebound by W. Ellington,61,62
248,3,8:25.0,,J. Johnson misses 2-pt jump shot from 8 ft,61,62
249,3,8:16.0,,Offensive rebound by J. Johnson,61,62
250,3,8:13.0,,J. Richardson misses 3-pt jump shot from 27 ft,61,62
251,3,8:06.0,Defensive rebound by R. Gobert,,61,62
252,3,8:02.0,J. Crowder misses 2-pt jump shot from 18 ft,,61,62
253,3,8:02.0,Offensive rebound by Team,,61,62
254,3,8:02.0,Personal foul by J. Johnson (drawn by R. Gobert),,61,62
255,3,7:50.0,Turnover by J. Crowder (out of bounds lost ball),,61,62
256,3,7:39.0,,J. Johnson misses 3-pt jump shot from 25 ft,61,62
257,3,7:35.0,Defensive rebound by R. Gobert,,61,62
258,3,7:24.0,Turnover by R. Rubio (lost ball; steal by J. Winslow),,61,62
259,3,7:24.0,,Personal foul by J. Crowder (drawn by J. Winslow),61,62
260,3,7:12.0,,J. Richardson misses 2-pt jump shot from 6 ft,61,62
261,3,7:08.0,Defensive rebound by R. Gobert,,61,62
262,3,7:04.0,D. Mitchell misses 3-pt jump shot from 23 ft,,61,62
263,3,7:02.0,,Defensive rebound by H. Whiteside,61,62
264,3,6:51.0,,J. Winslow misses 2-pt jump shot from 12 ft,61,62
265,3,6:49.0,Defensive rebound by R. Gobert,,61,62
266,3,6:39.0,R. Rubio makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,64,62
267,3,6:20.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by J. Richardson),64,64
268,3,6:05.0,J. Crowder misses 3-pt jump shot from 26 ft,,64,64
269,3,5:57.0,,Defensive rebound by H. Whiteside,64,64
270,3,5:44.0,,H. Whiteside misses 2-pt hook shot from 6 ft,64,64
271,3,5:41.0,Defensive rebound by R. Gobert,,64,64
272,3,5:35.0,Turnover by J. Crowder (bad pass; steal by W. Ellington),,64,64
273,3,5:23.0,,H. Whiteside misses 2-pt jump shot from 15 ft,64,64
274,3,5:21.0,Defensive rebound by R. Gobert,,64,64
275,3,5:08.0,D. Mitchell misses 2-pt jump shot from 20 ft,,64,64
276,3,5:06.0,Offensive rebound by R. Gobert,,64,64
277,3,5:04.0,J. Crowder makes 2-pt layup from 1 ft (assist by R. Gobert),,66,64
278,3,4:45.0,,H. Whiteside makes 2-pt jump shot from 12 ft (assist by W. Ellington),66,66
279,3,4:30.0,R. Rubio misses 3-pt jump shot from 26 ft,,66,66
280,3,4:28.0,Offensive rebound by J. Crowder,,66,66
281,3,4:26.0,J. Crowder makes 2-pt layup from 1 ft,,68,66
282,3,4:20.0,,Miami full timeout,68,66
283,3,4:20.0,D. Favors enters the game for J. Crowder,,68,66
284,3,4:20.0,K. Korver enters the game for D. Mitchell,,68,66
285,3,4:20.0,,B. Adebayo enters the game for J. Johnson,68,66
286,3,4:20.0,,K. Olynyk enters the game for J. Richardson,68,66
287,3,4:20.0,,D. Wade enters the game for H. Whiteside,68,66
288,3,4:08.0,,J. Winslow makes 2-pt jump shot from 7 ft,68,68
289,3,3:48.0,R. Gobert misses 2-pt layup from 2 ft,,68,68
290,3,3:46.0,,Defensive rebound by J. Winslow,68,68
291,3,3:41.0,,K. Olynyk misses 3-pt jump shot from 26 ft,68,68
292,3,3:38.0,Defensive rebound by Team,,68,68
293,3,3:32.0,Personal foul by W. Ellington (drawn by K. Korver),,68,68
294,3,3:22.0,Turnover by K. Korver (bad pass; steal by D. Wade),,68,68
295,3,3:19.0,,Personal foul by R. O'Neale (drawn by D. Wade),68,68
296,3,3:05.0,,Shooting foul by R. Rubio (drawn by D. Wade),68,68
297,3,3:05.0,,D. Wade makes free throw 1 of 3,68,69
298,3,3:05.0,,D. Wade makes free throw 2 of 3,68,70
299,3,3:05.0,,D. Wade makes free throw 3 of 3,68,71
300,3,2:52.0,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Rubio),,71,71
301,3,2:34.0,,W. Ellington misses 3-pt jump shot from 25 ft,71,71
302,3,2:32.0,Defensive rebound by R. O'Neale,,71,71
303,3,2:20.0,D. Favors makes 3-pt jump shot from 23 ft (assist by R. O'Neale),,74,71
304,3,1:56.0,,J. Winslow misses 2-pt layup from 2 ft (block by D. Favors),74,71
305,3,1:55.0,,Offensive rebound by K. Olynyk,74,71
306,3,1:55.0,,K. Olynyk makes 2-pt jump shot from 9 ft,74,73
307,3,1:55.0,Utah full timeout,,74,73
308,3,1:55.0,J. Crowder enters the game for R. Gobert,,74,73
309,3,1:55.0,D. Exum enters the game for R. O'Neale,,74,73
310,3,1:55.0,D. Mitchell enters the game for R. Rubio,,74,73
311,3,1:55.0,,J. Richardson enters the game for W. Ellington,74,73
312,3,1:38.0,Shooting foul by B. Adebayo (drawn by D. Exum),,74,73
313,3,1:38.0,D. Exum misses free throw 1 of 2,,74,73
314,3,1:38.0,Offensive rebound by Team,,74,73
315,3,1:38.0,D. Exum makes free throw 2 of 2,,75,73
316,3,1:26.0,,Personal foul by D. Exum (drawn by K. Olynyk),75,73
317,3,1:26.0,,K. Olynyk makes free throw 1 of 2,75,74
318,3,1:26.0,,K. Olynyk makes free throw 2 of 2,75,75
319,3,1:10.0,D. Mitchell misses 3-pt jump shot from 25 ft,,75,75
320,3,1:08.0,,Defensive rebound by K. Olynyk,75,75
321,3,1:05.0,,D. Wade misses 3-pt jump shot from 25 ft,75,75
322,3,1:01.0,Defensive rebound by J. Crowder,,75,75
323,3,0:52.0,D. Favors misses 2-pt hook shot from 5 ft,,75,75
324,3,0:47.0,Offensive rebound by K. Korver,,75,75
325,3,0:47.0,K. Korver misses 2-pt layup from 1 ft,,75,75
326,3,0:47.0,,Defensive rebound by B. Adebayo,75,75
327,3,0:41.0,,J. Richardson misses 2-pt hook shot from 7 ft,75,75
328,3,0:40.0,,Offensive rebound by B. Adebayo,75,75
329,3,0:39.0,,B. Adebayo makes 2-pt layup from 1 ft,75,77
330,3,0:33.0,D. Mitchell misses 2-pt layup from 2 ft (block by B. Adebayo),,75,77
331,3,0:30.0,,Defensive rebound by D. Wade,75,77
332,3,0:28.0,,J. Richardson makes 3-pt jump shot from 23 ft (assist by D. Wade),75,80
333,3,0:02.0,D. Exum misses 3-pt jump shot from 23 ft,,75,80
334,3,0:00.0,Offensive rebound by D. Favors,,75,80
335,3,0:00.0,D. Favors makes 2-pt layup from 2 ft,,77,80
336,4,11:39.0,,J. Richardson misses 2-pt jump shot from 17 ft,77,80
337,4,11:36.0,Defensive rebound by J. Ingles,,77,80
338,4,11:28.0,J. Ingles misses 2-pt layup from 2 ft,,77,80
339,4,11:24.0,,Defensive rebound by K. Olynyk,77,80
340,4,11:12.0,,D. Wade misses 2-pt jump shot from 12 ft,77,80
341,4,11:08.0,Defensive rebound by D. Favors,,77,80
342,4,11:06.0,Turnover by J. Crowder (bad pass; steal by B. Adebayo),,77,80
343,4,10:48.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Wade),77,83
344,4,10:27.0,D. Mitchell makes 2-pt jump shot from 11 ft,,79,83
345,4,10:27.0,Shooting foul by J. Richardson (drawn by D. Mitchell),,79,83
346,4,10:27.0,,H. Whiteside enters the game for B. Adebayo,79,83
347,4,10:27.0,D. Mitchell makes free throw 1 of 1,,80,83
348,4,10:11.0,,H. Whiteside makes 2-pt layup from 2 ft (assist by D. Wade),80,85
349,4,10:11.0,,Shooting foul by D. Favors (drawn by H. Whiteside),80,85
350,4,10:11.0,,H. Whiteside misses free throw 1 of 1,80,85
351,4,10:07.0,Defensive rebound by D. Favors,,80,85
352,4,9:56.0,D. Mitchell misses 2-pt jump shot from 15 ft,,80,85
353,4,9:54.0,,Defensive rebound by H. Whiteside,80,85
354,4,9:46.0,,D. Wade misses 2-pt jump shot from 13 ft,80,85
355,4,9:43.0,Defensive rebound by D. Mitchell,,80,85
356,4,9:32.0,J. Crowder misses 3-pt jump shot from 24 ft,,80,85
357,4,9:30.0,Offensive rebound by D. Favors,,80,85
358,4,9:30.0,Shooting foul by J. Winslow (drawn by J. Crowder),,80,85
359,4,9:30.0,J. Crowder makes free throw 1 of 2,,81,85
360,4,9:30.0,J. Crowder makes free throw 2 of 2,,82,85
361,4,9:17.0,,Turnover by J. Richardson (bad pass; steal by D. Favors),82,85
362,4,9:04.0,K. Korver misses 3-pt jump shot from 24 ft,,82,85
363,4,9:01.0,,Defensive rebound by H. Whiteside,82,85
364,4,8:42.0,,J. Richardson misses 3-pt jump shot from 26 ft,82,85
365,4,8:40.0,Defensive rebound by D. Favors,,82,85
366,4,8:32.0,J. Ingles misses 3-pt jump shot from 23 ft,,82,85
367,4,8:30.0,,Defensive rebound by H. Whiteside,82,85
368,4,8:25.0,,Personal foul by D. Mitchell (drawn by K. Olynyk),82,85
369,4,8:25.0,R. Gobert enters the game for J. Crowder,,82,85
370,4,8:25.0,R. Rubio enters the game for D. Favors,,82,85
371,4,8:25.0,T. Sefolosha enters the game for D. Mitchell,,82,85
372,4,8:25.0,,W. Ellington enters the game for J. Winslow,82,85
373,4,8:11.0,,W. Ellington makes 3-pt jump shot from 22 ft (assist by D. Wade),82,88
374,4,8:03.0,Personal foul by J. Richardson (drawn by R. Gobert),,82,88
375,4,7:56.0,R. Gobert makes 2-pt layup from 2 ft (assist by J. Ingles),,84,88
376,4,7:56.0,Shooting foul by H. Whiteside (drawn by R. Gobert),,84,88
377,4,7:56.0,R. Gobert makes free throw 1 of 1,,85,88
378,4,7:37.0,,J. Richardson misses 2-pt jump shot from 13 ft,85,88
379,4,7:34.0,,Offensive rebound by H. Whiteside,85,88
380,4,7:33.0,,H. Whiteside misses 2-pt layup from 5 ft (block by R. Gobert),85,88
381,4,7:33.0,Defensive rebound by R. Rubio,,85,88
