,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,HOUSTON_ACTION,GOLDEN STATE_SCORE,HOUSTON_SCORE
0,1,11:34.0,K. Durant makes 2-pt jump shot from 17 ft,,2,0
1,1,11:09.0,,J. Harden misses 3-pt jump shot from 27 ft,2,0
2,1,11:06.0,,Offensive rebound by C. Capela,2,0
3,1,10:57.0,,Turnover by J. Harden (lost ball; steal by D. Green),2,0
4,1,10:52.0,K. Durant makes 2-pt dunk from 2 ft (assist by D. Green),,4,0
5,1,10:30.0,,C. Paul misses 2-pt jump shot from 13 ft,4,0
6,1,10:28.0,,Offensive rebound by C. Capela,4,0
7,1,10:21.0,,J. Ennis misses 3-pt jump shot from 23 ft,4,0
8,1,10:18.0,Defensive rebound by A. Iguodala,,4,0
9,1,10:12.0,K. Thompson misses 3-pt jump shot from 26 ft,,4,0
10,1,10:10.0,Offensive rebound by Team,,4,0
11,1,10:02.0,K. Thompson makes 2-pt layup from 2 ft,,6,0
12,1,9:46.0,,Shooting foul by D. Green (drawn by J. Harden),6,0
13,1,9:46.0,,J. Harden makes free throw 1 of 2,6,1
14,1,9:46.0,,J. Harden misses free throw 2 of 2,6,1
15,1,9:46.0,Defensive rebound by D. Green,,6,1
16,1,9:29.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),,8,1
17,1,9:10.0,,P. Tucker misses 3-pt jump shot from 23 ft,8,1
18,1,9:06.0,,Offensive rebound by J. Ennis,8,1
19,1,9:05.0,,C. Paul makes 3-pt jump shot from 26 ft (assist by J. Ennis),8,4
20,1,8:41.0,K. Durant misses 2-pt jump shot from 16 ft,,8,4
21,1,8:38.0,Offensive rebound by K. Durant,,8,4
22,1,8:27.0,D. Green misses 3-pt jump shot from 27 ft,,8,4
23,1,8:25.0,,Defensive rebound by C. Capela,8,4
24,1,8:19.0,Violation by Team (kicked ball),,8,4
25,1,8:06.0,Violation by Team (kicked ball),,8,4
26,1,7:50.0,,P. Tucker makes 2-pt hook shot from 10 ft (assist by C. Paul),8,6
27,1,7:41.0,K. Thompson misses 2-pt jump shot from 21 ft,,8,6
28,1,7:38.0,Offensive rebound by A. Iguodala,,8,6
29,1,7:26.0,K. Durant misses 2-pt jump shot from 17 ft,,8,6
30,1,7:23.0,,Defensive rebound by J. Harden,8,6
31,1,7:06.0,,J. Harden misses 2-pt jump shot from 11 ft,8,6
32,1,7:04.0,Defensive rebound by K. Durant,,8,6
33,1,6:54.0,,Houston full timeout,8,6
34,1,6:54.0,,E. Gordon enters the game for C. Paul,8,6
35,1,6:46.0,Def 3 sec tech foul by Team,,8,6
36,1,6:46.0,K. Durant makes technical free throw,,9,6
37,1,6:36.0,A. Iguodala misses 2-pt layup from 3 ft,,9,6
38,1,6:33.0,Offensive rebound by K. Thompson,,9,6
39,1,6:32.0,Turnover by Team (shot clock),,9,6
