,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
380,4,8:10.0,,Defensive rebound by D. Russell,85,96
381,4,7:59.0,,J. Harris makes 2-pt layup from 4 ft (assist by R. Hollis-Jefferson),85,98
382,4,7:50.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by L. James),,87,98
383,4,7:30.0,,J. Dudley makes 2-pt layup from 3 ft (assist by D. Russell),87,100
384,4,7:30.0,Violation by Team (def goaltending),,87,100
385,4,7:25.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),,90,100
386,4,6:56.0,,Turnover by Team (shot clock),90,100
387,4,6:47.0,L. Ball misses 3-pt jump shot from 24 ft,,90,100
388,4,6:44.0,Offensive rebound by L. Ball,,90,100
389,4,6:42.0,L. Ball makes 3-pt jump shot from 25 ft,,93,100
390,4,6:42.0,,Brooklyn full timeout,93,100
391,4,6:29.0,,J. Harris misses 3-pt jump shot from 25 ft,93,100
392,4,6:26.0,Defensive rebound by L. James,,93,100
393,4,6:20.0,L. James makes 2-pt layup from 1 ft,,95,100
394,4,5:58.0,,R. Hollis-Jefferson misses 2-pt layup at rim (block by L. James),95,100
395,4,5:54.0,Defensive rebound by L. Ball,,95,100
396,4,5:50.0,L. James makes 2-pt layup from 3 ft (assist by K. Kuzma),,97,100
397,4,5:29.0,,D. Russell misses 2-pt jump shot from 14 ft,97,100
398,4,5:26.0,,Offensive rebound by J. Dudley,97,100
399,4,5:22.0,,J. Dudley makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),97,102
400,4,5:04.0,K. Kuzma misses 2-pt jump shot from 3 ft,,97,102
401,4,5:00.0,,Defensive rebound by J. Harris,97,102
402,4,4:45.0,,S. Dinwiddie makes 2-pt layup from 2 ft,97,104
403,4,4:45.0,LA Lakers full timeout,,97,104
404,4,4:27.0,L. Ball makes 2-pt dunk from 1 ft (assist by L. James),,99,104
405,4,4:01.0,,S. Dinwiddie misses 2-pt layup at rim,99,104
406,4,3:59.0,Defensive rebound by K. Kuzma,,99,104
407,4,3:55.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,102,104
408,4,3:36.0,,J. Harris makes 2-pt layup from 1 ft,102,106
409,4,3:19.0,K. Kuzma misses 3-pt jump shot from 25 ft,,102,106
410,4,3:16.0,,Defensive rebound by R. Hollis-Jefferson,102,106
411,4,3:12.0,,J. Dudley misses 3-pt jump shot from 25 ft,102,106
412,4,3:09.0,Defensive rebound by L. Ball,,102,106
413,4,3:05.0,Turnover by L. Ball (out of bounds lost ball),,102,106
414,4,3:05.0,,Brooklyn full timeout,102,106
415,4,2:42.0,,J. Dudley makes 2-pt layup from 2 ft (assist by D. Russell),102,108
416,4,2:26.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,102,108
417,4,2:21.0,,Defensive rebound by J. Dudley,102,108
418,4,2:00.0,,Turnover by D. Russell (lost ball; steal by K. Kuzma),102,108
419,4,1:52.0,J. Hart misses 3-pt jump shot from 25 ft,,102,108
420,4,1:49.0,,Defensive rebound by Team,102,108
421,4,1:49.0,Loose ball foul by L. Ball (drawn by D. Russell),,102,108
422,4,1:24.0,,J. Harris misses 2-pt layup from 1 ft,102,108
423,4,1:23.0,,Offensive rebound by J. Harris,102,108
424,4,1:22.0,,J. Harris misses 2-pt layup from 2 ft,102,108
425,4,1:20.0,Defensive rebound by L. James,,102,108
426,4,1:14.0,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Hart),,105,108
427,4,0:53.0,,J. Dudley makes 2-pt jump shot from 22 ft,105,110
428,4,0:53.0,LA Lakers full timeout,,105,110
429,4,0:42.0,L. James misses 2-pt layup from 2 ft,,105,110
430,4,0:42.0,Offensive rebound by L. James,,105,110
431,4,0:42.0,L. James makes 2-pt layup at rim,,107,110
432,4,0:22.0,,D. Russell makes 3-pt jump shot from 25 ft,107,113
433,4,0:22.0,LA Lakers full timeout,,107,113
434,4,0:22.0,,D. Carroll enters the game for D. Russell,107,113
435,4,0:17.0,L. James makes 3-pt jump shot from 23 ft,,110,113
436,4,0:17.0,,Brooklyn full timeout,110,113
437,4,0:17.0,,D. Russell enters the game for D. Carroll,110,113
438,4,0:15.0,,Personal take foul by L. Ball (drawn by R. Hollis-Jefferson),110,113
439,4,0:15.0,L. Stephenson enters the game for L. Ball,,110,113
440,4,0:15.0,,R. Hollis-Jefferson misses free throw 1 of 2,110,113
441,4,0:15.0,,Offensive rebound by Team,110,113
442,4,0:15.0,,D. Carroll enters the game for D. Russell,110,113
443,4,0:15.0,,R. Hollis-Jefferson makes free throw 2 of 2,110,114
444,4,0:11.0,L. James misses 3-pt jump shot from 30 ft,,110,114
445,4,0:10.0,,Defensive rebound by Team,110,114
446,4,0:10.0,,D. Russell enters the game for D. Carroll,110,114
447,4,0:08.0,,Personal take foul by L. James (drawn by R. Hollis-Jefferson),110,114
448,4,0:08.0,,R. Hollis-Jefferson misses free throw 1 of 2,110,114
449,4,0:08.0,,Offensive rebound by Team,110,114
450,4,0:08.0,,D. Carroll enters the game for D. Russell,110,114
451,4,0:08.0,,R. Hollis-Jefferson makes free throw 2 of 2,110,115
452,4,0:08.0,LA Lakers full timeout,,110,115
453,4,0:05.0,L. James misses 3-pt jump shot from 26 ft,,110,115
454,4,0:01.0,,Defensive rebound by R. Hollis-Jefferson,110,115
