,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:43.0,,R. Gobert misses 2-pt layup from 1 ft,0,0
1,1,11:41.0,Defensive rebound by S. Adams,,0,0
2,1,11:37.0,P. George misses 3-pt jump shot from 26 ft,,0,0
3,1,11:34.0,,Defensive rebound by R. O'Neale,0,0
4,1,11:27.0,,D. Mitchell makes 2-pt layup from 2 ft,0,2
5,1,11:13.0,Turnover by P. George (bad pass; steal by D. Favors),,0,2
6,1,11:03.0,,R. O'Neale misses 2-pt dunk from 2 ft,0,2
7,1,11:03.0,Defensive rebound by Team,,0,2
8,1,11:00.0,Personal foul by R. O'Neale (drawn by R. Westbrook),,0,2
9,1,10:48.0,J. Grant makes 2-pt jump shot from 21 ft (assist by R. Westbrook),,2,2
10,1,10:22.0,,J. Ingles misses 3-pt jump shot from 26 ft,2,2
11,1,10:18.0,Defensive rebound by R. Westbrook,,2,2
12,1,10:05.0,J. Grant misses 2-pt hook shot from 8 ft,,2,2
13,1,10:00.0,Offensive rebound by Team,,2,2
14,1,9:55.0,R. Westbrook makes 2-pt jump shot from 19 ft,,4,2
15,1,9:40.0,,Turnover by D. Mitchell (traveling),4,2
16,1,9:29.0,T. Ferguson misses 3-pt jump shot from 23 ft,,4,2
17,1,9:26.0,,Defensive rebound by J. Ingles,4,2
18,1,9:11.0,,Turnover by J. Ingles (bad pass; steal by S. Adams),4,2
19,1,9:08.0,Turnover by S. Adams (bad pass),,4,2
20,1,8:49.0,,D. Favors misses 3-pt jump shot from 24 ft,4,2
21,1,8:46.0,Defensive rebound by R. Westbrook,,4,2
22,1,8:41.0,R. Westbrook misses 2-pt jump shot from 18 ft,,4,2
23,1,8:38.0,,Defensive rebound by R. O'Neale,4,2
24,1,8:29.0,,R. Gobert makes 2-pt dunk from 15 ft (assist by D. Mitchell),4,4
25,1,8:21.0,Personal foul by R. Gobert (drawn by S. Adams),,4,4
26,1,8:14.0,Def 3 sec tech foul by Team,,4,4
27,1,8:14.0,P. George makes technical free throw,,5,4
28,1,8:09.0,P. George misses 2-pt layup from 2 ft,,5,4
29,1,8:08.0,,Defensive rebound by D. Favors,5,4
30,1,7:59.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),5,6
31,1,7:36.0,S. Adams makes 2-pt hook shot from 3 ft,,7,6
32,1,7:13.0,,D. Mitchell misses 2-pt jump shot from 9 ft,7,6
33,1,7:12.0,Defensive rebound by J. Grant,,7,6
34,1,7:05.0,R. Westbrook misses 2-pt jump shot from 10 ft,,7,6
35,1,7:03.0,,Defensive rebound by D. Mitchell,7,6
36,1,6:54.0,,Personal foul by T. Ferguson (drawn by D. Mitchell),7,6
37,1,6:54.0,,Utah full timeout,7,6
38,1,6:54.0,,J. Crowder enters the game for D. Favors,7,6
39,1,6:54.0,,K. Korver enters the game for R. O'Neale,7,6
40,1,6:42.0,,J. Crowder misses 3-pt jump shot from 25 ft,7,6
41,1,6:39.0,Defensive rebound by J. Grant,,7,6
42,1,6:28.0,T. Ferguson misses 3-pt jump shot from 24 ft,,7,6
43,1,6:25.0,,Defensive rebound by R. Gobert,7,6
44,1,6:18.0,,D. Mitchell makes 2-pt layup from 2 ft,7,8
45,1,6:08.0,Shooting foul by J. Ingles (drawn by P. George),,7,8
46,1,6:08.0,P. George makes free throw 1 of 2,,8,8
47,1,6:08.0,P. George makes free throw 2 of 2,,9,8
48,1,6:01.0,,K. Korver misses 3-pt jump shot from 26 ft,9,8
49,1,5:58.0,Defensive rebound by J. Grant,,9,8
50,1,5:54.0,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),,11,8
