,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
66,1,4:44.0,Personal foul by J. Brown (drawn by D. Fox),,21,12
67,1,4:40.0,D. Fox misses 2-pt jump shot from 20 ft,,21,12
68,1,4:39.0,,Defensive rebound by Team,21,12
69,1,4:39.0,Loose ball foul by M. Bagley (drawn by G. Hayward),,21,12
70,1,4:31.0,,Offensive foul by J. Tatum (drawn by D. Fox),21,12
71,1,4:31.0,,Turnover by J. Tatum (offensive foul),21,12
72,1,4:12.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Hield),,23,12
73,1,3:57.0,,J. Brown misses 2-pt jump shot from 14 ft,23,12
74,1,3:55.0,Defensive rebound by H. Barnes,,23,12
75,1,3:41.0,D. Fox misses 3-pt jump shot from 26 ft,,23,12
76,1,3:39.0,,Defensive rebound by K. Irving,23,12
77,1,3:24.0,,Turnover by J. Tatum (lost ball; steal by H. Barnes),23,12
78,1,3:21.0,B. Hield makes 2-pt dunk from 1 ft (assist by H. Barnes),,25,12
79,1,3:12.0,,K. Irving misses 2-pt layup from 1 ft,25,12
80,1,3:11.0,,Offensive rebound by K. Irving,25,12
81,1,3:04.0,,G. Hayward misses 2-pt layup from 2 ft,25,12
82,1,3:03.0,,Offensive rebound by A. Baynes,25,12
83,1,3:02.0,,A. Baynes makes 2-pt layup at rim,25,14
84,1,2:56.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,28,14
85,1,2:48.0,,J. Brown makes 2-pt layup at rim (assist by K. Irving),28,16
86,1,2:47.0,Sacramento full timeout,,28,16
87,1,2:47.0,B. Bogdanović enters the game for W. Cauley-Stein,,28,16
88,1,2:47.0,H. Giles enters the game for B. Hield,,28,16
89,1,2:47.0,,S. Ojeleye enters the game for J. Tatum,28,16
90,1,2:35.0,Shooting foul by A. Baynes (drawn by M. Bagley),,28,16
91,1,2:35.0,M. Bagley makes free throw 1 of 2,,29,16
92,1,2:35.0,M. Bagley makes free throw 2 of 2,,30,16
93,1,2:28.0,,Personal foul by D. Fox (drawn by K. Irving),30,16
94,1,2:28.0,A. Burks enters the game for D. Fox,,30,16
95,1,2:20.0,,K. Irving makes 2-pt jump shot from 16 ft (assist by G. Hayward),30,18
96,1,1:58.0,H. Barnes makes 2-pt layup from 2 ft,,32,18
97,1,1:53.0,,Personal foul by A. Burks (drawn by J. Brown),32,18
98,1,1:53.0,,J. Brown makes free throw 1 of 2,32,19
99,1,1:53.0,,A. Horford enters the game for A. Baynes,32,19
100,1,1:53.0,,J. Brown misses free throw 2 of 2,32,19
101,1,1:53.0,Defensive rebound by M. Bagley,,32,19
102,1,1:37.0,Turnover by H. Giles (out of bounds lost ball),,32,19
103,1,1:28.0,,J. Brown misses 2-pt jump shot from 10 ft,32,19
104,1,1:26.0,Defensive rebound by M. Bagley,,32,19
105,1,1:16.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,34,19
106,1,1:07.0,,Shooting foul by B. Bogdanović (drawn by K. Irving),34,19
107,1,1:07.0,,K. Irving makes free throw 1 of 2,34,20
108,1,1:07.0,,K. Irving makes free throw 2 of 2,34,21
109,1,0:53.0,Turnover by H. Giles (lost ball; steal by A. Horford),,34,21
110,1,0:48.0,,J. Brown makes 2-pt layup from 3 ft,34,23
111,1,0:36.0,Shooting foul by S. Ojeleye (drawn by M. Bagley),,34,23
112,1,0:36.0,M. Bagley misses free throw 1 of 2,,34,23
113,1,0:36.0,Offensive rebound by Team,,34,23
114,1,0:36.0,,M. Morris enters the game for S. Ojeleye,34,23
115,1,0:36.0,M. Bagley makes free throw 2 of 2,,35,23
116,1,0:28.0,,K. Irving makes 2-pt layup from 2 ft,35,25
117,1,0:05.0,M. Bagley makes 3-pt jump shot from 24 ft (assist by A. Burks),,38,25
118,1,0:01.0,,A. Horford misses 2-pt jump shot from 24 ft,38,25
119,1,0:00.0,,Offensive rebound by Team,38,25
120,2,11:49.0,,G. Hayward misses 3-pt jump shot from 25 ft,38,25
121,2,11:47.0,Defensive rebound by A. Burks,,38,25
122,2,11:28.0,Turnover by B. Bogdanović (bad pass; steal by M. Smart),,38,25
123,2,11:24.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),38,27
124,2,11:08.0,B. Bogdanović misses 2-pt layup from 3 ft (block by A. Horford),,38,27
125,2,11:06.0,,Defensive rebound by M. Smart,38,27
126,2,11:00.0,,Turnover by A. Horford (bad pass; steal by A. Burks),38,27
127,2,10:56.0,Personal foul by M. Smart (drawn by M. Bagley),,38,27
128,2,10:56.0,Sacramento full timeout,,38,27
129,2,10:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,38,27
130,2,10:45.0,,Defensive rebound by G. Hayward,38,27
131,2,10:37.0,,G. Hayward misses 2-pt layup from 3 ft,38,27
132,2,10:36.0,Defensive rebound by H. Giles,,38,27
133,2,10:26.0,H. Giles makes 2-pt hook shot from 4 ft (assist by B. Bogdanović),,40,27
134,2,10:07.0,,J. Brown misses 2-pt jump shot from 19 ft,40,27
135,2,10:05.0,Defensive rebound by M. Bagley,,40,27
136,2,9:57.0,M. Bagley makes 2-pt dunk from 1 ft (assist by H. Giles),,42,27
137,2,9:57.0,,Boston full timeout,42,27
138,2,9:57.0,,J. Tatum enters the game for G. Hayward,42,27
139,2,9:40.0,,Turnover by M. Smart (bad pass; steal by A. Burks),42,27
140,2,9:35.0,M. Bagley makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,44,27
141,2,9:23.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Smart),44,30
142,2,8:58.0,Turnover by B. Bogdanović (lost ball; steal by M. Morris),,44,30
143,2,8:55.0,,Turnover by M. Morris (bad pass; steal by A. Burks),44,30
144,2,8:51.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,44,30
145,2,8:49.0,Offensive rebound by H. Giles,,44,30
146,2,8:44.0,B. Bogdanović misses 2-pt layup from 3 ft,,44,30
147,2,8:42.0,,Defensive rebound by M. Morris,44,30
148,2,8:27.0,,M. Smart makes 2-pt layup from 3 ft (assist by A. Horford),44,32
149,2,8:01.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,44,32
150,2,7:59.0,,Defensive rebound by J. Tatum,44,32
151,2,7:51.0,,J. Brown makes 2-pt layup at rim (assist by J. Tatum),44,34
152,2,7:51.0,,Shooting foul by B. Bogdanović (drawn by J. Brown),44,34
153,2,7:51.0,D. Fox enters the game for B. Bogdanović,,44,34
154,2,7:51.0,B. Hield enters the game for A. Burks,,44,34
155,2,7:51.0,,J. Brown misses free throw 1 of 1,44,34
156,2,7:51.0,,Offensive rebound by M. Morris,44,34
157,2,7:49.0,,M. Morris misses 2-pt layup at rim,44,34
158,2,7:48.0,Defensive rebound by M. Bagley,,44,34
159,2,7:29.0,H. Giles makes 2-pt layup from 3 ft,,46,34
160,2,7:18.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Smart),46,36
161,2,6:51.0,B. Hield misses 2-pt jump shot from 21 ft,,46,36
162,2,6:49.0,Offensive rebound by B. Hield,,46,36
163,2,6:48.0,C. Brewer misses 3-pt jump shot from 27 ft,,46,36
164,2,6:46.0,,Defensive rebound by M. Smart,46,36
165,2,6:40.0,,M. Morris misses 3-pt jump shot from 25 ft,46,36
166,2,6:38.0,Defensive rebound by C. Brewer,,46,36
167,2,6:36.0,Shooting foul by M. Smart (drawn by C. Brewer),,46,36
168,2,6:36.0,,Technical foul by M. Morris,46,36
169,2,6:36.0,Technical foul by H. Giles,,46,36
170,2,6:36.0,N. Bjelica enters the game for M. Bagley,,46,36
171,2,6:36.0,,A. Baynes enters the game for J. Brown,46,36
172,2,6:36.0,,K. Irving enters the game for A. Horford,46,36
173,2,6:36.0,C. Brewer makes free throw 1 of 2,,47,36
174,2,6:36.0,C. Brewer misses free throw 2 of 2,,47,36
175,2,6:36.0,,Defensive rebound by J. Tatum,47,36
176,2,6:22.0,,M. Smart makes 2-pt layup from 1 ft,47,38
177,2,6:06.0,B. Hield makes 2-pt jump shot from 17 ft (assist by H. Giles),,49,38
178,2,5:50.0,,K. Irving makes 2-pt jump shot from 5 ft,49,40
179,2,5:38.0,B. Hield makes 2-pt jump shot from 19 ft,,51,40
180,2,5:26.0,,Personal foul by H. Giles (drawn by M. Morris),51,40
181,2,5:26.0,H. Barnes enters the game for C. Brewer,,51,40
182,2,5:26.0,W. Cauley-Stein enters the game for H. Giles,,51,40
183,2,5:18.0,,K. Irving makes 2-pt layup from 2 ft,51,42
184,2,5:03.0,B. Hield misses 2-pt jump shot from 18 ft,,51,42
185,2,5:01.0,,Defensive rebound by M. Morris,51,42
186,2,4:56.0,,K. Irving misses 2-pt layup from 3 ft,51,42
187,2,4:54.0,Defensive rebound by N. Bjelica,,51,42
188,2,4:54.0,Personal foul by A. Baynes (drawn by N. Bjelica),,51,42
189,2,4:38.0,Shooting foul by J. Tatum (drawn by H. Barnes),,51,42
190,2,4:38.0,H. Barnes makes free throw 1 of 2,,52,42
191,2,4:38.0,,J. Brown enters the game for M. Smart,52,42
192,2,4:38.0,H. Barnes misses free throw 2 of 2,,52,42
193,2,4:38.0,,Defensive rebound by M. Morris,52,42
194,2,4:27.0,,K. Irving misses 3-pt jump shot from 29 ft,52,42
195,2,4:24.0,Defensive rebound by D. Fox,,52,42
196,2,4:14.0,N. Bjelica misses 3-pt jump shot from 32 ft,,52,42
197,2,4:12.0,,Defensive rebound by A. Baynes,52,42
198,2,4:02.0,,J. Brown misses 2-pt jump shot from 12 ft,52,42
199,2,4:00.0,Defensive rebound by W. Cauley-Stein,,52,42
200,2,3:51.0,D. Fox misses 2-pt jump shot from 13 ft,,52,42
201,2,3:49.0,,Defensive rebound by K. Irving,52,42
202,2,3:43.0,,M. Morris makes 2-pt dunk from 1 ft (assist by K. Irving),52,44
203,2,3:27.0,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,54,44
204,2,3:18.0,,Turnover by K. Irving (bad pass; steal by W. Cauley-Stein),54,44
205,2,3:17.0,Personal foul by K. Irving (drawn by W. Cauley-Stein),,54,44
206,2,3:17.0,W. Cauley-Stein misses free throw 1 of 2,,54,44
207,2,3:17.0,Offensive rebound by Team,,54,44
208,2,3:17.0,W. Cauley-Stein misses free throw 2 of 2,,54,44
209,2,3:17.0,,Defensive rebound by M. Morris,54,44
210,2,2:58.0,,M. Morris misses 2-pt layup from 3 ft,54,44
211,2,2:56.0,,Offensive rebound by A. Baynes,54,44
212,2,2:55.0,,A. Baynes makes 2-pt layup at rim,54,46
213,2,2:38.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,54,46
214,2,2:36.0,,Defensive rebound by A. Baynes,54,46
215,2,2:32.0,,Personal foul by W. Cauley-Stein (drawn by A. Baynes),54,46
216,2,2:23.0,,J. Tatum makes 2-pt layup from 2 ft (assist by A. Baynes),54,48
217,2,2:15.0,D. Fox makes 2-pt jump shot from 7 ft,,56,48
218,2,1:53.0,,J. Tatum makes 2-pt layup from 3 ft,56,50
219,2,1:53.0,,Shooting foul by W. Cauley-Stein (drawn by J. Tatum),56,50
220,2,1:53.0,,J. Tatum makes free throw 1 of 1,56,51
221,2,1:30.0,N. Bjelica makes 2-pt hook shot from 4 ft (assist by H. Barnes),,58,51
222,2,1:15.0,,K. Irving makes 2-pt layup from 2 ft,58,53
223,2,1:15.0,Violation by Team (def goaltending),,58,53
224,2,1:09.0,Technical foul by W. Cauley-Stein,,58,53
225,2,1:09.0,,K. Irving makes technical free throw,58,54
226,2,1:09.0,H. Giles enters the game for W. Cauley-Stein,,58,54
227,2,1:09.0,,M. Smart enters the game for J. Tatum,58,54
228,2,1:01.0,N. Bjelica misses 3-pt jump shot from 31 ft,,58,54
229,2,0:58.0,,Defensive rebound by M. Smart,58,54
230,2,0:49.0,,M. Morris misses 3-pt jump shot from 27 ft,58,54
231,2,0:47.0,Defensive rebound by H. Giles,,58,54
232,2,0:38.0,D. Fox makes 2-pt jump shot from 4 ft,,60,54
233,2,0:30.0,,K. Irving makes 2-pt layup from 3 ft (assist by M. Smart),60,56
234,2,0:11.0,Shooting foul by A. Baynes (drawn by D. Fox),,60,56
235,2,0:11.0,D. Fox makes free throw 1 of 2,,61,56
236,2,0:11.0,D. Fox makes free throw 2 of 2,,62,56
237,2,0:02.0,,K. Irving misses 3-pt jump shot from 25 ft,62,56
238,2,0:01.0,Defensive rebound by N. Bjelica,,62,56
239,3,11:46.0,,A. Horford makes 2-pt layup from 2 ft (assist by J. Tatum),62,58
240,3,11:24.0,H. Barnes misses 2-pt jump shot from 6 ft,,62,58
241,3,11:22.0,,Defensive rebound by A. Horford,62,58
242,3,11:17.0,,K. Irving misses 2-pt jump shot from 17 ft,62,58
243,3,11:15.0,Defensive rebound by H. Barnes,,62,58
244,3,11:05.0,W. Cauley-Stein makes 2-pt layup at rim (assist by B. Hield),,64,58
245,3,10:54.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by A. Horford),64,61
246,3,10:27.0,B. Hield misses 2-pt jump shot from 20 ft,,64,61
247,3,10:25.0,,Defensive rebound by K. Irving,64,61
248,3,10:22.0,,J. Tatum makes 2-pt layup from 1 ft (assist by K. Irving),64,63
249,3,10:11.0,Turnover by N. Bjelica (bad pass; steal by M. Morris),,64,63
250,3,10:10.0,,Personal take foul by B. Hield (drawn by J. Tatum),64,63
251,3,10:01.0,,M. Morris makes 2-pt jump shot from 12 ft,64,65
252,3,10:00.0,Sacramento full timeout,,64,65
253,3,9:49.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,67,65
254,3,9:28.0,,M. Smart misses 2-pt layup from 3 ft,67,65
255,3,9:26.0,Defensive rebound by W. Cauley-Stein,,67,65
256,3,9:20.0,D. Fox misses 3-pt jump shot from 24 ft,,67,65
257,3,9:18.0,Offensive rebound by W. Cauley-Stein,,67,65
258,3,9:15.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),,70,65
259,3,8:57.0,,M. Smart misses 3-pt jump shot from 27 ft,70,65
260,3,8:55.0,Defensive rebound by D. Fox,,70,65
261,3,8:54.0,Personal take foul by J. Tatum (drawn by D. Fox),,70,65
262,3,8:42.0,B. Hield makes 3-pt jump shot from 26 ft (assist by D. Fox),,73,65
263,3,8:28.0,,K. Irving misses 2-pt layup from 3 ft (block by N. Bjelica),73,65
264,3,8:26.0,Defensive rebound by D. Fox,,73,65
265,3,8:22.0,B. Hield makes 3-pt jump shot from 24 ft,,76,65
266,3,8:09.0,,A. Horford makes 2-pt layup from 4 ft (assist by J. Tatum),76,67
267,3,8:09.0,,Shooting foul by N. Bjelica (drawn by A. Horford),76,67
268,3,8:09.0,,A. Horford misses free throw 1 of 1,76,67
269,3,8:09.0,Defensive rebound by W. Cauley-Stein,,76,67
270,3,7:56.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,76,67
271,3,7:54.0,Offensive rebound by W. Cauley-Stein,,76,67
272,3,7:52.0,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,78,67
273,3,7:41.0,,K. Irving misses 2-pt layup from 4 ft,78,67
274,3,7:39.0,Defensive rebound by N. Bjelica,,78,67
275,3,7:32.0,D. Fox makes 2-pt layup from 3 ft,,80,67
276,3,7:32.0,,Boston full timeout,80,67
277,3,7:32.0,,A. Baynes enters the game for A. Horford,80,67
278,3,7:20.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by K. Irving),80,70
279,3,6:59.0,B. Hield misses 3-pt jump shot from 26 ft,,80,70
280,3,6:57.0,,Defensive rebound by A. Baynes,80,70
281,3,6:41.0,,K. Irving misses 2-pt jump shot from 8 ft,80,70
282,3,6:38.0,Defensive rebound by W. Cauley-Stein,,80,70
283,3,6:34.0,N. Bjelica misses 3-pt jump shot from 24 ft,,80,70
284,3,6:33.0,,Defensive rebound by Team,80,70
285,3,6:32.0,Loose ball foul by D. Fox (drawn by M. Smart),,80,70
286,3,6:20.0,,A. Baynes misses 3-pt jump shot from 25 ft,80,70
287,3,6:18.0,Defensive rebound by H. Barnes,,80,70
288,3,6:09.0,H. Barnes makes 2-pt jump shot from 10 ft,,82,70
289,3,5:58.0,,Turnover by M. Smart (bad pass; steal by D. Fox),82,70
290,3,5:54.0,B. Hield misses 3-pt jump shot from 26 ft,,82,70
291,3,5:54.0,Offensive rebound by W. Cauley-Stein,,82,70
292,3,5:43.0,H. Barnes misses 2-pt layup from 12 ft,,82,70
293,3,5:42.0,,Defensive rebound by M. Morris,82,70
294,3,5:41.0,,A. Baynes makes 2-pt jump shot from 3 ft (assist by K. Irving),82,72
295,3,5:23.0,D. Fox misses 2-pt jump shot from 9 ft,,82,72
296,3,5:23.0,,Defensive rebound by A. Baynes,82,72
297,3,5:17.0,,Shooting foul by N. Bjelica (drawn by M. Morris),82,72
298,3,5:17.0,,M. Morris makes free throw 1 of 2,82,73
299,3,5:17.0,H. Giles enters the game for W. Cauley-Stein,,82,73
300,3,5:17.0,,J. Brown enters the game for M. Smart,82,73
301,3,5:17.0,,G. Hayward enters the game for J. Tatum,82,73
302,3,5:17.0,,M. Morris misses free throw 2 of 2,82,73
303,3,5:12.0,Defensive rebound by N. Bjelica,,82,73
304,3,5:01.0,H. Giles misses 2-pt jump shot from 6 ft,,82,73
305,3,4:59.0,,Defensive rebound by K. Irving,82,73
306,3,4:54.0,,Shooting foul by N. Bjelica (drawn by G. Hayward),82,73
307,3,4:54.0,,G. Hayward makes free throw 1 of 2,82,74
308,3,4:54.0,M. Bagley enters the game for N. Bjelica,,82,74
309,3,4:54.0,,G. Hayward makes free throw 2 of 2,82,75
310,3,4:39.0,M. Bagley makes 2-pt jump shot from 15 ft (assist by H. Giles),,84,75
311,3,4:28.0,,K. Irving misses 3-pt jump shot from 28 ft,84,75
312,3,4:27.0,,Offensive rebound by A. Baynes,84,75
313,3,4:26.0,,A. Baynes misses 2-pt dunk from 1 ft,84,75
314,3,4:24.0,Defensive rebound by D. Fox,,84,75
315,3,4:21.0,D. Fox makes 2-pt layup from 2 ft,,86,75
316,3,4:08.0,,Shooting foul by M. Bagley (drawn by M. Morris),86,75
317,3,4:08.0,,M. Morris makes free throw 1 of 2,86,76
318,3,4:08.0,,M. Morris makes free throw 2 of 2,86,77
319,3,4:01.0,B. Hield misses 2-pt jump shot from 12 ft,,86,77
320,3,4:00.0,,Defensive rebound by M. Morris,86,77
321,3,3:52.0,,K. Irving misses 2-pt layup from 3 ft,86,77
322,3,3:50.0,Defensive rebound by H. Barnes,,86,77
323,3,3:46.0,H. Barnes makes 3-pt jump shot from 27 ft,,89,77
324,3,3:27.0,,A. Baynes misses 2-pt layup from 4 ft (block by H. Giles),89,77
325,3,3:27.0,,Offensive rebound by Team,89,77
326,3,3:24.0,,J. Brown misses 2-pt jump shot from 16 ft,89,77
327,3,3:22.0,,Offensive rebound by K. Irving,89,77
328,3,3:22.0,,Personal foul by B. Hield (drawn by K. Irving),89,77
329,3,3:22.0,,K. Irving makes free throw 1 of 2,89,78
330,3,3:22.0,,A. Horford enters the game for M. Morris,89,78
331,3,3:22.0,,K. Irving makes free throw 2 of 2,89,79
332,3,3:09.0,Personal foul by A. Baynes (drawn by H. Giles),,89,79
333,3,3:00.0,M. Bagley misses 2-pt jump shot from 11 ft,,89,79
334,3,2:58.0,,Defensive rebound by A. Baynes,89,79
335,3,2:46.0,,K. Irving makes 3-pt jump shot from 28 ft (assist by G. Hayward),89,82
336,3,2:31.0,H. Giles misses 2-pt jump shot from 17 ft,,89,82
337,3,2:29.0,,Defensive rebound by A. Horford,89,82
338,3,2:20.0,,K. Irving misses 3-pt jump shot from 31 ft,89,82
339,3,2:17.0,,Offensive rebound by K. Irving,89,82
340,3,2:15.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by G. Hayward),89,85
341,3,2:13.0,Sacramento full timeout,,89,85
342,3,2:13.0,B. Bogdanović enters the game for B. Hield,,89,85
343,3,1:59.0,M. Bagley misses 3-pt jump shot from 25 ft,,89,85
344,3,1:57.0,,Defensive rebound by G. Hayward,89,85
345,3,1:43.0,,Offensive foul by A. Baynes (drawn by D. Fox),89,85
346,3,1:43.0,,Turnover by A. Baynes (offensive foul),89,85
347,3,1:43.0,,R. Williams enters the game for A. Baynes,89,85
348,3,1:32.0,D. Fox misses 2-pt jump shot from 12 ft,,89,85
349,3,1:26.0,Offensive rebound by H. Giles,,89,85
350,3,1:26.0,H. Giles misses 2-pt layup at rim,,89,85
351,3,1:24.0,,Defensive rebound by A. Horford,89,85
352,3,1:12.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by A. Horford),89,88
353,3,1:01.0,M. Bagley misses 2-pt layup from 2 ft,,89,88
354,3,1:00.0,,Defensive rebound by R. Williams,89,88
355,3,0:55.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by A. Horford),89,91
356,3,0:33.0,H. Barnes misses 3-pt jump shot from 25 ft,,89,91
357,3,0:31.0,,Defensive rebound by K. Irving,89,91
358,3,0:28.0,,K. Irving misses 3-pt jump shot from 26 ft,89,91
359,3,0:26.0,Defensive rebound by D. Fox,,89,91
360,3,0:04.0,Shooting foul by G. Hayward (drawn by D. Fox),,89,91
361,3,0:04.0,D. Fox makes free throw 1 of 2,,90,91
362,3,0:04.0,,M. Morris enters the game for R. Williams,90,91
363,3,0:04.0,D. Fox makes free throw 2 of 2,,91,91
364,3,0:00.0,,G. Hayward makes 2-pt layup from 3 ft,91,93
365,4,11:48.0,Offensive foul by A. Burks (drawn by M. Smart),,91,93
366,4,11:48.0,Turnover by A. Burks (offensive foul),,91,93
367,4,11:35.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by G. Hayward),91,96
368,4,11:15.0,Personal foul by J. Brown (drawn by B. Bogdanović),,91,96
369,4,11:08.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by H. Giles),,93,96
370,4,10:56.0,,Turnover by G. Hayward (traveling),93,96
371,4,10:37.0,Turnover by B. Bogdanović (bad pass; steal by R. Williams),,93,96
372,4,10:27.0,,G. Hayward makes 2-pt layup from 1 ft (assist by A. Horford),93,98
373,4,10:08.0,M. Bagley makes 2-pt layup from 4 ft,,95,98
374,4,10:02.0,,Turnover by M. Smart (bad pass),95,98
375,4,9:52.0,M. Bagley misses 2-pt jump shot from 17 ft,,95,98
376,4,9:50.0,,Defensive rebound by A. Horford,95,98
377,4,9:35.0,,R. Williams makes 2-pt dunk from 1 ft (assist by A. Horford),95,100
378,4,9:24.0,A. Burks misses 3-pt jump shot from 27 ft,,95,100
379,4,9:22.0,,Defensive rebound by G. Hayward,95,100
380,4,9:13.0,,J. Brown misses 2-pt jump shot from 14 ft,95,100
381,4,9:11.0,Defensive rebound by M. Bagley,,95,100
382,4,8:53.0,B. Bogdanović makes 2-pt jump shot from 5 ft,,97,100
