,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:47.0,A. Davis misses 2-pt hook shot from 5 ft,,0,0
1,1,11:45.0,,Defensive rebound by J. Nurkić,0,0
2,1,11:32.0,,A. Aminu misses 2-pt hook shot from 5 ft,0,0
3,1,11:30.0,Defensive rebound by A. Davis,,0,0
4,1,11:22.0,Turnover by J. Randle (lost ball; steal by A. Aminu),,0,0
5,1,11:18.0,,D. Lillard misses 3-pt jump shot from 25 ft,0,0
6,1,11:15.0,Defensive rebound by E. Payton,,0,0
7,1,11:06.0,J. Holiday misses 3-pt jump shot from 25 ft,,0,0
8,1,11:04.0,,Defensive rebound by J. Nurkić,0,0
9,1,10:52.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),0,3
10,1,10:42.0,E. Payton makes 2-pt layup from 2 ft (assist by A. Davis),,2,3
11,1,10:26.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Harkless),2,6
12,1,10:12.0,E. Moore makes 3-pt jump shot from 25 ft (assist by E. Payton),,5,6
13,1,9:53.0,,C. McCollum misses 2-pt layup from 2 ft,5,6
14,1,9:51.0,,Offensive rebound by M. Harkless,5,6
15,1,9:51.0,,M. Harkless makes 2-pt dunk from 2 ft,5,8
16,1,9:39.0,J. Randle misses 3-pt jump shot from 23 ft,,5,8
17,1,9:37.0,,Defensive rebound by C. McCollum,5,8
18,1,9:30.0,,C. McCollum misses 3-pt jump shot from 25 ft,5,8
19,1,9:28.0,Defensive rebound by J. Randle,,5,8
20,1,9:23.0,Shooting foul by A. Aminu (drawn by A. Davis),,5,8
21,1,9:23.0,A. Davis makes free throw 1 of 2,,6,8
22,1,9:23.0,A. Davis makes free throw 2 of 2,,7,8
23,1,9:09.0,Violation by Team (kicked ball),,7,8
24,1,9:00.0,,M. Harkless misses 3-pt jump shot from 23 ft,7,8
25,1,8:57.0,Defensive rebound by E. Payton,,7,8
26,1,8:45.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Holiday),,9,8
27,1,8:35.0,,Turnover by D. Lillard (bad pass; steal by E. Payton),9,8
28,1,8:26.0,J. Randle misses 2-pt jump shot from 9 ft,,9,8
29,1,8:24.0,,Defensive rebound by C. McCollum,9,8
30,1,8:20.0,,Shooting foul by E. Payton (drawn by M. Harkless),9,8
31,1,8:20.0,,M. Harkless makes free throw 1 of 2,9,9
32,1,8:20.0,,M. Harkless makes free throw 2 of 2,9,10
33,1,8:14.0,J. Holiday makes 2-pt jump shot from 13 ft (assist by E. Payton),,11,10
34,1,8:02.0,,C. McCollum makes 2-pt jump shot from 18 ft (assist by D. Lillard),11,12
35,1,7:45.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Randle),,14,12
36,1,7:36.0,,Personal foul by E. Payton (drawn by C. McCollum),14,12
37,1,7:36.0,T. Frazier enters the game for E. Payton,,14,12
38,1,7:29.0,,Offensive foul by J. Nurkić (drawn by J. Holiday),14,12
39,1,7:29.0,,Turnover by J. Nurkić (offensive foul),14,12
40,1,7:10.0,Turnover by J. Randle (bad pass; steal by A. Aminu),,14,12
41,1,7:10.0,,A. Aminu misses 2-pt layup at rim,14,12
42,1,7:10.0,,Offensive rebound by Team,14,12
43,1,7:03.0,Loose ball foul by J. Holiday (drawn by M. Harkless),,14,12
44,1,6:56.0,,M. Harkless makes 2-pt dunk from 1 ft (assist by J. Nurkić),14,14
45,1,6:32.0,J. Holiday makes 2-pt jump shot from 4 ft (assist by J. Randle),,16,14
46,1,6:13.0,,J. Nurkić misses 2-pt layup from 6 ft,16,14
47,1,6:13.0,Defensive rebound by Team,,16,14
48,1,6:13.0,,Portland full timeout,16,14
49,1,6:13.0,D. Miller enters the game for E. Moore,,16,14
50,1,5:54.0,J. Randle makes 2-pt layup from 1 ft,,18,14
51,1,5:34.0,,M. Harkless makes 2-pt layup from 1 ft,18,16
52,1,5:19.0,A. Davis makes 2-pt layup from 2 ft,,20,16
53,1,5:05.0,,J. Nurkić makes 2-pt hook shot from 5 ft,20,18
54,1,4:51.0,D. Miller misses 2-pt jump shot from 5 ft,,20,18
55,1,4:50.0,,Defensive rebound by J. Nurkić,20,18
56,1,4:42.0,,Turnover by D. Lillard (bad pass; steal by J. Randle),20,18
57,1,4:37.0,J. Randle misses 2-pt layup from 3 ft,,20,18
58,1,4:33.0,Offensive rebound by A. Davis,,20,18
59,1,4:33.0,A. Davis makes 2-pt dunk at rim,,22,18
60,1,4:22.0,,C. McCollum makes 2-pt jump shot from 18 ft,22,20
61,1,4:22.0,N. Mirotić enters the game for J. Randle,,22,20
62,1,4:22.0,,Z. Collins enters the game for M. Harkless,22,20
63,1,4:22.0,,E. Turner enters the game for J. Nurkić,22,20
64,1,4:01.0,A. Davis misses 2-pt jump shot from 8 ft,,22,20
65,1,3:59.0,,Defensive rebound by C. McCollum,22,20
66,1,3:53.0,,E. Turner makes 2-pt jump shot from 14 ft (assist by C. McCollum),22,22
67,1,3:35.0,J. Holiday makes 2-pt layup from 1 ft,,24,22
68,1,3:20.0,,D. Lillard misses 3-pt jump shot from 26 ft,24,22
69,1,3:19.0,Defensive rebound by J. Holiday,,24,22
70,1,3:04.0,A. Davis misses 2-pt jump shot from 16 ft,,24,22
71,1,3:01.0,Offensive rebound by T. Frazier,,24,22
72,1,2:58.0,Shooting foul by Z. Collins (drawn by D. Miller),,24,22
73,1,2:58.0,New Orleans full timeout,,24,22
74,1,2:58.0,,S. Curry enters the game for C. McCollum,24,22
75,1,2:58.0,D. Miller makes free throw 1 of 2,,25,22
76,1,2:58.0,D. Miller misses free throw 2 of 2,,25,22
77,1,2:56.0,,Defensive rebound by A. Aminu,25,22
78,1,2:43.0,,D. Lillard makes 2-pt jump shot from 10 ft,25,24
79,1,2:23.0,N. Mirotić misses 2-pt jump shot from 18 ft,,25,24
80,1,2:19.0,,Defensive rebound by S. Curry,25,24
81,1,2:11.0,,Personal foul by N. Mirotić (drawn by A. Aminu),25,24
82,1,2:01.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by Z. Collins),25,27
83,1,1:53.0,J. Holiday makes 2-pt layup from 1 ft (assist by T. Frazier),,27,27
84,1,1:42.0,,A. Aminu misses 3-pt jump shot from 25 ft,27,27
85,1,1:38.0,Defensive rebound by A. Davis,,27,27
86,1,1:34.0,Offensive foul by N. Mirotić (drawn by A. Aminu),,27,27
87,1,1:34.0,Turnover by N. Mirotić (offensive foul),,27,27
88,1,1:18.0,,Personal foul by T. Frazier (drawn by D. Lillard),27,27
89,1,1:18.0,,D. Lillard makes free throw 1 of 2,27,28
90,1,1:18.0,F. Jackson enters the game for J. Holiday,,27,28
91,1,1:18.0,,D. Lillard misses free throw 2 of 2,27,28
92,1,1:16.0,Defensive rebound by T. Frazier,,27,28
93,1,1:03.0,A. Davis makes 2-pt layup from 1 ft (assist by N. Mirotić),,29,28
94,1,0:58.0,,Personal foul by D. Miller (drawn by D. Lillard),29,28
95,1,0:58.0,,D. Lillard misses free throw 1 of 2,29,28
96,1,0:58.0,,Offensive rebound by Team,29,28
97,1,0:58.0,,D. Lillard makes free throw 2 of 2,29,29
98,1,0:47.0,A. Davis misses 2-pt layup from 2 ft,,29,29
99,1,0:46.0,,Defensive rebound by A. Aminu,29,29
100,1,0:33.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),29,32
101,1,0:09.0,N. Mirotić misses 3-pt jump shot from 29 ft,,29,32
102,1,0:06.0,,Defensive rebound by D. Lillard,29,32
103,1,0:00.0,,D. Lillard misses 2-pt layup from 3 ft,29,32
104,1,0:00.0,,Offensive rebound by A. Aminu,29,32
105,1,0:00.0,,A. Aminu misses 2-pt layup from 1 ft,29,32
106,1,0:00.0,Defensive rebound by A. Davis,,29,32
107,2,11:39.0,,Z. Collins makes 2-pt layup from 1 ft (assist by S. Curry),29,34
108,2,11:22.0,Personal foul by Z. Collins (drawn by J. Randle),,29,34
109,2,11:17.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by E. Payton),,32,34
110,2,11:01.0,,J. Layman misses 3-pt jump shot from 25 ft,32,34
111,2,10:59.0,Defensive rebound by D. Miller,,32,34
112,2,10:45.0,N. Mirotić makes 3-pt jump shot from 24 ft,,35,34
113,2,10:28.0,,J. Layman misses 3-pt jump shot from 25 ft,35,34
114,2,10:27.0,Defensive rebound by N. Mirotić,,35,34
115,2,10:22.0,N. Mirotić misses 3-pt jump shot from 29 ft,,35,34
116,2,10:18.0,,Defensive rebound by E. Turner,35,34
