,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BROOKLYN_ACTION,CHICAGO_SCORE,BROOKLYN_SCORE
0,1,11:43.0,Z. LaVine misses 2-pt layup from 3 ft,,0,0
1,1,11:37.0,Offensive rebound by Z. LaVine,,0,0
2,1,11:37.0,Z. LaVine makes 2-pt layup from 1 ft,,2,0
3,1,11:24.0,,D. Russell makes 2-pt jump shot from 11 ft (assist by J. Allen),2,2
4,1,11:13.0,Personal foul by T. Graham (drawn by Z. LaVine),,2,2
5,1,11:03.0,L. Markkanen misses 2-pt hook shot from 3 ft,,2,2
6,1,11:00.0,,Defensive rebound by J. Harris,2,2
7,1,10:57.0,,T. Graham misses 3-pt jump shot from 26 ft,2,2
8,1,10:57.0,Defensive rebound by L. Markkanen,,2,2
9,1,10:43.0,W. Selden makes 2-pt jump shot from 13 ft,,4,2
10,1,10:29.0,,J. Harris misses 3-pt jump shot from 24 ft,4,2
11,1,10:26.0,Defensive rebound by L. Markkanen,,4,2
12,1,10:18.0,L. Markkanen misses 3-pt jump shot from 26 ft,,4,2
13,1,10:15.0,,Defensive rebound by J. Allen,4,2
14,1,10:09.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by D. Russell),4,4
15,1,9:46.0,K. Dunn makes 2-pt layup from 2 ft,,6,4
16,1,9:37.0,,J. Allen makes 2-pt layup from 4 ft (assist by J. Harris),6,6
17,1,9:26.0,K. Dunn misses 2-pt jump shot from 19 ft,,6,6
18,1,9:24.0,,Defensive rebound by D. Russell,6,6
19,1,9:17.0,,D. Russell misses 2-pt jump shot from 10 ft,6,6
20,1,9:13.0,Defensive rebound by L. Markkanen,,6,6
21,1,8:59.0,Z. LaVine misses 3-pt jump shot from 25 ft,,6,6
22,1,8:56.0,,Defensive rebound by J. Allen,6,6
23,1,8:50.0,,D. Russell misses 3-pt jump shot from 26 ft,6,6
24,1,8:46.0,Defensive rebound by K. Dunn,,6,6
25,1,8:35.0,L. Markkanen misses 2-pt hook shot from 6 ft,,6,6
26,1,8:34.0,Offensive rebound by Team,,6,6
27,1,8:34.0,,Loose ball foul by J. Allen (drawn by R. Lopez),6,6
28,1,8:19.0,R. Lopez misses 2-pt hook shot from 9 ft,,6,6
