,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
70,1,2:45.0,,T. Ariza makes 2-pt jump shot from 20 ft,17,15
71,1,2:33.0,D. DeRozan makes 2-pt layup from 1 ft (assist by P. Gasol),,19,15
72,1,2:15.0,,Personal foul by D. Bertāns (drawn by M. Bridges),19,15
73,1,2:15.0,Q. Pondexter enters the game for D. DeRozan,,19,15
74,1,2:10.0,,T. Ariza misses 2-pt layup from 1 ft,19,15
75,1,2:07.0,Defensive rebound by P. Mills,,19,15
76,1,1:53.0,M. Belinelli makes 2-pt layup at rim (assist by P. Gasol),,21,15
77,1,1:39.0,,D. Melton misses 3-pt jump shot from 26 ft,21,15
78,1,1:36.0,Defensive rebound by P. Gasol,,21,15
79,1,1:24.0,M. Belinelli misses 2-pt layup from 2 ft (block by D. Melton),,21,15
80,1,1:24.0,Offensive rebound by Team,,21,15
81,1,1:24.0,,T. Chandler enters the game for T. Ariza,21,15
82,1,1:24.0,,J. Crawford enters the game for D. Ayton,21,15
83,1,1:21.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,24,15
84,1,1:01.0,,Turnover by T. Chandler (bad pass; steal by Q. Pondexter),24,15
85,1,0:58.0,Shooting foul by T. Chandler (drawn by D. Bertāns),,24,15
86,1,0:58.0,D. Bertāns makes free throw 1 of 2,,25,15
87,1,0:58.0,D. Bertāns makes free throw 2 of 2,,26,15
88,1,0:47.0,,Offensive foul by M. Bridges (drawn by P. Gasol),26,15
89,1,0:47.0,,Turnover by M. Bridges (offensive foul),26,15
90,1,0:30.0,P. Gasol makes 2-pt layup from 1 ft,,28,15
91,1,0:13.0,,J. Crawford misses 3-pt jump shot from 26 ft,28,15
92,1,0:12.0,Defensive rebound by Team,,28,15
93,1,0:03.0,D. Bertāns misses 3-pt jump shot from 28 ft,,28,15
94,1,0:00.0,,Defensive rebound by J. Crawford,28,15
95,2,11:50.0,P. Mills misses 2-pt jump shot from 21 ft,,28,15
96,2,11:46.0,,Defensive rebound by R. Anderson,28,15
97,2,11:34.0,,J. Crawford misses 2-pt jump shot from 19 ft,28,15
98,2,11:32.0,Defensive rebound by Q. Pondexter,,28,15
99,2,11:23.0,P. Mills misses 2-pt jump shot from 20 ft,,28,15
100,2,11:19.0,,Defensive rebound by E. Okobo,28,15
101,2,11:15.0,,Offensive foul by T. Chandler (drawn by P. Mills),28,15
102,2,11:15.0,,Turnover by T. Chandler (offensive foul),28,15
103,2,11:03.0,Turnover by M. Belinelli (bad pass; steal by M. Bridges),,28,15
104,2,11:01.0,,M. Bridges makes 2-pt layup from 2 ft,28,17
105,2,11:01.0,,Shooting foul by M. Belinelli (drawn by M. Bridges),28,17
106,2,11:01.0,R. Gay enters the game for D. Bertāns,,28,17
107,2,11:01.0,,D. Ayton enters the game for T. Chandler,28,17
108,2,11:01.0,,M. Bridges makes free throw 1 of 1,28,18
109,2,10:57.0,M. Belinelli misses 3-pt jump shot from 25 ft,,28,18
110,2,10:53.0,Offensive rebound by Q. Pondexter,,28,18
111,2,10:46.0,R. Gay makes 3-pt jump shot from 26 ft,,31,18
112,2,10:46.0,B. Forbes enters the game for P. Mills,,31,18
113,2,10:25.0,,D. Ayton misses 2-pt layup from 2 ft (block by P. Gasol),31,18
114,2,10:24.0,,Offensive rebound by D. Ayton,31,18
115,2,10:24.0,,D. Ayton misses 2-pt layup from 1 ft (block by P. Gasol),31,18
116,2,10:24.0,Defensive rebound by Team,,31,18
117,2,10:12.0,Shooting foul by M. Bridges (drawn by M. Belinelli),,31,18
118,2,10:12.0,M. Belinelli makes free throw 1 of 2,,32,18
119,2,10:12.0,L. Aldridge enters the game for P. Gasol,,32,18
120,2,10:12.0,,J. Jackson enters the game for M. Bridges,32,18
121,2,10:12.0,M. Belinelli makes free throw 2 of 2,,33,18
122,2,9:57.0,,Shooting foul by L. Aldridge (drawn by E. Okobo),33,18
123,2,9:57.0,,E. Okobo makes free throw 1 of 2,33,19
124,2,9:57.0,D. DeRozan enters the game for M. Belinelli,,33,19
125,2,9:57.0,,E. Okobo makes free throw 2 of 2,33,20
126,2,9:42.0,D. DeRozan makes 2-pt jump shot from 11 ft,,35,20
127,2,9:33.0,,Offensive foul by D. Ayton (drawn by R. Gay),35,20
128,2,9:33.0,,Turnover by D. Ayton (offensive foul),35,20
129,2,9:24.0,Offensive foul by R. Gay (drawn by J. Jackson),,35,20
130,2,9:24.0,Turnover by R. Gay (offensive foul),,35,20
131,2,9:04.0,,Turnover by D. Ayton (bad pass; steal by Q. Pondexter),35,20
132,2,9:03.0,Personal foul by D. Ayton (drawn by R. Gay),,35,20
133,2,9:03.0,,T. Ariza enters the game for D. Ayton,35,20
134,2,9:03.0,,R. Holmes enters the game for J. Crawford,35,20
135,2,8:54.0,Shooting foul by J. Jackson (drawn by R. Gay),,35,20
136,2,8:54.0,R. Gay misses free throw 1 of 2,,35,20
137,2,8:54.0,Offensive rebound by Team,,35,20
138,2,8:54.0,R. Gay makes free throw 2 of 2,,36,20
139,2,8:35.0,,J. Jackson makes 2-pt jump shot from 6 ft (assist by E. Okobo),36,22
140,2,8:19.0,R. Gay makes 2-pt layup from 3 ft (assist by D. DeRozan),,38,22
141,2,8:04.0,,E. Okobo misses 3-pt jump shot from 25 ft,38,22
142,2,8:02.0,Defensive rebound by D. DeRozan,,38,22
143,2,7:55.0,B. Forbes misses 3-pt jump shot from 25 ft,,38,22
144,2,7:50.0,,Defensive rebound by J. Jackson,38,22
145,2,7:39.0,,J. Jackson misses 2-pt jump shot from 14 ft,38,22
146,2,7:38.0,Defensive rebound by B. Forbes,,38,22
147,2,7:34.0,D. DeRozan makes 2-pt dunk at rim (assist by B. Forbes),,40,22
148,2,7:33.0,,Phoenix full timeout,40,22
149,2,7:33.0,D. Bertāns enters the game for Q. Pondexter,,40,22
150,2,7:33.0,,T. Warren enters the game for R. Anderson,40,22
151,2,7:19.0,,T. Ariza misses 2-pt jump shot from 9 ft,40,22
152,2,7:16.0,Defensive rebound by R. Gay,,40,22
153,2,7:06.0,Personal foul by R. Holmes (drawn by L. Aldridge),,40,22
154,2,6:59.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by B. Forbes),,42,22
155,2,6:39.0,,T. Warren makes 2-pt layup from 1 ft (assist by T. Ariza),42,24
156,2,6:17.0,B. Forbes makes 2-pt jump shot from 17 ft,,44,24
157,2,6:01.0,,T. Ariza misses 2-pt layup from 2 ft,44,24
158,2,5:59.0,,Offensive rebound by T. Ariza,44,24
159,2,5:58.0,,T. Ariza misses 2-pt layup from 1 ft,44,24
160,2,5:57.0,,Offensive rebound by T. Ariza,44,24
161,2,5:56.0,,T. Ariza makes 2-pt layup at rim,44,26
162,2,5:38.0,L. Aldridge makes 2-pt layup from 1 ft (assist by B. Forbes),,46,26
163,2,5:20.0,,T. Warren misses 2-pt jump shot from 3 ft,46,26
164,2,5:18.0,Defensive rebound by R. Gay,,46,26
165,2,5:12.0,Offensive foul by L. Aldridge (drawn by R. Holmes),,46,26
166,2,5:12.0,Turnover by L. Aldridge (offensive foul),,46,26
167,2,5:12.0,P. Gasol enters the game for L. Aldridge,,46,26
168,2,4:58.0,,J. Jackson misses 3-pt jump shot from 25 ft,46,26
169,2,4:55.0,Defensive rebound by D. Bertāns,,46,26
170,2,4:55.0,P. Mills enters the game for B. Forbes,,46,26
171,2,4:55.0,,D. Ayton enters the game for R. Holmes,46,26
172,2,4:55.0,,D. Melton enters the game for E. Okobo,46,26
173,2,4:40.0,D. DeRozan makes 2-pt layup at rim,,48,26
174,2,4:21.0,,D. Melton misses 2-pt jump shot from 19 ft,48,26
175,2,4:18.0,Defensive rebound by P. Gasol,,48,26
176,2,4:09.0,D. DeRozan makes 2-pt layup at rim,,50,26
177,2,4:09.0,Shooting foul by T. Warren (drawn by D. DeRozan),,50,26
178,2,4:09.0,,M. Bridges enters the game for J. Jackson,50,26
179,2,4:09.0,D. DeRozan makes free throw 1 of 1,,51,26
180,2,3:53.0,,D. Ayton misses 2-pt hook shot from 12 ft,51,26
181,2,3:51.0,Defensive rebound by P. Gasol,,51,26
182,2,3:45.0,Personal foul by D. Melton (drawn by D. DeRozan),,51,26
183,2,3:45.0,D. DeRozan makes free throw 1 of 2,,52,26
184,2,3:45.0,M. Belinelli enters the game for D. Bertāns,,52,26
185,2,3:45.0,D. Cunningham enters the game for R. Gay,,52,26
186,2,3:45.0,D. DeRozan makes free throw 2 of 2,,53,26
187,2,3:31.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Warren),53,29
188,2,3:14.0,P. Gasol makes 2-pt hook shot from 10 ft,,55,29
189,2,3:00.0,,D. Ayton misses 2-pt jump shot from 20 ft,55,29
190,2,2:58.0,Defensive rebound by P. Gasol,,55,29
191,2,2:43.0,M. Belinelli makes 2-pt jump shot from 19 ft (assist by P. Gasol),,57,29
192,2,2:21.0,,T. Warren misses 2-pt layup at rim,57,29
193,2,2:19.0,Defensive rebound by D. Cunningham,,57,29
194,2,2:13.0,M. Belinelli makes 3-pt jump shot from 25 ft,,60,29
195,2,1:48.0,,D. Melton makes 2-pt jump shot from 13 ft,60,31
196,2,1:34.0,M. Belinelli misses 2-pt layup at rim,,60,31
197,2,1:32.0,,Defensive rebound by D. Melton,60,31
198,2,1:29.0,,D. Melton misses 2-pt layup from 1 ft (block by D. DeRozan),60,31
199,2,1:29.0,,Offensive rebound by Team,60,31
200,2,1:29.0,San Antonio full timeout,,60,31
201,2,1:29.0,Q. Pondexter enters the game for D. DeRozan,,60,31
202,2,1:15.0,,D. Melton misses 3-pt jump shot from 23 ft,60,31
203,2,1:13.0,Defensive rebound by Q. Pondexter,,60,31
204,2,1:05.0,Turnover by M. Belinelli (bad pass; steal by D. Melton),,60,31
205,2,0:57.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by T. Ariza),60,34
206,2,0:37.0,P. Mills misses 3-pt jump shot from 26 ft,,60,34
207,2,0:34.0,,Defensive rebound by T. Ariza,60,34
208,2,0:28.0,,M. Bridges makes 2-pt dunk at rim (assist by D. Melton),60,36
209,2,0:28.0,,Shooting foul by P. Gasol (drawn by M. Bridges),60,36
210,2,0:28.0,,M. Bridges makes free throw 1 of 1,60,37
211,2,0:07.0,P. Gasol misses 2-pt hook shot from 10 ft,,60,37
212,2,0:05.0,,Defensive rebound by T. Ariza,60,37
213,2,0:03.0,,Personal foul by P. Mills (drawn by T. Ariza),60,37
214,2,0:03.0,,T. Ariza makes free throw 1 of 2,60,38
215,2,0:03.0,,T. Chandler enters the game for D. Ayton,60,38
216,2,0:03.0,,T. Ariza makes free throw 2 of 2,60,39
217,2,0:00.0,P. Mills misses 3-pt jump shot from 30 ft,,60,39
218,2,0:00.0,Offensive rebound by Team,,60,39
219,3,11:43.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Cunningham),,62,39
220,3,11:24.0,,J. Jackson misses 2-pt jump shot from 4 ft,62,39
221,3,11:22.0,Defensive rebound by L. Aldridge,,62,39
222,3,11:07.0,R. Gay misses 2-pt jump shot from 19 ft,,62,39
223,3,11:04.0,,Defensive rebound by T. Ariza,62,39
224,3,10:59.0,,T. Ariza misses 3-pt jump shot from 26 ft,62,39
225,3,10:57.0,Defensive rebound by R. Gay,,62,39
226,3,10:47.0,Turnover by R. Gay (bad pass; steal by E. Okobo),,62,39
227,3,10:44.0,,E. Okobo makes 2-pt dunk at rim,62,41
228,3,10:44.0,San Antonio full timeout,,62,41
229,3,10:27.0,L. Aldridge makes 2-pt hook shot from 4 ft (assist by D. Cunningham),,64,41
230,3,10:10.0,,E. Okobo makes 2-pt jump shot from 10 ft,64,43
231,3,9:59.0,Personal foul by E. Okobo (drawn by L. Aldridge),,64,43
232,3,9:51.0,D. DeRozan makes 2-pt layup from 1 ft,,66,43
233,3,9:33.0,,E. Okobo misses 2-pt jump shot from 10 ft,66,43
234,3,9:32.0,Defensive rebound by L. Aldridge,,66,43
235,3,9:21.0,R. Gay makes 2-pt dunk from 1 ft (assist by B. Forbes),,68,43
236,3,9:13.0,,Turnover by E. Okobo (bad pass; steal by D. DeRozan),68,43
237,3,9:13.0,Personal take foul by E. Okobo (drawn by D. DeRozan),,68,43
238,3,8:56.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),,70,43
239,3,8:39.0,,Offensive foul by J. Jackson (drawn by D. Cunningham),70,43
240,3,8:39.0,,Turnover by J. Jackson (offensive foul),70,43
241,3,8:21.0,R. Gay misses 3-pt jump shot from 25 ft,,70,43
242,3,8:18.0,,Defensive rebound by D. Ayton,70,43
243,3,8:11.0,,Shooting foul by D. DeRozan (drawn by T. Ariza),70,43
244,3,8:11.0,,T. Ariza makes free throw 1 of 2,70,44
245,3,8:11.0,,D. Melton enters the game for E. Okobo,70,44
246,3,8:11.0,,T. Ariza makes free throw 2 of 2,70,45
247,3,7:57.0,B. Forbes makes 2-pt jump shot from 21 ft (assist by D. DeRozan),,72,45
248,3,7:51.0,,Turnover by D. Melton (lost ball; steal by B. Forbes),72,45
249,3,7:46.0,Turnover by B. Forbes (lost ball; steal by T. Ariza),,72,45
250,3,7:40.0,,J. Jackson makes 2-pt layup from 1 ft,72,47
251,3,7:18.0,L. Aldridge makes 2-pt hook shot from 1 ft,,74,47
252,3,6:59.0,,D. Ayton misses 2-pt jump shot from 20 ft,74,47
253,3,6:56.0,Defensive rebound by R. Gay,,74,47
254,3,6:49.0,R. Gay makes 2-pt jump shot from 20 ft,,76,47
255,3,6:48.0,,Phoenix full timeout,76,47
256,3,6:48.0,P. Mills enters the game for B. Forbes,,76,47
257,3,6:38.0,,T. Warren misses 2-pt layup at rim,76,47
258,3,6:33.0,,Offensive rebound by D. Ayton,76,47
259,3,6:33.0,,D. Ayton makes 2-pt layup from 1 ft,76,49
260,3,6:19.0,L. Aldridge misses 2-pt jump shot from 10 ft,,76,49
261,3,6:19.0,,Defensive rebound by D. Melton,76,49
262,3,6:11.0,,D. Melton makes 3-pt jump shot from 26 ft (assist by J. Jackson),76,52
263,3,6:00.0,Shooting foul by D. Melton (drawn by P. Mills),,76,52
264,3,6:00.0,P. Mills makes free throw 1 of 2,,77,52
265,3,6:00.0,D. Bertāns enters the game for D. Cunningham,,77,52
266,3,6:00.0,P. Mills makes free throw 2 of 2,,78,52
267,3,5:40.0,,Turnover by D. Ayton (bad pass),78,52
268,3,5:40.0,M. Belinelli enters the game for R. Gay,,78,52
269,3,5:40.0,,M. Bridges enters the game for T. Ariza,78,52
270,3,5:40.0,,J. Crawford enters the game for J. Jackson,78,52
271,3,5:33.0,Turnover by L. Aldridge (lost ball; steal by D. Melton),,78,52
272,3,5:27.0,,M. Bridges misses 2-pt layup from 1 ft (block by L. Aldridge),78,52
273,3,5:27.0,,Offensive rebound by Team,78,52
274,3,5:13.0,,D. Melton misses 3-pt jump shot from 23 ft,78,52
275,3,5:10.0,Defensive rebound by D. DeRozan,,78,52
276,3,5:03.0,D. DeRozan makes 2-pt jump shot from 8 ft,,80,52
277,3,5:03.0,Shooting foul by D. Melton (drawn by D. DeRozan),,80,52
278,3,5:03.0,D. DeRozan makes free throw 1 of 1,,81,52
279,3,4:51.0,,J. Crawford misses 2-pt jump shot from 18 ft,81,52
280,3,4:48.0,Defensive rebound by M. Belinelli,,81,52
281,3,4:38.0,M. Belinelli misses 3-pt jump shot from 25 ft,,81,52
282,3,4:33.0,,Defensive rebound by M. Bridges,81,52
283,3,4:29.0,,Shooting foul by D. Bertāns (drawn by T. Warren),81,52
284,3,4:29.0,,T. Warren makes free throw 1 of 2,81,53
285,3,4:29.0,,T. Warren makes free throw 2 of 2,81,54
286,3,4:12.0,L. Aldridge makes 2-pt layup from 1 ft,,83,54
287,3,4:00.0,,D. Ayton makes 2-pt layup at rim (assist by J. Crawford),83,56
288,3,3:47.0,Turnover by D. DeRozan (bad pass; steal by M. Bridges),,83,56
289,3,3:42.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Crawford),83,58
290,3,3:17.0,M. Belinelli misses 3-pt jump shot from 24 ft,,83,58
291,3,3:14.0,,Defensive rebound by T. Warren,83,58
292,3,3:02.0,,D. Melton misses 2-pt layup at rim,83,58
293,3,3:00.0,Defensive rebound by D. Bertāns,,83,58
294,3,2:57.0,M. Belinelli misses 3-pt jump shot from 25 ft,,83,58
295,3,2:54.0,,Defensive rebound by T. Warren,83,58
296,3,2:42.0,,D. Melton makes 2-pt jump shot from 12 ft,83,60
297,3,2:22.0,Personal foul by D. Ayton (drawn by L. Aldridge),,83,60
298,3,2:22.0,L. Aldridge makes free throw 1 of 2,,84,60
299,3,2:22.0,R. Gay enters the game for D. DeRozan,,84,60
300,3,2:22.0,,T. Chandler enters the game for D. Ayton,84,60
301,3,2:22.0,L. Aldridge makes free throw 2 of 2,,85,60
302,3,2:07.0,,J. Crawford misses 2-pt layup from 7 ft,85,60
303,3,2:07.0,,Offensive rebound by Team,85,60
304,3,2:05.0,,T. Warren makes 2-pt jump shot from 14 ft (assist by M. Bridges),85,62
305,3,1:51.0,Personal foul by D. Melton (drawn by L. Aldridge),,85,62
306,3,1:51.0,L. Aldridge makes free throw 1 of 2,,86,62
307,3,1:51.0,L. Aldridge makes free throw 2 of 2,,87,62
308,3,1:41.0,,T. Warren misses 2-pt jump shot from 19 ft,87,62
309,3,1:38.0,Defensive rebound by M. Belinelli,,87,62
310,3,1:31.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,90,62
311,3,1:12.0,,T. Warren makes 2-pt jump shot from 9 ft (assist by M. Bridges),90,64
312,3,1:00.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by P. Mills),,92,64
313,3,0:51.0,,D. Melton misses 2-pt jump shot from 10 ft,92,64
314,3,0:49.0,Defensive rebound by R. Gay,,92,64
315,3,0:42.0,R. Gay misses 2-pt jump shot from 5 ft,,92,64
316,3,0:39.0,,Defensive rebound by T. Chandler,92,64
317,3,0:37.0,,Shooting foul by P. Mills (drawn by T. Warren),92,64
318,3,0:37.0,,T. Warren makes free throw 1 of 2,92,65
319,3,0:37.0,,T. Warren makes free throw 2 of 2,92,66
320,3,0:33.0,Shooting foul by D. Melton (drawn by P. Mills),,92,66
321,3,0:33.0,P. Mills makes free throw 1 of 2,,93,66
322,3,0:33.0,P. Mills makes free throw 2 of 2,,94,66
323,3,0:11.0,,Shooting foul by P. Mills (drawn by T. Chandler),94,66
324,3,0:11.0,,T. Chandler misses free throw 1 of 2,94,66
325,3,0:11.0,,Offensive rebound by Team,94,66
326,3,0:11.0,,T. Ariza enters the game for T. Warren,94,66
327,3,0:11.0,,T. Chandler misses free throw 2 of 2,94,66
328,3,0:09.0,Defensive rebound by Team,,94,66
329,3,0:09.0,,E. Okobo enters the game for J. Crawford,94,66
330,3,0:04.0,Turnover by P. Mills (out of bounds lost ball),,94,66
331,3,0:00.0,,D. Melton misses 3-pt jump shot from 26 ft,94,66
332,3,0:00.0,,Offensive rebound by Team,94,66
333,4,11:44.0,,T. Ariza misses 2-pt jump shot from 8 ft (block by P. Gasol),94,66
334,4,11:44.0,,Offensive rebound by T. Chandler,94,66
335,4,11:44.0,,T. Chandler makes 2-pt layup at rim,94,68
336,4,11:44.0,,Shooting foul by Q. Pondexter (drawn by T. Chandler),94,68
337,4,11:44.0,,T. Chandler misses free throw 1 of 1,94,68
338,4,11:44.0,Defensive rebound by D. Bertāns,,94,68
339,4,11:29.0,M. Belinelli misses 2-pt jump shot from 17 ft,,94,68
340,4,11:29.0,Offensive rebound by M. Belinelli,,94,68
341,4,11:24.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by M. Belinelli),,96,68
342,4,11:12.0,,T. Daniels misses 3-pt jump shot from 29 ft,96,68
343,4,11:09.0,Defensive rebound by P. Gasol,,96,68
344,4,10:54.0,Turnover by P. Mills (bad pass; steal by T. Daniels),,96,68
345,4,10:49.0,,M. Bridges makes 2-pt layup from 1 ft (assist by E. Okobo),96,70
346,4,10:32.0,,Loose ball foul by T. Daniels (drawn by M. Belinelli),96,70
347,4,10:18.0,Turnover by P. Gasol (lost ball; steal by T. Daniels),,96,70
348,4,10:15.0,,M. Bridges makes 2-pt layup from 1 ft (assist by E. Okobo),96,72
349,4,10:01.0,M. Belinelli misses 3-pt jump shot from 25 ft,,96,72
350,4,9:58.0,,Defensive rebound by T. Chandler,96,72
351,4,9:50.0,,E. Okobo makes 2-pt layup from 1 ft,96,74
352,4,9:32.0,P. Gasol misses 2-pt jump shot from 6 ft,,96,74
353,4,9:30.0,,Defensive rebound by T. Chandler,96,74
354,4,9:26.0,,M. Bridges misses 2-pt layup from 3 ft (block by D. Bertāns),96,74
355,4,9:26.0,,Offensive rebound by Team,96,74
356,4,9:26.0,,Phoenix full timeout,96,74
357,4,9:26.0,D. Cunningham enters the game for P. Mills,,96,74
358,4,9:26.0,B. Forbes enters the game for Q. Pondexter,,96,74
359,4,9:23.0,,T. Daniels misses 3-pt jump shot from 27 ft,96,74
360,4,9:20.0,Defensive rebound by D. Bertāns,,96,74
361,4,9:02.0,Shooting foul by T. Chandler (drawn by M. Belinelli),,96,74
362,4,9:02.0,M. Belinelli makes free throw 1 of 2,,97,74
363,4,9:02.0,M. Belinelli misses free throw 2 of 2,,97,74
364,4,8:58.0,,Defensive rebound by T. Ariza,97,74
365,4,8:51.0,,T. Daniels misses 2-pt jump shot from 18 ft,97,74
366,4,8:47.0,Defensive rebound by P. Gasol,,97,74
367,4,8:27.0,P. Gasol misses 2-pt layup from 3 ft,,97,74
368,4,8:19.0,Offensive rebound by D. Cunningham,,97,74
369,4,8:19.0,D. Cunningham makes 2-pt layup at rim,,99,74
370,4,8:16.0,,E. Okobo misses 2-pt layup from 1 ft,99,74
371,4,8:14.0,Defensive rebound by P. Gasol,,99,74
372,4,8:08.0,B. Forbes makes 2-pt layup from 6 ft (assist by P. Gasol),,101,74
373,4,8:08.0,Shooting foul by T. Daniels (drawn by B. Forbes),,101,74
374,4,8:08.0,J. Poeltl enters the game for D. Bertāns,,101,74
375,4,8:08.0,Q. Pondexter enters the game for P. Gasol,,101,74
376,4,8:08.0,B. Forbes makes free throw 1 of 1,,102,74
377,4,7:50.0,,Shooting foul by Q. Pondexter (drawn by M. Bridges),102,74
378,4,7:50.0,,M. Bridges misses free throw 1 of 2,102,74
379,4,7:50.0,,Offensive rebound by Team,102,74
380,4,7:50.0,,D. Ayton enters the game for T. Ariza,102,74
381,4,7:50.0,,T. Warren enters the game for T. Chandler,102,74
382,4,7:50.0,,M. Bridges makes free throw 2 of 2,102,75
