,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHOENIX_ACTION,GOLDEN STATE_SCORE,PHOENIX_SCORE
0,1,11:47.0,Turnover by K. Durant (bad pass; steal by D. Melton),,0,0
1,1,11:43.0,,D. Melton makes 2-pt dunk at rim,0,2
2,1,11:19.0,S. Curry misses 2-pt layup from 1 ft,,0,2
3,1,11:17.0,Offensive rebound by K. Thompson,,0,2
4,1,11:16.0,K. Thompson makes 2-pt layup from 1 ft,,2,2
5,1,10:59.0,,Turnover by D. Booker (bad pass; steal by K. Looney),2,2
6,1,10:51.0,K. Durant misses 2-pt jump shot from 20 ft,,2,2
7,1,10:47.0,Offensive rebound by S. Curry,,2,2
8,1,10:43.0,K. Durant makes 2-pt jump shot from 5 ft,,4,2
9,1,10:43.0,Shooting foul by T. Warren (drawn by K. Durant),,4,2
10,1,10:43.0,K. Durant makes free throw 1 of 1,,5,2
11,1,10:31.0,,D. Booker misses 2-pt jump shot from 21 ft,5,2
12,1,10:28.0,Defensive rebound by D. Green,,5,2
13,1,10:22.0,Shooting foul by D. Booker (drawn by K. Thompson),,5,2
14,1,10:22.0,K. Thompson makes free throw 1 of 2,,6,2
15,1,10:22.0,K. Thompson makes free throw 2 of 2,,7,2
16,1,10:08.0,,M. Bridges misses 3-pt jump shot from 23 ft,7,2
17,1,10:05.0,,Offensive rebound by D. Melton,7,2
18,1,10:03.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Melton),7,5
19,1,9:50.0,S. Curry misses 3-pt jump shot from 25 ft,,7,5
20,1,9:48.0,,Defensive rebound by M. Bridges,7,5
21,1,9:46.0,,Personal foul by K. Thompson (drawn by D. Booker),7,5
22,1,9:30.0,,D. Ayton makes 2-pt jump shot from 12 ft (assist by M. Bridges),7,7
23,1,9:21.0,K. Durant makes 2-pt jump shot from 20 ft,,9,7
24,1,9:09.0,,Turnover by D. Booker (out of bounds lost ball),9,7
25,1,8:58.0,D. Green misses 3-pt jump shot from 23 ft,,9,7
26,1,8:55.0,Offensive rebound by Team,,9,7
27,1,8:52.0,Shooting foul by D. Melton (drawn by S. Curry),,9,7
28,1,8:52.0,S. Curry makes free throw 1 of 2,,10,7
29,1,8:52.0,S. Curry makes free throw 2 of 2,,11,7
30,1,8:32.0,,D. Booker misses 3-pt jump shot from 25 ft,11,7
31,1,8:29.0,Defensive rebound by K. Thompson,,11,7
32,1,8:21.0,S. Curry makes 2-pt jump shot from 3 ft (assist by D. Green),,13,7
33,1,8:06.0,,T. Warren makes 2-pt layup at rim,13,9
34,1,7:52.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),,15,9
35,1,7:30.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Warren),15,12
36,1,7:13.0,D. Green makes 2-pt hook shot from 6 ft,,17,12
37,1,6:54.0,,D. Melton makes 3-pt jump shot from 23 ft (assist by T. Warren),17,15
38,1,6:40.0,,Phoenix full timeout,17,15
39,1,6:32.0,Turnover by K. Durant (bad pass; steal by D. Melton),,17,15
40,1,6:32.0,,Personal take foul by S. Curry (drawn by D. Melton),17,15
41,1,6:23.0,,T. Warren misses 2-pt jump shot from 19 ft,17,15
42,1,6:21.0,Defensive rebound by K. Durant,,17,15
43,1,6:08.0,S. Curry makes 2-pt layup from 1 ft,,19,15
44,1,5:56.0,,T. Warren misses 3-pt jump shot from 26 ft,19,15
45,1,5:53.0,Defensive rebound by K. Looney,,19,15
46,1,5:45.0,K. Thompson misses 2-pt jump shot from 14 ft,,19,15
47,1,5:42.0,,Defensive rebound by D. Ayton,19,15
48,1,5:36.0,,D. Booker makes 3-pt jump shot from 27 ft,19,18
49,1,5:14.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),,22,18
50,1,4:53.0,,Shooting foul by K. Thompson (drawn by D. Booker),22,18
51,1,4:53.0,A. Iguodala enters the game for D. Green,,22,18
52,1,4:53.0,A. McKinnie enters the game for K. Thompson,,22,18
53,1,4:53.0,,J. Jackson enters the game for M. Bridges,22,18
54,1,4:53.0,,D. Booker makes free throw 1 of 2,22,19
55,1,4:53.0,,D. Booker makes free throw 2 of 2,22,20
56,1,4:43.0,A. McKinnie misses 3-pt jump shot from 23 ft,,22,20
57,1,4:41.0,,Defensive rebound by T. Warren,22,20
58,1,4:28.0,,J. Jackson misses 3-pt jump shot from 23 ft,22,20
59,1,4:25.0,,Offensive rebound by D. Ayton,22,20
60,1,4:16.0,,D. Booker misses 2-pt jump shot from 22 ft,22,20
61,1,4:14.0,Defensive rebound by A. Iguodala,,22,20
62,1,4:08.0,Turnover by S. Curry (bad pass),,22,20
63,1,4:08.0,Q. Cook enters the game for S. Curry,,22,20
64,1,3:52.0,,D. Ayton misses 2-pt layup from 1 ft,22,20
65,1,3:50.0,Defensive rebound by K. Looney,,22,20
66,1,3:39.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by A. Iguodala),,25,20
67,1,3:24.0,,Personal foul by K. Looney (drawn by D. Ayton),25,20
68,1,3:24.0,D. Green enters the game for K. Looney,,25,20
69,1,3:13.0,,T. Warren misses 2-pt layup from 11 ft (block by A. Iguodala),25,20
70,1,3:10.0,Defensive rebound by A. McKinnie,,25,20
71,1,3:07.0,Turnover by A. McKinnie (bad pass; steal by D. Melton),,25,20
72,1,3:03.0,,T. Warren makes 2-pt layup at rim (assist by D. Melton),25,22
73,1,3:03.0,Golden State full timeout,,25,22
74,1,3:03.0,,J. Crawford enters the game for D. Booker,25,22
75,1,3:03.0,,K. Oubre enters the game for D. Melton,25,22
76,1,2:51.0,K. Durant misses 2-pt jump shot from 8 ft,,25,22
77,1,2:49.0,,Defensive rebound by J. Jackson,25,22
78,1,2:37.0,,K. Oubre misses 2-pt jump shot from 19 ft,25,22
79,1,2:33.0,,Offensive rebound by D. Ayton,25,22
80,1,2:31.0,,D. Ayton makes 2-pt hook shot from 5 ft,25,24
81,1,2:31.0,J. Jerebko enters the game for A. McKinnie,,25,24
82,1,2:14.0,Personal foul by J. Jackson (drawn by K. Durant),,25,24
83,1,2:14.0,,D. Bender enters the game for D. Ayton,25,24
84,1,2:06.0,K. Durant makes 2-pt jump shot from 16 ft,,27,24
85,1,1:44.0,,Shooting foul by J. Jerebko (drawn by D. Bender),27,24
86,1,1:44.0,,D. Bender misses free throw 1 of 2,27,24
87,1,1:44.0,,Offensive rebound by Team,27,24
88,1,1:44.0,,D. Bender makes free throw 2 of 2,27,25
89,1,1:32.0,Personal foul by J. Jackson (drawn by K. Durant),,27,25
90,1,1:32.0,K. Durant makes free throw 1 of 2,,28,25
91,1,1:32.0,K. Durant misses free throw 2 of 2,,28,25
92,1,1:29.0,,Defensive rebound by D. Bender,28,25
93,1,1:17.0,,D. Bender makes 2-pt dunk at rim (assist by J. Crawford),28,27
94,1,0:56.0,K. Durant makes 3-pt jump shot from 26 ft,,31,27
95,1,0:44.0,,T. Warren misses 2-pt jump shot from 2 ft (block by D. Green),31,27
96,1,0:41.0,Defensive rebound by Q. Cook,,31,27
97,1,0:39.0,Turnover by K. Durant (traveling),,31,27
98,1,0:29.0,,D. Bender misses 2-pt hook shot from 6 ft,31,27
99,1,0:28.0,Defensive rebound by A. Iguodala,,31,27
100,1,0:10.0,K. Durant misses 2-pt jump shot from 18 ft,,31,27
101,1,0:07.0,,Defensive rebound by J. Crawford,31,27
102,1,0:00.0,,J. Crawford misses 2-pt jump shot from 20 ft (block by A. Iguodala),31,27
103,1,0:00.0,,Offensive rebound by Team,31,27
104,2,11:48.0,,K. Oubre misses 2-pt layup from 7 ft (block by A. Iguodala),31,27
105,2,11:48.0,,Offensive rebound by Team,31,27
106,2,11:48.0,Loose ball foul by A. Iguodala (drawn by K. Oubre),,31,27
107,2,11:35.0,,K. Oubre makes 2-pt layup from 1 ft (assist by D. Bender),31,29
108,2,11:23.0,Personal foul by K. Oubre (drawn by D. Green),,31,29
109,2,11:18.0,J. Jerebko makes 2-pt jump shot from 21 ft (assist by D. Green),,33,29
110,2,10:59.0,,J. Jackson misses 3-pt jump shot from 26 ft,33,29
111,2,10:57.0,Defensive rebound by J. Jerebko,,33,29
112,2,10:47.0,J. Jerebko misses 3-pt jump shot from 25 ft,,33,29
113,2,10:43.0,,Defensive rebound by M. Bridges,33,29
114,2,10:31.0,,K. Oubre misses 3-pt jump shot from 23 ft,33,29
115,2,10:28.0,Defensive rebound by A. Iguodala,,33,29
