,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CLEVELAND_ACTION,MILWAUKEE_SCORE,CLEVELAND_SCORE
139,2,9:06.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,36,23
140,2,8:44.0,,A. Burks makes 2-pt jump shot from 8 ft (assist by J. Clarkson),36,25
141,2,8:31.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,38,25
142,2,8:31.0,Shooting foul by A. Burks (drawn by G. Antetokounmpo),,38,25
143,2,8:31.0,G. Antetokounmpo makes free throw 1 of 1,,39,25
144,2,8:16.0,,Turnover by A. Burks (back court),39,25
145,2,8:05.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,39,25
146,2,7:58.0,,Defensive rebound by M. Dellavedova,39,25
147,2,7:46.0,,C. Osman misses 3-pt jump shot from 24 ft,39,25
148,2,7:42.0,Defensive rebound by E. Bledsoe,,39,25
149,2,7:41.0,E. Bledsoe misses 2-pt layup from 1 ft,,39,25
150,2,7:41.0,,Defensive rebound by Team,39,25
151,2,7:41.0,Loose ball foul by G. Antetokounmpo (drawn by C. Osman),,39,25
152,2,7:41.0,T. Maker enters the game for G. Antetokounmpo,,39,25
153,2,7:32.0,,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),39,27
154,2,7:21.0,B. Lopez makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),,42,27
155,2,7:09.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,42,27
156,2,7:06.0,,Offensive rebound by A. Burks,42,27
157,2,7:00.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by J. Clarkson),42,30
158,2,6:47.0,Turnover by E. Bledsoe (lost ball; steal by L. Nance),,42,30
159,2,6:42.0,,A. Burks misses 2-pt layup from 2 ft,42,30
160,2,6:40.0,,Offensive rebound by L. Nance,42,30
161,2,6:37.0,,M. Dellavedova misses 3-pt jump shot from 29 ft,42,30
162,2,6:34.0,Defensive rebound by P. Connaughton,,42,30
163,2,6:29.0,Turnover by E. Bledsoe (lost ball; steal by J. Clarkson),,42,30
164,2,6:27.0,,J. Clarkson makes 2-pt layup from 1 ft,42,32
165,2,6:27.0,Milwaukee full timeout,,42,32
166,2,6:27.0,,C. Sexton enters the game for M. Dellavedova,42,32
167,2,6:12.0,B. Lopez makes 2-pt dunk from 1 ft (assist by P. Connaughton),,44,32
168,2,5:57.0,,J. Clarkson makes 2-pt jump shot from 16 ft,44,34
169,2,5:47.0,B. Lopez misses 3-pt jump shot from 31 ft,,44,34
170,2,5:44.0,,Defensive rebound by C. Osman,44,34
171,2,5:37.0,,C. Osman misses 2-pt layup from 2 ft,44,34
172,2,5:35.0,Defensive rebound by B. Lopez,,44,34
173,2,5:31.0,T. Snell misses 3-pt jump shot from 25 ft,,44,34
174,2,5:28.0,,Defensive rebound by J. Clarkson,44,34
175,2,5:17.0,,J. Clarkson misses 2-pt jump shot from 11 ft,44,34
176,2,5:15.0,Defensive rebound by T. Maker,,44,34
177,2,5:08.0,P. Connaughton misses 2-pt layup from 2 ft,,44,34
178,2,5:06.0,,Defensive rebound by L. Nance,44,34
179,2,5:01.0,,J. Clarkson makes 3-pt jump shot from 22 ft (assist by L. Nance),44,37
180,2,4:43.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,47,37
181,2,4:26.0,,Turnover by A. Burks (lost ball; steal by P. Connaughton),47,37
182,2,4:18.0,Personal foul by L. Nance (drawn by E. Bledsoe),,47,37
183,2,4:18.0,G. Antetokounmpo enters the game for P. Connaughton,,47,37
184,2,4:18.0,D. DiVincenzo enters the game for T. Maker,,47,37
185,2,4:18.0,G. Hill enters the game for T. Snell,,47,37
186,2,4:18.0,,C. Frye enters the game for J. Clarkson,47,37
187,2,4:18.0,,R. Hood enters the game for L. Nance,47,37
188,2,4:11.0,B. Lopez misses 3-pt jump shot from 25 ft,,47,37
189,2,4:08.0,,Defensive rebound by C. Sexton,47,37
190,2,3:54.0,,A. Burks misses 2-pt layup from 2 ft (block by G. Antetokounmpo),47,37
191,2,3:53.0,,Offensive rebound by A. Burks,47,37
192,2,3:52.0,,A. Burks misses 2-pt layup from 1 ft (block by E. Bledsoe),47,37
193,2,3:51.0,,Offensive rebound by C. Sexton,47,37
194,2,3:48.0,,C. Sexton misses 2-pt layup from 2 ft,47,37
195,2,3:47.0,Defensive rebound by B. Lopez,,47,37
196,2,3:40.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,49,37
197,2,3:40.0,,Cleveland full timeout,49,37
198,2,3:40.0,T. Snell enters the game for E. Bledsoe,,49,37
199,2,3:16.0,,R. Hood makes 3-pt jump shot from 29 ft,49,40
200,2,3:03.0,Shooting foul by C. Frye (drawn by G. Antetokounmpo),,49,40
201,2,3:03.0,G. Antetokounmpo makes free throw 1 of 2,,50,40
202,2,3:03.0,,L. Nance enters the game for C. Osman,50,40
203,2,3:03.0,G. Antetokounmpo makes free throw 2 of 2,,51,40
204,2,2:50.0,,Turnover by L. Nance (bad pass; steal by D. DiVincenzo),51,40
205,2,2:43.0,T. Snell misses 2-pt jump shot from 4 ft (block by L. Nance),,51,40
206,2,2:43.0,Offensive rebound by Team,,51,40
207,2,2:43.0,E. İlyasova enters the game for B. Lopez,,51,40
208,2,2:43.0,,J. Clarkson enters the game for C. Frye,51,40
209,2,2:43.0,,M. Dellavedova enters the game for R. Hood,51,40
210,2,2:37.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Clarkson),,51,40
211,2,2:32.0,,C. Sexton misses 2-pt layup from 1 ft,51,40
212,2,2:30.0,,Offensive rebound by A. Burks,51,40
213,2,2:29.0,,Turnover by A. Burks (lost ball; steal by G. Hill),51,40
214,2,2:25.0,Shooting foul by L. Nance (drawn by G. Antetokounmpo),,51,40
215,2,2:25.0,G. Antetokounmpo misses free throw 1 of 2,,51,40
216,2,2:25.0,Offensive rebound by Team,,51,40
217,2,2:25.0,G. Antetokounmpo makes free throw 2 of 2,,52,40
218,2,2:16.0,,A. Burks makes 2-pt layup from 1 ft (assist by M. Dellavedova),52,42
219,2,2:16.0,,Shooting foul by G. Antetokounmpo (drawn by A. Burks),52,42
220,2,2:16.0,,A. Burks makes free throw 1 of 1,52,43
221,2,1:59.0,G. Hill misses 3-pt jump shot from 25 ft,,52,43
222,2,1:55.0,,Defensive rebound by L. Nance,52,43
223,2,1:49.0,,Turnover by L. Nance (lost ball),52,43
224,2,1:49.0,,Violation by Team (kicked ball),52,43
225,2,1:41.0,Personal foul by M. Dellavedova (drawn by G. Antetokounmpo),,52,43
226,2,1:41.0,G. Antetokounmpo makes free throw 1 of 2,,53,43
227,2,1:41.0,P. Connaughton enters the game for T. Snell,,53,43
228,2,1:41.0,G. Antetokounmpo makes free throw 2 of 2,,54,43
229,2,1:31.0,,Personal foul by G. Hill (drawn by L. Nance),54,43
230,2,1:23.0,,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),54,45
231,2,1:09.0,D. DiVincenzo makes 2-pt dunk at rim (assist by G. Hill),,56,45
232,2,0:57.0,,Shooting foul by P. Connaughton (drawn by A. Burks),56,45
233,2,0:57.0,,A. Burks makes free throw 1 of 2,56,46
234,2,0:57.0,,J. Blossomgame enters the game for L. Nance,56,46
235,2,0:57.0,,A. Burks makes free throw 2 of 2,56,47
236,2,0:36.0,E. İlyasova makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,58,47
237,2,0:18.0,,J. Blossomgame misses 3-pt jump shot from 22 ft,58,47
238,2,0:16.0,Defensive rebound by G. Antetokounmpo,,58,47
239,2,0:02.0,P. Connaughton makes 3-pt jump shot from 28 ft (assist by G. Antetokounmpo),,61,47
240,3,11:45.0,,C. Sexton makes 2-pt jump shot from 14 ft (assist by R. Hood),61,49
241,3,11:32.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),,63,49
242,3,11:11.0,,C. Sexton misses 2-pt jump shot from 14 ft,63,49
243,3,11:09.0,Defensive rebound by P. Connaughton,,63,49
244,3,11:03.0,E. Bledsoe misses 2-pt jump shot from 10 ft,,63,49
245,3,11:03.0,Offensive rebound by E. Bledsoe,,63,49
246,3,10:52.0,Turnover by G. Antetokounmpo (bad pass),,63,49
247,3,10:39.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by L. Nance),63,52
248,3,10:26.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,66,52
249,3,10:06.0,,C. Sexton misses 2-pt jump shot from 9 ft,66,52
250,3,10:03.0,Defensive rebound by P. Connaughton,,66,52
251,3,9:53.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by P. Connaughton),,68,52
252,3,9:38.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by C. Osman),68,55
253,3,9:20.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,68,55
254,3,9:18.0,,Defensive rebound by R. Hood,68,55
255,3,9:11.0,,Turnover by C. Frye (bad pass; steal by P. Connaughton),68,55
256,3,9:07.0,Flagrant foul type 1 by C. Frye (drawn by G. Antetokounmpo),,68,55
257,3,9:07.0,G. Antetokounmpo misses flagrant free throw 1 of 2,,68,55
258,3,9:07.0,Offensive rebound by Team,,68,55
259,3,9:07.0,G. Antetokounmpo makes flagrant free throw 2 of 2,,69,55
260,3,9:00.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,69,55
261,3,8:58.0,,Defensive rebound by L. Nance,69,55
262,3,8:48.0,,Shooting foul by B. Lopez (drawn by C. Frye),69,55
263,3,8:48.0,,C. Frye makes free throw 1 of 3,69,56
264,3,8:48.0,,C. Frye makes free throw 2 of 3,69,57
265,3,8:48.0,,C. Frye makes free throw 3 of 3,69,58
266,3,8:32.0,B. Lopez misses 3-pt jump shot from 23 ft,,69,58
267,3,8:30.0,,Defensive rebound by C. Osman,69,58
268,3,8:26.0,,R. Hood makes 3-pt jump shot from 28 ft (assist by C. Osman),69,61
269,3,8:11.0,Shooting foul by C. Sexton (drawn by E. Bledsoe),,69,61
270,3,8:11.0,E. Bledsoe makes free throw 1 of 2,,70,61
271,3,8:11.0,E. Bledsoe makes free throw 2 of 2,,71,61
272,3,7:54.0,,C. Osman misses 2-pt jump shot from 18 ft,71,61
273,3,7:52.0,Defensive rebound by P. Connaughton,,71,61
274,3,7:38.0,Shooting foul by C. Frye (drawn by G. Antetokounmpo),,71,61
275,3,7:38.0,G. Antetokounmpo makes free throw 1 of 2,,72,61
276,3,7:38.0,G. Antetokounmpo misses free throw 2 of 2,,72,61
277,3,7:36.0,,Defensive rebound by C. Osman,72,61
278,3,7:18.0,,C. Sexton misses 3-pt jump shot from 24 ft,72,61
279,3,7:16.0,,Offensive rebound by L. Nance,72,61
280,3,7:04.0,,R. Hood misses 3-pt jump shot from 29 ft,72,61
281,3,7:02.0,Defensive rebound by G. Antetokounmpo,,72,61
282,3,6:55.0,B. Lopez misses 3-pt jump shot from 26 ft,,72,61
283,3,6:52.0,Offensive rebound by G. Antetokounmpo,,72,61
284,3,6:52.0,G. Antetokounmpo makes 2-pt dunk at rim,,74,61
285,3,6:42.0,,Cleveland full timeout,74,61
286,3,6:32.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by C. Sexton),74,64
287,3,6:22.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,76,64
288,3,6:22.0,D. DiVincenzo enters the game for T. Snell,,76,64
289,3,5:53.0,,Turnover by Team (shot clock),76,64
290,3,5:42.0,P. Connaughton makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),,79,64
291,3,5:22.0,,R. Hood misses 2-pt jump shot from 12 ft,79,64
292,3,5:20.0,Defensive rebound by P. Connaughton,,79,64
293,3,5:16.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,79,64
294,3,5:13.0,,Defensive rebound by C. Sexton,79,64
295,3,4:59.0,,Shooting foul by G. Antetokounmpo (drawn by C. Sexton),79,64
296,3,4:59.0,,C. Sexton makes free throw 1 of 2,79,65
297,3,4:59.0,T. Maker enters the game for G. Antetokounmpo,,79,65
298,3,4:59.0,,A. Burks enters the game for C. Frye,79,65
299,3,4:59.0,,J. Clarkson enters the game for C. Osman,79,65
300,3,4:59.0,,C. Sexton misses free throw 2 of 2,79,65
301,3,4:56.0,Defensive rebound by T. Maker,,79,65
302,3,4:55.0,E. Bledsoe makes 2-pt jump shot from 3 ft,,81,65
303,3,4:55.0,Shooting foul by A. Burks (drawn by E. Bledsoe),,81,65
304,3,4:55.0,,M. Dellavedova enters the game for C. Sexton,81,65
305,3,4:55.0,E. Bledsoe makes free throw 1 of 1,,82,65
306,3,4:32.0,,L. Nance makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),82,68
307,3,4:11.0,Turnover by B. Lopez (lost ball; steal by L. Nance),,82,68
308,3,4:05.0,,J. Clarkson misses 3-pt jump shot from 29 ft,82,68
309,3,4:02.0,Defensive rebound by T. Maker,,82,68
310,3,3:52.0,Turnover by B. Lopez (bad pass; steal by L. Nance),,82,68
311,3,3:44.0,,J. Clarkson misses 3-pt jump shot from 23 ft,82,68
312,3,3:42.0,Defensive rebound by D. DiVincenzo,,82,68
313,3,3:37.0,Milwaukee full timeout,,82,68
314,3,3:37.0,G. Hill enters the game for P. Connaughton,,82,68
315,3,3:37.0,E. İlyasova enters the game for B. Lopez,,82,68
316,3,3:37.0,,J. Blossomgame enters the game for R. Hood,82,68
317,3,3:28.0,E. İlyasova misses 2-pt layup from 3 ft,,82,68
318,3,3:26.0,,Defensive rebound by A. Burks,82,68
319,3,3:22.0,,L. Nance makes 2-pt dunk from 1 ft (assist by A. Burks),82,70
320,3,3:05.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,82,70
321,3,3:02.0,,Defensive rebound by M. Dellavedova,82,70
322,3,2:53.0,,L. Nance makes 2-pt jump shot from 16 ft (assist by M. Dellavedova),82,72
323,3,2:33.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,82,72
324,3,2:30.0,Offensive rebound by D. DiVincenzo,,82,72
325,3,2:25.0,D. DiVincenzo misses 3-pt jump shot from 30 ft,,82,72
326,3,2:20.0,,Defensive rebound by A. Burks,82,72
327,3,2:12.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Nance),82,75
328,3,2:11.0,Milwaukee full timeout,,82,75
329,3,2:11.0,G. Antetokounmpo enters the game for E. Bledsoe,,82,75
330,3,2:11.0,J. Morris enters the game for T. Maker,,82,75
331,3,2:02.0,Personal foul by M. Dellavedova (drawn by G. Antetokounmpo),,82,75
332,3,2:02.0,G. Antetokounmpo makes free throw 1 of 2,,83,75
333,3,2:02.0,G. Antetokounmpo makes free throw 2 of 2,,84,75
334,3,1:48.0,,Shooting foul by D. DiVincenzo (drawn by J. Clarkson),84,75
335,3,1:48.0,,J. Clarkson makes free throw 1 of 2,84,76
336,3,1:48.0,,D. Nwaba enters the game for L. Nance,84,76
337,3,1:48.0,,J. Clarkson makes free throw 2 of 2,84,77
338,3,1:33.0,Turnover by G. Antetokounmpo (bad pass; steal by M. Dellavedova),,84,77
339,3,1:27.0,,Turnover by A. Burks (bad pass; steal by D. DiVincenzo),84,77
340,3,1:22.0,G. Hill misses 3-pt jump shot from 24 ft,,84,77
341,3,1:19.0,Offensive rebound by G. Antetokounmpo,,84,77
342,3,1:17.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,86,77
343,3,1:06.0,,A. Burks misses 2-pt layup from 2 ft (block by G. Antetokounmpo),86,77
344,3,1:02.0,Defensive rebound by J. Morris,,86,77
345,3,1:01.0,D. DiVincenzo makes 2-pt layup from 1 ft (assist by J. Morris),,88,77
346,3,0:47.0,,Offensive foul by J. Clarkson (drawn by G. Hill),88,77
347,3,0:47.0,,Turnover by J. Clarkson (offensive foul),88,77
348,3,0:47.0,,Violation by Team (delay of game),88,77
349,3,0:35.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,91,77
350,3,0:27.0,,M. Dellavedova misses 3-pt jump shot from 30 ft,91,77
351,3,0:23.0,,Offensive rebound by D. Nwaba,91,77
352,3,0:17.0,,D. Nwaba misses 3-pt jump shot from 23 ft (block by D. DiVincenzo),91,77
353,3,0:15.0,Defensive rebound by G. Antetokounmpo,,91,77
354,3,0:03.0,E. İlyasova misses 2-pt jump shot from 5 ft,,91,77
355,3,0:03.0,,Defensive rebound by D. Nwaba,91,77
356,3,0:00.0,,J. Clarkson misses 3-pt jump shot from 32 ft,91,77
357,3,0:00.0,,Offensive rebound by Team,91,77
358,4,11:48.0,G. Hill misses 3-pt jump shot from 22 ft,,91,77
359,4,11:43.0,,Defensive rebound by A. Burks,91,77
360,4,11:32.0,,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Blossomgame),91,80
361,4,11:18.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,91,80
362,4,11:16.0,Offensive rebound by G. Antetokounmpo,,91,80
363,4,11:15.0,G. Antetokounmpo makes 2-pt layup at rim,,93,80
364,4,11:15.0,Shooting foul by M. Dellavedova (drawn by G. Antetokounmpo),,93,80
365,4,11:15.0,G. Antetokounmpo makes free throw 1 of 1,,94,80
366,4,10:59.0,,J. Blossomgame misses 2-pt jump shot from 8 ft,94,80
367,4,10:54.0,Defensive rebound by G. Antetokounmpo,,94,80
368,4,10:52.0,J. Morris misses 3-pt jump shot from 27 ft,,94,80
369,4,10:49.0,,Defensive rebound by D. Nwaba,94,80
370,4,10:44.0,,D. Nwaba makes 2-pt jump shot from 11 ft,94,82
