,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
35,1,7:14.0,,T. Harris makes 2-pt dunk at rim (assist by J. Embiid),6,12
36,1,7:02.0,Personal foul by T. Harris (drawn by C. Osman),,6,12
37,1,7:02.0,C. Frye enters the game for A. Žižić,,6,12
38,1,7:02.0,,B. Marjanović enters the game for J. Embiid,6,12
39,1,6:52.0,C. Frye misses 3-pt jump shot from 26 ft,,6,12
40,1,6:49.0,Offensive rebound by C. Sexton,,6,12
41,1,6:49.0,Personal foul by J. Ennis (drawn by C. Sexton),,6,12
42,1,6:37.0,C. Frye misses 3-pt jump shot from 27 ft,,6,12
43,1,6:34.0,,Defensive rebound by T. Harris,6,12
44,1,6:26.0,,B. Marjanović makes 2-pt dunk at rim (assist by T. Harris),6,14
45,1,6:16.0,C. Sexton misses 2-pt jump shot from 16 ft,,6,14
46,1,6:12.0,,Defensive rebound by T. Harris,6,14
47,1,6:09.0,,Offensive foul by J. Ennis (drawn by C. Sexton),6,14
48,1,6:09.0,,Turnover by J. Ennis (offensive foul),6,14
49,1,6:09.0,D. Adel enters the game for B. Knight,,6,14
50,1,6:09.0,J. Clarkson enters the game for D. Nwaba,,6,14
51,1,6:09.0,,T. McConnell enters the game for J. Ennis,6,14
52,1,6:09.0,,M. Scott enters the game for J. Redick,6,14
53,1,6:09.0,,J. Simmons enters the game for B. Simmons,6,14
54,1,5:48.0,C. Osman misses 2-pt jump shot from 18 ft,,6,14
55,1,5:45.0,,Defensive rebound by T. McConnell,6,14
56,1,5:40.0,,Turnover by T. Harris (bad pass; steal by C. Frye),6,14
57,1,5:35.0,C. Osman misses 3-pt jump shot from 25 ft,,6,14
58,1,5:32.0,,Defensive rebound by T. Harris,6,14
59,1,5:22.0,,T. Harris makes 2-pt layup from 1 ft,6,16
60,1,5:05.0,J. Clarkson misses 3-pt jump shot from 26 ft,,6,16
61,1,5:02.0,,Defensive rebound by J. Simmons,6,16
62,1,4:50.0,,M. Scott misses 2-pt layup from 2 ft,6,16
63,1,4:48.0,Defensive rebound by J. Clarkson,,6,16
64,1,4:32.0,J. Clarkson makes 2-pt jump shot from 10 ft (assist by C. Frye),,8,16
65,1,4:18.0,,Turnover by T. McConnell (out of bounds lost ball),8,16
66,1,4:06.0,C. Frye misses 3-pt jump shot from 26 ft,,8,16
67,1,4:03.0,,Defensive rebound by B. Marjanović,8,16
68,1,3:55.0,,T. Harris makes 2-pt layup at rim,8,18
69,1,3:39.0,J. Clarkson misses 2-pt layup from 2 ft,,8,18
70,1,3:36.0,,Defensive rebound by T. Harris,8,18
71,1,3:22.0,,B. Marjanović makes 2-pt jump shot from 8 ft (assist by J. Simmons),8,20
72,1,3:03.0,C. Frye misses 2-pt jump shot from 17 ft,,8,20
73,1,3:01.0,,Defensive rebound by T. Harris,8,20
74,1,2:59.0,,Offensive foul by T. Harris (drawn by C. Osman),8,20
75,1,2:59.0,,Turnover by T. Harris (offensive foul),8,20
76,1,2:59.0,,Philadelphia full timeout,8,20
77,1,2:59.0,B. Knight enters the game for C. Osman,,8,20
78,1,2:59.0,N. Stauskas enters the game for C. Sexton,,8,20
79,1,2:59.0,,J. Embiid enters the game for T. Harris,8,20
80,1,2:59.0,,J. Redick enters the game for B. Marjanović,8,20
81,1,2:59.0,,B. Simmons enters the game for T. McConnell,8,20
82,1,2:48.0,J. Clarkson misses 3-pt jump shot from 29 ft,,8,20
83,1,2:47.0,,Defensive rebound by Team,8,20
84,1,2:47.0,Loose ball foul by C. Frye (drawn by M. Scott),,8,20
85,1,2:47.0,A. Žižić enters the game for C. Frye,,8,20
86,1,2:28.0,,M. Scott misses 2-pt jump shot from 13 ft,8,20
87,1,2:24.0,Defensive rebound by B. Knight,,8,20
88,1,2:19.0,D. Adel misses 2-pt layup from 3 ft,,8,20
89,1,2:16.0,,Defensive rebound by J. Redick,8,20
90,1,2:06.0,,J. Redick misses 2-pt jump shot from 16 ft,8,20
91,1,2:02.0,Defensive rebound by B. Knight,,8,20
92,1,1:58.0,Turnover by N. Stauskas (bad pass; steal by J. Simmons),,8,20
93,1,1:52.0,,B. Simmons makes 2-pt layup from 4 ft,8,22
94,1,1:40.0,B. Knight misses 2-pt jump shot from 8 ft,,8,22
95,1,1:37.0,,Defensive rebound by B. Simmons,8,22
96,1,1:26.0,,J. Simmons makes 2-pt jump shot from 4 ft (assist by B. Simmons),8,24
97,1,1:04.0,J. Clarkson misses 2-pt hook shot from 6 ft,,8,24
98,1,1:01.0,Offensive rebound by A. Žižić,,8,24
99,1,1:00.0,A. Žižić makes 2-pt layup from 4 ft,,10,24
100,1,0:48.0,,Personal foul by N. Stauskas (drawn by B. Simmons),10,24
101,1,0:37.0,,J. Embiid misses 2-pt hook shot from 4 ft,10,24
102,1,0:37.0,,Offensive rebound by Team,10,24
103,1,0:37.0,,Turnover by J. Embiid (traveling),10,24
104,1,0:31.0,J. Clarkson misses 3-pt jump shot from 26 ft,,10,24
105,1,0:28.0,,Defensive rebound by J. Embiid,10,24
106,1,0:19.0,,Turnover by J. Embiid (out of bounds lost ball),10,24
107,1,0:06.0,Personal foul by B. Simmons (drawn by B. Knight),,10,24
108,1,0:01.0,B. Knight makes 2-pt layup from 3 ft,,12,24
109,1,0:00.0,,J. Redick misses 2-pt jump shot from 19 ft,12,24
110,1,0:00.0,,Offensive rebound by Team,12,24
111,2,11:44.0,A. Žižić makes 2-pt layup from 2 ft (assist by N. Stauskas),,14,24
112,2,11:19.0,,J. Ennis makes 2-pt layup at rim (assist by T. Harris),14,26
113,2,11:08.0,N. Stauskas makes 3-pt jump shot from 26 ft,,17,26
114,2,11:01.0,,T. Harris misses 3-pt jump shot from 26 ft,17,26
115,2,10:58.0,Defensive rebound by N. Stauskas,,17,26
116,2,10:52.0,N. Stauskas makes 3-pt jump shot from 26 ft,,20,26
117,2,10:41.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),20,29
118,2,10:15.0,J. Clarkson makes 2-pt jump shot from 15 ft (assist by A. Žižić),,22,29
119,2,10:02.0,,B. Simmons makes 2-pt jump shot from 6 ft,22,31
120,2,9:53.0,B. Knight makes 3-pt jump shot from 26 ft,,25,31
121,2,9:52.0,,Philadelphia full timeout,25,31
122,2,9:32.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Ennis),25,33
123,2,9:11.0,D. Adel misses 2-pt jump shot from 12 ft,,25,33
124,2,9:09.0,,Defensive rebound by T. Harris,25,33
125,2,9:01.0,,B. Simmons misses 2-pt layup from 4 ft (block by B. Knight),25,33
126,2,9:01.0,,Offensive rebound by B. Simmons,25,33
127,2,9:01.0,,Personal foul by D. Adel (drawn by B. Simmons),25,33
128,2,9:01.0,D. Nwaba enters the game for D. Adel,,25,33
129,2,9:01.0,C. Osman enters the game for J. Clarkson,,25,33
130,2,8:59.0,,Turnover by J. Ennis (bad pass; steal by D. Nwaba),25,33
131,2,8:47.0,N. Stauskas misses 3-pt jump shot from 23 ft,,25,33
132,2,8:44.0,,Defensive rebound by J. Ennis,25,33
133,2,8:39.0,,T. Harris misses 2-pt layup from 3 ft (block by D. Nwaba),25,33
134,2,8:35.0,,Offensive rebound by J. Ennis,25,33
135,2,8:35.0,,J. Ennis makes 2-pt dunk from 1 ft (assist by J. Embiid),25,35
136,2,8:13.0,C. Osman misses 2-pt layup from 4 ft (block by J. Ennis),,25,35
137,2,8:13.0,Offensive rebound by Team,,25,35
138,2,8:13.0,C. Frye enters the game for N. Stauskas,,25,35
139,2,8:13.0,C. Sexton enters the game for A. Žižić,,25,35
140,2,8:13.0,,B. Marjanović enters the game for J. Embiid,25,35
141,2,8:13.0,,T. McConnell enters the game for J. Ennis,25,35
142,2,8:13.0,,M. Scott enters the game for J. Redick,25,35
143,2,8:13.0,,J. Simmons enters the game for B. Simmons,25,35
144,2,8:05.0,C. Sexton makes 3-pt jump shot from 25 ft,,28,35
145,2,7:47.0,,J. Simmons misses 3-pt jump shot from 25 ft,28,35
146,2,7:44.0,Defensive rebound by D. Nwaba,,28,35
147,2,7:39.0,D. Nwaba makes 2-pt jump shot from 5 ft,,30,35
148,2,7:25.0,,T. Harris makes 2-pt dunk from 1 ft (assist by B. Marjanović),30,37
149,2,7:07.0,D. Nwaba misses 3-pt jump shot from 25 ft,,30,37
150,2,7:05.0,,Defensive rebound by B. Marjanović,30,37
151,2,6:54.0,,Offensive foul by M. Scott (drawn by B. Knight),30,37
152,2,6:54.0,,Turnover by M. Scott (offensive foul),30,37
153,2,6:54.0,J. Clarkson enters the game for B. Knight,,30,37
154,2,6:41.0,Personal foul by T. McConnell (drawn by J. Clarkson),,30,37
155,2,6:32.0,C. Sexton makes 2-pt layup from 2 ft,,32,37
156,2,6:28.0,,Turnover by J. Simmons (bad pass; steal by C. Osman),32,37
157,2,6:23.0,C. Osman makes 3-pt jump shot from 23 ft,,35,37
158,2,6:10.0,,M. Scott misses 3-pt jump shot from 24 ft,35,37
159,2,6:10.0,Defensive rebound by J. Clarkson,,35,37
160,2,6:04.0,C. Osman makes 3-pt jump shot from 27 ft (assist by J. Clarkson),,38,37
161,2,6:04.0,,Philadelphia full timeout,38,37
162,2,5:46.0,,T. McConnell makes 2-pt layup from 2 ft (assist by B. Marjanović),38,39
163,2,5:17.0,J. Clarkson misses 3-pt jump shot from 22 ft,,38,39
164,2,5:09.0,,Defensive rebound by M. Scott,38,39
165,2,5:00.0,,B. Marjanović misses 2-pt jump shot from 4 ft,38,39
166,2,4:58.0,Defensive rebound by D. Nwaba,,38,39
167,2,4:54.0,C. Frye misses 3-pt jump shot from 24 ft,,38,39
168,2,4:50.0,,Defensive rebound by J. Simmons,38,39
169,2,4:43.0,,T. Harris misses 2-pt layup from 1 ft,38,39
170,2,4:38.0,,Offensive rebound by B. Marjanović,38,39
171,2,4:37.0,,B. Marjanović makes 2-pt layup from 3 ft,38,41
172,2,4:24.0,C. Sexton misses 2-pt layup from 2 ft (block by B. Marjanović),,38,41
173,2,4:21.0,,Defensive rebound by B. Marjanović,38,41
174,2,4:15.0,Violation by Team (kicked ball),,38,41
175,2,4:15.0,A. Žižić enters the game for C. Frye,,38,41
176,2,4:15.0,,J. Embiid enters the game for T. Harris,38,41
177,2,4:15.0,,J. Ennis enters the game for B. Marjanović,38,41
178,2,4:15.0,,J. Redick enters the game for T. McConnell,38,41
179,2,4:15.0,,B. Simmons enters the game for J. Simmons,38,41
180,2,4:10.0,,J. Ennis makes 2-pt layup from 2 ft (assist by J. Redick),38,43
181,2,3:48.0,C. Osman misses 3-pt jump shot from 26 ft,,38,43
182,2,3:42.0,,Defensive rebound by J. Embiid,38,43
183,2,3:38.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),38,46
184,2,3:38.0,Cleveland full timeout,,38,46
185,2,3:16.0,C. Sexton misses 2-pt layup from 3 ft (block by J. Embiid),,38,46
186,2,3:13.0,,Defensive rebound by J. Ennis,38,46
187,2,3:13.0,,Turnover by J. Ennis (out of bounds lost ball),38,46
188,2,3:00.0,A. Žižić misses 2-pt layup from 2 ft,,38,46
189,2,2:58.0,,Defensive rebound by M. Scott,38,46
190,2,2:47.0,,J. Redick misses 3-pt jump shot from 26 ft,38,46
191,2,2:44.0,,Offensive rebound by J. Ennis,38,46
192,2,2:39.0,,J. Redick misses 3-pt jump shot from 23 ft,38,46
193,2,2:36.0,Defensive rebound by C. Osman,,38,46
194,2,2:31.0,C. Sexton makes 2-pt layup from 1 ft (assist by C. Osman),,40,46
195,2,2:11.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Ennis),40,49
196,2,1:51.0,Shooting foul by J. Embiid (drawn by J. Clarkson),,40,49
197,2,1:51.0,J. Clarkson makes free throw 1 of 2,,41,49
198,2,1:51.0,,J. Simmons enters the game for J. Ennis,41,49
199,2,1:51.0,J. Clarkson makes free throw 2 of 2,,42,49
200,2,1:39.0,,J. Redick misses 2-pt jump shot from 19 ft,42,49
201,2,1:37.0,Defensive rebound by C. Osman,,42,49
202,2,1:27.0,A. Žižić makes 2-pt layup from 3 ft (assist by C. Osman),,44,49
203,2,1:17.0,,Turnover by B. Simmons (bad pass; steal by D. Nwaba),44,49
204,2,1:06.0,C. Sexton misses 2-pt layup from 2 ft,,44,49
205,2,1:04.0,,Defensive rebound by J. Embiid,44,49
206,2,0:56.0,,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),44,51
207,2,0:39.0,J. Clarkson misses 2-pt jump shot from 9 ft,,44,51
208,2,0:36.0,,Defensive rebound by J. Embiid,44,51
209,2,0:30.0,,B. Simmons makes 2-pt layup at rim,44,53
210,2,0:25.0,C. Sexton makes 3-pt jump shot from 26 ft,,47,53
211,2,0:05.0,,Personal foul by J. Clarkson (drawn by J. Embiid),47,53
212,2,0:04.0,,B. Simmons misses 2-pt dunk at rim,47,53
213,2,0:01.0,Defensive rebound by D. Nwaba,,47,53
214,2,0:00.0,D. Nwaba misses 3-pt jump shot from 26 ft,,47,53
215,2,0:00.0,Offensive rebound by Team,,47,53
216,3,11:43.0,A. Žižić makes 2-pt hook shot from 7 ft (assist by C. Sexton),,49,53
217,3,11:23.0,,J. Embiid makes 2-pt jump shot from 5 ft,49,55
218,3,11:14.0,Personal foul by J. Ennis (drawn by B. Knight),,49,55
219,3,11:08.0,C. Osman makes 2-pt layup at rim,,51,55
220,3,10:57.0,,Personal foul by D. Nwaba (drawn by B. Simmons),51,55
221,3,10:53.0,,B. Simmons misses 2-pt layup from 4 ft,51,55
222,3,10:51.0,Defensive rebound by D. Nwaba,,51,55
223,3,10:45.0,A. Žižić misses 2-pt layup from 1 ft,,51,55
224,3,10:42.0,,Defensive rebound by T. Harris,51,55
225,3,10:27.0,,Offensive foul by B. Simmons (drawn by D. Nwaba),51,55
226,3,10:27.0,,Turnover by B. Simmons (offensive foul),51,55
227,3,10:10.0,D. Nwaba makes 3-pt jump shot from 25 ft (assist by C. Osman),,54,55
228,3,9:56.0,,Offensive foul by J. Embiid (drawn by B. Knight),54,55
229,3,9:56.0,,Turnover by J. Embiid (offensive foul),54,55
230,3,9:41.0,C. Osman misses 2-pt layup from 2 ft,,54,55
231,3,9:38.0,,Defensive rebound by J. Embiid,54,55
232,3,9:35.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by B. Simmons),54,58
233,3,9:07.0,D. Nwaba misses 3-pt jump shot from 23 ft,,54,58
234,3,9:05.0,,Defensive rebound by B. Simmons,54,58
235,3,8:59.0,,B. Simmons misses 2-pt layup from 9 ft,54,58
236,3,8:59.0,,Offensive rebound by B. Simmons,54,58
237,3,8:54.0,,B. Simmons makes 2-pt layup from 1 ft,54,60
238,3,8:38.0,C. Sexton makes 2-pt layup from 2 ft,,56,60
239,3,8:26.0,,Personal foul by D. Nwaba (drawn by B. Simmons),56,60
240,3,8:26.0,,M. Scott enters the game for J. Ennis,56,60
241,3,8:18.0,,Shooting foul by D. Nwaba (drawn by B. Simmons),56,60
242,3,8:18.0,,B. Simmons misses free throw 1 of 2,56,60
243,3,8:18.0,,Offensive rebound by Team,56,60
244,3,8:18.0,,B. Simmons makes free throw 2 of 2,56,61
245,3,8:05.0,C. Osman makes 3-pt jump shot from 25 ft (assist by A. Žižić),,59,61
246,3,7:50.0,,Turnover by J. Redick (out of bounds lost ball),59,61
247,3,7:32.0,A. Žižić misses 2-pt hook shot from 3 ft,,59,61
248,3,7:30.0,,Defensive rebound by J. Embiid,59,61
249,3,7:25.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by M. Scott),59,64
250,3,7:25.0,,Shooting foul by B. Knight (drawn by J. Redick),59,64
251,3,7:25.0,,J. Redick makes free throw 1 of 1,59,65
252,3,7:15.0,C. Sexton makes 3-pt jump shot from 26 ft,,62,65
253,3,7:01.0,,J. Redick misses 2-pt jump shot from 3 ft,62,65
254,3,6:59.0,Defensive rebound by C. Osman,,62,65
255,3,6:53.0,Turnover by A. Žižić (lost ball; steal by J. Embiid),,62,65
256,3,6:43.0,,M. Scott misses 3-pt jump shot from 24 ft,62,65
257,3,6:40.0,Defensive rebound by A. Žižić,,62,65
258,3,6:25.0,C. Osman misses 2-pt jump shot from 7 ft,,62,65
259,3,6:22.0,Offensive rebound by C. Osman,,62,65
260,3,6:20.0,C. Osman misses 2-pt jump shot from 6 ft,,62,65
261,3,6:18.0,,Defensive rebound by T. Harris,62,65
262,3,6:11.0,,M. Scott misses 3-pt jump shot from 23 ft,62,65
263,3,6:07.0,Defensive rebound by C. Osman,,62,65
264,3,5:53.0,B. Knight misses 2-pt jump shot from 8 ft (block by J. Embiid),,62,65
265,3,5:49.0,Offensive rebound by B. Knight,,62,65
266,3,5:48.0,C. Sexton misses 3-pt jump shot from 25 ft,,62,65
267,3,5:45.0,,Defensive rebound by J. Embiid,62,65
268,3,5:38.0,,J. Redick makes 2-pt jump shot from 19 ft,62,67
269,3,5:37.0,Cleveland full timeout,,62,67
270,3,5:37.0,J. Clarkson enters the game for B. Knight,,62,67
271,3,5:37.0,C. Frye enters the game for A. Žižić,,62,67
272,3,5:37.0,,B. Marjanović enters the game for J. Embiid,62,67
273,3,5:37.0,,T. McConnell enters the game for J. Redick,62,67
274,3,5:37.0,,J. Simmons enters the game for B. Simmons,62,67
275,3,5:21.0,C. Frye makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,65,67
276,3,5:01.0,,T. Harris misses 2-pt jump shot from 10 ft,65,67
277,3,4:59.0,,Offensive rebound by B. Marjanović,65,67
278,3,4:57.0,,B. Marjanović makes 2-pt dunk from 2 ft,65,69
279,3,4:36.0,J. Clarkson misses 3-pt jump shot from 26 ft,,65,69
280,3,4:33.0,,Defensive rebound by M. Scott,65,69
281,3,4:29.0,,Personal foul by C. Frye (drawn by B. Marjanović),65,69
282,3,4:29.0,,B. Marjanović misses free throw 1 of 2,65,69
283,3,4:29.0,,Offensive rebound by Team,65,69
284,3,4:29.0,D. Adel enters the game for D. Nwaba,,65,69
285,3,4:29.0,,B. Marjanović makes free throw 2 of 2,65,70
286,3,4:10.0,C. Osman makes 2-pt layup from 2 ft,,67,70
287,3,3:56.0,,T. McConnell makes 2-pt jump shot from 15 ft,67,72
288,3,3:42.0,Personal foul by B. Marjanović (drawn by C. Osman),,67,72
289,3,3:30.0,C. Osman misses 3-pt jump shot from 23 ft,,67,72
290,3,3:26.0,,Defensive rebound by T. Harris,67,72
291,3,3:15.0,,T. Harris misses 3-pt jump shot from 23 ft,67,72
292,3,3:13.0,Defensive rebound by D. Adel,,67,72
293,3,3:13.0,N. Stauskas enters the game for C. Osman,,67,72
294,3,3:08.0,Shooting foul by T. Harris (drawn by J. Clarkson),,67,72
295,3,3:08.0,J. Clarkson misses free throw 1 of 2,,67,72
296,3,3:08.0,Offensive rebound by Team,,67,72
297,3,3:08.0,J. Clarkson makes free throw 2 of 2,,68,72
298,3,2:57.0,,Shooting foul by C. Frye (drawn by B. Marjanović),68,72
299,3,2:57.0,,Philadelphia full timeout,68,72
300,3,2:57.0,,B. Marjanović makes free throw 1 of 2,68,73
301,3,2:57.0,,B. Marjanović makes free throw 2 of 2,68,74
302,3,2:42.0,C. Sexton makes 2-pt layup from 1 ft (assist by N. Stauskas),,70,74
303,3,2:25.0,,Turnover by B. Marjanović (bad pass),70,74
304,3,2:25.0,,J. Redick enters the game for T. McConnell,70,74
305,3,2:25.0,,B. Simmons enters the game for J. Simmons,70,74
306,3,2:13.0,C. Sexton makes 2-pt jump shot from 20 ft,,72,74
307,3,1:49.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),72,77
308,3,1:32.0,C. Sexton misses 3-pt jump shot from 24 ft,,72,77
309,3,1:29.0,,Defensive rebound by M. Scott,72,77
310,3,1:21.0,,B. Simmons misses 2-pt layup from 3 ft,72,77
311,3,1:21.0,Defensive rebound by C. Frye,,72,77
312,3,1:16.0,C. Sexton makes 2-pt layup from 2 ft (assist by N. Stauskas),,74,77
313,3,0:58.0,,B. Simmons makes 2-pt dunk from 2 ft (assist by J. Redick),74,79
314,3,0:48.0,C. Frye misses 2-pt jump shot from 13 ft,,74,79
315,3,0:45.0,,Defensive rebound by B. Simmons,74,79
316,3,0:34.0,,B. Simmons makes 2-pt layup from 3 ft,74,81
317,3,0:26.0,C. Sexton makes 3-pt jump shot from 26 ft,,77,81
318,3,0:03.0,,Turnover by B. Marjanović (out of bounds lost ball),77,81
319,3,0:00.0,C. Sexton misses 3-pt jump shot from 31 ft,,77,81
320,3,0:00.0,Offensive rebound by Team,,77,81
321,4,11:41.0,,J. Embiid misses 2-pt jump shot from 13 ft,77,81
322,4,11:38.0,Defensive rebound by D. Adel,,77,81
323,4,11:16.0,J. Clarkson misses 3-pt jump shot from 24 ft,,77,81
324,4,11:11.0,,Defensive rebound by J. Redick,77,81
325,4,11:03.0,,J. Redick misses 2-pt jump shot from 18 ft,77,81
326,4,11:00.0,Defensive rebound by B. Knight,,77,81
327,4,10:52.0,B. Knight makes 2-pt jump shot from 21 ft,,79,81
328,4,10:28.0,,J. Redick misses 2-pt jump shot from 22 ft,79,81
329,4,10:22.0,,Offensive rebound by J. Ennis,79,81
330,4,10:22.0,,J. Ennis makes 2-pt dunk from 1 ft,79,83
331,4,10:14.0,Personal foul by B. Simmons (drawn by J. Clarkson),,79,83
332,4,10:14.0,,T. Harris enters the game for M. Scott,79,83
333,4,10:06.0,J. Clarkson misses 2-pt layup from 2 ft,,79,83
334,4,10:02.0,Offensive rebound by J. Clarkson,,79,83
335,4,10:02.0,J. Clarkson makes 2-pt layup at rim,,81,83
336,4,9:50.0,,J. Embiid misses 3-pt jump shot from 26 ft,81,83
337,4,9:46.0,Defensive rebound by B. Knight,,81,83
338,4,9:44.0,Turnover by B. Knight (out of bounds lost ball),,81,83
339,4,9:20.0,,J. Embiid misses 2-pt jump shot from 8 ft,81,83
340,4,9:20.0,,Offensive rebound by J. Embiid,81,83
341,4,9:19.0,,J. Embiid misses 2-pt layup from 1 ft,81,83
342,4,9:18.0,,Offensive rebound by J. Embiid,81,83
343,4,9:18.0,,J. Embiid misses 2-pt layup from 1 ft,81,83
344,4,9:17.0,Defensive rebound by J. Clarkson,,81,83
345,4,9:08.0,J. Clarkson misses 2-pt layup from 16 ft,,81,83
346,4,9:05.0,,Defensive rebound by J. Redick,81,83
347,4,9:03.0,,B. Simmons makes 2-pt layup from 3 ft,81,85
348,4,8:49.0,B. Knight misses 2-pt layup from 11 ft (block by J. Embiid),,81,85
349,4,8:49.0,,Defensive rebound by J. Ennis,81,85
350,4,8:45.0,,Shooting foul by N. Stauskas (drawn by J. Embiid),81,85
351,4,8:45.0,C. Osman enters the game for D. Adel,,81,85
352,4,8:45.0,,B. Simmons makes free throw 1 of 2,81,86
353,4,8:45.0,,B. Simmons makes free throw 2 of 2,81,87
354,4,8:22.0,B. Knight misses 2-pt layup from 3 ft,,81,87
355,4,8:20.0,,Defensive rebound by J. Embiid,81,87
356,4,8:16.0,,J. Embiid makes 2-pt layup from 4 ft (assist by B. Simmons),81,89
357,4,8:16.0,Cleveland full timeout,,81,89
358,4,8:16.0,D. Nwaba enters the game for J. Clarkson,,81,89
359,4,8:16.0,,J. Simmons enters the game for J. Redick,81,89
360,4,8:04.0,A. Žižić makes 2-pt layup from 1 ft (assist by N. Stauskas),,83,89
361,4,8:04.0,Shooting foul by T. Harris (drawn by A. Žižić),,83,89
362,4,8:04.0,A. Žižić misses free throw 1 of 1,,83,89
363,4,8:01.0,,Defensive rebound by B. Simmons,83,89
364,4,7:54.0,,Personal foul by A. Žižić (drawn by J. Embiid),83,89
365,4,7:46.0,,Shooting foul by A. Žižić (drawn by B. Simmons),83,89
366,4,7:46.0,,B. Simmons makes free throw 1 of 2,83,90
367,4,7:46.0,,B. Simmons makes free throw 2 of 2,83,91
368,4,7:29.0,Turnover by N. Stauskas (back court),,83,91
369,4,7:19.0,,J. Ennis misses 3-pt jump shot from 26 ft,83,91
370,4,7:17.0,Defensive rebound by A. Žižić,,83,91
371,4,7:03.0,C. Osman misses 2-pt jump shot from 15 ft,,83,91
372,4,6:59.0,,Defensive rebound by J. Embiid,83,91
373,4,6:53.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Harris),83,93
374,4,6:35.0,Turnover by A. Žižić (bad pass; steal by J. Simmons),,83,93
375,4,6:31.0,,J. Simmons misses 2-pt dunk from 2 ft,83,93
376,4,6:28.0,Defensive rebound by N. Stauskas,,83,93
377,4,6:25.0,Shooting foul by J. Simmons (drawn by N. Stauskas),,83,93
378,4,6:25.0,N. Stauskas makes free throw 1 of 3,,84,93
379,4,6:25.0,N. Stauskas makes free throw 2 of 3,,85,93
380,4,6:25.0,N. Stauskas makes free throw 3 of 3,,86,93
381,4,6:10.0,,T. Harris misses 3-pt jump shot from 26 ft,86,93
382,4,6:10.0,,Offensive rebound by Team,86,93
383,4,6:10.0,Loose ball foul by B. Knight (drawn by J. Ennis),,86,93
384,4,6:10.0,,Philadelphia full timeout,86,93
385,4,6:10.0,C. Sexton enters the game for B. Knight,,86,93
