,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MEMPHIS_ACTION,LA CLIPPERS_SCORE,MEMPHIS_SCORE
0,1,11:49.0,D. Gallinari misses 3-pt jump shot from 26 ft,,0,0
1,1,11:45.0,,Defensive rebound by I. Rabb,0,0
2,1,11:34.0,,A. Bradley misses 2-pt jump shot from 18 ft,0,0
3,1,11:33.0,Defensive rebound by D. Gallinari,,0,0
4,1,11:22.0,I. Zubac misses 2-pt hook shot from 7 ft,,0,0
5,1,11:20.0,,Defensive rebound by I. Rabb,0,0
6,1,11:13.0,,M. Conley misses 3-pt jump shot from 25 ft,0,0
7,1,11:10.0,Defensive rebound by D. Gallinari,,0,0
8,1,10:51.0,I. Zubac makes 2-pt hook shot from 7 ft (assist by S. Gilgeous-Alexander),,2,0
9,1,10:34.0,,B. Caboclo makes 2-pt layup from 4 ft (assist by M. Conley),2,2
10,1,10:22.0,Personal foul by I. Rabb (drawn by I. Zubac),,2,2
11,1,10:16.0,D. Gallinari makes 3-pt jump shot from 26 ft (assist by P. Beverley),,5,2
12,1,10:02.0,,B. Caboclo misses 2-pt layup from 5 ft (block by D. Gallinari),5,2
13,1,10:02.0,Defensive rebound by Team,,5,2
14,1,9:50.0,Offensive foul by P. Beverley (drawn by J. Holiday),,5,2
15,1,9:50.0,Turnover by P. Beverley (offensive foul),,5,2
16,1,9:42.0,,A. Bradley misses 2-pt jump shot from 14 ft,5,2
17,1,9:40.0,Defensive rebound by I. Zubac,,5,2
18,1,9:33.0,Turnover by P. Beverley (bad pass),,5,2
19,1,9:19.0,,M. Conley misses 2-pt jump shot from 11 ft,5,2
20,1,9:17.0,Defensive rebound by I. Zubac,,5,2
21,1,9:09.0,I. Zubac makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),,7,2
22,1,9:00.0,,Shooting foul by L. Shamet (drawn by I. Rabb),7,2
23,1,9:00.0,,I. Rabb makes free throw 1 of 2,7,3
24,1,9:00.0,,I. Rabb makes free throw 2 of 2,7,4
25,1,8:52.0,Shooting foul by A. Bradley (drawn by S. Gilgeous-Alexander),,7,4
26,1,8:52.0,S. Gilgeous-Alexander makes free throw 1 of 2,,8,4
27,1,8:52.0,S. Gilgeous-Alexander makes free throw 2 of 2,,9,4
28,1,8:38.0,,J. Holiday misses 2-pt layup from 1 ft,9,4
29,1,8:34.0,,Offensive rebound by I. Rabb,9,4
30,1,8:34.0,,I. Rabb makes 2-pt layup at rim,9,6
31,1,8:21.0,Shooting foul by B. Caboclo (drawn by D. Gallinari),,9,6
32,1,8:21.0,D. Gallinari makes free throw 1 of 2,,10,6
33,1,8:21.0,D. Gallinari makes free throw 2 of 2,,11,6
34,1,8:12.0,,B. Caboclo misses 3-pt jump shot from 25 ft,11,6
35,1,8:10.0,Defensive rebound by I. Zubac,,11,6
36,1,8:07.0,Personal foul by B. Caboclo (drawn by D. Gallinari),,11,6
37,1,8:07.0,,C. Miles enters the game for B. Caboclo,11,6
38,1,7:51.0,D. Gallinari misses 2-pt jump shot from 14 ft,,11,6
39,1,7:49.0,,Defensive rebound by A. Bradley,11,6
40,1,7:47.0,,Personal take foul by D. Gallinari (drawn by A. Bradley),11,6
41,1,7:40.0,,I. Rabb misses 2-pt layup from 1 ft,11,6
42,1,7:40.0,,Offensive rebound by I. Rabb,11,6
43,1,7:40.0,,Shooting foul by I. Zubac (drawn by I. Rabb),11,6
44,1,7:40.0,,I. Rabb makes free throw 1 of 2,11,7
45,1,7:40.0,,I. Rabb makes free throw 2 of 2,11,8
46,1,7:22.0,D. Gallinari misses 3-pt jump shot from 25 ft,,11,8
47,1,7:19.0,,Defensive rebound by I. Rabb,11,8
48,1,7:13.0,,A. Bradley makes 2-pt jump shot from 23 ft,11,10
49,1,6:58.0,Offensive foul by S. Gilgeous-Alexander (drawn by A. Bradley),,11,10
50,1,6:58.0,Turnover by S. Gilgeous-Alexander (offensive foul),,11,10
51,1,6:58.0,,Memphis full timeout,11,10
52,1,6:43.0,,M. Conley makes 2-pt layup from 3 ft,11,12
53,1,6:16.0,I. Zubac makes 2-pt dunk from 1 ft (assist by D. Gallinari),,13,12
54,1,6:01.0,,Turnover by J. Holiday (bad pass; steal by S. Gilgeous-Alexander),13,12
55,1,5:54.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by P. Beverley),,16,12
56,1,5:44.0,,Turnover by M. Conley (bad pass; steal by I. Zubac),16,12
57,1,5:38.0,P. Beverley misses 2-pt layup from 3 ft,,16,12
58,1,5:33.0,,Defensive rebound by I. Rabb,16,12
59,1,5:33.0,,Turnover by M. Conley (bad pass),16,12
60,1,5:33.0,Technical foul by P. Beverley,,16,12
61,1,5:33.0,,C. Miles makes technical free throw,16,13
62,1,5:33.0,,J. Noah enters the game for J. Holiday,16,13
63,1,5:33.0,,C. Parsons enters the game for I. Rabb,16,13
64,1,5:26.0,Turnover by L. Shamet (step out of bounds),,16,13
65,1,5:15.0,,J. Noah makes 2-pt layup from 1 ft (assist by M. Conley),16,15
66,1,5:09.0,P. Beverley makes 2-pt jump shot from 1 ft,,18,15
67,1,5:09.0,Shooting foul by C. Parsons (drawn by P. Beverley),,18,15
68,1,5:09.0,M. Harrell enters the game for S. Gilgeous-Alexander,,18,15
69,1,5:09.0,L. Williams enters the game for I. Zubac,,18,15
70,1,5:09.0,P. Beverley makes free throw 1 of 1,,19,15
71,1,5:01.0,,M. Conley misses 2-pt jump shot from 12 ft (block by P. Beverley),19,15
72,1,4:58.0,,Offensive rebound by M. Conley,19,15
73,1,4:55.0,,J. Noah misses 2-pt layup from 3 ft,19,15
74,1,4:55.0,,Offensive rebound by J. Noah,19,15
75,1,4:52.0,,J. Noah misses 2-pt hook shot from 1 ft,19,15
76,1,4:52.0,Defensive rebound by D. Gallinari,,19,15
77,1,4:32.0,Turnover by M. Harrell (bad pass; steal by C. Miles),,19,15
78,1,4:28.0,,C. Parsons misses 3-pt jump shot from 24 ft,19,15
79,1,4:24.0,Defensive rebound by P. Beverley,,19,15
80,1,4:21.0,L. Shamet misses 3-pt jump shot from 25 ft,,19,15
81,1,4:16.0,Offensive rebound by D. Gallinari,,19,15
82,1,4:16.0,D. Gallinari makes 2-pt dunk from 1 ft,,21,15
83,1,4:04.0,,Personal foul by L. Shamet (drawn by M. Conley),21,15
84,1,4:04.0,G. Temple enters the game for L. Shamet,,21,15
85,1,4:04.0,,D. Wright enters the game for M. Conley,21,15
86,1,3:53.0,,Offensive foul by C. Miles (drawn by P. Beverley),21,15
87,1,3:53.0,,Turnover by C. Miles (offensive foul),21,15
88,1,3:42.0,L. Williams misses 2-pt jump shot from 10 ft,,21,15
89,1,3:35.0,Offensive rebound by P. Beverley,,21,15
90,1,3:32.0,M. Harrell makes 2-pt dunk at rim (assist by P. Beverley),,23,15
91,1,3:21.0,,D. Wright makes 2-pt jump shot from 8 ft,23,17
92,1,3:09.0,,Violation by Team (kicked ball),23,17
93,1,3:09.0,LA Clippers full timeout,,23,17
94,1,3:09.0,J. Green enters the game for P. Beverley,,23,17
95,1,3:09.0,T. Wallace enters the game for D. Gallinari,,23,17
96,1,3:04.0,J. Green makes 2-pt dunk from 1 ft (assist by M. Harrell),,25,17
97,1,2:49.0,,Shooting foul by G. Temple (drawn by J. Noah),25,17
98,1,2:49.0,,J. Noah makes free throw 1 of 2,25,18
99,1,2:49.0,,J. Noah makes free throw 2 of 2,25,19
100,1,2:35.0,G. Temple misses 3-pt jump shot from 23 ft,,25,19
101,1,2:31.0,,Defensive rebound by D. Wright,25,19
102,1,2:26.0,,A. Bradley makes 2-pt jump shot from 21 ft,25,21
103,1,2:16.0,L. Williams makes 2-pt jump shot from 20 ft,,27,21
104,1,2:04.0,,C. Miles misses 3-pt jump shot from 26 ft,27,21
105,1,2:01.0,,Offensive rebound by J. Noah,27,21
106,1,1:47.0,,J. Noah misses 2-pt hook shot from 6 ft,27,21
107,1,1:44.0,Defensive rebound by T. Wallace,,27,21
108,1,1:39.0,T. Wallace makes 2-pt jump shot from 7 ft,,29,21
109,1,1:19.0,,D. Wright misses 2-pt jump shot from 19 ft,29,21
110,1,1:16.0,Defensive rebound by G. Temple,,29,21
111,1,1:16.0,,J. Carter enters the game for A. Bradley,29,21
112,1,0:59.0,M. Harrell makes 2-pt layup from 1 ft,,31,21
113,1,0:45.0,,J. Noah misses 2-pt jump shot from 21 ft,31,21
114,1,0:42.0,Defensive rebound by J. Green,,31,21
115,1,0:36.0,L. Williams makes 3-pt jump shot from 26 ft,,34,21
116,1,0:22.0,,C. Miles misses 2-pt jump shot from 11 ft,34,21
117,1,0:18.0,,Offensive rebound by D. Wright,34,21
118,1,0:17.0,,Shooting foul by T. Wallace (drawn by D. Wright),34,21
119,1,0:17.0,,D. Wright makes free throw 1 of 2,34,22
120,1,0:17.0,,A. Bradley enters the game for C. Parsons,34,22
121,1,0:17.0,,D. Wright makes free throw 2 of 2,34,23
122,1,0:04.0,L. Williams makes 2-pt layup from 1 ft,,36,23
123,1,0:00.0,,A. Bradley misses 3-pt jump shot from 35 ft,36,23
124,1,0:00.0,,Offensive rebound by Team,36,23
125,2,11:45.0,,C. Miles misses 3-pt jump shot from 25 ft,36,23
126,2,11:41.0,Defensive rebound by G. Temple,,36,23
127,2,11:38.0,Personal foul by J. Holiday (drawn by G. Temple),,36,23
128,2,11:20.0,Shooting foul by J. Carter (drawn by J. Green),,36,23
129,2,11:20.0,J. Green makes free throw 1 of 2,,37,23
