,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MINNESOTA_ACTION,PORTLAND_SCORE,MINNESOTA_SCORE
0,1,11:40.0,,K. Towns makes 3-pt jump shot from 23 ft (assist by A. Wiggins),0,3
1,1,11:19.0,Turnover by E. Freedom (lost ball; steal by T. Jones),,0,3
2,1,11:06.0,,J. Okogie makes 2-pt jump shot from 18 ft (assist by D. Šarić),0,5
3,1,10:45.0,M. Harkless misses 2-pt layup from 3 ft,,0,5
4,1,10:43.0,Offensive rebound by E. Freedom,,0,5
5,1,10:40.0,E. Freedom makes 2-pt layup at rim,,2,5
6,1,10:29.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by T. Jones),2,7
7,1,10:15.0,Shooting foul by A. Wiggins (drawn by E. Freedom),,2,7
8,1,10:15.0,E. Freedom misses free throw 1 of 2,,2,7
9,1,10:15.0,Offensive rebound by Team,,2,7
10,1,10:15.0,E. Freedom makes free throw 2 of 2,,3,7
11,1,10:07.0,,Turnover by T. Jones (bad pass; steal by R. Hood),3,7
12,1,10:00.0,Offensive foul by M. Harkless (drawn by K. Towns),,3,7
13,1,10:00.0,Turnover by M. Harkless (offensive foul),,3,7
14,1,9:53.0,,T. Jones makes 2-pt jump shot from 21 ft,3,9
15,1,9:30.0,A. Aminu misses 2-pt layup from 3 ft,,3,9
16,1,9:28.0,Offensive rebound by E. Freedom,,3,9
17,1,9:26.0,E. Freedom misses 2-pt jump shot from 3 ft,,3,9
18,1,9:26.0,,Defensive rebound by J. Okogie,3,9
19,1,9:17.0,,T. Jones misses 2-pt jump shot from 6 ft,3,9
20,1,9:14.0,Defensive rebound by D. Lillard,,3,9
21,1,8:55.0,A. Aminu makes 2-pt jump shot from 5 ft (assist by M. Harkless),,5,9
22,1,8:36.0,,Shooting foul by E. Freedom (drawn by K. Towns),5,9
23,1,8:36.0,,K. Towns makes free throw 1 of 2,5,10
24,1,8:36.0,,K. Towns makes free throw 2 of 2,5,11
25,1,8:24.0,R. Hood makes 2-pt jump shot from 12 ft,,7,11
26,1,8:16.0,,K. Towns misses 2-pt jump shot from 15 ft,7,11
27,1,8:15.0,Defensive rebound by A. Aminu,,7,11
28,1,8:09.0,D. Lillard misses 3-pt jump shot from 26 ft,,7,11
29,1,8:05.0,,Defensive rebound by J. Okogie,7,11
30,1,7:56.0,,Turnover by A. Wiggins (lost ball; steal by R. Hood),7,11
31,1,7:39.0,E. Freedom misses 2-pt layup from 2 ft,,7,11
32,1,7:38.0,Offensive rebound by E. Freedom,,7,11
33,1,7:38.0,E. Freedom makes 2-pt layup at rim,,9,11
34,1,7:20.0,,D. Šarić misses 3-pt jump shot from 26 ft,9,11
35,1,7:17.0,Defensive rebound by D. Lillard,,9,11
36,1,7:07.0,R. Hood makes 2-pt jump shot from 8 ft,,11,11
37,1,6:53.0,,A. Wiggins misses 2-pt layup from 6 ft,11,11
38,1,6:52.0,,Offensive rebound by A. Wiggins,11,11
39,1,6:52.0,,A. Wiggins misses 2-pt layup from 1 ft,11,11
40,1,6:50.0,Defensive rebound by A. Aminu,,11,11
41,1,6:45.0,A. Aminu misses 2-pt layup from 3 ft (block by K. Towns),,11,11
42,1,6:41.0,,Defensive rebound by K. Towns,11,11
43,1,6:41.0,,Turnover by K. Towns (bad pass; steal by M. Harkless),11,11
44,1,6:37.0,D. Lillard misses 3-pt jump shot from 26 ft,,11,11
45,1,6:34.0,Offensive rebound by A. Aminu,,11,11
46,1,6:26.0,M. Harkless makes 2-pt dunk at rim (assist by E. Freedom),,13,11
47,1,6:19.0,,Minnesota full timeout,13,11
48,1,6:10.0,,J. Okogie makes 3-pt jump shot from 25 ft (assist by K. Towns),13,14
49,1,5:52.0,E. Freedom makes 2-pt dunk from 2 ft (assist by D. Lillard),,15,14
50,1,5:38.0,,K. Towns misses 3-pt jump shot from 26 ft,15,14
51,1,5:36.0,Defensive rebound by R. Hood,,15,14
52,1,5:29.0,R. Hood makes 2-pt jump shot from 9 ft,,17,14
53,1,5:15.0,,D. Šarić makes 2-pt layup from 1 ft (assist by T. Jones),17,16
54,1,4:49.0,D. Lillard misses 2-pt jump shot from 8 ft,,17,16
55,1,4:48.0,Offensive rebound by E. Freedom,,17,16
56,1,4:48.0,E. Freedom makes 2-pt layup from 3 ft,,19,16
57,1,4:48.0,Shooting foul by D. Šarić (drawn by E. Freedom),,19,16
58,1,4:48.0,E. Freedom makes free throw 1 of 1,,20,16
59,1,4:35.0,,T. Jones makes 2-pt jump shot from 24 ft (assist by A. Wiggins),20,18
60,1,4:19.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),,22,18
61,1,4:04.0,,A. Wiggins makes 2-pt layup at rim (assist by K. Towns),22,20
62,1,3:40.0,D. Lillard misses 2-pt jump shot from 17 ft,,22,20
63,1,3:37.0,Offensive rebound by M. Harkless,,22,20
64,1,3:29.0,Turnover by A. Aminu (lost ball; steal by T. Jones),,22,20
65,1,3:22.0,,T. Jones misses 2-pt layup from 1 ft,22,20
66,1,3:22.0,,Offensive rebound by Team,22,20
67,1,3:22.0,Z. Collins enters the game for A. Aminu,,22,20
68,1,3:22.0,E. Turner enters the game for M. Harkless,,22,20
69,1,3:18.0,,K. Towns misses 2-pt jump shot from 8 ft,22,20
70,1,3:15.0,Defensive rebound by E. Freedom,,22,20
71,1,3:11.0,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Lillard),,25,20
72,1,2:59.0,,T. Jones misses 2-pt jump shot from 16 ft,25,20
73,1,2:57.0,Defensive rebound by E. Freedom,,25,20
74,1,2:40.0,E. Turner makes 2-pt layup from 1 ft (assist by D. Lillard),,27,20
75,1,2:18.0,,A. Wiggins misses 2-pt layup from 6 ft,27,20
76,1,2:16.0,,Offensive rebound by J. Okogie,27,20
77,1,2:16.0,,J. Okogie makes 2-pt layup from 1 ft,27,22
78,1,2:04.0,Z. Collins misses 3-pt jump shot from 24 ft,,27,22
79,1,2:00.0,,Defensive rebound by A. Wiggins,27,22
80,1,1:50.0,,A. Wiggins misses 3-pt jump shot from 27 ft,27,22
81,1,1:46.0,Defensive rebound by R. Hood,,27,22
82,1,1:38.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),,30,22
83,1,1:27.0,,Minnesota full timeout,30,22
84,1,1:27.0,,K. Bates-Diop enters the game for J. Okogie,30,22
85,1,1:27.0,,C. Reynolds enters the game for D. Šarić,30,22
86,1,1:27.0,,A. Tolliver enters the game for A. Wiggins,30,22
87,1,1:20.0,,A. Tolliver misses 3-pt jump shot from 26 ft,30,22
88,1,1:18.0,Defensive rebound by E. Turner,,30,22
89,1,1:01.0,Z. Collins makes 2-pt jump shot from 12 ft (assist by D. Lillard),,32,22
90,1,0:45.0,,Shooting foul by R. Hood (drawn by K. Bates-Diop),32,22
91,1,0:45.0,,K. Bates-Diop misses free throw 1 of 2,32,22
92,1,0:45.0,,Offensive rebound by Team,32,22
93,1,0:45.0,M. Leonard enters the game for E. Freedom,,32,22
94,1,0:45.0,,J. Bayless enters the game for T. Jones,32,22
95,1,0:45.0,,G. Dieng enters the game for K. Towns,32,22
96,1,0:45.0,,K. Bates-Diop makes free throw 2 of 2,32,23
97,1,0:31.0,M. Leonard makes 3-pt jump shot from 23 ft (assist by D. Lillard),,35,23
98,1,0:08.0,,A. Tolliver misses 2-pt layup from 2 ft,35,23
99,1,0:06.0,Defensive rebound by M. Leonard,,35,23
100,1,0:04.0,Personal take foul by K. Bates-Diop (drawn by R. Hood),,35,23
101,1,0:04.0,S. Curry enters the game for Z. Collins,,35,23
102,1,0:01.0,R. Hood makes 3-pt jump shot from 23 ft (assist by E. Turner),,38,23
103,1,0:00.0,,K. Bates-Diop misses 3-pt jump shot from 48 ft,38,23
104,1,0:00.0,,Offensive rebound by Team,38,23
105,2,11:46.0,J. Layman makes 2-pt jump shot from 12 ft (assist by E. Turner),,40,23
106,2,11:33.0,,G. Dieng makes 2-pt layup from 1 ft (assist by J. Bayless),40,25
107,2,11:10.0,Shooting foul by C. Reynolds (drawn by J. Layman),,40,25
108,2,11:10.0,J. Layman makes free throw 1 of 2,,41,25
109,2,11:10.0,J. Layman misses free throw 2 of 2,,41,25
110,2,11:10.0,,Defensive rebound by G. Dieng,41,25
111,2,10:55.0,,Shooting foul by M. Leonard (drawn by G. Dieng),41,25
112,2,10:55.0,,G. Dieng makes free throw 1 of 2,41,26
113,2,10:55.0,,G. Dieng makes free throw 2 of 2,41,27
114,2,10:41.0,M. Leonard makes 2-pt dunk from 2 ft (assist by Z. Collins),,43,27
115,2,10:32.0,,Turnover by J. Bayless (out of bounds lost ball),43,27
116,2,10:13.0,M. Leonard makes 2-pt jump shot from 13 ft,,45,27
117,2,10:01.0,,K. Bates-Diop makes 3-pt jump shot from 25 ft (assist by G. Dieng),45,30
118,2,9:39.0,J. Layman misses 2-pt jump shot from 19 ft,,45,30
119,2,9:35.0,Offensive rebound by S. Curry,,45,30
120,2,9:30.0,Turnover by S. Curry (bad pass; steal by J. Bayless),,45,30
121,2,9:21.0,,C. Reynolds makes 3-pt jump shot from 26 ft (assist by J. Bayless),45,33
122,2,9:04.0,S. Curry misses 3-pt jump shot from 26 ft,,45,33
123,2,9:00.0,,Defensive rebound by K. Bates-Diop,45,33
124,2,8:51.0,,K. Bates-Diop makes 3-pt jump shot from 26 ft (assist by J. Bayless),45,36
125,2,8:38.0,Shooting foul by C. Reynolds (drawn by J. Layman),,45,36
126,2,8:38.0,J. Layman misses free throw 1 of 2,,45,36
127,2,8:38.0,Offensive rebound by Team,,45,36
128,2,8:38.0,J. Layman makes free throw 2 of 2,,46,36
129,2,8:27.0,,J. Bayless misses 3-pt jump shot from 22 ft,46,36
130,2,8:23.0,Defensive rebound by M. Leonard,,46,36
131,2,8:20.0,J. Layman makes 2-pt layup from 1 ft (assist by E. Turner),,48,36
132,2,8:09.0,,A. Tolliver misses 3-pt jump shot from 25 ft,48,36
133,2,8:07.0,Defensive rebound by M. Leonard,,48,36
134,2,7:49.0,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),,51,36
135,2,7:43.0,,Minnesota full timeout,51,36
136,2,7:26.0,,K. Bates-Diop misses 2-pt jump shot from 9 ft,51,36
137,2,7:24.0,Defensive rebound by E. Turner,,51,36
138,2,7:19.0,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),,54,36
139,2,7:07.0,Violation by Team (kicked ball),,54,36
140,2,7:07.0,,A. Wiggins enters the game for K. Bates-Diop,54,36
141,2,7:01.0,,J. Bayless makes 2-pt jump shot from 6 ft,54,38
142,2,6:37.0,E. Turner makes 3-pt jump shot from 22 ft (assist by M. Leonard),,57,38
143,2,6:22.0,,A. Tolliver misses 3-pt jump shot from 28 ft,57,38
144,2,6:19.0,,Offensive rebound by G. Dieng,57,38
145,2,6:18.0,,G. Dieng makes 2-pt layup from 3 ft,57,40
146,2,5:56.0,M. Leonard makes 2-pt dunk from 1 ft (assist by E. Turner),,59,40
147,2,5:45.0,,Shooting foul by S. Curry (drawn by J. Bayless),59,40
148,2,5:45.0,,J. Bayless makes free throw 1 of 2,59,41
149,2,5:45.0,,D. Šarić enters the game for G. Dieng,59,41
150,2,5:45.0,,K. Towns enters the game for A. Tolliver,59,41
151,2,5:45.0,,J. Bayless makes free throw 2 of 2,59,42
152,2,5:32.0,J. Layman misses 3-pt jump shot from 25 ft,,59,42
153,2,5:29.0,,Defensive rebound by A. Wiggins,59,42
154,2,5:19.0,,K. Towns misses 2-pt jump shot from 22 ft,59,42
155,2,5:16.0,Defensive rebound by M. Leonard,,59,42
