,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,INDIANA_ACTION,OKLAHOMA CITY_SCORE,INDIANA_SCORE
85,1,2:54.0,S. Adams makes 2-pt hook shot from 4 ft,,20,12
86,1,2:31.0,,T. Young makes 2-pt layup from 1 ft (assist by B. Bogdanović),20,14
87,1,2:20.0,R. Westbrook makes 2-pt jump shot from 13 ft,,22,14
88,1,2:10.0,,D. Collison makes 2-pt layup from 1 ft,22,16
89,1,2:10.0,,Shooting foul by D. Schröder (drawn by D. Collison),22,16
90,1,2:10.0,Oklahoma City full timeout,,22,16
91,1,2:10.0,P. George enters the game for S. Adams,,22,16
92,1,2:10.0,M. Morris enters the game for T. Ferguson,,22,16
93,1,2:10.0,A. Nader enters the game for J. Grant,,22,16
94,1,2:10.0,N. Noel enters the game for R. Westbrook,,22,16
95,1,2:10.0,,T. Leaf enters the game for B. Bogdanović,22,16
96,1,2:10.0,,W. Matthews enters the game for C. Joseph,22,16
97,1,2:10.0,,D. McDermott enters the game for M. Turner,22,16
98,1,2:10.0,,D. Sabonis enters the game for T. Young,22,16
99,1,2:10.0,,D. Collison makes free throw 1 of 1,22,17
100,1,1:55.0,P. George misses 2-pt jump shot from 21 ft,,22,17
101,1,1:53.0,Offensive rebound by N. Noel,,22,17
102,1,1:43.0,M. Morris makes 2-pt jump shot from 15 ft,,24,17
103,1,1:30.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by T. Leaf),24,20
104,1,1:15.0,M. Morris makes 3-pt jump shot from 26 ft (assist by P. George),,27,20
105,1,1:00.0,,Personal foul by A. Nader (drawn by W. Matthews),27,20
106,1,1:00.0,,C. Joseph enters the game for D. Collison,27,20
107,1,0:47.0,,C. Joseph misses 2-pt jump shot from 20 ft,27,20
108,1,0:44.0,Defensive rebound by A. Nader,,27,20
109,1,0:35.0,D. Schröder makes 2-pt jump shot from 6 ft,,29,20
110,1,0:27.0,,Personal foul by N. Noel (drawn by D. Sabonis),29,20
111,1,0:27.0,,D. Sabonis makes free throw 1 of 2,29,21
112,1,0:27.0,,D. Sabonis makes free throw 2 of 2,29,22
113,1,0:09.0,Personal foul by W. Matthews (drawn by P. George),,29,22
114,1,0:01.0,M. Morris misses 3-pt jump shot from 23 ft,,29,22
115,1,0:00.0,Offensive rebound by Team,,29,22
116,2,11:48.0,,D. Sabonis makes 2-pt layup at rim,29,24
117,2,11:48.0,,Shooting foul by N. Noel (drawn by D. Sabonis),29,24
118,2,11:48.0,,D. Sabonis makes free throw 1 of 1,29,25
119,2,11:37.0,Shooting foul by T. Leaf (drawn by P. George),,29,25
120,2,11:37.0,P. George makes free throw 1 of 2,,30,25
121,2,11:37.0,P. George makes free throw 2 of 2,,31,25
122,2,11:15.0,,D. Sabonis misses 2-pt jump shot from 18 ft,31,25
123,2,11:12.0,Defensive rebound by N. Noel,,31,25
124,2,11:05.0,D. Schröder misses 2-pt jump shot from 13 ft,,31,25
125,2,11:02.0,,Defensive rebound by D. Sabonis,31,25
126,2,10:53.0,,D. Sabonis makes 2-pt layup from 1 ft,31,27
127,2,10:44.0,P. George makes 3-pt jump shot from 28 ft,,34,27
128,2,10:28.0,,D. McDermott makes 2-pt layup from 3 ft (assist by D. Sabonis),34,29
129,2,10:20.0,P. George makes 3-pt jump shot from 27 ft,,37,29
130,2,10:10.0,Violation by Team (kicked ball),,37,29
131,2,10:10.0,,D. Sabonis misses 2-pt jump shot from 4 ft,37,29
132,2,9:55.0,Defensive rebound by M. Morris,,37,29
133,2,9:46.0,P. George makes 2-pt dunk from 1 ft (assist by D. Schröder),,39,29
134,2,9:27.0,,Turnover by W. Matthews (bad pass; steal by A. Nader),39,29
135,2,9:22.0,D. Schröder misses 3-pt jump shot from 25 ft,,39,29
136,2,9:18.0,,Defensive rebound by W. Matthews,39,29
137,2,9:14.0,,W. Matthews misses 3-pt jump shot from 28 ft,39,29
138,2,9:13.0,Defensive rebound by Team,,39,29
139,2,9:13.0,Oklahoma City full timeout,,39,29
140,2,9:13.0,,T. Young enters the game for T. Leaf,39,29
141,2,9:00.0,A. Nader makes 3-pt jump shot from 23 ft (assist by P. George),,42,29
142,2,8:35.0,,Shooting foul by N. Noel (drawn by D. Sabonis),42,29
143,2,8:35.0,R. Westbrook enters the game for P. George,,42,29
144,2,8:35.0,,D. Collison enters the game for W. Matthews,42,29
145,2,8:35.0,,D. Sabonis makes free throw 1 of 2,42,30
146,2,8:35.0,,B. Bogdanović enters the game for D. McDermott,42,30
147,2,8:35.0,,D. Sabonis misses free throw 2 of 2,42,30
148,2,8:33.0,,Offensive rebound by Team,42,30
149,2,8:20.0,,T. Young misses 3-pt jump shot from 26 ft,42,30
150,2,8:17.0,Defensive rebound by N. Noel,,42,30
151,2,8:00.0,Turnover by N. Noel (lost ball; steal by T. Young),,42,30
152,2,7:46.0,,C. Joseph misses 3-pt jump shot from 25 ft,42,30
153,2,7:43.0,Defensive rebound by R. Westbrook,,42,30
154,2,7:38.0,D. Schröder misses 2-pt jump shot from 15 ft,,42,30
155,2,7:34.0,,Defensive rebound by D. Sabonis,42,30
156,2,7:30.0,,D. Collison misses 2-pt layup from 5 ft (block by R. Westbrook),42,30
157,2,7:26.0,Defensive rebound by M. Morris,,42,30
158,2,7:19.0,N. Noel misses 2-pt dunk from 2 ft,,42,30
159,2,7:17.0,Offensive rebound by R. Westbrook,,42,30
160,2,7:15.0,A. Nader makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,45,30
161,2,7:12.0,,Indiana full timeout,45,30
162,2,7:12.0,S. Adams enters the game for M. Morris,,45,30
163,2,7:12.0,J. Grant enters the game for N. Noel,,45,30
164,2,6:59.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),45,32
165,2,6:41.0,D. Schröder misses 2-pt layup from 3 ft,,45,32
166,2,6:39.0,,Defensive rebound by D. Sabonis,45,32
167,2,6:23.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by B. Bogdanović),45,34
168,2,6:11.0,A. Nader misses 3-pt jump shot from 26 ft,,45,34
169,2,6:08.0,,Defensive rebound by T. Young,45,34
170,2,5:56.0,,D. Collison misses 2-pt layup from 2 ft,45,34
171,2,5:54.0,,Offensive rebound by D. Collison,45,34
172,2,5:54.0,,D. Collison makes 2-pt layup from 1 ft,45,36
173,2,5:34.0,Turnover by S. Adams (lost ball; steal by D. Collison),,45,36
174,2,5:26.0,,Personal foul by D. Schröder (drawn by D. Collison),45,36
175,2,5:26.0,T. Ferguson enters the game for A. Nader,,45,36
176,2,5:26.0,P. George enters the game for D. Schröder,,45,36
177,2,5:26.0,,W. Matthews enters the game for C. Joseph,45,36
178,2,5:21.0,,D. Sabonis misses 2-pt jump shot from 17 ft,45,36
179,2,5:18.0,Defensive rebound by R. Westbrook,,45,36
180,2,5:15.0,Personal foul by D. Sabonis (drawn by S. Adams),,45,36
181,2,5:15.0,,M. Turner enters the game for D. Sabonis,45,36
182,2,5:11.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by P. George),,48,36
183,2,4:46.0,,D. Collison misses 2-pt jump shot from 7 ft,48,36
184,2,4:44.0,Defensive rebound by S. Adams,,48,36
185,2,4:37.0,S. Adams misses 2-pt hook shot from 6 ft,,48,36
186,2,4:34.0,Offensive rebound by S. Adams,,48,36
187,2,4:34.0,Offensive foul by S. Adams (drawn by M. Turner),,48,36
188,2,4:34.0,Turnover by S. Adams (offensive foul),,48,36
189,2,4:24.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,48,36
190,2,4:21.0,,Offensive rebound by M. Turner,48,36
191,2,4:21.0,,M. Turner makes 2-pt layup from 1 ft,48,38
192,2,4:15.0,P. George makes 3-pt jump shot from 26 ft,,51,38
193,2,3:55.0,,Personal foul by T. Ferguson (drawn by W. Matthews),51,38
194,2,3:55.0,D. Schröder enters the game for T. Ferguson,,51,38
195,2,3:50.0,,M. Turner misses 3-pt jump shot from 28 ft,51,38
196,2,3:47.0,Defensive rebound by D. Schröder,,51,38
197,2,3:44.0,Personal foul by D. Collison (drawn by R. Westbrook),,51,38
198,2,3:33.0,Offensive foul by P. George (drawn by W. Matthews),,51,38
199,2,3:33.0,Turnover by P. George (offensive foul),,51,38
200,2,3:25.0,,W. Matthews makes 2-pt layup from 3 ft (assist by D. Collison),51,40
201,2,3:14.0,S. Adams makes 2-pt dunk from 2 ft (assist by P. George),,53,40
202,2,2:58.0,,Shooting foul by S. Adams (drawn by M. Turner),53,40
203,2,2:58.0,Technical foul by S. Adams,,53,40
204,2,2:58.0,,B. Bogdanović makes technical free throw,53,41
205,2,2:58.0,Oklahoma City full timeout,,53,41
206,2,2:58.0,,M. Turner makes free throw 1 of 2,53,42
207,2,2:58.0,,M. Turner makes free throw 2 of 2,53,43
208,2,2:42.0,P. George makes 2-pt jump shot from 11 ft,,55,43
209,2,2:26.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),55,45
210,2,2:11.0,S. Adams misses 2-pt dunk from 1 ft,,55,45
211,2,2:09.0,,Defensive rebound by W. Matthews,55,45
212,2,1:57.0,,Turnover by M. Turner (bad pass; steal by R. Westbrook),55,45
213,2,1:52.0,R. Westbrook makes 2-pt layup from 1 ft (assist by D. Schröder),,57,45
214,2,1:37.0,,Personal foul by P. George (drawn by B. Bogdanović),57,45
215,2,1:37.0,,B. Bogdanović misses free throw 1 of 2,57,45
216,2,1:37.0,,Offensive rebound by Team,57,45
217,2,1:37.0,,B. Bogdanović misses free throw 2 of 2,57,45
218,2,1:36.0,Defensive rebound by R. Westbrook,,57,45
219,2,1:26.0,S. Adams makes 2-pt dunk from 3 ft (assist by R. Westbrook),,59,45
220,2,1:06.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by M. Turner),59,48
221,2,0:54.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,61,48
222,2,0:52.0,,Turnover by W. Matthews (bad pass),61,48
223,2,0:44.0,P. George misses 3-pt jump shot from 28 ft,,61,48
224,2,0:41.0,,Defensive rebound by D. Collison,61,48
225,2,0:35.0,,M. Turner misses 3-pt jump shot from 27 ft,61,48
226,2,0:32.0,Defensive rebound by P. George,,61,48
227,2,0:27.0,P. George misses 2-pt layup from 8 ft,,61,48
228,2,0:26.0,Offensive rebound by S. Adams,,61,48
229,2,0:26.0,S. Adams makes 2-pt dunk at rim,,63,48
230,2,0:07.0,,B. Bogdanović makes 2-pt dunk from 1 ft,63,50
231,2,0:03.0,P. George misses 3-pt jump shot from 32 ft,,63,50
232,2,0:03.0,,Defensive rebound by M. Turner,63,50
233,3,11:39.0,,B. Bogdanović misses 2-pt jump shot from 9 ft (block by R. Westbrook),63,50
234,3,11:36.0,Defensive rebound by P. George,,63,50
235,3,11:33.0,S. Adams misses 2-pt layup from 3 ft (block by M. Turner),,63,50
236,3,11:33.0,,Defensive rebound by W. Matthews,63,50
237,3,11:33.0,Technical foul by N. McMillan,,63,50
238,3,11:33.0,P. George misses technical free throw,,63,50
239,3,11:33.0,,Defensive rebound by Team,63,50
240,3,11:23.0,,W. Matthews misses 2-pt jump shot from 6 ft,63,50
241,3,11:20.0,,Offensive rebound by W. Matthews,63,50
242,3,11:09.0,,W. Matthews misses 2-pt layup from 1 ft,63,50
243,3,11:07.0,Defensive rebound by S. Adams,,63,50
244,3,10:59.0,P. George misses 2-pt layup from 1 ft,,63,50
245,3,10:57.0,,Defensive rebound by M. Turner,63,50
246,3,10:52.0,,Turnover by D. Collison (bad pass),63,50
247,3,10:34.0,P. George misses 2-pt jump shot from 12 ft,,63,50
248,3,10:31.0,,Defensive rebound by D. Collison,63,50
249,3,10:24.0,,Turnover by D. Collison (lost ball; steal by R. Westbrook),63,50
250,3,10:21.0,P. George makes 2-pt layup from 2 ft (assist by J. Grant),,65,50
251,3,10:19.0,,Indiana full timeout,65,50
252,3,9:56.0,,W. Matthews misses 2-pt layup from 1 ft,65,50
253,3,9:52.0,Defensive rebound by P. George,,65,50
254,3,9:45.0,Turnover by R. Westbrook (out of bounds lost ball),,65,50
255,3,9:26.0,,D. Collison makes 2-pt layup at rim (assist by T. Young),65,52
256,3,9:10.0,R. Westbrook makes 2-pt layup from 1 ft,,67,52
257,3,8:55.0,,Turnover by T. Young (bad pass; steal by T. Ferguson),67,52
258,3,8:51.0,R. Westbrook misses 2-pt layup at rim,,67,52
259,3,8:48.0,,Defensive rebound by D. Collison,67,52
260,3,8:46.0,,Personal foul by P. George (drawn by W. Matthews),67,52
261,3,8:42.0,,Personal foul by R. Westbrook (drawn by D. Collison),67,52
262,3,8:31.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,67,52
263,3,8:28.0,Defensive rebound by R. Westbrook,,67,52
264,3,8:23.0,R. Westbrook makes 3-pt jump shot from 29 ft,,70,52
265,3,8:13.0,,T. Young makes 2-pt layup from 2 ft,70,54
266,3,7:54.0,J. Grant misses 2-pt jump shot from 11 ft,,70,54
267,3,7:51.0,,Defensive rebound by M. Turner,70,54
268,3,7:39.0,,W. Matthews misses 3-pt jump shot from 27 ft,70,54
269,3,7:35.0,Defensive rebound by R. Westbrook,,70,54
270,3,7:32.0,Turnover by R. Westbrook (bad pass; steal by W. Matthews),,70,54
271,3,7:27.0,,Turnover by T. Young (bad pass; steal by J. Grant),70,54
272,3,7:27.0,Personal take foul by B. Bogdanović (drawn by J. Grant),,70,54
273,3,7:18.0,P. George makes 2-pt dunk at rim (assist by R. Westbrook),,72,54
274,3,7:18.0,Shooting foul by W. Matthews (drawn by P. George),,72,54
275,3,7:18.0,P. George makes free throw 1 of 1,,73,54
276,3,7:04.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),73,56
277,3,7:04.0,,Shooting foul by R. Westbrook (drawn by T. Young),73,56
278,3,7:04.0,,T. Young makes free throw 1 of 1,73,57
279,3,6:55.0,Offensive foul by J. Grant (drawn by T. Young),,73,57
280,3,6:55.0,Turnover by J. Grant (offensive foul),,73,57
281,3,6:38.0,,Turnover by D. Collison (out of bounds lost ball),73,57
282,3,6:38.0,Oklahoma City full timeout,,73,57
283,3,6:38.0,,D. Sabonis enters the game for T. Young,73,57
284,3,6:26.0,P. George misses 2-pt jump shot from 17 ft,,73,57
285,3,6:23.0,,Defensive rebound by B. Bogdanović,73,57
286,3,6:16.0,,Personal foul by J. Grant (drawn by D. Sabonis),73,57
287,3,6:06.0,,B. Bogdanović misses 2-pt jump shot from 8 ft (block by J. Grant),73,57
288,3,6:03.0,Defensive rebound by S. Adams,,73,57
289,3,5:54.0,Turnover by S. Adams (lost ball; steal by D. Collison),,73,57
290,3,5:50.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),73,59
291,3,5:36.0,S. Adams makes 2-pt layup from 1 ft (assist by P. George),,75,59
292,3,5:21.0,,Shooting foul by J. Grant (drawn by B. Bogdanović),75,59
293,3,5:21.0,,B. Bogdanović makes free throw 1 of 2,75,60
294,3,5:21.0,D. Schröder enters the game for P. George,,75,60
295,3,5:21.0,,C. Joseph enters the game for W. Matthews,75,60
296,3,5:21.0,,B. Bogdanović makes free throw 2 of 2,75,61
297,3,5:05.0,T. Ferguson makes 3-pt jump shot from 28 ft (assist by D. Schröder),,78,61
298,3,4:47.0,,D. Sabonis makes 2-pt layup at rim (assist by D. Collison),78,63
299,3,4:47.0,Violation by Team (def goaltending),,78,63
300,3,4:35.0,Shooting foul by D. Sabonis (drawn by R. Westbrook),,78,63
301,3,4:35.0,R. Westbrook makes free throw 1 of 2,,79,63
302,3,4:35.0,R. Westbrook makes free throw 2 of 2,,80,63
303,3,4:35.0,M. Morris enters the game for J. Grant,,80,63
304,3,4:12.0,,Shooting foul by T. Ferguson (drawn by B. Bogdanović),80,63
305,3,4:12.0,,B. Bogdanović makes free throw 1 of 2,80,64
306,3,4:12.0,,B. Bogdanović makes free throw 2 of 2,80,65
307,3,4:02.0,M. Morris misses 3-pt jump shot from 24 ft,,80,65
308,3,3:59.0,,Defensive rebound by M. Turner,80,65
309,3,3:52.0,,D. Collison misses 3-pt jump shot from 23 ft,80,65
310,3,3:49.0,Defensive rebound by D. Schröder,,80,65
311,3,3:38.0,T. Ferguson misses 2-pt jump shot from 15 ft,,80,65
312,3,3:34.0,,Defensive rebound by C. Joseph,80,65
313,3,3:25.0,,Personal foul by D. Schröder (drawn by B. Bogdanović),80,65
314,3,3:25.0,,B. Bogdanović misses free throw 1 of 2,80,65
315,3,3:25.0,,Offensive rebound by Team,80,65
316,3,3:25.0,N. Noel enters the game for S. Adams,,80,65
317,3,3:25.0,,B. Bogdanović makes free throw 2 of 2,80,66
318,3,3:09.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,83,66
319,3,3:00.0,,D. Collison makes 2-pt layup from 1 ft,83,68
320,3,2:47.0,R. Westbrook misses 2-pt jump shot from 16 ft,,83,68
321,3,2:45.0,Offensive rebound by N. Noel,,83,68
322,3,2:38.0,Turnover by N. Noel (bad pass; steal by C. Joseph),,83,68
323,3,2:34.0,,M. Turner makes 2-pt layup at rim (assist by B. Bogdanović),83,70
324,3,2:27.0,R. Westbrook makes 2-pt layup from 1 ft (assist by N. Noel),,85,70
325,3,2:17.0,,Personal foul by T. Ferguson (drawn by D. Collison),85,70
326,3,2:17.0,P. George enters the game for T. Ferguson,,85,70
327,3,2:17.0,A. Nader enters the game for R. Westbrook,,85,70
328,3,2:17.0,,W. Matthews enters the game for B. Bogdanović,85,70
329,3,2:17.0,,T. Young enters the game for M. Turner,85,70
330,3,2:17.0,,D. Collison makes free throw 1 of 2,85,71
331,3,2:17.0,,D. Collison makes free throw 2 of 2,85,72
332,3,2:04.0,Turnover by P. George (lost ball; steal by W. Matthews),,85,72
333,3,1:55.0,,T. Young misses 3-pt jump shot from 24 ft,85,72
334,3,1:52.0,,Offensive rebound by Team,85,72
335,3,1:52.0,Loose ball foul by A. Nader (drawn by D. Sabonis),,85,72
336,3,1:52.0,,D. Sabonis makes free throw 1 of 2,85,73
337,3,1:52.0,,D. McDermott enters the game for D. Collison,85,73
338,3,1:52.0,,D. Sabonis makes free throw 2 of 2,85,74
339,3,1:40.0,D. Schröder misses 2-pt jump shot from 16 ft,,85,74
340,3,1:37.0,,Defensive rebound by D. McDermott,85,74
341,3,1:23.0,,D. Sabonis makes 2-pt layup from 2 ft,85,76
342,3,1:16.0,Personal foul by C. Joseph (drawn by D. Schröder),,85,76
343,3,1:10.0,Personal foul by T. Young (drawn by P. George),,85,76
344,3,1:10.0,P. George makes free throw 1 of 2,,86,76
345,3,1:10.0,P. George misses free throw 2 of 2,,86,76
346,3,1:09.0,,Defensive rebound by D. Sabonis,86,76
347,3,0:57.0,,Personal foul by M. Morris (drawn by D. Sabonis),86,76
348,3,0:57.0,,D. Sabonis makes free throw 1 of 2,86,77
349,3,0:57.0,,D. Sabonis makes free throw 2 of 2,86,78
350,3,0:33.0,D. Schröder misses 2-pt jump shot from 12 ft,,86,78
351,3,0:33.0,Offensive rebound by Team,,86,78
352,3,0:33.0,Turnover by Team (shot clock),,86,78
353,3,0:20.0,,C. Joseph misses 3-pt jump shot from 26 ft,86,78
354,3,0:16.0,Defensive rebound by P. George,,86,78
355,3,0:01.0,Shooting foul by D. McDermott (drawn by P. George),,86,78
356,3,0:01.0,P. George makes free throw 1 of 2,,87,78
357,3,0:01.0,P. George makes free throw 2 of 2,,88,78
358,3,0:00.0,,C. Joseph makes 3-pt jump shot from 46 ft (assist by D. Sabonis),88,81
359,4,11:44.0,P. George misses 2-pt layup from 3 ft (block by D. Sabonis),,88,81
360,4,11:44.0,Offensive rebound by Team,,88,81
361,4,11:38.0,P. George misses 2-pt jump shot from 13 ft,,88,81
362,4,11:35.0,,Defensive rebound by D. Sabonis,88,81
363,4,11:22.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. McDermott),88,83
364,4,11:04.0,D. Schröder misses 2-pt layup from 1 ft,,88,83
365,4,11:02.0,,Defensive rebound by T. Young,88,83
366,4,10:56.0,,W. Matthews misses 3-pt jump shot from 26 ft,88,83
367,4,10:53.0,Defensive rebound by P. George,,88,83
368,4,10:40.0,A. Nader misses 3-pt jump shot from 27 ft,,88,83
369,4,10:34.0,,Defensive rebound by W. Matthews,88,83
370,4,10:22.0,,D. McDermott misses 2-pt jump shot from 18 ft,88,83
371,4,10:18.0,,Offensive rebound by T. Young,88,83
372,4,10:18.0,,T. Young misses 2-pt layup at rim,88,83
373,4,10:17.0,Defensive rebound by P. George,,88,83
374,4,10:12.0,Personal foul by C. Joseph (drawn by P. George),,88,83
375,4,10:12.0,R. Westbrook enters the game for D. Schröder,,88,83
376,4,10:01.0,R. Westbrook misses 3-pt jump shot from 29 ft,,88,83
377,4,9:58.0,,Defensive rebound by D. McDermott,88,83
378,4,9:51.0,,Turnover by W. Matthews (traveling),88,83
379,4,9:31.0,M. Morris misses 2-pt jump shot from 19 ft,,88,83
380,4,9:27.0,,Defensive rebound by W. Matthews,88,83
381,4,9:12.0,,Personal foul by M. Morris (drawn by D. Sabonis),88,83
382,4,8:57.0,,Turnover by C. Joseph (bad pass; steal by R. Westbrook),88,83
383,4,8:51.0,Shooting foul by D. Sabonis (drawn by A. Nader),,88,83
384,4,8:51.0,A. Nader makes free throw 1 of 2,,89,83
385,4,8:51.0,D. Schröder enters the game for P. George,,89,83
386,4,8:51.0,,D. Collison enters the game for W. Matthews,89,83
387,4,8:51.0,A. Nader makes free throw 2 of 2,,90,83
388,4,8:36.0,,C. Joseph misses 2-pt jump shot from 17 ft,90,83
389,4,8:33.0,Defensive rebound by R. Westbrook,,90,83
