,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
444,4,5:34.0,Offensive foul by E. Freedom (drawn by K. Caldwell-Pope),,104,102
445,4,5:34.0,Turnover by E. Freedom (offensive foul),,104,102
446,4,5:18.0,,B. Ingram makes 2-pt layup from 1 ft,104,104
447,4,5:18.0,,Shooting foul by E. Freedom (drawn by B. Ingram),104,104
448,4,5:18.0,,B. Ingram makes free throw 1 of 1,104,105
449,4,5:06.0,Shooting foul by K. Caldwell-Pope (drawn by T. Hardaway),,104,105
450,4,5:06.0,T. Hardaway makes free throw 1 of 2,,105,105
451,4,5:06.0,T. Hardaway makes free throw 2 of 2,,106,105
452,4,4:56.0,,Personal foul by M. Hezonja (drawn by B. Ingram),106,105
453,4,4:56.0,,J. Hart enters the game for K. Caldwell-Pope,106,105
454,4,4:47.0,,L. Stephenson makes 2-pt layup from 2 ft,106,107
455,4,4:34.0,T. Hardaway misses 2-pt jump shot from 18 ft,,106,107
456,4,4:31.0,,Defensive rebound by B. Ingram,106,107
457,4,4:20.0,,B. Ingram misses 2-pt jump shot from 4 ft,106,107
458,4,4:17.0,Defensive rebound by E. Mudiay,,106,107
459,4,4:13.0,M. Hezonja makes 2-pt layup from 2 ft (assist by E. Mudiay),,108,107
460,4,4:00.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. Ball),108,109
461,4,3:45.0,Shooting foul by J. McGee (drawn by K. Knox),,108,109
462,4,3:45.0,K. Knox makes free throw 1 of 2,,109,109
463,4,3:45.0,K. Knox makes free throw 2 of 2,,110,109
464,4,3:31.0,,B. Ingram misses 2-pt layup from 2 ft (block by E. Freedom),110,109
465,4,3:28.0,Defensive rebound by K. Knox,,110,109
466,4,3:28.0,Shooting foul by L. Stephenson (drawn by T. Hardaway),,110,109
467,4,3:28.0,T. Hardaway makes free throw 1 of 2,,111,109
468,4,3:28.0,T. Hardaway makes free throw 2 of 2,,112,109
469,4,3:12.0,,J. Hart misses 3-pt jump shot from 26 ft,112,109
470,4,3:08.0,Defensive rebound by E. Freedom,,112,109
471,4,2:53.0,T. Hardaway misses 3-pt jump shot from 26 ft,,112,109
472,4,2:51.0,,Defensive rebound by J. McGee,112,109
473,4,2:42.0,,L. Ball misses 2-pt layup from 2 ft,112,109
474,4,2:38.0,,Offensive rebound by L. Ball,112,109
475,4,2:38.0,,L. Ball misses 2-pt layup at rim,112,109
476,4,2:37.0,Defensive rebound by E. Mudiay,,112,109
477,4,2:34.0,E. Mudiay misses 2-pt layup from 3 ft,,112,109
478,4,2:32.0,,Defensive rebound by B. Ingram,112,109
479,4,2:28.0,,Turnover by B. Ingram (out of bounds lost ball),112,109
480,4,2:28.0,New York full timeout,,112,109
481,4,2:28.0,,K. Caldwell-Pope enters the game for L. Stephenson,112,109
482,4,2:12.0,E. Mudiay misses 3-pt jump shot from 27 ft,,112,109
483,4,2:10.0,,Defensive rebound by B. Ingram,112,109
484,4,1:56.0,,B. Ingram misses 2-pt hook shot from 3 ft,112,109
485,4,1:56.0,Defensive rebound by Team,,112,109
486,4,1:40.0,K. Knox makes 2-pt jump shot from 2 ft (assist by E. Freedom),,114,109
487,4,1:40.0,,LA Lakers full timeout,114,109
488,4,1:40.0,,Turnover by (5 sec),114,109
489,4,1:29.0,Turnover by M. Hezonja (bad pass),,114,109
490,4,1:17.0,,J. McGee misses 2-pt hook shot from 4 ft,114,109
491,4,1:14.0,,Offensive rebound by J. Hart,114,109
492,4,1:13.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Hart),114,112
493,4,0:55.0,E. Freedom makes 2-pt layup from 2 ft (assist by M. Hezonja),,116,112
494,4,0:55.0,,Violation by Team (def goaltending),116,112
495,4,0:47.0,,Turnover by L. Ball (bad pass; steal by M. Hezonja),116,112
496,4,0:33.0,E. Mudiay misses 2-pt layup from 2 ft,,116,112
497,4,0:33.0,Offensive rebound by E. Freedom,,116,112
498,4,0:33.0,E. Freedom makes 2-pt layup from 1 ft,,118,112
499,4,0:33.0,,LA Lakers full timeout,118,112
500,4,0:33.0,,T. Chandler enters the game for J. McGee,118,112
501,4,0:31.0,,J. Hart misses 3-pt jump shot from 27 ft,118,112
502,4,0:26.0,,Offensive rebound by L. Ball,118,112
503,4,0:24.0,,J. Hart misses 3-pt jump shot from 28 ft,118,112
504,4,0:22.0,Defensive rebound by M. Hezonja,,118,112
505,4,0:20.0,Personal take foul by J. Hart (drawn by M. Hezonja),,118,112
506,4,0:20.0,M. Hezonja misses free throw 1 of 2,,118,112
507,4,0:20.0,Offensive rebound by Team,,118,112
508,4,0:20.0,M. Hezonja makes free throw 2 of 2,,119,112
509,4,0:17.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,119,112
510,4,0:13.0,Defensive rebound by E. Freedom,,119,112
