,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
387,4,4:52.0,,Personal foul by I. Mahinmi (drawn by M. Gasol),84,94
388,4,4:52.0,,M. Gasol misses free throw 1 of 2,84,94
389,4,4:52.0,,Offensive rebound by Team,84,94
390,4,4:52.0,,M. Gasol misses free throw 2 of 2,84,94
391,4,4:50.0,Defensive rebound by O. Porter,,84,94
392,4,4:42.0,Personal foul by M. Conley (drawn by I. Mahinmi),,84,94
393,4,4:42.0,I. Mahinmi makes free throw 1 of 2,,85,94
394,4,4:42.0,I. Mahinmi makes free throw 2 of 2,,86,94
395,4,4:30.0,,M. Conley makes 2-pt layup from 1 ft,86,96
396,4,4:12.0,K. Oubre misses 3-pt jump shot from 26 ft,,86,96
397,4,4:09.0,,Defensive rebound by M. Gasol,86,96
398,4,3:52.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by S. Mack),86,98
399,4,3:39.0,Turnover by J. Wall (bad pass; steal by M. Gasol),,86,98
400,4,3:23.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),86,101
401,4,3:21.0,Washington full timeout,,86,101
402,4,3:21.0,J. Green enters the game for I. Mahinmi,,86,101
403,4,3:09.0,O. Porter makes 2-pt layup from 4 ft (assist by J. Green),,88,101
404,4,2:47.0,Technical foul by J. Wall,,88,101
405,4,2:47.0,,M. Conley makes technical free throw,88,102
406,4,2:44.0,,M. Conley misses 2-pt jump shot from 20 ft,88,102
407,4,2:38.0,Defensive rebound by B. Beal,,88,102
408,4,2:36.0,J. Wall misses 2-pt layup from 1 ft,,88,102
409,4,2:32.0,,Defensive rebound by M. Conley,88,102
410,4,2:13.0,,Turnover by G. Temple (bad pass; steal by O. Porter),88,102
411,4,2:09.0,Shooting foul by S. Mack (drawn by K. Oubre),,88,102
412,4,2:09.0,K. Oubre makes free throw 1 of 2,,89,102
413,4,2:09.0,,K. Anderson enters the game for D. Brooks,89,102
414,4,2:09.0,K. Oubre makes free throw 2 of 2,,90,102
415,4,1:49.0,,M. Gasol makes 2-pt jump shot from 8 ft (assist by M. Conley),90,104
416,4,1:39.0,B. Beal misses 3-pt jump shot from 27 ft,,90,104
417,4,1:36.0,,Defensive rebound by M. Conley,90,104
418,4,1:17.0,,S. Mack makes 3-pt jump shot from 26 ft (assist by M. Conley),90,107
419,4,1:07.0,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),,93,107
420,4,0:47.0,,M. Conley misses 3-pt jump shot from 26 ft,93,107
421,4,0:46.0,Defensive rebound by J. Wall,,93,107
422,4,0:41.0,J. Wall makes 2-pt layup from 1 ft,,95,107
423,4,0:19.0,,M. Conley misses 3-pt jump shot from 26 ft,95,107
424,4,0:16.0,Defensive rebound by B. Beal,,95,107
425,4,0:09.0,J. Green misses 3-pt jump shot from 23 ft,,95,107
426,4,0:06.0,,Defensive rebound by K. Anderson,95,107
