,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DALLAS_ACTION,LA LAKERS_SCORE,DALLAS_SCORE
0,1,11:43.0,,H. Barnes makes 3-pt jump shot from 25 ft,0,3
1,1,11:24.0,Turnover by B. Ingram (lost ball; steal by H. Barnes),,0,3
2,1,11:14.0,,D. Smith makes 2-pt jump shot from 10 ft,0,5
3,1,11:12.0,,Loose ball foul by D. Jordan (drawn by J. McGee),0,5
4,1,10:50.0,J. Hart misses 2-pt jump shot from 7 ft,,0,5
5,1,10:47.0,,Defensive rebound by D. Jordan,0,5
6,1,10:37.0,,L. Dončić misses 3-pt jump shot from 28 ft,0,5
7,1,10:32.0,Defensive rebound by K. Kuzma,,0,5
8,1,10:28.0,K. Kuzma misses 2-pt jump shot from 6 ft,,0,5
9,1,10:25.0,,Defensive rebound by Team,0,5
10,1,10:15.0,,L. Dončić misses 2-pt jump shot from 13 ft,0,5
11,1,10:12.0,Defensive rebound by J. McGee,,0,5
12,1,10:08.0,L. Ball misses 2-pt jump shot from 12 ft,,0,5
13,1,10:05.0,,Defensive rebound by D. Jordan,0,5
14,1,9:51.0,,W. Matthews misses 2-pt layup from 3 ft,0,5
15,1,9:48.0,Defensive rebound by J. Hart,,0,5
16,1,9:46.0,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Hart),,3,5
17,1,9:16.0,,D. Smith makes 3-pt jump shot from 25 ft,3,8
18,1,9:03.0,L. Ball misses 3-pt jump shot from 28 ft,,3,8
19,1,9:00.0,,Defensive rebound by D. Jordan,3,8
20,1,8:57.0,,L. Dončić makes 2-pt jump shot from 7 ft,3,10
21,1,8:57.0,,Shooting foul by B. Ingram (drawn by L. Dončić),3,10
22,1,8:57.0,,L. Dončić makes free throw 1 of 1,3,11
23,1,8:49.0,B. Ingram misses 2-pt jump shot from 13 ft,,3,11
24,1,8:45.0,,Defensive rebound by D. Jordan,3,11
25,1,8:37.0,,H. Barnes misses 3-pt jump shot from 26 ft,3,11
26,1,8:33.0,Defensive rebound by J. Hart,,3,11
27,1,8:29.0,B. Ingram makes 2-pt layup from 1 ft,,5,11
28,1,8:10.0,,H. Barnes misses 2-pt hook shot from 3 ft,5,11
29,1,8:08.0,Defensive rebound by J. Hart,,5,11
30,1,8:03.0,Turnover by J. Hart (lost ball; steal by W. Matthews),,5,11
31,1,8:02.0,,Turnover by D. Smith (bad pass; steal by L. Ball),5,11
32,1,8:00.0,L. Ball makes 2-pt dunk from 1 ft,,7,11
33,1,7:44.0,,L. Dončić misses 2-pt jump shot from 13 ft,7,11
34,1,7:44.0,Defensive rebound by J. McGee,,7,11
35,1,7:37.0,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),,9,11
36,1,7:37.0,,Dallas full timeout,9,11
37,1,7:18.0,,Personal foul by J. McGee (drawn by D. Jordan),9,11
38,1,7:08.0,,Shooting foul by B. Ingram (drawn by H. Barnes),9,11
39,1,7:08.0,,H. Barnes makes free throw 1 of 2,9,12
40,1,7:08.0,,H. Barnes makes free throw 2 of 2,9,13
41,1,6:55.0,Turnover by K. Kuzma (bad pass; steal by D. Jordan),,9,13
42,1,6:48.0,,Turnover by D. Smith (lost ball; steal by L. Ball),9,13
43,1,6:43.0,J. Hart makes 2-pt layup from 2 ft (assist by L. Ball),,11,13
44,1,6:31.0,,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),11,15
45,1,6:22.0,B. Ingram makes 2-pt layup from 1 ft,,13,15
46,1,6:09.0,,Turnover by D. Jordan (bad pass),13,15
47,1,5:58.0,K. Kuzma misses 2-pt layup from 4 ft,,13,15
48,1,5:55.0,,Defensive rebound by L. Dončić,13,15
49,1,5:48.0,,D. Smith makes 2-pt layup from 1 ft (assist by L. Dončić),13,17
50,1,5:21.0,K. Kuzma misses 3-pt jump shot from 25 ft,,13,17
51,1,5:20.0,Offensive rebound by Team,,13,17
52,1,5:20.0,Personal foul by D. Smith (drawn by J. McGee),,13,17
53,1,5:08.0,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Hart),,16,17
54,1,4:50.0,,L. Dončić makes 2-pt jump shot from 11 ft,16,19
55,1,4:50.0,Violation by Team (def goaltending),,16,19
56,1,4:38.0,J. Hart misses 3-pt jump shot from 27 ft,,16,19
57,1,4:34.0,,Defensive rebound by D. Jordan,16,19
58,1,4:28.0,,L. Dončić makes 2-pt jump shot from 12 ft,16,21
59,1,4:14.0,J. McGee misses 2-pt hook shot from 10 ft,,16,21
60,1,4:11.0,,Defensive rebound by W. Matthews,16,21
61,1,4:08.0,,L. Dončić misses 3-pt jump shot from 25 ft,16,21
62,1,4:04.0,,Offensive rebound by D. Jordan,16,21
63,1,4:03.0,,Turnover by D. Jordan (bad pass; steal by J. Hart),16,21
64,1,3:59.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. Ball),,18,21
65,1,3:59.0,Shooting foul by D. Smith (drawn by J. McGee),,18,21
66,1,3:59.0,K. Caldwell-Pope enters the game for B. Ingram,,18,21
67,1,3:59.0,,J. Barea enters the game for W. Matthews,18,21
68,1,3:59.0,,D. Finney-Smith enters the game for D. Smith,18,21
69,1,3:59.0,J. McGee misses free throw 1 of 1,,18,21
70,1,3:56.0,,Defensive rebound by D. Jordan,18,21
71,1,3:41.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by J. Barea),18,24
72,1,3:38.0,LA Lakers full timeout,,18,24
73,1,3:38.0,I. Zubac enters the game for J. McGee,,18,24
74,1,3:17.0,K. Kuzma misses 2-pt jump shot from 3 ft (block by D. Jordan),,18,24
75,1,3:17.0,Offensive rebound by Team,,18,24
76,1,3:14.0,K. Kuzma misses 3-pt jump shot from 25 ft,,18,24
77,1,3:11.0,Offensive rebound by L. Ball,,18,24
78,1,3:08.0,J. Hart misses 2-pt jump shot from 13 ft,,18,24
79,1,3:06.0,Offensive rebound by Team,,18,24
80,1,3:06.0,,Loose ball foul by D. Jordan (drawn by I. Zubac),18,24
81,1,3:06.0,,D. Powell enters the game for D. Jordan,18,24
82,1,2:59.0,Turnover by I. Zubac (lost ball; steal by D. Finney-Smith),,18,24
83,1,2:38.0,,D. Finney-Smith makes 2-pt dunk at rim (assist by D. Powell),18,26
84,1,2:22.0,K. Kuzma misses 3-pt jump shot from 24 ft,,18,26
85,1,2:20.0,Offensive rebound by I. Zubac,,18,26
86,1,2:20.0,I. Zubac misses 2-pt layup at rim,,18,26
87,1,2:19.0,Offensive rebound by Team,,18,26
88,1,2:19.0,Personal foul by D. Powell (drawn by I. Zubac),,18,26
89,1,2:19.0,I. Zubac makes free throw 1 of 2,,19,26
90,1,2:19.0,,D. Harris enters the game for H. Barnes,19,26
91,1,2:19.0,,D. Nowitzki enters the game for L. Dončić,19,26
92,1,2:19.0,I. Zubac makes free throw 2 of 2,,20,26
93,1,1:59.0,,J. Barea misses 2-pt jump shot from 6 ft,20,26
94,1,1:57.0,,Offensive rebound by D. Powell,20,26
95,1,1:55.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,20,26
96,1,1:52.0,Defensive rebound by I. Zubac,,20,26
97,1,1:45.0,L. Ball misses 3-pt jump shot from 26 ft,,20,26
98,1,1:41.0,,Defensive rebound by D. Powell,20,26
99,1,1:33.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),20,28
100,1,1:19.0,K. Kuzma misses 2-pt layup from 2 ft,,20,28
101,1,1:17.0,,Defensive rebound by D. Finney-Smith,20,28
102,1,1:06.0,,D. Powell misses 3-pt jump shot from 23 ft,20,28
103,1,1:03.0,Defensive rebound by K. Caldwell-Pope,,20,28
104,1,0:57.0,I. Zubac makes 2-pt hook shot from 4 ft (assist by K. Caldwell-Pope),,22,28
105,1,0:46.0,,J. Barea makes 2-pt layup from 5 ft,22,30
106,1,0:34.0,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by K. Kuzma),,25,30
107,1,0:21.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),25,33
108,1,0:04.0,K. Kuzma misses 2-pt layup from 4 ft (block by D. Powell),,25,33
109,1,0:03.0,Offensive rebound by Team,,25,33
110,1,0:03.0,,M. Kleber enters the game for D. Nowitzki,25,33
111,1,0:02.0,J. Hart misses 3-pt jump shot from 23 ft,,25,33
112,1,0:01.0,,Defensive rebound by D. Finney-Smith,25,33
113,2,11:51.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,25,33
114,2,11:47.0,,Defensive rebound by D. Powell,25,33
115,2,11:36.0,,D. Harris makes 2-pt jump shot from 18 ft (assist by D. Powell),25,35
116,2,11:13.0,M. Beasley makes 2-pt jump shot from 7 ft (assist by S. Mykhailiuk),,27,35
117,2,10:58.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),27,37
118,2,10:40.0,M. Beasley makes 2-pt jump shot from 3 ft,,29,37
119,2,10:23.0,,Shooting foul by T. Chandler (drawn by D. Powell),29,37
120,2,10:23.0,,D. Powell makes free throw 1 of 2,29,38
121,2,10:23.0,,D. Powell misses free throw 2 of 2,29,38
122,2,10:22.0,,Offensive rebound by D. Finney-Smith,29,38
123,2,10:20.0,,D. Finney-Smith makes 2-pt dunk from 1 ft,29,40
124,2,10:00.0,L. Stephenson misses 3-pt jump shot from 23 ft,,29,40
125,2,10:00.0,Offensive rebound by Team,,29,40
126,2,9:52.0,T. Chandler misses 2-pt jump shot from 6 ft (block by D. Nowitzki),,29,40
127,2,9:52.0,,Defensive rebound by Team,29,40
128,2,9:41.0,,Turnover by D. Finney-Smith (step out of bounds),29,40
129,2,9:34.0,L. Stephenson misses 3-pt jump shot from 26 ft,,29,40
130,2,9:31.0,,Defensive rebound by D. Finney-Smith,29,40
131,2,9:20.0,,J. Barea misses 2-pt jump shot from 9 ft,29,40
132,2,9:17.0,,Offensive rebound by J. Barea,29,40
133,2,9:15.0,,J. Barea makes 2-pt layup from 4 ft,29,42
134,2,9:06.0,T. Chandler makes 2-pt jump shot from 5 ft (assist by L. Stephenson),,31,42
135,2,8:56.0,,J. Barea misses 2-pt jump shot from 12 ft,31,42
136,2,8:56.0,,Offensive rebound by D. Finney-Smith,31,42
137,2,8:53.0,,D. Finney-Smith makes 2-pt layup from 2 ft,31,44
138,2,8:53.0,LA Lakers full timeout,,31,44
139,2,8:53.0,B. Ingram enters the game for L. Stephenson,,31,44
140,2,8:42.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,31,44
141,2,8:38.0,,Defensive rebound by D. Nowitzki,31,44
142,2,8:27.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,31,44
143,2,8:23.0,,Offensive rebound by D. Finney-Smith,31,44
144,2,8:21.0,,D. Finney-Smith makes 2-pt layup from 1 ft,31,46
145,2,8:06.0,M. Beasley makes 2-pt jump shot from 17 ft (assist by B. Ingram),,33,46
146,2,7:54.0,,D. Harris misses 2-pt layup from 1 ft,33,46
147,2,7:53.0,,Offensive rebound by D. Powell,33,46
148,2,7:52.0,,D. Powell makes 2-pt layup from 1 ft,33,48
149,2,7:42.0,Shooting foul by D. Nowitzki (drawn by B. Ingram),,33,48
150,2,7:42.0,B. Ingram makes free throw 1 of 2,,34,48
151,2,7:42.0,J. Hart enters the game for M. Beasley,,34,48
152,2,7:42.0,K. Kuzma enters the game for S. Mykhailiuk,,34,48
153,2,7:42.0,B. Ingram misses free throw 2 of 2,,34,48
154,2,7:39.0,Offensive rebound by T. Chandler,,34,48
155,2,7:28.0,B. Ingram makes 2-pt jump shot from 14 ft (assist by T. Chandler),,36,48
156,2,6:58.0,,J. Barea makes 2-pt layup from 3 ft,36,50
157,2,6:41.0,K. Kuzma makes 2-pt jump shot from 2 ft,,38,50
158,2,6:30.0,,Shooting foul by J. Hart (drawn by J. Barea),38,50
159,2,6:30.0,,J. Barea makes free throw 1 of 2,38,51
160,2,6:30.0,L. Ball enters the game for K. Caldwell-Pope,,38,51
161,2,6:30.0,,J. Barea misses free throw 2 of 2,38,51
162,2,6:28.0,Defensive rebound by B. Ingram,,38,51
163,2,6:20.0,B. Ingram makes 2-pt layup from 2 ft,,40,51
164,2,6:20.0,Shooting foul by D. Nowitzki (drawn by B. Ingram),,40,51
165,2,6:20.0,,H. Barnes enters the game for D. Nowitzki,40,51
166,2,6:20.0,,D. Jordan enters the game for D. Powell,40,51
167,2,6:20.0,B. Ingram makes free throw 1 of 1,,41,51
168,2,6:07.0,,J. Barea misses 2-pt jump shot from 7 ft,41,51
169,2,6:06.0,Defensive rebound by Team,,41,51
170,2,6:06.0,J. McGee enters the game for T. Chandler,,41,51
171,2,5:56.0,B. Ingram misses 2-pt jump shot from 12 ft,,41,51
172,2,5:53.0,,Defensive rebound by D. Finney-Smith,41,51
173,2,5:44.0,,Def 3 sec tech foul by Team,41,51
174,2,5:44.0,,L. Dončić enters the game for J. Barea,41,51
175,2,5:44.0,,W. Matthews enters the game for D. Finney-Smith,41,51
176,2,5:44.0,,D. Smith enters the game for D. Harris,41,51
177,2,5:44.0,,H. Barnes makes technical free throw,41,52
178,2,5:34.0,,Turnover by D. Smith (bad pass; steal by J. Hart),41,52
179,2,5:32.0,Turnover by J. Hart (bad pass; steal by H. Barnes),,41,52
180,2,5:26.0,,Shooting foul by K. Kuzma (drawn by L. Dončić),41,52
181,2,5:26.0,,L. Dončić makes free throw 1 of 2,41,53
182,2,5:26.0,,L. Dončić makes free throw 2 of 2,41,54
183,2,5:14.0,K. Kuzma misses 3-pt jump shot from 25 ft,,41,54
184,2,5:10.0,Offensive rebound by K. Kuzma,,41,54
185,2,4:59.0,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Hart),,44,54
186,2,4:42.0,,Turnover by W. Matthews (bad pass),44,54
187,2,4:26.0,K. Kuzma misses 2-pt jump shot from 8 ft,,44,54
188,2,4:24.0,,Defensive rebound by D. Jordan,44,54
189,2,4:14.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Smith),44,57
190,2,4:12.0,B. Ingram misses 2-pt jump shot from 14 ft,,44,57
191,2,3:57.0,Offensive rebound by J. McGee,,44,57
192,2,3:47.0,K. Kuzma makes 2-pt jump shot from 3 ft,,46,57
193,2,3:32.0,,D. Smith makes 3-pt jump shot from 26 ft (assist by W. Matthews),46,60
194,2,3:16.0,Turnover by J. McGee (bad pass; steal by D. Jordan),,46,60
195,2,3:11.0,,D. Smith misses 2-pt layup from 2 ft,46,60
196,2,3:10.0,Defensive rebound by J. Hart,,46,60
197,2,3:06.0,Shooting foul by L. Dončić (drawn by K. Kuzma),,46,60
198,2,3:06.0,K. Kuzma makes free throw 1 of 2,,47,60
199,2,3:06.0,K. Kuzma misses free throw 2 of 2,,47,60
200,2,3:04.0,,Defensive rebound by L. Dončić,47,60
201,2,2:54.0,,Shooting foul by J. McGee (drawn by D. Jordan),47,60
202,2,2:54.0,,Dallas full timeout,47,60
203,2,2:54.0,,M. Kleber enters the game for D. Smith,47,60
204,2,2:54.0,,D. Jordan makes free throw 1 of 2,47,61
205,2,2:54.0,,D. Jordan makes free throw 2 of 2,47,62
206,2,2:43.0,K. Kuzma misses 2-pt hook shot from 7 ft (block by D. Jordan),,47,62
207,2,2:41.0,Offensive rebound by Team,,47,62
208,2,2:32.0,K. Kuzma misses 2-pt jump shot from 11 ft (block by M. Kleber),,47,62
209,2,2:29.0,,Defensive rebound by L. Dončić,47,62
210,2,2:20.0,,L. Dončić misses 2-pt jump shot from 10 ft,47,62
211,2,2:17.0,Defensive rebound by J. McGee,,47,62
212,2,2:11.0,B. Ingram makes 2-pt layup from 3 ft (assist by J. Hart),,49,62
213,2,1:50.0,,L. Dončić makes 2-pt jump shot from 7 ft,49,64
214,2,1:46.0,J. Hart makes 2-pt jump shot from 3 ft (assist by B. Ingram),,51,64
215,2,1:46.0,Shooting foul by M. Kleber (drawn by J. Hart),,51,64
216,2,1:46.0,K. Caldwell-Pope enters the game for K. Kuzma,,51,64
217,2,1:46.0,J. Hart makes free throw 1 of 1,,52,64
218,2,1:31.0,,W. Matthews makes 2-pt jump shot from 14 ft,52,66
219,2,1:19.0,B. Ingram misses 2-pt jump shot from 8 ft,,52,66
220,2,1:17.0,Offensive rebound by J. McGee,,52,66
221,2,1:16.0,J. McGee misses 2-pt layup at rim,,52,66
222,2,1:14.0,,Defensive rebound by D. Jordan,52,66
223,2,1:09.0,,Shooting foul by J. McGee (drawn by D. Jordan),52,66
224,2,1:09.0,,D. Jordan misses free throw 1 of 2,52,66
225,2,1:09.0,,Offensive rebound by Team,52,66
226,2,1:09.0,,D. Jordan misses free throw 2 of 2,52,66
227,2,1:07.0,Defensive rebound by J. Hart,,52,66
228,2,1:02.0,J. Hart misses 2-pt layup from 2 ft (block by D. Jordan),,52,66
229,2,0:59.0,,Defensive rebound by W. Matthews,52,66
230,2,0:57.0,,Turnover by W. Matthews (lost ball; steal by J. Hart),52,66
231,2,0:53.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,52,66
232,2,0:50.0,,Defensive rebound by L. Dončić,52,66
233,2,0:34.0,,Personal foul by J. Hart (drawn by L. Dončić),52,66
234,2,0:34.0,,L. Dončić misses free throw 1 of 2,52,66
235,2,0:34.0,,Offensive rebound by Team,52,66
236,2,0:34.0,K. Kuzma enters the game for J. McGee,,52,66
237,2,0:34.0,,L. Dončić makes free throw 2 of 2,52,67
238,2,0:28.0,L. Ball misses 3-pt jump shot from 29 ft,,52,67
239,2,0:25.0,,Defensive rebound by H. Barnes,52,67
240,2,0:05.0,,L. Dončić misses 2-pt jump shot from 6 ft,52,67
241,2,0:02.0,Defensive rebound by L. Ball,,52,67
242,2,0:00.0,J. Hart makes 2-pt jump shot from 20 ft (assist by K. Kuzma),,54,67
243,3,11:49.0,J. McGee misses 2-pt hook shot from 8 ft,,54,67
244,3,11:45.0,,Defensive rebound by D. Jordan,54,67
245,3,11:32.0,,Turnover by H. Barnes (bad pass; steal by B. Ingram),54,67
246,3,11:25.0,J. Hart misses 3-pt jump shot from 27 ft,,54,67
247,3,11:22.0,,Defensive rebound by L. Dončić,54,67
248,3,11:03.0,,D. Smith misses 2-pt layup from 4 ft,54,67
249,3,11:01.0,Defensive rebound by L. Ball,,54,67
250,3,10:58.0,K. Kuzma makes 3-pt jump shot from 24 ft (assist by B. Ingram),,57,67
251,3,10:31.0,,W. Matthews misses 3-pt jump shot from 23 ft,57,67
252,3,10:28.0,Defensive rebound by K. Kuzma,,57,67
253,3,10:11.0,L. Ball makes 2-pt jump shot from 20 ft,,59,67
254,3,10:10.0,,Dallas full timeout,59,67
255,3,9:58.0,,L. Dončić makes 2-pt dunk from 1 ft (assist by W. Matthews),59,69
256,3,9:44.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by B. Ingram),,62,69
257,3,9:31.0,,L. Dončić makes 2-pt jump shot from 3 ft,62,71
258,3,9:20.0,J. Hart misses 3-pt jump shot from 26 ft,,62,71
259,3,9:17.0,,Defensive rebound by D. Jordan,62,71
260,3,9:08.0,,Turnover by W. Matthews (bad pass; steal by J. Hart),62,71
261,3,9:03.0,K. Kuzma misses 3-pt jump shot from 25 ft,,62,71
262,3,9:02.0,Offensive rebound by B. Ingram,,62,71
263,3,9:01.0,B. Ingram misses 2-pt jump shot from 9 ft,,62,71
264,3,8:59.0,,Defensive rebound by D. Jordan,62,71
265,3,8:45.0,,H. Barnes misses 2-pt jump shot from 14 ft,62,71
266,3,8:41.0,Defensive rebound by J. McGee,,62,71
267,3,8:31.0,B. Ingram misses 2-pt layup from 1 ft,,62,71
268,3,8:29.0,,Defensive rebound by L. Dončić,62,71
269,3,8:26.0,,H. Barnes misses 3-pt jump shot from 24 ft,62,71
270,3,8:22.0,Defensive rebound by L. Ball,,62,71
271,3,8:13.0,J. McGee makes 2-pt jump shot from 3 ft (assist by L. Ball),,64,71
