,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:40.0,,D. Mitchell makes 3-pt jump shot from 25 ft,0,3
1,1,11:16.0,K. Durant misses 2-pt jump shot from 13 ft,,0,3
2,1,11:14.0,,Defensive rebound by R. Gobert,0,3
3,1,11:08.0,,D. Mitchell misses 2-pt jump shot from 7 ft (block by K. Looney),0,3
4,1,11:08.0,,Offensive rebound by Team,0,3
5,1,10:56.0,,D. Mitchell misses 2-pt layup from 2 ft,0,3
6,1,10:54.0,Defensive rebound by D. Green,,0,3
7,1,10:49.0,K. Thompson misses 2-pt jump shot from 16 ft,,0,3
8,1,10:41.0,Offensive rebound by K. Looney,,0,3
9,1,10:41.0,K. Looney makes 2-pt dunk at rim,,2,3
10,1,10:25.0,,J. Ingles makes 2-pt layup from 3 ft (assist by D. Favors),2,5
11,1,10:16.0,S. Curry misses 2-pt jump shot from 16 ft,,2,5
12,1,10:14.0,,Defensive rebound by R. Gobert,2,5
13,1,10:07.0,,R. Rubio misses 2-pt layup from 3 ft,2,5
14,1,10:06.0,Defensive rebound by D. Green,,2,5
15,1,10:01.0,S. Curry misses 2-pt layup from 3 ft,,2,5
16,1,10:00.0,,Defensive rebound by J. Ingles,2,5
17,1,9:53.0,,D. Favors misses 3-pt jump shot from 23 ft,2,5
18,1,9:50.0,Defensive rebound by D. Green,,2,5
19,1,9:42.0,K. Durant misses 2-pt jump shot from 16 ft,,2,5
20,1,9:38.0,,Defensive rebound by R. Gobert,2,5
21,1,9:38.0,,Personal foul by S. Curry (drawn by R. Rubio),2,5
22,1,9:23.0,,R. Gobert misses 2-pt hook shot from 4 ft,2,5
23,1,9:21.0,,Offensive rebound by D. Favors,2,5
24,1,9:20.0,,J. Ingles misses 3-pt jump shot from 25 ft,2,5
25,1,9:18.0,Defensive rebound by D. Green,,2,5
26,1,9:00.0,K. Looney misses 3-pt jump shot from 23 ft,,2,5
27,1,8:57.0,,Defensive rebound by R. Gobert,2,5
28,1,8:50.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Rubio),2,7
29,1,8:43.0,D. Green makes 2-pt layup from 2 ft,,4,7
30,1,8:26.0,,J. Ingles makes 2-pt layup from 2 ft,4,9
31,1,8:14.0,Turnover by K. Durant (bad pass),,4,9
32,1,7:55.0,,Turnover by D. Mitchell (bad pass; steal by S. Curry),4,9
33,1,7:54.0,Personal foul by R. Rubio (drawn by S. Curry),,4,9
34,1,7:41.0,K. Durant makes 2-pt jump shot from 15 ft,,6,9
35,1,7:25.0,,R. Rubio misses 2-pt jump shot from 20 ft,6,9
36,1,7:20.0,,Offensive rebound by R. Gobert,6,9
37,1,7:20.0,,R. Gobert misses 2-pt layup from 1 ft,6,9
38,1,7:19.0,Defensive rebound by S. Curry,,6,9
39,1,7:10.0,K. Thompson makes 2-pt jump shot from 10 ft,,8,9
40,1,7:09.0,,Utah full timeout,8,9
41,1,7:09.0,,J. Crowder enters the game for D. Favors,8,9
42,1,7:09.0,,K. Korver enters the game for J. Ingles,8,9
43,1,6:51.0,,R. Rubio misses 2-pt jump shot from 10 ft,8,9
44,1,6:47.0,Defensive rebound by K. Durant,,8,9
45,1,6:43.0,K. Durant misses 2-pt jump shot from 16 ft,,8,9
46,1,6:41.0,,Defensive rebound by J. Crowder,8,9
47,1,6:31.0,,Turnover by D. Mitchell (bad pass; steal by K. Thompson),8,9
48,1,6:23.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,11,9
49,1,6:02.0,,D. Mitchell misses 2-pt jump shot from 4 ft,11,9
50,1,5:59.0,Defensive rebound by D. Green,,11,9
51,1,5:48.0,Turnover by K. Looney (bad pass; steal by D. Mitchell),,11,9
52,1,5:42.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Crowder),11,11
53,1,5:27.0,K. Durant misses 3-pt jump shot from 25 ft,,11,11
54,1,5:23.0,,Defensive rebound by Team,11,11
55,1,5:23.0,J. Jerebko enters the game for K. Looney,,11,11
56,1,5:15.0,,Personal foul by K. Thompson (drawn by D. Mitchell),11,11
57,1,5:05.0,,R. Rubio misses 2-pt layup from 3 ft,11,11
58,1,5:01.0,,Offensive rebound by R. Gobert,11,11
59,1,5:01.0,,R. Gobert misses 2-pt layup from 1 ft,11,11
60,1,5:00.0,Defensive rebound by J. Jerebko,,11,11
61,1,4:53.0,J. Jerebko misses 3-pt jump shot from 25 ft,,11,11
62,1,4:48.0,,Defensive rebound by K. Korver,11,11
63,1,4:44.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by R. Rubio),11,14
64,1,4:30.0,D. Green misses 3-pt jump shot from 24 ft,,11,14
65,1,4:27.0,,Defensive rebound by D. Mitchell,11,14
66,1,4:23.0,,K. Korver misses 3-pt jump shot from 25 ft,11,14
67,1,4:20.0,Defensive rebound by K. Durant,,11,14
68,1,4:16.0,Turnover by K. Durant (lost ball; steal by D. Mitchell),,11,14
69,1,4:13.0,,D. Mitchell misses 2-pt layup from 4 ft (block by S. Curry),11,14
70,1,4:13.0,,Offensive rebound by Team,11,14
71,1,4:13.0,,D. Exum enters the game for R. Rubio,11,14
72,1,4:11.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),11,16
73,1,4:10.0,Golden State full timeout,,11,16
74,1,4:10.0,J. Bell enters the game for S. Curry,,11,16
75,1,4:10.0,S. Livingston enters the game for D. Green,,11,16
76,1,3:55.0,K. Durant misses 2-pt jump shot from 16 ft,,11,16
77,1,3:50.0,Offensive rebound by J. Bell,,11,16
78,1,3:50.0,J. Bell misses 2-pt layup at rim,,11,16
79,1,3:49.0,,Defensive rebound by R. Gobert,11,16
80,1,3:37.0,,J. Crowder misses 3-pt jump shot from 23 ft,11,16
81,1,3:34.0,Defensive rebound by S. Livingston,,11,16
82,1,3:27.0,Offensive foul by S. Livingston (drawn by D. Exum),,11,16
83,1,3:27.0,Turnover by S. Livingston (offensive foul),,11,16
84,1,3:15.0,,D. Exum misses 2-pt dunk from 1 ft (block by S. Livingston),11,16
85,1,3:15.0,,Offensive rebound by Team,11,16
86,1,3:03.0,,D. Mitchell misses 3-pt jump shot from 28 ft,11,16
87,1,3:00.0,Defensive rebound by J. Jerebko,,11,16
88,1,2:53.0,K. Durant misses 2-pt layup from 2 ft,,11,16
89,1,2:51.0,,Defensive rebound by K. Korver,11,16
