,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA LAKERS_ACTION,SACRAMENTO_SCORE,LA LAKERS_SCORE
147,2,6:54.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by B. Ingram),50,50
148,2,6:42.0,N. Bjelica misses 2-pt hook shot from 6 ft,,50,50
149,2,6:39.0,,Defensive rebound by K. Kuzma,50,50
150,2,6:29.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,50,50
151,2,6:26.0,Defensive rebound by N. Bjelica,,50,50
152,2,6:20.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by D. Fox),,52,50
153,2,6:14.0,,Offensive foul by K. Caldwell-Pope (drawn by B. McLemore),52,50
154,2,6:14.0,,Turnover by K. Caldwell-Pope (offensive foul),52,50
155,2,6:14.0,W. Cauley-Stein enters the game for N. Bjelica,,52,50
156,2,6:14.0,B. Hield enters the game for J. Jackson,,52,50
157,2,6:14.0,,J. McGee enters the game for K. Caldwell-Pope,52,50
158,2,5:55.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,52,50
159,2,5:52.0,,Defensive rebound by J. McGee,52,50
160,2,5:37.0,,Personal foul by B. McLemore (drawn by B. Ingram),52,50
161,2,5:37.0,I. Shumpert enters the game for B. Bogdanović,,52,50
162,2,5:32.0,,J. Hart makes 2-pt layup from 2 ft (assist by L. Ball),52,52
163,2,5:32.0,,Shooting foul by B. McLemore (drawn by J. Hart),52,52
164,2,5:32.0,,J. Hart misses free throw 1 of 1,52,52
165,2,5:29.0,,Offensive rebound by J. McGee,52,52
166,2,5:27.0,,J. McGee misses 2-pt hook shot from 4 ft,52,52
167,2,5:26.0,Defensive rebound by D. Fox,,52,52
168,2,5:22.0,W. Cauley-Stein makes 2-pt jump shot from 2 ft (assist by D. Fox),,54,52
169,2,5:22.0,Shooting foul by J. McGee (drawn by W. Cauley-Stein),,54,52
170,2,5:22.0,W. Cauley-Stein makes free throw 1 of 1,,55,52
171,2,5:06.0,,K. Kuzma misses 2-pt jump shot from 14 ft,55,52
172,2,5:03.0,Defensive rebound by B. McLemore,,55,52
173,2,4:57.0,W. Cauley-Stein misses 2-pt jump shot from 7 ft,,55,52
174,2,4:54.0,,Defensive rebound by B. Ingram,55,52
175,2,4:49.0,,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),55,54
176,2,4:45.0,Turnover by D. Fox (bad pass),,55,54
177,2,4:35.0,,J. Hart makes 2-pt dunk from 1 ft (assist by K. Kuzma),55,56
178,2,4:27.0,Sacramento full timeout,,55,56
179,2,4:14.0,Turnover by B. McLemore (bad pass; steal by J. McGee),,55,56
180,2,4:10.0,,B. Ingram misses 2-pt layup from 2 ft (block by W. Cauley-Stein),55,56
181,2,4:06.0,Defensive rebound by D. Fox,,55,56
182,2,4:04.0,D. Fox makes 2-pt layup from 3 ft,,57,56
183,2,3:55.0,,Turnover by K. Kuzma (bad pass; steal by B. McLemore),57,56
184,2,3:43.0,W. Cauley-Stein misses 2-pt layup from 5 ft,,57,56
185,2,3:40.0,,Defensive rebound by J. Hart,57,56
186,2,3:39.0,,Turnover by J. Hart (bad pass; steal by D. Fox),57,56
187,2,3:35.0,D. Fox makes 2-pt dunk from 2 ft,,59,56
188,2,3:22.0,,L. Ball misses 2-pt dunk from 2 ft,59,56
189,2,3:18.0,Defensive rebound by B. Hield,,59,56
190,2,3:17.0,Turnover by B. Hield (bad pass),,59,56
191,2,3:17.0,B. Bogdanović enters the game for B. McLemore,,59,56
192,2,3:04.0,,L. Ball makes 2-pt layup from 2 ft (assist by K. Kuzma),59,58
193,2,2:50.0,I. Shumpert misses 3-pt jump shot from 25 ft,,59,58
194,2,2:47.0,,Defensive rebound by K. Kuzma,59,58
195,2,2:38.0,,K. Kuzma makes 2-pt hook shot from 6 ft (assist by J. Hart),59,60
196,2,2:24.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by I. Shumpert),,61,60
197,2,2:02.0,,J. McGee makes 2-pt hook shot from 10 ft (assist by B. Ingram),61,62
198,2,1:52.0,D. Fox makes 2-pt jump shot from 7 ft,,63,62
199,2,1:39.0,,Turnover by K. Kuzma (lost ball; steal by B. Bogdanović),63,62
200,2,1:35.0,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,66,62
201,2,1:33.0,,LA Lakers full timeout,66,62
202,2,1:33.0,,K. Caldwell-Pope enters the game for K. Kuzma,66,62
203,2,1:33.0,,T. Chandler enters the game for J. McGee,66,62
204,2,1:17.0,,Turnover by L. Ball (bad pass; steal by I. Shumpert),66,62
205,2,1:07.0,D. Fox makes 2-pt jump shot from 9 ft,,68,62
206,2,0:54.0,,B. Ingram makes 2-pt layup from 2 ft (assist by L. Ball),68,64
207,2,0:40.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,68,64
208,2,0:35.0,,Defensive rebound by J. Hart,68,64
209,2,0:28.0,,Shooting foul by W. Cauley-Stein (drawn by L. Ball),68,64
210,2,0:28.0,,L. Ball misses free throw 1 of 2,68,64
211,2,0:28.0,,Offensive rebound by Team,68,64
212,2,0:28.0,N. Bjelica enters the game for W. Cauley-Stein,,68,64
213,2,0:28.0,,K. Kuzma enters the game for T. Chandler,68,64
214,2,0:28.0,,L. Ball misses free throw 2 of 2,68,64
215,2,0:26.0,Defensive rebound by I. Shumpert,,68,64
216,2,0:10.0,Personal take foul by K. Kuzma (drawn by D. Fox),,68,64
217,2,0:05.0,B. Hield misses 2-pt layup from 2 ft,,68,64
218,2,0:03.0,,Defensive rebound by K. Caldwell-Pope,68,64
219,2,0:00.0,,L. Ball misses 3-pt jump shot from 43 ft,68,64
220,2,0:00.0,,Offensive rebound by Team,68,64
221,3,11:39.0,D. Fox misses 3-pt jump shot from 23 ft,,68,64
222,3,11:36.0,,Defensive rebound by L. Ball,68,64
223,3,11:21.0,,J. McGee makes 2-pt dunk from 2 ft (assist by L. Ball),68,66
224,3,11:03.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by J. McGee),,68,66
225,3,10:59.0,,Defensive rebound by K. Kuzma,68,66
226,3,10:53.0,,Personal foul by D. Fox (drawn by L. Ball),68,66
227,3,10:39.0,,J. McGee misses 2-pt jump shot from 13 ft,68,66
228,3,10:36.0,Defensive rebound by N. Bjelica,,68,66
229,3,10:31.0,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,70,66
230,3,10:19.0,,L. Ball makes 2-pt layup from 1 ft,70,68
231,3,10:08.0,D. Fox makes 3-pt jump shot from 25 ft,,73,68
232,3,9:51.0,,Turnover by J. McGee (lost ball; steal by D. Fox),73,68
233,3,9:46.0,B. Hield misses 3-pt jump shot from 22 ft,,73,68
234,3,9:41.0,,Defensive rebound by B. Ingram,73,68
235,3,9:37.0,,J. Hart makes 2-pt layup from 2 ft (assist by B. Ingram),73,70
236,3,9:26.0,Turnover by D. Fox (bad pass; steal by J. McGee),,73,70
237,3,9:21.0,,K. Kuzma misses 3-pt jump shot from 24 ft,73,70
238,3,9:17.0,Defensive rebound by N. Bjelica,,73,70
239,3,9:11.0,I. Shumpert misses 2-pt jump shot from 17 ft,,73,70
240,3,9:08.0,,Defensive rebound by J. Hart,73,70
241,3,8:50.0,,L. Ball misses 3-pt jump shot from 26 ft,73,70
242,3,8:47.0,Defensive rebound by W. Cauley-Stein,,73,70
243,3,8:42.0,B. Hield makes 2-pt dunk from 1 ft (assist by I. Shumpert),,75,70
244,3,8:32.0,,Turnover by L. Ball (out of bounds lost ball),75,70
245,3,8:22.0,I. Shumpert misses 3-pt jump shot from 24 ft,,75,70
246,3,8:17.0,,Defensive rebound by J. Hart,75,70
247,3,8:09.0,,Personal foul by D. Fox (drawn by L. Ball),75,70
248,3,8:07.0,,Shooting foul by D. Fox (drawn by L. Ball),75,70
249,3,8:07.0,,L. Ball misses free throw 1 of 2,75,70
250,3,8:07.0,,Offensive rebound by Team,75,70
251,3,8:07.0,B. Bogdanović enters the game for W. Cauley-Stein,,75,70
252,3,8:07.0,Y. Ferrell enters the game for D. Fox,,75,70
253,3,8:07.0,,T. Chandler enters the game for J. McGee,75,70
254,3,8:07.0,,L. Ball misses free throw 2 of 2,75,70
255,3,8:04.0,Defensive rebound by B. Bogdanović,,75,70
256,3,7:58.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by B. Hield),,78,70
257,3,7:46.0,,B. Ingram misses 3-pt jump shot from 26 ft,78,70
258,3,7:44.0,Defensive rebound by N. Bjelica,,78,70
259,3,7:33.0,B. Hield misses 3-pt jump shot from 25 ft,,78,70
260,3,7:30.0,,Defensive rebound by J. Hart,78,70
261,3,7:18.0,,Turnover by T. Chandler (bad pass; steal by N. Bjelica),78,70
262,3,7:03.0,I. Shumpert misses 3-pt jump shot from 26 ft,,78,70
263,3,6:58.0,,Defensive rebound by K. Kuzma,78,70
264,3,6:52.0,,L. Ball makes 2-pt layup from 1 ft (assist by B. Ingram),78,72
265,3,6:38.0,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,81,72
266,3,6:37.0,,LA Lakers full timeout,81,72
267,3,6:37.0,,K. Caldwell-Pope enters the game for L. Ball,81,72
268,3,6:37.0,,S. Mykhailiuk enters the game for T. Chandler,81,72
269,3,6:24.0,,B. Ingram makes 2-pt jump shot from 6 ft,81,74
270,3,6:11.0,B. Bogdanović makes 2-pt layup from 1 ft,,83,74
271,3,5:59.0,,Personal foul by I. Shumpert (drawn by K. Kuzma),83,74
272,3,5:54.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,83,74
273,3,5:52.0,Defensive rebound by N. Bjelica,,83,74
274,3,5:35.0,Y. Ferrell makes 2-pt layup from 2 ft,,85,74
275,3,5:20.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by K. Kuzma),85,76
276,3,5:20.0,,Shooting foul by Y. Ferrell (drawn by K. Caldwell-Pope),85,76
277,3,5:20.0,,K. Caldwell-Pope makes free throw 1 of 1,85,77
278,3,5:00.0,Turnover by B. Hield (bad pass; steal by J. Hart),,85,77
279,3,4:48.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by K. Kuzma),85,80
280,3,4:47.0,Sacramento full timeout,,85,80
281,3,4:47.0,J. Jackson enters the game for B. Hield,,85,80
282,3,4:27.0,I. Shumpert misses 2-pt jump shot from 14 ft,,85,80
283,3,4:23.0,Offensive rebound by N. Bjelica,,85,80
284,3,4:23.0,N. Bjelica misses 2-pt hook shot from 1 ft,,85,80
285,3,4:23.0,,Defensive rebound by K. Kuzma,85,80
286,3,4:23.0,,Personal foul by N. Bjelica (drawn by K. Kuzma),85,80
287,3,4:23.0,,K. Kuzma makes free throw 1 of 2,85,81
288,3,4:23.0,,K. Kuzma makes free throw 2 of 2,85,82
289,3,4:10.0,Y. Ferrell misses 2-pt layup from 1 ft (block by B. Ingram),,85,82
290,3,4:07.0,Offensive rebound by N. Bjelica,,85,82
291,3,4:06.0,Personal foul by K. Kuzma (drawn by N. Bjelica),,85,82
292,3,4:06.0,W. Cauley-Stein enters the game for N. Bjelica,,85,82
293,3,4:06.0,B. McLemore enters the game for Y. Ferrell,,85,82
294,3,4:06.0,,T. Chandler enters the game for S. Mykhailiuk,85,82
295,3,3:51.0,Turnover by Team (shot clock),,85,82
296,3,3:36.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by B. Ingram),85,85
297,3,3:26.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,85,85
298,3,3:21.0,,Defensive rebound by J. Hart,85,85
299,3,3:16.0,,J. Hart misses 3-pt jump shot from 25 ft,85,85
300,3,3:10.0,Defensive rebound by I. Shumpert,,85,85
301,3,3:10.0,Personal foul by J. Hart (drawn by I. Shumpert),,85,85
302,3,3:10.0,B. Hield enters the game for I. Shumpert,,85,85
303,3,3:03.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,85,85
304,3,3:00.0,,Defensive rebound by B. Ingram,85,85
305,3,2:54.0,,Shooting foul by B. McLemore (drawn by B. Ingram),85,85
306,3,2:54.0,,B. Ingram misses free throw 1 of 2,85,85
307,3,2:54.0,,Offensive rebound by Team,85,85
308,3,2:54.0,,S. Mykhailiuk enters the game for J. Hart,85,85
309,3,2:54.0,,B. Ingram makes free throw 2 of 2,85,86
310,3,2:39.0,B. Hield makes 3-pt jump shot from 25 ft,,88,86
311,3,2:25.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by B. Ingram),88,89
312,3,2:13.0,B. Bogdanović makes 2-pt jump shot from 5 ft,,90,89
313,3,2:02.0,,Offensive foul by T. Chandler (drawn by B. Hield),90,89
314,3,2:02.0,,Turnover by T. Chandler (offensive foul),90,89
315,3,1:50.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,90,89
316,3,1:47.0,,Defensive rebound by T. Chandler,90,89
317,3,1:31.0,,K. Kuzma misses 3-pt jump shot from 25 ft,90,89
318,3,1:27.0,Defensive rebound by J. Jackson,,90,89
319,3,1:23.0,B. Hield misses 3-pt jump shot from 25 ft,,90,89
320,3,1:21.0,,Defensive rebound by Team,90,89
321,3,1:11.0,,S. Mykhailiuk misses 3-pt jump shot from 25 ft,90,89
322,3,1:09.0,Defensive rebound by W. Cauley-Stein,,90,89
323,3,1:00.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,93,89
324,3,0:51.0,,Offensive foul by T. Chandler (drawn by B. Hield),93,89
325,3,0:51.0,,Turnover by T. Chandler (offensive foul),93,89
326,3,0:42.0,Offensive foul by B. Bogdanović (drawn by B. Ingram),,93,89
327,3,0:42.0,Turnover by B. Bogdanović (offensive foul),,93,89
328,3,0:42.0,Violation by Team (delay of game),,93,89
329,3,0:31.0,,K. Kuzma misses 3-pt jump shot from 23 ft,93,89
330,3,0:28.0,,Offensive rebound by T. Chandler,93,89
331,3,0:26.0,,K. Caldwell-Pope makes 3-pt jump shot from 28 ft (assist by T. Chandler),93,92
332,3,0:08.0,Personal foul by K. Caldwell-Pope (drawn by B. Bogdanović),,93,92
333,3,0:08.0,N. Bjelica enters the game for W. Cauley-Stein,,93,92
334,3,0:08.0,,J. Hart enters the game for T. Chandler,93,92
335,3,0:05.0,B. Bogdanović makes 3-pt jump shot from 30 ft,,96,92
336,3,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,96,92
337,3,0:00.0,,Offensive rebound by Team,96,92
338,4,11:47.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,96,92
339,4,11:45.0,Defensive rebound by W. Cauley-Stein,,96,92
340,4,11:29.0,B. Hield makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,99,92
341,4,11:09.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,99,92
342,4,11:07.0,,Offensive rebound by J. McGee,99,92
343,4,11:05.0,,J. Hart misses 3-pt jump shot from 25 ft,99,92
344,4,11:05.0,,Offensive rebound by Team,99,92
345,4,11:05.0,Loose ball foul by B. Hield (drawn by K. Caldwell-Pope),,99,92
346,4,10:54.0,,J. McGee makes 2-pt hook shot from 6 ft (assist by S. Mykhailiuk),99,94
347,4,10:43.0,D. Fox makes 2-pt layup from 2 ft,,101,94
348,4,10:31.0,,L. Ball makes 3-pt jump shot from 25 ft,101,97
349,4,10:18.0,W. Cauley-Stein misses 2-pt dunk from 1 ft,,101,97
350,4,10:13.0,Offensive rebound by B. Bogdanović,,101,97
351,4,10:10.0,J. Jackson misses 3-pt jump shot from 26 ft,,101,97
352,4,10:06.0,,Defensive rebound by J. McGee,101,97
353,4,9:56.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. Ball),101,100
354,4,9:41.0,Turnover by D. Fox (lost ball; steal by K. Caldwell-Pope),,101,100
355,4,9:37.0,,K. Caldwell-Pope misses 2-pt dunk from 1 ft,101,100
356,4,9:33.0,Defensive rebound by B. Bogdanović,,101,100
357,4,9:30.0,Turnover by W. Cauley-Stein (bad pass),,101,100
358,4,9:27.0,,Shooting foul by B. Bogdanović (drawn by J. Hart),101,100
359,4,9:27.0,,J. Hart makes free throw 1 of 2,101,101
360,4,9:27.0,,J. Hart misses free throw 2 of 2,101,101
361,4,9:25.0,Defensive rebound by W. Cauley-Stein,,101,101
362,4,9:10.0,W. Cauley-Stein makes 2-pt layup from 2 ft,,103,101
363,4,8:57.0,,J. Hart misses 3-pt jump shot from 27 ft,103,101
364,4,8:53.0,Defensive rebound by J. Jackson,,103,101
365,4,8:49.0,B. Hield misses 3-pt jump shot from 23 ft,,103,101
366,4,8:45.0,,Defensive rebound by J. Hart,103,101
367,4,8:42.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,103,101
