,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PHILADELPHIA_ACTION,PHOENIX_SCORE,PHILADELPHIA_SCORE
34,1,7:31.0,,L. Shamet enters the game for J. Redick,16,6
35,1,7:31.0,,J. Embiid makes free throw 1 of 2,16,7
36,1,7:31.0,,J. Embiid makes free throw 2 of 2,16,8
37,1,7:07.0,D. Booker makes 3-pt jump shot from 27 ft (assist by J. Jackson),,19,8
38,1,6:55.0,,L. Shamet makes 2-pt jump shot from 20 ft (assist by B. Simmons),19,10
39,1,6:38.0,T. Warren misses 2-pt jump shot from 9 ft,,19,10
40,1,6:32.0,Offensive rebound by R. Holmes,,19,10
41,1,6:31.0,Turnover by R. Holmes (bad pass; steal by J. Embiid),,19,10
42,1,6:28.0,,W. Chandler makes 2-pt layup from 3 ft (assist by B. Simmons),19,12
43,1,6:10.0,R. Holmes makes 2-pt jump shot from 8 ft (assist by T. Warren),,21,12
44,1,5:58.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by L. Shamet),21,14
45,1,5:50.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by D. Booker),,24,14
46,1,5:38.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by B. Simmons),24,17
47,1,5:32.0,Offensive foul by J. Jackson (drawn by L. Shamet),,24,17
48,1,5:32.0,Turnover by J. Jackson (offensive foul),,24,17
49,1,5:32.0,,A. Johnson enters the game for J. Embiid,24,17
50,1,5:20.0,,A. Johnson misses 2-pt layup from 5 ft,24,17
51,1,5:16.0,,Offensive rebound by J. Butler,24,17
52,1,5:16.0,,J. Butler misses 2-pt dunk at rim,24,17
53,1,5:16.0,Defensive rebound by D. Booker,,24,17
54,1,5:16.0,T. Warren makes 2-pt layup from 3 ft (assist by D. Booker),,26,17
55,1,5:16.0,Shooting foul by A. Johnson (drawn by T. Warren),,26,17
56,1,5:16.0,T. Warren makes free throw 1 of 1,,27,17
57,1,4:57.0,,B. Simmons makes 2-pt dunk at rim (assist by W. Chandler),27,19
58,1,4:39.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Booker),,29,19
59,1,4:21.0,,J. Butler misses 2-pt layup from 2 ft,29,19
60,1,4:19.0,Defensive rebound by R. Holmes,,29,19
61,1,4:13.0,Personal foul by L. Shamet (drawn by T. Warren),,29,19
62,1,4:13.0,Phoenix full timeout,,29,19
63,1,4:13.0,,M. Fultz enters the game for J. Butler,29,19
64,1,4:13.0,,F. Korkmaz enters the game for W. Chandler,29,19
65,1,4:13.0,,M. Muscala enters the game for B. Simmons,29,19
66,1,4:07.0,T. Ariza misses 3-pt jump shot from 23 ft,,29,19
67,1,4:03.0,,Defensive rebound by F. Korkmaz,29,19
68,1,3:48.0,,A. Johnson misses 2-pt hook shot from 6 ft,29,19
69,1,3:48.0,Defensive rebound by Team,,29,19
70,1,3:48.0,I. Canaan enters the game for D. Booker,,29,19
71,1,3:27.0,T. Warren misses 2-pt hook shot from 9 ft,,29,19
72,1,3:25.0,,Defensive rebound by A. Johnson,29,19
73,1,3:17.0,,Turnover by F. Korkmaz (lost ball; steal by J. Jackson),29,19
74,1,3:09.0,T. Ariza makes 2-pt layup from 3 ft,,31,19
75,1,2:59.0,,L. Shamet misses 3-pt jump shot from 26 ft,31,19
76,1,2:57.0,Defensive rebound by T. Ariza,,31,19
77,1,2:48.0,J. Jackson makes 2-pt hook shot from 5 ft,,33,19
78,1,2:29.0,,Offensive foul by A. Johnson (drawn by I. Canaan),33,19
79,1,2:29.0,,Turnover by A. Johnson (offensive foul),33,19
80,1,2:29.0,D. Ayton enters the game for R. Holmes,,33,19
81,1,2:29.0,,J. Embiid enters the game for A. Johnson,33,19
82,1,2:29.0,,J. Redick enters the game for L. Shamet,33,19
83,1,2:17.0,J. Jackson misses 3-pt jump shot from 24 ft,,33,19
84,1,2:15.0,,Defensive rebound by M. Muscala,33,19
85,1,2:01.0,,Turnover by F. Korkmaz (lost ball; steal by T. Ariza),33,19
86,1,2:00.0,Personal foul by F. Korkmaz (drawn by J. Jackson),,33,19
87,1,2:00.0,M. Bridges enters the game for T. Ariza,,33,19
88,1,1:51.0,Turnover by J. Jackson (bad pass; steal by J. Embiid),,33,19
89,1,1:44.0,,J. Redick misses 2-pt jump shot from 22 ft (block by J. Jackson),33,19
90,1,1:42.0,,Offensive rebound by J. Redick,33,19
91,1,1:42.0,,Shooting foul by I. Canaan (drawn by J. Redick),33,19
92,1,1:42.0,,J. Redick makes free throw 1 of 2,33,20
93,1,1:42.0,D. Booker enters the game for J. Jackson,,33,20
94,1,1:42.0,,J. Redick makes free throw 2 of 2,33,21
95,1,1:33.0,Shooting foul by M. Fultz (drawn by I. Canaan),,33,21
96,1,1:33.0,I. Canaan misses free throw 1 of 2,,33,21
97,1,1:33.0,Offensive rebound by Team,,33,21
98,1,1:33.0,I. Canaan makes free throw 2 of 2,,34,21
99,1,1:26.0,,Turnover by M. Fultz (traveling),34,21
100,1,1:13.0,Shooting foul by M. Fultz (drawn by D. Booker),,34,21
101,1,1:13.0,D. Booker makes free throw 1 of 2,,35,21
102,1,1:13.0,D. Booker makes free throw 2 of 2,,36,21
103,1,1:03.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),36,24
104,1,0:49.0,Offensive foul by D. Ayton (drawn by F. Korkmaz),,36,24
105,1,0:49.0,Turnover by D. Ayton (offensive foul),,36,24
106,1,0:38.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,36,24
107,1,0:31.0,Defensive rebound by I. Canaan,,36,24
108,1,0:22.0,T. Warren misses 2-pt jump shot from 5 ft,,36,24
109,1,0:20.0,Offensive rebound by D. Ayton,,36,24
110,1,0:18.0,M. Bridges misses 3-pt jump shot from 27 ft,,36,24
111,1,0:15.0,,Defensive rebound by Team,36,24
112,1,0:15.0,Loose ball foul by T. Warren (drawn by M. Muscala),,36,24
113,1,0:15.0,,M. Muscala makes free throw 1 of 2,36,25
114,1,0:15.0,T. Ariza enters the game for T. Warren,,36,25
115,1,0:15.0,,M. Muscala makes free throw 2 of 2,36,26
116,1,0:04.0,D. Booker misses 3-pt jump shot from 26 ft,,36,26
117,1,0:02.0,,Defensive rebound by M. Muscala,36,26
118,1,0:00.0,,M. Fultz misses 3-pt jump shot from 65 ft,36,26
119,1,0:00.0,,Offensive rebound by Team,36,26
120,2,11:45.0,,J. Embiid misses 2-pt jump shot from 16 ft,36,26
121,2,11:42.0,Defensive rebound by T. Ariza,,36,26
122,2,11:21.0,D. Booker misses 2-pt jump shot from 11 ft,,36,26
123,2,11:17.0,,Defensive rebound by M. Fultz,36,26
124,2,11:12.0,,M. Fultz misses 2-pt layup from 2 ft,36,26
125,2,11:10.0,Defensive rebound by I. Canaan,,36,26
126,2,11:04.0,D. Ayton makes 2-pt jump shot from 16 ft (assist by I. Canaan),,38,26
127,2,10:53.0,,Personal foul by M. Bridges (drawn by J. Embiid),38,26
128,2,10:53.0,T. Daniels enters the game for M. Bridges,,38,26
129,2,10:40.0,,J. Embiid makes 2-pt jump shot from 5 ft,38,28
130,2,10:26.0,D. Ayton misses 2-pt jump shot from 11 ft,,38,28
131,2,10:26.0,,Defensive rebound by F. Korkmaz,38,28
132,2,10:17.0,,Shooting foul by D. Ayton (drawn by J. Embiid),38,28
133,2,10:17.0,,J. Embiid makes free throw 1 of 2,38,29
134,2,10:17.0,,J. Embiid makes free throw 2 of 2,38,30
135,2,9:59.0,I. Canaan misses 2-pt layup from 2 ft (block by J. Embiid),,38,30
136,2,9:56.0,,Defensive rebound by J. Redick,38,30
137,2,9:51.0,,J. Embiid makes 2-pt jump shot from 8 ft (assist by M. Fultz),38,32
138,2,9:51.0,,Shooting foul by D. Ayton (drawn by J. Embiid),38,32
139,2,9:51.0,,J. Embiid misses free throw 1 of 1,38,32
140,2,9:51.0,Defensive rebound by T. Ariza,,38,32
141,2,9:51.0,Phoenix full timeout,,38,32
142,2,9:51.0,J. Crawford enters the game for D. Ayton,,38,32
143,2,9:51.0,R. Holmes enters the game for I. Canaan,,38,32
144,2,9:39.0,Personal foul by M. Fultz (drawn by R. Holmes),,38,32
145,2,9:29.0,D. Booker makes 2-pt jump shot from 8 ft,,40,32
146,2,9:08.0,,J. Redick misses 3-pt jump shot from 29 ft,40,32
147,2,9:08.0,Defensive rebound by Team,,40,32
148,2,9:08.0,,Loose ball foul by J. Redick (drawn by T. Daniels),40,32
149,2,9:08.0,,B. Simmons enters the game for M. Fultz,40,32
150,2,8:58.0,Shooting foul by J. Redick (drawn by J. Crawford),,40,32
151,2,8:58.0,J. Crawford makes free throw 1 of 2,,41,32
152,2,8:58.0,J. Crawford misses free throw 2 of 2,,41,32
153,2,8:56.0,,Defensive rebound by B. Simmons,41,32
154,2,8:51.0,,Offensive foul by B. Simmons (drawn by T. Ariza),41,32
155,2,8:51.0,,Turnover by B. Simmons (offensive foul),41,32
156,2,8:36.0,D. Booker misses 2-pt layup from 7 ft,,41,32
157,2,8:35.0,Offensive rebound by R. Holmes,,41,32
158,2,8:35.0,R. Holmes misses 2-pt layup from 1 ft,,41,32
159,2,8:34.0,Offensive rebound by Team,,41,32
160,2,8:34.0,,J. Butler enters the game for F. Korkmaz,41,32
161,2,8:27.0,J. Crawford misses 3-pt jump shot from 26 ft,,41,32
162,2,8:24.0,,Defensive rebound by J. Embiid,41,32
163,2,8:14.0,,J. Embiid misses 2-pt dunk from 2 ft,41,32
164,2,8:12.0,Defensive rebound by T. Ariza,,41,32
165,2,8:12.0,Shooting foul by M. Muscala (drawn by R. Holmes),,41,32
166,2,8:12.0,R. Holmes misses free throw 1 of 2,,41,32
167,2,8:12.0,Offensive rebound by Team,,41,32
168,2,8:12.0,T. Warren enters the game for T. Daniels,,41,32
169,2,8:12.0,R. Holmes misses free throw 2 of 2,,41,32
170,2,8:10.0,,Defensive rebound by B. Simmons,41,32
171,2,7:51.0,,M. Muscala misses 3-pt jump shot from 26 ft,41,32
172,2,7:46.0,Defensive rebound by T. Ariza,,41,32
173,2,7:44.0,J. Crawford misses 3-pt jump shot from 24 ft,,41,32
174,2,7:41.0,,Defensive rebound by J. Redick,41,32
175,2,7:35.0,,B. Simmons makes 2-pt layup from 1 ft,41,34
176,2,7:22.0,D. Booker makes 3-pt jump shot from 25 ft (assist by J. Crawford),,44,34
177,2,7:12.0,,J. Embiid misses 3-pt jump shot from 26 ft,44,34
178,2,7:10.0,,Offensive rebound by M. Muscala,44,34
179,2,7:10.0,,Shooting foul by D. Booker (drawn by M. Muscala),44,34
180,2,7:10.0,,M. Muscala makes free throw 1 of 2,44,35
181,2,7:10.0,,A. Johnson enters the game for J. Embiid,44,35
182,2,7:10.0,,M. Muscala makes free throw 2 of 2,44,36
183,2,6:53.0,D. Booker misses 3-pt jump shot from 27 ft,,44,36
184,2,6:50.0,,Defensive rebound by B. Simmons,44,36
185,2,6:42.0,,B. Simmons makes 2-pt dunk from 1 ft,44,38
186,2,6:34.0,T. Ariza makes 3-pt jump shot from 25 ft,,47,38
187,2,6:28.0,,Shooting foul by T. Warren (drawn by B. Simmons),47,38
188,2,6:28.0,,B. Simmons misses free throw 1 of 2,47,38
189,2,6:28.0,,Offensive rebound by Team,47,38
190,2,6:28.0,D. Ayton enters the game for D. Booker,,47,38
191,2,6:28.0,I. Canaan enters the game for R. Holmes,,47,38
192,2,6:28.0,,W. Chandler enters the game for M. Muscala,47,38
193,2,6:28.0,,L. Shamet enters the game for J. Redick,47,38
194,2,6:28.0,,B. Simmons makes free throw 2 of 2,47,39
195,2,6:08.0,D. Ayton makes 2-pt hook shot from 12 ft (assist by T. Ariza),,49,39
196,2,5:49.0,,B. Simmons misses 2-pt layup from 2 ft,49,39
197,2,5:49.0,,Offensive rebound by Team,49,39
198,2,5:49.0,,Turnover by B. Simmons (traveling),49,39
199,2,5:34.0,T. Warren makes 2-pt jump shot from 10 ft,,51,39
200,2,5:17.0,,Personal foul by I. Canaan (drawn by J. Butler),51,39
201,2,5:17.0,,J. Butler makes free throw 1 of 2,51,40
202,2,5:17.0,,J. Butler makes free throw 2 of 2,51,41
203,2,4:58.0,T. Warren misses 2-pt jump shot from 4 ft,,51,41
204,2,4:56.0,,Defensive rebound by A. Johnson,51,41
205,2,4:48.0,,W. Chandler misses 2-pt jump shot from 17 ft,51,41
206,2,4:45.0,Defensive rebound by T. Ariza,,51,41
207,2,4:41.0,T. Warren misses 3-pt jump shot from 24 ft,,51,41
208,2,4:38.0,,Defensive rebound by A. Johnson,51,41
209,2,4:32.0,,B. Simmons makes 2-pt layup from 1 ft,51,43
210,2,4:16.0,J. Crawford misses 2-pt jump shot from 9 ft,,51,43
211,2,4:13.0,,Defensive rebound by A. Johnson,51,43
212,2,4:01.0,,Turnover by J. Butler (lost ball; steal by J. Crawford),51,43
213,2,3:57.0,T. Warren makes 2-pt layup from 1 ft,,53,43
214,2,3:57.0,,Philadelphia full timeout,53,43
215,2,3:57.0,R. Holmes enters the game for D. Ayton,,53,43
216,2,3:57.0,,J. Embiid enters the game for A. Johnson,53,43
217,2,3:37.0,,J. Butler makes 2-pt jump shot from 15 ft,53,45
218,2,3:20.0,J. Crawford misses 2-pt layup from 2 ft,,53,45
219,2,3:14.0,,Defensive rebound by J. Embiid,53,45
220,2,3:11.0,,J. Embiid misses 3-pt jump shot from 26 ft,53,45
221,2,3:07.0,,Offensive rebound by W. Chandler,53,45
222,2,3:03.0,,J. Embiid makes 2-pt layup from 3 ft (assist by B. Simmons),53,47
223,2,2:37.0,T. Warren makes 3-pt jump shot from 24 ft,,56,47
224,2,2:30.0,,Personal foul by J. Crawford (drawn by J. Butler),56,47
225,2,2:30.0,,J. Butler makes free throw 1 of 2,56,48
226,2,2:30.0,D. Booker enters the game for J. Crawford,,56,48
227,2,2:30.0,,J. Butler makes free throw 2 of 2,56,49
228,2,2:17.0,D. Booker makes 3-pt jump shot from 27 ft (assist by I. Canaan),,59,49
229,2,2:17.0,Shooting foul by B. Simmons (drawn by D. Booker),,59,49
230,2,2:17.0,D. Booker misses free throw 1 of 1,,59,49
231,2,2:17.0,,Defensive rebound by J. Embiid,59,49
232,2,1:58.0,,B. Simmons makes 2-pt layup from 1 ft (assist by W. Chandler),59,51
233,2,1:35.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Booker),,61,51
234,2,1:25.0,,Personal foul by T. Ariza (drawn by B. Simmons),61,51
235,2,1:25.0,,B. Simmons misses free throw 1 of 2,61,51
236,2,1:25.0,,Offensive rebound by Team,61,51
237,2,1:25.0,,B. Simmons misses free throw 2 of 2,61,51
238,2,1:20.0,Defensive rebound by Team,,61,51
239,2,1:11.0,T. Ariza misses 2-pt layup from 3 ft,,61,51
240,2,1:10.0,,Defensive rebound by Team,61,51
241,2,0:59.0,,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),61,53
242,2,0:59.0,,Shooting foul by I. Canaan (drawn by J. Embiid),61,53
243,2,0:59.0,J. Crawford enters the game for I. Canaan,,61,53
244,2,0:59.0,,J. Embiid misses free throw 1 of 1,61,53
245,2,0:59.0,Defensive rebound by T. Warren,,61,53
246,2,0:41.0,Personal foul by J. Butler (drawn by D. Booker),,61,53
247,2,0:41.0,D. Booker makes free throw 1 of 2,,62,53
248,2,0:41.0,D. Booker misses free throw 2 of 2,,62,53
249,2,0:38.0,Offensive rebound by T. Warren,,62,53
250,2,0:31.0,Turnover by J. Crawford (bad pass; steal by J. Butler),,62,53
251,2,0:27.0,,L. Shamet makes 3-pt jump shot from 22 ft (assist by B. Simmons),62,56
252,2,0:27.0,,Shooting foul by D. Booker (drawn by L. Shamet),62,56
253,2,0:27.0,,T. McConnell enters the game for B. Simmons,62,56
254,2,0:27.0,,L. Shamet makes free throw 1 of 1,62,57
255,2,0:03.0,D. Booker misses 2-pt jump shot from 3 ft,,62,57
256,2,0:01.0,,Defensive rebound by J. Embiid,62,57
257,2,0:01.0,,J. Embiid misses 3-pt jump shot from 46 ft,62,57
258,2,0:01.0,,Offensive rebound by Team,62,57
259,3,11:49.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Embiid),62,59
260,3,11:32.0,Turnover by D. Ayton (out of bounds lost ball),,62,59
261,3,11:20.0,,J. Embiid misses 2-pt jump shot from 10 ft,62,59
262,3,11:18.0,Defensive rebound by T. Warren,,62,59
263,3,11:06.0,D. Booker makes 3-pt jump shot from 27 ft (assist by T. Ariza),,65,59
264,3,10:55.0,,Shooting foul by D. Booker (drawn by J. Redick),65,59
265,3,10:55.0,,J. Redick misses free throw 1 of 2,65,59
266,3,10:55.0,,Offensive rebound by Team,65,59
267,3,10:55.0,,J. Redick makes free throw 2 of 2,65,60
268,3,10:40.0,D. Booker misses 3-pt jump shot from 27 ft,,65,60
269,3,10:38.0,,Defensive rebound by W. Chandler,65,60
270,3,10:31.0,,J. Embiid misses 3-pt jump shot from 25 ft,65,60
271,3,10:30.0,Defensive rebound by Team,,65,60
272,3,10:22.0,T. Warren makes 2-pt layup from 2 ft (assist by D. Ayton),,67,60
273,3,10:22.0,Shooting foul by W. Chandler (drawn by T. Warren),,67,60
274,3,10:22.0,T. Warren makes free throw 1 of 1,,68,60
275,3,10:09.0,,J. Embiid makes 2-pt layup at rim (assist by J. Redick),68,62
276,3,9:53.0,D. Booker misses 2-pt jump shot from 16 ft,,68,62
277,3,9:52.0,,Defensive rebound by Team,68,62
278,3,9:35.0,,J. Butler misses 2-pt jump shot from 6 ft,68,62
279,3,9:35.0,,Offensive rebound by J. Embiid,68,62
280,3,9:35.0,,J. Embiid makes 2-pt layup from 1 ft,68,64
281,3,9:35.0,,Shooting foul by T. Warren (drawn by J. Embiid),68,64
282,3,9:35.0,,J. Embiid makes free throw 1 of 1,68,65
283,3,9:29.0,Personal foul by J. Butler (drawn by T. Ariza),,68,65
284,3,9:15.0,D. Ayton misses 2-pt jump shot from 2 ft,,68,65
285,3,9:13.0,,Defensive rebound by J. Embiid,68,65
286,3,9:08.0,,J. Redick misses 3-pt jump shot from 27 ft,68,65
287,3,9:04.0,,Offensive rebound by W. Chandler,68,65
288,3,8:58.0,,B. Simmons misses 2-pt layup from 3 ft (block by T. Ariza),68,65
289,3,8:57.0,,Offensive rebound by B. Simmons,68,65
290,3,8:57.0,,B. Simmons makes 2-pt layup from 2 ft,68,67
291,3,8:57.0,Phoenix full timeout,,68,67
292,3,8:39.0,D. Booker misses 3-pt jump shot from 25 ft,,68,67
293,3,8:36.0,Offensive rebound by D. Ayton,,68,67
294,3,8:33.0,M. Bridges misses 3-pt jump shot from 25 ft,,68,67
295,3,8:30.0,,Defensive rebound by W. Chandler,68,67
296,3,8:15.0,,J. Embiid makes 2-pt layup from 2 ft,68,69
297,3,8:15.0,,Shooting foul by D. Booker (drawn by J. Embiid),68,69
298,3,8:15.0,R. Holmes enters the game for T. Ariza,,68,69
299,3,8:15.0,J. Jackson enters the game for D. Ayton,,68,69
300,3,8:15.0,,L. Shamet enters the game for J. Redick,68,69
301,3,8:15.0,,J. Embiid makes free throw 1 of 1,68,70
302,3,8:01.0,T. Warren misses 2-pt layup from 8 ft,,68,70
303,3,7:58.0,,Defensive rebound by J. Embiid,68,70
304,3,7:57.0,,Turnover by B. Simmons (bad pass),68,70
305,3,7:44.0,D. Booker misses 3-pt jump shot from 27 ft,,68,70
306,3,7:42.0,,Defensive rebound by J. Embiid,68,70
307,3,7:34.0,,Turnover by J. Embiid (bad pass),68,70
308,3,7:14.0,T. Warren makes 2-pt jump shot from 10 ft (assist by J. Jackson),,70,70
309,3,6:58.0,,B. Simmons makes 2-pt layup from 2 ft,70,72
310,3,6:41.0,D. Booker makes 3-pt jump shot from 27 ft,,73,72
311,3,6:19.0,,Personal foul by M. Bridges (drawn by J. Embiid),73,72
312,3,6:19.0,J. Crawford enters the game for M. Bridges,,73,72
313,3,6:12.0,,J. Embiid makes 2-pt jump shot from 14 ft,73,74
314,3,6:02.0,Personal foul by J. Butler (drawn by J. Jackson),,73,74
315,3,5:55.0,Turnover by R. Holmes (bad pass; steal by J. Butler),,73,74
316,3,5:53.0,,Personal foul by J. Jackson (drawn by J. Embiid),73,74
317,3,5:53.0,,J. Embiid makes free throw 1 of 2,73,75
318,3,5:53.0,I. Canaan enters the game for D. Booker,,73,75
319,3,5:53.0,,J. Embiid makes free throw 2 of 2,73,76
320,3,5:39.0,Shooting foul by L. Shamet (drawn by J. Jackson),,73,76
321,3,5:39.0,J. Jackson makes free throw 1 of 2,,74,76
322,3,5:39.0,,M. Muscala enters the game for J. Embiid,74,76
323,3,5:39.0,J. Jackson makes free throw 2 of 2,,75,76
324,3,5:21.0,,M. Muscala misses 2-pt hook shot from 4 ft,75,76
325,3,5:19.0,Defensive rebound by J. Crawford,,75,76
326,3,5:08.0,I. Canaan misses 3-pt jump shot from 28 ft,,75,76
327,3,5:05.0,,Defensive rebound by B. Simmons,75,76
328,3,5:00.0,,W. Chandler misses 3-pt jump shot from 25 ft,75,76
329,3,4:59.0,,Offensive rebound by Team,75,76
330,3,4:59.0,Loose ball foul by I. Canaan (drawn by M. Muscala),,75,76
331,3,4:59.0,,M. Muscala makes free throw 1 of 2,75,77
332,3,4:59.0,,M. Muscala misses free throw 2 of 2,75,77
333,3,4:57.0,Defensive rebound by T. Warren,,75,77
334,3,4:41.0,J. Crawford misses 2-pt jump shot from 19 ft,,75,77
335,3,4:37.0,,Defensive rebound by B. Simmons,75,77
336,3,4:29.0,,B. Simmons misses 2-pt layup from 3 ft,75,77
337,3,4:25.0,Defensive rebound by J. Crawford,,75,77
338,3,4:14.0,J. Jackson misses 2-pt jump shot from 19 ft,,75,77
339,3,4:10.0,,Defensive rebound by B. Simmons,75,77
340,3,3:54.0,,M. Muscala makes 3-pt jump shot from 28 ft (assist by W. Chandler),75,80
341,3,3:40.0,Shooting foul by M. Muscala (drawn by T. Warren),,75,80
342,3,3:40.0,T. Warren misses free throw 1 of 2,,75,80
343,3,3:40.0,Offensive rebound by Team,,75,80
344,3,3:40.0,,J. Embiid enters the game for J. Butler,75,80
345,3,3:40.0,,F. Korkmaz enters the game for W. Chandler,75,80
346,3,3:40.0,,T. McConnell enters the game for B. Simmons,75,80
347,3,3:40.0,T. Warren makes free throw 2 of 2,,76,80
348,3,3:18.0,,J. Embiid misses 3-pt jump shot from 28 ft,76,80
349,3,3:17.0,,Offensive rebound by Team,76,80
350,3,3:17.0,Loose ball foul by J. Crawford (drawn by M. Muscala),,76,80
351,3,3:17.0,,M. Muscala makes free throw 1 of 2,76,81
352,3,3:17.0,T. Ariza enters the game for T. Warren,,76,81
353,3,3:17.0,,J. Redick enters the game for L. Shamet,76,81
354,3,3:17.0,,M. Muscala makes free throw 2 of 2,76,82
355,3,2:54.0,T. Ariza makes 2-pt jump shot from 22 ft,,78,82
356,3,2:43.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),78,84
357,3,2:24.0,Shooting foul by M. Muscala (drawn by T. Ariza),,78,84
358,3,2:24.0,,Philadelphia full timeout,78,84
359,3,2:24.0,D. Booker enters the game for J. Jackson,,78,84
360,3,2:24.0,T. Ariza misses free throw 1 of 2,,78,84
361,3,2:24.0,Offensive rebound by Team,,78,84
362,3,2:24.0,T. Ariza misses free throw 2 of 2,,78,84
363,3,2:22.0,,Defensive rebound by J. Embiid,78,84
364,3,2:12.0,,T. McConnell makes 2-pt jump shot from 13 ft,78,86
365,3,1:47.0,D. Booker makes 2-pt jump shot from 17 ft,,80,86
366,3,1:34.0,,Turnover by J. Embiid (lost ball; steal by R. Holmes),80,86
367,3,1:26.0,Turnover by T. Ariza (bad pass; steal by J. Embiid),,80,86
368,3,1:20.0,,J. Redick misses 3-pt jump shot from 28 ft,80,86
369,3,1:17.0,,Offensive rebound by M. Muscala,80,86
370,3,1:17.0,,M. Muscala makes 2-pt layup from 1 ft,80,88
371,3,1:17.0,,Shooting foul by R. Holmes (drawn by M. Muscala),80,88
372,3,1:17.0,,M. Muscala makes free throw 1 of 1,80,89
373,3,0:57.0,Personal foul by J. Embiid (drawn by D. Booker),,80,89
374,3,0:57.0,D. Booker makes free throw 1 of 2,,81,89
375,3,0:57.0,D. Booker makes free throw 2 of 2,,82,89
376,3,0:46.0,,J. Redick makes 3-pt jump shot from 29 ft (assist by F. Korkmaz),82,92
377,3,0:31.0,R. Holmes makes 2-pt layup from 2 ft (assist by I. Canaan),,84,92
378,3,0:31.0,Shooting foul by J. Embiid (drawn by R. Holmes),,84,92
379,3,0:31.0,R. Holmes misses free throw 1 of 1,,84,92
380,3,0:31.0,,Defensive rebound by J. Embiid,84,92
381,3,0:17.0,,T. McConnell misses 2-pt layup from 2 ft (block by R. Holmes),84,92
382,3,0:14.0,Defensive rebound by D. Booker,,84,92
383,3,0:02.0,D. Booker makes 2-pt jump shot from 19 ft,,86,92
384,4,11:47.0,T. Ariza misses 3-pt jump shot from 25 ft,,86,92
385,4,11:44.0,,Defensive rebound by J. Embiid,86,92
386,4,11:32.0,,Turnover by J. Embiid (traveling),86,92
387,4,11:19.0,J. Crawford misses 2-pt jump shot from 13 ft,,86,92
