,QUARTER,TIME_REMAINING,UTAH_ACTION,BOSTON_ACTION,UTAH_SCORE,BOSTON_SCORE
48,1,6:03.0,J. Ingles makes 2-pt jump shot from 4 ft,,11,11
49,1,5:47.0,,J. Brown misses 3-pt jump shot from 26 ft,11,11
50,1,5:44.0,Defensive rebound by D. Mitchell,,11,11
51,1,5:42.0,J. Crowder makes 2-pt layup from 2 ft (assist by D. Mitchell),,13,11
52,1,5:26.0,,K. Irving misses 2-pt jump shot from 20 ft,13,11
53,1,5:24.0,,Offensive rebound by K. Irving,13,11
54,1,5:23.0,,K. Irving misses 2-pt jump shot from 14 ft,13,11
55,1,5:22.0,Defensive rebound by R. Gobert,,13,11
56,1,5:07.0,D. Mitchell makes 2-pt jump shot from 16 ft,,15,11
57,1,4:41.0,,J. Brown makes 3-pt jump shot from 26 ft,15,14
58,1,4:30.0,R. Rubio makes 2-pt layup from 1 ft,,17,14
59,1,4:14.0,,J. Brown misses 3-pt jump shot from 23 ft,17,14
60,1,4:13.0,Defensive rebound by J. Crowder,,17,14
61,1,4:08.0,Personal foul by M. Smart (drawn by R. Gobert),,17,14
62,1,4:08.0,A. Burks enters the game for D. Mitchell,,17,14
63,1,4:08.0,D. Exum enters the game for R. Rubio,,17,14
64,1,4:08.0,,M. Morris enters the game for J. Brown,17,14
65,1,4:08.0,,D. Theis enters the game for A. Horford,17,14
66,1,3:57.0,D. Exum misses 2-pt layup from 4 ft (block by M. Smart),,17,14
67,1,3:52.0,,Defensive rebound by M. Smart,17,14
68,1,3:48.0,,Turnover by M. Morris (lost ball; steal by J. Crowder),17,14
69,1,3:44.0,D. Exum makes 2-pt layup from 1 ft (assist by J. Crowder),,19,14
70,1,3:29.0,,J. Tatum misses 3-pt jump shot from 27 ft,19,14
71,1,3:27.0,Defensive rebound by J. Crowder,,19,14
72,1,3:21.0,J. Crowder misses 3-pt jump shot from 26 ft,,19,14
73,1,3:20.0,,Defensive rebound by Team,19,14
74,1,3:20.0,Loose ball foul by R. Gobert (drawn by M. Smart),,19,14
75,1,3:20.0,,Boston full timeout,19,14
76,1,3:20.0,D. Favors enters the game for R. Gobert,,19,14
77,1,3:20.0,,T. Rozier enters the game for K. Irving,19,14
78,1,3:09.0,,M. Smart makes 2-pt layup from 2 ft (assist by M. Morris),19,16
79,1,3:09.0,,Shooting foul by A. Burks (drawn by M. Smart),19,16
80,1,3:09.0,,M. Smart makes free throw 1 of 1,19,17
81,1,2:55.0,Turnover by D. Exum (bad pass),,19,17
82,1,2:46.0,,Personal foul by J. Ingles (drawn by T. Rozier),19,17
83,1,2:46.0,R. O'Neale enters the game for J. Ingles,,19,17
84,1,2:41.0,Violation by Team (kicked ball),,19,17
85,1,2:35.0,,Personal foul by J. Crowder (drawn by M. Morris),19,17
86,1,2:35.0,,M. Morris misses free throw 1 of 2,19,17
87,1,2:35.0,,Offensive rebound by Team,19,17
88,1,2:35.0,,M. Morris makes free throw 2 of 2,19,18
89,1,2:27.0,D. Exum makes 2-pt layup from 4 ft,,21,18
90,1,2:12.0,,T. Rozier misses 3-pt jump shot from 28 ft,21,18
91,1,2:10.0,,Offensive rebound by D. Theis,21,18
92,1,2:07.0,,M. Morris misses 3-pt jump shot from 27 ft,21,18
93,1,2:05.0,Defensive rebound by D. Favors,,21,18
94,1,1:57.0,Turnover by R. O'Neale (traveling),,21,18
95,1,1:41.0,,Personal foul by A. Burks (drawn by D. Theis),21,18
96,1,1:41.0,,D. Theis misses free throw 1 of 2,21,18
97,1,1:41.0,,Offensive rebound by Team,21,18
98,1,1:41.0,,G. Hayward enters the game for J. Tatum,21,18
99,1,1:41.0,,D. Theis misses free throw 2 of 2,21,18
100,1,1:41.0,Defensive rebound by D. Favors,,21,18
101,1,1:21.0,D. Exum makes 2-pt hook shot from 5 ft,,23,18
102,1,1:03.0,,D. Theis misses 2-pt jump shot from 13 ft,23,18
103,1,1:01.0,Defensive rebound by D. Favors,,23,18
104,1,0:50.0,J. Crowder misses 3-pt jump shot from 25 ft,,23,18
105,1,0:47.0,,Defensive rebound by T. Rozier,23,18
106,1,0:42.0,,T. Rozier makes 2-pt jump shot from 3 ft,23,20
107,1,0:42.0,,Shooting foul by J. Crowder (drawn by T. Rozier),23,20
108,1,0:42.0,D. Mitchell enters the game for J. Crowder,,23,20
109,1,0:42.0,,A. Baynes enters the game for D. Theis,23,20
110,1,0:42.0,,T. Rozier misses free throw 1 of 1,23,20
111,1,0:42.0,Defensive rebound by D. Favors,,23,20
112,1,0:30.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by D. Exum),,26,20
113,1,0:11.0,,T. Rozier misses 3-pt jump shot from 26 ft,26,20
114,1,0:09.0,,Offensive rebound by M. Morris,26,20
115,1,0:08.0,,M. Morris misses 2-pt layup from 3 ft (block by D. Favors),26,20
116,1,0:08.0,Defensive rebound by D. Exum,,26,20
117,1,0:00.0,R. O'Neale makes 3-pt jump shot from 24 ft (assist by D. Exum),,29,20
118,2,11:46.0,,G. Hayward makes 2-pt jump shot from 11 ft (assist by T. Rozier),29,22
119,2,11:28.0,D. Favors misses 2-pt layup from 4 ft,,29,22
120,2,11:26.0,,Defensive rebound by A. Baynes,29,22
121,2,11:18.0,,M. Morris misses 2-pt jump shot from 10 ft (block by R. O'Neale),29,22
122,2,11:16.0,Defensive rebound by R. O'Neale,,29,22
123,2,11:01.0,D. Exum misses 2-pt layup from 4 ft (block by A. Baynes),,29,22
124,2,10:58.0,,Defensive rebound by A. Baynes,29,22
125,2,10:54.0,,J. Brown misses 3-pt jump shot from 28 ft,29,22
126,2,10:52.0,,Offensive rebound by J. Brown,29,22
127,2,10:43.0,,J. Brown misses 2-pt jump shot from 4 ft,29,22
128,2,10:39.0,,Offensive rebound by J. Brown,29,22
129,2,10:37.0,,T. Rozier misses 3-pt jump shot from 23 ft,29,22
130,2,10:35.0,Defensive rebound by R. O'Neale,,29,22
131,2,10:28.0,A. Burks makes 2-pt layup from 5 ft,,31,22
132,2,10:16.0,,Turnover by T. Rozier (bad pass; steal by D. Mitchell),31,22
133,2,10:12.0,Shooting foul by M. Morris (drawn by D. Favors),,31,22
134,2,10:12.0,D. Favors misses free throw 1 of 2,,31,22
135,2,10:12.0,Offensive rebound by Team,,31,22
136,2,10:12.0,D. Favors misses free throw 2 of 2,,31,22
137,2,10:12.0,,Defensive rebound by G. Hayward,31,22
138,2,9:53.0,,A. Baynes misses 2-pt hook shot from 3 ft,31,22
139,2,9:51.0,Defensive rebound by D. Favors,,31,22
140,2,9:38.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by D. Favors),,34,22
141,2,9:20.0,,M. Morris makes 2-pt jump shot from 9 ft (assist by T. Rozier),34,24
142,2,8:58.0,D. Mitchell makes 2-pt jump shot from 14 ft,,36,24
143,2,8:40.0,,A. Baynes makes 2-pt hook shot from 8 ft (assist by J. Brown),36,26
144,2,8:22.0,Offensive foul by A. Burks (drawn by A. Baynes),,36,26
145,2,8:22.0,Turnover by A. Burks (offensive foul),,36,26
146,2,8:22.0,G. Niang enters the game for A. Burks,,36,26
147,2,8:22.0,,K. Irving enters the game for M. Morris,36,26
148,2,8:08.0,,Shooting foul by R. O'Neale (drawn by K. Irving),36,26
149,2,8:08.0,,K. Irving misses free throw 1 of 2,36,26
150,2,8:08.0,,Offensive rebound by Team,36,26
151,2,8:08.0,,K. Irving misses free throw 2 of 2,36,26
152,2,8:08.0,Defensive rebound by D. Favors,,36,26
153,2,7:52.0,G. Niang misses 2-pt layup from 4 ft,,36,26
154,2,7:50.0,,Defensive rebound by K. Irving,36,26
155,2,7:42.0,,K. Irving makes 2-pt layup from 3 ft,36,28
156,2,7:42.0,Utah full timeout,,36,28
157,2,7:42.0,R. Gobert enters the game for D. Favors,,36,28
158,2,7:42.0,J. Ingles enters the game for D. Mitchell,,36,28
159,2,7:30.0,Turnover by R. Gobert (lost ball; steal by G. Hayward),,36,28
160,2,7:19.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by G. Hayward),36,31
161,2,6:51.0,R. O'Neale misses 3-pt jump shot from 30 ft,,36,31
162,2,6:50.0,,Defensive rebound by T. Rozier,36,31
163,2,6:36.0,,K. Irving makes 2-pt jump shot from 22 ft (assist by A. Baynes),36,33
164,2,6:23.0,R. O'Neale misses 2-pt layup from 4 ft,,36,33
165,2,6:20.0,Offensive rebound by R. O'Neale,,36,33
166,2,6:17.0,G. Niang misses 3-pt jump shot from 26 ft,,36,33
167,2,6:15.0,,Defensive rebound by K. Irving,36,33
168,2,6:10.0,,Turnover by K. Irving (bad pass; steal by R. Gobert),36,33
169,2,6:10.0,,Clear path foul by G. Niang,36,33
170,2,6:10.0,G. Niang misses clear path free throw 1 of 2,,36,33
171,2,6:10.0,Offensive rebound by Team,,36,33
172,2,6:10.0,G. Niang makes clear path free throw 2 of 2,,37,33
173,2,6:10.0,J. Crowder enters the game for D. Exum,,37,33
174,2,6:10.0,D. Mitchell enters the game for G. Niang,,37,33
175,2,6:10.0,R. Rubio enters the game for R. O'Neale,,37,33
176,2,5:49.0,D. Mitchell misses 3-pt jump shot from 25 ft,,37,33
177,2,5:42.0,,Defensive rebound by T. Rozier,37,33
178,2,5:29.0,,T. Rozier makes 2-pt jump shot from 10 ft,37,35
179,2,5:12.0,Shooting foul by A. Baynes (drawn by R. Gobert),,37,35
180,2,5:12.0,R. Gobert makes free throw 1 of 2,,38,35
181,2,5:12.0,,A. Horford enters the game for A. Baynes,38,35
182,2,5:12.0,,M. Morris enters the game for J. Brown,38,35
183,2,5:12.0,,M. Smart enters the game for G. Hayward,38,35
184,2,5:12.0,,J. Tatum enters the game for T. Rozier,38,35
185,2,5:12.0,R. Gobert makes free throw 2 of 2,,39,35
186,2,4:56.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by M. Smart),39,38
187,2,4:43.0,Turnover by J. Ingles (bad pass; steal by K. Irving),,39,38
188,2,4:38.0,,K. Irving misses 2-pt layup from 3 ft,39,38
189,2,4:36.0,,Offensive rebound by A. Horford,39,38
190,2,4:30.0,,M. Smart misses 3-pt jump shot from 27 ft,39,38
191,2,4:28.0,Defensive rebound by Team,,39,38
192,2,4:19.0,Personal foul by M. Morris (drawn by J. Crowder),,39,38
193,2,4:10.0,J. Ingles makes 2-pt layup from 4 ft (assist by D. Mitchell),,41,38
194,2,3:52.0,,J. Tatum makes 2-pt jump shot from 17 ft,41,40
195,2,3:31.0,R. Gobert misses 2-pt hook shot from 4 ft,,41,40
196,2,3:29.0,,Defensive rebound by J. Tatum,41,40
197,2,3:21.0,,J. Tatum misses 2-pt jump shot from 10 ft,41,40
198,2,3:19.0,Defensive rebound by J. Crowder,,41,40
199,2,2:59.0,D. Mitchell makes 2-pt layup from 3 ft,,43,40
200,2,2:59.0,Shooting foul by K. Irving (drawn by D. Mitchell),,43,40
201,2,2:59.0,,Boston full timeout,43,40
202,2,2:59.0,D. Mitchell misses free throw 1 of 1,,43,40
203,2,2:59.0,,Defensive rebound by J. Tatum,43,40
204,2,2:44.0,,Personal foul by R. Rubio (drawn by K. Irving),43,40
205,2,2:36.0,,Turnover by M. Smart (bad pass; steal by D. Mitchell),43,40
206,2,2:32.0,D. Mitchell misses 2-pt layup from 4 ft,,43,40
207,2,2:30.0,,Defensive rebound by J. Tatum,43,40
208,2,2:26.0,,J. Tatum misses 2-pt layup from 4 ft,43,40
209,2,2:23.0,,Offensive rebound by A. Horford,43,40
210,2,2:22.0,,A. Horford makes 2-pt dunk at rim,43,42
211,2,1:58.0,D. Mitchell misses 3-pt jump shot from 25 ft,,43,42
212,2,1:58.0,Offensive rebound by R. Gobert,,43,42
213,2,1:52.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by R. Gobert),,46,42
214,2,1:34.0,,A. Horford misses 3-pt jump shot from 27 ft,46,42
215,2,1:32.0,Defensive rebound by J. Ingles,,46,42
216,2,1:16.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),,49,42
217,2,0:46.0,,Turnover by J. Tatum (bad pass; steal by D. Mitchell),49,42
218,2,0:41.0,J. Ingles misses 3-pt jump shot from 26 ft,,49,42
219,2,0:39.0,,Defensive rebound by M. Smart,49,42
220,2,0:32.0,,K. Irving makes 3-pt jump shot from 28 ft,49,45
221,2,0:32.0,Technical foul by J. Ingles,,49,45
222,2,0:32.0,,Technical foul by M. Smart,49,45
223,2,0:17.0,Shooting foul by A. Horford (drawn by R. Gobert),,49,45
224,2,0:17.0,R. Gobert makes free throw 1 of 2,,50,45
225,2,0:17.0,D. Exum enters the game for J. Crowder,,50,45
226,2,0:17.0,R. O'Neale enters the game for J. Ingles,,50,45
227,2,0:17.0,,T. Rozier enters the game for K. Irving,50,45
228,2,0:17.0,R. Gobert misses free throw 2 of 2,,50,45
229,2,0:17.0,,Defensive rebound by J. Tatum,50,45
230,2,0:17.0,,K. Irving enters the game for M. Smart,50,45
231,2,0:02.0,,K. Irving misses 2-pt layup from 4 ft,50,45
232,2,0:02.0,Defensive rebound by R. O'Neale,,50,45
233,2,0:01.0,R. O'Neale misses 3-pt jump shot from 51 ft,,50,45
234,2,0:01.0,Offensive rebound by Team,,50,45
235,3,11:41.0,,K. Irving makes 2-pt layup from 4 ft (assist by A. Horford),50,47
236,3,11:23.0,D. Mitchell misses 2-pt layup from 2 ft (block by A. Horford),,50,47
237,3,11:23.0,Offensive rebound by Team,,50,47
238,3,11:18.0,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),,52,47
239,3,11:00.0,,G. Hayward misses 3-pt jump shot from 25 ft,52,47
240,3,10:57.0,Defensive rebound by R. Gobert,,52,47
241,3,10:39.0,R. Rubio misses 2-pt jump shot from 20 ft,,52,47
242,3,10:37.0,,Defensive rebound by A. Horford,52,47
243,3,10:37.0,,Turnover by A. Horford (bad pass),52,47
244,3,10:26.0,D. Favors misses 3-pt jump shot from 23 ft,,52,47
245,3,10:23.0,Offensive rebound by R. Gobert,,52,47
246,3,10:23.0,Shooting foul by A. Horford (drawn by R. Gobert),,52,47
247,3,10:23.0,R. Gobert makes free throw 1 of 2,,53,47
248,3,10:23.0,R. Gobert misses free throw 2 of 2,,53,47
249,3,10:19.0,,Defensive rebound by K. Irving,53,47
250,3,10:08.0,,K. Irving misses 2-pt jump shot from 20 ft,53,47
251,3,10:06.0,Defensive rebound by R. Gobert,,53,47
252,3,9:54.0,R. Rubio makes 2-pt layup from 5 ft (assist by J. Ingles),,55,47
253,3,9:33.0,,J. Brown misses 3-pt jump shot from 23 ft,55,47
254,3,9:29.0,Defensive rebound by R. Rubio,,55,47
255,3,9:24.0,R. Rubio misses 2-pt layup from 4 ft (block by A. Horford),,55,47
256,3,9:23.0,Offensive rebound by Team,,55,47
257,3,9:11.0,J. Ingles misses 3-pt jump shot from 25 ft,,55,47
258,3,9:09.0,,Defensive rebound by K. Irving,55,47
259,3,8:57.0,,J. Brown misses 2-pt dunk from 5 ft,55,47
260,3,8:55.0,,Offensive rebound by G. Hayward,55,47
261,3,8:53.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by G. Hayward),55,49
262,3,8:41.0,Utah full timeout,,55,49
263,3,8:35.0,D. Mitchell misses 2-pt layup from 2 ft,,55,49
264,3,8:35.0,,Defensive rebound by Team,55,49
265,3,8:19.0,,Turnover by G. Hayward (bad pass; steal by D. Favors),55,49
266,3,8:13.0,D. Favors makes 2-pt dunk from 5 ft (assist by J. Ingles),,57,49
267,3,7:55.0,,G. Hayward misses 2-pt jump shot from 15 ft,57,49
268,3,7:53.0,Defensive rebound by R. Rubio,,57,49
269,3,7:46.0,D. Mitchell makes 3-pt jump shot from 28 ft (assist by J. Ingles),,60,49
270,3,7:32.0,,A. Horford misses 3-pt jump shot from 25 ft,60,49
271,3,7:29.0,,Offensive rebound by J. Tatum,60,49
272,3,7:25.0,,J. Tatum makes 2-pt layup from 4 ft,60,51
273,3,7:06.0,D. Mitchell makes 3-pt jump shot from 25 ft,,63,51
274,3,6:51.0,,Personal foul by R. Rubio (drawn by J. Tatum),63,51
275,3,6:51.0,J. Crowder enters the game for D. Favors,,63,51
276,3,6:51.0,,A. Baynes enters the game for J. Brown,63,51
277,3,6:51.0,,M. Morris enters the game for G. Hayward,63,51
278,3,6:51.0,,M. Smart enters the game for A. Horford,63,51
279,3,6:42.0,,M. Smart makes 2-pt jump shot from 5 ft,63,53
280,3,6:34.0,Personal foul by A. Baynes (drawn by R. Rubio),,63,53
281,3,6:23.0,R. Gobert makes 2-pt dunk from 6 ft (assist by D. Mitchell),,65,53
282,3,6:02.0,,J. Tatum makes 2-pt layup from 3 ft,65,55
283,3,5:40.0,Shooting foul by K. Irving (drawn by D. Mitchell),,65,55
284,3,5:40.0,D. Mitchell makes free throw 1 of 3,,66,55
285,3,5:40.0,D. Mitchell makes free throw 2 of 3,,67,55
286,3,5:40.0,D. Mitchell makes free throw 3 of 3,,68,55
287,3,5:23.0,,J. Tatum misses 2-pt layup from 2 ft,68,55
288,3,5:21.0,,Offensive rebound by K. Irving,68,55
289,3,5:21.0,,K. Irving makes 2-pt layup from 1 ft,68,57
290,3,5:12.0,Personal foul by K. Irving (drawn by R. Rubio),,68,57
291,3,5:12.0,A. Burks enters the game for D. Mitchell,,68,57
292,3,5:12.0,,T. Rozier enters the game for K. Irving,68,57
293,3,5:02.0,R. Rubio makes 2-pt jump shot from 12 ft (assist by J. Ingles),,70,57
294,3,4:53.0,,Personal foul by R. Gobert (drawn by A. Baynes),70,57
295,3,4:51.0,,Personal foul by J. Ingles (drawn by J. Tatum),70,57
296,3,4:51.0,R. O'Neale enters the game for J. Ingles,,70,57
297,3,4:42.0,,J. Tatum misses 2-pt jump shot from 4 ft,70,57
298,3,4:41.0,,Offensive rebound by Team,70,57
299,3,4:39.0,,M. Morris misses 3-pt jump shot from 23 ft,70,57
300,3,4:37.0,,Offensive rebound by A. Baynes,70,57
301,3,4:35.0,,Turnover by A. Baynes (lost ball; steal by A. Burks),70,57
302,3,4:33.0,,Clear path foul by R. Rubio,70,57
303,3,4:33.0,R. Rubio makes clear path free throw 1 of 2,,71,57
304,3,4:33.0,R. Rubio misses clear path free throw 2 of 2,,71,57
305,3,4:33.0,Offensive rebound by Team,,71,57
306,3,4:21.0,Turnover by R. Rubio (bad pass; steal by A. Baynes),,71,57
307,3,4:16.0,,M. Smart misses 2-pt layup from 3 ft (block by R. Gobert),71,57
308,3,4:13.0,Defensive rebound by R. Rubio,,71,57
309,3,4:03.0,R. Rubio misses 3-pt jump shot from 27 ft,,71,57
310,3,4:03.0,,Defensive rebound by J. Tatum,71,57
311,3,3:59.0,,Personal foul by R. O'Neale (drawn by J. Tatum),71,57
312,3,3:59.0,D. Exum enters the game for R. Rubio,,71,57
313,3,3:59.0,,G. Hayward enters the game for J. Tatum,71,57
314,3,3:47.0,,M. Morris misses 3-pt jump shot from 24 ft,71,57
315,3,3:44.0,,Offensive rebound by Team,71,57
316,3,3:42.0,,T. Rozier misses 3-pt jump shot from 23 ft,71,57
317,3,3:39.0,Defensive rebound by J. Crowder,,71,57
318,3,3:30.0,J. Crowder misses 3-pt jump shot from 26 ft,,71,57
319,3,3:29.0,,Defensive rebound by M. Morris,71,57
320,3,3:15.0,,Shooting foul by D. Exum (drawn by T. Rozier),71,57
321,3,3:15.0,,T. Rozier misses free throw 1 of 2,71,57
322,3,3:15.0,,Offensive rebound by Team,71,57
323,3,3:15.0,D. Favors enters the game for R. Gobert,,71,57
324,3,3:15.0,,T. Rozier misses free throw 2 of 2,71,57
325,3,3:13.0,Defensive rebound by D. Exum,,71,57
326,3,3:13.0,Personal foul by T. Rozier (drawn by D. Exum),,71,57
327,3,3:13.0,D. Exum misses free throw 1 of 2,,71,57
328,3,3:13.0,Offensive rebound by Team,,71,57
329,3,3:13.0,D. Exum makes free throw 2 of 2,,72,57
330,3,3:02.0,,M. Morris misses 3-pt jump shot from 24 ft,72,57
331,3,2:59.0,,Offensive rebound by A. Baynes,72,57
332,3,2:56.0,,A. Baynes misses 2-pt hook shot from 2 ft,72,57
333,3,2:54.0,Defensive rebound by R. O'Neale,,72,57
334,3,2:40.0,A. Burks misses 3-pt jump shot from 27 ft,,72,57
335,3,2:38.0,,Defensive rebound by T. Rozier,72,57
336,3,2:25.0,,T. Rozier misses 3-pt jump shot from 25 ft,72,57
337,3,2:23.0,Defensive rebound by D. Exum,,72,57
338,3,2:12.0,Turnover by A. Burks (bad pass; steal by M. Smart),,72,57
339,3,2:08.0,,G. Hayward makes 2-pt jump shot from 1 ft (assist by M. Smart),72,59
340,3,1:52.0,Shooting foul by A. Baynes (drawn by D. Favors),,72,59
341,3,1:52.0,,Boston full timeout,72,59
342,3,1:52.0,D. Mitchell enters the game for A. Burks,,72,59
343,3,1:52.0,,J. Brown enters the game for M. Smart,72,59
344,3,1:52.0,D. Favors makes free throw 1 of 2,,73,59
345,3,1:52.0,D. Favors makes free throw 2 of 2,,74,59
346,3,1:33.0,,G. Hayward makes 2-pt jump shot from 6 ft,74,61
347,3,1:33.0,,Shooting foul by J. Crowder (drawn by G. Hayward),74,61
348,3,1:33.0,,G. Hayward makes free throw 1 of 1,74,62
349,3,1:10.0,D. Mitchell misses 3-pt jump shot from 30 ft,,74,62
350,3,1:04.0,,Defensive rebound by G. Hayward,74,62
351,3,0:49.0,,G. Hayward misses 3-pt jump shot from 24 ft,74,62
352,3,0:47.0,Defensive rebound by D. Mitchell,,74,62
353,3,0:26.0,D. Exum makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,77,62
354,3,0:01.0,,T. Rozier misses 3-pt jump shot from 26 ft,77,62
355,3,0:01.0,,Offensive rebound by A. Baynes,77,62
356,3,0:00.0,,A. Baynes misses 2-pt layup from 1 ft,77,62
357,3,0:00.0,,Offensive rebound by Team,77,62
358,4,11:49.0,D. Favors makes 2-pt dunk from 6 ft (assist by D. Mitchell),,79,62
359,4,11:31.0,,A. Horford misses 3-pt jump shot from 25 ft,79,62
360,4,11:28.0,Defensive rebound by R. O'Neale,,79,62
361,4,11:14.0,D. Mitchell misses 3-pt jump shot from 26 ft,,79,62
362,4,11:14.0,,Defensive rebound by Team,79,62
363,4,11:02.0,,Personal foul by D. Mitchell (drawn by G. Hayward),79,62
364,4,11:02.0,G. Niang enters the game for J. Crowder,,79,62
365,4,10:56.0,,Turnover by G. Hayward (traveling),79,62
366,4,10:43.0,D. Favors makes 2-pt dunk from 5 ft (assist by D. Exum),,81,62
367,4,10:43.0,,Boston full timeout,81,62
368,4,10:31.0,,J. Brown misses 2-pt layup from 2 ft,81,62
369,4,10:29.0,Defensive rebound by D. Favors,,81,62
370,4,10:11.0,D. Mitchell misses 3-pt jump shot from 26 ft,,81,62
371,4,10:08.0,,Defensive rebound by A. Horford,81,62
372,4,9:58.0,,S. Ojeleye misses 3-pt jump shot from 22 ft,81,62
373,4,9:55.0,Defensive rebound by D. Exum,,81,62
374,4,9:50.0,Turnover by D. Mitchell (lost ball; steal by A. Horford),,81,62
375,4,9:47.0,,Personal foul by R. O'Neale (drawn by A. Horford),81,62
376,4,9:41.0,,K. Irving makes 2-pt layup from 2 ft,81,64
377,4,9:19.0,Turnover by R. O'Neale (lost ball; steal by S. Ojeleye),,81,64
378,4,9:14.0,,G. Hayward misses 2-pt dunk from 1 ft (block by D. Mitchell),81,64
379,4,9:12.0,Defensive rebound by R. O'Neale,,81,64
380,4,9:07.0,D. Favors makes 2-pt dunk from 3 ft (assist by G. Niang),,83,64
381,4,8:58.0,,Shooting foul by D. Favors (drawn by K. Irving),83,64
382,4,8:58.0,,K. Irving makes free throw 1 of 2,83,65
383,4,8:58.0,,D. Theis enters the game for J. Brown,83,65
384,4,8:58.0,,B. Wanamaker enters the game for G. Hayward,83,65
385,4,8:58.0,,G. Yabusele enters the game for A. Horford,83,65
386,4,8:58.0,,K. Irving makes free throw 2 of 2,83,66
387,4,8:42.0,D. Exum misses 3-pt jump shot from 25 ft,,83,66
388,4,8:40.0,,Defensive rebound by B. Wanamaker,83,66
389,4,8:34.0,,Personal foul by D. Mitchell (drawn by K. Irving),83,66
390,4,8:34.0,J. Ingles enters the game for D. Exum,,83,66
391,4,8:34.0,R. Rubio enters the game for R. O'Neale,,83,66
