,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
0,1,11:38.0,,D. Jordan makes 2-pt hook shot from 1 ft (assist by L. Dončić),0,2
1,1,11:23.0,K. Thompson makes 2-pt jump shot from 19 ft (assist by A. Iguodala),,2,2
2,1,11:02.0,,L. Dončić makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),2,5
3,1,10:49.0,K. Thompson makes 2-pt jump shot from 22 ft (assist by J. Jerebko),,4,5
4,1,10:34.0,,H. Barnes misses 2-pt layup from 2 ft,4,5
5,1,10:32.0,Defensive rebound by J. Jerebko,,4,5
6,1,10:21.0,K. Thompson misses 2-pt jump shot from 9 ft,,4,5
7,1,10:17.0,,Defensive rebound by D. Jordan,4,5
8,1,10:14.0,,L. Dončić makes 3-pt jump shot from 29 ft,4,8
9,1,9:59.0,A. Iguodala misses 2-pt jump shot from 20 ft,,4,8
10,1,9:57.0,,Defensive rebound by D. Jordan,4,8
11,1,9:44.0,,Offensive foul by D. Finney-Smith (drawn by J. Jerebko),4,8
12,1,9:44.0,,Turnover by D. Finney-Smith (offensive foul),4,8
13,1,9:32.0,K. Durant makes 2-pt dunk at rim (assist by J. Jerebko),,6,8
14,1,9:19.0,,H. Barnes makes 2-pt jump shot from 19 ft (assist by D. Smith),6,10
15,1,8:59.0,Turnover by A. Iguodala (bad pass; steal by D. Finney-Smith),,6,10
16,1,8:48.0,,Shooting foul by J. Jerebko (drawn by L. Dončić),6,10
17,1,8:48.0,,L. Dončić makes free throw 1 of 2,6,11
18,1,8:48.0,,L. Dončić makes free throw 2 of 2,6,12
19,1,8:37.0,K. Thompson misses 3-pt jump shot from 25 ft,,6,12
20,1,8:33.0,Offensive rebound by K. Looney,,6,12
21,1,8:30.0,K. Thompson misses 3-pt jump shot from 23 ft,,6,12
22,1,8:26.0,,Defensive rebound by H. Barnes,6,12
23,1,8:20.0,,D. Finney-Smith misses 3-pt jump shot from 28 ft,6,12
24,1,8:17.0,Defensive rebound by K. Durant,,6,12
25,1,8:11.0,K. Durant makes 2-pt jump shot from 17 ft,,8,12
26,1,7:47.0,,L. Dončić misses 3-pt jump shot from 32 ft,8,12
27,1,7:42.0,,Offensive rebound by D. Finney-Smith,8,12
28,1,7:40.0,,L. Dončić makes 2-pt layup from 2 ft (assist by D. Finney-Smith),8,14
