,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,INDIANA_ACTION,MINNESOTA_SCORE,INDIANA_SCORE
384,4,8:32.0,K. Towns makes 2-pt layup from 1 ft,,98,101
385,4,8:10.0,,T. Young misses 2-pt hook shot from 7 ft,98,101
386,4,8:07.0,,Offensive rebound by T. Young,98,101
387,4,8:04.0,,Turnover by D. McDermott (lost ball; steal by J. Okogie),98,101
388,4,8:01.0,J. Okogie makes 2-pt dunk from 2 ft,,100,101
389,4,7:45.0,,M. Turner misses 2-pt jump shot from 18 ft,100,101
390,4,7:42.0,Defensive rebound by A. Tolliver,,100,101
391,4,7:24.0,J. Teague makes 2-pt layup from 1 ft,,102,101
392,4,7:22.0,Technical foul by J. Teague,,102,101
393,4,7:22.0,,W. Matthews makes technical free throw,102,102
394,4,7:22.0,,B. Bogdanović enters the game for D. McDermott,102,102
395,4,7:05.0,,Shooting foul by J. Teague (drawn by T. Young),102,102
396,4,7:05.0,,T. Young makes free throw 1 of 2,102,103
397,4,7:05.0,,T. Young misses free throw 2 of 2,102,103
398,4,7:03.0,Defensive rebound by K. Towns,,102,103
399,4,6:48.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by K. Towns),,105,103
400,4,6:31.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by T. Young),105,106
401,4,6:10.0,A. Tolliver misses 3-pt jump shot from 26 ft,,105,106
402,4,6:06.0,Offensive rebound by J. Teague,,105,106
403,4,6:02.0,A. Tolliver misses 2-pt dunk from 2 ft (block by M. Turner),,105,106
404,4,5:59.0,Offensive rebound by K. Towns,,105,106
405,4,5:58.0,K. Towns makes 2-pt layup from 1 ft,,107,106
406,4,5:37.0,,Shooting foul by J. Okogie (drawn by T. Young),107,106
407,4,5:37.0,,T. Young misses free throw 1 of 2,107,106
408,4,5:37.0,,Offensive rebound by Team,107,106
409,4,5:37.0,D. Rose enters the game for J. Teague,,107,106
410,4,5:37.0,,T. Young makes free throw 2 of 2,107,107
411,4,5:25.0,K. Towns misses 2-pt layup from 6 ft (block by C. Joseph),,107,107
412,4,5:23.0,Offensive rebound by J. Okogie,,107,107
413,4,5:17.0,K. Towns misses 2-pt jump shot from 7 ft,,107,107
414,4,5:14.0,,Defensive rebound by B. Bogdanović,107,107
415,4,4:57.0,,B. Bogdanović misses 2-pt jump shot from 9 ft (block by A. Wiggins),107,107
416,4,4:53.0,Defensive rebound by K. Towns,,107,107
417,4,4:44.0,D. Rose misses 2-pt jump shot from 18 ft,,107,107
418,4,4:42.0,,Defensive rebound by W. Matthews,107,107
419,4,4:36.0,,W. Matthews misses 2-pt jump shot from 14 ft (block by J. Okogie),107,107
420,4,4:35.0,,Offensive rebound by Team,107,107
421,4,4:32.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,107,107
422,4,4:30.0,Defensive rebound by J. Okogie,,107,107
423,4,4:22.0,Minnesota full timeout,,107,107
424,4,4:22.0,,D. Collison enters the game for C. Joseph,107,107
425,4,4:11.0,K. Towns misses 3-pt jump shot from 27 ft,,107,107
426,4,4:09.0,,Defensive rebound by B. Bogdanović,107,107
427,4,3:57.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),107,109
428,4,3:31.0,Shooting foul by T. Young (drawn by A. Wiggins),,107,109
429,4,3:31.0,A. Wiggins misses free throw 1 of 2,,107,109
430,4,3:31.0,Offensive rebound by Team,,107,109
431,4,3:31.0,J. Teague enters the game for J. Okogie,,107,109
432,4,3:31.0,A. Wiggins misses free throw 2 of 2,,107,109
433,4,3:31.0,,Defensive rebound by T. Young,107,109
434,4,3:31.0,,Indiana full timeout,107,109
435,4,3:31.0,Minnesota full timeout,,107,109
436,4,3:21.0,,D. Collison misses 2-pt jump shot from 20 ft,107,109
437,4,3:19.0,,Offensive rebound by D. Collison,107,109
438,4,3:17.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Collison),107,112
439,4,2:47.0,J. Teague misses 2-pt jump shot from 10 ft,,107,112
440,4,2:44.0,Offensive rebound by K. Towns,,107,112
441,4,2:43.0,K. Towns misses 3-pt jump shot from 24 ft,,107,112
442,4,2:41.0,,Defensive rebound by B. Bogdanović,107,112
443,4,2:19.0,Violation by Team (kicked ball),,107,112
444,4,2:10.0,,D. Collison misses 2-pt jump shot from 10 ft (block by J. Teague),107,112
445,4,2:06.0,Defensive rebound by K. Towns,,107,112
446,4,1:50.0,Shooting foul by T. Young (drawn by J. Teague),,107,112
447,4,1:50.0,T. Gibson enters the game for A. Tolliver,,107,112
448,4,1:50.0,,C. Joseph enters the game for T. Young,107,112
449,4,1:50.0,J. Teague makes free throw 1 of 2,,108,112
450,4,1:50.0,J. Teague misses free throw 2 of 2,,108,112
451,4,1:49.0,,Defensive rebound by M. Turner,108,112
452,4,1:30.0,,B. Bogdanović makes 2-pt layup from 1 ft,108,114
453,4,1:16.0,A. Wiggins misses 3-pt jump shot from 27 ft,,108,114
454,4,1:13.0,Offensive rebound by J. Teague,,108,114
455,4,1:12.0,D. Rose misses 3-pt jump shot from 26 ft,,108,114
456,4,1:11.0,Offensive rebound by Team,,108,114
457,4,1:11.0,,Loose ball foul by M. Turner (drawn by T. Gibson),108,114
458,4,1:11.0,T. Gibson makes free throw 1 of 2,,109,114
459,4,1:11.0,T. Gibson makes free throw 2 of 2,,110,114
460,4,0:58.0,,B. Bogdanović makes 2-pt layup from 8 ft (assist by D. Collison),110,116
461,4,0:58.0,Violation by Team (def goaltending),,110,116
462,4,0:58.0,,Shooting foul by J. Teague (drawn by B. Bogdanović),110,116
463,4,0:58.0,A. Tolliver enters the game for T. Gibson,,110,116
464,4,0:58.0,,B. Bogdanović misses free throw 1 of 1,110,116
465,4,0:58.0,Defensive rebound by A. Wiggins,,110,116
466,4,0:45.0,K. Towns misses 3-pt jump shot from 27 ft,,110,116
467,4,0:41.0,,Defensive rebound by D. Collison,110,116
468,4,0:32.0,,Shooting foul by J. Teague (drawn by D. Collison),110,116
469,4,0:32.0,,D. Collison makes free throw 1 of 2,110,117
470,4,0:32.0,,D. Collison makes free throw 2 of 2,110,118
471,4,0:32.0,Minnesota full timeout,,110,118
472,4,0:26.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by K. Towns),,113,118
473,4,0:22.0,,Personal take foul by K. Towns (drawn by D. Collison),113,118
474,4,0:22.0,,D. Collison makes free throw 1 of 2,113,119
475,4,0:22.0,,D. Collison makes free throw 2 of 2,113,120
476,4,0:22.0,Minnesota full timeout,,113,120
477,4,0:18.0,D. Rose misses 3-pt jump shot from 24 ft,,113,120
478,4,0:16.0,,Defensive rebound by B. Bogdanović,113,120
479,4,0:16.0,,Personal take foul by A. Tolliver (drawn by B. Bogdanović),113,120
480,4,0:16.0,,B. Bogdanović makes free throw 1 of 2,113,121
481,4,0:16.0,,B. Bogdanović makes free throw 2 of 2,113,122
482,4,0:04.0,J. Teague misses 2-pt layup from 2 ft (block by M. Turner),,113,122
483,4,0:01.0,Offensive rebound by K. Towns,,113,122
484,4,0:01.0,K. Towns makes 2-pt jump shot from 2 ft,,115,122
