,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
62,1,5:17.0,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,,11,16
63,1,5:17.0,,Defensive rebound by S. Ibaka,11,16
64,1,5:00.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by D. Green),11,19
65,1,4:39.0,T. Harris misses 2-pt jump shot from 4 ft,,11,19
66,1,4:39.0,,Defensive rebound by P. Siakam,11,19
67,1,4:27.0,,S. Ibaka makes 2-pt hook shot from 6 ft,11,21
68,1,4:22.0,LA Clippers full timeout,,11,21
69,1,4:22.0,L. Williams enters the game for P. Beverley,,11,21
70,1,4:22.0,,O. Anunoby enters the game for S. Ibaka,11,21
71,1,4:22.0,,G. Monroe enters the game for P. Siakam,11,21
72,1,4:09.0,M. Harrell misses 2-pt hook shot from 5 ft,,11,21
73,1,4:05.0,,Defensive rebound by G. Monroe,11,21
74,1,3:58.0,,F. VanVleet makes 2-pt jump shot from 17 ft,11,23
75,1,3:41.0,Turnover by M. Scott (lost ball; steal by O. Anunoby),,11,23
76,1,3:41.0,,Turnover by O. Anunoby (step out of bounds),11,23
77,1,3:41.0,B. Marjanović enters the game for M. Harrell,,11,23
78,1,3:34.0,L. Williams misses 2-pt jump shot from 10 ft,,11,23
79,1,3:33.0,Offensive rebound by B. Marjanović,,11,23
80,1,3:33.0,B. Marjanović makes 2-pt hook shot from 1 ft,,13,23
81,1,3:33.0,Shooting foul by K. Leonard (drawn by B. Marjanović),,13,23
82,1,3:33.0,B. Marjanović makes free throw 1 of 1,,14,23
83,1,3:10.0,,F. VanVleet misses 2-pt jump shot from 13 ft,14,23
84,1,3:09.0,,Offensive rebound by Team,14,23
85,1,3:09.0,J. Robinson enters the game for T. Harris,,14,23
86,1,3:08.0,,Turnover by Team (shot clock),14,23
87,1,2:57.0,L. Williams makes 2-pt layup from 1 ft (assist by B. Marjanović),,16,23
88,1,2:42.0,,Turnover by K. Leonard (out of bounds lost ball),16,23
89,1,2:42.0,P. Beverley enters the game for S. Gilgeous-Alexander,,16,23
90,1,2:42.0,,N. Powell enters the game for D. Green,16,23
91,1,2:42.0,,D. Wright enters the game for F. VanVleet,16,23
92,1,2:29.0,M. Scott misses 2-pt jump shot from 10 ft,,16,23
93,1,2:28.0,Offensive rebound by B. Marjanović,,16,23
94,1,2:28.0,Shooting foul by G. Monroe (drawn by B. Marjanović),,16,23
95,1,2:28.0,B. Marjanović misses free throw 1 of 2,,16,23
96,1,2:28.0,Offensive rebound by Team,,16,23
97,1,2:28.0,B. Marjanović makes free throw 2 of 2,,17,23
98,1,2:20.0,,N. Powell misses 3-pt jump shot from 27 ft,17,23
99,1,2:16.0,Defensive rebound by B. Marjanović,,17,23
100,1,2:12.0,Personal foul by O. Anunoby (drawn by P. Beverley),,17,23
101,1,2:12.0,P. Beverley makes free throw 1 of 2,,18,23
102,1,2:12.0,,C. Miles enters the game for K. Leonard,18,23
103,1,2:12.0,P. Beverley makes free throw 2 of 2,,19,23
104,1,2:00.0,,O. Anunoby misses 3-pt jump shot from 26 ft,19,23
105,1,1:55.0,,Offensive rebound by N. Powell,19,23
106,1,1:50.0,,Turnover by C. Miles (bad pass),19,23
107,1,1:40.0,Turnover by L. Williams (bad pass; steal by G. Monroe),,19,23
108,1,1:25.0,,N. Powell misses 3-pt jump shot from 26 ft,19,23
109,1,1:22.0,Defensive rebound by M. Scott,,19,23
110,1,1:17.0,Turnover by B. Marjanović (3 sec),,19,23
111,1,0:55.0,,N. Powell misses 3-pt jump shot from 23 ft,19,23
112,1,0:53.0,Defensive rebound by M. Scott,,19,23
113,1,0:46.0,Personal foul by C. Miles (drawn by L. Williams),,19,23
114,1,0:46.0,L. Williams makes free throw 1 of 2,,20,23
115,1,0:46.0,L. Williams makes free throw 2 of 2,,21,23
116,1,0:31.0,,C. Miles misses 3-pt jump shot from 27 ft,21,23
117,1,0:27.0,Defensive rebound by M. Scott,,21,23
118,1,0:21.0,Personal foul by N. Powell (drawn by L. Williams),,21,23
119,1,0:21.0,L. Williams makes free throw 1 of 2,,22,23
120,1,0:21.0,L. Williams makes free throw 2 of 2,,23,23
121,1,0:02.0,,D. Wright misses 2-pt layup from 2 ft,23,23
122,1,0:00.0,Defensive rebound by B. Marjanović,,23,23
123,2,11:43.0,M. Scott misses 2-pt hook shot from 5 ft,,23,23
124,2,11:41.0,,Defensive rebound by O. Anunoby,23,23
125,2,11:31.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by G. Monroe),23,26
126,2,11:17.0,L. Williams makes 2-pt jump shot from 7 ft (assist by B. Marjanović),,25,26
127,2,10:56.0,,D. Wright makes 2-pt jump shot from 19 ft,25,28
128,2,10:41.0,B. Marjanović misses 2-pt hook shot from 2 ft,,25,28
129,2,10:40.0,,Defensive rebound by G. Monroe,25,28
130,2,10:36.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by N. Powell),25,31
131,2,10:15.0,L. Williams misses 2-pt layup from 6 ft,,25,31
132,2,10:14.0,,Defensive rebound by N. Powell,25,31
133,2,10:14.0,,Personal foul by P. Beverley (drawn by N. Powell),25,31
134,2,10:14.0,T. Harris enters the game for M. Scott,,25,31
135,2,10:05.0,,Offensive foul by G. Monroe (drawn by J. Robinson),25,31
136,2,10:05.0,,Turnover by G. Monroe (offensive foul),25,31
137,2,9:53.0,P. Beverley misses 2-pt jump shot from 8 ft,,25,31
138,2,9:49.0,,Defensive rebound by D. Wright,25,31
139,2,9:44.0,,D. Wright makes 2-pt jump shot from 6 ft,25,33
140,2,9:31.0,Offensive foul by T. Harris (drawn by G. Monroe),,25,33
141,2,9:31.0,Turnover by T. Harris (offensive foul),,25,33
142,2,9:17.0,,Turnover by N. Powell (bad pass; steal by B. Marjanović),25,33
143,2,9:12.0,J. Robinson misses 2-pt layup from 2 ft (block by C. Miles),,25,33
144,2,9:11.0,,Defensive rebound by N. Powell,25,33
145,2,9:11.0,,Personal take foul by B. Marjanović (drawn by N. Powell),25,33
146,2,9:11.0,S. Gilgeous-Alexander enters the game for B. Marjanović,,25,33
147,2,9:11.0,M. Harrell enters the game for J. Robinson,,25,33
148,2,9:01.0,,Def 3 sec tech foul by Team,25,33
149,2,9:01.0,,N. Powell makes technical free throw,25,34
150,2,8:54.0,,G. Monroe misses 2-pt hook shot from 3 ft,25,34
151,2,8:53.0,,Offensive rebound by D. Wright,25,34
152,2,8:53.0,,D. Wright makes 2-pt layup from 2 ft,25,36
153,2,8:53.0,,Shooting foul by T. Harris (drawn by D. Wright),25,36
154,2,8:53.0,,D. Wright makes free throw 1 of 1,25,37
155,2,8:40.0,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),,27,37
156,2,8:29.0,,G. Monroe misses 2-pt layup from 2 ft (block by M. Harrell),27,37
157,2,8:29.0,Defensive rebound by L. Williams,,27,37
158,2,8:20.0,L. Williams misses 2-pt layup from 1 ft,,27,37
159,2,8:18.0,,Defensive rebound by G. Monroe,27,37
160,2,8:15.0,,D. Wright misses 3-pt jump shot from 26 ft,27,37
161,2,8:11.0,Defensive rebound by S. Gilgeous-Alexander,,27,37
162,2,8:11.0,P. Beverley makes 2-pt layup at rim (assist by S. Gilgeous-Alexander),,29,37
163,2,8:11.0,Shooting foul by O. Anunoby (drawn by P. Beverley),,29,37
164,2,8:11.0,P. Beverley makes free throw 1 of 1,,30,37
165,2,8:02.0,,N. Powell makes 2-pt jump shot from 10 ft,30,39
166,2,7:53.0,L. Williams misses 2-pt jump shot from 10 ft,,30,39
167,2,7:53.0,,Defensive rebound by N. Powell,30,39
168,2,7:31.0,,Shooting foul by M. Harrell (drawn by G. Monroe),30,39
169,2,7:31.0,,G. Monroe makes free throw 1 of 2,30,40
170,2,7:31.0,A. Bradley enters the game for L. Williams,,30,40
171,2,7:31.0,,P. Siakam enters the game for D. Wright,30,40
172,2,7:31.0,LA Clippers full timeout,,30,40
173,2,7:31.0,,D. Green enters the game for O. Anunoby,30,40
174,2,7:31.0,,K. Leonard enters the game for C. Miles,30,40
175,2,7:31.0,,F. VanVleet enters the game for N. Powell,30,40
176,2,7:31.0,,G. Monroe makes free throw 2 of 2,30,41
177,2,7:13.0,M. Harrell makes 2-pt dunk from 1 ft (assist by T. Harris),,32,41
178,2,6:59.0,,G. Monroe makes 2-pt dunk from 2 ft (assist by F. VanVleet),32,43
179,2,6:47.0,A. Bradley misses 3-pt jump shot from 24 ft,,32,43
180,2,6:44.0,Offensive rebound by M. Harrell,,32,43
181,2,6:44.0,LA Clippers full timeout,,32,43
182,2,6:44.0,,S. Ibaka enters the game for G. Monroe,32,43
183,2,6:34.0,M. Harrell makes 2-pt jump shot from 12 ft,,34,43
184,2,6:20.0,,K. Leonard makes 3-pt jump shot from 27 ft (assist by D. Green),34,46
185,2,6:05.0,A. Bradley makes 2-pt jump shot from 9 ft,,36,46
186,2,5:52.0,,K. Leonard makes 3-pt jump shot from 27 ft,36,49
187,2,5:41.0,S. Gilgeous-Alexander makes 2-pt layup from 3 ft,,38,49
188,2,5:41.0,Shooting foul by D. Green (drawn by S. Gilgeous-Alexander),,38,49
189,2,5:41.0,S. Gilgeous-Alexander makes free throw 1 of 1,,39,49
190,2,5:27.0,,K. Leonard makes 2-pt layup from 3 ft,39,51
191,2,5:17.0,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,,41,51
192,2,4:53.0,,D. Green misses 2-pt jump shot from 17 ft,41,51
193,2,4:48.0,Defensive rebound by S. Gilgeous-Alexander,,41,51
194,2,4:39.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by P. Siakam),,41,51
195,2,4:35.0,,Defensive rebound by S. Ibaka,41,51
196,2,4:29.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Green),41,54
197,2,4:29.0,,P. McCaw enters the game for D. Green,41,54
198,2,4:02.0,T. Harris makes 2-pt jump shot from 19 ft,,43,54
199,2,3:44.0,,K. Leonard makes 2-pt jump shot from 13 ft,43,56
200,2,3:30.0,Personal foul by P. McCaw (drawn by M. Harrell),,43,56
201,2,3:28.0,Personal foul by S. Ibaka (drawn by M. Harrell),,43,56
202,2,3:28.0,L. Williams enters the game for P. Beverley,,43,56
203,2,3:14.0,T. Harris misses 2-pt jump shot from 11 ft,,43,56
204,2,3:11.0,,Defensive rebound by K. Leonard,43,56
205,2,3:02.0,,Personal foul by L. Williams (drawn by P. Siakam),43,56
206,2,3:02.0,,P. Siakam misses free throw 1 of 2,43,56
207,2,3:02.0,,Offensive rebound by Team,43,56
208,2,3:02.0,,P. Siakam makes free throw 2 of 2,43,57
209,2,2:53.0,M. Harrell makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,45,57
210,2,2:40.0,,Turnover by F. VanVleet (bad pass; steal by T. Harris),45,57
211,2,2:36.0,T. Harris makes 2-pt layup from 1 ft,,47,57
212,2,2:20.0,,P. Siakam makes 2-pt jump shot from 6 ft,47,59
213,2,2:06.0,M. Harrell misses 2-pt layup from 4 ft,,47,59
214,2,2:03.0,,Defensive rebound by K. Leonard,47,59
215,2,2:02.0,,K. Leonard misses 3-pt jump shot from 27 ft,47,59
216,2,1:58.0,,Offensive rebound by S. Ibaka,47,59
217,2,1:58.0,,S. Ibaka makes 2-pt dunk from 1 ft,47,61
218,2,1:46.0,Turnover by T. Harris (lost ball; steal by F. VanVleet),,47,61
219,2,1:41.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),47,63
220,2,1:26.0,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,,49,63
221,2,1:12.0,,K. Leonard misses 2-pt jump shot from 21 ft,49,63
222,2,1:12.0,,Offensive rebound by S. Ibaka,49,63
223,2,1:04.0,,Shooting foul by M. Harrell (drawn by S. Ibaka),49,63
224,2,1:04.0,,S. Ibaka misses free throw 1 of 2,49,63
225,2,1:04.0,,Offensive rebound by Team,49,63
226,2,1:04.0,M. Scott enters the game for A. Bradley,,49,63
227,2,1:04.0,,O. Anunoby enters the game for P. Siakam,49,63
228,2,1:04.0,,D. Wright enters the game for F. VanVleet,49,63
229,2,1:04.0,,S. Ibaka makes free throw 2 of 2,49,64
230,2,0:56.0,L. Williams misses 2-pt jump shot from 11 ft,,49,64
231,2,0:53.0,,Defensive rebound by S. Ibaka,49,64
232,2,0:43.0,,Turnover by K. Leonard (lost ball; steal by S. Gilgeous-Alexander),49,64
233,2,0:38.0,S. Gilgeous-Alexander misses 2-pt hook shot from 4 ft,,49,64
234,2,0:36.0,,Defensive rebound by P. McCaw,49,64
235,2,0:33.0,,Shooting foul by L. Williams (drawn by D. Wright),49,64
236,2,0:33.0,,D. Wright misses free throw 1 of 2,49,64
237,2,0:33.0,,Offensive rebound by Team,49,64
238,2,0:33.0,,C. Boucher enters the game for S. Ibaka,49,64
239,2,0:33.0,,D. Wright makes free throw 2 of 2,49,65
240,2,0:17.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,51,65
241,2,0:00.0,,D. Wright misses 2-pt jump shot from 20 ft (block by S. Gilgeous-Alexander),51,65
242,2,0:00.0,,Offensive rebound by Team,51,65
243,3,11:45.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,,51,65
244,3,11:44.0,Offensive rebound by Team,,51,65
245,3,11:44.0,,Loose ball foul by F. VanVleet (drawn by S. Gilgeous-Alexander),51,65
246,3,11:39.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,,53,65
247,3,11:21.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by F. VanVleet),53,67
248,3,11:08.0,S. Gilgeous-Alexander makes 2-pt dunk from 1 ft (assist by M. Harrell),,55,67
249,3,10:50.0,,F. VanVleet makes 2-pt jump shot from 19 ft,55,69
250,3,10:31.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,58,69
251,3,10:08.0,,K. Leonard misses 2-pt jump shot from 14 ft,58,69
252,3,10:06.0,,Offensive rebound by S. Ibaka,58,69
253,3,10:04.0,,F. VanVleet misses 3-pt jump shot from 25 ft,58,69
254,3,10:00.0,,Offensive rebound by K. Leonard,58,69
255,3,9:58.0,,F. VanVleet misses 3-pt jump shot from 23 ft,58,69
256,3,9:58.0,,Offensive rebound by F. VanVleet,58,69
257,3,9:54.0,,Turnover by F. VanVleet (lost ball; steal by M. Harrell),58,69
258,3,9:44.0,T. Harris misses 2-pt jump shot from 9 ft,,58,69
259,3,9:41.0,,Defensive rebound by K. Leonard,58,69
260,3,9:41.0,,Personal foul by M. Harrell (drawn by K. Leonard),58,69
261,3,9:27.0,,F. VanVleet misses 2-pt layup from 2 ft (block by M. Harrell),58,69
262,3,9:27.0,,Offensive rebound by Team,58,69
263,3,9:25.0,,D. Green makes 2-pt jump shot from 16 ft (assist by F. VanVleet),58,71
264,3,9:04.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft (block by S. Ibaka),,58,71
265,3,9:03.0,Offensive rebound by Team,,58,71
266,3,9:00.0,A. Bradley misses 2-pt jump shot from 2 ft,,58,71
267,3,8:57.0,,Defensive rebound by F. VanVleet,58,71
268,3,8:51.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by D. Green),58,74
269,3,8:49.0,LA Clippers full timeout,,58,74
270,3,8:39.0,Turnover by P. Beverley (lost ball; steal by F. VanVleet),,58,74
271,3,8:37.0,,Shooting foul by P. Beverley (drawn by S. Ibaka),58,74
272,3,8:37.0,,S. Ibaka makes free throw 1 of 2,58,75
273,3,8:37.0,,S. Ibaka makes free throw 2 of 2,58,76
274,3,8:18.0,P. Beverley misses 3-pt jump shot from 26 ft,,58,76
275,3,8:15.0,,Defensive rebound by S. Ibaka,58,76
276,3,8:03.0,,Turnover by P. Siakam (out of bounds lost ball),58,76
277,3,7:52.0,Personal foul by F. VanVleet (drawn by A. Bradley),,58,76
278,3,7:44.0,Turnover by T. Harris (out of bounds lost ball),,58,76
279,3,7:26.0,,Personal foul by P. Beverley (drawn by F. VanVleet),58,76
280,3,7:15.0,,K. Leonard misses 2-pt jump shot from 13 ft,58,76
281,3,7:11.0,Defensive rebound by P. Beverley,,58,76
282,3,7:02.0,T. Harris makes 2-pt layup from 2 ft (assist by P. Beverley),,60,76
283,3,6:54.0,,K. Leonard misses 2-pt layup from 3 ft,60,76
284,3,6:53.0,Defensive rebound by M. Harrell,,60,76
285,3,6:45.0,P. Beverley makes 2-pt jump shot from 9 ft,,62,76
286,3,6:44.0,,Toronto full timeout,62,76
287,3,6:44.0,J. Robinson enters the game for P. Beverley,,62,76
288,3,6:44.0,M. Scott enters the game for A. Bradley,,62,76
289,3,6:44.0,L. Williams enters the game for M. Harrell,,62,76
290,3,6:31.0,,Personal foul by J. Robinson (drawn by P. Siakam),62,76
291,3,6:23.0,,P. Siakam makes 2-pt hook shot from 6 ft,62,78
292,3,6:23.0,,Shooting foul by J. Robinson (drawn by P. Siakam),62,78
293,3,6:23.0,,P. Siakam makes free throw 1 of 1,62,79
294,3,6:08.0,T. Harris makes 2-pt layup from 2 ft (assist by M. Scott),,64,79
295,3,5:54.0,,Personal foul by J. Robinson (drawn by P. Siakam),64,79
296,3,5:54.0,,P. Siakam makes free throw 1 of 2,64,80
297,3,5:54.0,,P. Siakam makes free throw 2 of 2,64,81
298,3,5:43.0,Shooting foul by S. Ibaka (drawn by L. Williams),,64,81
299,3,5:43.0,L. Williams makes free throw 1 of 2,,65,81
300,3,5:43.0,B. Marjanović enters the game for J. Robinson,,65,81
301,3,5:43.0,L. Williams makes free throw 2 of 2,,66,81
302,3,5:33.0,,Shooting foul by T. Harris (drawn by P. Siakam),66,81
303,3,5:33.0,,P. Siakam makes free throw 1 of 2,66,82
304,3,5:33.0,,P. Siakam makes free throw 2 of 2,66,83
305,3,5:28.0,Personal foul by P. Siakam (drawn by M. Scott),,66,83
306,3,5:22.0,S. Gilgeous-Alexander makes 2-pt jump shot from 18 ft,,68,83
307,3,5:07.0,,F. VanVleet misses 3-pt jump shot from 25 ft,68,83
308,3,5:04.0,Defensive rebound by T. Harris,,68,83
309,3,4:57.0,T. Harris misses 2-pt jump shot from 7 ft,,68,83
310,3,4:55.0,,Defensive rebound by K. Leonard,68,83
311,3,4:49.0,,P. Siakam misses 3-pt jump shot from 23 ft,68,83
312,3,4:45.0,Defensive rebound by S. Gilgeous-Alexander,,68,83
313,3,4:43.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by F. VanVleet),,68,83
314,3,4:40.0,,D. Green misses 3-pt jump shot from 26 ft,68,83
315,3,4:34.0,Defensive rebound by S. Gilgeous-Alexander,,68,83
316,3,4:29.0,M. Scott makes 2-pt jump shot from 3 ft (assist by T. Harris),,70,83
317,3,4:22.0,,K. Leonard misses 3-pt jump shot from 25 ft,70,83
318,3,4:22.0,,Offensive rebound by D. Green,70,83
319,3,4:18.0,,Toronto full timeout,70,83
320,3,4:18.0,P. Beverley enters the game for S. Gilgeous-Alexander,,70,83
321,3,4:18.0,,O. Anunoby enters the game for D. Green,70,83
322,3,4:18.0,,G. Monroe enters the game for S. Ibaka,70,83
323,3,4:18.0,,N. Powell enters the game for P. Siakam,70,83
324,3,4:18.0,,D. Wright enters the game for F. VanVleet,70,83
325,3,4:10.0,,G. Monroe misses 2-pt hook shot from 2 ft,70,83
326,3,4:06.0,Defensive rebound by T. Harris,,70,83
327,3,4:01.0,T. Harris misses 2-pt layup from 5 ft,,70,83
328,3,3:52.0,Offensive rebound by B. Marjanović,,70,83
329,3,3:52.0,B. Marjanović makes 2-pt layup from 1 ft,,72,83
330,3,3:44.0,,N. Powell makes 2-pt jump shot from 5 ft,72,85
331,3,3:25.0,B. Marjanović misses 2-pt layup from 1 ft,,72,85
332,3,3:23.0,,Defensive rebound by G. Monroe,72,85
333,3,3:19.0,,Personal foul by P. Beverley (drawn by D. Wright),72,85
334,3,3:19.0,,D. Wright makes free throw 1 of 2,72,86
335,3,3:19.0,,D. Wright makes free throw 2 of 2,72,87
336,3,3:03.0,T. Harris misses 2-pt jump shot from 14 ft,,72,87
337,3,3:00.0,Offensive rebound by B. Marjanović,,72,87
338,3,2:59.0,B. Marjanović misses 2-pt layup from 2 ft,,72,87
339,3,2:58.0,Offensive rebound by T. Harris,,72,87
340,3,2:58.0,T. Harris misses 2-pt layup from 2 ft (block by N. Powell),,72,87
341,3,2:58.0,,Defensive rebound by Team,72,87
342,3,2:58.0,T. Wallace enters the game for P. Beverley,,72,87
343,3,2:58.0,,C. Miles enters the game for K. Leonard,72,87
344,3,2:43.0,,N. Powell misses 2-pt jump shot from 6 ft,72,87
345,3,2:40.0,Defensive rebound by L. Williams,,72,87
346,3,2:37.0,Personal foul by O. Anunoby (drawn by L. Williams),,72,87
347,3,2:37.0,L. Williams makes free throw 1 of 2,,73,87
348,3,2:37.0,L. Williams makes free throw 2 of 2,,74,87
349,3,2:20.0,,Shooting foul by T. Harris (drawn by C. Miles),74,87
350,3,2:20.0,,C. Miles makes free throw 1 of 2,74,88
351,3,2:20.0,J. Robinson enters the game for T. Harris,,74,88
352,3,2:20.0,,C. Miles makes free throw 2 of 2,74,89
353,3,2:10.0,L. Williams makes 2-pt jump shot from 8 ft,,76,89
354,3,1:59.0,,G. Monroe makes 2-pt layup from 2 ft,76,91
355,3,1:49.0,Turnover by L. Williams (bad pass; steal by C. Miles),,76,91
356,3,1:44.0,,D. Wright makes 2-pt layup from 1 ft (assist by C. Miles),76,93
357,3,1:30.0,M. Scott misses 3-pt jump shot from 26 ft,,76,93
358,3,1:27.0,,Defensive rebound by G. Monroe,76,93
359,3,1:12.0,,O. Anunoby makes 2-pt layup at rim,76,95
360,3,0:59.0,L. Williams makes 2-pt layup from 1 ft,,78,95
361,3,0:59.0,Shooting foul by G. Monroe (drawn by L. Williams),,78,95
362,3,0:59.0,M. Harrell enters the game for B. Marjanović,,78,95
363,3,0:59.0,L. Williams misses free throw 1 of 1,,78,95
364,3,0:57.0,,Defensive rebound by O. Anunoby,78,95
365,3,0:42.0,,G. Monroe makes 2-pt jump shot from 13 ft (assist by D. Wright),78,97
366,3,0:36.0,T. Wallace makes 2-pt hook shot from 6 ft (assist by L. Williams),,80,97
367,3,0:30.0,,N. Powell misses 3-pt jump shot from 28 ft,80,97
368,3,0:29.0,Defensive rebound by Team,,80,97
369,3,0:10.0,L. Williams misses 2-pt jump shot from 17 ft,,80,97
370,3,0:07.0,,Defensive rebound by D. Wright,80,97
371,3,0:04.0,,D. Wright misses 2-pt layup from 2 ft (block by M. Harrell),80,97
372,3,0:04.0,,Offensive rebound by C. Miles,80,97
373,3,0:00.0,,C. Miles misses 3-pt jump shot from 26 ft,80,97
374,3,0:00.0,,Offensive rebound by Team,80,97
375,4,11:41.0,,N. Powell misses 2-pt layup from 2 ft,80,97
376,4,11:38.0,Defensive rebound by T. Wallace,,80,97
377,4,11:34.0,M. Scott misses 2-pt layup from 1 ft,,80,97
378,4,11:32.0,,Defensive rebound by G. Monroe,80,97
379,4,11:17.0,,D. Wright makes 2-pt layup at rim,80,99
