,QUARTER,TIME_REMAINING,UTAH_ACTION,NEW YORK_ACTION,UTAH_SCORE,NEW YORK_SCORE
152,2,5:27.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,62,36
153,2,5:11.0,,D. Dotson misses 3-pt jump shot from 25 ft,62,36
154,2,5:09.0,Defensive rebound by R. O'Neale,,62,36
155,2,4:48.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,62,36
156,2,4:46.0,,Defensive rebound by K. Knox,62,36
157,2,4:21.0,,K. Knox misses 3-pt jump shot from 26 ft,62,36
158,2,4:19.0,Defensive rebound by R. Rubio,,62,36
159,2,4:15.0,Shooting foul by M. Robinson (drawn by D. Mitchell),,62,36
160,2,4:15.0,,D. Jordan enters the game for M. Robinson,62,36
161,2,4:15.0,D. Mitchell makes free throw 1 of 2,,63,36
162,2,4:15.0,D. Mitchell misses free throw 2 of 2,,63,36
163,2,4:13.0,,Defensive rebound by E. Mudiay,63,36
164,2,4:07.0,,E. Mudiay makes 2-pt layup from 1 ft,63,38
165,2,3:58.0,D. Mitchell makes 3-pt jump shot from 22 ft (assist by T. Sefolosha),,66,38
166,2,3:30.0,,E. Mudiay misses 2-pt jump shot from 17 ft,66,38
167,2,3:28.0,Defensive rebound by R. O'Neale,,66,38
168,2,3:23.0,D. Mitchell misses 3-pt jump shot from 27 ft,,66,38
169,2,3:21.0,,Defensive rebound by H. Ellenson,66,38
170,2,3:11.0,,D. Dotson makes 2-pt jump shot from 20 ft,66,40
171,2,3:10.0,Utah full timeout,,66,40
172,2,3:10.0,J. Crowder enters the game for T. Sefolosha,,66,40
173,2,3:10.0,,M. Hezonja enters the game for H. Ellenson,66,40
174,2,2:47.0,R. O'Neale misses 2-pt jump shot from 20 ft,,66,40
175,2,2:45.0,Offensive rebound by R. Gobert,,66,40
176,2,2:45.0,R. Gobert makes 2-pt dunk from 1 ft,,68,40
177,2,2:28.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by K. Knox),68,43
178,2,2:12.0,D. Mitchell misses 2-pt layup from 6 ft,,68,43
179,2,2:10.0,Offensive rebound by R. Gobert,,68,43
180,2,2:10.0,R. Gobert makes 2-pt dunk from 1 ft,,70,43
181,2,1:57.0,,D. Dotson misses 3-pt jump shot from 26 ft,70,43
182,2,1:55.0,Defensive rebound by R. Rubio,,70,43
183,2,1:50.0,Shooting foul by M. Hezonja (drawn by R. Rubio),,70,43
184,2,1:50.0,J. Ingles enters the game for R. O'Neale,,70,43
185,2,1:50.0,R. Rubio makes free throw 1 of 2,,71,43
186,2,1:50.0,R. Rubio makes free throw 2 of 2,,72,43
187,2,1:33.0,,E. Mudiay misses 2-pt jump shot from 10 ft,72,43
188,2,1:31.0,,Offensive rebound by D. Jordan,72,43
189,2,1:29.0,,D. Jordan makes 2-pt hook shot from 7 ft,72,45
190,2,1:04.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by J. Ingles),,74,45
191,2,0:43.0,,Turnover by D. Jordan (bad pass; steal by R. Rubio),74,45
192,2,0:40.0,Offensive foul by R. Gobert (drawn by M. Hezonja),,74,45
193,2,0:40.0,Turnover by R. Gobert (offensive foul),,74,45
194,2,0:23.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by E. Mudiay),74,47
195,2,0:03.0,D. Mitchell misses 3-pt jump shot from 26 ft,,74,47
196,2,0:00.0,,Defensive rebound by M. Hezonja,74,47
197,3,11:41.0,,Shooting foul by D. Mitchell (drawn by D. Dotson),74,47
198,3,11:41.0,,D. Dotson misses free throw 1 of 3,74,47
199,3,11:41.0,,Offensive rebound by Team,74,47
200,3,11:41.0,,D. Dotson makes free throw 2 of 3,74,48
201,3,11:41.0,,D. Dotson misses free throw 3 of 3,74,48
202,3,11:39.0,Defensive rebound by R. Gobert,,74,48
203,3,11:24.0,Personal foul by M. Hezonja (drawn by D. Favors),,74,48
204,3,11:16.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),,77,48
205,3,10:53.0,,K. Knox makes 2-pt hook shot from 8 ft,77,50
206,3,10:42.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,79,50
207,3,10:32.0,,E. Mudiay misses 3-pt jump shot from 23 ft,79,50
208,3,10:30.0,Defensive rebound by J. Ingles,,79,50
209,3,10:16.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Favors),,81,50
210,3,10:04.0,,New York full timeout,81,50
211,3,9:59.0,,Turnover by D. Dotson (back court),81,50
212,3,9:55.0,Turnover by D. Mitchell (bad pass),,81,50
213,3,9:40.0,,M. Hezonja makes 2-pt layup from 1 ft,81,52
214,3,9:40.0,,Shooting foul by D. Favors (drawn by M. Hezonja),81,52
215,3,9:40.0,,M. Hezonja makes free throw 1 of 1,81,53
216,3,9:25.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),,84,53
217,3,9:11.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Jordan),84,55
218,3,8:57.0,Shooting foul by D. Jordan (drawn by R. Gobert),,84,55
219,3,8:57.0,R. Gobert makes free throw 1 of 2,,85,55
220,3,8:57.0,R. Gobert makes free throw 2 of 2,,86,55
221,3,8:41.0,,E. Mudiay makes 2-pt jump shot from 11 ft,86,57
222,3,8:25.0,Shooting foul by K. Knox (drawn by R. Rubio),,86,57
223,3,8:25.0,R. Rubio makes free throw 1 of 2,,87,57
224,3,8:25.0,R. Rubio makes free throw 2 of 2,,88,57
225,3,8:10.0,,Shooting foul by D. Favors (drawn by M. Hezonja),88,57
226,3,8:10.0,,M. Hezonja makes free throw 1 of 2,88,58
227,3,8:10.0,,M. Hezonja makes free throw 2 of 2,88,59
228,3,7:55.0,D. Mitchell makes 3-pt jump shot from 24 ft (assist by R. Gobert),,91,59
229,3,7:41.0,,K. Knox misses 2-pt layup from 2 ft,91,59
230,3,7:39.0,Defensive rebound by J. Ingles,,91,59
231,3,7:33.0,D. Favors makes 2-pt dunk from 1 ft (assist by R. Rubio),,93,59
232,3,7:17.0,,Turnover by D. Jordan (bad pass; steal by R. Gobert),93,59
233,3,7:15.0,Personal foul by D. Dotson (drawn by J. Ingles),,93,59
234,3,7:15.0,J. Crowder enters the game for D. Favors,,93,59
235,3,7:15.0,R. O'Neale enters the game for J. Ingles,,93,59
236,3,7:09.0,Shooting foul by D. Jordan (drawn by R. Rubio),,93,59
237,3,7:09.0,R. Rubio makes free throw 1 of 2,,94,59
238,3,7:09.0,R. Rubio makes free throw 2 of 2,,95,59
239,3,6:57.0,,M. Hezonja makes 3-pt jump shot from 25 ft (assist by D. Jordan),95,62
240,3,6:35.0,Shooting foul by D. Dotson (drawn by R. Rubio),,95,62
241,3,6:35.0,R. Rubio makes free throw 1 of 2,,96,62
242,3,6:35.0,,L. Kornet enters the game for D. Dotson,96,62
243,3,6:35.0,,M. Robinson enters the game for D. Jordan,96,62
244,3,6:35.0,R. Rubio makes free throw 2 of 2,,97,62
245,3,6:24.0,,E. Mudiay misses 2-pt jump shot from 18 ft,97,62
246,3,6:22.0,Defensive rebound by R. Gobert,,97,62
247,3,6:12.0,Turnover by R. Gobert (palming),,97,62
248,3,5:58.0,,M. Hezonja misses 3-pt jump shot from 23 ft,97,62
249,3,5:56.0,,Offensive rebound by M. Robinson,97,62
250,3,5:55.0,,Shooting foul by R. Gobert (drawn by M. Robinson),97,62
251,3,5:55.0,,M. Robinson makes free throw 1 of 2,97,63
252,3,5:55.0,,M. Robinson misses free throw 2 of 2,97,63
253,3,5:53.0,Defensive rebound by J. Crowder,,97,63
254,3,5:42.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),,100,63
255,3,5:21.0,,E. Mudiay makes 2-pt jump shot from 9 ft,100,65
256,3,5:13.0,Shooting foul by M. Hezonja (drawn by R. Rubio),,100,65
257,3,5:13.0,R. Rubio makes free throw 1 of 2,,101,65
258,3,5:13.0,R. Rubio makes free throw 2 of 2,,102,65
259,3,4:58.0,,K. Knox makes 2-pt layup from 3 ft,102,67
260,3,4:46.0,D. Mitchell misses 2-pt layup from 1 ft,,102,67
261,3,4:45.0,Offensive rebound by R. Gobert,,102,67
262,3,4:45.0,Shooting foul by M. Robinson (drawn by R. Gobert),,102,67
263,3,4:45.0,K. Korver enters the game for R. Rubio,,102,67
264,3,4:45.0,R. Gobert makes free throw 1 of 2,,103,67
265,3,4:45.0,R. Gobert makes free throw 2 of 2,,104,67
266,3,4:28.0,,E. Mudiay makes 2-pt layup from 1 ft,104,69
267,3,4:05.0,D. Mitchell misses 2-pt layup at rim,,104,69
268,3,4:03.0,,Defensive rebound by K. Knox,104,69
269,3,3:50.0,,K. Knox makes 2-pt jump shot from 12 ft,104,71
270,3,3:38.0,Utah full timeout,,104,71
271,3,3:27.0,J. Crowder misses 3-pt jump shot from 25 ft,,104,71
272,3,3:25.0,,Defensive rebound by K. Knox,104,71
273,3,3:19.0,,M. Hezonja makes 3-pt jump shot from 26 ft,104,74
274,3,3:04.0,D. Mitchell makes 2-pt layup from 1 ft,,106,74
275,3,3:04.0,,Violation by Team (def goaltending),106,74
276,3,2:52.0,,Offensive foul by M. Hezonja (drawn by J. Crowder),106,74
277,3,2:52.0,,Turnover by M. Hezonja (offensive foul),106,74
278,3,2:41.0,J. Crowder makes 2-pt layup from 1 ft (assist by D. Mitchell),,108,74
279,3,2:28.0,,Turnover by M. Hezonja (out of bounds lost ball),108,74
280,3,2:28.0,,H. Ellenson enters the game for M. Hezonja,108,74
281,3,2:16.0,Turnover by D. Mitchell (bad pass; steal by M. Robinson),,108,74
282,3,2:16.0,D. Favors enters the game for R. Gobert,,108,74
283,3,2:02.0,,Personal foul by R. O'Neale (drawn by K. Knox),108,74
284,3,2:02.0,,K. Knox makes free throw 1 of 2,108,75
285,3,2:02.0,,K. Knox makes free throw 2 of 2,108,76
286,3,1:51.0,J. Crowder misses 3-pt jump shot from 25 ft,,108,76
287,3,1:49.0,,Defensive rebound by L. Kornet,108,76
288,3,1:46.0,,E. Mudiay makes 2-pt layup at rim,108,78
289,3,1:46.0,,Shooting foul by D. Mitchell (drawn by E. Mudiay),108,78
290,3,1:46.0,,E. Mudiay makes free throw 1 of 1,108,79
291,3,1:25.0,D. Mitchell makes 3-pt jump shot from 26 ft,,111,79
292,3,1:09.0,,K. Knox misses 3-pt jump shot from 27 ft,111,79
293,3,1:08.0,,Offensive rebound by Team,111,79
294,3,1:08.0,Loose ball foul by D. Mitchell (drawn by M. Robinson),,111,79
295,3,1:08.0,,M. Robinson misses free throw 1 of 2,111,79
296,3,1:08.0,,Offensive rebound by Team,111,79
297,3,1:08.0,,M. Robinson misses free throw 2 of 2,111,79
298,3,1:06.0,Defensive rebound by D. Mitchell,,111,79
299,3,0:53.0,K. Korver misses 3-pt jump shot from 24 ft (block by M. Robinson),,111,79
300,3,0:51.0,,Defensive rebound by M. Robinson,111,79
301,3,0:50.0,,M. Robinson misses 2-pt dunk from 2 ft,111,79
302,3,0:49.0,,Offensive rebound by H. Ellenson,111,79
303,3,0:46.0,,H. Ellenson misses 2-pt layup from 1 ft,111,79
304,3,0:43.0,Defensive rebound by R. O'Neale,,111,79
305,3,0:24.0,D. Mitchell misses 3-pt jump shot from 23 ft,,111,79
306,3,0:22.0,,Defensive rebound by L. Kornet,111,79
307,3,0:03.0,,E. Mudiay misses 2-pt jump shot from 14 ft,111,79
308,3,0:01.0,Defensive rebound by Team,,111,79
309,4,11:43.0,J. Crowder misses 3-pt jump shot from 24 ft,,111,79
310,4,11:41.0,,Defensive rebound by H. Ellenson,111,79
311,4,11:32.0,,L. Kornet misses 3-pt jump shot from 25 ft,111,79
312,4,11:30.0,Defensive rebound by Team,,111,79
313,4,11:14.0,K. Korver misses 2-pt hook shot from 10 ft,,111,79
314,4,11:13.0,,Defensive rebound by L. Kornet,111,79
315,4,11:01.0,,M. Robinson makes 2-pt layup from 1 ft (assist by K. Knox),111,81
316,4,10:45.0,Turnover by J. Ingles (bad pass; steal by L. Kornet),,111,81
317,4,10:41.0,,H. Ellenson makes 2-pt layup at rim,111,83
318,4,10:41.0,,Shooting foul by K. Korver (drawn by H. Ellenson),111,83
319,4,10:41.0,,H. Ellenson misses free throw 1 of 1,111,83
320,4,10:39.0,,Offensive rebound by L. Kornet,111,83
321,4,10:31.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by H. Ellenson),111,86
322,4,10:08.0,R. Neto misses 2-pt layup from 5 ft,,111,86
323,4,10:07.0,,Defensive rebound by H. Ellenson,111,86
324,4,9:50.0,,Shooting foul by D. Favors (drawn by K. Knox),111,86
325,4,9:50.0,Utah full timeout,,111,86
326,4,9:50.0,,K. Knox misses free throw 1 of 2,111,86
327,4,9:50.0,,Offensive rebound by Team,111,86
328,4,9:50.0,,K. Knox makes free throw 2 of 2,111,87
329,4,9:33.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Ingles),,114,87
330,4,9:18.0,,H. Ellenson misses 3-pt jump shot from 24 ft,114,87
331,4,9:16.0,Defensive rebound by J. Crowder,,114,87
332,4,9:07.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by K. Korver),,117,87
333,4,8:50.0,,M. Robinson misses 2-pt dunk from 1 ft,117,87
334,4,8:48.0,Defensive rebound by J. Ingles,,117,87
335,4,8:44.0,J. Ingles misses 3-pt jump shot from 25 ft,,117,87
336,4,8:42.0,,Defensive rebound by H. Ellenson,117,87
337,4,8:26.0,,Turnover by D. Dotson (lost ball; steal by J. Crowder),117,87
338,4,8:23.0,J. Crowder misses 2-pt layup from 1 ft (block by K. Knox),,117,87
339,4,8:21.0,,Defensive rebound by H. Ellenson,117,87
340,4,8:16.0,,M. Robinson makes 2-pt dunk at rim (assist by H. Ellenson),117,89
341,4,7:59.0,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),,119,89
342,4,7:48.0,,Personal foul by R. Neto (drawn by D. Dotson),119,89
343,4,7:48.0,G. Allen enters the game for J. Crowder,,119,89
344,4,7:48.0,R. O'Neale enters the game for J. Ingles,,119,89
345,4,7:48.0,R. Rubio enters the game for K. Korver,,119,89
346,4,7:48.0,T. Sefolosha enters the game for R. Neto,,119,89
347,4,7:39.0,,L. Kornet misses 2-pt layup from 2 ft (block by D. Favors),119,89
348,4,7:37.0,Defensive rebound by R. O'Neale,,119,89
349,4,7:23.0,R. Rubio misses 2-pt jump shot from 20 ft,,119,89
350,4,7:22.0,,Defensive rebound by K. Knox,119,89
351,4,7:19.0,,Personal foul by G. Allen (drawn by H. Ellenson),119,89
352,4,7:19.0,G. Niang enters the game for D. Favors,,119,89
353,4,7:19.0,E. Udoh enters the game for R. Rubio,,119,89
354,4,7:19.0,,E. Mudiay enters the game for L. Kornet,119,89
355,4,7:13.0,,K. Knox misses 2-pt jump shot from 4 ft,119,89
356,4,7:11.0,Defensive rebound by T. Sefolosha,,119,89
357,4,6:57.0,G. Niang misses 2-pt layup from 2 ft (block by M. Robinson),,119,89
358,4,6:55.0,,Defensive rebound by M. Robinson,119,89
359,4,6:47.0,,H. Ellenson misses 2-pt layup from 1 ft (block by T. Sefolosha),119,89
360,4,6:45.0,Defensive rebound by E. Udoh,,119,89
361,4,6:36.0,Turnover by G. Allen (bad pass; steal by E. Mudiay),,119,89
362,4,6:32.0,,K. Knox misses 2-pt dunk at rim,119,89
363,4,6:30.0,Defensive rebound by E. Udoh,,119,89
364,4,6:22.0,R. O'Neale makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),,122,89
365,4,6:13.0,,New York full timeout,122,89
366,4,6:04.0,,K. Knox makes 2-pt dunk from 1 ft,122,91
367,4,5:45.0,E. Udoh misses 2-pt hook shot from 3 ft,,122,91
368,4,5:43.0,,Defensive rebound by M. Robinson,122,91
369,4,5:39.0,,Personal foul by G. Allen (drawn by D. Dotson),122,91
370,4,5:39.0,,D. Dotson makes free throw 1 of 2,122,92
371,4,5:39.0,,J. Jenkins enters the game for E. Mudiay,122,92
372,4,5:39.0,,D. Dotson makes free throw 2 of 2,122,93
373,4,5:27.0,G. Niang misses 2-pt hook shot from 8 ft,,122,93
374,4,5:25.0,,Defensive rebound by M. Robinson,122,93
375,4,5:14.0,,M. Robinson makes 2-pt dunk at rim (assist by D. Dotson),122,95
376,4,4:50.0,Shooting foul by H. Ellenson (drawn by G. Allen),,122,95
377,4,4:50.0,Offensive rebound by Team,,122,95
378,4,4:50.0,G. Allen misses free throw 1 of 2,,122,95
