,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
0,1,11:45.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by D. Smith),0,3
1,1,11:25.0,L. Aldridge makes 2-pt hook shot from 14 ft,,2,3
2,1,11:13.0,,D. Smith makes 2-pt jump shot from 18 ft,2,5
3,1,10:59.0,L. Aldridge misses 2-pt jump shot from 18 ft,,2,5
4,1,10:59.0,Offensive rebound by B. Forbes,,2,5
5,1,10:59.0,B. Forbes makes 2-pt layup from 2 ft,,4,5
6,1,10:39.0,,L. Thomas makes 2-pt layup from 1 ft (assist by N. Vonleh),4,7
7,1,10:23.0,L. Aldridge misses 2-pt jump shot from 15 ft,,4,7
8,1,10:21.0,,Defensive rebound by N. Vonleh,4,7
9,1,10:11.0,,D. Smith misses 2-pt jump shot from 18 ft,4,7
10,1,10:09.0,Defensive rebound by D. DeRozan,,4,7
11,1,10:01.0,Shooting foul by N. Vonleh (drawn by L. Aldridge),,4,7
12,1,10:01.0,L. Aldridge makes free throw 1 of 2,,5,7
13,1,10:01.0,L. Aldridge makes free throw 2 of 2,,6,7
14,1,9:44.0,,D. Smith misses 2-pt layup from 1 ft,6,7
15,1,9:42.0,Defensive rebound by R. Gay,,6,7
16,1,9:37.0,D. Bertāns misses 3-pt jump shot from 26 ft,,6,7
17,1,9:35.0,,Defensive rebound by L. Thomas,6,7
18,1,9:25.0,,K. Knox misses 2-pt layup from 1 ft,6,7
19,1,9:23.0,Defensive rebound by L. Aldridge,,6,7
20,1,9:13.0,R. Gay misses 2-pt jump shot from 12 ft,,6,7
21,1,9:11.0,,Defensive rebound by N. Vonleh,6,7
22,1,9:01.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by D. Smith),6,10
23,1,8:46.0,D. Bertāns misses 3-pt jump shot from 28 ft,,6,10
24,1,8:44.0,,Defensive rebound by D. Dotson,6,10
25,1,8:38.0,,D. Dotson misses 3-pt jump shot from 26 ft,6,10
26,1,8:36.0,Defensive rebound by B. Forbes,,6,10
27,1,8:21.0,L. Aldridge makes 2-pt jump shot from 14 ft,,8,10
28,1,8:08.0,,K. Knox misses 3-pt jump shot from 26 ft,8,10
29,1,8:06.0,Defensive rebound by D. DeRozan,,8,10
30,1,7:55.0,L. Aldridge misses 2-pt jump shot from 16 ft,,8,10
31,1,7:53.0,,Defensive rebound by D. Dotson,8,10
32,1,7:47.0,,N. Vonleh misses 3-pt jump shot from 27 ft,8,10
33,1,7:45.0,Defensive rebound by B. Forbes,,8,10
34,1,7:27.0,B. Forbes misses 3-pt jump shot from 26 ft,,8,10
35,1,7:25.0,Offensive rebound by B. Forbes,,8,10
36,1,7:23.0,B. Forbes misses 3-pt jump shot from 27 ft,,8,10
37,1,7:21.0,,Defensive rebound by D. Smith,8,10
38,1,7:04.0,,N. Vonleh misses 2-pt layup from 3 ft (block by D. DeRozan),8,10
39,1,7:02.0,Defensive rebound by B. Forbes,,8,10
40,1,6:57.0,Offensive foul by L. Aldridge (drawn by D. Smith),,8,10
41,1,6:57.0,Turnover by L. Aldridge (offensive foul),,8,10
42,1,6:57.0,,New York full timeout,8,10
43,1,6:46.0,,D. Smith makes 2-pt layup from 1 ft,8,12
44,1,6:32.0,L. Aldridge misses 2-pt jump shot from 20 ft,,8,12
45,1,6:30.0,,Defensive rebound by D. Smith,8,12
46,1,6:24.0,,K. Knox misses 2-pt layup from 2 ft,8,12
47,1,6:23.0,,Offensive rebound by Team,8,12
48,1,6:23.0,P. Mills enters the game for B. Forbes,,8,12
49,1,6:18.0,,K. Knox misses 3-pt jump shot from 23 ft,8,12
50,1,6:16.0,Defensive rebound by D. DeRozan,,8,12
51,1,5:58.0,R. Gay makes 2-pt jump shot from 13 ft,,10,12
52,1,5:42.0,,D. Dotson misses 2-pt jump shot from 18 ft,10,12
53,1,5:40.0,,Offensive rebound by L. Thomas,10,12
54,1,5:40.0,,L. Thomas misses 2-pt layup at rim,10,12
55,1,5:38.0,Defensive rebound by R. Gay,,10,12
56,1,5:28.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,13,12
57,1,5:27.0,,New York full timeout,13,12
58,1,5:27.0,M. Belinelli enters the game for R. Gay,,13,12
59,1,5:27.0,,M. Robinson enters the game for N. Vonleh,13,12
60,1,5:17.0,,K. Knox makes 2-pt jump shot from 11 ft,13,14
61,1,5:03.0,L. Aldridge makes 2-pt dunk from 1 ft (assist by P. Mills),,15,14
62,1,4:44.0,,D. Smith misses 2-pt jump shot from 7 ft,15,14
63,1,4:43.0,Defensive rebound by L. Aldridge,,15,14
64,1,4:43.0,Personal take foul by D. Smith (drawn by P. Mills),,15,14
65,1,4:26.0,Personal foul by M. Robinson (drawn by D. DeRozan),,15,14
66,1,4:26.0,,E. Mudiay enters the game for D. Smith,15,14
67,1,4:21.0,D. DeRozan makes 2-pt jump shot from 17 ft,,17,14
68,1,4:21.0,Shooting foul by M. Robinson (drawn by D. DeRozan),,17,14
69,1,4:21.0,D. DeRozan misses free throw 1 of 1,,17,14
70,1,4:19.0,,Defensive rebound by L. Thomas,17,14
71,1,4:01.0,,L. Thomas misses 2-pt jump shot from 5 ft,17,14
72,1,4:00.0,,Offensive rebound by M. Robinson,17,14
73,1,3:59.0,,M. Robinson misses 2-pt layup from 1 ft (block by D. Bertāns),17,14
74,1,3:57.0,Defensive rebound by P. Mills,,17,14
75,1,3:46.0,D. DeRozan misses 2-pt layup from 1 ft (block by M. Robinson),,17,14
