,QUARTER,TIME_REMAINING,TORONTO_ACTION,HOUSTON_ACTION,TORONTO_SCORE,HOUSTON_SCORE
387,4,6:32.0,Turnover by F. VanVleet (bad pass; steal by P. Tucker),,94,106
388,4,6:28.0,,P. Tucker makes 2-pt layup from 1 ft,94,108
389,4,6:10.0,K. Leonard misses 2-pt layup from 2 ft (block by K. Faried),,94,108
390,4,6:06.0,Offensive rebound by S. Ibaka,,94,108
391,4,6:01.0,Turnover by Team (shot clock),,94,108
392,4,5:53.0,,Personal foul by N. Powell (drawn by J. Harden),94,108
393,4,5:53.0,,J. Harden makes free throw 1 of 2,94,109
394,4,5:53.0,,J. Harden makes free throw 2 of 2,94,110
395,4,5:45.0,Personal foul by P. Tucker (drawn by K. Leonard),,94,110
396,4,5:45.0,P. Siakam enters the game for F. VanVleet,,94,110
397,4,5:37.0,Turnover by K. Leonard (lost ball),,94,110
398,4,5:37.0,Loose ball foul by K. Leonard (drawn by K. Faried),,94,110
399,4,5:37.0,,K. Faried makes free throw 1 of 2,94,111
400,4,5:37.0,,K. Faried misses free throw 2 of 2,94,111
401,4,5:37.0,,Offensive rebound by K. Faried,94,111
402,4,5:35.0,,K. Faried makes 2-pt layup at rim,94,113
403,4,5:10.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by N. Powell),,97,113
404,4,4:58.0,,Offensive foul by A. Rivers (drawn by K. Lowry),97,113
405,4,4:58.0,,Turnover by A. Rivers (offensive foul),97,113
406,4,4:58.0,D. Green enters the game for N. Powell,,97,113
407,4,4:58.0,,E. Gordon enters the game for A. Rivers,97,113
408,4,4:42.0,K. Lowry makes 2-pt layup from 5 ft,,99,113
409,4,4:21.0,,P. Tucker misses 3-pt jump shot from 23 ft,99,113
410,4,4:20.0,Defensive rebound by S. Ibaka,,99,113
411,4,4:07.0,Offensive foul by P. Siakam (drawn by K. Faried),,99,113
412,4,4:07.0,Turnover by P. Siakam (offensive foul),,99,113
413,4,4:07.0,,Houston full timeout,99,113
414,4,3:55.0,,J. Harden misses 3-pt jump shot from 27 ft,99,113
415,4,3:53.0,Defensive rebound by K. Leonard,,99,113
416,4,3:45.0,D. Green misses 3-pt jump shot from 24 ft,,99,113
417,4,3:44.0,Offensive rebound by S. Ibaka,,99,113
418,4,3:44.0,S. Ibaka misses 2-pt layup from 1 ft,,99,113
419,4,3:42.0,Offensive rebound by S. Ibaka,,99,113
420,4,3:40.0,S. Ibaka misses 2-pt layup from 3 ft (block by K. Faried),,99,113
421,4,3:40.0,Offensive rebound by Team,,99,113
422,4,3:35.0,Turnover by K. Leonard (back court),,99,113
423,4,3:15.0,,J. Harden misses 3-pt jump shot from 26 ft,99,113
424,4,3:14.0,,Offensive rebound by K. Faried,99,113
425,4,3:14.0,,Shooting foul by S. Ibaka (drawn by K. Faried),99,113
426,4,3:14.0,,K. Faried misses free throw 1 of 2,99,113
427,4,3:14.0,,Offensive rebound by Team,99,113
428,4,3:14.0,,K. Faried misses free throw 2 of 2,99,113
429,4,3:14.0,Defensive rebound by K. Leonard,,99,113
430,4,3:04.0,K. Leonard makes 2-pt layup from 7 ft,,101,113
431,4,2:56.0,,Personal take foul by S. Ibaka (drawn by K. Faried),101,113
432,4,2:56.0,,K. Faried makes free throw 1 of 2,101,114
433,4,2:56.0,,A. Rivers enters the game for J. Ennis,101,114
434,4,2:56.0,,K. Faried makes free throw 2 of 2,101,115
435,4,2:43.0,K. Leonard makes 2-pt hook shot from 8 ft,,103,115
436,4,2:15.0,,A. Rivers misses 3-pt jump shot from 26 ft,103,115
437,4,2:13.0,Defensive rebound by S. Ibaka,,103,115
438,4,1:58.0,Shooting foul by A. Rivers (drawn by P. Siakam),,103,115
439,4,1:58.0,P. Siakam makes free throw 1 of 2,,104,115
440,4,1:58.0,P. Siakam makes free throw 2 of 2,,105,115
441,4,1:58.0,,Turnover by P. Tucker (bad pass),105,115
442,4,1:56.0,Turnover by K. Lowry (bad pass; steal by P. Tucker),,105,115
443,4,1:34.0,,J. Harden makes 2-pt jump shot from 8 ft,105,117
444,4,1:21.0,D. Green makes 3-pt jump shot from 24 ft (assist by P. Siakam),,108,117
445,4,1:19.0,,Personal foul by D. Green (drawn by E. Gordon),108,117
446,4,1:19.0,,E. Gordon makes free throw 1 of 2,108,118
447,4,1:19.0,,E. Gordon makes free throw 2 of 2,108,119
448,4,1:19.0,Toronto full timeout,,108,119
449,4,1:15.0,K. Leonard makes 2-pt jump shot from 8 ft (assist by K. Lowry),,110,119
450,4,1:14.0,,Personal take foul by S. Ibaka (drawn by J. Harden),110,119
451,4,1:14.0,,J. Harden makes free throw 1 of 2,110,120
452,4,1:14.0,N. Powell enters the game for S. Ibaka,,110,120
453,4,1:14.0,,J. Harden makes free throw 2 of 2,110,121
454,4,1:07.0,K. Leonard makes 3-pt jump shot from 27 ft,,113,121
455,4,0:52.0,,Turnover by J. Harden (lost ball; steal by K. Leonard),113,121
456,4,0:47.0,K. Leonard misses 3-pt jump shot from 26 ft,,113,121
457,4,0:44.0,Offensive rebound by P. Siakam,,113,121
458,4,0:42.0,K. Lowry misses 3-pt jump shot from 26 ft,,113,121
459,4,0:41.0,Offensive rebound by P. Siakam,,113,121
460,4,0:36.0,D. Green makes 3-pt jump shot from 23 ft (assist by P. Siakam),,116,121
461,4,0:35.0,,Turnover by E. Gordon (step out of bounds),116,121
462,4,0:27.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by N. Powell),,119,121
463,4,0:20.0,,E. Gordon misses 3-pt jump shot from 25 ft,119,121
464,4,0:18.0,Defensive rebound by P. Siakam,,119,121
465,4,0:15.0,Toronto full timeout,,119,121
466,4,0:00.0,K. Leonard misses 3-pt jump shot from 26 ft,,119,121
467,4,0:00.0,Offensive rebound by Team,,119,121
