,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA CLIPPERS_ACTION,INDIANA_SCORE,LA CLIPPERS_SCORE
375,4,7:16.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by M. Harrell),91,99
376,4,6:58.0,T. Evans makes 2-pt layup from 2 ft,,93,99
377,4,6:29.0,,D. Gallinari misses 3-pt jump shot from 26 ft,93,99
378,4,6:26.0,Defensive rebound by T. Young,,93,99
379,4,6:15.0,T. Evans misses 2-pt layup from 1 ft,,93,99
380,4,6:13.0,Offensive rebound by T. Evans,,93,99
381,4,6:09.0,Turnover by T. Young (bad pass; steal by L. Williams),,93,99
382,4,5:53.0,,Personal foul by D. McDermott (drawn by L. Williams),93,99
383,4,5:53.0,,P. Beverley enters the game for G. Temple,93,99
384,4,5:48.0,,Shooting foul by D. Sabonis (drawn by M. Harrell),93,99
385,4,5:48.0,,M. Harrell misses free throw 1 of 2,93,99
386,4,5:48.0,,Offensive rebound by Team,93,99
387,4,5:48.0,,S. Gilgeous-Alexander enters the game for L. Williams,93,99
388,4,5:48.0,,M. Harrell misses free throw 2 of 2,93,99
389,4,5:47.0,Defensive rebound by Team,,93,99
390,4,5:47.0,Indiana full timeout,,93,99
391,4,5:36.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,93,99
392,4,5:32.0,,Defensive rebound by D. Gallinari,93,99
393,4,5:12.0,,P. Beverley makes 3-pt jump shot from 26 ft,93,102
394,4,4:58.0,Personal foul by P. Beverley (drawn by B. Bogdanović),,93,102
395,4,4:58.0,B. Bogdanović makes free throw 1 of 2,,94,102
396,4,4:58.0,B. Bogdanović makes free throw 2 of 2,,95,102
397,4,4:45.0,,Personal foul by T. Evans (drawn by D. Gallinari),95,102
398,4,4:45.0,,D. Gallinari makes free throw 1 of 2,95,103
399,4,4:45.0,,D. Gallinari makes free throw 2 of 2,95,104
400,4,4:36.0,T. Evans makes 2-pt layup from 1 ft,,97,104
401,4,4:21.0,,Shooting foul by T. Evans (drawn by S. Gilgeous-Alexander),97,104
402,4,4:21.0,,S. Gilgeous-Alexander makes free throw 1 of 2,97,105
403,4,4:21.0,,S. Gilgeous-Alexander makes free throw 2 of 2,97,106
404,4,4:21.0,Indiana full timeout,,97,106
405,4,4:21.0,W. Matthews enters the game for D. McDermott,,97,106
406,4,4:10.0,Def 3 sec tech foul by Team,,97,106
407,4,4:10.0,B. Bogdanović makes technical free throw,,98,106
408,4,4:03.0,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Evans),,100,106
409,4,3:44.0,,D. Gallinari misses 3-pt jump shot from 26 ft,100,106
410,4,3:41.0,Defensive rebound by T. Evans,,100,106
411,4,3:33.0,T. Evans misses 2-pt layup from 1 ft,,100,106
412,4,3:32.0,Offensive rebound by D. Sabonis,,100,106
413,4,3:32.0,D. Sabonis misses 2-pt layup from 1 ft,,100,106
414,4,3:31.0,,Defensive rebound by L. Shamet,100,106
415,4,3:17.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,100,106
416,4,3:15.0,Defensive rebound by T. Young,,100,106
417,4,3:01.0,B. Bogdanović makes 2-pt layup from 2 ft,,102,106
418,4,3:01.0,,LA Clippers full timeout,102,106
419,4,3:01.0,,L. Williams enters the game for L. Shamet,102,106
420,4,2:38.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by L. Williams),102,108
421,4,2:22.0,W. Matthews misses 3-pt jump shot from 25 ft,,102,108
422,4,2:19.0,,Defensive rebound by M. Harrell,102,108
423,4,2:00.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by D. Gallinari),102,110
424,4,1:59.0,Personal foul by P. Beverley (drawn by B. Bogdanović),,102,110
425,4,1:59.0,B. Bogdanović misses free throw 1 of 2,,102,110
426,4,1:59.0,Offensive rebound by Team,,102,110
427,4,1:59.0,B. Bogdanović misses free throw 2 of 2,,102,110
428,4,1:56.0,,Defensive rebound by M. Harrell,102,110
429,4,1:45.0,,L. Williams misses 3-pt jump shot from 26 ft,102,110
430,4,1:41.0,Defensive rebound by D. Sabonis,,102,110
431,4,1:34.0,D. Sabonis makes 2-pt layup from 2 ft (assist by T. Evans),,104,110
432,4,1:34.0,Shooting foul by S. Gilgeous-Alexander (drawn by D. Sabonis),,104,110
433,4,1:34.0,D. Sabonis makes free throw 1 of 1,,105,110
434,4,1:11.0,,L. Williams misses 3-pt jump shot from 29 ft,105,110
435,4,1:04.0,Defensive rebound by B. Bogdanović,,105,110
436,4,1:02.0,T. Evans makes 2-pt layup from 1 ft,,107,110
437,4,0:40.0,,L. Williams makes 2-pt jump shot from 21 ft,107,112
438,4,0:40.0,Indiana full timeout,,107,112
439,4,0:40.0,,S. Thornwell enters the game for L. Williams,107,112
440,4,0:33.0,T. Evans makes 2-pt layup from 2 ft,,109,112
441,4,0:33.0,,LA Clippers full timeout,109,112
442,4,0:33.0,M. Turner enters the game for D. Sabonis,,109,112
443,4,0:33.0,,L. Williams enters the game for S. Thornwell,109,112
444,4,0:10.0,,P. Beverley makes 2-pt jump shot from 4 ft (assist by L. Williams),109,114
445,4,0:10.0,Indiana full timeout,,109,114
446,4,0:10.0,D. Sabonis enters the game for M. Turner,,109,114
447,4,0:10.0,,S. Thornwell enters the game for L. Williams,109,114
448,4,0:02.0,Turnover by B. Bogdanović (lost ball; steal by S. Thornwell),,109,114
449,4,0:02.0,,Personal foul by T. Young (drawn by S. Gilgeous-Alexander),109,114
450,4,0:02.0,,S. Gilgeous-Alexander makes free throw 1 of 2,109,115
451,4,0:02.0,,S. Gilgeous-Alexander misses free throw 2 of 2,109,115
452,4,0:01.0,Defensive rebound by D. Sabonis,,109,115
