,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
387,4,6:31.0,Offensive rebound by K. Irving,,94,102
388,4,6:25.0,J. Brown makes 2-pt layup from 3 ft,,96,102
389,4,6:08.0,,J. Murray makes 2-pt jump shot from 18 ft (assist by T. Lyles),96,104
390,4,5:50.0,Turnover by K. Irving (lost ball; steal by G. Harris),,96,104
391,4,5:47.0,,Shooting foul by J. Tatum (drawn by T. Lyles),96,104
392,4,5:47.0,,T. Lyles makes free throw 1 of 2,96,105
393,4,5:47.0,,T. Lyles makes free throw 2 of 2,96,106
394,4,5:34.0,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Horford),,99,106
395,4,5:21.0,,J. Murray makes 2-pt jump shot from 16 ft,99,108
396,4,5:08.0,A. Horford makes 2-pt dunk from 1 ft (assist by J. Tatum),,101,108
397,4,4:55.0,,N. Jokić misses 2-pt jump shot from 5 ft (block by M. Smart),101,108
398,4,4:52.0,Defensive rebound by J. Brown,,101,108
399,4,4:50.0,J. Tatum misses 3-pt jump shot from 23 ft,,101,108
400,4,4:47.0,,Defensive rebound by J. Murray,101,108
401,4,4:25.0,,T. Lyles misses 2-pt jump shot from 9 ft,101,108
402,4,4:22.0,Defensive rebound by M. Smart,,101,108
403,4,4:15.0,A. Horford misses 3-pt jump shot from 25 ft,,101,108
404,4,4:13.0,,Defensive rebound by Team,101,108
405,4,4:13.0,,P. Millsap enters the game for T. Lyles,101,108
406,4,3:59.0,,Turnover by J. Murray (bad pass; steal by M. Smart),101,108
407,4,3:50.0,K. Irving makes 2-pt jump shot from 3 ft,,103,108
408,4,3:33.0,,J. Murray makes 2-pt layup from 2 ft,103,110
409,4,3:14.0,J. Brown makes 2-pt jump shot from 3 ft,,105,110
410,4,2:57.0,,Offensive foul by J. Murray (drawn by M. Smart),105,110
411,4,2:57.0,,Turnover by J. Murray (offensive foul),105,110
412,4,2:47.0,K. Irving misses 3-pt jump shot from 26 ft,,105,110
413,4,2:42.0,,Defensive rebound by G. Harris,105,110
414,4,2:23.0,,J. Murray makes 2-pt layup from 2 ft,105,112
415,4,2:08.0,M. Smart misses 3-pt jump shot from 25 ft,,105,112
416,4,2:06.0,,Defensive rebound by N. Jokić,105,112
417,4,1:48.0,,P. Millsap misses 2-pt dunk from 3 ft (block by M. Smart),105,112
418,4,1:48.0,,Offensive rebound by P. Millsap,105,112
419,4,1:48.0,,Denver full timeout,105,112
420,4,1:43.0,,J. Murray makes 2-pt layup from 1 ft,105,114
421,4,1:32.0,J. Brown misses 3-pt jump shot from 23 ft,,105,114
422,4,1:29.0,,Defensive rebound by N. Jokić,105,114
423,4,1:10.0,,J. Murray misses 3-pt jump shot from 24 ft,105,114
424,4,1:07.0,Defensive rebound by J. Brown,,105,114
425,4,0:59.0,J. Brown makes 2-pt layup from 1 ft,,107,114
426,4,0:45.0,,M. Morris misses 3-pt jump shot from 26 ft,107,114
427,4,0:42.0,,Offensive rebound by P. Millsap,107,114
428,4,0:33.0,,Personal foul by K. Irving (drawn by P. Millsap),107,114
429,4,0:31.0,,Personal take foul by M. Smart (drawn by N. Jokić),107,114
430,4,0:31.0,,N. Jokić misses free throw 1 of 2,107,114
431,4,0:31.0,,Offensive rebound by Team,107,114
432,4,0:31.0,A. Baynes enters the game for K. Irving,,107,114
433,4,0:31.0,,N. Jokić makes free throw 2 of 2,107,115
434,4,0:31.0,Boston full timeout,,107,115
435,4,0:31.0,K. Irving enters the game for A. Baynes,,107,115
436,4,0:31.0,T. Rozier enters the game for M. Smart,,107,115
437,4,0:31.0,,M. Plumlee enters the game for N. Jokić,107,115
438,4,0:28.0,T. Rozier misses 3-pt jump shot from 26 ft,,107,115
439,4,0:25.0,,Defensive rebound by P. Millsap,107,115
440,4,0:17.0,,J. Murray misses 2-pt layup from 3 ft,107,115
441,4,0:14.0,Defensive rebound by K. Irving,,107,115
442,4,0:10.0,Turnover by K. Irving (out of bounds lost ball),,107,115
443,4,0:01.0,,J. Murray misses 3-pt jump shot from 30 ft,107,115
444,4,0:00.0,,Offensive rebound by Team,107,115
