,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
121,2,11:26.0,Defensive rebound by L. Dončić,,19,26
122,2,11:21.0,L. Dončić misses 3-pt jump shot from 26 ft,,19,26
123,2,11:17.0,,Defensive rebound by Z. Collins,19,26
124,2,11:12.0,,S. Curry misses 2-pt layup from 2 ft (block by T. Burke),19,26
125,2,11:12.0,Defensive rebound by S. Mejri,,19,26
126,2,11:01.0,L. Dončić makes 2-pt layup from 2 ft (assist by T. Burke),,21,26
127,2,10:55.0,,E. Turner makes 2-pt jump shot from 7 ft (assist by R. Hood),21,28
128,2,10:43.0,L. Dončić misses 3-pt jump shot from 27 ft,,21,28
129,2,10:37.0,,Defensive rebound by S. Curry,21,28
130,2,10:30.0,,E. Turner misses 2-pt jump shot from 11 ft,21,28
131,2,10:30.0,,Offensive rebound by Team,21,28
132,2,10:29.0,,Personal foul by S. Mejri (drawn by E. Freedom),21,28
133,2,10:29.0,D. Powell enters the game for S. Mejri,,21,28
134,2,10:23.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by R. Hood),21,31
135,2,10:10.0,L. Dončić makes 2-pt layup from 2 ft,,23,31
136,2,9:59.0,,Personal foul by T. Burke (drawn by S. Curry),23,31
137,2,9:48.0,,Z. Collins makes 2-pt layup from 9 ft (assist by E. Turner),23,33
138,2,9:31.0,D. Powell makes 2-pt dunk from 2 ft (assist by D. Harris),,25,33
139,2,9:13.0,,E. Freedom makes 2-pt jump shot from 13 ft (assist by S. Curry),25,35
140,2,9:03.0,D. Harris makes 3-pt jump shot from 27 ft (assist by L. Dončić),,28,35
141,2,8:44.0,,Z. Collins misses 3-pt jump shot from 25 ft,28,35
142,2,8:41.0,Defensive rebound by L. Dončić,,28,35
143,2,8:34.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by L. Dončić),,31,35
144,2,8:32.0,,Portland full timeout,31,35
145,2,8:17.0,,Turnover by E. Freedom (traveling),31,35
146,2,8:07.0,J. Jackson makes 2-pt jump shot from 8 ft (assist by D. Harris),,33,35
147,2,7:58.0,,Shooting foul by J. Jackson (drawn by Z. Collins),33,35
148,2,7:58.0,,Z. Collins misses free throw 1 of 2,33,35
149,2,7:58.0,,Offensive rebound by Team,33,35
150,2,7:58.0,,Z. Collins makes free throw 2 of 2,33,36
151,2,7:39.0,T. Burke makes 2-pt jump shot from 18 ft,,35,36
152,2,7:27.0,,Shooting foul by D. Harris (drawn by R. Hood),35,36
153,2,7:27.0,,R. Hood makes free throw 1 of 2,35,37
154,2,7:27.0,,M. Harkless enters the game for Z. Collins,35,37
155,2,7:27.0,,R. Hood makes free throw 2 of 2,35,38
156,2,7:15.0,L. Dončić makes 2-pt jump shot from 4 ft,,37,38
157,2,7:00.0,,E. Turner misses 2-pt jump shot from 13 ft,37,38
158,2,6:54.0,,Offensive rebound by E. Freedom,37,38
159,2,6:54.0,,E. Freedom misses 2-pt layup from 1 ft,37,38
160,2,6:53.0,,Offensive rebound by E. Freedom,37,38
161,2,6:53.0,,E. Freedom misses 2-pt layup from 1 ft,37,38
162,2,6:53.0,Defensive rebound by D. Powell,,37,38
163,2,6:46.0,Shooting foul by E. Turner (drawn by L. Dončić),,37,38
164,2,6:46.0,L. Dončić makes free throw 1 of 2,,38,38
165,2,6:46.0,L. Dončić makes free throw 2 of 2,,39,38
166,2,6:28.0,,E. Freedom makes 2-pt layup at rim (assist by E. Turner),39,40
167,2,6:16.0,D. Harris misses 3-pt jump shot from 26 ft,,39,40
168,2,6:12.0,,Defensive rebound by E. Turner,39,40
169,2,6:11.0,,Shooting foul by D. Harris (drawn by E. Freedom),39,40
170,2,6:11.0,,E. Freedom makes free throw 1 of 2,39,41
171,2,6:11.0,J. Brunson enters the game for T. Burke,,39,41
172,2,6:11.0,C. Lee enters the game for D. Harris,,39,41
173,2,6:11.0,,D. Lillard enters the game for R. Hood,39,41
174,2,6:11.0,,E. Freedom makes free throw 2 of 2,39,42
175,2,5:58.0,L. Dončić makes 2-pt dunk from 2 ft,,41,42
176,2,5:38.0,,D. Lillard misses 3-pt jump shot from 25 ft,41,42
177,2,5:33.0,Defensive rebound by D. Powell,,41,42
178,2,5:20.0,J. Brunson makes 2-pt jump shot from 7 ft (assist by L. Dončić),,43,42
179,2,5:20.0,Shooting foul by D. Lillard (drawn by J. Brunson),,43,42
180,2,5:20.0,,J. Nurkić enters the game for E. Freedom,43,42
181,2,5:20.0,J. Brunson makes free throw 1 of 1,,44,42
182,2,5:03.0,,Turnover by M. Harkless (bad pass; steal by J. Brunson),44,42
183,2,4:58.0,C. Lee misses 2-pt layup from 1 ft,,44,42
184,2,4:56.0,,Defensive rebound by J. Nurkić,44,42
185,2,4:51.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by D. Lillard),44,45
186,2,4:48.0,Dallas full timeout,,44,45
187,2,4:33.0,J. Jackson misses 3-pt jump shot from 27 ft,,44,45
188,2,4:30.0,,Defensive rebound by J. Nurkić,44,45
189,2,4:21.0,,E. Turner makes 2-pt layup from 1 ft,44,47
190,2,4:09.0,L. Dončić misses 2-pt jump shot from 16 ft,,44,47
191,2,4:08.0,,Defensive rebound by M. Harkless,44,47
192,2,3:54.0,,M. Harkless makes 3-pt jump shot from 26 ft (assist by D. Lillard),44,50
193,2,3:54.0,T. Hardaway enters the game for L. Dončić,,44,50
194,2,3:54.0,S. Mejri enters the game for D. Powell,,44,50
195,2,3:54.0,,A. Aminu enters the game for E. Turner,44,50
196,2,3:26.0,Turnover by Team (shot clock),,44,50
197,2,3:10.0,,S. Curry misses 3-pt jump shot from 25 ft,44,50
198,2,3:07.0,Defensive rebound by J. Brunson,,44,50
199,2,3:00.0,J. Jackson makes 2-pt layup from 3 ft (assist by S. Mejri),,46,50
200,2,2:52.0,,Personal foul by J. Brunson (drawn by D. Lillard),46,50
201,2,2:52.0,,D. Lillard makes free throw 1 of 2,46,51
202,2,2:52.0,,G. Trent enters the game for S. Curry,46,51
203,2,2:52.0,,D. Lillard makes free throw 2 of 2,46,52
204,2,2:34.0,C. Lee misses 2-pt jump shot from 12 ft,,46,52
205,2,2:29.0,,Defensive rebound by J. Nurkić,46,52
206,2,2:21.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),46,54
207,2,2:20.0,Dallas full timeout,,46,54
208,2,2:09.0,T. Hardaway misses 3-pt jump shot from 26 ft,,46,54
209,2,2:05.0,,Defensive rebound by M. Harkless,46,54
210,2,1:56.0,,D. Lillard misses 2-pt layup from 2 ft,46,54
211,2,1:54.0,Defensive rebound by J. Brunson,,46,54
212,2,1:50.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,49,54
213,2,1:29.0,,D. Lillard makes 2-pt jump shot from 8 ft,49,56
214,2,1:19.0,S. Mejri makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,52,56
215,2,1:04.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),52,58
216,2,0:49.0,Turnover by S. Mejri (off goaltending),,52,58
217,2,0:49.0,L. Dončić enters the game for C. Lee,,52,58
218,2,0:49.0,D. Powell enters the game for S. Mejri,,52,58
219,2,0:32.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),52,61
220,2,0:19.0,D. Powell misses 3-pt jump shot from 27 ft,,52,61
221,2,0:15.0,,Defensive rebound by D. Lillard,52,61
222,2,0:15.0,,Personal foul by J. Brunson (drawn by D. Lillard),52,61
223,2,0:15.0,,D. Lillard makes free throw 1 of 2,52,62
224,2,0:15.0,T. Burke enters the game for J. Brunson,,52,62
225,2,0:15.0,,D. Lillard makes free throw 2 of 2,52,63
226,2,0:04.0,Personal foul by G. Trent (drawn by L. Dončić),,52,63
227,2,0:03.0,Turnover by T. Burke (bad pass; steal by M. Harkless),,52,63
228,2,0:00.0,,M. Harkless makes 2-pt dunk from 1 ft,52,65
229,3,11:47.0,L. Dončić misses 2-pt jump shot from 6 ft (block by M. Harkless),,52,65
230,3,11:44.0,,Defensive rebound by J. Layman,52,65
231,3,11:40.0,,J. Nurkić makes 2-pt dunk from 3 ft (assist by D. Lillard),52,67
232,3,11:20.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by L. Dončić),,54,67
233,3,11:20.0,Shooting foul by J. Layman (drawn by T. Hardaway),,54,67
234,3,11:20.0,T. Hardaway makes free throw 1 of 1,,55,67
235,3,11:07.0,,Personal foul by T. Hardaway (drawn by J. Layman),55,67
236,3,11:00.0,,Turnover by J. Nurkić (lost ball; steal by D. Powell),55,67
237,3,10:56.0,L. Dončić makes 2-pt dunk at rim (assist by T. Hardaway),,57,67
238,3,10:44.0,,Personal foul by L. Dončić (drawn by A. Aminu),57,67
239,3,10:36.0,,J. Layman misses 2-pt jump shot from 13 ft,57,67
240,3,10:33.0,Defensive rebound by D. Powell,,57,67
241,3,10:28.0,T. Hardaway makes 2-pt layup from 1 ft,,59,67
242,3,10:28.0,,Violation by Team (def goaltending),59,67
243,3,10:03.0,,J. Layman misses 3-pt jump shot from 26 ft,59,67
244,3,9:59.0,Defensive rebound by D. Powell,,59,67
245,3,9:48.0,T. Hardaway misses 3-pt jump shot from 26 ft,,59,67
246,3,9:45.0,,Defensive rebound by J. Layman,59,67
247,3,9:40.0,,A. Aminu makes 2-pt layup from 2 ft (assist by M. Harkless),59,69
248,3,9:40.0,,Shooting foul by D. Nowitzki (drawn by A. Aminu),59,69
249,3,9:40.0,,A. Aminu makes free throw 1 of 1,59,70
250,3,9:22.0,Turnover by L. Dončić (bad pass; steal by M. Harkless),,59,70
251,3,9:15.0,,Turnover by M. Harkless (traveling),59,70
252,3,9:00.0,J. Brunson makes 2-pt layup from 9 ft,,61,70
253,3,8:45.0,,J. Layman makes 3-pt jump shot from 26 ft (assist by D. Lillard),61,73
254,3,8:30.0,L. Dončić makes 2-pt layup from 1 ft,,63,73
255,3,8:11.0,,M. Harkless misses 2-pt dunk from 2 ft,63,73
256,3,8:09.0,,Offensive rebound by M. Harkless,63,73
257,3,8:05.0,,J. Nurkić misses 2-pt jump shot from 2 ft,63,73
258,3,8:02.0,Defensive rebound by D. Nowitzki,,63,73
259,3,8:02.0,Shooting foul by J. Layman (drawn by T. Hardaway),,63,73
260,3,8:02.0,T. Hardaway misses free throw 1 of 2,,63,73
261,3,8:02.0,Offensive rebound by Team,,63,73
262,3,8:02.0,T. Hardaway makes free throw 2 of 2,,64,73
263,3,7:49.0,,D. Lillard makes 3-pt jump shot from 27 ft,64,76
264,3,7:35.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,66,76
265,3,7:21.0,,D. Lillard makes 3-pt jump shot from 27 ft,66,79
266,3,7:02.0,D. Nowitzki misses 2-pt jump shot from 10 ft,,66,79
267,3,7:00.0,,Defensive rebound by A. Aminu,66,79
268,3,6:51.0,,Turnover by A. Aminu (bad pass; steal by J. Brunson),66,79
269,3,6:46.0,L. Dončić misses 2-pt layup at rim,,66,79
270,3,6:45.0,,Defensive rebound by J. Nurkić,66,79
271,3,6:45.0,,Personal foul by L. Dončić (drawn by J. Nurkić),66,79
272,3,6:45.0,,Portland full timeout,66,79
273,3,6:25.0,,Shooting foul by D. Powell (drawn by J. Layman),66,79
274,3,6:25.0,,J. Layman makes free throw 1 of 2,66,80
275,3,6:25.0,,J. Layman makes free throw 2 of 2,66,81
276,3,6:13.0,D. Powell makes 3-pt jump shot from 23 ft (assist by L. Dončić),,69,81
277,3,5:58.0,,D. Lillard makes 3-pt jump shot from 30 ft,69,84
278,3,5:31.0,Turnover by Team (shot clock),,69,84
279,3,5:31.0,,R. Hood enters the game for J. Layman,69,84
280,3,5:14.0,,A. Aminu misses 2-pt layup from 2 ft (block by D. Powell),69,84
281,3,5:11.0,Defensive rebound by L. Dončić,,69,84
282,3,5:02.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,69,84
283,3,4:59.0,,Defensive rebound by J. Nurkić,69,84
284,3,4:51.0,,D. Lillard makes 3-pt jump shot from 30 ft,69,87
285,3,4:51.0,Dallas full timeout,,69,87
286,3,4:51.0,D. Finney-Smith enters the game for L. Dončić,,69,87
287,3,4:51.0,J. Jackson enters the game for D. Nowitzki,,69,87
288,3,4:36.0,J. Jackson misses 2-pt jump shot from 11 ft (block by J. Nurkić),,69,87
289,3,4:33.0,,Defensive rebound by J. Nurkić,69,87
290,3,4:24.0,,J. Nurkić makes 2-pt jump shot from 13 ft (assist by D. Lillard),69,89
291,3,4:13.0,J. Brunson makes 2-pt layup from 1 ft,,71,89
292,3,3:54.0,,D. Lillard misses 2-pt layup from 1 ft (block by D. Finney-Smith),71,89
293,3,3:51.0,Defensive rebound by D. Finney-Smith,,71,89
294,3,3:49.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by J. Brunson),,73,89
295,3,3:25.0,,D. Lillard makes 2-pt jump shot from 19 ft,73,91
296,3,3:12.0,J. Brunson makes 2-pt layup at rim,,75,91
297,3,3:09.0,,Personal foul by D. Powell (drawn by D. Lillard),75,91
298,3,3:09.0,,D. Lillard makes free throw 1 of 2,75,92
299,3,3:09.0,S. Mejri enters the game for D. Powell,,75,92
300,3,3:09.0,,S. Curry enters the game for A. Aminu,75,92
301,3,3:09.0,,E. Freedom enters the game for J. Nurkić,75,92
302,3,3:09.0,,D. Lillard misses free throw 2 of 2,75,92
303,3,3:06.0,,Offensive rebound by E. Freedom,75,92
304,3,3:03.0,,E. Freedom makes 2-pt layup from 1 ft,75,94
305,3,2:47.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Brunson),,78,94
306,3,2:30.0,,D. Lillard misses 3-pt jump shot from 27 ft,78,94
307,3,2:26.0,Defensive rebound by S. Mejri,,78,94
308,3,2:21.0,Turnover by S. Mejri (traveling),,78,94
309,3,2:21.0,,E. Turner enters the game for M. Harkless,78,94
310,3,2:02.0,,R. Hood misses 3-pt jump shot from 27 ft,78,94
311,3,1:58.0,,Offensive rebound by E. Freedom,78,94
312,3,1:57.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by E. Freedom),78,97
313,3,1:45.0,S. Mejri makes 2-pt layup from 1 ft (assist by J. Brunson),,80,97
314,3,1:26.0,,D. Lillard misses 3-pt jump shot from 26 ft,80,97
315,3,1:22.0,Defensive rebound by S. Mejri,,80,97
316,3,1:15.0,Shooting foul by S. Curry (drawn by J. Brunson),,80,97
317,3,1:15.0,J. Brunson makes free throw 1 of 3,,81,97
318,3,1:15.0,J. Brunson makes free throw 2 of 3,,82,97
319,3,1:15.0,J. Brunson makes free throw 3 of 3,,83,97
320,3,1:00.0,,Turnover by E. Freedom (bad pass; steal by S. Mejri),83,97
321,3,0:59.0,J. Brunson misses 2-pt jump shot from 6 ft,,83,97
322,3,0:58.0,,Defensive rebound by E. Turner,83,97
323,3,0:39.0,,Personal foul by S. Mejri (drawn by D. Lillard),83,97
324,3,0:39.0,,D. Lillard makes free throw 1 of 2,83,98
325,3,0:39.0,,D. Lillard makes free throw 2 of 2,83,99
326,3,0:29.0,T. Hardaway misses 2-pt jump shot from 14 ft,,83,99
327,3,0:25.0,,Defensive rebound by E. Freedom,83,99
328,3,0:05.0,,D. Lillard misses 3-pt jump shot from 31 ft,83,99
329,3,0:01.0,,Offensive rebound by S. Curry,83,99
330,3,0:01.0,,S. Curry makes 2-pt jump shot from 17 ft,83,101
331,3,0:00.0,J. Jackson misses 3-pt jump shot from 54 ft,,83,101
332,3,0:00.0,Offensive rebound by Team,,83,101
333,4,11:43.0,,E. Freedom makes 2-pt layup at rim,83,103
334,4,11:28.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by L. Dončić),,86,103
335,4,11:09.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by E. Freedom),86,105
336,4,10:55.0,L. Dončić makes 2-pt jump shot from 6 ft,,88,105
337,4,10:38.0,,S. Curry makes 2-pt jump shot from 20 ft,88,107
338,4,10:27.0,T. Burke misses 2-pt layup from 7 ft (block by J. Layman),,88,107
339,4,10:25.0,,Defensive rebound by S. Curry,88,107
340,4,10:21.0,,S. Curry misses 3-pt jump shot from 26 ft,88,107
341,4,10:17.0,Defensive rebound by J. Jackson,,88,107
342,4,10:10.0,L. Dončić misses 2-pt jump shot from 13 ft,,88,107
343,4,10:07.0,,Defensive rebound by E. Turner,88,107
344,4,10:03.0,,J. Layman makes 3-pt jump shot from 26 ft (assist by E. Turner),88,110
345,4,10:01.0,Dallas full timeout,,88,110
346,4,10:01.0,C. Lee enters the game for D. Powell,,88,110
347,4,9:40.0,C. Lee misses 2-pt jump shot from 20 ft,,88,110
348,4,9:37.0,,Defensive rebound by Team,88,110
349,4,9:37.0,Loose ball foul by S. Mejri (drawn by R. Hood),,88,110
350,4,9:22.0,,J. Layman makes 3-pt jump shot from 26 ft (assist by E. Freedom),88,113
351,4,9:12.0,T. Burke makes 2-pt layup from 1 ft,,90,113
352,4,8:59.0,,E. Turner misses 2-pt layup from 1 ft,90,113
353,4,8:55.0,,Offensive rebound by E. Freedom,90,113
354,4,8:55.0,,E. Freedom makes 2-pt layup at rim,90,115
355,4,8:49.0,C. Lee misses 3-pt jump shot from 23 ft,,90,115
356,4,8:46.0,,Defensive rebound by S. Curry,90,115
357,4,8:39.0,,S. Curry misses 2-pt jump shot from 8 ft,90,115
358,4,8:38.0,Defensive rebound by Team,,90,115
359,4,8:38.0,,E. Freedom misses 2-pt layup from 1 ft,90,115
360,4,8:38.0,,Offensive rebound by E. Freedom,90,115
361,4,8:16.0,T. Burke makes 2-pt jump shot from 8 ft,,92,115
362,4,7:54.0,,J. Layman makes 2-pt jump shot from 8 ft,92,117
363,4,7:31.0,C. Lee makes 2-pt jump shot from 15 ft,,94,117
364,4,7:10.0,,S. Curry misses 2-pt layup from 5 ft,94,117
365,4,7:07.0,Defensive rebound by C. Lee,,94,117
366,4,7:03.0,T. Burke misses 3-pt jump shot from 25 ft,,94,117
367,4,6:59.0,,Defensive rebound by E. Turner,94,117
368,4,6:57.0,,Turnover by E. Turner (bad pass; steal by C. Lee),94,117
369,4,6:54.0,S. Mejri makes 2-pt dunk at rim (assist by J. Jackson),,96,117
370,4,6:54.0,,Portland full timeout,96,117
371,4,6:39.0,,J. Layman misses 3-pt jump shot from 23 ft,96,117
372,4,6:36.0,Defensive rebound by L. Dončić,,96,117
373,4,6:23.0,L. Dončić makes 3-pt jump shot from 30 ft,,99,117
374,4,6:09.0,,Offensive foul by E. Freedom (drawn by T. Burke),99,117
375,4,6:09.0,,Turnover by E. Freedom (offensive foul),99,117
376,4,5:53.0,Shooting foul by J. Layman (drawn by L. Dončić),,99,117
377,4,5:53.0,L. Dončić makes free throw 1 of 2,,100,117
378,4,5:53.0,K. Antetokounmpo enters the game for S. Mejri,,100,117
379,4,5:53.0,L. Dončić makes free throw 2 of 2,,101,117
380,4,5:32.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by E. Freedom),101,120
381,4,5:16.0,Shooting foul by R. Hood (drawn by L. Dončić),,101,120
382,4,5:16.0,L. Dončić makes free throw 1 of 3,,102,120
383,4,5:16.0,L. Dončić makes free throw 2 of 3,,103,120
