,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
0,1,11:42.0,,A. Crabbe misses 2-pt layup from 1 ft (block by M. Gasol),0,0
1,1,11:41.0,Defensive rebound by Team,,0,0
2,1,11:20.0,J. Jackson makes 2-pt hook shot from 2 ft (assist by M. Conley),,2,0
3,1,11:05.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Allen),2,3
4,1,10:51.0,K. Anderson misses 2-pt jump shot from 2 ft,,2,3
5,1,10:44.0,,Defensive rebound by J. Allen,2,3
6,1,10:43.0,,A. Crabbe misses 3-pt jump shot from 26 ft,2,3
7,1,10:41.0,Defensive rebound by M. Gasol,,2,3
8,1,10:36.0,J. Jackson makes 2-pt layup from 2 ft (assist by G. Temple),,4,3
9,1,10:14.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,4,3
10,1,10:11.0,Defensive rebound by J. Jackson,,4,3
11,1,10:03.0,J. Jackson misses 2-pt jump shot from 12 ft,,4,3
12,1,10:03.0,,Defensive rebound by D. Russell,4,3
13,1,9:58.0,,D. Russell misses 2-pt jump shot from 8 ft,4,3
14,1,9:56.0,,Offensive rebound by R. Hollis-Jefferson,4,3
15,1,9:56.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft,4,5
16,1,9:49.0,M. Conley misses 2-pt layup from 3 ft,,4,5
17,1,9:47.0,,Defensive rebound by J. Allen,4,5
18,1,9:37.0,,D. Russell misses 3-pt jump shot from 26 ft,4,5
19,1,9:30.0,Defensive rebound by M. Gasol,,4,5
20,1,9:27.0,Turnover by M. Conley (out of bounds lost ball),,4,5
21,1,9:17.0,,Brooklyn full timeout,4,5
22,1,9:05.0,,Turnover by Team (shot clock),4,5
23,1,8:52.0,K. Anderson misses 2-pt jump shot from 7 ft,,4,5
24,1,8:48.0,,Defensive rebound by J. Allen,4,5
25,1,8:38.0,,D. Russell makes 2-pt layup from 5 ft (assist by J. Allen),4,7
26,1,8:37.0,,Violation by Team (delay of game),4,7
27,1,8:25.0,Personal foul by A. Crabbe (drawn by M. Conley),,4,7
28,1,8:18.0,J. Jackson misses 3-pt jump shot from 26 ft,,4,7
29,1,8:14.0,,Defensive rebound by J. Allen,4,7
30,1,7:57.0,,Turnover by D. Russell (lost ball; steal by K. Anderson),4,7
31,1,7:52.0,M. Conley makes 2-pt layup from 3 ft (assist by K. Anderson),,6,7
32,1,7:30.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,6,7
33,1,7:27.0,Defensive rebound by M. Gasol,,6,7
34,1,7:19.0,Shooting foul by A. Crabbe (drawn by J. Jackson),,6,7
35,1,7:19.0,J. Jackson makes free throw 1 of 2,,7,7
36,1,7:19.0,J. Jackson makes free throw 2 of 2,,8,7
37,1,7:03.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),8,9
38,1,6:43.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by M. Gasol),,11,9
39,1,6:31.0,,D. Russell makes 2-pt layup from 2 ft,11,11
40,1,6:13.0,J. Jackson makes 2-pt layup from 2 ft,,13,11
41,1,5:59.0,,Turnover by D. Russell (bad pass),13,11
42,1,5:59.0,J. Green enters the game for J. Jackson,,13,11
43,1,5:51.0,G. Temple misses 3-pt jump shot from 26 ft,,13,11
44,1,5:50.0,,Defensive rebound by A. Crabbe,13,11
45,1,5:45.0,,D. Russell makes 2-pt jump shot from 13 ft,13,13
46,1,5:33.0,M. Gasol makes 2-pt dunk from 2 ft (assist by M. Conley),,15,13
47,1,5:24.0,,Offensive foul by D. Russell (drawn by G. Temple),15,13
48,1,5:24.0,,Turnover by D. Russell (offensive foul),15,13
49,1,5:24.0,,S. Napier enters the game for D. Russell,15,13
50,1,5:12.0,Personal foul by A. Crabbe (drawn by G. Temple),,15,13
51,1,5:12.0,,D. Carroll enters the game for A. Crabbe,15,13
52,1,5:09.0,M. Gasol makes 2-pt dunk from 2 ft (assist by M. Conley),,17,13
53,1,4:52.0,,Personal foul by J. Green (drawn by R. Hollis-Jefferson),17,13
54,1,4:52.0,M. Brooks enters the game for K. Anderson,,17,13
55,1,4:42.0,,S. Napier misses 3-pt jump shot from 26 ft,17,13
56,1,4:38.0,Defensive rebound by M. Gasol,,17,13
57,1,4:33.0,J. Green misses 2-pt layup from 3 ft,,17,13
58,1,4:31.0,,Defensive rebound by S. Napier,17,13
59,1,4:25.0,,D. Carroll makes 2-pt jump shot from 23 ft (assist by S. Dinwiddie),17,15
60,1,4:05.0,M. Brooks misses 3-pt jump shot from 26 ft,,17,15
61,1,4:03.0,,Defensive rebound by S. Napier,17,15
62,1,4:01.0,,Offensive foul by J. Allen (drawn by M. Conley),17,15
63,1,4:01.0,,Turnover by J. Allen (offensive foul),17,15
64,1,4:01.0,S. Mack enters the game for M. Conley,,17,15
65,1,4:01.0,,E. Davis enters the game for J. Allen,17,15
66,1,4:01.0,,J. Dudley enters the game for R. Hollis-Jefferson,17,15
67,1,3:43.0,G. Temple makes 2-pt layup from 3 ft (assist by M. Gasol),,19,15
68,1,3:34.0,,Shooting foul by G. Temple (drawn by S. Dinwiddie),19,15
69,1,3:34.0,,S. Dinwiddie makes free throw 1 of 2,19,16
70,1,3:34.0,O. Casspi enters the game for G. Temple,,19,16
71,1,3:34.0,,S. Dinwiddie makes free throw 2 of 2,19,17
72,1,3:17.0,Turnover by S. Mack (bad pass; steal by S. Napier),,19,17
73,1,3:12.0,,S. Napier misses 2-pt jump shot from 7 ft,19,17
74,1,3:08.0,Defensive rebound by S. Mack,,19,17
75,1,3:00.0,J. Green makes 3-pt jump shot from 25 ft (assist by O. Casspi),,22,17
76,1,2:41.0,,J. Dudley misses 3-pt jump shot from 24 ft,22,17
77,1,2:38.0,Defensive rebound by O. Casspi,,22,17
78,1,2:27.0,O. Casspi misses 2-pt layup from 2 ft,,22,17
79,1,2:24.0,Offensive rebound by O. Casspi,,22,17
80,1,2:21.0,M. Gasol makes 2-pt jump shot from 9 ft,,24,17
81,1,2:02.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,24,17
82,1,1:59.0,,Offensive rebound by E. Davis,24,17
83,1,1:58.0,,Personal foul by M. Brooks (drawn by S. Napier),24,17
