,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
0,1,11:38.0,,B. Griffin misses 2-pt layup from 3 ft,0,0
1,1,11:36.0,Defensive rebound by E. Fournier,,0,0
2,1,11:20.0,E. Fournier misses 2-pt layup from 4 ft (block by A. Drummond),,0,0
3,1,11:20.0,Offensive rebound by Team,,0,0
4,1,11:14.0,E. Fournier misses 3-pt jump shot from 26 ft,,0,0
5,1,11:12.0,,Defensive rebound by A. Drummond,0,0
6,1,11:03.0,,R. Jackson makes 2-pt layup from 3 ft,0,2
7,1,10:45.0,A. Gordon makes 2-pt layup from 3 ft (assist by E. Fournier),,2,2
8,1,10:34.0,,W. Ellington makes 3-pt jump shot from 26 ft (assist by B. Griffin),2,5
9,1,10:11.0,E. Fournier misses 2-pt jump shot from 15 ft,,2,5
10,1,10:08.0,,Defensive rebound by B. Brown,2,5
11,1,10:00.0,,R. Jackson misses 3-pt jump shot from 27 ft,2,5
12,1,10:00.0,Defensive rebound by Team,,2,5
13,1,9:41.0,N. Vučević misses 2-pt hook shot from 8 ft,,2,5
14,1,9:38.0,,Defensive rebound by A. Drummond,2,5
15,1,9:31.0,,Turnover by R. Jackson (bad pass; steal by J. Isaac),2,5
16,1,9:26.0,J. Isaac makes 2-pt dunk from 1 ft (assist by A. Gordon),,4,5
17,1,9:00.0,,R. Jackson makes 2-pt jump shot from 12 ft,4,7
18,1,8:47.0,Turnover by D. Augustin (bad pass; steal by W. Ellington),,4,7
19,1,8:43.0,,A. Drummond makes 2-pt layup from 1 ft (assist by B. Brown),4,9
20,1,8:25.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,7,9
21,1,8:16.0,,W. Ellington misses 3-pt jump shot from 27 ft,7,9
22,1,8:14.0,Defensive rebound by D. Augustin,,7,9
23,1,8:07.0,N. Vučević misses 2-pt hook shot from 9 ft,,7,9
24,1,8:03.0,Offensive rebound by J. Isaac,,7,9
25,1,7:56.0,N. Vučević misses 2-pt hook shot from 1 ft,,7,9
26,1,7:52.0,J. Isaac misses 2-pt layup at rim,,7,9
27,1,7:52.0,Offensive rebound by J. Isaac,,7,9
28,1,7:51.0,,Defensive rebound by A. Drummond,7,9
29,1,7:47.0,,R. Jackson misses 2-pt jump shot from 14 ft,7,9
30,1,7:45.0,Defensive rebound by N. Vučević,,7,9
31,1,7:33.0,N. Vučević misses 3-pt jump shot from 26 ft,,7,9
32,1,7:30.0,,Defensive rebound by B. Griffin,7,9
33,1,7:12.0,,B. Brown makes 3-pt jump shot from 30 ft (assist by B. Griffin),7,12
34,1,6:56.0,A. Gordon misses 2-pt layup from 2 ft (block by A. Drummond),,7,12
35,1,6:56.0,Offensive rebound by Team,,7,12
36,1,6:56.0,,Detroit full timeout,7,12
37,1,6:44.0,J. Isaac misses 2-pt jump shot from 21 ft,,7,12
38,1,6:42.0,,Defensive rebound by B. Griffin,7,12
39,1,6:33.0,,A. Drummond makes 2-pt layup from 5 ft (assist by R. Jackson),7,14
40,1,6:19.0,D. Augustin misses 2-pt layup from 1 ft,,7,14
41,1,6:19.0,,Defensive rebound by A. Drummond,7,14
42,1,6:00.0,,B. Griffin makes 2-pt hook shot from 5 ft,7,16
43,1,5:40.0,A. Gordon misses 2-pt dunk from 3 ft (block by A. Drummond),,7,16
44,1,5:40.0,Offensive rebound by Team,,7,16
45,1,5:40.0,W. Iwundu enters the game for J. Isaac,,7,16
46,1,5:36.0,E. Fournier makes 2-pt jump shot from 9 ft (assist by D. Augustin),,9,16
47,1,5:16.0,,B. Griffin misses 2-pt layup from 2 ft,9,16
48,1,5:13.0,Defensive rebound by N. Vučević,,9,16
49,1,5:00.0,W. Iwundu makes 3-pt jump shot from 26 ft (assist by E. Fournier),,12,16
50,1,4:34.0,,B. Griffin misses 2-pt jump shot from 6 ft,12,16
51,1,4:32.0,Defensive rebound by N. Vučević,,12,16
52,1,4:29.0,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Fournier),,14,16
53,1,4:20.0,,Detroit full timeout,14,16
54,1,4:20.0,T. Ross enters the game for E. Fournier,,14,16
55,1,4:20.0,,L. Galloway enters the game for B. Brown,14,16
56,1,4:20.0,,I. Smith enters the game for R. Jackson,14,16
57,1,4:10.0,,B. Griffin makes 3-pt jump shot from 27 ft (assist by I. Smith),14,19
58,1,3:53.0,A. Gordon makes 3-pt jump shot from 27 ft (assist by N. Vučević),,17,19
59,1,3:24.0,,B. Griffin misses 2-pt jump shot from 15 ft,17,19
60,1,3:22.0,Defensive rebound by N. Vučević,,17,19
61,1,3:12.0,N. Vučević makes 2-pt layup from 1 ft (assist by D. Augustin),,19,19
62,1,3:01.0,,W. Ellington makes 2-pt jump shot from 14 ft (assist by A. Drummond),19,21
63,1,2:45.0,N. Vučević misses 2-pt hook shot from 5 ft,,19,21
64,1,2:42.0,,Defensive rebound by B. Griffin,19,21
65,1,2:37.0,,A. Drummond makes 2-pt layup from 2 ft (assist by I. Smith),19,23
66,1,2:18.0,D. Augustin makes 2-pt layup from 2 ft,,21,23
67,1,2:04.0,,Turnover by A. Drummond (lost ball; steal by D. Augustin),21,23
68,1,1:57.0,D. Augustin makes 2-pt layup from 1 ft,,23,23
69,1,1:43.0,,B. Griffin makes 2-pt layup from 3 ft,23,25
70,1,1:30.0,D. Augustin makes 3-pt jump shot from 25 ft,,26,25
71,1,1:30.0,Shooting foul by L. Galloway (drawn by D. Augustin),,26,25
72,1,1:30.0,K. Birch enters the game for A. Gordon,,26,25
73,1,1:30.0,,L. Kennard enters the game for W. Ellington,26,25
74,1,1:30.0,,T. Maker enters the game for B. Griffin,26,25
75,1,1:30.0,D. Augustin makes free throw 1 of 1,,27,25
76,1,1:13.0,,L. Kennard misses 2-pt jump shot from 10 ft,27,25
77,1,1:11.0,Defensive rebound by D. Augustin,,27,25
78,1,1:11.0,D. Augustin misses 3-pt jump shot from 26 ft,,27,25
79,1,1:11.0,,Defensive rebound by Team,27,25
80,1,1:11.0,M. Carter-Williams enters the game for D. Augustin,,27,25
81,1,1:11.0,J. Isaac enters the game for N. Vučević,,27,25
82,1,1:01.0,,I. Smith makes 2-pt jump shot from 19 ft,27,27
83,1,0:50.0,J. Isaac misses 3-pt jump shot from 26 ft,,27,27
84,1,0:45.0,Offensive rebound by K. Birch,,27,27
85,1,0:43.0,K. Birch misses 2-pt hook shot from 6 ft (block by A. Drummond),,27,27
86,1,0:40.0,Offensive rebound by M. Carter-Williams,,27,27
87,1,0:37.0,M. Carter-Williams misses 2-pt layup from 2 ft (block by T. Maker),,27,27
88,1,0:37.0,,Defensive rebound by I. Smith,27,27
89,1,0:25.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by A. Drummond),27,30
90,1,0:08.0,T. Ross misses 2-pt jump shot from 17 ft,,27,30
91,1,0:04.0,,Defensive rebound by A. Drummond,27,30
92,1,0:00.0,,T. Maker misses 3-pt jump shot from 26 ft,27,30
93,1,0:00.0,,Offensive rebound by Team,27,30
94,2,11:45.0,T. Ross misses 2-pt hook shot from 11 ft,,27,30
95,2,11:43.0,,Defensive rebound by T. Maker,27,30
96,2,11:37.0,,I. Smith makes 2-pt jump shot from 15 ft,27,32
97,2,11:23.0,Personal foul by Z. Pachulia (drawn by K. Birch),,27,32
98,2,11:17.0,E. Fournier makes 3-pt jump shot from 25 ft,,30,32
99,2,11:04.0,,Personal foul by T. Ross (drawn by Z. Pachulia),30,32
100,2,10:54.0,,L. Galloway misses 2-pt layup from 4 ft,30,32
101,2,10:50.0,Defensive rebound by Team,,30,32
102,2,10:40.0,J. Isaac misses 2-pt layup from 2 ft,,30,32
103,2,10:39.0,,Defensive rebound by Z. Pachulia,30,32
104,2,10:27.0,,I. Smith makes 2-pt layup from 3 ft,30,34
105,2,10:07.0,Personal foul by I. Smith (drawn by M. Carter-Williams),,30,34
106,2,10:04.0,E. Fournier misses 3-pt jump shot from 27 ft,,30,34
107,2,10:01.0,,Defensive rebound by L. Kennard,30,34
108,2,9:58.0,,I. Smith makes 2-pt layup from 3 ft (assist by L. Kennard),30,36
109,2,9:45.0,M. Carter-Williams misses 2-pt layup from 3 ft (block by T. Maker),,30,36
110,2,9:42.0,,Defensive rebound by I. Smith,30,36
111,2,9:39.0,,T. Maker makes 3-pt jump shot from 27 ft (assist by I. Smith),30,39
112,2,9:31.0,Orlando full timeout,,30,39
113,2,9:14.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,30,39
114,2,9:12.0,Offensive rebound by K. Birch,,30,39
115,2,9:04.0,T. Ross misses 3-pt jump shot from 26 ft,,30,39
116,2,9:01.0,Offensive rebound by M. Carter-Williams,,30,39
117,2,8:45.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,30,39
118,2,8:43.0,Offensive rebound by Team,,30,39
119,2,8:43.0,Away from play foul by L. Galloway (drawn by T. Ross),,30,39
120,2,8:43.0,T. Ross makes free throw 1 of 1,,31,39
121,2,8:34.0,T. Ross misses 2-pt jump shot from 16 ft,,31,39
122,2,8:31.0,Offensive rebound by K. Birch,,31,39
