,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
48,1,5:37.0,,D. White makes 2-pt layup from 1 ft (assist by L. Aldridge),9,21
49,1,5:28.0,F. VanVleet misses 2-pt jump shot from 5 ft,,9,21
50,1,5:26.0,,Defensive rebound by D. DeRozan,9,21
51,1,5:19.0,,R. Gay misses 3-pt jump shot from 26 ft,9,21
52,1,5:15.0,Defensive rebound by S. Ibaka,,9,21
53,1,5:05.0,P. Siakam makes 2-pt dunk from 1 ft (assist by K. Leonard),,11,21
54,1,5:05.0,,San Antonio full timeout,11,21
55,1,5:05.0,D. Wright enters the game for F. VanVleet,,11,21
56,1,5:05.0,,D. Bertāns enters the game for R. Gay,11,21
57,1,4:41.0,,D. White makes 2-pt jump shot from 18 ft (assist by D. DeRozan),11,23
58,1,4:28.0,Turnover by P. Siakam (lost ball; steal by D. Bertāns),,11,23
59,1,4:22.0,,D. Bertāns misses 3-pt jump shot from 29 ft,11,23
60,1,4:19.0,Defensive rebound by S. Ibaka,,11,23
61,1,4:06.0,Turnover by K. Leonard (lost ball; steal by D. White),,11,23
62,1,4:02.0,,D. White makes 2-pt dunk from 2 ft (assist by B. Forbes),11,25
63,1,3:57.0,Turnover by P. Siakam (bad pass; steal by B. Forbes),,11,25
64,1,3:38.0,,D. DeRozan makes 2-pt jump shot from 8 ft,11,27
65,1,3:38.0,,Shooting foul by S. Ibaka (drawn by D. DeRozan),11,27
66,1,3:38.0,N. Powell enters the game for D. Green,,11,27
67,1,3:38.0,,P. Mills enters the game for B. Forbes,11,27
68,1,3:38.0,,D. DeRozan makes free throw 1 of 1,11,28
69,1,3:25.0,D. Wright misses 3-pt jump shot from 25 ft,,11,28
70,1,3:21.0,,Defensive rebound by D. DeRozan,11,28
71,1,3:14.0,,D. Bertāns makes 2-pt jump shot from 20 ft (assist by D. DeRozan),11,30
72,1,3:00.0,Turnover by K. Leonard (traveling),,11,30
73,1,3:00.0,G. Monroe enters the game for S. Ibaka,,11,30
74,1,2:46.0,,L. Aldridge misses 2-pt jump shot from 10 ft,11,30
75,1,2:44.0,Defensive rebound by D. Wright,,11,30
76,1,2:44.0,O. Anunoby enters the game for K. Leonard,,11,30
77,1,2:44.0,,M. Belinelli enters the game for L. Aldridge,11,30
78,1,2:44.0,,R. Gay enters the game for D. DeRozan,11,30
79,1,2:44.0,,J. Poeltl enters the game for D. White,11,30
80,1,2:31.0,,Violation by Team (delay of game),11,30
81,1,2:25.0,D. Wright misses 2-pt layup from 7 ft,,11,30
82,1,2:23.0,Offensive rebound by G. Monroe,,11,30
83,1,2:21.0,O. Anunoby misses 2-pt jump shot from 22 ft,,11,30
84,1,2:16.0,,Defensive rebound by R. Gay,11,30
85,1,2:14.0,,Shooting foul by N. Powell (drawn by P. Mills),11,30
86,1,2:14.0,,P. Mills makes free throw 1 of 2,11,31
87,1,2:14.0,,P. Mills makes free throw 2 of 2,11,32
88,1,1:56.0,Turnover by O. Anunoby (lost ball; steal by P. Mills),,11,32
89,1,1:53.0,,R. Gay makes 2-pt dunk from 1 ft (assist by P. Mills),11,34
90,1,1:48.0,Toronto full timeout,,11,34
91,1,1:34.0,G. Monroe makes 2-pt layup from 1 ft,,13,34
92,1,1:24.0,,P. Mills misses 3-pt jump shot from 24 ft,13,34
93,1,1:24.0,Defensive rebound by P. Siakam,,13,34
94,1,1:06.0,N. Powell makes 2-pt jump shot from 11 ft,,15,34
95,1,0:43.0,,R. Gay misses 2-pt jump shot from 12 ft,15,34
96,1,0:41.0,Defensive rebound by G. Monroe,,15,34
97,1,0:37.0,G. Monroe makes 2-pt layup from 3 ft (assist by P. Siakam),,17,34
98,1,0:37.0,Shooting foul by J. Poeltl (drawn by G. Monroe),,17,34
99,1,0:37.0,D. Green enters the game for P. Siakam,,17,34
100,1,0:37.0,G. Monroe misses free throw 1 of 1,,17,34
101,1,0:34.0,,Defensive rebound by R. Gay,17,34
102,1,0:30.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by R. Gay),17,36
103,1,0:22.0,Personal foul by M. Belinelli (drawn by N. Powell),,17,36
104,1,0:22.0,N. Powell makes free throw 1 of 2,,18,36
105,1,0:22.0,N. Powell makes free throw 2 of 2,,19,36
106,1,0:03.0,,Personal foul by D. Wright (drawn by P. Mills),19,36
107,1,0:03.0,,P. Mills makes free throw 1 of 2,19,37
108,1,0:03.0,,B. Forbes enters the game for D. Bertāns,19,37
109,1,0:03.0,,D. White enters the game for R. Gay,19,37
110,1,0:03.0,,P. Mills makes free throw 2 of 2,19,38
111,1,0:00.0,N. Powell misses 3-pt jump shot from 32 ft,,19,38
112,1,0:00.0,Offensive rebound by Team,,19,38
113,2,11:44.0,,Shooting foul by D. Green (drawn by M. Belinelli),19,38
114,2,11:44.0,,M. Belinelli makes free throw 1 of 2,19,39
115,2,11:44.0,,M. Belinelli makes free throw 2 of 2,19,40
116,2,11:30.0,D. Green misses 3-pt jump shot from 23 ft,,19,40
117,2,11:25.0,,Defensive rebound by P. Mills,19,40
118,2,11:21.0,,P. Mills makes 2-pt layup from 2 ft,19,42
119,2,11:12.0,N. Powell misses 2-pt layup from 5 ft,,19,42
120,2,11:11.0,,Defensive rebound by M. Belinelli,19,42
121,2,11:09.0,,P. Mills misses 3-pt jump shot from 25 ft,19,42
122,2,11:03.0,,Offensive rebound by J. Poeltl,19,42
123,2,10:57.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by M. Belinelli),19,45
124,2,10:33.0,G. Monroe makes 2-pt hook shot from 8 ft,,21,45
125,2,10:15.0,,B. Forbes misses 2-pt jump shot from 17 ft (block by D. Wright),21,45
126,2,10:14.0,Defensive rebound by D. Green,,21,45
127,2,10:11.0,D. Green misses 3-pt jump shot from 30 ft,,21,45
128,2,10:08.0,,Defensive rebound by B. Forbes,21,45
129,2,10:08.0,,Personal foul by G. Monroe (drawn by B. Forbes),21,45
130,2,9:56.0,,M. Belinelli misses 3-pt jump shot from 26 ft,21,45
131,2,9:52.0,,Offensive rebound by J. Poeltl,21,45
132,2,9:40.0,,M. Belinelli misses 3-pt jump shot from 29 ft,21,45
133,2,9:38.0,Defensive rebound by G. Monroe,,21,45
134,2,9:26.0,N. Powell makes 2-pt jump shot from 7 ft,,23,45
135,2,9:25.0,,San Antonio full timeout,23,45
136,2,9:25.0,K. Leonard enters the game for D. Green,,23,45
137,2,9:25.0,,L. Aldridge enters the game for B. Forbes,23,45
138,2,9:25.0,,D. DeRozan enters the game for P. Mills,23,45
139,2,9:25.0,,D. White enters the game for J. Poeltl,23,45
140,2,9:05.0,,L. Aldridge makes 2-pt jump shot from 10 ft,23,47
141,2,8:47.0,K. Leonard makes 2-pt layup from 4 ft,,25,47
142,2,8:19.0,,D. White makes 3-pt jump shot from 26 ft (assist by L. Aldridge),25,50
143,2,8:04.0,G. Monroe misses 2-pt layup from 1 ft,,25,50
144,2,8:02.0,,Defensive rebound by D. Bertāns,25,50
145,2,7:42.0,,Turnover by L. Aldridge (lost ball; steal by G. Monroe),25,50
146,2,7:35.0,N. Powell makes 2-pt dunk from 2 ft (assist by K. Leonard),,27,50
147,2,7:18.0,,D. DeRozan makes 2-pt jump shot from 8 ft,27,52
148,2,6:57.0,K. Leonard misses 2-pt jump shot from 17 ft,,27,52
149,2,6:55.0,,Defensive rebound by D. Bertāns,27,52
150,2,6:50.0,,Personal foul by G. Monroe (drawn by L. Aldridge),27,52
151,2,6:50.0,S. Ibaka enters the game for O. Anunoby,,27,52
152,2,6:50.0,P. Siakam enters the game for G. Monroe,,27,52
153,2,6:50.0,F. VanVleet enters the game for N. Powell,,27,52
154,2,6:39.0,,D. DeRozan misses 2-pt jump shot from 18 ft,27,52
155,2,6:37.0,Defensive rebound by F. VanVleet,,27,52
156,2,6:30.0,F. VanVleet makes 2-pt jump shot from 19 ft,,29,52
157,2,6:21.0,,L. Aldridge misses 2-pt layup from 1 ft,29,52
158,2,6:18.0,Defensive rebound by F. VanVleet,,29,52
159,2,6:12.0,K. Leonard makes 2-pt jump shot from 15 ft (assist by P. Siakam),,31,52
160,2,5:59.0,,Turnover by D. DeRozan (lost ball; steal by S. Ibaka),31,52
161,2,5:53.0,D. Wright makes 3-pt jump shot from 23 ft (assist by P. Siakam),,34,52
162,2,5:53.0,,San Antonio full timeout,34,52
163,2,5:53.0,,B. Forbes enters the game for M. Belinelli,34,52
164,2,5:53.0,,R. Gay enters the game for D. Bertāns,34,52
165,2,5:35.0,,D. White misses 3-pt jump shot from 23 ft,34,52
166,2,5:32.0,Defensive rebound by D. Wright,,34,52
167,2,5:22.0,Turnover by F. VanVleet (bad pass),,34,52
168,2,5:14.0,,Personal foul by P. Siakam (drawn by D. DeRozan),34,52
169,2,4:57.0,,D. DeRozan makes 2-pt jump shot from 21 ft,34,54
170,2,4:40.0,S. Ibaka misses 2-pt jump shot from 21 ft,,34,54
171,2,4:38.0,Offensive rebound by Team,,34,54
172,2,4:38.0,,Loose ball foul by D. White (drawn by K. Leonard),34,54
173,2,4:31.0,K. Leonard makes 2-pt jump shot from 19 ft,,36,54
174,2,4:23.0,,D. DeRozan makes 2-pt layup from 1 ft,36,56
175,2,4:23.0,,Shooting foul by P. Siakam (drawn by D. DeRozan),36,56
176,2,4:23.0,D. Green enters the game for D. Wright,,36,56
177,2,4:23.0,,D. DeRozan makes free throw 1 of 1,36,57
178,2,4:06.0,S. Ibaka makes 2-pt jump shot from 11 ft (assist by P. Siakam),,38,57
179,2,3:44.0,,B. Forbes misses 3-pt jump shot from 26 ft,38,57
180,2,3:42.0,Defensive rebound by D. Green,,38,57
181,2,3:37.0,Shooting foul by B. Forbes (drawn by K. Leonard),,38,57
182,2,3:37.0,K. Leonard makes free throw 1 of 2,,39,57
183,2,3:37.0,N. Powell enters the game for P. Siakam,,39,57
184,2,3:37.0,K. Leonard misses free throw 2 of 2,,39,57
185,2,3:35.0,,Defensive rebound by D. DeRozan,39,57
186,2,3:19.0,,Turnover by L. Aldridge (bad pass),39,57
187,2,3:05.0,S. Ibaka misses 3-pt jump shot from 25 ft,,39,57
188,2,3:02.0,,Defensive rebound by D. DeRozan,39,57
189,2,2:55.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. DeRozan),39,59
190,2,2:55.0,,Shooting foul by K. Leonard (drawn by L. Aldridge),39,59
191,2,2:55.0,,L. Aldridge makes free throw 1 of 1,39,60
192,2,2:35.0,D. Green misses 2-pt jump shot from 9 ft,,39,60
193,2,2:34.0,Offensive rebound by S. Ibaka,,39,60
194,2,2:34.0,Personal foul by R. Gay (drawn by S. Ibaka),,39,60
195,2,2:24.0,F. VanVleet makes 2-pt layup from 1 ft,,41,60
196,2,2:11.0,,D. White makes 2-pt layup from 1 ft,41,62
197,2,2:02.0,N. Powell makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,44,62
198,2,1:36.0,,R. Gay misses 2-pt jump shot from 7 ft (block by N. Powell),44,62
199,2,1:34.0,Defensive rebound by F. VanVleet,,44,62
200,2,1:33.0,F. VanVleet makes 2-pt layup from 1 ft,,46,62
201,2,1:33.0,Shooting foul by B. Forbes (drawn by F. VanVleet),,46,62
202,2,1:33.0,F. VanVleet makes free throw 1 of 1,,47,62
203,2,1:13.0,,L. Aldridge makes 2-pt jump shot from 12 ft,47,64
204,2,1:01.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Leonard),,49,64
205,2,0:50.0,,D. DeRozan makes 2-pt layup from 6 ft,49,66
206,2,0:50.0,,Shooting foul by D. Green (drawn by D. DeRozan),49,66
207,2,0:50.0,,D. DeRozan makes free throw 1 of 1,49,67
208,2,0:32.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by F. VanVleet),,51,67
209,2,0:11.0,,D. DeRozan misses 2-pt jump shot from 12 ft,51,67
210,2,0:09.0,Defensive rebound by K. Leonard,,51,67
211,2,0:00.0,N. Powell misses 2-pt jump shot from 15 ft,,51,67
212,2,0:00.0,Offensive rebound by Team,,51,67
213,3,11:36.0,,L. Aldridge misses 2-pt jump shot from 12 ft,51,67
214,3,11:33.0,Defensive rebound by D. Green,,51,67
215,3,11:14.0,Turnover by P. Siakam (lost ball; steal by R. Gay),,51,67
216,3,11:05.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. DeRozan),51,69
217,3,10:45.0,D. Green misses 3-pt jump shot from 26 ft,,51,69
218,3,10:43.0,,Defensive rebound by R. Gay,51,69
219,3,10:37.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by R. Gay),51,71
220,3,10:27.0,S. Ibaka misses 2-pt jump shot from 20 ft,,51,71
221,3,10:24.0,,Defensive rebound by R. Gay,51,71
222,3,10:19.0,,R. Gay makes 2-pt layup from 1 ft,51,73
223,3,9:55.0,P. Siakam misses 3-pt jump shot from 23 ft,,51,73
224,3,9:51.0,,Defensive rebound by D. DeRozan,51,73
225,3,9:43.0,,D. DeRozan misses 2-pt jump shot from 10 ft,51,73
226,3,9:42.0,,Offensive rebound by R. Gay,51,73
227,3,9:41.0,,Offensive foul by R. Gay (drawn by P. Siakam),51,73
228,3,9:41.0,,Turnover by R. Gay (offensive foul),51,73
229,3,9:26.0,P. Siakam misses 3-pt jump shot from 23 ft,,51,73
230,3,9:23.0,Offensive rebound by F. VanVleet,,51,73
231,3,9:21.0,F. VanVleet misses 3-pt jump shot from 24 ft,,51,73
232,3,9:17.0,,Defensive rebound by D. DeRozan,51,73
233,3,9:14.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),51,76
234,3,9:12.0,Toronto full timeout,,51,76
235,3,8:59.0,K. Leonard misses 2-pt jump shot from 17 ft,,51,76
236,3,8:57.0,,Defensive rebound by L. Aldridge,51,76
237,3,8:42.0,,L. Aldridge misses 2-pt jump shot from 16 ft,51,76
238,3,8:40.0,Defensive rebound by D. Green,,51,76
239,3,8:25.0,Turnover by S. Ibaka (lost ball; steal by D. DeRozan),,51,76
240,3,8:20.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),51,79
241,3,7:59.0,K. Leonard makes 2-pt dunk from 1 ft (assist by S. Ibaka),,53,79
242,3,7:53.0,,B. Forbes misses 2-pt layup from 2 ft (block by P. Siakam),53,79
243,3,7:49.0,Defensive rebound by S. Ibaka,,53,79
244,3,7:39.0,D. Green misses 3-pt jump shot from 25 ft,,53,79
245,3,7:36.0,,Defensive rebound by Team,53,79
246,3,7:12.0,,Turnover by Team (shot clock),53,79
247,3,7:04.0,Shooting foul by R. Gay (drawn by P. Siakam),,53,79
248,3,7:04.0,P. Siakam makes free throw 1 of 2,,54,79
249,3,7:04.0,P. Siakam makes free throw 2 of 2,,55,79
250,3,6:48.0,,D. White makes 3-pt jump shot from 25 ft (assist by R. Gay),55,82
251,3,6:32.0,Shooting foul by R. Gay (drawn by S. Ibaka),,55,82
252,3,6:32.0,S. Ibaka makes free throw 1 of 2,,56,82
253,3,6:32.0,,D. Bertāns enters the game for R. Gay,56,82
254,3,6:32.0,S. Ibaka makes free throw 2 of 2,,57,82
255,3,6:16.0,,D. White makes 2-pt layup from 2 ft (assist by D. DeRozan),57,84
256,3,6:01.0,P. Siakam makes 2-pt layup from 1 ft,,59,84
257,3,5:41.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by D. White),59,86
258,3,5:23.0,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),,62,86
259,3,5:17.0,,Personal foul by S. Ibaka (drawn by L. Aldridge),62,86
260,3,5:17.0,G. Monroe enters the game for D. Green,,62,86
261,3,5:17.0,N. Powell enters the game for S. Ibaka,,62,86
262,3,5:17.0,,P. Mills enters the game for L. Aldridge,62,86
263,3,5:17.0,,J. Poeltl enters the game for B. Forbes,62,86
264,3,5:07.0,,Turnover by D. DeRozan (lost ball; steal by K. Leonard),62,86
265,3,5:01.0,Turnover by P. Siakam (bad pass; steal by D. DeRozan),,62,86
266,3,4:43.0,,J. Poeltl misses 2-pt layup from 1 ft (block by G. Monroe),62,86
267,3,4:41.0,Defensive rebound by P. Siakam,,62,86
268,3,4:35.0,P. Siakam misses 2-pt layup from 2 ft,,62,86
269,3,4:35.0,,Defensive rebound by Team,62,86
270,3,4:25.0,,D. DeRozan misses 2-pt jump shot from 20 ft,62,86
271,3,4:22.0,Defensive rebound by F. VanVleet,,62,86
272,3,4:12.0,G. Monroe misses 2-pt hook shot from 5 ft,,62,86
273,3,4:10.0,Offensive rebound by G. Monroe,,62,86
274,3,4:09.0,G. Monroe misses 2-pt hook shot from 5 ft,,62,86
275,3,4:07.0,,Defensive rebound by J. Poeltl,62,86
276,3,3:58.0,,P. Mills misses 2-pt jump shot from 16 ft,62,86
277,3,3:55.0,Defensive rebound by P. Siakam,,62,86
278,3,3:48.0,F. VanVleet misses 3-pt jump shot from 25 ft,,62,86
279,3,3:46.0,,Defensive rebound by D. Bertāns,62,86
280,3,3:41.0,,P. Mills makes 2-pt layup from 5 ft (assist by D. Bertāns),62,88
281,3,3:40.0,Toronto full timeout,,62,88
282,3,3:26.0,K. Leonard makes 2-pt jump shot from 13 ft,,64,88
283,3,3:11.0,,Turnover by P. Mills (lost ball; steal by P. Siakam),64,88
284,3,3:08.0,K. Leonard makes 2-pt dunk from 1 ft (assist by P. Siakam),,66,88
285,3,2:57.0,,D. DeRozan misses 2-pt layup from 1 ft,66,88
286,3,2:52.0,,Offensive rebound by J. Poeltl,66,88
287,3,2:52.0,,Turnover by J. Poeltl (bad pass; steal by N. Powell),66,88
288,3,2:49.0,F. VanVleet makes 2-pt layup from 2 ft (assist by N. Powell),,68,88
289,3,2:45.0,,Personal foul by N. Powell (drawn by D. DeRozan),68,88
290,3,2:37.0,,Turnover by D. DeRozan (bad pass; steal by N. Powell),68,88
291,3,2:33.0,F. VanVleet misses 3-pt jump shot from 26 ft,,68,88
292,3,2:28.0,,Defensive rebound by J. Poeltl,68,88
293,3,2:14.0,,D. White makes 2-pt jump shot from 15 ft,68,90
294,3,1:52.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Leonard),,70,90
295,3,1:36.0,,Personal foul by K. Leonard (drawn by D. White),70,90
296,3,1:36.0,O. Anunoby enters the game for K. Leonard,,70,90
297,3,1:36.0,C. Miles enters the game for P. Siakam,,70,90
298,3,1:36.0,D. Wright enters the game for F. VanVleet,,70,90
299,3,1:36.0,,M. Belinelli enters the game for D. DeRozan,70,90
300,3,1:36.0,,P. Mills misses 3-pt jump shot from 25 ft,70,90
301,3,1:36.0,Defensive rebound by N. Powell,,70,90
302,3,1:19.0,N. Powell misses 2-pt layup from 1 ft,,70,90
303,3,1:18.0,Offensive rebound by G. Monroe,,70,90
304,3,1:18.0,Shooting foul by J. Poeltl (drawn by G. Monroe),,70,90
305,3,1:18.0,G. Monroe misses free throw 1 of 2,,70,90
306,3,1:18.0,Offensive rebound by Team,,70,90
307,3,1:18.0,,B. Forbes enters the game for D. White,70,90
308,3,1:18.0,G. Monroe makes free throw 2 of 2,,71,90
309,3,1:02.0,,P. Mills makes 3-pt jump shot from 27 ft,71,93
310,3,0:48.0,Personal foul by P. Mills (drawn by D. Wright),,71,93
311,3,0:48.0,D. Wright makes free throw 1 of 2,,72,93
312,3,0:48.0,D. Wright makes free throw 2 of 2,,73,93
313,3,0:34.0,,D. Bertāns makes 3-pt jump shot from 23 ft (assist by B. Forbes),73,96
314,3,0:11.0,Shooting foul by P. Mills (drawn by D. Wright),,73,96
315,3,0:11.0,D. Wright makes free throw 1 of 2,,74,96
316,3,0:11.0,D. Wright makes free throw 2 of 2,,75,96
317,3,0:03.0,,Turnover by P. Mills (bad pass),75,96
318,3,0:00.0,N. Powell misses 3-pt jump shot from 30 ft,,75,96
319,3,0:00.0,Offensive rebound by Team,,75,96
320,4,11:41.0,G. Monroe misses 2-pt jump shot from 19 ft,,75,96
321,4,11:37.0,,Defensive rebound by J. Poeltl,75,96
322,4,11:26.0,,Shooting foul by C. Miles (drawn by P. Mills),75,96
323,4,11:26.0,,P. Mills misses free throw 1 of 2,75,96
324,4,11:26.0,,Offensive rebound by Team,75,96
325,4,11:26.0,,P. Mills makes free throw 2 of 2,75,97
326,4,11:12.0,O. Anunoby misses 3-pt jump shot from 23 ft,,75,97
327,4,11:10.0,Offensive rebound by D. Wright,,75,97
328,4,11:07.0,D. Wright makes 2-pt jump shot from 7 ft,,77,97
329,4,10:57.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by J. Poeltl),77,100
330,4,10:41.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. Wright),,80,100
331,4,10:26.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by B. Forbes),80,102
332,4,10:07.0,Shooting foul by J. Poeltl (drawn by G. Monroe),,80,102
333,4,10:07.0,G. Monroe makes free throw 1 of 2,,81,102
334,4,10:07.0,G. Monroe makes free throw 2 of 2,,82,102
335,4,9:56.0,,M. Belinelli misses 3-pt jump shot from 24 ft,82,102
336,4,9:54.0,,Offensive rebound by J. Poeltl,82,102
337,4,9:50.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by P. Mills),82,105
338,4,9:37.0,D. Wright misses 2-pt layup from 1 ft,,82,105
339,4,9:35.0,,Defensive rebound by B. Forbes,82,105
340,4,9:31.0,,B. Forbes makes 2-pt layup from 1 ft,82,107
341,4,9:17.0,N. Powell misses 2-pt layup from 2 ft,,82,107
342,4,9:16.0,Offensive rebound by G. Monroe,,82,107
343,4,9:16.0,Shooting foul by D. Bertāns (drawn by G. Monroe),,82,107
344,4,9:16.0,G. Monroe misses free throw 1 of 2,,82,107
345,4,9:16.0,Offensive rebound by Team,,82,107
346,4,9:16.0,D. Green enters the game for N. Powell,,82,107
347,4,9:16.0,,L. Aldridge enters the game for D. Bertāns,82,107
348,4,9:16.0,,R. Gay enters the game for J. Poeltl,82,107
349,4,9:16.0,G. Monroe makes free throw 2 of 2,,83,107
350,4,9:02.0,,P. Mills misses 3-pt jump shot from 26 ft,83,107
351,4,8:58.0,Defensive rebound by O. Anunoby,,83,107
352,4,8:54.0,G. Monroe makes 2-pt layup from 1 ft (assist by O. Anunoby),,85,107
353,4,8:31.0,,R. Gay misses 2-pt jump shot from 15 ft,85,107
354,4,8:29.0,Defensive rebound by O. Anunoby,,85,107
355,4,8:22.0,O. Anunoby misses 2-pt jump shot from 10 ft,,85,107
356,4,8:20.0,,Defensive rebound by R. Gay,85,107
357,4,8:16.0,,San Antonio full timeout,85,107
358,4,8:16.0,S. Ibaka enters the game for O. Anunoby,,85,107
359,4,8:16.0,K. Leonard enters the game for G. Monroe,,85,107
360,4,8:16.0,F. VanVleet enters the game for D. Wright,,85,107
361,4,8:16.0,,D. DeRozan enters the game for B. Forbes,85,107
362,4,8:16.0,,D. White enters the game for P. Mills,85,107
363,4,8:03.0,,Turnover by L. Aldridge (lost ball; steal by K. Leonard),85,107
364,4,7:59.0,Turnover by K. Leonard (bad pass),,85,107
365,4,7:40.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by L. Aldridge),85,110
366,4,7:23.0,Shooting foul by D. DeRozan (drawn by K. Leonard),,85,110
367,4,7:23.0,K. Leonard makes free throw 1 of 2,,86,110
368,4,7:23.0,K. Leonard makes free throw 2 of 2,,87,110
369,4,7:09.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),87,112
370,4,6:53.0,Shooting foul by R. Gay (drawn by K. Leonard),,87,112
371,4,6:53.0,K. Leonard makes free throw 1 of 2,,88,112
372,4,6:53.0,K. Leonard makes free throw 2 of 2,,89,112
373,4,6:48.0,,Personal foul by D. Green (drawn by D. White),89,112
374,4,6:48.0,P. Siakam enters the game for C. Miles,,89,112
375,4,6:48.0,,D. Bertāns enters the game for R. Gay,89,112
376,4,6:39.0,,Personal foul by S. Ibaka (drawn by L. Aldridge),89,112
377,4,6:33.0,,D. White misses 2-pt layup at rim,89,112
378,4,6:31.0,Defensive rebound by P. Siakam,,89,112
379,4,6:13.0,F. VanVleet misses 3-pt jump shot from 27 ft,,89,112
