,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
369,4,4:34.0,G. Antetokounmpo enters the game for B. Lopez,,107,109
370,4,4:34.0,,P. Millsap enters the game for T. Lyles,107,109
371,4,4:34.0,,J. Murray enters the game for M. Morris,107,109
372,4,4:19.0,,J. Murray misses 2-pt jump shot from 12 ft (block by E. Bledsoe),107,109
373,4,4:17.0,Defensive rebound by P. Connaughton,,107,109
374,4,4:16.0,E. Bledsoe makes 2-pt layup from 2 ft,,109,109
375,4,4:16.0,Shooting foul by M. Beasley (drawn by E. Bledsoe),,109,109
376,4,4:16.0,E. Bledsoe makes free throw 1 of 1,,110,109
377,4,3:57.0,,Personal foul by G. Antetokounmpo (drawn by P. Millsap),110,109
378,4,3:52.0,,Shooting foul by E. İlyasova (drawn by G. Harris),110,109
379,4,3:52.0,,G. Harris misses free throw 1 of 2,110,109
380,4,3:52.0,,Offensive rebound by Team,110,109
381,4,3:52.0,,G. Harris makes free throw 2 of 2,110,110
382,4,3:37.0,E. Bledsoe misses 2-pt layup from 4 ft (block by P. Millsap),,110,110
383,4,3:33.0,,Defensive rebound by J. Murray,110,110
384,4,3:31.0,,Personal foul by E. İlyasova (drawn by N. Jokić),110,110
385,4,3:31.0,M. Brogdon enters the game for P. Connaughton,,110,110
386,4,3:31.0,B. Lopez enters the game for E. İlyasova,,110,110
387,4,3:24.0,,J. Murray makes 2-pt jump shot from 16 ft (assist by N. Jokić),110,112
388,4,3:11.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Murray),,110,112
389,4,3:04.0,,G. Harris misses 3-pt jump shot from 23 ft,110,112
390,4,3:01.0,Defensive rebound by E. Bledsoe,,110,112
391,4,2:55.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,112,112
392,4,2:27.0,,P. Millsap misses 3-pt jump shot from 25 ft,112,112
393,4,2:23.0,Defensive rebound by K. Middleton,,112,112
394,4,2:09.0,B. Lopez misses 3-pt jump shot from 25 ft,,112,112
395,4,2:06.0,,Defensive rebound by G. Harris,112,112
396,4,1:50.0,,Turnover by N. Jokić (bad pass; steal by M. Brogdon),112,112
397,4,1:41.0,M. Brogdon makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,115,112
398,4,1:40.0,,Denver full timeout,115,112
399,4,1:32.0,,Turnover by J. Murray (bad pass; steal by G. Antetokounmpo),115,112
400,4,1:18.0,E. Bledsoe misses 2-pt jump shot from 5 ft,,115,112
401,4,1:15.0,,Defensive rebound by G. Harris,115,112
402,4,1:15.0,,Personal foul by E. Bledsoe (drawn by G. Harris),115,112
403,4,1:07.0,,N. Jokić misses 2-pt jump shot from 18 ft,115,112
404,4,1:04.0,Defensive rebound by M. Brogdon,,115,112
405,4,0:42.0,K. Middleton makes 2-pt jump shot from 18 ft,,117,112
406,4,0:41.0,,Denver full timeout,117,112
407,4,0:31.0,,P. Millsap makes 2-pt dunk from 2 ft,117,114
408,4,0:30.0,Personal foul by G. Harris (drawn by K. Middleton),,117,114
409,4,0:30.0,K. Middleton makes free throw 1 of 2,,118,114
410,4,0:30.0,K. Middleton makes free throw 2 of 2,,119,114
411,4,0:28.0,,Turnover by M. Beasley (bad pass; steal by E. Bledsoe),119,114
412,4,0:25.0,E. Bledsoe misses 2-pt layup from 2 ft,,119,114
413,4,0:22.0,Offensive rebound by B. Lopez,,119,114
414,4,0:17.0,Milwaukee full timeout,,119,114
415,4,0:17.0,,M. Plumlee enters the game for N. Jokić,119,114
416,4,0:12.0,E. Bledsoe makes 2-pt dunk at rim (assist by G. Antetokounmpo),,121,114
417,4,0:03.0,,M. Beasley misses 2-pt layup from 2 ft,121,114
418,4,0:01.0,Defensive rebound by G. Antetokounmpo,,121,114
