,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,ORLANDO_ACTION,MINNESOTA_SCORE,ORLANDO_SCORE
379,4,4:28.0,,Defensive rebound by T. Ross,103,117
380,4,4:20.0,,E. Fournier misses 3-pt jump shot from 24 ft,103,117
381,4,4:18.0,Defensive rebound by K. Towns,,103,117
382,4,4:00.0,A. Tolliver misses 3-pt jump shot from 26 ft,,103,117
383,4,3:57.0,,Defensive rebound by N. Vučević,103,117
384,4,3:50.0,,Orlando full timeout,103,117
385,4,3:50.0,D. Šarić enters the game for J. Okogie,,103,117
386,4,3:50.0,,A. Gordon enters the game for J. Isaac,103,117
387,4,3:43.0,,A. Gordon misses 2-pt jump shot from 23 ft,103,117
388,4,3:39.0,Defensive rebound by K. Towns,,103,117
389,4,3:31.0,Turnover by A. Wiggins (bad pass; steal by D. Augustin),,103,117
390,4,3:22.0,,T. Ross misses 3-pt jump shot from 26 ft,103,117
391,4,3:19.0,Defensive rebound by K. Towns,,103,117
392,4,3:09.0,A. Wiggins makes 2-pt layup from 3 ft,,105,117
393,4,2:48.0,,A. Gordon misses 3-pt jump shot from 23 ft,105,117
394,4,2:46.0,Defensive rebound by D. Šarić,,105,117
395,4,2:39.0,K. Towns makes 2-pt hook shot from 7 ft (assist by I. Canaan),,107,117
396,4,2:39.0,Shooting foul by A. Gordon (drawn by K. Towns),,107,117
397,4,2:39.0,K. Towns makes free throw 1 of 1,,108,117
398,4,2:24.0,,Turnover by D. Augustin (bad pass),108,117
399,4,2:19.0,A. Wiggins misses 2-pt layup from 2 ft (block by N. Vučević),,108,117
400,4,2:16.0,,Defensive rebound by N. Vučević,108,117
401,4,2:08.0,,Turnover by E. Fournier (lost ball; steal by A. Wiggins),108,117
402,4,2:06.0,A. Wiggins misses 2-pt layup from 1 ft,,108,117
403,4,2:04.0,Offensive rebound by Team,,108,117
404,4,2:02.0,K. Towns misses 3-pt jump shot from 27 ft,,108,117
405,4,1:59.0,,Defensive rebound by A. Gordon,108,117
406,4,1:51.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by A. Gordon),108,120
407,4,1:50.0,Minnesota full timeout,,108,120
408,4,1:50.0,K. Bates-Diop enters the game for D. Šarić,,108,120
409,4,1:50.0,G. Dieng enters the game for K. Towns,,108,120
410,4,1:50.0,C. Williams enters the game for A. Wiggins,,108,120
411,4,1:41.0,G. Dieng misses 2-pt jump shot from 18 ft,,108,120
412,4,1:39.0,,Defensive rebound by N. Vučević,108,120
413,4,1:19.0,,N. Vučević misses 2-pt layup from 2 ft (block by A. Tolliver),108,120
414,4,1:19.0,,Offensive rebound by Team,108,120
415,4,1:15.0,,N. Vučević misses 2-pt jump shot from 21 ft,108,120
416,4,1:12.0,Defensive rebound by G. Dieng,,108,120
417,4,1:03.0,I. Canaan makes 2-pt layup from 2 ft,,110,120
418,4,0:50.0,,Personal foul by G. Dieng (drawn by D. Augustin),110,120
419,4,0:50.0,,D. Augustin makes free throw 1 of 2,110,121
420,4,0:50.0,,D. Augustin makes free throw 2 of 2,110,122
421,4,0:39.0,C. Williams misses 2-pt jump shot from 8 ft,,110,122
422,4,0:35.0,,Defensive rebound by E. Fournier,110,122
423,4,0:14.0,,A. Gordon misses 3-pt jump shot from 27 ft,110,122
424,4,0:10.0,Defensive rebound by G. Dieng,,110,122
425,4,0:02.0,G. Dieng makes 2-pt jump shot from 21 ft (assist by C. Williams),,112,122
