,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
0,1,11:45.0,Turnover by G. Hayward (bad pass; steal by K. Leonard),,0,0
1,1,11:31.0,,S. Ibaka misses 2-pt hook shot from 6 ft,0,0
2,1,11:28.0,Defensive rebound by K. Irving,,0,0
3,1,11:22.0,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),,3,0
4,1,11:08.0,,Turnover by P. Siakam (traveling),3,0
5,1,10:52.0,Offensive foul by A. Horford (drawn by K. Lowry),,3,0
6,1,10:52.0,Turnover by A. Horford (offensive foul),,3,0
7,1,10:40.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),3,2
8,1,10:25.0,A. Horford misses 3-pt jump shot from 26 ft,,3,2
9,1,10:21.0,Offensive rebound by A. Horford,,3,2
10,1,10:07.0,J. Brown misses 3-pt jump shot from 28 ft,,3,2
11,1,10:06.0,Offensive rebound by Team,,3,2
12,1,10:06.0,Turnover by Team (shot clock),,3,2
13,1,9:51.0,,Personal foul by J. Brown (drawn by K. Leonard),3,2
14,1,9:47.0,,K. Leonard misses 2-pt jump shot from 9 ft,3,2
15,1,9:44.0,,Offensive rebound by D. Green,3,2
16,1,9:39.0,,P. Siakam misses 3-pt jump shot from 23 ft,3,2
17,1,9:36.0,Defensive rebound by A. Horford,,3,2
18,1,9:34.0,G. Hayward makes 2-pt jump shot from 15 ft (assist by K. Irving),,5,2
19,1,9:32.0,Violation by Team (delay of game),,5,2
20,1,9:25.0,,D. Green misses 3-pt jump shot from 24 ft,5,2
21,1,9:22.0,Defensive rebound by J. Tatum,,5,2
22,1,9:17.0,Offensive foul by A. Horford (drawn by K. Lowry),,5,2
23,1,9:17.0,Turnover by A. Horford (offensive foul),,5,2
24,1,9:02.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Leonard),5,4
25,1,8:50.0,J. Brown misses 3-pt jump shot from 26 ft,,5,4
26,1,8:48.0,Offensive rebound by A. Horford,,5,4
27,1,8:43.0,G. Hayward misses 3-pt jump shot from 26 ft,,5,4
28,1,8:39.0,,Defensive rebound by P. Siakam,5,4
29,1,8:35.0,,K. Lowry makes 3-pt jump shot from 30 ft (assist by P. Siakam),5,7
30,1,8:17.0,G. Hayward makes 2-pt jump shot from 1 ft (assist by K. Irving),,7,7
31,1,8:10.0,,Turnover by K. Leonard (out of bounds lost ball),7,7
32,1,8:01.0,K. Irving misses 3-pt jump shot from 24 ft,,7,7
33,1,7:58.0,,Defensive rebound by P. Siakam,7,7
34,1,7:41.0,,S. Ibaka makes 2-pt dunk from 2 ft (assist by D. Green),7,9
35,1,7:25.0,J. Tatum misses 2-pt jump shot from 13 ft,,7,9
36,1,7:22.0,,Defensive rebound by K. Lowry,7,9
37,1,7:19.0,,K. Lowry misses 3-pt jump shot from 27 ft,7,9
38,1,7:15.0,Defensive rebound by J. Brown,,7,9
39,1,7:00.0,J. Tatum misses 2-pt jump shot from 12 ft,,7,9
40,1,6:58.0,,Defensive rebound by P. Siakam,7,9
41,1,6:52.0,,Turnover by P. Siakam (lost ball; steal by A. Horford),7,9
42,1,6:48.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,9,9
43,1,6:37.0,,Toronto full timeout,9,9
44,1,6:37.0,M. Morris enters the game for G. Hayward,,9,9
45,1,6:37.0,T. Rozier enters the game for J. Tatum,,9,9
46,1,6:29.0,,K. Leonard misses 2-pt jump shot from 13 ft,9,9
47,1,6:26.0,Defensive rebound by T. Rozier,,9,9
48,1,6:17.0,Personal foul by K. Leonard (drawn by M. Morris),,9,9
49,1,6:13.0,Personal foul by P. Siakam (drawn by M. Morris),,9,9
50,1,6:00.0,T. Rozier misses 2-pt jump shot from 20 ft,,9,9
51,1,5:58.0,,Defensive rebound by P. Siakam,9,9
52,1,5:50.0,,P. Siakam makes 2-pt layup from 1 ft,9,11
53,1,5:40.0,M. Morris misses 3-pt jump shot from 26 ft,,9,11
54,1,5:40.0,,Defensive rebound by D. Green,9,11
55,1,5:27.0,,P. Siakam misses 3-pt jump shot from 23 ft,9,11
56,1,5:25.0,Defensive rebound by Team,,9,11
57,1,5:10.0,K. Irving makes 2-pt layup from 1 ft,,11,11
58,1,4:57.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),11,14
59,1,4:40.0,Offensive foul by J. Brown (drawn by D. Green),,11,14
60,1,4:40.0,Turnover by J. Brown (offensive foul),,11,14
61,1,4:40.0,,O. Anunoby enters the game for D. Green,11,14
62,1,4:40.0,,F. VanVleet enters the game for P. Siakam,11,14
63,1,4:24.0,,Turnover by K. Leonard (traveling),11,14
64,1,4:06.0,A. Horford misses 2-pt layup from 2 ft,,11,14
65,1,4:05.0,,Defensive rebound by K. Leonard,11,14
66,1,3:58.0,,F. VanVleet misses 3-pt jump shot from 25 ft,11,14
67,1,3:58.0,Defensive rebound by J. Brown,,11,14
68,1,3:46.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by A. Horford),,14,14
69,1,3:33.0,,K. Lowry misses 3-pt jump shot from 30 ft,14,14
70,1,3:29.0,Defensive rebound by J. Brown,,14,14
71,1,3:17.0,J. Brown makes 2-pt layup from 1 ft (assist by M. Morris),,16,14
72,1,3:02.0,,O. Anunoby makes 3-pt jump shot from 26 ft (assist by S. Ibaka),16,17
73,1,3:02.0,Boston full timeout,,16,17
74,1,3:02.0,M. Smart enters the game for J. Brown,,16,17
75,1,3:02.0,J. Tatum enters the game for K. Irving,,16,17
76,1,3:02.0,,J. Valančiūnas enters the game for S. Ibaka,16,17
77,1,2:51.0,A. Horford makes 2-pt dunk from 2 ft (assist by M. Smart),,18,17
