,QUARTER,TIME_REMAINING,TORONTO_ACTION,ORLANDO_ACTION,TORONTO_SCORE,ORLANDO_SCORE
0,1,11:46.0,D. Green makes 3-pt jump shot from 26 ft (assist by K. Lowry),,3,0
1,1,11:28.0,,A. Gordon misses 2-pt jump shot from 4 ft,3,0
2,1,11:25.0,Defensive rebound by K. Leonard,,3,0
3,1,11:19.0,K. Leonard misses 2-pt jump shot from 8 ft,,3,0
4,1,11:19.0,Offensive rebound by Team,,3,0
5,1,11:03.0,S. Ibaka makes 2-pt hook shot from 6 ft (assist by K. Lowry),,5,0
6,1,10:48.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),5,2
7,1,10:29.0,D. Green misses 3-pt jump shot from 23 ft (block by A. Gordon),,5,2
8,1,10:29.0,Offensive rebound by Team,,5,2
9,1,10:22.0,K. Leonard misses 2-pt jump shot from 17 ft (block by A. Gordon),,5,2
10,1,10:19.0,,Defensive rebound by A. Gordon,5,2
11,1,10:16.0,,Shooting foul by K. Leonard (drawn by A. Gordon),5,2
12,1,10:16.0,,A. Gordon makes free throw 1 of 2,5,3
13,1,10:16.0,,A. Gordon makes free throw 2 of 2,5,4
14,1,10:02.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by P. Siakam),,7,4
15,1,9:46.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by W. Iwundu),7,7
16,1,9:34.0,S. Ibaka misses 2-pt jump shot from 9 ft,,7,7
17,1,9:34.0,,Defensive rebound by Team,7,7
18,1,9:14.0,,E. Fournier misses 3-pt jump shot from 27 ft,7,7
19,1,9:10.0,,Offensive rebound by N. Vučević,7,7
20,1,9:06.0,,Turnover by E. Fournier (lost ball; steal by K. Lowry),7,7
21,1,8:59.0,S. Ibaka misses 2-pt layup from 5 ft (block by A. Gordon),,7,7
22,1,8:56.0,Offensive rebound by K. Leonard,,7,7
23,1,8:51.0,K. Leonard makes 3-pt jump shot from 26 ft,,10,7
24,1,8:37.0,,Shooting foul by P. Siakam (drawn by A. Gordon),10,7
25,1,8:37.0,,A. Gordon makes free throw 1 of 2,10,8
26,1,8:37.0,,A. Gordon misses free throw 2 of 2,10,8
27,1,8:35.0,Defensive rebound by P. Siakam,,10,8
28,1,8:24.0,Shooting foul by E. Fournier (drawn by K. Leonard),,10,8
29,1,8:24.0,K. Leonard makes free throw 1 of 2,,11,8
30,1,8:24.0,K. Leonard misses free throw 2 of 2,,11,8
31,1,8:22.0,,Defensive rebound by N. Vučević,11,8
32,1,7:58.0,,A. Gordon misses 2-pt jump shot from 21 ft,11,8
33,1,7:55.0,Defensive rebound by P. Siakam,,11,8
34,1,7:50.0,P. Siakam makes 2-pt layup from 4 ft,,13,8
35,1,7:40.0,,D. Augustin misses 2-pt layup from 4 ft (block by S. Ibaka),13,8
36,1,7:37.0,Defensive rebound by P. Siakam,,13,8
37,1,7:33.0,D. Green misses 3-pt jump shot from 29 ft,,13,8
38,1,7:31.0,,Defensive rebound by W. Iwundu,13,8
39,1,7:20.0,,E. Fournier misses 3-pt jump shot from 22 ft,13,8
40,1,7:17.0,Defensive rebound by K. Leonard,,13,8
41,1,7:13.0,Personal foul by A. Gordon (drawn by K. Leonard),,13,8
42,1,7:00.0,P. Siakam misses 3-pt jump shot from 27 ft,,13,8
43,1,6:58.0,,Defensive rebound by N. Vučević,13,8
44,1,6:54.0,,Personal foul by K. Lowry (drawn by D. Augustin),13,8
45,1,6:54.0,,Orlando full timeout,13,8
46,1,6:45.0,,Turnover by A. Gordon (bad pass),13,8
47,1,6:26.0,S. Ibaka makes 2-pt hook shot from 5 ft,,15,8
48,1,6:10.0,,Shooting foul by K. Leonard (drawn by W. Iwundu),15,8
49,1,6:10.0,,W. Iwundu misses free throw 1 of 2,15,8
50,1,6:10.0,,Offensive rebound by Team,15,8
51,1,6:10.0,,W. Iwundu makes free throw 2 of 2,15,9
52,1,5:57.0,K. Leonard makes 2-pt layup from 4 ft (assist by K. Lowry),,17,9
53,1,5:39.0,,D. Augustin misses 3-pt jump shot from 26 ft,17,9
54,1,5:36.0,Defensive rebound by S. Ibaka,,17,9
55,1,5:34.0,Turnover by K. Lowry (bad pass),,17,9
56,1,5:19.0,,Turnover by N. Vučević (bad pass; steal by K. Leonard),17,9
57,1,5:14.0,Turnover by K. Leonard (bad pass),,17,9
58,1,5:14.0,,J. Grant enters the game for D. Augustin,17,9
59,1,5:14.0,,T. Ross enters the game for W. Iwundu,17,9
60,1,5:01.0,,N. Vučević misses 2-pt jump shot from 10 ft,17,9
61,1,4:59.0,Defensive rebound by P. Siakam,,17,9
