,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
0,1,11:47.0,,Turnover by R. Rubio (bad pass; steal by J. Harden),0,0
1,1,11:42.0,Personal foul by J. Ingles (drawn by J. Harden),,0,0
2,1,11:31.0,C. Paul misses 3-pt jump shot from 26 ft,,0,0
3,1,11:27.0,,Defensive rebound by R. Rubio,0,0
4,1,11:08.0,,Shooting foul by J. Harden (drawn by R. Gobert),0,0
5,1,11:08.0,,R. Gobert makes free throw 1 of 2,0,1
6,1,11:08.0,,R. Gobert makes free throw 2 of 2,0,2
7,1,10:52.0,P. Tucker misses 3-pt jump shot from 23 ft,,0,2
8,1,10:48.0,,Defensive rebound by R. Gobert,0,2
9,1,10:48.0,,Turnover by R. Gobert (bad pass; steal by J. Harden),0,2
10,1,10:44.0,Turnover by J. Harden (lost ball; steal by R. Rubio),,0,2
11,1,10:40.0,,D. Mitchell makes 2-pt dunk from 1 ft (assist by J. Crowder),0,4
12,1,10:32.0,E. Gordon misses 2-pt layup from 2 ft (block by R. Gobert),,0,4
13,1,10:32.0,,Defensive rebound by J. Crowder,0,4
14,1,10:26.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by R. Rubio),0,7
15,1,10:26.0,,Shooting foul by J. Harden (drawn by D. Mitchell),0,7
16,1,10:26.0,,D. Mitchell makes free throw 1 of 1,0,8
17,1,10:13.0,J. Harden misses 2-pt layup from 4 ft (block by R. Gobert),,0,8
18,1,10:12.0,Offensive rebound by Team,,0,8
19,1,10:07.0,J. Harden misses 3-pt jump shot from 23 ft,,0,8
20,1,10:04.0,,Defensive rebound by J. Crowder,0,8
21,1,9:53.0,,J. Ingles misses 3-pt jump shot from 23 ft,0,8
22,1,9:48.0,Defensive rebound by C. Paul,,0,8
23,1,9:40.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,2,8
24,1,9:24.0,,R. Rubio misses 3-pt jump shot from 23 ft,2,8
25,1,9:21.0,Defensive rebound by C. Paul,,2,8
26,1,9:17.0,Shooting foul by R. Rubio (drawn by J. Harden),,2,8
27,1,9:17.0,J. Harden makes free throw 1 of 2,,3,8
28,1,9:17.0,J. Harden misses free throw 2 of 2,,3,8
29,1,9:15.0,,Defensive rebound by J. Ingles,3,8
30,1,9:02.0,,J. Ingles makes 3-pt jump shot from 25 ft,3,11
31,1,8:52.0,C. Capela misses 2-pt hook shot from 5 ft (block by R. Gobert),,3,11
32,1,8:48.0,Offensive rebound by E. Gordon,,3,11
33,1,8:47.0,E. Gordon misses 3-pt jump shot from 25 ft,,3,11
34,1,8:44.0,,Defensive rebound by J. Crowder,3,11
35,1,8:27.0,,R. Rubio misses 3-pt jump shot from 24 ft,3,11
36,1,8:25.0,Defensive rebound by P. Tucker,,3,11
37,1,8:19.0,C. Paul makes 2-pt layup from 2 ft,,5,11
38,1,8:03.0,,Turnover by J. Ingles (bad pass; steal by C. Paul),5,11
39,1,7:58.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Paul),,8,11
40,1,7:34.0,,J. Ingles misses 3-pt jump shot from 23 ft,8,11
41,1,7:31.0,Defensive rebound by C. Capela,,8,11
42,1,7:25.0,Shooting foul by J. Ingles (drawn by J. Harden),,8,11
43,1,7:25.0,J. Harden makes free throw 1 of 3,,9,11
44,1,7:25.0,J. Harden misses free throw 2 of 3,,9,11
45,1,7:25.0,Offensive rebound by Team,,9,11
46,1,7:25.0,,R. O'Neale enters the game for J. Ingles,9,11
47,1,7:25.0,J. Harden makes free throw 3 of 3,,10,11
48,1,7:14.0,,D. Mitchell misses 3-pt jump shot from 25 ft,10,11
49,1,7:11.0,Defensive rebound by P. Tucker,,10,11
50,1,6:53.0,C. Paul misses 2-pt jump shot from 19 ft,,10,11
51,1,6:50.0,,Defensive rebound by D. Mitchell,10,11
52,1,6:45.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),10,13
53,1,6:13.0,C. Paul makes 2-pt jump shot from 17 ft (assist by P. Tucker),,12,13
54,1,6:10.0,,Utah full timeout,12,13
55,1,6:10.0,D. House enters the game for C. Paul,,12,13
56,1,6:10.0,,K. Korver enters the game for R. Rubio,12,13
57,1,5:58.0,,R. O'Neale misses 2-pt jump shot from 23 ft,12,13
58,1,5:55.0,Defensive rebound by D. House,,12,13
59,1,5:44.0,Personal foul by R. O'Neale (drawn by P. Tucker),,12,13
60,1,5:37.0,J. Harden misses 3-pt jump shot from 26 ft,,12,13
61,1,5:35.0,,Defensive rebound by J. Crowder,12,13
62,1,5:26.0,,Personal foul by D. House (drawn by R. O'Neale),12,13
63,1,5:26.0,A. Rivers enters the game for E. Gordon,,12,13
64,1,5:19.0,,D. Mitchell makes 2-pt layup from 2 ft (assist by R. Gobert),12,15
65,1,4:53.0,D. House makes 3-pt jump shot from 27 ft (assist by P. Tucker),,15,15
66,1,4:37.0,,D. Mitchell misses 2-pt layup from 6 ft (block by J. Harden),15,15
67,1,4:37.0,,Offensive rebound by Team,15,15
68,1,4:37.0,K. Faried enters the game for C. Capela,,15,15
69,1,4:37.0,,G. Niang enters the game for J. Crowder,15,15
70,1,4:36.0,,K. Korver makes 2-pt jump shot from 23 ft (assist by D. Mitchell),15,17
71,1,4:18.0,A. Rivers misses 3-pt jump shot from 23 ft,,15,17
72,1,4:14.0,,Defensive rebound by G. Niang,15,17
73,1,4:07.0,,Shooting foul by D. House (drawn by R. Gobert),15,17
74,1,4:07.0,,R. Gobert misses free throw 1 of 2,15,17
75,1,4:07.0,,Offensive rebound by Team,15,17
76,1,4:07.0,,R. Gobert makes free throw 2 of 2,15,18
77,1,3:55.0,J. Harden misses 2-pt jump shot from 9 ft (block by R. Gobert),,15,18
78,1,3:53.0,,Defensive rebound by K. Korver,15,18
79,1,3:44.0,,K. Korver misses 3-pt jump shot from 23 ft,15,18
80,1,3:40.0,Defensive rebound by K. Faried,,15,18
81,1,3:31.0,Personal foul by R. O'Neale (drawn by P. Tucker),,15,18
82,1,3:31.0,P. Tucker misses free throw 1 of 2,,15,18
83,1,3:31.0,Offensive rebound by Team,,15,18
84,1,3:31.0,,D. Favors enters the game for R. Gobert,15,18
85,1,3:31.0,,R. Rubio enters the game for R. O'Neale,15,18
86,1,3:31.0,P. Tucker makes free throw 2 of 2,,16,18
87,1,3:20.0,,D. Mitchell makes 2-pt jump shot from 8 ft,16,20
88,1,3:09.0,Personal foul by G. Niang (drawn by J. Harden),,16,20
89,1,3:09.0,J. Harden makes free throw 1 of 2,,17,20
90,1,3:09.0,G. Green enters the game for P. Tucker,,17,20
91,1,3:09.0,J. Harden makes free throw 2 of 2,,18,20
92,1,2:57.0,,K. Korver misses 3-pt jump shot from 28 ft,18,20
93,1,2:54.0,Defensive rebound by K. Faried,,18,20
94,1,2:41.0,A. Rivers makes 2-pt layup from 2 ft (assist by J. Harden),,20,20
95,1,2:30.0,,G. Niang misses 3-pt jump shot from 23 ft,20,20
96,1,2:27.0,Defensive rebound by K. Faried,,20,20
97,1,2:20.0,J. Harden misses 2-pt layup from 3 ft,,20,20
98,1,2:18.0,,Defensive rebound by G. Niang,20,20
99,1,2:14.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by G. Niang),20,23
100,1,2:13.0,Houston full timeout,,20,23
101,1,2:13.0,C. Paul enters the game for J. Harden,,20,23
102,1,2:13.0,,J. Ingles enters the game for K. Korver,20,23
103,1,1:55.0,A. Rivers makes 3-pt jump shot from 23 ft,,23,23
104,1,1:33.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by D. Mitchell),23,26
105,1,1:17.0,Turnover by D. House (lost ball; steal by G. Niang),,23,26
106,1,1:13.0,,Shooting foul by C. Paul (drawn by R. Rubio),23,26
107,1,1:13.0,,R. Rubio makes free throw 1 of 2,23,27
108,1,1:13.0,,K. Korver enters the game for D. Mitchell,23,27
109,1,1:13.0,,R. Rubio makes free throw 2 of 2,23,28
110,1,0:56.0,K. Faried makes 2-pt hook shot from 5 ft (assist by C. Paul),,25,28
111,1,0:42.0,,Shooting foul by D. House (drawn by D. Favors),25,28
112,1,0:42.0,,D. Favors misses free throw 1 of 2,25,28
113,1,0:42.0,,Offensive rebound by Team,25,28
114,1,0:42.0,,D. Favors misses free throw 2 of 2,25,28
115,1,0:39.0,,Offensive rebound by K. Korver,25,28
116,1,0:32.0,,D. Favors makes 2-pt layup from 3 ft (assist by J. Ingles),25,30
117,1,0:26.0,C. Paul makes 3-pt jump shot from 25 ft,,28,30
118,1,0:06.0,,J. Ingles misses 3-pt jump shot from 25 ft,28,30
119,1,0:03.0,Defensive rebound by D. House,,28,30
120,1,0:00.0,C. Paul misses 3-pt jump shot from 34 ft,,28,30
121,1,0:00.0,Offensive rebound by Team,,28,30
122,2,11:43.0,G. Green makes 3-pt jump shot from 23 ft,,31,30
123,2,11:28.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by R. Rubio),31,33
124,2,11:11.0,G. Green misses 3-pt jump shot from 26 ft,,31,33
125,2,11:09.0,Offensive rebound by Team,,31,33
126,2,10:55.0,A. Rivers makes 3-pt jump shot from 24 ft,,34,33
127,2,10:42.0,,Personal foul by G. Green (drawn by D. Favors),34,33
128,2,10:42.0,C. Capela enters the game for K. Faried,,34,33
129,2,10:42.0,,D. Mitchell enters the game for K. Korver,34,33
130,2,10:35.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),34,35
131,2,10:18.0,Personal foul by R. Rubio (drawn by A. Rivers),,34,35
132,2,10:03.0,A. Rivers misses 2-pt layup from 9 ft,,34,35
133,2,10:02.0,,Defensive rebound by J. Ingles,34,35
134,2,9:55.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),34,37
135,2,9:40.0,G. Green misses 2-pt layup from 2 ft,,34,37
136,2,9:36.0,Offensive rebound by C. Capela,,34,37
137,2,9:36.0,C. Capela misses 2-pt layup at rim,,34,37
138,2,9:35.0,,Defensive rebound by G. Niang,34,37
139,2,9:21.0,,J. Ingles misses 3-pt jump shot from 25 ft,34,37
140,2,9:16.0,Defensive rebound by A. Rivers,,34,37
141,2,8:59.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by A. Rivers),,37,37
142,2,8:37.0,,R. Rubio misses 2-pt layup from 5 ft (block by E. Gordon),37,37
143,2,8:37.0,,Offensive rebound by Team,37,37
144,2,8:37.0,P. Tucker enters the game for G. Green,,37,37
145,2,8:37.0,,R. Neto enters the game for R. Rubio,37,37
146,2,8:34.0,,Turnover by D. Favors (lost ball; steal by C. Paul),37,37
147,2,8:24.0,E. Gordon misses 3-pt jump shot from 25 ft,,37,37
148,2,8:20.0,,Defensive rebound by R. Neto,37,37
149,2,8:12.0,,D. Mitchell misses 3-pt jump shot from 30 ft,37,37
150,2,8:10.0,Defensive rebound by A. Rivers,,37,37
151,2,8:01.0,P. Tucker misses 2-pt jump shot from 23 ft,,37,37
152,2,7:59.0,,Defensive rebound by Team,37,37
153,2,7:59.0,J. Harden enters the game for C. Paul,,37,37
154,2,7:59.0,,J. Crowder enters the game for D. Favors,37,37
155,2,7:59.0,,R. Gobert enters the game for G. Niang,37,37
156,2,7:44.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by J. Ingles),37,40
157,2,7:28.0,J. Harden misses 3-pt jump shot from 25 ft,,37,40
158,2,7:26.0,,Defensive rebound by J. Ingles,37,40
159,2,7:22.0,,Personal foul by A. Rivers (drawn by J. Ingles),37,40
160,2,7:22.0,,Technical foul by J. Ingles,37,40
161,2,7:22.0,Technical foul by A. Rivers,,37,40
162,2,7:22.0,D. House enters the game for A. Rivers,,37,40
163,2,7:22.0,,R. O'Neale enters the game for J. Ingles,37,40
164,2,7:15.0,,R. O'Neale misses 3-pt jump shot from 24 ft,37,40
165,2,7:11.0,,Offensive rebound by R. Gobert,37,40
166,2,7:11.0,,Shooting foul by C. Capela (drawn by R. Gobert),37,40
167,2,7:11.0,,R. Gobert makes free throw 1 of 2,37,41
168,2,7:11.0,,R. Gobert misses free throw 2 of 2,37,41
169,2,7:10.0,Defensive rebound by J. Harden,,37,41
170,2,6:54.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),,40,41
171,2,6:40.0,,D. Mitchell misses 3-pt jump shot from 26 ft,40,41
172,2,6:37.0,Defensive rebound by C. Capela,,40,41
173,2,6:28.0,Shooting foul by R. Gobert (drawn by C. Capela),,40,41
174,2,6:28.0,,Utah full timeout,40,41
175,2,6:28.0,,R. Rubio enters the game for R. Neto,40,41
176,2,6:28.0,C. Capela misses free throw 1 of 2,,40,41
177,2,6:28.0,Offensive rebound by Team,,40,41
178,2,6:28.0,C. Capela misses free throw 2 of 2,,40,41
179,2,6:26.0,,Defensive rebound by J. Crowder,40,41
180,2,6:12.0,,R. O'Neale misses 3-pt jump shot from 23 ft,40,41
181,2,6:09.0,Defensive rebound by C. Capela,,40,41
182,2,6:01.0,J. Harden misses 2-pt jump shot from 6 ft,,40,41
183,2,5:58.0,,Defensive rebound by R. O'Neale,40,41
184,2,5:52.0,,D. Mitchell misses 2-pt jump shot from 10 ft,40,41
185,2,5:47.0,,Offensive rebound by D. Mitchell,40,41
186,2,5:46.0,,R. Gobert misses 2-pt jump shot from 7 ft,40,41
187,2,5:44.0,Defensive rebound by C. Capela,,40,41
188,2,5:40.0,Turnover by J. Harden (bad pass; steal by R. O'Neale),,40,41
189,2,5:36.0,,R. O'Neale makes 2-pt dunk from 2 ft,40,43
190,2,5:07.0,J. Harden misses 3-pt jump shot from 24 ft,,40,43
191,2,5:01.0,Offensive rebound by C. Capela,,40,43
192,2,4:55.0,Turnover by C. Capela (bad pass; steal by R. Rubio),,40,43
193,2,4:55.0,C. Paul enters the game for C. Capela,,40,43
194,2,4:43.0,,J. Crowder misses 3-pt jump shot from 25 ft,40,43
195,2,4:37.0,Defensive rebound by D. House,,40,43
196,2,4:31.0,D. House misses 3-pt jump shot from 28 ft,,40,43
197,2,4:28.0,,Defensive rebound by R. Gobert,40,43
198,2,4:08.0,,D. Mitchell misses 2-pt layup from 6 ft,40,43
199,2,4:06.0,Defensive rebound by P. Tucker,,40,43
200,2,4:06.0,Technical foul by Q. Snyder,,40,43
