,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
383,4,4:12.0,A. Horford misses 2-pt layup from 3 ft (block by R. Gobert),,101,108
384,4,4:10.0,,Defensive rebound by J. Crowder,101,108
385,4,4:03.0,,R. Rubio misses 3-pt jump shot from 23 ft,101,108
386,4,4:00.0,Defensive rebound by M. Smart,,101,108
387,4,3:51.0,M. Smart makes 3-pt jump shot from 26 ft (assist by T. Rozier),,104,108
388,4,3:26.0,,Shooting foul by J. Tatum (drawn by D. Mitchell),104,108
389,4,3:26.0,,D. Mitchell makes free throw 1 of 2,104,109
390,4,3:26.0,,D. Mitchell misses free throw 2 of 2,104,109
391,4,3:24.0,Defensive rebound by A. Horford,,104,109
392,4,3:14.0,Boston full timeout,,104,109
393,4,3:05.0,T. Rozier misses 3-pt jump shot from 25 ft,,104,109
394,4,3:01.0,,Defensive rebound by R. Gobert,104,109
395,4,2:45.0,,J. Crowder misses 2-pt layup from 2 ft (block by A. Horford),104,109
396,4,2:43.0,Defensive rebound by M. Smart,,104,109
397,4,2:36.0,J. Brown misses 2-pt layup from 1 ft,,104,109
398,4,2:31.0,,Defensive rebound by R. Gobert,104,109
399,4,2:30.0,,J. Crowder makes 2-pt dunk from 2 ft (assist by D. Mitchell),104,111
400,4,2:19.0,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),,107,111
401,4,1:55.0,,R. Gobert makes 2-pt layup from 2 ft (assist by J. Crowder),107,113
402,4,1:42.0,J. Tatum misses 2-pt layup from 5 ft,,107,113
403,4,1:38.0,,Defensive rebound by R. Gobert,107,113
404,4,1:29.0,,Shooting foul by J. Brown (drawn by D. Mitchell),107,113
405,4,1:29.0,,D. Mitchell misses free throw 1 of 2,107,113
406,4,1:29.0,,Offensive rebound by Team,107,113
407,4,1:29.0,G. Hayward enters the game for J. Brown,,107,113
408,4,1:29.0,M. Morris enters the game for A. Horford,,107,113
409,4,1:29.0,,D. Mitchell makes free throw 2 of 2,107,114
410,4,1:16.0,J. Tatum misses 2-pt layup from 3 ft,,107,114
411,4,1:14.0,,Defensive rebound by R. Gobert,107,114
412,4,0:57.0,,D. Mitchell misses 2-pt layup from 2 ft,107,114
413,4,0:55.0,Defensive rebound by T. Rozier,,107,114
414,4,0:54.0,Personal foul by R. Rubio (drawn by T. Rozier),,107,114
415,4,0:47.0,Shooting foul by R. Gobert (drawn by G. Hayward),,107,114
416,4,0:47.0,G. Hayward makes free throw 1 of 2,,108,114
417,4,0:47.0,G. Hayward makes free throw 2 of 2,,109,114
418,4,0:28.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by R. Rubio),109,117
419,4,0:20.0,T. Rozier makes 3-pt jump shot from 28 ft,,112,117
420,4,0:18.0,,Personal foul by J. Tatum (drawn by D. Mitchell),112,117
421,4,0:18.0,,D. Mitchell makes free throw 1 of 2,112,118
422,4,0:18.0,A. Baynes enters the game for T. Rozier,,112,118
423,4,0:18.0,,D. Mitchell makes free throw 2 of 2,112,119
424,4,0:18.0,Boston full timeout,,112,119
425,4,0:18.0,T. Rozier enters the game for A. Baynes,,112,119
426,4,0:17.0,Personal foul by D. Mitchell (drawn by M. Smart),,112,119
427,4,0:17.0,M. Smart makes free throw 1 of 2,,113,119
428,4,0:17.0,G. Yabusele enters the game for T. Rozier,,113,119
429,4,0:17.0,,D. Favors enters the game for R. Rubio,113,119
430,4,0:17.0,M. Smart misses free throw 2 of 2,,113,119
431,4,0:14.0,,Defensive rebound by R. Gobert,113,119
432,4,0:14.0,,Personal foul by G. Yabusele (drawn by R. Gobert),113,119
433,4,0:14.0,,R. Gobert makes free throw 1 of 2,113,120
434,4,0:14.0,,R. Rubio enters the game for D. Favors,113,120
435,4,0:14.0,,R. Gobert makes free throw 2 of 2,113,121
436,4,0:09.0,M. Smart misses 3-pt jump shot from 27 ft,,113,121
437,4,0:08.0,,Defensive rebound by D. Mitchell,113,121
438,4,0:08.0,,Personal foul by J. Tatum (drawn by D. Mitchell),113,121
439,4,0:08.0,,D. Mitchell makes free throw 1 of 2,113,122
440,4,0:08.0,,D. Mitchell makes free throw 2 of 2,113,123
441,4,0:04.0,J. Tatum makes 2-pt dunk from 1 ft,,115,123
