,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
57,1,4:23.0,,J. Harden makes free throw 1 of 3,15,20
58,1,4:23.0,,J. Harden makes free throw 2 of 3,15,21
59,1,4:23.0,,A. Rivers enters the game for E. Gordon,15,21
60,1,4:23.0,,J. Harden makes free throw 3 of 3,15,22
61,1,4:12.0,B. Hield makes 2-pt jump shot from 12 ft,,17,22
62,1,3:58.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),17,24
63,1,3:43.0,H. Barnes misses 2-pt jump shot from 7 ft,,17,24
64,1,3:41.0,Offensive rebound by M. Bagley,,17,24
65,1,3:39.0,M. Bagley misses 2-pt layup at rim,,17,24
66,1,3:38.0,,Defensive rebound by J. Harden,17,24
67,1,3:36.0,,C. Capela misses 2-pt layup from 2 ft (block by M. Bagley),17,24
68,1,3:36.0,,Offensive rebound by C. Capela,17,24
69,1,3:36.0,,C. Capela makes 2-pt layup from 2 ft,17,26
70,1,3:36.0,,Shooting foul by H. Barnes (drawn by C. Capela),17,26
71,1,3:36.0,,C. Capela makes free throw 1 of 1,17,27
72,1,3:26.0,D. Fox misses 2-pt dunk from 1 ft,,17,27
73,1,3:24.0,Offensive rebound by B. Bogdanović,,17,27
74,1,3:22.0,B. Hield makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,20,27
75,1,3:02.0,,J. Harden makes 3-pt jump shot from 24 ft,20,30
76,1,2:58.0,Sacramento full timeout,,20,30
77,1,2:58.0,K. Koufos enters the game for M. Bagley,,20,30
78,1,2:58.0,,P. Tucker enters the game for C. Capela,20,30
79,1,2:41.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,20,30
80,1,2:40.0,Offensive rebound by B. Bogdanović,,20,30
81,1,2:37.0,B. Hield makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,23,30
82,1,2:16.0,,D. House makes 3-pt jump shot from 23 ft (assist by J. Harden),23,33
83,1,1:59.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Barnes),,26,33
84,1,1:41.0,,P. Tucker misses 3-pt jump shot from 25 ft,26,33
85,1,1:38.0,Defensive rebound by B. Hield,,26,33
86,1,1:26.0,B. Hield misses 2-pt jump shot from 11 ft,,26,33
87,1,1:25.0,,Defensive rebound by P. Tucker,26,33
88,1,1:03.0,,J. Harden misses 3-pt jump shot from 26 ft,26,33
89,1,1:00.0,Defensive rebound by B. Bogdanović,,26,33
90,1,0:53.0,D. Fox makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),,29,33
91,1,0:32.0,,J. Harden misses 2-pt layup from 3 ft (block by B. Hield),29,33
92,1,0:29.0,Defensive rebound by B. Bogdanović,,29,33
93,1,0:26.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),,31,33
94,1,0:26.0,Shooting foul by P. Tucker (drawn by B. Hield),,31,33
95,1,0:26.0,C. Brewer enters the game for D. Fox,,31,33
96,1,0:26.0,Y. Ferrell enters the game for K. Koufos,,31,33
97,1,0:26.0,,C. Paul enters the game for P. Tucker,31,33
98,1,0:26.0,B. Hield makes free throw 1 of 1,,32,33
99,1,0:03.0,,Shooting foul by C. Brewer (drawn by J. Harden),32,33
100,1,0:03.0,,J. Harden makes free throw 1 of 2,32,34
101,1,0:03.0,,J. Harden makes free throw 2 of 2,32,35
102,1,0:03.0,Turnover by C. Brewer (bad pass; steal by I. Shumpert),,32,35
103,1,0:00.0,,C. Paul misses 3-pt jump shot from 27 ft,32,35
104,1,0:00.0,,Offensive rebound by Team,32,35
105,2,11:46.0,K. Koufos makes 2-pt jump shot from 9 ft (assist by B. Bogdanović),,34,35
106,2,11:46.0,Shooting foul by P. Tucker (drawn by K. Koufos),,34,35
107,2,11:46.0,K. Koufos makes free throw 1 of 1,,35,35
108,2,11:32.0,,A. Rivers misses 2-pt jump shot from 8 ft,35,35
109,2,11:30.0,Defensive rebound by K. Koufos,,35,35
110,2,11:25.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,38,35
111,2,11:12.0,,A. Rivers misses 3-pt jump shot from 24 ft,38,35
112,2,11:08.0,Defensive rebound by B. Bogdanović,,38,35
113,2,11:03.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,41,35
114,2,10:44.0,,C. Paul misses 3-pt jump shot from 26 ft,41,35
115,2,10:43.0,Defensive rebound by Y. Ferrell,,41,35
116,2,10:36.0,Personal foul by A. Rivers (drawn by B. Bogdanović),,41,35
117,2,10:36.0,,E. Gordon enters the game for A. Rivers,41,35
118,2,10:30.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by Y. Ferrell),,44,35
119,2,10:15.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Capela),44,38
120,2,10:04.0,Personal foul by C. Capela (drawn by B. Bogdanović),,44,38
121,2,9:54.0,K. Koufos misses 2-pt hook shot from 4 ft,,44,38
122,2,9:52.0,,Defensive rebound by E. Gordon,44,38
123,2,9:43.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),44,41
124,2,9:31.0,Turnover by Y. Ferrell (bad pass),,44,41
125,2,9:24.0,,P. Tucker misses 3-pt jump shot from 26 ft,44,41
126,2,9:21.0,,Offensive rebound by C. Capela,44,41
127,2,9:19.0,,C. Capela misses 2-pt hook shot from 6 ft,44,41
128,2,9:17.0,Defensive rebound by A. Burks,,44,41
129,2,9:10.0,C. Brewer makes 3-pt jump shot from 24 ft (assist by A. Burks),,47,41
130,2,9:00.0,,Turnover by I. Shumpert (bad pass; steal by A. Burks),47,41
131,2,8:49.0,K. Koufos makes 2-pt layup from 2 ft (assist by B. Bogdanović),,49,41
132,2,8:31.0,,Personal foul by C. Brewer (drawn by C. Paul),49,41
133,2,8:25.0,,C. Paul misses 2-pt jump shot from 10 ft,49,41
134,2,8:23.0,Defensive rebound by A. Burks,,49,41
135,2,8:02.0,Y. Ferrell makes 2-pt layup from 1 ft (assist by K. Koufos),,51,41
136,2,7:44.0,,I. Shumpert misses 3-pt jump shot from 26 ft,51,41
137,2,7:43.0,Defensive rebound by C. Brewer,,51,41
138,2,7:31.0,C. Brewer misses 2-pt jump shot from 20 ft,,51,41
139,2,7:29.0,,Defensive rebound by C. Capela,51,41
140,2,7:19.0,,C. Paul makes 2-pt jump shot from 12 ft (assist by P. Tucker),51,43
141,2,7:04.0,Turnover by B. Bogdanović (bad pass; steal by C. Paul),,51,43
142,2,6:54.0,,E. Gordon misses 3-pt jump shot from 26 ft,51,43
143,2,6:52.0,Defensive rebound by Team,,51,43
144,2,6:52.0,,Houston full timeout,51,43
145,2,6:52.0,W. Cauley-Stein enters the game for Y. Ferrell,,51,43
146,2,6:52.0,D. Fox enters the game for K. Koufos,,51,43
147,2,6:52.0,,J. Harden enters the game for C. Capela,51,43
148,2,6:52.0,,D. House enters the game for I. Shumpert,51,43
149,2,6:36.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,51,43
150,2,6:34.0,,Defensive rebound by J. Harden,51,43
151,2,6:25.0,,J. Harden makes 2-pt layup at rim,51,45
152,2,6:04.0,Personal foul by P. Tucker (drawn by A. Burks),,51,45
153,2,6:04.0,,C. Capela enters the game for P. Tucker,51,45
154,2,5:54.0,B. Bogdanović misses 2-pt layup from 3 ft,,51,45
155,2,5:52.0,Offensive rebound by B. Bogdanović,,51,45
156,2,5:51.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,51,45
157,2,5:50.0,,Defensive rebound by C. Paul,51,45
158,2,5:44.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),51,48
159,2,5:31.0,W. Cauley-Stein makes 2-pt jump shot from 17 ft,,53,48
160,2,5:16.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by D. House),53,51
161,2,5:08.0,Turnover by D. Fox (lost ball; steal by E. Gordon),,53,51
162,2,5:03.0,,Offensive foul by J. Harden (drawn by C. Brewer),53,51
163,2,5:03.0,,Turnover by J. Harden (offensive foul),53,51
164,2,5:03.0,H. Barnes enters the game for C. Brewer,,53,51
165,2,5:03.0,B. Hield enters the game for A. Burks,,53,51
166,2,5:03.0,,A. Rivers enters the game for C. Paul,53,51
167,2,4:45.0,B. Hield misses 2-pt jump shot from 12 ft,,53,51
168,2,4:44.0,,Defensive rebound by J. Harden,53,51
169,2,4:36.0,,Shooting foul by B. Hield (drawn by J. Harden),53,51
170,2,4:36.0,,J. Harden makes free throw 1 of 2,53,52
171,2,4:36.0,,J. Harden makes free throw 2 of 2,53,53
172,2,4:17.0,H. Barnes misses 3-pt jump shot from 26 ft,,53,53
173,2,4:14.0,,Defensive rebound by C. Capela,53,53
174,2,3:53.0,,J. Harden makes 3-pt jump shot from 27 ft,53,56
175,2,3:43.0,D. Fox misses 2-pt jump shot from 7 ft,,53,56
176,2,3:40.0,,Defensive rebound by J. Harden,53,56
177,2,3:31.0,,J. Harden misses 3-pt jump shot from 29 ft,53,56
178,2,3:29.0,Defensive rebound by H. Barnes,,53,56
179,2,3:11.0,Turnover by D. Fox (out of bounds lost ball),,53,56
180,2,3:11.0,,Technical foul by,53,56
181,2,3:11.0,,J. Harden makes technical free throw,53,57
182,2,3:02.0,Technical foul by D. Fox,,53,57
183,2,3:02.0,,J. Harden makes technical free throw,53,58
184,2,2:49.0,,E. Gordon makes 3-pt jump shot from 29 ft (assist by J. Harden),53,61
185,2,2:36.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),,56,61
186,2,2:36.0,Shooting foul by E. Gordon (drawn by B. Bogdanović),,56,61
187,2,2:36.0,Sacramento full timeout,,56,61
188,2,2:36.0,B. Bogdanović makes free throw 1 of 1,,57,61
189,2,2:18.0,,Turnover by A. Rivers (traveling),57,61
190,2,2:08.0,D. Fox misses 2-pt jump shot from 6 ft,,57,61
191,2,2:05.0,,Defensive rebound by C. Capela,57,61
192,2,1:55.0,,J. Harden misses 3-pt jump shot from 30 ft,57,61
193,2,1:55.0,Defensive rebound by Team,,57,61
194,2,1:39.0,D. Fox makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,60,61
195,2,1:17.0,,D. House misses 3-pt jump shot from 24 ft,60,61
196,2,1:15.0,Defensive rebound by W. Cauley-Stein,,60,61
197,2,0:51.0,D. Fox misses 2-pt jump shot from 20 ft,,60,61
198,2,0:49.0,,Defensive rebound by C. Capela,60,61
199,2,0:47.0,,Turnover by C. Capela (bad pass),60,61
200,2,0:42.0,Personal foul by A. Rivers (drawn by D. Fox),,60,61
201,2,0:42.0,D. Fox misses free throw 1 of 2,,60,61
202,2,0:42.0,Offensive rebound by Team,,60,61
203,2,0:42.0,D. Fox misses free throw 2 of 2,,60,61
204,2,0:42.0,,Defensive rebound by J. Harden,60,61
205,2,0:30.0,,J. Harden misses 3-pt jump shot from 27 ft,60,61
206,2,0:28.0,,Offensive rebound by C. Capela,60,61
207,2,0:19.0,,J. Harden makes 2-pt layup from 1 ft,60,63
208,2,0:00.0,D. Fox misses 2-pt jump shot from 8 ft,,60,63
209,2,0:00.0,Offensive rebound by Team,,60,63
210,3,11:45.0,Offensive foul by M. Bagley (drawn by P. Tucker),,60,63
211,3,11:45.0,Turnover by M. Bagley (offensive foul),,60,63
212,3,11:26.0,,Turnover by E. Gordon (bad pass; steal by B. Hield),60,63
213,3,11:17.0,B. Hield misses 3-pt jump shot from 26 ft,,60,63
214,3,11:15.0,Offensive rebound by M. Bagley,,60,63
215,3,11:12.0,M. Bagley makes 2-pt jump shot from 18 ft,,62,63
216,3,11:12.0,Violation by Team (delay of game),,62,63
217,3,10:56.0,,E. Gordon makes 3-pt jump shot from 30 ft (assist by J. Harden),62,66
218,3,10:38.0,B. Hield misses 2-pt layup from 6 ft,,62,66
219,3,10:36.0,,Defensive rebound by C. Capela,62,66
220,3,10:30.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),62,68
221,3,10:18.0,M. Bagley misses 2-pt jump shot from 20 ft,,62,68
222,3,10:17.0,,Defensive rebound by P. Tucker,62,68
223,3,10:11.0,,C. Paul makes 3-pt jump shot from 27 ft,62,71
224,3,10:09.0,Sacramento full timeout,,62,71
225,3,9:55.0,Turnover by W. Cauley-Stein (lost ball; steal by C. Paul),,62,71
226,3,9:47.0,,J. Harden misses 3-pt jump shot from 27 ft,62,71
227,3,9:43.0,Defensive rebound by D. Fox,,62,71
228,3,9:42.0,B. Hield makes 2-pt layup from 2 ft (assist by D. Fox),,64,71
229,3,9:31.0,,J. Harden misses 2-pt layup from 3 ft (block by D. Fox),64,71
230,3,9:31.0,,Offensive rebound by Team,64,71
231,3,9:19.0,,C. Paul makes 2-pt layup from 2 ft (assist by J. Harden),64,73
232,3,8:56.0,H. Barnes misses 2-pt hook shot from 10 ft,,64,73
233,3,8:53.0,Offensive rebound by M. Bagley,,64,73
234,3,8:48.0,Offensive foul by M. Bagley (drawn by P. Tucker),,64,73
235,3,8:48.0,Turnover by M. Bagley (offensive foul),,64,73
236,3,8:30.0,,C. Capela makes 2-pt layup from 2 ft (assist by J. Harden),64,75
237,3,8:17.0,D. Fox makes 3-pt jump shot from 25 ft,,67,75
238,3,8:10.0,,E. Gordon misses 3-pt jump shot from 26 ft,67,75
239,3,8:07.0,,Offensive rebound by Team,67,75
240,3,7:53.0,,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),67,77
241,3,7:37.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Fox),,70,77
242,3,7:22.0,,C. Paul makes 2-pt jump shot from 16 ft,70,79
243,3,7:07.0,Turnover by H. Barnes (traveling),,70,79
244,3,6:52.0,,C. Paul misses 2-pt jump shot from 18 ft,70,79
245,3,6:50.0,,Offensive rebound by C. Capela,70,79
246,3,6:42.0,,J. Harden misses 3-pt jump shot from 28 ft,70,79
247,3,6:40.0,Defensive rebound by M. Bagley,,70,79
248,3,6:31.0,M. Bagley makes 2-pt jump shot from 16 ft (assist by H. Barnes),,72,79
249,3,6:17.0,,J. Harden makes 2-pt layup from 1 ft,72,81
250,3,6:11.0,M. Bagley makes 2-pt layup from 7 ft (assist by D. Fox),,74,81
251,3,6:01.0,,C. Paul makes 2-pt jump shot from 18 ft,74,83
252,3,5:51.0,D. Fox makes 3-pt jump shot from 27 ft,,77,83
253,3,5:32.0,,C. Paul misses 3-pt jump shot from 22 ft,77,83
254,3,5:31.0,Defensive rebound by D. Fox,,77,83
255,3,5:26.0,D. Fox misses 3-pt jump shot from 26 ft,,77,83
256,3,5:24.0,,Defensive rebound by C. Capela,77,83
257,3,5:14.0,,J. Harden misses 3-pt jump shot from 24 ft,77,83
258,3,5:11.0,,Offensive rebound by P. Tucker,77,83
259,3,4:59.0,,J. Harden misses 3-pt jump shot from 27 ft,77,83
260,3,4:58.0,Defensive rebound by Team,,77,83
261,3,4:58.0,,D. House enters the game for C. Paul,77,83
262,3,4:42.0,W. Cauley-Stein misses 2-pt jump shot from 19 ft,,77,83
263,3,4:38.0,,Defensive rebound by J. Harden,77,83
264,3,4:33.0,,D. House misses 3-pt jump shot from 23 ft,77,83
265,3,4:30.0,Defensive rebound by M. Bagley,,77,83
266,3,4:25.0,B. Hield makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),,79,83
267,3,4:25.0,Shooting foul by D. House (drawn by B. Hield),,79,83
268,3,4:25.0,,I. Shumpert enters the game for P. Tucker,79,83
269,3,4:25.0,B. Hield makes free throw 1 of 1,,80,83
270,3,4:10.0,,I. Shumpert misses 3-pt jump shot from 27 ft,80,83
271,3,4:08.0,Defensive rebound by D. Fox,,80,83
272,3,4:00.0,M. Bagley misses 2-pt jump shot from 16 ft,,80,83
273,3,3:58.0,,Defensive rebound by D. House,80,83
274,3,3:53.0,,J. Harden misses 3-pt jump shot from 29 ft,80,83
275,3,3:52.0,Defensive rebound by M. Bagley,,80,83
276,3,3:38.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Hield),,83,83
277,3,3:22.0,,Houston full timeout,83,83
278,3,3:22.0,B. Bogdanović enters the game for H. Barnes,,83,83
279,3,3:22.0,K. Koufos enters the game for W. Cauley-Stein,,83,83
280,3,3:22.0,,A. Rivers enters the game for E. Gordon,83,83
281,3,3:13.0,,J. Harden makes 3-pt jump shot from 23 ft,83,86
282,3,2:52.0,B. Hield misses 3-pt jump shot from 26 ft,,83,86
283,3,2:51.0,,Defensive rebound by Team,83,86
284,3,2:36.0,,J. Harden makes 2-pt jump shot from 9 ft,83,88
285,3,2:19.0,M. Bagley misses 2-pt jump shot from 11 ft,,83,88
286,3,2:16.0,Offensive rebound by D. Fox,,83,88
287,3,2:13.0,B. Hield misses 3-pt jump shot from 25 ft,,83,88
288,3,2:09.0,M. Bagley makes 2-pt dunk from 1 ft,,85,88
289,3,2:09.0,Offensive rebound by M. Bagley,,85,88
290,3,1:48.0,,Personal foul by D. Fox (drawn by J. Harden),85,88
291,3,1:48.0,,P. Tucker enters the game for C. Capela,85,88
292,3,1:34.0,,J. Harden misses 3-pt jump shot from 24 ft,85,88
293,3,1:30.0,Defensive rebound by D. Fox,,85,88
294,3,1:25.0,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),,87,88
295,3,1:09.0,,J. Harden misses 3-pt jump shot from 26 ft,87,88
296,3,1:07.0,Defensive rebound by K. Koufos,,87,88
297,3,1:02.0,,Violation by Team (def goaltending),87,88
298,3,1:02.0,M. Bagley makes 2-pt hook shot from 5 ft (assist by D. Fox),,89,88
299,3,0:50.0,,Offensive foul by D. House (drawn by D. Fox),89,88
300,3,0:50.0,,Turnover by D. House (offensive foul),89,88
301,3,0:50.0,Y. Ferrell enters the game for D. Fox,,89,88
302,3,0:50.0,,C. Paul enters the game for D. House,89,88
303,3,0:36.0,M. Bagley makes 2-pt jump shot from 14 ft,,91,88
304,3,0:30.0,,Turnover by J. Harden (bad pass),91,88
305,3,0:08.0,M. Bagley makes 2-pt hook shot from 9 ft (assist by B. Bogdanović),,93,88
306,3,0:01.0,,C. Paul makes 3-pt jump shot from 26 ft,93,91
307,4,11:39.0,,C. Paul misses 3-pt jump shot from 26 ft,93,91
308,4,11:36.0,Defensive rebound by B. Bogdanović,,93,91
309,4,11:15.0,K. Koufos misses 2-pt hook shot from 9 ft,,93,91
310,4,11:15.0,,Defensive rebound by P. Tucker,93,91
311,4,10:51.0,,C. Paul misses 3-pt jump shot from 22 ft,93,91
312,4,10:48.0,Defensive rebound by H. Barnes,,93,91
313,4,10:34.0,C. Brewer misses 2-pt jump shot from 22 ft,,93,91
314,4,10:32.0,,Defensive rebound by P. Tucker,93,91
315,4,10:30.0,,Shooting foul by K. Koufos (drawn by C. Capela),93,91
316,4,10:30.0,,C. Capela misses free throw 1 of 2,93,91
317,4,10:30.0,,Offensive rebound by Team,93,91
318,4,10:30.0,,E. Gordon enters the game for I. Shumpert,93,91
319,4,10:30.0,,C. Capela makes free throw 2 of 2,93,92
320,4,10:08.0,Turnover by Y. Ferrell (bad pass; steal by C. Paul),,93,92
321,4,10:04.0,,C. Capela makes 2-pt dunk from 1 ft (assist by C. Paul),93,94
322,4,10:04.0,Sacramento full timeout,,93,94
323,4,10:04.0,W. Cauley-Stein enters the game for K. Koufos,,93,94
324,4,9:47.0,Turnover by H. Barnes (traveling),,93,94
325,4,9:32.0,,Shooting foul by Y. Ferrell (drawn by C. Paul),93,94
326,4,9:32.0,,C. Paul makes free throw 1 of 2,93,95
327,4,9:32.0,D. Fox enters the game for Y. Ferrell,,93,95
328,4,9:32.0,,C. Paul misses free throw 2 of 2,93,95
329,4,9:31.0,Defensive rebound by W. Cauley-Stein,,93,95
330,4,9:18.0,H. Barnes makes 2-pt dunk from 2 ft (assist by D. Fox),,95,95
331,4,9:03.0,,C. Paul makes 3-pt jump shot from 30 ft,95,98
332,4,8:40.0,D. Fox misses 2-pt jump shot from 9 ft,,95,98
333,4,8:39.0,Offensive rebound by W. Cauley-Stein,,95,98
334,4,8:39.0,Shooting foul by C. Capela (drawn by W. Cauley-Stein),,95,98
335,4,8:39.0,W. Cauley-Stein misses free throw 1 of 2,,95,98
336,4,8:39.0,Offensive rebound by Team,,95,98
337,4,8:39.0,W. Cauley-Stein misses free throw 2 of 2,,95,98
338,4,8:39.0,,Defensive rebound by P. Tucker,95,98
339,4,8:21.0,,A. Rivers misses 3-pt jump shot from 30 ft,95,98
340,4,8:20.0,Defensive rebound by W. Cauley-Stein,,95,98
341,4,8:07.0,Shooting foul by A. Rivers (drawn by D. Fox),,95,98
342,4,8:07.0,D. Fox makes free throw 1 of 2,,96,98
343,4,8:07.0,D. Fox makes free throw 2 of 2,,97,98
344,4,7:51.0,,E. Gordon misses 3-pt jump shot from 27 ft,97,98
345,4,7:50.0,Defensive rebound by B. Bogdanović,,97,98
346,4,7:42.0,Shooting foul by C. Paul (drawn by C. Brewer),,97,98
347,4,7:42.0,C. Brewer misses free throw 1 of 2,,97,98
348,4,7:42.0,Offensive rebound by Team,,97,98
349,4,7:42.0,C. Brewer makes free throw 2 of 2,,98,98
350,4,7:28.0,,C. Paul misses 2-pt jump shot from 9 ft (block by D. Fox),98,98
351,4,7:28.0,,Offensive rebound by Team,98,98
352,4,7:24.0,,Personal foul by W. Cauley-Stein (drawn by C. Paul),98,98
353,4,7:13.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by C. Paul),98,101
354,4,6:58.0,C. Brewer misses 2-pt layup from 1 ft,,98,101
355,4,6:57.0,Offensive rebound by C. Brewer,,98,101
356,4,6:57.0,C. Brewer misses 2-pt layup from 1 ft (block by C. Capela),,98,101
357,4,6:56.0,Offensive rebound by W. Cauley-Stein,,98,101
358,4,6:55.0,,Houston full timeout,98,101
359,4,6:55.0,B. Hield enters the game for C. Brewer,,98,101
360,4,6:55.0,,J. Harden enters the game for A. Rivers,98,101
361,4,6:53.0,W. Cauley-Stein misses 2-pt hook shot from 6 ft,,98,101
362,4,6:51.0,,Defensive rebound by P. Tucker,98,101
363,4,6:30.0,,Turnover by J. Harden (bad pass),98,101
364,4,6:09.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),,100,101
365,4,5:45.0,,Shooting foul by B. Hield (drawn by J. Harden),100,101
366,4,5:45.0,,J. Harden makes free throw 1 of 3,100,102
367,4,5:45.0,,J. Harden makes free throw 2 of 3,100,103
368,4,5:45.0,M. Bagley enters the game for W. Cauley-Stein,,100,103
369,4,5:45.0,,D. House enters the game for C. Paul,100,103
370,4,5:45.0,,J. Harden makes free throw 3 of 3,100,104
371,4,5:32.0,D. Fox misses 2-pt jump shot from 21 ft,,100,104
372,4,5:32.0,Offensive rebound by Team,,100,104
373,4,5:32.0,,Loose ball foul by E. Gordon (drawn by M. Bagley),100,104
374,4,5:17.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,100,104
375,4,5:14.0,,Defensive rebound by D. House,100,104
376,4,5:03.0,,J. Harden misses 3-pt jump shot from 26 ft,100,104
377,4,5:01.0,Defensive rebound by D. Fox,,100,104
378,4,4:52.0,H. Barnes misses 3-pt jump shot from 24 ft,,100,104
379,4,4:49.0,,Defensive rebound by Team,100,104
380,4,4:32.0,,J. Harden makes 2-pt jump shot from 10 ft,100,106
381,4,4:16.0,M. Bagley makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),,102,106
382,4,3:53.0,,J. Harden makes 2-pt jump shot from 8 ft,102,108
383,4,3:34.0,B. Hield misses 3-pt jump shot from 26 ft,,102,108
384,4,3:34.0,,Defensive rebound by Team,102,108
385,4,3:34.0,,Houston full timeout,102,108
