,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
0,1,11:41.0,,D. Powell misses 2-pt layup from 1 ft,0,0
1,1,11:39.0,Defensive rebound by D. White,,0,0
2,1,11:17.0,L. Aldridge misses 3-pt jump shot from 23 ft,,0,0
3,1,11:14.0,Offensive rebound by D. White,,0,0
4,1,11:09.0,D. White makes 2-pt jump shot from 22 ft (assist by J. Poeltl),,2,0
5,1,10:49.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by L. Dončić),2,2
6,1,10:29.0,B. Forbes makes 2-pt jump shot from 18 ft (assist by J. Poeltl),,4,2
7,1,10:19.0,,J. Brunson makes 2-pt jump shot from 14 ft,4,4
8,1,10:04.0,L. Aldridge misses 2-pt jump shot from 12 ft,,4,4
9,1,10:04.0,,Defensive rebound by D. Finney-Smith,4,4
10,1,9:54.0,,Turnover by L. Dončić (bad pass; steal by J. Poeltl),4,4
11,1,9:45.0,B. Forbes misses 3-pt jump shot from 25 ft,,4,4
12,1,9:41.0,,Defensive rebound by D. Powell,4,4
13,1,9:27.0,,J. Brunson misses 2-pt jump shot from 10 ft,4,4
14,1,9:23.0,Defensive rebound by L. Aldridge,,4,4
15,1,9:17.0,D. White makes 2-pt jump shot from 20 ft,,6,4
16,1,8:59.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Brunson),6,7
17,1,8:39.0,D. White makes 3-pt jump shot from 25 ft (assist by B. Forbes),,9,7
18,1,8:16.0,,L. Dončić misses 2-pt hook shot from 4 ft,9,7
19,1,8:13.0,Defensive rebound by D. DeRozan,,9,7
20,1,8:06.0,D. DeRozan misses 2-pt jump shot from 17 ft,,9,7
21,1,8:04.0,,Defensive rebound by D. Finney-Smith,9,7
22,1,7:58.0,,Shooting foul by J. Poeltl (drawn by D. Powell),9,7
23,1,7:58.0,,D. Powell makes free throw 1 of 2,9,8
24,1,7:58.0,,D. Powell makes free throw 2 of 2,9,9
