,QUARTER,TIME_REMAINING,DENVER_ACTION,HOUSTON_ACTION,DENVER_SCORE,HOUSTON_SCORE
0,1,11:47.0,,E. Gordon misses 3-pt jump shot from 26 ft,0,0
1,1,11:42.0,Defensive rebound by W. Barton,,0,0
2,1,11:27.0,G. Harris makes 3-pt jump shot from 23 ft (assist by N. Jokić),,3,0
3,1,11:15.0,,J. Harden makes 2-pt layup from 1 ft,3,2
4,1,10:53.0,P. Millsap makes 2-pt jump shot from 3 ft (assist by N. Jokić),,5,2
5,1,10:41.0,,E. Gordon misses 2-pt jump shot from 5 ft (block by N. Jokić),5,2
6,1,10:38.0,Defensive rebound by N. Jokić,,5,2
7,1,10:35.0,W. Barton misses 3-pt jump shot from 26 ft,,5,2
8,1,10:31.0,,Defensive rebound by C. Capela,5,2
9,1,10:18.0,,C. Paul misses 3-pt jump shot from 23 ft,5,2
10,1,10:14.0,Defensive rebound by J. Murray,,5,2
11,1,10:06.0,P. Millsap misses 2-pt jump shot from 8 ft (block by J. Harden),,5,2
12,1,10:06.0,Offensive rebound by Team,,5,2
13,1,9:57.0,G. Harris makes 3-pt jump shot from 23 ft (assist by N. Jokić),,8,2
14,1,9:34.0,,C. Capela makes 2-pt dunk from 1 ft (assist by J. Harden),8,4
15,1,9:20.0,J. Murray makes 2-pt jump shot from 15 ft (assist by N. Jokić),,10,4
16,1,9:20.0,Shooting foul by C. Paul (drawn by J. Murray),,10,4
17,1,9:20.0,J. Murray makes free throw 1 of 1,,11,4
18,1,9:09.0,,E. Gordon makes 2-pt layup from 1 ft (assist by J. Harden),11,6
19,1,8:49.0,P. Millsap misses 2-pt jump shot from 8 ft,,11,6
20,1,8:47.0,,Defensive rebound by C. Capela,11,6
21,1,8:34.0,,E. Gordon makes 3-pt jump shot from 24 ft (assist by C. Paul),11,9
22,1,8:11.0,N. Jokić misses 2-pt jump shot from 19 ft,,11,9
23,1,8:09.0,,Defensive rebound by C. Paul,11,9
24,1,8:01.0,,J. Harden makes 2-pt jump shot from 11 ft,11,11
25,1,7:47.0,J. Murray makes 2-pt layup from 3 ft (assist by W. Barton),,13,11
26,1,7:36.0,,C. Capela misses 2-pt layup from 4 ft,13,11
27,1,7:34.0,Defensive rebound by J. Murray,,13,11
28,1,7:32.0,Turnover by G. Harris (out of bounds lost ball),,13,11
29,1,7:25.0,,Personal foul by J. Murray (drawn by C. Paul),13,11
30,1,7:15.0,,J. Harden misses 2-pt layup from 6 ft (block by N. Jokić),13,11
31,1,7:13.0,,Offensive rebound by J. Harden,13,11
32,1,7:12.0,,J. Harden misses 2-pt jump shot from 9 ft,13,11
33,1,7:10.0,Defensive rebound by P. Millsap,,13,11
34,1,7:05.0,J. Murray misses 2-pt layup from 7 ft,,13,11
35,1,7:01.0,Offensive rebound by N. Jokić,,13,11
36,1,7:01.0,N. Jokić makes 2-pt layup at rim,,15,11
37,1,6:48.0,,J. Harden misses 3-pt jump shot from 25 ft,15,11
38,1,6:46.0,,Offensive rebound by C. Capela,15,11
39,1,6:45.0,,C. Capela misses 2-pt layup from 2 ft,15,11
40,1,6:45.0,Defensive rebound by Team,,15,11
41,1,6:45.0,,Houston full timeout,15,11
42,1,6:45.0,,D. House enters the game for C. Paul,15,11
43,1,6:38.0,J. Murray makes 2-pt layup from 1 ft,,17,11
44,1,6:19.0,,J. Harden makes 3-pt jump shot from 25 ft,17,14
45,1,5:55.0,J. Murray misses 2-pt jump shot from 18 ft,,17,14
46,1,5:52.0,,Defensive rebound by C. Capela,17,14
47,1,5:41.0,,Turnover by J. Harden (bad pass),17,14
48,1,5:41.0,M. Plumlee enters the game for P. Millsap,,17,14
49,1,5:41.0,,I. Shumpert enters the game for E. Gordon,17,14
50,1,5:30.0,G. Harris misses 3-pt jump shot from 25 ft,,17,14
51,1,5:27.0,,Defensive rebound by C. Capela,17,14
52,1,5:10.0,,J. Harden misses 3-pt jump shot from 26 ft,17,14
53,1,5:05.0,Defensive rebound by G. Harris,,17,14
54,1,5:03.0,J. Murray misses 2-pt jump shot from 14 ft,,17,14
55,1,4:59.0,,Defensive rebound by P. Tucker,17,14
56,1,4:44.0,,I. Shumpert misses 2-pt jump shot from 14 ft,17,14
57,1,4:41.0,Defensive rebound by M. Plumlee,,17,14
