,QUARTER,TIME_REMAINING,DENVER_ACTION,CLEVELAND_ACTION,DENVER_SCORE,CLEVELAND_SCORE
55,1,3:51.0,,C. Sexton makes 2-pt layup from 1 ft (assist by T. Thompson),11,20
56,1,3:41.0,Shooting foul by S. Dekker (drawn by G. Harris),,11,20
57,1,3:41.0,G. Harris makes free throw 1 of 2,,12,20
58,1,3:41.0,M. Beasley enters the game for T. Craig,,12,20
59,1,3:41.0,T. Lyles enters the game for P. Millsap,,12,20
60,1,3:41.0,,J. Clarkson enters the game for G. Hill,12,20
61,1,3:41.0,,L. Nance enters the game for T. Thompson,12,20
62,1,3:41.0,G. Harris makes free throw 2 of 2,,13,20
63,1,3:17.0,,C. Sexton misses 2-pt jump shot from 18 ft,13,20
64,1,3:14.0,Defensive rebound by M. Plumlee,,13,20
65,1,3:13.0,Turnover by M. Plumlee (bad pass; steal by L. Nance),,13,20
66,1,3:08.0,,C. Sexton misses 2-pt jump shot from 18 ft,13,20
67,1,3:05.0,Defensive rebound by M. Plumlee,,13,20
68,1,2:58.0,M. Plumlee misses 2-pt layup from 4 ft (block by C. Osman),,13,20
69,1,2:54.0,,Defensive rebound by J. Clarkson,13,20
70,1,2:52.0,,Cleveland full timeout,13,20
71,1,2:52.0,J. Hernangómez enters the game for G. Harris,,13,20
72,1,2:52.0,,K. Korver enters the game for S. Dekker,13,20
73,1,2:50.0,,J. Clarkson makes 2-pt jump shot from 18 ft (assist by K. Korver),13,22
74,1,2:32.0,Personal foul by J. Clarkson (drawn by J. Hernangómez),,13,22
75,1,2:20.0,Turnover by T. Lyles (bad pass; steal by L. Nance),,13,22
76,1,1:57.0,,J. Clarkson makes 2-pt jump shot from 13 ft,13,24
77,1,1:46.0,M. Morris makes 2-pt jump shot from 14 ft,,15,24
78,1,1:30.0,,C. Osman misses 3-pt jump shot from 25 ft,15,24
79,1,1:27.0,Defensive rebound by M. Morris,,15,24
80,1,1:14.0,T. Lyles misses 2-pt jump shot from 13 ft,,15,24
81,1,1:11.0,,Defensive rebound by K. Korver,15,24
82,1,1:06.0,,Turnover by C. Sexton (out of bounds lost ball),15,24
83,1,0:44.0,M. Beasley misses 3-pt jump shot from 26 ft,,15,24
84,1,0:41.0,,Defensive rebound by C. Osman,15,24
85,1,0:21.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by L. Nance),15,27
86,1,0:09.0,Personal foul by C. Sexton (drawn by M. Morris),,15,27
87,1,0:02.0,Turnover by M. Morris (bad pass; steal by C. Sexton),,15,27
88,2,11:42.0,,Turnover by C. Sexton (bad pass),15,27
89,2,11:31.0,J. Murray makes 2-pt jump shot from 14 ft,,17,27
90,2,11:14.0,,Shooting foul by M. Plumlee (drawn by L. Nance),17,27
91,2,11:14.0,,L. Nance makes free throw 1 of 2,17,28
92,2,11:14.0,,L. Nance makes free throw 2 of 2,17,29
93,2,10:56.0,J. Hernangómez misses 3-pt jump shot from 23 ft,,17,29
94,2,10:52.0,Offensive rebound by M. Plumlee,,17,29
95,2,10:50.0,T. Lyles misses 3-pt jump shot from 26 ft,,17,29
96,2,10:50.0,Offensive rebound by Team,,17,29
97,2,10:50.0,,Loose ball foul by L. Nance (drawn by M. Plumlee),17,29
98,2,10:45.0,Personal foul by C. Sexton (drawn by J. Hernangómez),,17,29
99,2,10:34.0,J. Murray makes 2-pt layup from 3 ft,,19,29
100,2,10:17.0,,L. Nance misses 2-pt layup from 1 ft,19,29
101,2,10:10.0,,Offensive rebound by L. Nance,19,29
102,2,10:10.0,,L. Nance misses 2-pt dunk from 1 ft,19,29
103,2,10:10.0,Defensive rebound by M. Plumlee,,19,29
104,2,10:07.0,T. Lyles makes 2-pt layup from 1 ft (assist by M. Plumlee),,21,29
105,2,10:06.0,,Cleveland full timeout,21,29
106,2,9:55.0,,J. Clarkson misses 2-pt jump shot from 16 ft,21,29
107,2,9:54.0,Defensive rebound by J. Hernangómez,,21,29
108,2,9:47.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by J. Murray),,24,29
109,2,9:31.0,,L. Nance makes 2-pt layup from 1 ft (assist by C. Sexton),24,31
110,2,9:20.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by M. Beasley),,26,31
111,2,8:54.0,,C. Sexton misses 2-pt layup from 1 ft,26,31
112,2,8:52.0,Defensive rebound by T. Lyles,,26,31
113,2,8:46.0,J. Murray misses 2-pt layup from 1 ft,,26,31
114,2,8:46.0,Offensive rebound by Team,,26,31
115,2,8:46.0,,G. Hill enters the game for K. Korver,26,31
116,2,8:46.0,,R. Hood enters the game for C. Sexton,26,31
117,2,8:42.0,Personal foul by R. Hood (drawn by J. Hernangómez),,26,31
118,2,8:31.0,M. Plumlee misses 2-pt jump shot from 2 ft (block by L. Nance),,26,31
119,2,8:31.0,Offensive rebound by Team,,26,31
120,2,8:31.0,J. Hernangómez misses 3-pt jump shot from 38 ft (block by J. Clarkson),,26,31
121,2,8:29.0,,Defensive rebound by Team,26,31
122,2,8:29.0,Loose ball foul by J. Hernangómez (drawn by J. Clarkson),,26,31
123,2,8:17.0,,Offensive foul by G. Hill (drawn by T. Lyles),26,31
124,2,8:17.0,,Turnover by G. Hill (offensive foul),26,31
125,2,7:59.0,J. Hernangómez makes 3-pt jump shot from 27 ft (assist by M. Beasley),,29,31
126,2,7:43.0,,J. Clarkson misses 2-pt jump shot from 10 ft,29,31
127,2,7:41.0,,Offensive rebound by J. Clarkson,29,31
128,2,7:40.0,,J. Clarkson makes 2-pt layup from 1 ft,29,33
129,2,7:11.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,32,33
130,2,6:57.0,,L. Nance misses 2-pt layup at rim,32,33
131,2,6:57.0,,Offensive rebound by J. Clarkson,32,33
132,2,6:57.0,,J. Clarkson makes 2-pt layup from 1 ft,32,35
133,2,6:57.0,,Shooting foul by T. Lyles (drawn by J. Clarkson),32,35
134,2,6:57.0,G. Harris enters the game for J. Murray,,32,35
135,2,6:57.0,,S. Dekker enters the game for L. Nance,32,35
136,2,6:57.0,,T. Thompson enters the game for D. Nwaba,32,35
137,2,6:57.0,,J. Clarkson makes free throw 1 of 1,32,36
138,2,6:46.0,G. Harris misses 2-pt layup from 1 ft,,32,36
139,2,6:46.0,,Defensive rebound by Team,32,36
140,2,6:46.0,,C. Osman enters the game for J. Clarkson,32,36
141,2,6:32.0,,T. Thompson misses 2-pt layup from 1 ft (block by J. Hernangómez),32,36
142,2,6:30.0,Defensive rebound by M. Plumlee,,32,36
143,2,6:21.0,T. Lyles misses 3-pt jump shot from 23 ft,,32,36
144,2,6:18.0,,Defensive rebound by R. Hood,32,36
145,2,6:08.0,,Turnover by C. Osman (bad pass; steal by M. Plumlee),32,36
146,2,5:55.0,Shooting foul by G. Hill (drawn by J. Hernangómez),,32,36
147,2,5:55.0,J. Hernangómez makes free throw 1 of 2,,33,36
148,2,5:55.0,N. Jokić enters the game for M. Plumlee,,33,36
149,2,5:55.0,J. Hernangómez makes free throw 2 of 2,,34,36
150,2,5:34.0,,G. Hill makes 2-pt layup from 1 ft,34,38
151,2,5:26.0,T. Lyles makes 2-pt layup at rim,,36,38
152,2,5:19.0,,C. Osman misses 2-pt layup from 2 ft (block by N. Jokić),36,38
153,2,5:17.0,Defensive rebound by Team,,36,38
154,2,5:03.0,T. Lyles makes 2-pt layup from 3 ft,,38,38
155,2,4:48.0,,Personal foul by M. Beasley (drawn by T. Thompson),38,38
156,2,4:31.0,,G. Hill misses 2-pt hook shot from 3 ft,38,38
157,2,4:30.0,,Offensive rebound by G. Hill,38,38
158,2,4:19.0,,G. Hill misses 2-pt jump shot from 21 ft (block by G. Harris),38,38
159,2,4:19.0,,Offensive rebound by Team,38,38
160,2,4:15.0,,C. Osman misses 2-pt layup from 6 ft (block by G. Harris),38,38
161,2,4:13.0,,Offensive rebound by Team,38,38
162,2,4:11.0,,Turnover by Team (shot clock),38,38
163,2,3:57.0,G. Harris misses 2-pt layup from 2 ft (block by R. Hood),,38,38
164,2,3:54.0,,Defensive rebound by R. Hood,38,38
165,2,3:52.0,,R. Hood misses 2-pt layup from 3 ft,38,38
166,2,3:52.0,,Offensive rebound by Team,38,38
167,2,3:52.0,P. Millsap enters the game for M. Beasley,,38,38
168,2,3:52.0,J. Murray enters the game for T. Lyles,,38,38
169,2,3:40.0,,Turnover by C. Osman (lost ball),38,38
170,2,3:40.0,,Loose ball foul by C. Osman (drawn by J. Hernangómez),38,38
171,2,3:40.0,J. Hernangómez misses free throw 1 of 2,,38,38
172,2,3:40.0,Offensive rebound by Team,,38,38
173,2,3:40.0,J. Hernangómez makes free throw 2 of 2,,39,38
174,2,3:22.0,,G. Hill misses 2-pt jump shot from 4 ft,39,38
175,2,3:19.0,Defensive rebound by J. Murray,,39,38
176,2,3:09.0,Turnover by J. Murray (bad pass; steal by R. Hood),,39,38
177,2,2:57.0,,S. Dekker misses 3-pt jump shot from 26 ft,39,38
178,2,2:55.0,Defensive rebound by N. Jokić,,39,38
179,2,2:50.0,J. Hernangómez makes 3-pt jump shot from 29 ft (assist by N. Jokić),,42,38
180,2,2:28.0,,Turnover by S. Dekker (lost ball; steal by P. Millsap),42,38
181,2,2:24.0,J. Murray makes 2-pt layup from 2 ft (assist by G. Harris),,44,38
182,2,2:16.0,,Cleveland full timeout,44,38
183,2,2:16.0,,C. Sexton enters the game for G. Hill,44,38
184,2,2:00.0,,R. Hood misses 2-pt jump shot from 16 ft,44,38
185,2,1:58.0,Defensive rebound by G. Harris,,44,38
186,2,1:39.0,P. Millsap misses 2-pt layup from 4 ft,,44,38
187,2,1:37.0,,Defensive rebound by C. Osman,44,38
188,2,1:33.0,,C. Osman misses 2-pt layup from 1 ft,44,38
189,2,1:29.0,Defensive rebound by N. Jokić,,44,38
190,2,1:27.0,G. Harris makes 2-pt layup from 2 ft,,46,38
191,2,1:27.0,Shooting foul by R. Hood (drawn by G. Harris),,46,38
192,2,1:27.0,G. Harris makes free throw 1 of 1,,47,38
193,2,1:12.0,,C. Sexton misses 2-pt jump shot from 21 ft,47,38
194,2,1:09.0,Defensive rebound by G. Harris,,47,38
195,2,1:02.0,G. Harris misses 3-pt jump shot from 28 ft,,47,38
196,2,0:57.0,,Defensive rebound by S. Dekker,47,38
197,2,0:46.0,,Personal foul by P. Millsap (drawn by R. Hood),47,38
198,2,0:46.0,,R. Hood makes free throw 1 of 2,47,39
199,2,0:46.0,,R. Hood makes free throw 2 of 2,47,40
200,2,0:34.0,Personal foul by S. Dekker (drawn by P. Millsap),,47,40
201,2,0:34.0,P. Millsap misses free throw 1 of 2,,47,40
202,2,0:34.0,Offensive rebound by Team,,47,40
203,2,0:34.0,,J. Clarkson enters the game for S. Dekker,47,40
204,2,0:34.0,,L. Nance enters the game for R. Hood,47,40
205,2,0:34.0,P. Millsap makes free throw 2 of 2,,48,40
206,2,0:23.0,,Turnover by C. Sexton (bad pass; steal by G. Harris),48,40
207,2,0:20.0,Shooting foul by J. Clarkson (drawn by G. Harris),,48,40
208,2,0:20.0,G. Harris makes free throw 1 of 2,,49,40
209,2,0:20.0,T. Lyles enters the game for P. Millsap,,49,40
210,2,0:20.0,G. Harris makes free throw 2 of 2,,50,40
211,2,0:01.0,,J. Clarkson misses 2-pt jump shot from 20 ft,50,40
212,2,0:01.0,,Offensive rebound by L. Nance,50,40
213,2,0:00.0,,L. Nance makes 2-pt layup from 1 ft,50,42
214,3,11:44.0,,Turnover by G. Hill (bad pass; steal by N. Jokić),50,42
215,3,11:29.0,G. Harris misses 2-pt layup from 1 ft,,50,42
216,3,11:26.0,Offensive rebound by P. Millsap,,50,42
217,3,11:22.0,G. Harris misses 3-pt jump shot from 23 ft,,50,42
218,3,11:19.0,Offensive rebound by T. Craig,,50,42
219,3,11:06.0,N. Jokić makes 2-pt layup at rim,,52,42
220,3,10:40.0,,S. Dekker misses 3-pt jump shot from 25 ft,52,42
221,3,10:37.0,Defensive rebound by T. Craig,,52,42
222,3,10:32.0,Turnover by N. Jokić (bad pass; steal by S. Dekker),,52,42
223,3,10:31.0,,Personal take foul by N. Jokić (drawn by S. Dekker),52,42
224,3,10:10.0,,C. Osman makes 2-pt layup from 2 ft (assist by T. Thompson),52,44
225,3,9:43.0,N. Jokić misses 2-pt jump shot from 7 ft,,52,44
226,3,9:39.0,Offensive rebound by T. Craig,,52,44
227,3,9:39.0,T. Craig misses 2-pt layup from 1 ft,,52,44
228,3,9:39.0,Offensive rebound by T. Craig,,52,44
229,3,9:33.0,T. Craig makes 2-pt layup from 1 ft,,54,44
230,3,9:24.0,,Shooting foul by P. Millsap (drawn by T. Thompson),54,44
231,3,9:24.0,,T. Thompson makes free throw 1 of 2,54,45
232,3,9:24.0,,T. Thompson makes free throw 2 of 2,54,46
233,3,9:10.0,J. Murray makes 2-pt jump shot from 15 ft (assist by N. Jokić),,56,46
234,3,8:45.0,,C. Osman misses 3-pt jump shot from 28 ft,56,46
235,3,8:43.0,Defensive rebound by P. Millsap,,56,46
236,3,8:38.0,Shooting foul by G. Hill (drawn by P. Millsap),,56,46
237,3,8:38.0,P. Millsap makes free throw 1 of 2,,57,46
238,3,8:38.0,P. Millsap makes free throw 2 of 2,,58,46
239,3,8:18.0,,T. Thompson makes 2-pt layup from 1 ft (assist by R. Hood),58,48
240,3,7:58.0,P. Millsap makes 2-pt jump shot from 16 ft,,60,48
241,3,7:42.0,,R. Hood misses 3-pt jump shot from 25 ft,60,48
242,3,7:39.0,Defensive rebound by P. Millsap,,60,48
243,3,7:33.0,P. Millsap makes 2-pt layup from 1 ft,,62,48
244,3,7:33.0,,Cleveland full timeout,62,48
245,3,7:20.0,,R. Hood makes 2-pt jump shot from 16 ft (assist by G. Hill),62,50
246,3,7:03.0,P. Millsap makes 2-pt jump shot from 9 ft (assist by J. Murray),,64,50
247,3,6:58.0,,S. Dekker makes 2-pt dunk from 2 ft (assist by G. Hill),64,52
248,3,6:33.0,G. Harris makes 2-pt jump shot from 14 ft,,66,52
249,3,6:13.0,,S. Dekker makes 2-pt layup from 1 ft,66,54
250,3,5:59.0,J. Murray makes 2-pt jump shot from 21 ft (assist by N. Jokić),,68,54
251,3,5:44.0,,C. Osman makes 2-pt layup from 3 ft,68,56
252,3,5:44.0,,Shooting foul by N. Jokić (drawn by C. Osman),68,56
253,3,5:44.0,Denver full timeout,,68,56
254,3,5:44.0,,C. Osman makes free throw 1 of 1,68,57
255,3,5:21.0,P. Millsap makes 2-pt layup at rim,,70,57
256,3,5:04.0,,Shooting foul by T. Craig (drawn by R. Hood),70,57
257,3,5:04.0,,R. Hood makes free throw 1 of 2,70,58
258,3,5:04.0,,R. Hood makes free throw 2 of 2,70,59
259,3,4:55.0,Personal foul by S. Dekker (drawn by P. Millsap),,70,59
260,3,4:55.0,M. Morris enters the game for J. Murray,,70,59
261,3,4:53.0,Personal foul by T. Thompson (drawn by N. Jokić),,70,59
262,3,4:40.0,T. Craig makes 2-pt layup at rim (assist by G. Harris),,72,59
263,3,4:14.0,,T. Thompson misses 2-pt layup from 2 ft,72,59
264,3,4:10.0,,Offensive rebound by S. Dekker,72,59
265,3,4:10.0,,S. Dekker misses 2-pt layup at rim,72,59
266,3,4:09.0,Defensive rebound by N. Jokić,,72,59
267,3,4:05.0,M. Morris makes 3-pt jump shot from 25 ft,,75,59
268,3,3:50.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by T. Thompson),75,62
269,3,3:36.0,G. Harris misses 2-pt jump shot from 15 ft,,75,62
270,3,3:32.0,Offensive rebound by T. Craig,,75,62
271,3,3:26.0,T. Craig makes 3-pt jump shot from 27 ft (assist by G. Harris),,78,62
272,3,3:07.0,,C. Osman misses 3-pt jump shot from 26 ft,78,62
273,3,3:04.0,Defensive rebound by P. Millsap,,78,62
274,3,3:00.0,Personal foul by G. Hill (drawn by P. Millsap),,78,62
275,3,3:00.0,T. Lyles enters the game for N. Jokić,,78,62
276,3,3:00.0,M. Plumlee enters the game for P. Millsap,,78,62
277,3,3:00.0,,J. Clarkson enters the game for S. Dekker,78,62
278,3,3:00.0,,L. Nance enters the game for G. Hill,78,62
279,3,3:00.0,,C. Sexton enters the game for C. Osman,78,62
280,3,2:46.0,M. Plumlee misses 2-pt hook shot from 10 ft,,78,62
281,3,2:44.0,,Defensive rebound by L. Nance,78,62
282,3,2:24.0,,J. Clarkson misses 3-pt jump shot from 27 ft,78,62
283,3,2:19.0,Defensive rebound by T. Craig,,78,62
284,3,2:07.0,G. Harris misses 3-pt jump shot from 26 ft,,78,62
285,3,2:07.0,,Defensive rebound by Team,78,62
286,3,2:07.0,J. Hernangómez enters the game for T. Craig,,78,62
287,3,2:07.0,,K. Korver enters the game for R. Hood,78,62
288,3,1:53.0,,L. Nance makes 2-pt dunk from 2 ft (assist by T. Thompson),78,64
289,3,1:37.0,T. Lyles misses 2-pt layup at rim,,78,64
290,3,1:35.0,,Defensive rebound by K. Korver,78,64
291,3,1:31.0,,K. Korver misses 3-pt jump shot from 26 ft,78,64
292,3,1:31.0,Defensive rebound by T. Lyles,,78,64
293,3,1:18.0,T. Lyles misses 3-pt jump shot from 26 ft,,78,64
294,3,1:14.0,Offensive rebound by J. Hernangómez,,78,64
295,3,1:04.0,G. Harris makes 3-pt jump shot from 24 ft,,81,64
296,3,0:48.0,,C. Sexton misses 2-pt jump shot from 12 ft,81,64
297,3,0:48.0,Defensive rebound by T. Lyles,,81,64
298,3,0:29.0,M. Plumlee makes 2-pt hook shot from 8 ft,,83,64
299,3,0:09.0,,Shooting foul by M. Plumlee (drawn by J. Clarkson),83,64
300,3,0:09.0,,J. Clarkson makes free throw 1 of 2,83,65
301,3,0:09.0,M. Beasley enters the game for G. Harris,,83,65
302,3,0:09.0,,J. Clarkson makes free throw 2 of 2,83,66
303,3,0:00.0,M. Morris misses 2-pt jump shot from 16 ft,,83,66
304,3,0:00.0,Offensive rebound by Team,,83,66
305,4,11:38.0,T. Lyles misses 2-pt jump shot from 12 ft,,83,66
306,4,11:36.0,,Defensive rebound by Team,83,66
307,4,11:36.0,Loose ball foul by M. Plumlee (drawn by J. Clarkson),,83,66
308,4,11:10.0,,C. Sexton misses 2-pt jump shot from 16 ft,83,66
309,4,11:08.0,,Offensive rebound by C. Sexton,83,66
310,4,10:56.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by C. Sexton),83,68
311,4,10:43.0,J. Hernangómez makes 2-pt jump shot from 10 ft (assist by M. Plumlee),,85,68
312,4,10:43.0,Shooting foul by L. Nance (drawn by J. Hernangómez),,85,68
313,4,10:43.0,J. Hernangómez makes free throw 1 of 1,,86,68
314,4,10:31.0,,Turnover by K. Korver (bad pass),86,68
315,4,10:09.0,M. Beasley misses 2-pt jump shot from 17 ft,,86,68
316,4,10:05.0,Offensive rebound by J. Hernangómez,,86,68
317,4,10:05.0,Turnover by J. Hernangómez (bad pass; steal by K. Korver),,86,68
318,4,10:00.0,,C. Sexton makes 2-pt layup from 2 ft,86,70
319,4,9:52.0,M. Plumlee makes 2-pt hook shot from 13 ft,,88,70
320,4,9:52.0,Shooting foul by L. Nance (drawn by M. Plumlee),,88,70
321,4,9:52.0,M. Plumlee makes free throw 1 of 1,,89,70
322,4,9:41.0,,Personal foul by M. Morris (drawn by C. Sexton),89,70
323,4,9:24.0,,J. Clarkson misses 3-pt jump shot from 26 ft,89,70
324,4,9:22.0,Defensive rebound by J. Hernangómez,,89,70
325,4,9:16.0,T. Lyles makes 2-pt layup from 1 ft (assist by M. Morris),,91,70
326,4,9:03.0,,J. Clarkson misses 2-pt layup from 1 ft,91,70
327,4,9:01.0,Defensive rebound by T. Lyles,,91,70
328,4,8:48.0,T. Lyles misses 2-pt layup from 2 ft,,91,70
329,4,8:46.0,Offensive rebound by T. Lyles,,91,70
330,4,8:43.0,Turnover by T. Lyles (lost ball; steal by L. Nance),,91,70
331,4,8:40.0,,Turnover by C. Sexton (lost ball; steal by J. Hernangómez),91,70
332,4,8:36.0,Shooting foul by L. Nance (drawn by T. Lyles),,91,70
333,4,8:36.0,,Violation by Team (delay of game),91,70
334,4,8:36.0,T. Lyles makes free throw 1 of 2,,92,70
335,4,8:36.0,T. Lyles makes free throw 2 of 2,,93,70
336,4,8:19.0,,Turnover by S. Dekker (lost ball; steal by M. Morris),93,70
337,4,8:15.0,Turnover by M. Beasley (offensive foul),,93,70
338,4,8:15.0,Offensive foul by M. Beasley (drawn by K. Korver),,93,70
339,4,8:02.0,,J. Clarkson makes 2-pt jump shot from 19 ft,93,72
340,4,8:00.0,Denver full timeout,,93,72
341,4,7:46.0,M. Morris makes 2-pt layup at rim,,95,72
342,4,7:30.0,,Turnover by K. Korver (bad pass; steal by T. Lyles),95,72
343,4,7:25.0,M. Beasley misses 2-pt layup from 2 ft,,95,72
344,4,7:19.0,Offensive rebound by T. Lyles,,95,72
345,4,7:19.0,T. Lyles makes 2-pt layup from 1 ft,,97,72
346,4,7:06.0,,L. Nance misses 2-pt jump shot from 22 ft,97,72
347,4,7:05.0,,Offensive rebound by S. Dekker,97,72
348,4,6:58.0,,C. Sexton makes 2-pt jump shot from 14 ft,97,74
349,4,6:48.0,M. Morris misses 2-pt jump shot from 5 ft,,97,74
350,4,6:47.0,Offensive rebound by Team,,97,74
351,4,6:47.0,,R. Hood enters the game for S. Dekker,97,74
352,4,6:47.0,,C. Osman enters the game for K. Korver,97,74
353,4,6:45.0,M. Beasley misses 3-pt jump shot from 25 ft,,97,74
354,4,6:40.0,,Defensive rebound by C. Sexton,97,74
355,4,6:29.0,,L. Nance misses 2-pt layup from 1 ft (block by M. Plumlee),97,74
356,4,6:24.0,,Offensive rebound by J. Clarkson,97,74
357,4,6:21.0,,J. Clarkson misses 3-pt jump shot from 23 ft,97,74
358,4,6:18.0,Defensive rebound by T. Lyles,,97,74
359,4,6:13.0,M. Beasley makes 2-pt dunk from 1 ft (assist by T. Lyles),,99,74
360,4,5:54.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Hood),99,76
361,4,5:44.0,Personal foul by J. Clarkson (drawn by J. Hernangómez),,99,76
362,4,5:44.0,,T. Thompson enters the game for L. Nance,99,76
363,4,5:38.0,M. Morris misses 2-pt jump shot from 14 ft,,99,76
364,4,5:36.0,,Defensive rebound by R. Hood,99,76
365,4,5:30.0,,R. Hood misses 3-pt jump shot from 27 ft,99,76
366,4,5:27.0,Defensive rebound by T. Lyles,,99,76
367,4,5:16.0,J. Hernangómez misses 2-pt jump shot from 10 ft,,99,76
368,4,5:14.0,,Defensive rebound by T. Thompson,99,76
369,4,5:06.0,,C. Osman misses 3-pt jump shot from 26 ft,99,76
370,4,5:02.0,Defensive rebound by M. Plumlee,,99,76
371,4,4:47.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by M. Beasley),,102,76
372,4,4:46.0,,Cleveland full timeout,102,76
373,4,4:46.0,,S. Dekker enters the game for J. Clarkson,102,76
374,4,4:46.0,,K. Korver enters the game for R. Hood,102,76
375,4,4:46.0,,D. Nwaba enters the game for C. Osman,102,76
376,4,4:46.0,,A. Žižić enters the game for T. Thompson,102,76
377,4,4:30.0,,A. Žižić makes 2-pt dunk from 1 ft (assist by S. Dekker),102,78
378,4,4:14.0,M. Plumlee makes 2-pt hook shot from 12 ft (assist by M. Beasley),,104,78
379,4,3:56.0,,Shooting foul by M. Plumlee (drawn by A. Žižić),104,78
380,4,3:56.0,,A. Žižić misses free throw 1 of 2,104,78
381,4,3:56.0,,Offensive rebound by Team,104,78
382,4,3:56.0,T. Lydon enters the game for M. Plumlee,,104,78
383,4,3:56.0,,A. Žižić makes free throw 2 of 2,104,79
384,4,3:39.0,J. Hernangómez misses 3-pt jump shot from 28 ft,,104,79
385,4,3:32.0,,Defensive rebound by K. Korver,104,79
