,QUARTER,TIME_REMAINING,DENVER_ACTION,CLEVELAND_ACTION,DENVER_SCORE,CLEVELAND_SCORE
386,4,3:23.0,,D. Nwaba makes 2-pt jump shot from 12 ft (assist by K. Korver),104,81
387,4,3:03.0,Turnover by J. Hernangómez (bad pass; steal by S. Dekker),,104,81
388,4,3:00.0,,S. Dekker makes 2-pt dunk from 1 ft,104,83
389,4,2:38.0,T. Lyles misses 2-pt jump shot from 12 ft,,104,83
390,4,2:36.0,,Defensive rebound by D. Nwaba,104,83
391,4,2:32.0,,S. Dekker misses 2-pt layup from 2 ft (block by T. Lyles),104,83
392,4,2:32.0,,Offensive rebound by Team,104,83
393,4,2:32.0,D. Akoon-Purcell enters the game for T. Lyles,,104,83
394,4,2:30.0,,C. Sexton makes 2-pt layup from 1 ft (assist by D. Nwaba),104,85
395,4,2:30.0,,Shooting foul by D. Akoon-Purcell (drawn by C. Sexton),104,85
396,4,2:30.0,Denver full timeout,,104,85
397,4,2:30.0,,C. Sexton makes free throw 1 of 1,104,86
398,4,2:16.0,Shooting foul by A. Žižić (drawn by J. Hernangómez),,104,86
399,4,2:16.0,J. Hernangómez makes free throw 1 of 2,,105,86
400,4,2:16.0,J. Hernangómez makes free throw 2 of 2,,106,86
401,4,1:54.0,,Turnover by K. Korver (lost ball; steal by M. Morris),106,86
402,4,1:48.0,M. Beasley misses 3-pt jump shot from 24 ft,,106,86
403,4,1:44.0,Offensive rebound by M. Morris,,106,86
404,4,1:31.0,M. Morris misses 2-pt jump shot from 15 ft,,106,86
405,4,1:28.0,Offensive rebound by D. Akoon-Purcell,,106,86
406,4,1:27.0,Shooting foul by D. Nwaba (drawn by T. Lydon),,106,86
407,4,1:27.0,T. Lydon makes free throw 1 of 2,,107,86
408,4,1:27.0,T. Lydon misses free throw 2 of 2,,107,86
409,4,1:24.0,,Defensive rebound by D. Nwaba,107,86
410,4,1:21.0,,Shooting foul by T. Lydon (drawn by D. Nwaba),107,86
411,4,1:21.0,,D. Nwaba makes free throw 1 of 2,107,87
412,4,1:21.0,,D. Nwaba makes free throw 2 of 2,107,88
413,4,0:57.0,M. Beasley misses 2-pt jump shot from 15 ft,,107,88
414,4,0:54.0,,Defensive rebound by A. Žižić,107,88
415,4,0:47.0,,C. Sexton makes 3-pt jump shot from 25 ft,107,91
416,4,0:25.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by M. Morris),,110,91
417,4,0:17.0,,A. Žižić misses 2-pt layup from 2 ft,110,91
418,4,0:15.0,,Offensive rebound by A. Žižić,110,91
419,4,0:14.0,,A. Žižić misses 2-pt layup from 1 ft (block by J. Hernangómez),110,91
420,4,0:14.0,Defensive rebound by M. Morris,,110,91
