,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:38.0,P. George misses 3-pt jump shot from 26 ft,,0,0
1,1,11:37.0,Offensive rebound by Team,,0,0
2,1,11:35.0,Turnover by R. Westbrook (bad pass),,0,0
3,1,11:19.0,,J. Nurkić makes 2-pt layup at rim (assist by D. Lillard),0,2
4,1,11:08.0,R. Westbrook makes 3-pt jump shot from 27 ft (assist by P. George),,3,2
5,1,10:53.0,,D. Lillard misses 3-pt jump shot from 32 ft,3,2
6,1,10:52.0,,Offensive rebound by J. Nurkić,3,2
7,1,10:48.0,,D. Lillard misses 3-pt jump shot from 25 ft,3,2
8,1,10:46.0,Defensive rebound by P. George,,3,2
9,1,10:37.0,J. Grant misses 2-pt layup from 1 ft,,3,2
10,1,10:35.0,,Defensive rebound by A. Aminu,3,2
11,1,10:24.0,,C. McCollum makes 2-pt jump shot from 5 ft (assist by J. Nurkić),3,4
12,1,10:02.0,R. Westbrook misses 2-pt jump shot from 5 ft (block by D. Lillard),,3,4
13,1,10:00.0,Offensive rebound by R. Westbrook,,3,4
14,1,9:57.0,P. George makes 2-pt layup from 4 ft (assist by R. Westbrook),,5,4
15,1,9:50.0,,C. McCollum misses 3-pt jump shot from 25 ft,5,4
16,1,9:48.0,Defensive rebound by P. George,,5,4
17,1,9:42.0,P. George misses 2-pt layup from 2 ft (block by J. Nurkić),,5,4
18,1,9:40.0,Offensive rebound by J. Grant,,5,4
19,1,9:39.0,J. Grant makes 2-pt layup from 1 ft,,7,4
20,1,9:26.0,,M. Harkless misses 3-pt jump shot from 25 ft,7,4
21,1,9:26.0,Defensive rebound by R. Westbrook,,7,4
22,1,9:22.0,Turnover by R. Westbrook (bad pass),,7,4
23,1,9:06.0,,Turnover by C. McCollum (bad pass; steal by P. George),7,4
24,1,9:02.0,P. George misses 3-pt jump shot from 25 ft,,7,4
25,1,9:01.0,,Defensive rebound by J. Nurkić,7,4
26,1,8:50.0,,J. Nurkić misses 2-pt layup from 1 ft,7,4
27,1,8:48.0,,Offensive rebound by J. Nurkić,7,4
28,1,8:47.0,,J. Nurkić makes 2-pt dunk from 2 ft,7,6
29,1,8:42.0,Shooting foul by M. Harkless (drawn by P. George),,7,6
30,1,8:42.0,P. George makes free throw 1 of 2,,8,6
31,1,8:42.0,P. George makes free throw 2 of 2,,9,6
32,1,8:34.0,,Turnover by J. Nurkić (bad pass; steal by S. Adams),9,6
33,1,8:28.0,R. Westbrook makes 2-pt layup from 2 ft,,11,6
34,1,8:23.0,,Personal foul by J. Grant (drawn by D. Lillard),11,6
35,1,8:14.0,,D. Lillard makes 2-pt dunk from 1 ft,11,8
36,1,8:12.0,Oklahoma City full timeout,,11,8
37,1,8:03.0,S. Adams misses 2-pt layup from 2 ft,,11,8
38,1,8:00.0,,Defensive rebound by A. Aminu,11,8
39,1,7:58.0,,Shooting foul by T. Ferguson (drawn by J. Nurkić),11,8
40,1,7:58.0,,J. Nurkić makes free throw 1 of 2,11,9
41,1,7:58.0,,J. Nurkić makes free throw 2 of 2,11,10
42,1,7:42.0,P. George misses 2-pt layup from 4 ft (block by M. Harkless),,11,10
43,1,7:39.0,,Defensive rebound by M. Harkless,11,10
44,1,7:28.0,,A. Aminu makes 2-pt layup at rim,11,12
45,1,7:22.0,Turnover by T. Ferguson (step out of bounds),,11,12
46,1,7:00.0,,J. Nurkić misses 2-pt jump shot from 14 ft,11,12
47,1,6:57.0,Defensive rebound by R. Westbrook,,11,12
48,1,6:53.0,Turnover by R. Westbrook (bad pass),,11,12
49,1,6:36.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),11,14
50,1,6:26.0,S. Adams makes 2-pt dunk from 1 ft (assist by P. George),,13,14
51,1,6:15.0,,D. Lillard misses 2-pt layup from 1 ft,13,14
52,1,6:14.0,,Offensive rebound by D. Lillard,13,14
53,1,6:11.0,,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),13,16
54,1,5:56.0,R. Westbrook makes 2-pt jump shot from 18 ft,,15,16
55,1,5:34.0,,A. Aminu misses 2-pt layup from 1 ft,15,16
56,1,5:31.0,,Offensive rebound by M. Harkless,15,16
57,1,5:30.0,,M. Harkless misses 2-pt dunk from 1 ft (block by S. Adams),15,16
58,1,5:28.0,Defensive rebound by J. Grant,,15,16
59,1,5:22.0,Turnover by P. George (bad pass; steal by C. McCollum),,15,16
60,1,5:16.0,,C. McCollum misses 2-pt layup from 2 ft,15,16
61,1,5:14.0,Defensive rebound by J. Grant,,15,16
62,1,5:00.0,J. Grant misses 2-pt jump shot from 5 ft,,15,16
63,1,4:58.0,,Defensive rebound by J. Nurkić,15,16
64,1,4:44.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by J. Nurkić),15,19
65,1,4:44.0,M. Morris enters the game for P. George,,15,19
66,1,4:44.0,D. Schröder enters the game for J. Grant,,15,19
67,1,4:44.0,,R. Hood enters the game for M. Harkless,15,19
68,1,4:26.0,Shooting foul by D. Lillard (drawn by R. Westbrook),,15,19
69,1,4:26.0,R. Westbrook makes free throw 1 of 2,,16,19
70,1,4:26.0,,J. Layman enters the game for A. Aminu,16,19
71,1,4:26.0,R. Westbrook misses free throw 2 of 2,,16,19
72,1,4:25.0,Offensive rebound by Team,,16,19
73,1,4:15.0,R. Westbrook makes 3-pt jump shot from 26 ft,,19,19
74,1,4:03.0,,C. McCollum misses 3-pt jump shot from 23 ft,19,19
75,1,4:00.0,Defensive rebound by T. Ferguson,,19,19
76,1,3:56.0,Shooting foul by J. Layman (drawn by T. Ferguson),,19,19
77,1,3:56.0,T. Ferguson misses free throw 1 of 2,,19,19
78,1,3:56.0,Offensive rebound by Team,,19,19
79,1,3:56.0,,E. Freedom enters the game for J. Nurkić,19,19
80,1,3:56.0,T. Ferguson makes free throw 2 of 2,,20,19
81,1,3:37.0,,E. Freedom misses 2-pt layup from 1 ft,20,19
82,1,3:37.0,,E. Freedom misses 2-pt layup from 1 ft,20,19
83,1,3:37.0,,Offensive rebound by E. Freedom,20,19
84,1,3:37.0,Defensive rebound by Team,,20,19
85,1,3:37.0,A. Nader enters the game for T. Ferguson,,20,19
86,1,3:37.0,,S. Curry enters the game for C. McCollum,20,19
87,1,3:31.0,Turnover by S. Adams (offensive foul),,20,19
88,1,3:31.0,Offensive foul by S. Adams (drawn by D. Lillard),,20,19
89,1,3:13.0,,E. Freedom misses 2-pt hook shot from 5 ft,20,19
90,1,3:11.0,Defensive rebound by M. Morris,,20,19
91,1,3:04.0,R. Westbrook makes 2-pt jump shot from 12 ft,,22,19
92,1,2:53.0,,D. Lillard misses 2-pt layup from 2 ft,22,19
93,1,2:51.0,Defensive rebound by M. Morris,,22,19
94,1,2:47.0,A. Nader misses 3-pt jump shot from 22 ft,,22,19
95,1,2:45.0,,Defensive rebound by E. Freedom,22,19
96,1,2:40.0,,Shooting foul by S. Adams (drawn by D. Lillard),22,19
97,1,2:40.0,,Portland full timeout,22,19
98,1,2:40.0,P. George enters the game for S. Adams,,22,19
99,1,2:40.0,N. Noel enters the game for R. Westbrook,,22,19
100,1,2:40.0,,D. Lillard makes free throw 1 of 2,22,20
101,1,2:40.0,,D. Lillard makes free throw 2 of 2,22,21
