,QUARTER,TIME_REMAINING,BOSTON_ACTION,MILWAUKEE_ACTION,BOSTON_SCORE,MILWAUKEE_SCORE
0,1,11:37.0,M. Morris misses 3-pt jump shot from 27 ft,,0,0
1,1,11:35.0,Offensive rebound by M. Morris,,0,0
2,1,11:30.0,K. Irving misses 3-pt jump shot from 26 ft,,0,0
3,1,11:27.0,,Defensive rebound by G. Antetokounmpo,0,0
4,1,11:11.0,,K. Middleton misses 2-pt jump shot from 14 ft,0,0
5,1,11:08.0,Defensive rebound by A. Horford,,0,0
6,1,11:03.0,A. Horford misses 2-pt jump shot from 10 ft,,0,0
7,1,11:01.0,,Defensive rebound by K. Middleton,0,0
8,1,10:57.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),0,2
9,1,10:47.0,K. Irving misses 2-pt layup from 2 ft,,0,2
10,1,10:46.0,Offensive rebound by A. Horford,,0,2
11,1,10:46.0,A. Horford misses 2-pt layup from 1 ft,,0,2
12,1,10:45.0,Offensive rebound by A. Horford,,0,2
13,1,10:45.0,A. Horford misses 2-pt layup at rim,,0,2
14,1,10:44.0,Offensive rebound by A. Horford,,0,2
15,1,10:44.0,A. Horford makes 2-pt layup from 1 ft,,2,2
16,1,10:25.0,,Turnover by E. Bledsoe (lost ball; steal by M. Smart),2,2
17,1,10:20.0,K. Irving misses 2-pt jump shot from 20 ft,,2,2
18,1,10:16.0,,Defensive rebound by G. Antetokounmpo,2,2
19,1,10:14.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),2,2
20,1,10:01.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Horford),,4,2
21,1,9:42.0,,M. Brogdon misses 2-pt jump shot from 10 ft,4,2
22,1,9:39.0,Defensive rebound by A. Horford,,4,2
23,1,9:31.0,J. Tatum makes 2-pt jump shot from 13 ft,,6,2
24,1,9:14.0,,Turnover by G. Antetokounmpo (step out of bounds),6,2
25,1,9:02.0,Turnover by M. Smart (bad pass; steal by M. Brogdon),,6,2
26,1,8:55.0,,G. Antetokounmpo misses 2-pt dunk from 2 ft,6,2
27,1,8:53.0,,Offensive rebound by M. Brogdon,6,2
28,1,8:52.0,,M. Brogdon misses 2-pt layup from 2 ft,6,2
29,1,8:50.0,Defensive rebound by A. Horford,,6,2
30,1,8:48.0,Personal foul by B. Lopez (drawn by M. Morris),,6,2
31,1,8:40.0,A. Horford misses 2-pt jump shot from 15 ft,,6,2
32,1,8:38.0,,Defensive rebound by G. Antetokounmpo,6,2
33,1,8:22.0,,K. Middleton makes 2-pt jump shot from 13 ft,6,4
34,1,8:06.0,K. Irving misses 2-pt layup from 2 ft,,6,4
35,1,8:03.0,,Defensive rebound by B. Lopez,6,4
36,1,7:59.0,,K. Middleton misses 3-pt jump shot from 27 ft,6,4
37,1,7:54.0,,Offensive rebound by E. Bledsoe,6,4
38,1,7:51.0,,Milwaukee full timeout,6,4
39,1,7:42.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,6,4
40,1,7:39.0,Defensive rebound by M. Smart,,6,4
41,1,7:20.0,Turnover by J. Tatum (bad pass; steal by K. Middleton),,6,4
42,1,7:15.0,,Turnover by K. Middleton (bad pass; steal by J. Tatum),6,4
43,1,7:14.0,J. Tatum misses 3-pt jump shot from 27 ft,,6,4
44,1,7:14.0,Offensive rebound by A. Horford,,6,4
