,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
138,2,9:06.0,Loose ball foul by G. Monroe (drawn by D. Dedmon),,34,29
139,2,8:53.0,,D. Dedmon misses 3-pt jump shot from 25 ft,34,29
140,2,8:49.0,Defensive rebound by K. Lowry,,34,29
141,2,8:43.0,G. Monroe misses 2-pt layup from 2 ft (block by D. Dedmon),,34,29
142,2,8:43.0,Offensive rebound by Team,,34,29
143,2,8:43.0,,T. Prince enters the game for J. Anderson,34,29
144,2,8:41.0,D. Wright makes 2-pt dunk from 1 ft (assist by K. Lowry),,36,29
145,2,8:38.0,,Atlanta full timeout,36,29
146,2,8:25.0,,T. Young makes 2-pt jump shot from 2 ft,36,31
147,2,8:04.0,S. Ibaka misses 3-pt jump shot from 24 ft,,36,31
148,2,7:58.0,,Defensive rebound by T. Young,36,31
149,2,7:53.0,,Turnover by J. Collins (traveling),36,31
150,2,7:53.0,J. Valančiūnas enters the game for G. Monroe,,36,31
151,2,7:33.0,D. Wright makes 2-pt layup from 2 ft (assist by K. Lowry),,38,31
152,2,7:12.0,,J. Collins misses 2-pt layup from 4 ft,38,31
153,2,7:09.0,Defensive rebound by K. Lowry,,38,31
154,2,7:07.0,K. Lowry misses 3-pt jump shot from 26 ft,,38,31
155,2,7:04.0,Offensive rebound by J. Valančiūnas,,38,31
156,2,6:59.0,S. Ibaka makes 2-pt jump shot from 18 ft (assist by K. Lowry),,40,31
157,2,6:44.0,,Shooting foul by L. Brown (drawn by T. Prince),40,31
158,2,6:44.0,,T. Prince makes free throw 1 of 2,40,32
159,2,6:44.0,F. VanVleet enters the game for L. Brown,,40,32
160,2,6:44.0,,T. Prince misses free throw 2 of 2,40,32
161,2,6:42.0,,Offensive rebound by D. Dedmon,40,32
162,2,6:36.0,,T. Young makes 2-pt jump shot from 14 ft (assist by T. Prince),40,34
163,2,6:26.0,K. Lowry makes 2-pt layup from 1 ft,,42,34
164,2,6:09.0,,T. Young misses 3-pt jump shot from 26 ft,42,34
165,2,6:06.0,Defensive rebound by D. Wright,,42,34
166,2,5:57.0,D. Wright misses 2-pt layup from 1 ft,,42,34
167,2,5:53.0,,Defensive rebound by D. Dedmon,42,34
168,2,5:50.0,,T. Prince misses 3-pt jump shot from 25 ft,42,34
169,2,5:46.0,Defensive rebound by S. Ibaka,,42,34
170,2,5:39.0,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),,44,34
171,2,5:29.0,,Atlanta full timeout,44,34
172,2,5:29.0,,V. Carter enters the game for K. Bazemore,44,34
173,2,5:29.0,,K. Huerter enters the game for J. Collins,44,34
174,2,5:29.0,,M. Plumlee enters the game for D. Dedmon,44,34
175,2,5:13.0,,V. Carter misses 2-pt jump shot from 22 ft,44,34
176,2,5:10.0,Defensive rebound by S. Ibaka,,44,34
177,2,4:59.0,Shooting foul by M. Plumlee (drawn by J. Valančiūnas),,44,34
178,2,4:59.0,J. Valančiūnas makes free throw 1 of 2,,45,34
179,2,4:59.0,J. Valančiūnas makes free throw 2 of 2,,46,34
180,2,4:38.0,,Personal foul by S. Ibaka (drawn by T. Young),46,34
181,2,4:38.0,D. Green enters the game for S. Ibaka,,46,34
182,2,4:38.0,P. Siakam enters the game for D. Wright,,46,34
183,2,4:26.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by T. Young),46,36
184,2,4:10.0,P. Siakam makes 2-pt layup from 6 ft (assist by F. VanVleet),,48,36
185,2,3:55.0,,T. Prince misses 3-pt jump shot from 26 ft,48,36
186,2,3:51.0,,Offensive rebound by V. Carter,48,36
187,2,3:45.0,,M. Plumlee misses 2-pt jump shot from 11 ft,48,36
188,2,3:44.0,Defensive rebound by Team,,48,36
189,2,3:21.0,F. VanVleet misses 2-pt layup from 3 ft (block by K. Huerter),,48,36
190,2,3:18.0,,Defensive rebound by K. Huerter,48,36
191,2,3:17.0,,Shooting foul by D. Green (drawn by T. Prince),48,36
192,2,3:17.0,,T. Prince makes free throw 1 of 2,48,37
193,2,3:17.0,,J. Lin enters the game for T. Young,48,37
194,2,3:17.0,,T. Prince makes free throw 2 of 2,48,38
195,2,3:01.0,K. Lowry makes 3-pt jump shot from 29 ft (assist by D. Green),,51,38
196,2,2:44.0,,T. Prince misses 2-pt jump shot from 11 ft,51,38
197,2,2:41.0,Defensive rebound by K. Lowry,,51,38
198,2,2:36.0,D. Green misses 2-pt layup from 1 ft,,51,38
199,2,2:33.0,,Defensive rebound by V. Carter,51,38
200,2,2:29.0,,K. Huerter misses 2-pt layup from 1 ft,51,38
201,2,2:24.0,,Offensive rebound by K. Huerter,51,38
202,2,2:24.0,,K. Huerter misses 2-pt layup from 1 ft,51,38
203,2,2:23.0,Defensive rebound by J. Valančiūnas,,51,38
204,2,2:23.0,Personal foul by T. Prince (drawn by K. Lowry),,51,38
205,2,2:23.0,,J. Anderson enters the game for M. Plumlee,51,38
206,2,2:23.0,,D. Dedmon enters the game for T. Prince,51,38
207,2,2:23.0,,Violation by Team (delay of game),51,38
208,2,2:06.0,K. Lowry misses 3-pt jump shot from 26 ft (block by J. Anderson),,51,38
209,2,2:03.0,,Defensive rebound by J. Lin,51,38
210,2,2:01.0,,J. Lin makes 2-pt layup from 1 ft,51,40
211,2,1:48.0,Personal foul by J. Anderson (drawn by F. VanVleet),,51,40
212,2,1:35.0,J. Valančiūnas makes 2-pt hook shot from 8 ft (assist by P. Siakam),,53,40
213,2,1:19.0,,J. Lin makes 2-pt jump shot from 15 ft,53,42
214,2,1:02.0,D. Green misses 3-pt jump shot from 25 ft,,53,42
215,2,1:01.0,Offensive rebound by Team,,53,42
216,2,1:01.0,,Loose ball foul by J. Lin (drawn by J. Valančiūnas),53,42
217,2,1:01.0,J. Valančiūnas makes free throw 1 of 2,,54,42
218,2,1:01.0,D. Wright enters the game for D. Green,,54,42
219,2,1:01.0,J. Valančiūnas makes free throw 2 of 2,,55,42
220,2,0:51.0,,V. Carter misses 2-pt layup from 2 ft,55,42
221,2,0:46.0,Defensive rebound by J. Valančiūnas,,55,42
222,2,0:42.0,Turnover by K. Lowry (traveling),,55,42
223,2,0:42.0,Violation by Team (delay of game),,55,42
224,2,0:28.0,,J. Anderson makes 2-pt layup from 2 ft (assist by K. Huerter),55,44
225,2,0:05.0,K. Lowry misses 2-pt jump shot from 11 ft,,55,44
226,2,0:00.0,,Defensive rebound by D. Dedmon,55,44
227,3,11:41.0,,J. Collins misses 2-pt layup from 1 ft,55,44
228,3,11:37.0,Defensive rebound by J. Valančiūnas,,55,44
229,3,11:36.0,Shooting foul by K. Bazemore (drawn by P. Siakam),,55,44
230,3,11:36.0,P. Siakam misses free throw 1 of 2,,55,44
231,3,11:36.0,Offensive rebound by Team,,55,44
232,3,11:36.0,P. Siakam makes free throw 2 of 2,,56,44
233,3,11:18.0,,J. Collins misses 3-pt jump shot from 25 ft,56,44
234,3,11:14.0,Defensive rebound by K. Lowry,,56,44
235,3,11:03.0,P. Siakam makes 2-pt jump shot from 12 ft (assist by K. Lowry),,58,44
236,3,10:48.0,,K. Bazemore makes 2-pt layup from 4 ft (assist by J. Collins),58,46
237,3,10:31.0,K. Lowry makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,60,46
238,3,10:31.0,Shooting foul by K. Bazemore (drawn by K. Lowry),,60,46
239,3,10:31.0,K. Lowry makes free throw 1 of 1,,61,46
240,3,10:22.0,,T. Young misses 2-pt jump shot from 14 ft,61,46
241,3,10:18.0,Defensive rebound by K. Lowry,,61,46
242,3,10:12.0,J. Valančiūnas makes 2-pt jump shot from 11 ft (assist by K. Lowry),,63,46
243,3,10:12.0,,Atlanta full timeout,63,46
244,3,10:12.0,,D. Bembry enters the game for K. Bazemore,63,46
245,3,10:12.0,,V. Carter enters the game for J. Collins,63,46
246,3,10:12.0,,K. Huerter enters the game for D. Dedmon,63,46
247,3,10:12.0,,J. Lin enters the game for T. Prince,63,46
248,3,10:12.0,,M. Plumlee enters the game for T. Young,63,46
249,3,9:56.0,,D. Bembry makes 2-pt layup from 4 ft,63,48
250,3,9:41.0,Turnover by D. Green (bad pass; steal by J. Lin),,63,48
251,3,9:36.0,,J. Lin makes 2-pt layup from 1 ft,63,50
252,3,9:19.0,Shooting foul by V. Carter (drawn by P. Siakam),,63,50
253,3,9:19.0,P. Siakam makes free throw 1 of 2,,64,50
254,3,9:19.0,P. Siakam makes free throw 2 of 2,,65,50
255,3,9:07.0,,D. Bembry misses 2-pt jump shot from 12 ft,65,50
256,3,9:03.0,Defensive rebound by P. Siakam,,65,50
257,3,8:56.0,J. Valančiūnas makes 2-pt layup from 11 ft (assist by K. Lowry),,67,50
258,3,8:35.0,,K. Huerter makes 2-pt jump shot from 13 ft,67,52
259,3,8:28.0,Turnover by K. Lowry (bad pass),,67,52
260,3,8:04.0,,V. Carter misses 2-pt layup from 1 ft,67,52
261,3,8:00.0,Defensive rebound by K. Lowry,,67,52
262,3,7:58.0,F. VanVleet misses 3-pt jump shot from 25 ft,,67,52
263,3,7:55.0,,Defensive rebound by D. Bembry,67,52
264,3,7:51.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Bembry),67,55
265,3,7:33.0,Shooting foul by J. Lin (drawn by J. Valančiūnas),,67,55
266,3,7:33.0,J. Valančiūnas misses free throw 1 of 2,,67,55
267,3,7:33.0,Offensive rebound by Team,,67,55
268,3,7:33.0,J. Valančiūnas misses free throw 2 of 2,,67,55
269,3,7:30.0,,Defensive rebound by V. Carter,67,55
270,3,7:14.0,,Shooting foul by J. Valančiūnas (drawn by M. Plumlee),67,55
271,3,7:14.0,,M. Plumlee misses free throw 1 of 2,67,55
272,3,7:14.0,,Offensive rebound by Team,67,55
273,3,7:14.0,,M. Plumlee makes free throw 2 of 2,67,56
274,3,7:03.0,P. Siakam makes 2-pt layup from 5 ft,,69,56
275,3,6:50.0,,V. Carter misses 3-pt jump shot from 25 ft,69,56
276,3,6:46.0,,Offensive rebound by M. Plumlee,69,56
277,3,6:44.0,,K. Huerter misses 3-pt jump shot from 23 ft,69,56
278,3,6:41.0,Defensive rebound by J. Valančiūnas,,69,56
279,3,6:33.0,Shooting foul by V. Carter (drawn by J. Valančiūnas),,69,56
280,3,6:33.0,J. Valančiūnas misses free throw 1 of 2,,69,56
281,3,6:33.0,Offensive rebound by Team,,69,56
282,3,6:33.0,,J. Anderson enters the game for V. Carter,69,56
283,3,6:33.0,,J. Collins enters the game for K. Huerter,69,56
284,3,6:33.0,J. Valančiūnas makes free throw 2 of 2,,70,56
285,3,6:24.0,,Turnover by J. Anderson (bad pass; steal by D. Green),70,56
286,3,6:17.0,,Violation by Team (kicked ball),70,56
287,3,6:06.0,F. VanVleet makes 2-pt jump shot from 14 ft (assist by K. Lowry),,72,56
288,3,5:55.0,,J. Lin makes 3-pt jump shot from 25 ft (assist by M. Plumlee),72,59
289,3,5:46.0,Personal foul by D. Bembry (drawn by K. Lowry),,72,59
290,3,5:46.0,K. Lowry makes free throw 1 of 2,,73,59
291,3,5:46.0,,T. Prince enters the game for D. Bembry,73,59
292,3,5:46.0,K. Lowry makes free throw 2 of 2,,74,59
293,3,5:26.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Collins),74,61
294,3,5:18.0,K. Lowry misses 3-pt jump shot from 25 ft,,74,61
295,3,5:14.0,,Defensive rebound by M. Plumlee,74,61
296,3,5:14.0,,Personal foul by D. Green (drawn by J. Lin),74,61
297,3,5:03.0,,Def 3 sec tech foul by Team,74,61
298,3,5:03.0,,T. Prince makes technical free throw,74,62
299,3,4:55.0,,T. Prince makes 2-pt jump shot from 11 ft,74,64
300,3,4:30.0,D. Green makes 3-pt jump shot from 22 ft (assist by K. Lowry),,77,64
301,3,4:17.0,,M. Plumlee makes 2-pt layup from 8 ft,77,66
302,3,4:05.0,Turnover by P. Siakam (bad pass; steal by M. Plumlee),,77,66
303,3,3:56.0,,J. Anderson misses 3-pt jump shot from 24 ft,77,66
304,3,3:55.0,Defensive rebound by J. Valančiūnas,,77,66
305,3,3:55.0,Toronto full timeout,,77,66
306,3,3:55.0,S. Ibaka enters the game for J. Valančiūnas,,77,66
307,3,3:55.0,D. Wright enters the game for F. VanVleet,,77,66
308,3,3:55.0,,D. Dedmon enters the game for J. Lin,77,66
309,3,3:55.0,,T. Young enters the game for M. Plumlee,77,66
310,3,3:41.0,D. Green misses 3-pt jump shot from 23 ft (block by T. Prince),,77,66
311,3,3:37.0,,Defensive rebound by J. Collins,77,66
312,3,3:32.0,,Turnover by T. Young (lost ball; steal by D. Green),77,66
313,3,3:10.0,K. Lowry makes 2-pt jump shot from 20 ft,,79,66
314,3,2:55.0,,J. Collins misses 2-pt jump shot from 14 ft,79,66
315,3,2:52.0,Defensive rebound by K. Lowry,,79,66
316,3,2:47.0,P. Siakam misses 3-pt jump shot from 24 ft,,79,66
317,3,2:44.0,Offensive rebound by K. Lowry,,79,66
318,3,2:42.0,D. Green misses 3-pt jump shot from 23 ft,,79,66
319,3,2:38.0,Offensive rebound by P. Siakam,,79,66
320,3,2:33.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,81,66
321,3,2:33.0,,Atlanta full timeout,81,66
322,3,2:33.0,L. Brown enters the game for D. Green,,81,66
323,3,2:17.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Young),81,69
324,3,2:05.0,Def 3 sec tech foul by Team,,81,69
325,3,2:05.0,K. Lowry makes technical free throw,,82,69
326,3,1:58.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,84,69
327,3,1:58.0,Shooting foul by J. Collins (drawn by P. Siakam),,84,69
328,3,1:58.0,P. Siakam misses free throw 1 of 1,,84,69
329,3,1:58.0,,Defensive rebound by J. Collins,84,69
330,3,1:48.0,,T. Young misses 2-pt jump shot from 12 ft,84,69
331,3,1:46.0,Defensive rebound by S. Ibaka,,84,69
332,3,1:40.0,Shooting foul by D. Dedmon (drawn by S. Ibaka),,84,69
333,3,1:40.0,S. Ibaka makes free throw 1 of 2,,85,69
334,3,1:40.0,G. Monroe enters the game for K. Lowry,,85,69
335,3,1:40.0,F. VanVleet enters the game for P. Siakam,,85,69
336,3,1:40.0,,K. Huerter enters the game for J. Anderson,85,69
337,3,1:40.0,S. Ibaka makes free throw 2 of 2,,86,69
338,3,1:16.0,,T. Prince misses 3-pt jump shot from 25 ft,86,69
339,3,1:12.0,Defensive rebound by L. Brown,,86,69
340,3,1:00.0,Turnover by S. Ibaka (lost ball; steal by D. Dedmon),,86,69
341,3,0:56.0,,T. Prince misses 3-pt jump shot from 25 ft,86,69
342,3,0:52.0,Defensive rebound by G. Monroe,,86,69
343,3,0:44.0,Turnover by D. Wright (lost ball; steal by T. Young),,86,69
344,3,0:44.0,,Personal foul by D. Wright (drawn by T. Young),86,69
345,3,0:31.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),86,71
346,3,0:07.0,Turnover by Team (shot clock),,86,71
347,3,0:00.0,,Shooting foul by D. Wright (drawn by T. Young),86,71
348,3,0:00.0,,T. Young makes free throw 1 of 2,86,72
349,3,0:00.0,,T. Young makes free throw 2 of 2,86,73
350,4,11:35.0,D. Wright misses 3-pt jump shot from 25 ft,,86,73
351,4,11:31.0,,Defensive rebound by D. Dedmon,86,73
352,4,11:25.0,,D. Bembry makes 2-pt layup from 1 ft,86,75
353,4,11:11.0,D. Wright makes 2-pt layup from 2 ft (assist by F. VanVleet),,88,75
354,4,11:00.0,,T. Young misses 2-pt layup from 2 ft,88,75
355,4,10:56.0,Defensive rebound by S. Ibaka,,88,75
356,4,10:54.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by L. Brown),,90,75
357,4,10:37.0,,K. Huerter makes 3-pt jump shot from 23 ft (assist by D. Bembry),90,78
358,4,10:18.0,Offensive foul by S. Ibaka (drawn by D. Bembry),,90,78
359,4,10:18.0,Turnover by S. Ibaka (offensive foul),,90,78
360,4,10:18.0,D. Green enters the game for L. Brown,,90,78
361,4,10:00.0,,D. Bembry misses 3-pt jump shot from 25 ft,90,78
362,4,9:55.0,Defensive rebound by S. Ibaka,,90,78
363,4,9:38.0,F. VanVleet misses 2-pt layup from 7 ft,,90,78
364,4,9:37.0,Offensive rebound by G. Monroe,,90,78
365,4,9:37.0,G. Monroe misses 2-pt layup from 4 ft,,90,78
366,4,9:37.0,,Defensive rebound by D. Bembry,90,78
367,4,9:37.0,,Personal foul by G. Monroe (drawn by D. Bembry),90,78
368,4,9:27.0,,K. Huerter misses 2-pt jump shot from 12 ft,90,78
369,4,9:25.0,,Offensive rebound by K. Huerter,90,78
370,4,9:19.0,,D. Dedmon misses 2-pt jump shot from 13 ft,90,78
371,4,9:19.0,Defensive rebound by Team,,90,78
372,4,9:19.0,,Loose ball foul by D. Dedmon (drawn by G. Monroe),90,78
373,4,9:19.0,,J. Lin enters the game for D. Dedmon,90,78
374,4,9:19.0,,M. Plumlee enters the game for T. Young,90,78
375,4,9:05.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Wright),,93,78
376,4,8:49.0,,Turnover by J. Collins (lost ball; steal by G. Monroe),93,78
377,4,8:49.0,Personal foul by J. Collins (drawn by D. Wright),,93,78
378,4,8:49.0,P. Siakam enters the game for G. Monroe,,93,78
379,4,8:28.0,D. Wright misses 2-pt layup at rim,,93,78
380,4,8:27.0,Offensive rebound by S. Ibaka,,93,78
381,4,8:27.0,S. Ibaka makes 2-pt layup from 1 ft,,95,78
382,4,8:27.0,,Violation by Team (def goaltending),95,78
