,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:50.0,,B. Beal misses 2-pt jump shot from 20 ft,0,0
1,1,11:45.0,Defensive rebound by J. Collins,,0,0
2,1,11:32.0,D. Hamilton misses 3-pt jump shot from 26 ft,,0,0
3,1,11:30.0,,Defensive rebound by T. Bryant,0,0
4,1,11:24.0,,T. Satoranský makes 2-pt layup from 1 ft,0,2
5,1,11:04.0,K. Huerter makes 2-pt jump shot from 3 ft,,2,2
6,1,10:50.0,,T. Ariza makes 2-pt layup from 3 ft (assist by J. Green),2,4
7,1,10:50.0,,Shooting foul by J. Collins (drawn by T. Ariza),2,4
8,1,10:50.0,,T. Ariza misses free throw 1 of 1,2,4
9,1,10:48.0,Defensive rebound by D. Hamilton,,2,4
10,1,10:28.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by K. Huerter),,4,4
11,1,10:14.0,,Shooting foul by K. Huerter (drawn by T. Bryant),4,4
12,1,10:14.0,,T. Bryant makes free throw 1 of 2,4,5
13,1,10:14.0,,T. Bryant makes free throw 2 of 2,4,6
14,1,9:56.0,Turnover by K. Huerter (bad pass; steal by T. Ariza),,4,6
15,1,9:51.0,,T. Ariza misses 2-pt layup from 5 ft,4,6
16,1,9:46.0,,Offensive rebound by T. Satoranský,4,6
17,1,9:45.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by T. Satoranský),4,9
18,1,9:39.0,T. Young makes 3-pt jump shot from 26 ft,,7,9
19,1,9:21.0,,T. Ariza makes 2-pt dunk from 1 ft (assist by J. Green),7,11
20,1,9:07.0,Personal foul by B. Beal (drawn by D. Hamilton),,7,11
21,1,8:58.0,J. Collins makes 3-pt jump shot from 24 ft (assist by T. Young),,10,11
22,1,8:41.0,,J. Green makes 3-pt jump shot from 24 ft (assist by B. Beal),10,14
23,1,8:17.0,D. Hamilton makes 2-pt layup from 2 ft,,12,14
24,1,8:03.0,,Shooting foul by D. Dedmon (drawn by T. Bryant),12,14
25,1,8:03.0,,T. Bryant makes free throw 1 of 2,12,15
26,1,8:03.0,,T. Bryant makes free throw 2 of 2,12,16
27,1,7:46.0,Personal foul by T. Satoranský (drawn by D. Dedmon),,12,16
28,1,7:38.0,J. Collins makes 2-pt dunk from 2 ft (assist by T. Young),,14,16
29,1,7:18.0,,Personal foul by D. Dedmon (drawn by T. Bryant),14,16
30,1,7:18.0,A. Len enters the game for D. Dedmon,,14,16
31,1,7:09.0,,J. Green misses 3-pt jump shot from 26 ft,14,16
32,1,7:06.0,Defensive rebound by A. Len,,14,16
33,1,6:56.0,J. Collins makes 3-pt jump shot from 25 ft (assist by D. Hamilton),,17,16
34,1,6:41.0,,B. Beal makes 2-pt jump shot from 4 ft,17,18
35,1,6:24.0,A. Len misses 2-pt layup from 2 ft,,17,18
36,1,6:23.0,Offensive rebound by Team,,17,18
37,1,6:23.0,,Washington full timeout,17,18
38,1,6:23.0,D. Bembry enters the game for D. Hamilton,,17,18
39,1,6:18.0,T. Young misses 2-pt jump shot from 22 ft,,17,18
40,1,6:15.0,,Defensive rebound by T. Bryant,17,18
41,1,5:54.0,,B. Beal misses 2-pt layup from 2 ft,17,18
42,1,5:53.0,,Offensive rebound by T. Bryant,17,18
43,1,5:52.0,,T. Bryant makes 2-pt layup from 2 ft,17,20
44,1,5:41.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,19,20
45,1,5:18.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by T. Satoranský),19,22
46,1,4:55.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),,21,22
47,1,4:35.0,,T. Ariza misses 2-pt layup from 2 ft,21,22
48,1,4:33.0,Defensive rebound by J. Collins,,21,22
49,1,4:29.0,T. Young misses 3-pt jump shot from 27 ft,,21,22
50,1,4:25.0,,Defensive rebound by T. Satoranský,21,22
51,1,4:25.0,J. Anderson enters the game for J. Collins,,21,22
52,1,4:25.0,V. Carter enters the game for K. Huerter,,21,22
53,1,4:25.0,,O. Porter enters the game for J. Green,21,22
54,1,4:15.0,,Shooting foul by A. Len (drawn by T. Satoranský),21,22
55,1,4:15.0,,T. Satoranský misses free throw 1 of 2,21,22
56,1,4:15.0,,Offensive rebound by Team,21,22
57,1,4:15.0,J. Lin enters the game for T. Young,,21,22
58,1,4:15.0,,T. Satoranský makes free throw 2 of 2,21,23
59,1,4:00.0,A. Len makes 2-pt layup from 3 ft (assist by V. Carter),,23,23
60,1,3:46.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by B. Beal),23,26
61,1,3:25.0,V. Carter misses 3-pt jump shot from 27 ft,,23,26
62,1,3:23.0,Offensive rebound by D. Bembry,,23,26
63,1,3:15.0,J. Lin misses 3-pt jump shot from 26 ft,,23,26
64,1,3:15.0,,Defensive rebound by T. Ariza,23,26
65,1,3:15.0,,Personal foul by J. Anderson (drawn by T. Ariza),23,26
66,1,3:15.0,,T. Ariza misses free throw 1 of 2,23,26
67,1,3:15.0,,Offensive rebound by Team,23,26
68,1,3:15.0,,C. Randle enters the game for T. Satoranský,23,26
69,1,3:15.0,,Violation by T. Bryant (double lane),23,26
70,1,3:15.0,Violation by A. Len (double lane),,23,26
71,1,3:15.0,,S. Dekker enters the game for T. Ariza,23,26
72,1,3:02.0,,Shooting foul by D. Bembry (drawn by B. Beal),23,26
73,1,3:02.0,,B. Beal makes free throw 1 of 2,23,27
74,1,3:02.0,,B. Beal makes free throw 2 of 2,23,28
75,1,2:52.0,Shooting foul by S. Dekker (drawn by A. Len),,23,28
76,1,2:52.0,Atlanta full timeout,,23,28
77,1,2:52.0,K. Huerter enters the game for D. Bembry,,23,28
78,1,2:52.0,A. Len makes free throw 1 of 2,,24,28
79,1,2:52.0,A. Len misses free throw 2 of 2,,24,28
80,1,2:48.0,,Defensive rebound by T. Bryant,24,28
81,1,2:36.0,,T. Bryant makes 2-pt layup from 3 ft (assist by B. Beal),24,30
