,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
59,1,5:21.0,Defensive rebound by A. Aminu,,17,17
60,1,5:17.0,A. Aminu misses 2-pt layup from 2 ft,,17,17
61,1,5:13.0,Offensive rebound by J. Nurkić,,17,17
62,1,5:13.0,J. Nurkić misses 2-pt layup from 1 ft,,17,17
63,1,5:13.0,Offensive rebound by J. Nurkić,,17,17
64,1,5:12.0,J. Nurkić misses 2-pt layup from 1 ft (block by J. Jackson),,17,17
65,1,5:11.0,Offensive rebound by J. Nurkić,,17,17
66,1,5:09.0,J. Nurkić makes 2-pt layup at rim,,19,17
67,1,5:03.0,,Shooting foul by C. McCollum (drawn by D. Booker),19,17
68,1,5:03.0,,D. Booker makes free throw 1 of 2,19,18
69,1,5:03.0,E. Turner enters the game for M. Harkless,,19,18
70,1,5:03.0,,D. Booker makes free throw 2 of 2,19,19
71,1,4:47.0,J. Nurkić misses 2-pt hook shot from 4 ft,,19,19
72,1,4:46.0,Offensive rebound by E. Turner,,19,19
73,1,4:45.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by E. Turner),,22,19
74,1,4:38.0,,D. Booker makes 3-pt jump shot from 25 ft,22,22
75,1,4:26.0,C. McCollum makes 2-pt jump shot from 11 ft,,24,22
76,1,4:14.0,,D. Bender misses 2-pt layup from 1 ft,24,22
77,1,4:12.0,Defensive rebound by D. Lillard,,24,22
78,1,4:01.0,Turnover by E. Turner (bad pass; steal by K. Oubre),,24,22
79,1,4:01.0,Z. Collins enters the game for A. Aminu,,24,22
80,1,4:01.0,J. Layman enters the game for J. Nurkić,,24,22
81,1,4:01.0,,Q. Acy enters the game for D. Bender,24,22
82,1,4:01.0,,M. Bridges enters the game for J. Jackson,24,22
83,1,3:57.0,,K. Oubre misses 2-pt layup from 7 ft (block by D. Lillard),24,22
84,1,3:57.0,Defensive rebound by Team,,24,22
85,1,3:48.0,C. McCollum misses 3-pt jump shot from 25 ft,,24,22
86,1,3:46.0,,Defensive rebound by K. Oubre,24,22
87,1,3:46.0,,Personal foul by C. McCollum (drawn by K. Oubre),24,22
88,1,3:46.0,S. Curry enters the game for C. McCollum,,24,22
89,1,3:36.0,,D. Booker misses 3-pt jump shot from 25 ft,24,22
90,1,3:33.0,Defensive rebound by S. Curry,,24,22
91,1,3:23.0,D. Lillard misses 2-pt layup from 1 ft,,24,22
92,1,3:22.0,Offensive rebound by Z. Collins,,24,22
93,1,3:21.0,Z. Collins makes 2-pt layup from 1 ft,,26,22
94,1,2:58.0,,Turnover by D. Booker (lost ball; steal by J. Layman),26,22
95,1,2:55.0,J. Layman misses 2-pt layup from 1 ft,,26,22
96,1,2:53.0,,Defensive rebound by Q. Acy,26,22
97,1,2:48.0,,D. Booker makes 2-pt layup from 1 ft,26,24
98,1,2:32.0,Z. Collins misses 2-pt jump shot from 7 ft (block by K. Oubre),,26,24
99,1,2:32.0,,Defensive rebound by M. Bridges,26,24
100,1,2:15.0,,K. Oubre misses 2-pt layup from 1 ft (block by J. Layman),26,24
101,1,2:13.0,Defensive rebound by Z. Collins,,26,24
102,1,2:07.0,S. Curry misses 3-pt jump shot from 25 ft,,26,24
103,1,2:07.0,Offensive rebound by Team,,26,24
104,1,2:07.0,Portland full timeout,,26,24
105,1,2:07.0,,J. Crawford enters the game for D. Booker,26,24
106,1,1:56.0,D. Lillard misses 3-pt jump shot from 28 ft,,26,24
107,1,1:52.0,,Defensive rebound by M. Bridges,26,24
108,1,1:35.0,,K. Oubre misses 2-pt jump shot from 10 ft,26,24
109,1,1:35.0,,Offensive rebound by K. Oubre,26,24
110,1,1:35.0,,Shooting foul by J. Layman (drawn by K. Oubre),26,24
111,1,1:35.0,,K. Oubre makes free throw 1 of 2,26,25
112,1,1:35.0,,K. Oubre makes free throw 2 of 2,26,26
113,1,1:20.0,Turnover by E. Turner (bad pass; steal by M. Bridges),,26,26
114,1,1:17.0,,M. Bridges makes 3-pt jump shot from 25 ft,26,29
115,1,0:49.0,J. Layman makes 2-pt dunk at rim (assist by S. Curry),,28,29
116,1,0:34.0,,E. Okobo misses 2-pt jump shot from 13 ft,28,29
117,1,0:29.0,,Offensive rebound by K. Oubre,28,29
118,1,0:23.0,,K. Oubre makes 2-pt layup at rim,28,31
119,1,0:00.0,D. Lillard makes 2-pt layup at rim,,30,31
120,2,11:48.0,,M. Bridges makes 2-pt layup from 2 ft,30,33
121,2,11:33.0,J. Layman misses 3-pt jump shot from 25 ft,,30,33
122,2,11:31.0,,Defensive rebound by Q. Acy,30,33
123,2,11:23.0,,E. Okobo makes 3-pt jump shot from 25 ft (assist by Q. Acy),30,36
124,2,11:02.0,J. Layman makes 3-pt jump shot from 25 ft (assist by E. Turner),,33,36
125,2,10:43.0,,K. Oubre misses 3-pt jump shot from 25 ft,33,36
126,2,10:41.0,Defensive rebound by E. Turner,,33,36
127,2,10:28.0,S. Curry makes 2-pt jump shot from 10 ft (assist by J. Layman),,35,36
128,2,10:13.0,,Q. Acy misses 3-pt jump shot from 25 ft,35,36
129,2,10:10.0,Defensive rebound by M. Harkless,,35,36
130,2,10:01.0,Z. Collins misses 2-pt jump shot from 11 ft,,35,36
131,2,10:00.0,,Defensive rebound by Team,35,36
132,2,10:00.0,Loose ball foul by E. Turner (drawn by M. Bridges),,35,36
133,2,9:46.0,,E. Okobo misses 2-pt jump shot from 14 ft,35,36
134,2,9:44.0,,Offensive rebound by E. Okobo,35,36
135,2,9:43.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by E. Okobo),35,39
136,2,9:21.0,Turnover by S. Curry (bad pass; steal by K. Oubre),,35,39
137,2,9:17.0,,K. Oubre makes 2-pt layup from 1 ft,35,41
138,2,9:17.0,Portland full timeout,,35,41
139,2,9:17.0,,Technical foul by Q. Acy,35,41
140,2,9:17.0,Technical foul by Z. Collins,,35,41
141,2,9:04.0,Personal foul by K. Oubre (drawn by M. Harkless),,35,41
142,2,8:55.0,M. Harkless makes 2-pt layup from 1 ft (assist by E. Turner),,37,41
143,2,8:37.0,,J. Crawford misses 3-pt jump shot from 25 ft,37,41
144,2,8:33.0,Defensive rebound by J. Layman,,37,41
145,2,8:24.0,Turnover by Z. Collins (bad pass),,37,41
146,2,8:08.0,,K. Oubre misses 2-pt layup from 1 ft,37,41
147,2,8:07.0,Defensive rebound by Team,,37,41
148,2,8:07.0,,D. Bender enters the game for Q. Acy,37,41
149,2,8:07.0,,J. Jackson enters the game for K. Oubre,37,41
150,2,7:56.0,J. Layman makes 2-pt layup at rim (assist by Z. Collins),,39,41
151,2,7:41.0,,M. Bridges misses 2-pt layup from 1 ft,39,41
152,2,7:38.0,Defensive rebound by Z. Collins,,39,41
153,2,7:32.0,E. Turner misses 2-pt jump shot from 13 ft,,39,41
154,2,7:29.0,,Defensive rebound by J. Jackson,39,41
155,2,7:14.0,,Shooting foul by M. Harkless (drawn by D. Bender),39,41
156,2,7:14.0,,D. Bender makes free throw 1 of 2,39,42
157,2,7:14.0,,D. Booker enters the game for M. Bridges,39,42
158,2,7:14.0,,D. Bender makes free throw 2 of 2,39,43
159,2,6:54.0,M. Harkless misses 2-pt hook shot from 1 ft,,39,43
160,2,6:53.0,Offensive rebound by Z. Collins,,39,43
161,2,6:52.0,Shooting foul by D. Bender (drawn by Z. Collins),,39,43
162,2,6:52.0,Z. Collins makes free throw 1 of 2,,40,43
163,2,6:52.0,Z. Collins makes free throw 2 of 2,,41,43
164,2,6:38.0,,J. Jackson misses 3-pt jump shot from 23 ft,41,43
165,2,6:35.0,Defensive rebound by M. Harkless,,41,43
166,2,6:31.0,Turnover by J. Layman (bad pass; steal by D. Bender),,41,43
167,2,6:23.0,,J. Jackson misses 2-pt jump shot from 13 ft,41,43
168,2,6:19.0,,Offensive rebound by J. Jackson,41,43
169,2,6:18.0,,D. Bender makes 2-pt layup from 1 ft (assist by J. Jackson),41,45
170,2,6:18.0,,Shooting foul by Z. Collins (drawn by D. Bender),41,45
171,2,6:18.0,J. Nurkić enters the game for Z. Collins,,41,45
172,2,6:18.0,,D. Bender misses free throw 1 of 1,41,45
173,2,6:16.0,Defensive rebound by J. Nurkić,,41,45
174,2,5:58.0,J. Nurkić misses 2-pt layup from 1 ft,,41,45
175,2,5:56.0,,Defensive rebound by J. Jackson,41,45
176,2,5:52.0,,J. Jackson makes 2-pt layup from 1 ft,41,47
177,2,5:34.0,J. Nurkić misses 2-pt layup from 1 ft,,41,47
178,2,5:31.0,Offensive rebound by J. Layman,,41,47
179,2,5:31.0,Turnover by J. Layman (step out of bounds),,41,47
180,2,5:31.0,D. Lillard enters the game for M. Harkless,,41,47
181,2,5:14.0,,Turnover by D. Bender (traveling),41,47
182,2,4:55.0,E. Turner misses 2-pt jump shot from 8 ft,,41,47
183,2,4:54.0,,Defensive rebound by J. Jackson,41,47
184,2,4:44.0,,Offensive foul by J. Jackson (drawn by E. Turner),41,47
185,2,4:44.0,,Turnover by J. Jackson (offensive foul),41,47
186,2,4:28.0,E. Turner makes 2-pt layup from 1 ft (assist by J. Layman),,43,47
187,2,4:28.0,,Phoenix full timeout,43,47
188,2,4:28.0,,Q. Acy enters the game for D. Bender,43,47
189,2,4:28.0,,D. Melton enters the game for E. Okobo,43,47
190,2,4:15.0,,D. Booker misses 2-pt jump shot from 16 ft,43,47
191,2,4:11.0,Defensive rebound by J. Layman,,43,47
192,2,4:08.0,Personal foul by J. Crawford (drawn by D. Lillard),,43,47
193,2,4:02.0,Personal foul by D. Booker (drawn by J. Layman),,43,47
194,2,3:48.0,E. Turner misses 2-pt jump shot from 14 ft,,43,47
195,2,3:46.0,,Defensive rebound by D. Melton,43,47
196,2,3:40.0,,D. Melton misses 2-pt jump shot from 19 ft,43,47
197,2,3:38.0,Defensive rebound by D. Lillard,,43,47
198,2,3:30.0,D. Lillard misses 2-pt jump shot from 18 ft,,43,47
199,2,3:27.0,,Defensive rebound by Q. Acy,43,47
200,2,3:09.0,,Turnover by D. Melton (bad pass; steal by D. Lillard),43,47
201,2,3:02.0,Shooting foul by D. Melton (drawn by J. Nurkić),,43,47
202,2,3:02.0,J. Nurkić makes free throw 1 of 2,,44,47
203,2,3:02.0,M. Harkless enters the game for E. Turner,,44,47
204,2,3:02.0,,K. Oubre enters the game for J. Crawford,44,47
205,2,3:02.0,J. Nurkić makes free throw 2 of 2,,45,47
206,2,2:47.0,,Turnover by D. Booker (lost ball; steal by D. Lillard),45,47
207,2,2:44.0,Shooting foul by Q. Acy (drawn by J. Nurkić),,45,47
208,2,2:44.0,J. Nurkić makes free throw 1 of 2,,46,47
209,2,2:44.0,,J. Crawford enters the game for D. Melton,46,47
210,2,2:44.0,J. Nurkić makes free throw 2 of 2,,47,47
211,2,2:37.0,,Personal foul by M. Harkless (drawn by D. Booker),47,47
212,2,2:30.0,,D. Booker misses 3-pt jump shot from 25 ft,47,47
213,2,2:29.0,,Offensive rebound by Team,47,47
214,2,2:29.0,Loose ball foul by J. Nurkić (drawn by Q. Acy),,47,47
215,2,2:29.0,,Q. Acy misses free throw 1 of 2,47,47
216,2,2:29.0,,Offensive rebound by Team,47,47
217,2,2:29.0,,Q. Acy makes free throw 2 of 2,47,48
218,2,2:16.0,D. Lillard makes 2-pt layup from 1 ft,,49,48
219,2,1:54.0,,Q. Acy misses 3-pt jump shot from 23 ft,49,48
220,2,1:51.0,Defensive rebound by J. Layman,,49,48
221,2,1:42.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by D. Lillard),,52,48
222,2,1:26.0,,J. Crawford misses 3-pt jump shot from 25 ft,52,48
223,2,1:24.0,Defensive rebound by J. Nurkić,,52,48
224,2,1:17.0,Personal foul by K. Oubre (drawn by D. Lillard),,52,48
225,2,1:17.0,D. Lillard makes free throw 1 of 2,,53,48
226,2,1:17.0,D. Lillard makes free throw 2 of 2,,54,48
227,2,1:07.0,,J. Jackson misses 2-pt layup from 6 ft (block by J. Layman),54,48
228,2,1:07.0,,Offensive rebound by Team,54,48
229,2,1:00.0,,Personal foul by M. Harkless (drawn by D. Booker),54,48
230,2,1:00.0,,D. Booker makes free throw 1 of 2,54,49
231,2,1:00.0,,M. Bridges enters the game for J. Crawford,54,49
232,2,1:00.0,,D. Booker makes free throw 2 of 2,54,50
233,2,0:49.0,D. Lillard makes 2-pt layup from 1 ft,,56,50
234,2,0:34.0,,D. Booker misses 3-pt jump shot from 26 ft (block by D. Lillard),56,50
235,2,0:31.0,Defensive rebound by J. Layman,,56,50
236,2,0:25.0,Offensive foul by J. Nurkić (drawn by Q. Acy),,56,50
237,2,0:25.0,Turnover by J. Nurkić (offensive foul),,56,50
238,2,0:25.0,Z. Collins enters the game for J. Nurkić,,56,50
239,2,0:25.0,,J. Crawford enters the game for M. Bridges,56,50
240,2,0:02.0,,D. Booker makes 2-pt jump shot from 16 ft,56,52
241,2,0:00.0,D. Lillard misses 3-pt jump shot from 42 ft,,56,52
242,2,0:00.0,Offensive rebound by Team,,56,52
243,3,11:44.0,,D. Booker makes 2-pt jump shot from 6 ft,56,54
244,3,11:28.0,C. McCollum misses 3-pt jump shot from 25 ft,,56,54
245,3,11:24.0,,Defensive rebound by M. Bridges,56,54
246,3,11:19.0,,J. Jackson misses 3-pt jump shot from 26 ft,56,54
247,3,11:16.0,Defensive rebound by J. Nurkić,,56,54
248,3,11:01.0,A. Aminu makes 2-pt layup from 1 ft (assist by M. Harkless),,58,54
249,3,10:39.0,,Turnover by D. Booker (bad pass),58,54
250,3,10:25.0,J. Nurkić misses 2-pt layup from 2 ft,,58,54
251,3,10:25.0,,Defensive rebound by Team,58,54
252,3,10:16.0,,Turnover by D. Booker (out of bounds lost ball),58,54
253,3,10:03.0,Personal foul by D. Melton (drawn by D. Lillard),,58,54
254,3,9:51.0,J. Nurkić makes 2-pt hook shot from 3 ft (assist by M. Harkless),,60,54
255,3,9:40.0,,D. Bender misses 3-pt jump shot from 25 ft,60,54
256,3,9:39.0,Defensive rebound by J. Nurkić,,60,54
257,3,9:28.0,D. Lillard makes 2-pt jump shot from 4 ft,,62,54
258,3,9:28.0,,Phoenix full timeout,62,54
259,3,9:09.0,,J. Jackson misses 3-pt jump shot from 27 ft,62,54
260,3,9:05.0,Defensive rebound by C. McCollum,,62,54
261,3,8:57.0,Turnover by M. Harkless (bad pass; steal by D. Bender),,62,54
262,3,8:46.0,,Personal foul by D. Lillard (drawn by D. Melton),62,54
263,3,8:46.0,,K. Oubre enters the game for M. Bridges,62,54
264,3,8:41.0,,Turnover by D. Booker (bad pass),62,54
265,3,8:34.0,Turnover by A. Aminu (traveling),,62,54
266,3,8:18.0,,K. Oubre misses 3-pt jump shot from 25 ft,62,54
267,3,8:13.0,,Offensive rebound by D. Melton,62,54
268,3,8:13.0,,D. Melton makes 2-pt layup from 1 ft,62,56
269,3,8:10.0,Personal take foul by J. Jackson (drawn by D. Lillard),,62,56
270,3,8:10.0,,E. Okobo enters the game for D. Melton,62,56
271,3,8:00.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,65,56
272,3,7:46.0,,Personal foul by D. Lillard (drawn by E. Okobo),65,56
273,3,7:37.0,,D. Booker misses 2-pt jump shot from 1 ft,65,56
274,3,7:36.0,Defensive rebound by A. Aminu,,65,56
275,3,7:30.0,J. Nurkić misses 2-pt hook shot from 1 ft (block by K. Oubre),,65,56
276,3,7:27.0,Offensive rebound by A. Aminu,,65,56
277,3,7:26.0,A. Aminu makes 2-pt layup from 1 ft,,67,56
278,3,7:14.0,,K. Oubre makes 2-pt dunk at rim,67,58
279,3,6:56.0,C. McCollum makes 2-pt layup from 1 ft,,69,58
280,3,6:44.0,,D. Booker misses 2-pt layup from 1 ft,69,58
281,3,6:42.0,,Offensive rebound by J. Jackson,69,58
282,3,6:41.0,,J. Jackson misses 2-pt dunk from 2 ft (block by J. Nurkić),69,58
283,3,6:41.0,,Offensive rebound by Team,69,58
284,3,6:34.0,,E. Okobo makes 3-pt jump shot from 27 ft (assist by D. Booker),69,61
285,3,6:22.0,Turnover by C. McCollum (step out of bounds),,69,61
286,3,6:22.0,,J. Crawford enters the game for D. Booker,69,61
287,3,6:09.0,,D. Bender makes 3-pt jump shot from 26 ft (assist by J. Crawford),69,64
288,3,5:54.0,C. McCollum misses 2-pt jump shot from 8 ft,,69,64
289,3,5:53.0,,Defensive rebound by J. Jackson,69,64
290,3,5:50.0,,J. Jackson misses 2-pt layup from 1 ft,69,64
291,3,5:49.0,Defensive rebound by M. Harkless,,69,64
292,3,5:47.0,Personal foul by E. Okobo (drawn by M. Harkless),,69,64
293,3,5:30.0,D. Lillard misses 2-pt jump shot from 11 ft,,69,64
294,3,5:30.0,Offensive rebound by Team,,69,64
295,3,5:29.0,Personal foul by D. Bender (drawn by J. Nurkić),,69,64
296,3,5:29.0,J. Layman enters the game for M. Harkless,,69,64
297,3,5:29.0,,Q. Acy enters the game for D. Bender,69,64
298,3,5:29.0,,M. Bridges enters the game for J. Jackson,69,64
299,3,5:19.0,J. Layman misses 3-pt jump shot from 24 ft,,69,64
300,3,5:17.0,,Defensive rebound by J. Crawford,69,64
301,3,5:13.0,,E. Okobo makes 2-pt layup from 1 ft (assist by J. Crawford),69,66
302,3,5:13.0,,Shooting foul by J. Layman (drawn by E. Okobo),69,66
303,3,5:13.0,,E. Okobo makes free throw 1 of 1,69,67
304,3,4:56.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by A. Aminu),,71,67
305,3,4:42.0,,K. Oubre makes 2-pt layup at rim (assist by J. Crawford),71,69
306,3,4:31.0,C. McCollum makes 2-pt jump shot from 15 ft (assist by J. Nurkić),,73,69
307,3,4:21.0,,E. Okobo makes 3-pt jump shot from 25 ft (assist by K. Oubre),73,72
308,3,4:07.0,Shooting foul by E. Okobo (drawn by D. Lillard),,73,72
309,3,4:07.0,D. Lillard makes free throw 1 of 2,,74,72
310,3,4:07.0,E. Turner enters the game for A. Aminu,,74,72
311,3,4:07.0,D. Lillard makes free throw 2 of 2,,75,72
312,3,3:56.0,,Offensive foul by K. Oubre (drawn by J. Nurkić),75,72
313,3,3:56.0,,Turnover by K. Oubre (offensive foul),75,72
314,3,3:42.0,D. Lillard misses 2-pt jump shot from 15 ft,,75,72
315,3,3:42.0,Offensive rebound by Team,,75,72
316,3,3:42.0,,Loose ball foul by Q. Acy (drawn by J. Nurkić),75,72
317,3,3:42.0,J. Nurkić makes free throw 1 of 2,,76,72
318,3,3:42.0,J. Nurkić makes free throw 2 of 2,,77,72
319,3,3:21.0,,M. Bridges misses 3-pt jump shot from 25 ft,77,72
320,3,3:18.0,Defensive rebound by J. Nurkić,,77,72
321,3,3:03.0,J. Layman makes 2-pt layup from 2 ft (assist by D. Lillard),,79,72
322,3,2:47.0,,J. Crawford makes 2-pt jump shot from 18 ft,79,74
323,3,2:26.0,J. Nurkić makes 2-pt jump shot from 20 ft,,81,74
324,3,2:09.0,,J. Crawford makes 2-pt jump shot from 12 ft,81,76
325,3,2:08.0,Portland full timeout,,81,76
326,3,2:08.0,Z. Collins enters the game for C. McCollum,,81,76
327,3,2:08.0,S. Curry enters the game for J. Nurkić,,81,76
328,3,2:08.0,,D. Bender enters the game for Q. Acy,81,76
329,3,2:08.0,,D. Booker enters the game for M. Bridges,81,76
330,3,2:08.0,,J. Jackson enters the game for E. Okobo,81,76
331,3,1:43.0,S. Curry misses 2-pt jump shot from 12 ft,,81,76
332,3,1:41.0,Offensive rebound by Z. Collins,,81,76
333,3,1:39.0,J. Layman makes 2-pt layup from 1 ft (assist by Z. Collins),,83,76
334,3,1:18.0,,K. Oubre misses 2-pt layup from 2 ft,83,76
335,3,1:18.0,,Offensive rebound by K. Oubre,83,76
336,3,1:15.0,,K. Oubre misses 2-pt layup from 1 ft,83,76
337,3,1:14.0,Defensive rebound by E. Turner,,83,76
338,3,1:11.0,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),,85,76
339,3,0:52.0,,D. Booker misses 2-pt jump shot from 13 ft,85,76
340,3,0:50.0,Defensive rebound by Z. Collins,,85,76
341,3,0:31.0,S. Curry misses 3-pt jump shot from 26 ft,,85,76
342,3,0:28.0,,Defensive rebound by D. Booker,85,76
343,3,0:23.0,,K. Oubre misses 3-pt jump shot from 24 ft,85,76
344,3,0:19.0,Defensive rebound by Z. Collins,,85,76
345,3,0:04.0,Personal foul by D. Booker (drawn by D. Lillard),,85,76
346,3,0:04.0,,Technical foul by J. Jackson,85,76
347,3,0:04.0,D. Lillard makes technical free throw,,86,76
348,3,0:04.0,D. Lillard makes free throw 1 of 2,,87,76
349,3,0:04.0,D. Lillard makes free throw 2 of 2,,88,76
350,3,0:00.0,,K. Oubre misses 3-pt jump shot from 39 ft,88,76
351,3,0:00.0,,Offensive rebound by Team,88,76
352,4,11:48.0,S. Curry makes 3-pt jump shot from 26 ft (assist by E. Turner),,91,76
353,4,11:31.0,,Turnover by J. Crawford (bad pass; steal by S. Curry),91,76
354,4,11:26.0,J. Layman makes 2-pt dunk from 2 ft (assist by S. Curry),,93,76
355,4,11:25.0,,Phoenix full timeout,93,76
356,4,11:10.0,,Turnover by D. Booker (bad pass; steal by S. Curry),93,76
357,4,11:06.0,S. Curry makes 2-pt layup from 1 ft,,95,76
358,4,10:51.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Crawford),95,79
359,4,10:51.0,,Shooting foul by J. Layman (drawn by K. Oubre),95,79
360,4,10:51.0,,K. Oubre makes free throw 1 of 1,95,80
361,4,10:41.0,Turnover by J. Layman (bad pass; steal by J. Crawford),,95,80
362,4,10:39.0,,Personal foul by J. Layman (drawn by K. Oubre),95,80
363,4,10:31.0,,J. Jackson misses 3-pt jump shot from 25 ft,95,80
364,4,10:28.0,Defensive rebound by S. Curry,,95,80
365,4,10:17.0,S. Curry makes 2-pt jump shot from 17 ft,,97,80
366,4,9:58.0,,J. Crawford misses 2-pt jump shot from 19 ft (block by S. Curry),97,80
367,4,9:56.0,Defensive rebound by S. Curry,,97,80
368,4,9:53.0,J. Layman makes 3-pt jump shot from 25 ft (assist by S. Curry),,100,80
369,4,9:51.0,,Phoenix full timeout,100,80
370,4,9:40.0,,Shooting foul by Z. Collins (drawn by K. Oubre),100,80
371,4,9:40.0,,K. Oubre makes free throw 1 of 2,100,81
372,4,9:40.0,,K. Oubre makes free throw 2 of 2,100,82
373,4,9:23.0,J. Layman misses 3-pt jump shot from 25 ft,,100,82
374,4,9:20.0,,Defensive rebound by J. Jackson,100,82
375,4,9:16.0,,D. Booker misses 2-pt jump shot from 10 ft,100,82
376,4,9:15.0,,Offensive rebound by Team,100,82
377,4,9:15.0,Loose ball foul by Z. Collins (drawn by D. Bender),,100,82
378,4,9:08.0,,Turnover by D. Booker (bad pass; steal by Z. Collins),100,82
379,4,9:02.0,C. McCollum makes 3-pt jump shot from 25 ft,,103,82
380,4,8:35.0,,D. Booker makes 2-pt layup at rim,103,84
381,4,8:21.0,Personal foul by K. Oubre (drawn by E. Turner),,103,84
382,4,8:21.0,,M. Bridges enters the game for J. Crawford,103,84
383,4,8:21.0,,E. Okobo enters the game for J. Jackson,103,84
384,4,8:12.0,J. Layman misses 2-pt jump shot from 10 ft,,103,84
385,4,8:09.0,,Defensive rebound by E. Okobo,103,84
386,4,8:00.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by D. Booker),103,87
