,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CLEVELAND_ACTION,ATLANTA_SCORE,CLEVELAND_SCORE
0,1,11:46.0,,Def 3 sec tech foul by Team,0,0
1,1,11:46.0,,G. Hill makes technical free throw,0,1
2,1,11:39.0,,R. Hood makes 2-pt jump shot from 18 ft,0,3
3,1,11:23.0,Turnover by V. Carter (bad pass; steal by S. Dekker),,0,3
4,1,11:11.0,,G. Hill misses 2-pt jump shot from 10 ft,0,3
5,1,11:09.0,Defensive rebound by K. Bazemore,,0,3
6,1,11:02.0,Turnover by K. Bazemore (bad pass),,0,3
7,1,10:47.0,,R. Hood misses 2-pt jump shot from 15 ft,0,3
8,1,10:45.0,Defensive rebound by K. Bazemore,,0,3
9,1,10:37.0,T. Young makes 2-pt layup from 3 ft,,2,3
10,1,10:27.0,,G. Hill makes 2-pt jump shot from 16 ft,2,5
11,1,10:17.0,T. Prince misses 3-pt jump shot from 28 ft,,2,5
12,1,10:14.0,,Defensive rebound by T. Thompson,2,5
13,1,10:07.0,,C. Osman misses 3-pt jump shot from 27 ft,2,5
14,1,10:04.0,Defensive rebound by T. Prince,,2,5
15,1,9:55.0,K. Bazemore misses 3-pt jump shot from 22 ft,,2,5
16,1,9:53.0,,Defensive rebound by C. Osman,2,5
17,1,9:42.0,,T. Thompson misses 2-pt jump shot from 11 ft,2,5
18,1,9:41.0,,Offensive rebound by T. Thompson,2,5
19,1,9:38.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by T. Thompson),2,8
20,1,9:27.0,V. Carter makes 3-pt jump shot from 29 ft (assist by T. Young),,5,8
21,1,9:07.0,,Shooting foul by A. Len (drawn by G. Hill),5,8
22,1,9:07.0,,G. Hill makes free throw 1 of 2,5,9
23,1,9:07.0,,G. Hill makes free throw 2 of 2,5,10
24,1,9:00.0,Personal foul by G. Hill (drawn by T. Young),,5,10
25,1,8:55.0,Personal foul by G. Hill (drawn by A. Len),,5,10
26,1,8:48.0,Turnover by T. Young (bad pass),,5,10
27,1,8:48.0,,C. Sexton enters the game for G. Hill,5,10
28,1,8:32.0,,S. Dekker makes 2-pt layup from 1 ft (assist by C. Sexton),5,12
29,1,8:22.0,Shooting foul by C. Sexton (drawn by T. Young),,5,12
30,1,8:22.0,T. Young makes free throw 1 of 2,,6,12
31,1,8:22.0,T. Young makes free throw 2 of 2,,7,12
32,1,8:10.0,,C. Sexton misses 2-pt jump shot from 17 ft,7,12
33,1,8:07.0,Defensive rebound by K. Bazemore,,7,12
34,1,8:04.0,T. Young misses 3-pt jump shot from 33 ft,,7,12
35,1,7:59.0,,Defensive rebound by C. Osman,7,12
36,1,7:53.0,,R. Hood makes 2-pt dunk from 1 ft (assist by C. Osman),7,14
37,1,7:43.0,K. Bazemore misses 3-pt jump shot from 26 ft,,7,14
38,1,7:40.0,,Defensive rebound by T. Thompson,7,14
39,1,7:34.0,,R. Hood makes 3-pt jump shot from 25 ft,7,17
40,1,7:33.0,Atlanta full timeout,,7,17
41,1,7:33.0,J. Lin enters the game for T. Young,,7,17
42,1,7:15.0,T. Prince makes 2-pt layup from 2 ft (assist by K. Bazemore),,9,17
43,1,6:58.0,,S. Dekker misses 2-pt jump shot from 9 ft,9,17
44,1,6:56.0,,Offensive rebound by C. Sexton,9,17
45,1,6:55.0,,C. Sexton misses 2-pt layup from 1 ft (block by A. Len),9,17
46,1,6:51.0,Defensive rebound by A. Len,,9,17
47,1,6:43.0,A. Len makes 2-pt dunk from 1 ft (assist by T. Prince),,11,17
48,1,6:24.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by C. Osman),11,20
49,1,6:03.0,A. Len makes 3-pt jump shot from 24 ft (assist by V. Carter),,14,20
50,1,5:41.0,,Shooting foul by J. Lin (drawn by C. Osman),14,20
51,1,5:41.0,,C. Osman makes free throw 1 of 2,14,21
52,1,5:41.0,D. Bembry enters the game for K. Bazemore,,14,21
53,1,5:41.0,D. Dedmon enters the game for V. Carter,,14,21
54,1,5:41.0,O. Spellman enters the game for A. Len,,14,21
55,1,5:41.0,,C. Osman misses free throw 2 of 2,14,21
56,1,5:39.0,Defensive rebound by D. Dedmon,,14,21
57,1,5:28.0,D. Dedmon makes 2-pt hook shot from 9 ft (assist by J. Lin),,16,21
58,1,5:20.0,,Turnover by C. Sexton (lost ball; steal by T. Prince),16,21
59,1,5:15.0,D. Bembry makes 2-pt dunk from 3 ft (assist by T. Prince),,18,21
60,1,4:57.0,,T. Thompson makes 2-pt hook shot from 5 ft,18,23
61,1,4:41.0,J. Lin misses 2-pt layup from 14 ft (block by C. Sexton),,18,23
62,1,4:37.0,,Defensive rebound by C. Sexton,18,23
63,1,4:35.0,,C. Sexton makes 2-pt layup at rim,18,25
64,1,4:22.0,T. Prince misses 2-pt layup from 2 ft,,18,25
65,1,4:22.0,,Defensive rebound by T. Thompson,18,25
66,1,4:22.0,,Personal foul by D. Dedmon (drawn by T. Thompson),18,25
67,1,4:22.0,K. Huerter enters the game for T. Prince,,18,25
68,1,4:22.0,,J. Clarkson enters the game for S. Dekker,18,25
69,1,4:22.0,,K. Korver enters the game for C. Osman,18,25
70,1,4:22.0,,L. Nance enters the game for T. Thompson,18,25
71,1,4:02.0,,R. Hood misses 2-pt jump shot from 13 ft,18,25
72,1,4:00.0,,Offensive rebound by C. Sexton,18,25
73,1,3:54.0,,R. Hood makes 2-pt layup at rim (assist by L. Nance),18,27
74,1,3:40.0,D. Bembry misses 2-pt jump shot from 13 ft,,18,27
75,1,3:37.0,,Defensive rebound by K. Korver,18,27
76,1,3:30.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by C. Sexton),18,29
77,1,3:17.0,J. Lin misses 2-pt jump shot from 20 ft,,18,29
78,1,3:15.0,,Defensive rebound by K. Korver,18,29
79,1,3:08.0,,K. Korver misses 3-pt jump shot from 28 ft,18,29
80,1,3:06.0,Defensive rebound by D. Dedmon,,18,29
81,1,2:51.0,O. Spellman makes 3-pt jump shot from 27 ft (assist by J. Lin),,21,29
82,1,2:40.0,,Cleveland full timeout,21,29
83,1,2:40.0,,D. Nwaba enters the game for R. Hood,21,29
84,1,2:33.0,,Personal foul by D. Bembry (drawn by J. Clarkson),21,29
85,1,2:23.0,,Personal foul by D. Dedmon (drawn by C. Sexton),21,29
86,1,2:23.0,,C. Sexton makes free throw 1 of 2,21,30
87,1,2:23.0,,C. Sexton misses free throw 2 of 2,21,30
88,1,2:21.0,Defensive rebound by O. Spellman,,21,30
89,1,2:12.0,D. Dedmon makes 2-pt dunk from 1 ft (assist by J. Lin),,23,30
90,1,1:54.0,,J. Clarkson misses 3-pt jump shot from 24 ft,23,30
91,1,1:52.0,Defensive rebound by O. Spellman,,23,30
92,1,1:47.0,J. Lin makes 2-pt jump shot from 15 ft,,25,30
93,1,1:28.0,,L. Nance misses 2-pt jump shot from 17 ft (block by D. Dedmon),25,30
94,1,1:25.0,Defensive rebound by D. Dedmon,,25,30
95,1,1:22.0,K. Huerter makes 3-pt jump shot from 23 ft (assist by J. Lin),,28,30
96,1,1:12.0,,Def 3 sec tech foul by Team,28,30
97,1,1:12.0,,C. Sexton makes technical free throw,28,31
98,1,1:12.0,M. Plumlee enters the game for D. Dedmon,,28,31
99,1,1:01.0,,K. Korver makes 2-pt jump shot from 7 ft,28,33
100,1,0:47.0,Turnover by J. Lin (traveling),,28,33
101,1,0:35.0,,D. Nwaba misses 3-pt jump shot from 25 ft,28,33
102,1,0:32.0,Defensive rebound by D. Bembry,,28,33
103,1,0:28.0,J. Lin misses 3-pt jump shot from 26 ft,,28,33
104,1,0:24.0,Offensive rebound by M. Plumlee,,28,33
105,1,0:20.0,D. Bembry makes 3-pt jump shot from 27 ft (assist by M. Plumlee),,31,33
106,1,0:03.0,,Personal foul by O. Spellman (drawn by L. Nance),31,33
107,1,0:03.0,,L. Nance makes free throw 1 of 2,31,34
108,1,0:03.0,T. Young enters the game for M. Plumlee,,31,34
109,1,0:03.0,,L. Nance makes free throw 2 of 2,31,35
110,2,11:48.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Young),,33,35
111,2,11:27.0,,K. Korver misses 3-pt jump shot from 25 ft,33,35
112,2,11:25.0,Defensive rebound by A. Len,,33,35
113,2,11:19.0,T. Young makes 3-pt jump shot from 30 ft (assist by D. Bembry),,36,35
114,2,10:58.0,,J. Clarkson makes 2-pt jump shot from 17 ft,36,37
115,2,10:44.0,Personal foul by L. Nance (drawn by T. Young),,36,37
116,2,10:44.0,,G. Hill enters the game for C. Sexton,36,37
117,2,10:37.0,V. Carter makes 3-pt jump shot from 26 ft (assist by D. Bembry),,39,37
118,2,10:18.0,,J. Clarkson makes 2-pt jump shot from 15 ft,39,39
119,2,10:05.0,K. Huerter misses 3-pt jump shot from 26 ft,,39,39
120,2,10:02.0,,Defensive rebound by D. Nwaba,39,39
121,2,9:57.0,,D. Nwaba makes 2-pt layup from 1 ft,39,41
122,2,9:37.0,V. Carter misses 3-pt jump shot from 27 ft,,39,41
123,2,9:34.0,,Defensive rebound by G. Hill,39,41
124,2,9:21.0,,J. Clarkson misses 2-pt jump shot from 8 ft,39,41
125,2,9:19.0,Defensive rebound by A. Len,,39,41
126,2,9:09.0,V. Carter makes 2-pt layup from 2 ft (assist by D. Bembry),,41,41
127,2,8:54.0,,L. Nance misses 2-pt jump shot from 20 ft,41,41
128,2,8:51.0,Defensive rebound by A. Len,,41,41
129,2,8:44.0,T. Young misses 2-pt layup from 2 ft,,41,41
130,2,8:38.0,,Defensive rebound by D. Nwaba,41,41
131,2,8:35.0,,K. Korver misses 3-pt jump shot from 26 ft,41,41
132,2,8:32.0,Defensive rebound by A. Len,,41,41
133,2,8:32.0,Atlanta full timeout,,41,41
134,2,8:32.0,K. Bazemore enters the game for D. Bembry,,41,41
135,2,8:32.0,T. Prince enters the game for K. Huerter,,41,41
136,2,8:32.0,,S. Dekker enters the game for D. Nwaba,41,41
137,2,8:19.0,T. Young makes 2-pt jump shot from 16 ft,,43,41
138,2,8:04.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by L. Nance),43,44
139,2,7:47.0,K. Bazemore misses 3-pt jump shot from 22 ft,,43,44
140,2,7:45.0,Offensive rebound by K. Bazemore,,43,44
141,2,7:43.0,Shooting foul by K. Korver (drawn by A. Len),,43,44
142,2,7:43.0,A. Len misses free throw 1 of 2,,43,44
143,2,7:43.0,Offensive rebound by Team,,43,44
144,2,7:43.0,,R. Hood enters the game for J. Clarkson,43,44
145,2,7:43.0,,C. Osman enters the game for K. Korver,43,44
146,2,7:43.0,A. Len makes free throw 2 of 2,,44,44
147,2,7:17.0,,G. Hill makes 2-pt layup at rim (assist by L. Nance),44,46
148,2,7:10.0,Shooting foul by R. Hood (drawn by A. Len),,44,46
149,2,7:10.0,A. Len makes free throw 1 of 2,,45,46
150,2,7:10.0,,T. Thompson enters the game for L. Nance,45,46
151,2,7:10.0,A. Len misses free throw 2 of 2,,45,46
152,2,7:08.0,,Defensive rebound by S. Dekker,45,46
153,2,6:54.0,,Shooting foul by V. Carter (drawn by T. Thompson),45,46
154,2,6:54.0,,T. Thompson misses free throw 1 of 2,45,46
155,2,6:54.0,,Offensive rebound by Team,45,46
156,2,6:54.0,D. Dedmon enters the game for A. Len,,45,46
157,2,6:54.0,,T. Thompson misses free throw 2 of 2,45,46
158,2,6:54.0,Defensive rebound by V. Carter,,45,46
159,2,6:42.0,D. Dedmon misses 2-pt hook shot from 8 ft,,45,46
160,2,6:35.0,Offensive rebound by V. Carter,,45,46
161,2,6:35.0,V. Carter misses 2-pt dunk at rim,,45,46
