,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
0,1,11:44.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by K. Knox),0,2
1,1,11:27.0,B. Portis misses 2-pt layup from 3 ft (block by M. Robinson),,0,2
2,1,11:23.0,Offensive rebound by T. Satoranský,,0,2
3,1,11:18.0,T. Brown makes 2-pt jump shot from 8 ft (assist by T. Satoranský),,2,2
4,1,11:07.0,,M. Hezonja makes 2-pt layup from 1 ft,2,4
5,1,10:59.0,B. Beal misses 3-pt jump shot from 25 ft,,2,4
6,1,10:55.0,,Defensive rebound by M. Robinson,2,4
7,1,10:40.0,,L. Kornet misses 3-pt jump shot from 27 ft,2,4
8,1,10:36.0,Defensive rebound by T. Bryant,,2,4
9,1,10:32.0,B. Portis misses 2-pt layup from 1 ft,,2,4
10,1,10:29.0,,Defensive rebound by D. Dotson,2,4
11,1,10:15.0,,Turnover by M. Hezonja (bad pass; steal by B. Beal),2,4
12,1,10:05.0,T. Brown makes 2-pt jump shot from 21 ft,,4,4
13,1,9:50.0,,D. Dotson misses 3-pt jump shot from 25 ft,4,4
14,1,9:45.0,Defensive rebound by B. Portis,,4,4
15,1,9:34.0,T. Satoranský misses 3-pt jump shot from 24 ft,,4,4
16,1,9:30.0,,Defensive rebound by M. Robinson,4,4
17,1,9:25.0,,K. Knox misses 3-pt jump shot from 25 ft,4,4
18,1,9:22.0,Defensive rebound by T. Bryant,,4,4
19,1,9:11.0,B. Portis misses 3-pt jump shot from 25 ft,,4,4
20,1,9:05.0,,Defensive rebound by M. Hezonja,4,4
21,1,8:59.0,,M. Hezonja makes 2-pt layup from 1 ft,4,6
22,1,8:45.0,B. Beal misses 2-pt jump shot from 19 ft,,4,6
23,1,8:43.0,,Defensive rebound by K. Knox,4,6
24,1,8:25.0,,L. Kornet misses 3-pt jump shot from 26 ft,4,6
25,1,8:19.0,Defensive rebound by T. Brown,,4,6
26,1,8:12.0,B. Beal misses 2-pt jump shot from 12 ft,,4,6
27,1,8:10.0,Offensive rebound by B. Portis,,4,6
28,1,8:09.0,B. Portis misses 2-pt layup from 2 ft (block by L. Kornet),,4,6
29,1,8:09.0,Offensive rebound by T. Satoranský,,4,6
30,1,8:04.0,B. Beal misses 3-pt jump shot from 24 ft,,4,6
31,1,8:02.0,Offensive rebound by B. Portis,,4,6
32,1,8:01.0,B. Portis misses 2-pt layup from 1 ft (block by L. Kornet),,4,6
33,1,8:01.0,,Defensive rebound by K. Knox,4,6
34,1,7:54.0,,K. Knox misses 2-pt layup at rim,4,6
35,1,7:52.0,Defensive rebound by T. Bryant,,4,6
36,1,7:47.0,B. Beal makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,7,6
37,1,7:23.0,,M. Hezonja misses 3-pt jump shot from 26 ft,7,6
38,1,7:16.0,Defensive rebound by B. Beal,,7,6
39,1,7:13.0,T. Bryant makes 2-pt dunk at rim (assist by B. Beal),,9,6
40,1,6:52.0,,K. Knox makes 2-pt layup from 2 ft (assist by M. Hezonja),9,8
41,1,6:44.0,B. Beal misses 2-pt layup from 1 ft,,9,8
42,1,6:43.0,,Defensive rebound by L. Kornet,9,8
43,1,6:36.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by M. Hezonja),9,11
44,1,6:19.0,T. Brown misses 3-pt jump shot from 27 ft,,9,11
45,1,6:19.0,,Defensive rebound by M. Robinson,9,11
46,1,6:05.0,,Personal foul by T. Brown (drawn by M. Hezonja),9,11
47,1,6:05.0,,New York full timeout,9,11
48,1,5:52.0,,M. Hezonja makes 2-pt jump shot from 10 ft (assist by D. Dotson),9,13
49,1,5:32.0,T. Bryant misses 2-pt hook shot from 6 ft (block by M. Robinson),,9,13
50,1,5:29.0,Offensive rebound by T. Bryant,,9,13
51,1,5:25.0,Turnover by Team (shot clock),,9,13
52,1,5:06.0,,Shooting foul by B. Beal (drawn by K. Knox),9,13
53,1,5:06.0,,K. Knox makes free throw 1 of 2,9,14
54,1,5:06.0,,K. Knox makes free throw 2 of 2,9,15
55,1,4:54.0,B. Beal misses 2-pt jump shot from 20 ft,,9,15
56,1,4:52.0,,Defensive rebound by M. Robinson,9,15
57,1,4:44.0,,K. Knox makes 3-pt jump shot from 23 ft (assist by L. Kornet),9,18
58,1,4:35.0,T. Bryant makes 3-pt jump shot from 24 ft (assist by T. Satoranský),,12,18
59,1,4:17.0,,Shooting foul by T. Brown (drawn by K. Knox),12,18
60,1,4:17.0,,K. Knox misses free throw 1 of 2,12,18
61,1,4:17.0,,Offensive rebound by Team,12,18
62,1,4:17.0,J. Green enters the game for T. Brown,,12,18
63,1,4:17.0,,D. Smith enters the game for D. Dotson,12,18
64,1,4:17.0,,K. Knox makes free throw 2 of 2,12,19
65,1,4:10.0,Personal foul by D. Smith (drawn by T. Satoranský),,12,19
66,1,4:04.0,T. Bryant makes 2-pt layup from 1 ft (assist by B. Beal),,14,19
67,1,4:04.0,Personal foul by M. Robinson (drawn by T. Bryant),,14,19
68,1,4:04.0,T. Bryant makes free throw 1 of 1,,15,19
69,1,3:50.0,,L. Kornet makes 3-pt jump shot from 24 ft (assist by K. Knox),15,22
70,1,3:31.0,Turnover by T. Bryant (traveling),,15,22
71,1,3:31.0,S. Dekker enters the game for T. Bryant,,15,22
72,1,3:20.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by M. Hezonja),15,24
73,1,3:03.0,B. Beal makes 2-pt layup from 2 ft (assist by T. Satoranský),,17,24
74,1,2:44.0,,K. Knox misses 2-pt jump shot from 4 ft,17,24
75,1,2:42.0,Defensive rebound by J. Green,,17,24
76,1,2:35.0,T. Satoranský misses 3-pt jump shot from 24 ft,,17,24
77,1,2:34.0,,Defensive rebound by M. Hezonja,17,24
78,1,2:29.0,,Shooting foul by S. Dekker (drawn by L. Kornet),17,24
79,1,2:29.0,Washington full timeout,,17,24
80,1,2:29.0,C. Randle enters the game for T. Satoranský,,17,24
81,1,2:29.0,,H. Ellenson enters the game for M. Robinson,17,24
82,1,2:29.0,,L. Kornet misses free throw 1 of 2,17,24
83,1,2:29.0,,Offensive rebound by Team,17,24
84,1,2:29.0,,L. Kornet makes free throw 2 of 2,17,25
85,1,2:12.0,Turnover by J. Green (bad pass; steal by L. Kornet),,17,25
86,1,2:08.0,,D. Smith makes 2-pt dunk from 1 ft (assist by K. Knox),17,27
87,1,1:55.0,B. Beal misses 2-pt layup from 1 ft,,17,27
88,1,1:55.0,Offensive rebound by B. Portis,,17,27
89,1,1:52.0,B. Portis misses 2-pt layup at rim,,17,27
90,1,1:51.0,Offensive rebound by B. Portis,,17,27
91,1,1:40.0,B. Beal misses 3-pt jump shot from 26 ft,,17,27
92,1,1:36.0,Offensive rebound by B. Portis,,17,27
93,1,1:32.0,S. Dekker makes 3-pt jump shot from 24 ft (assist by C. Randle),,20,27
94,1,1:12.0,,L. Kornet makes 2-pt layup from 1 ft (assist by K. Knox),20,29
95,1,1:02.0,B. Beal misses 2-pt jump shot from 17 ft,,20,29
96,1,1:00.0,Offensive rebound by B. Portis,,20,29
97,1,1:00.0,Offensive foul by B. Portis (drawn by L. Kornet),,20,29
98,1,1:00.0,Turnover by B. Portis (offensive foul),,20,29
99,1,0:50.0,,Turnover by M. Hezonja (bad pass; steal by C. Randle),20,29
100,1,0:46.0,Shooting foul by L. Kornet (drawn by J. Green),,20,29
101,1,0:46.0,Offensive rebound by Team,,20,29
102,1,0:46.0,J. Green misses free throw 1 of 2,,20,29
103,1,0:46.0,J. Green makes free throw 2 of 2,,21,29
104,1,0:34.0,,Turnover by M. Hezonja (bad pass; steal by S. Dekker),21,29
105,1,0:29.0,B. Beal makes 2-pt dunk at rim,,23,29
106,1,0:08.0,,D. Smith misses 3-pt jump shot from 25 ft,23,29
107,1,0:05.0,Defensive rebound by B. Portis,,23,29
108,1,0:00.0,B. Beal misses 2-pt layup from 2 ft,,23,29
109,1,0:00.0,Offensive rebound by Team,,23,29
110,2,11:45.0,S. Dekker makes 2-pt layup at rim (assist by J. Green),,25,29
