,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
40,1,7:31.0,K. Middleton misses 3-pt jump shot from 26 ft,,7,0
41,1,7:29.0,,Defensive rebound by T. Gibson,7,0
42,1,7:19.0,,J. Butler makes 2-pt jump shot from 11 ft,7,2
43,1,7:11.0,Shooting foul by T. Gibson (drawn by G. Antetokounmpo),,7,2
44,1,7:11.0,G. Antetokounmpo makes free throw 1 of 2,,8,2
45,1,7:11.0,E. İlyasova enters the game for M. Brogdon,,8,2
46,1,7:11.0,G. Antetokounmpo makes free throw 2 of 2,,9,2
47,1,6:54.0,,T. Gibson misses 2-pt jump shot from 10 ft,9,2
48,1,6:52.0,,Offensive rebound by K. Towns,9,2
49,1,6:51.0,,K. Towns makes 2-pt layup from 3 ft,9,4
50,1,6:28.0,Turnover by E. Bledsoe (out of bounds lost ball),,9,4
51,1,6:28.0,,Minnesota full timeout,9,4
52,1,6:28.0,,A. Tolliver enters the game for T. Gibson,9,4
53,1,6:11.0,,J. Butler misses 2-pt jump shot from 15 ft,9,4
54,1,6:09.0,Defensive rebound by G. Antetokounmpo,,9,4
55,1,6:03.0,Turnover by K. Middleton (bad pass; steal by J. Butler),,9,4
56,1,5:59.0,,J. Okogie makes 2-pt dunk from 1 ft,9,6
57,1,5:53.0,Turnover by E. Bledsoe (lost ball; steal by J. Okogie),,9,6
58,1,5:48.0,,Turnover by J. Teague (bad pass; steal by K. Middleton),9,6
59,1,5:41.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,11,6
60,1,5:30.0,,A. Tolliver misses 3-pt jump shot from 24 ft,11,6
61,1,5:28.0,Defensive rebound by E. Bledsoe,,11,6
62,1,5:26.0,E. İlyasova makes 2-pt layup from 1 ft (assist by E. Bledsoe),,13,6
63,1,5:09.0,,J. Butler makes 2-pt layup from 4 ft,13,8
64,1,4:53.0,B. Lopez misses 3-pt jump shot from 27 ft,,13,8
65,1,4:50.0,,Defensive rebound by J. Teague,13,8
66,1,4:36.0,,K. Towns misses 2-pt jump shot from 17 ft,13,8
67,1,4:32.0,Defensive rebound by G. Antetokounmpo,,13,8
68,1,4:29.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,13,8
69,1,4:24.0,,Defensive rebound by J. Okogie,13,8
70,1,4:11.0,,K. Towns misses 2-pt jump shot from 6 ft,13,8
71,1,4:10.0,Defensive rebound by K. Middleton,,13,8
72,1,4:06.0,Milwaukee full timeout,,13,8
73,1,4:06.0,M. Brogdon enters the game for G. Antetokounmpo,,13,8
74,1,4:06.0,D. DiVincenzo enters the game for E. Bledsoe,,13,8
75,1,4:06.0,J. Henson enters the game for B. Lopez,,13,8
76,1,4:06.0,,D. Rose enters the game for J. Butler,13,8
77,1,3:53.0,D. DiVincenzo misses 3-pt jump shot from 23 ft,,13,8
78,1,3:49.0,,Defensive rebound by J. Teague,13,8
79,1,3:36.0,,D. Rose makes 2-pt jump shot from 19 ft,13,10
80,1,3:23.0,D. DiVincenzo misses 2-pt layup from 9 ft,,13,10
81,1,3:21.0,,Defensive rebound by A. Tolliver,13,10
82,1,3:11.0,,D. Rose makes 2-pt jump shot from 12 ft (assist by A. Tolliver),13,12
83,1,2:53.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by J. Henson),,16,12
84,1,2:44.0,,Personal foul by M. Brogdon (drawn by J. Teague),16,12
85,1,2:44.0,,G. Dieng enters the game for J. Teague,16,12
86,1,2:44.0,,T. Jones enters the game for K. Towns,16,12
87,1,2:37.0,,T. Jones misses 2-pt jump shot from 11 ft,16,12
88,1,2:34.0,Defensive rebound by K. Middleton,,16,12
89,1,2:26.0,M. Brogdon misses 2-pt layup from 2 ft,,16,12
90,1,2:24.0,,Defensive rebound by A. Tolliver,16,12
91,1,2:18.0,,J. Okogie misses 3-pt jump shot from 22 ft,16,12
92,1,2:16.0,Defensive rebound by J. Henson,,16,12
93,1,2:07.0,K. Middleton makes 3-pt jump shot from 25 ft,,19,12
94,1,1:52.0,,A. Tolliver misses 3-pt jump shot from 25 ft,19,12
95,1,1:50.0,,Offensive rebound by G. Dieng,19,12
96,1,1:45.0,,G. Dieng makes 2-pt jump shot from 11 ft,19,14
97,1,1:30.0,J. Henson makes 3-pt jump shot from 23 ft (assist by M. Brogdon),,22,14
98,1,1:17.0,,Shooting foul by D. DiVincenzo (drawn by D. Rose),22,14
99,1,1:17.0,,D. Rose misses free throw 1 of 2,22,14
100,1,1:17.0,,Offensive rebound by Team,22,14
101,1,1:17.0,T. Snell enters the game for K. Middleton,,22,14
102,1,1:17.0,,D. Rose misses free throw 2 of 2,22,14
103,1,1:14.0,Defensive rebound by J. Henson,,22,14
104,1,1:07.0,M. Brogdon makes 2-pt layup from 1 ft,,24,14
105,1,0:56.0,,Turnover by A. Tolliver (lost ball; steal by E. İlyasova),24,14
106,1,0:51.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by D. DiVincenzo),,27,14
107,1,0:27.0,,T. Jones misses 2-pt jump shot from 13 ft,27,14
108,1,0:24.0,,Offensive rebound by J. Okogie,27,14
109,1,0:16.0,,T. Jones makes 2-pt layup from 1 ft,27,16
110,1,0:03.0,E. İlyasova misses 3-pt jump shot from 25 ft,,27,16
111,1,0:00.0,,Defensive rebound by D. Rose,27,16
112,2,11:50.0,Shooting foul by J. Butler (drawn by G. Antetokounmpo),,27,16
113,2,11:50.0,G. Antetokounmpo misses free throw 1 of 2,,27,16
114,2,11:50.0,Offensive rebound by Team,,27,16
115,2,11:50.0,G. Antetokounmpo makes free throw 2 of 2,,28,16
116,2,11:37.0,,A. Tolliver makes 3-pt jump shot from 29 ft (assist by J. Butler),28,19
117,2,11:26.0,T. Snell misses 3-pt jump shot from 26 ft,,28,19
118,2,11:24.0,,Defensive rebound by G. Dieng,28,19
119,2,11:11.0,,A. Tolliver makes 2-pt jump shot from 22 ft,28,21
120,2,10:48.0,T. Snell makes 3-pt jump shot from 23 ft (assist by D. DiVincenzo),,31,21
121,2,10:38.0,,J. Butler misses 2-pt layup from 4 ft,31,21
122,2,10:35.0,Defensive rebound by J. Henson,,31,21
123,2,10:30.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,31,21
124,2,10:26.0,,Defensive rebound by G. Dieng,31,21
125,2,10:18.0,,G. Dieng misses 2-pt jump shot from 20 ft,31,21
126,2,10:15.0,Defensive rebound by G. Antetokounmpo,,31,21
127,2,10:04.0,T. Snell makes 2-pt jump shot from 13 ft,,33,21
128,2,9:46.0,,T. Jones misses 3-pt jump shot from 27 ft,33,21
129,2,9:45.0,Defensive rebound by G. Antetokounmpo,,33,21
130,2,9:40.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,35,21
131,2,9:40.0,,Minnesota full timeout,35,21
132,2,9:40.0,P. Connaughton enters the game for D. DiVincenzo,,35,21
133,2,9:40.0,B. Lopez enters the game for J. Henson,,35,21
134,2,9:27.0,,J. Butler misses 3-pt jump shot from 25 ft,35,21
135,2,9:24.0,,Offensive rebound by G. Dieng,35,21
136,2,9:19.0,,T. Jones makes 3-pt jump shot from 27 ft (assist by A. Tolliver),35,24
137,2,9:01.0,Turnover by M. Brogdon (bad pass; steal by G. Dieng),,35,24
138,2,8:52.0,,G. Dieng misses 2-pt jump shot from 18 ft,35,24
139,2,8:48.0,Defensive rebound by P. Connaughton,,35,24
140,2,8:40.0,B. Lopez misses 3-pt jump shot from 27 ft,,35,24
141,2,8:38.0,,Defensive rebound by G. Dieng,35,24
142,2,8:27.0,,D. Rose makes 3-pt jump shot from 23 ft (assist by A. Tolliver),35,27
143,2,8:04.0,Personal foul by D. Rose (drawn by G. Antetokounmpo),,35,27
144,2,8:04.0,E. Bledsoe enters the game for M. Brogdon,,35,27
145,2,8:04.0,,T. Gibson enters the game for G. Dieng,35,27
146,2,8:04.0,,K. Towns enters the game for A. Tolliver,35,27
147,2,7:57.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,38,27
148,2,7:44.0,,K. Towns misses 2-pt jump shot from 18 ft,38,27
149,2,7:43.0,Defensive rebound by Team,,38,27
150,2,7:43.0,K. Middleton enters the game for T. Snell,,38,27
151,2,7:31.0,Turnover by G. Antetokounmpo (bad pass; steal by D. Rose),,38,27
152,2,7:12.0,,J. Butler misses 2-pt layup from 2 ft,38,27
153,2,7:09.0,Defensive rebound by E. Bledsoe,,38,27
154,2,7:07.0,G. Antetokounmpo makes 2-pt layup from 3 ft (assist by E. Bledsoe),,40,27
155,2,6:56.0,,Shooting foul by G. Antetokounmpo (drawn by T. Jones),40,27
156,2,6:56.0,E. İlyasova enters the game for G. Antetokounmpo,,40,27
157,2,6:56.0,,T. Jones makes free throw 1 of 2,40,28
158,2,6:56.0,,T. Jones makes free throw 2 of 2,40,29
159,2,6:37.0,B. Lopez misses 2-pt jump shot from 9 ft,,40,29
160,2,6:35.0,Offensive rebound by E. İlyasova,,40,29
161,2,6:35.0,E. İlyasova makes 2-pt layup from 1 ft,,42,29
162,2,6:25.0,,Turnover by T. Jones (bad pass; steal by K. Middleton),42,29
163,2,6:17.0,Personal foul by K. Towns (drawn by K. Middleton),,42,29
164,2,6:17.0,,J. Teague enters the game for T. Jones,42,29
165,2,6:08.0,K. Middleton makes 3-pt jump shot from 25 ft,,45,29
166,2,5:57.0,,Personal foul by K. Middleton (drawn by J. Butler),45,29
167,2,5:52.0,,Personal foul by P. Connaughton (drawn by J. Butler),45,29
168,2,5:39.0,,J. Butler misses 2-pt jump shot from 11 ft,45,29
169,2,5:36.0,,Offensive rebound by T. Gibson,45,29
170,2,5:29.0,,T. Gibson misses 2-pt jump shot from 9 ft (block by E. İlyasova),45,29
171,2,5:26.0,,Offensive rebound by T. Gibson,45,29
172,2,5:24.0,,T. Gibson makes 2-pt hook shot from 6 ft,45,31
173,2,5:17.0,K. Middleton misses 2-pt jump shot from 7 ft,,45,31
174,2,5:17.0,,Defensive rebound by Team,45,31
175,2,5:17.0,,J. Okogie enters the game for J. Butler,45,31
176,2,5:09.0,,Offensive foul by T. Gibson (drawn by P. Connaughton),45,31
177,2,5:09.0,,Turnover by T. Gibson (offensive foul),45,31
178,2,5:09.0,,A. Tolliver enters the game for T. Gibson,45,31
179,2,4:54.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by B. Lopez),,48,31
180,2,4:38.0,,D. Rose misses 2-pt jump shot from 17 ft,48,31
181,2,4:35.0,Defensive rebound by P. Connaughton,,48,31
182,2,4:26.0,P. Connaughton misses 3-pt jump shot from 28 ft,,48,31
183,2,4:23.0,,Defensive rebound by D. Rose,48,31
184,2,4:20.0,,J. Teague misses 3-pt jump shot from 23 ft,48,31
185,2,4:17.0,Defensive rebound by B. Lopez,,48,31
186,2,4:11.0,K. Middleton makes 2-pt layup from 2 ft (assist by E. Bledsoe),,50,31
187,2,4:11.0,,Minnesota full timeout,50,31
188,2,4:11.0,D. DiVincenzo enters the game for P. Connaughton,,50,31
189,2,4:03.0,,Turnover by J. Teague (bad pass),50,31
190,2,3:49.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,50,31
191,2,3:46.0,,Defensive rebound by K. Towns,50,31
192,2,3:39.0,,A. Tolliver makes 3-pt jump shot from 27 ft (assist by J. Teague),50,34
193,2,3:22.0,Shooting foul by A. Tolliver (drawn by E. İlyasova),,50,34
194,2,3:22.0,E. İlyasova makes free throw 1 of 2,,51,34
195,2,3:22.0,G. Antetokounmpo enters the game for K. Middleton,,51,34
196,2,3:22.0,,J. Butler enters the game for D. Rose,51,34
197,2,3:22.0,E. İlyasova makes free throw 2 of 2,,52,34
198,2,3:14.0,,Turnover by A. Tolliver (bad pass),52,34
199,2,3:01.0,E. İlyasova misses 3-pt jump shot from 25 ft,,52,34
200,2,3:00.0,Offensive rebound by D. DiVincenzo,,52,34
201,2,3:00.0,D. DiVincenzo makes 2-pt layup at rim,,54,34
202,2,2:46.0,,J. Teague makes 2-pt jump shot from 13 ft,54,36
203,2,2:32.0,B. Lopez misses 3-pt jump shot from 26 ft,,54,36
204,2,2:31.0,Offensive rebound by D. DiVincenzo,,54,36
205,2,2:27.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. DiVincenzo),,56,36
206,2,2:11.0,,J. Teague makes 2-pt jump shot from 12 ft (assist by K. Towns),56,38
207,2,2:11.0,,Shooting foul by B. Lopez (drawn by J. Teague),56,38
208,2,2:11.0,M. Brogdon enters the game for E. Bledsoe,,56,38
209,2,2:11.0,J. Henson enters the game for E. İlyasova,,56,38
210,2,2:11.0,,J. Teague misses free throw 1 of 1,56,38
211,2,2:11.0,Defensive rebound by J. Henson,,56,38
212,2,1:51.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft (block by K. Towns),,56,38
213,2,1:48.0,Offensive rebound by J. Henson,,56,38
214,2,1:46.0,J. Henson misses 2-pt jump shot from 11 ft,,56,38
215,2,1:42.0,,Defensive rebound by J. Butler,56,38
216,2,1:40.0,,A. Tolliver misses 3-pt jump shot from 23 ft,56,38
217,2,1:37.0,Defensive rebound by D. DiVincenzo,,56,38
218,2,1:32.0,D. DiVincenzo makes 3-pt jump shot from 25 ft,,59,38
219,2,1:10.0,,J. Teague misses 2-pt jump shot from 6 ft,59,38
220,2,1:07.0,Defensive rebound by J. Henson,,59,38
221,2,1:03.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,61,38
222,2,0:50.0,,J. Butler misses 2-pt jump shot from 10 ft,61,38
223,2,0:50.0,Defensive rebound by J. Henson,,61,38
224,2,0:40.0,Offensive foul by G. Antetokounmpo (drawn by J. Okogie),,61,38
225,2,0:40.0,Turnover by G. Antetokounmpo (offensive foul),,61,38
226,2,0:40.0,E. İlyasova enters the game for G. Antetokounmpo,,61,38
227,2,0:29.0,,J. Okogie misses 3-pt jump shot from 27 ft,61,38
228,2,0:25.0,,Offensive rebound by K. Towns,61,38
229,2,0:25.0,,K. Towns misses 2-pt layup from 4 ft,61,38
230,2,0:22.0,Defensive rebound by E. İlyasova,,61,38
231,2,0:00.0,M. Brogdon makes 2-pt jump shot from 9 ft,,63,38
232,3,11:49.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,65,38
233,3,11:29.0,,K. Towns makes 2-pt jump shot from 5 ft (assist by J. Okogie),65,40
234,3,11:12.0,Offensive foul by B. Lopez (drawn by J. Okogie),,65,40
235,3,11:12.0,Turnover by B. Lopez (offensive foul),,65,40
236,3,10:59.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),65,43
237,3,10:44.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,68,43
238,3,10:23.0,,K. Towns makes 2-pt jump shot from 14 ft (assist by T. Gibson),68,45
239,3,10:04.0,Personal foul by K. Towns (drawn by B. Lopez),,68,45
240,3,10:01.0,E. Bledsoe misses 2-pt jump shot from 9 ft (block by K. Towns),,68,45
241,3,9:59.0,,Defensive rebound by K. Towns,68,45
242,3,9:39.0,,T. Gibson misses 3-pt jump shot from 23 ft,68,45
243,3,9:36.0,Defensive rebound by E. Bledsoe,,68,45
244,3,9:31.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,70,45
245,3,9:17.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),70,47
246,3,9:09.0,G. Antetokounmpo makes 2-pt dunk from 3 ft,,72,47
247,3,8:58.0,,K. Towns misses 3-pt jump shot from 26 ft,72,47
248,3,8:55.0,Defensive rebound by G. Antetokounmpo,,72,47
249,3,8:45.0,B. Lopez makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,75,47
250,3,8:33.0,,J. Butler misses 3-pt jump shot from 22 ft,75,47
251,3,8:31.0,Defensive rebound by K. Middleton,,75,47
252,3,8:26.0,Turnover by E. Bledsoe (bad pass; steal by K. Towns),,75,47
253,3,8:12.0,,J. Teague misses 3-pt jump shot from 27 ft,75,47
254,3,8:10.0,Defensive rebound by B. Lopez,,75,47
255,3,8:08.0,K. Middleton misses 3-pt jump shot from 26 ft,,75,47
256,3,8:07.0,,Defensive rebound by J. Butler,75,47
257,3,7:56.0,,Personal foul by K. Middleton (drawn by T. Gibson),75,47
258,3,7:43.0,,J. Teague misses 3-pt jump shot from 26 ft,75,47
259,3,7:39.0,Defensive rebound by G. Antetokounmpo,,75,47
260,3,7:37.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,77,47
261,3,7:37.0,Shooting foul by J. Teague (drawn by E. Bledsoe),,77,47
262,3,7:37.0,E. İlyasova enters the game for M. Brogdon,,77,47
263,3,7:37.0,E. Bledsoe misses free throw 1 of 1,,77,47
264,3,7:37.0,,Defensive rebound by Team,77,47
265,3,7:37.0,Loose ball foul by E. Bledsoe (drawn by T. Gibson),,77,47
266,3,7:24.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),77,50
267,3,7:14.0,E. Bledsoe makes 2-pt layup at rim,,79,50
268,3,7:06.0,,J. Teague misses 2-pt layup from 2 ft,79,50
269,3,7:04.0,Defensive rebound by E. Bledsoe,,79,50
270,3,6:57.0,E. İlyasova misses 2-pt layup from 8 ft (block by J. Butler),,79,50
271,3,6:55.0,,Defensive rebound by J. Butler,79,50
272,3,6:55.0,,Personal take foul by E. Bledsoe (drawn by J. Butler),79,50
273,3,6:55.0,,Minnesota full timeout,79,50
274,3,6:40.0,,J. Okogie makes 2-pt jump shot from 20 ft (assist by J. Butler),79,52
275,3,6:27.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,81,52
276,3,6:14.0,,J. Okogie misses 2-pt jump shot from 19 ft,81,52
277,3,6:12.0,Defensive rebound by E. Bledsoe,,81,52
278,3,6:06.0,E. İlyasova makes 2-pt layup at rim (assist by E. Bledsoe),,83,52
279,3,5:52.0,,Turnover by K. Towns (bad pass; steal by E. İlyasova),83,52
280,3,5:51.0,Shooting foul by J. Teague (drawn by G. Antetokounmpo),,83,52
281,3,5:51.0,G. Antetokounmpo makes free throw 1 of 2,,84,52
282,3,5:51.0,J. Henson enters the game for B. Lopez,,84,52
283,3,5:51.0,,T. Jones enters the game for J. Butler,84,52
284,3,5:51.0,,D. Rose enters the game for J. Teague,84,52
285,3,5:51.0,G. Antetokounmpo makes free throw 2 of 2,,85,52
286,3,5:38.0,,D. Rose misses 3-pt jump shot from 25 ft,85,52
287,3,5:36.0,,Offensive rebound by K. Towns,85,52
288,3,5:34.0,,K. Towns makes 2-pt jump shot from 7 ft,85,54
289,3,5:33.0,J. Henson misses 2-pt jump shot from 7 ft,,85,54
290,3,5:27.0,,Defensive rebound by T. Jones,85,54
291,3,5:13.0,,D. Rose misses 2-pt hook shot from 7 ft (block by G. Antetokounmpo),85,54
292,3,5:07.0,Defensive rebound by G. Antetokounmpo,,85,54
293,3,5:05.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Gibson),,85,54
294,3,5:02.0,,J. Okogie misses 2-pt jump shot from 5 ft (block by K. Middleton),85,54
295,3,5:02.0,,Offensive rebound by Team,85,54
296,3,5:02.0,D. DiVincenzo enters the game for E. Bledsoe,,85,54
297,3,4:58.0,,K. Towns misses 3-pt jump shot from 25 ft,85,54
298,3,4:54.0,Defensive rebound by K. Middleton,,85,54
299,3,4:47.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,88,54
300,3,4:26.0,,T. Jones misses 2-pt jump shot from 15 ft,88,54
301,3,4:23.0,,Offensive rebound by T. Gibson,88,54
302,3,4:23.0,,T. Gibson makes 2-pt layup at rim,88,56
303,3,4:18.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Jones),,88,56
304,3,4:11.0,,Shooting foul by G. Antetokounmpo (drawn by T. Gibson),88,56
305,3,4:11.0,,T. Gibson makes free throw 1 of 2,88,57
306,3,4:11.0,M. Brogdon enters the game for G. Antetokounmpo,,88,57
307,3,4:11.0,,T. Gibson makes free throw 2 of 2,88,58
308,3,3:58.0,E. İlyasova misses 3-pt jump shot from 26 ft (block by T. Gibson),,88,58
309,3,3:54.0,,Defensive rebound by K. Towns,88,58
310,3,3:51.0,,T. Gibson makes 2-pt jump shot from 5 ft (assist by T. Jones),88,60
311,3,3:51.0,,Shooting foul by E. İlyasova (drawn by T. Gibson),88,60
312,3,3:51.0,Milwaukee full timeout,,88,60
313,3,3:51.0,,T. Gibson makes free throw 1 of 1,88,61
314,3,3:41.0,D. DiVincenzo makes 2-pt layup from 1 ft (assist by K. Middleton),,90,61
315,3,3:27.0,,J. Okogie misses 2-pt jump shot from 7 ft,90,61
316,3,3:25.0,,Offensive rebound by T. Gibson,90,61
317,3,3:25.0,,T. Gibson makes 2-pt dunk at rim,90,63
318,3,3:06.0,K. Middleton misses 3-pt jump shot from 26 ft,,90,63
319,3,3:03.0,,Defensive rebound by T. Jones,90,63
320,3,2:59.0,,T. Jones misses 2-pt layup from 2 ft,90,63
321,3,2:55.0,,Offensive rebound by J. Okogie,90,63
322,3,2:51.0,,J. Okogie misses 3-pt jump shot from 25 ft,90,63
323,3,2:49.0,Defensive rebound by D. DiVincenzo,,90,63
324,3,2:37.0,D. DiVincenzo misses 3-pt jump shot from 29 ft,,90,63
325,3,2:32.0,,Defensive rebound by K. Towns,90,63
326,3,2:30.0,,Shooting foul by M. Brogdon (drawn by T. Gibson),90,63
327,3,2:30.0,,T. Gibson misses free throw 1 of 2,90,63
328,3,2:30.0,,Offensive rebound by Team,90,63
329,3,2:30.0,T. Snell enters the game for K. Middleton,,90,63
330,3,2:30.0,,G. Dieng enters the game for K. Towns,90,63
331,3,2:30.0,,T. Gibson misses free throw 2 of 2,90,63
332,3,2:28.0,Defensive rebound by J. Henson,,90,63
333,3,2:19.0,T. Snell misses 3-pt jump shot from 25 ft,,90,63
334,3,2:16.0,,Defensive rebound by J. Okogie,90,63
335,3,2:00.0,,T. Jones makes 2-pt layup from 1 ft (assist by D. Rose),90,65
336,3,1:46.0,D. DiVincenzo makes 2-pt jump shot from 13 ft,,92,65
337,3,1:32.0,,T. Jones misses 2-pt jump shot from 11 ft (block by J. Henson),92,65
338,3,1:29.0,Defensive rebound by M. Brogdon,,92,65
339,3,1:26.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,92,65
340,3,1:25.0,Offensive rebound by E. İlyasova,,92,65
341,3,1:25.0,E. İlyasova makes 2-pt layup from 1 ft,,94,65
342,3,1:08.0,,D. Rose misses 2-pt jump shot from 16 ft,94,65
343,3,1:08.0,Defensive rebound by Team,,94,65
344,3,1:08.0,,Loose ball foul by T. Gibson (drawn by E. İlyasova),94,65
345,3,1:08.0,,A. Tolliver enters the game for T. Gibson,94,65
346,3,1:01.0,Milwaukee full timeout,,94,65
347,3,0:49.0,J. Henson makes 3-pt jump shot from 23 ft,,97,65
348,3,0:34.0,,D. Rose makes 2-pt hook shot from 6 ft,97,67
349,3,0:19.0,Turnover by M. Brogdon (step out of bounds),,97,67
350,3,0:02.0,,J. Okogie misses 3-pt jump shot from 23 ft,97,67
351,3,0:01.0,Defensive rebound by J. Henson,,97,67
352,4,11:50.0,,D. Rose misses 2-pt jump shot from 20 ft,97,67
353,4,11:46.0,Defensive rebound by J. Henson,,97,67
354,4,11:31.0,T. Maker makes 3-pt jump shot from 23 ft (assist by T. Snell),,100,67
355,4,11:13.0,,G. Dieng misses 2-pt jump shot from 16 ft,100,67
356,4,11:10.0,Defensive rebound by J. Henson,,100,67
357,4,11:02.0,J. Henson misses 3-pt jump shot from 26 ft,,100,67
358,4,10:58.0,,Defensive rebound by A. Tolliver,100,67
359,4,10:51.0,,T. Jones makes 3-pt jump shot from 25 ft,100,70
360,4,10:38.0,T. Snell makes 2-pt layup from 1 ft (assist by M. Brogdon),,102,70
361,4,10:28.0,,G. Dieng makes 2-pt layup from 1 ft (assist by T. Jones),102,72
362,4,10:19.0,P. Connaughton makes 3-pt jump shot from 26 ft (assist by M. Brogdon),,105,72
363,4,10:07.0,,Personal take foul by P. Connaughton (drawn by D. Rose),105,72
364,4,10:07.0,S. Brown enters the game for M. Brogdon,,105,72
365,4,10:07.0,M. Dellavedova enters the game for J. Henson,,105,72
366,4,9:58.0,,Shooting foul by T. Maker (drawn by D. Rose),105,72
367,4,9:58.0,,D. Rose makes free throw 1 of 2,105,73
368,4,9:58.0,,D. Rose makes free throw 2 of 2,105,74
369,4,9:43.0,Turnover by T. Snell (bad pass),,105,74
370,4,9:25.0,,G. Dieng misses 3-pt jump shot from 25 ft,105,74
371,4,9:23.0,Defensive rebound by P. Connaughton,,105,74
