,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DALLAS_ACTION,MINNESOTA_SCORE,DALLAS_SCORE
0,1,11:44.0,A. Wiggins misses 2-pt jump shot from 19 ft,,0,0
1,1,11:42.0,,Defensive rebound by D. Powell,0,0
2,1,11:27.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,0,0
3,1,11:24.0,Defensive rebound by K. Towns,,0,0
4,1,11:17.0,J. Okogie misses 2-pt jump shot from 21 ft,,0,0
5,1,11:14.0,,Defensive rebound by J. Brunson,0,0
6,1,11:09.0,,Shooting foul by J. Okogie (drawn by J. Jackson),0,0
7,1,11:09.0,,J. Jackson misses free throw 1 of 2,0,0
8,1,11:09.0,,Offensive rebound by Team,0,0
9,1,11:09.0,,J. Jackson misses free throw 2 of 2,0,0
10,1,11:06.0,Defensive rebound by K. Towns,,0,0
11,1,10:49.0,K. Towns makes 2-pt dunk from 1 ft (assist by A. Wiggins),,2,0
12,1,10:35.0,,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),2,2
13,1,10:22.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,5,2
14,1,10:09.0,,J. Brunson misses 2-pt jump shot from 8 ft,5,2
15,1,10:07.0,Defensive rebound by D. Šarić,,5,2
16,1,9:58.0,K. Towns makes 2-pt jump shot from 19 ft (assist by T. Jones),,7,2
17,1,9:36.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by J. Brunson),7,5
18,1,9:21.0,A. Wiggins makes 3-pt jump shot from 25 ft,,10,5
19,1,9:02.0,,D. Powell makes 2-pt layup from 4 ft (assist by J. Brunson),10,7
20,1,9:02.0,,Shooting foul by D. Šarić (drawn by D. Powell),10,7
21,1,9:02.0,,D. Powell makes free throw 1 of 1,10,8
22,1,8:48.0,A. Wiggins makes 2-pt layup from 1 ft,,12,8
23,1,8:34.0,,L. Dončić misses 3-pt jump shot from 26 ft,12,8
24,1,8:30.0,Defensive rebound by K. Towns,,12,8
25,1,8:27.0,Personal foul by J. Brunson (drawn by D. Šarić),,12,8
26,1,8:20.0,D. Šarić misses 3-pt jump shot from 25 ft,,12,8
27,1,8:17.0,,Defensive rebound by L. Dončić,12,8
28,1,8:11.0,,L. Dončić makes 2-pt layup from 4 ft,12,10
29,1,7:53.0,D. Šarić makes 2-pt layup from 2 ft,,14,10
30,1,7:35.0,,J. Jackson makes 2-pt jump shot from 5 ft (assist by L. Dončić),14,12
31,1,7:25.0,T. Jones misses 2-pt jump shot from 15 ft,,14,12
32,1,7:22.0,,Defensive rebound by L. Dončić,14,12
33,1,7:17.0,,J. Jackson misses 3-pt jump shot from 23 ft,14,12
34,1,7:15.0,,Offensive rebound by D. Powell,14,12
35,1,7:13.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Powell),14,14
36,1,6:53.0,K. Towns makes 2-pt hook shot from 2 ft,,16,14
37,1,6:53.0,,Dallas full timeout,16,14
38,1,6:53.0,,M. Kleber enters the game for D. Nowitzki,16,14
39,1,6:53.0,,S. Mejri enters the game for D. Powell,16,14
40,1,6:43.0,,Turnover by S. Mejri (bad pass; steal by T. Jones),16,14
41,1,6:32.0,J. Okogie misses 2-pt dunk from 1 ft (block by S. Mejri),,16,14
42,1,6:29.0,,Defensive rebound by J. Jackson,16,14
43,1,6:17.0,,S. Mejri misses 3-pt jump shot from 25 ft,16,14
44,1,6:15.0,Defensive rebound by Team,,16,14
45,1,5:58.0,D. Šarić misses 2-pt layup from 1 ft,,16,14
46,1,5:55.0,,Defensive rebound by S. Mejri,16,14
47,1,5:53.0,,S. Mejri makes 2-pt dunk from 1 ft (assist by J. Jackson),16,16
48,1,5:32.0,A. Wiggins misses 3-pt jump shot from 25 ft,,16,16
49,1,5:30.0,,Defensive rebound by L. Dončić,16,16
50,1,5:23.0,,L. Dončić misses 2-pt jump shot from 12 ft,16,16
51,1,5:21.0,Defensive rebound by K. Towns,,16,16
52,1,5:10.0,J. Okogie makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,19,16
53,1,4:59.0,,Personal foul by D. Šarić (drawn by M. Kleber),19,16
54,1,4:59.0,K. Bates-Diop enters the game for D. Šarić,,19,16
55,1,4:59.0,G. Dieng enters the game for A. Wiggins,,19,16
56,1,4:54.0,,L. Dončić misses 3-pt jump shot from 27 ft,19,16
