,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
122,2,9:05.0,,D. Ayton enters the game for R. Holmes,48,26
123,2,9:05.0,,D. Booker enters the game for J. Jackson,48,26
124,2,9:05.0,,M. Bridges enters the game for E. Okobo,48,26
125,2,8:53.0,,J. Crawford misses 3-pt jump shot from 26 ft,48,26
126,2,8:49.0,Defensive rebound by M. Scott,,48,26
127,2,8:35.0,T. Wallace makes 2-pt jump shot from 10 ft (assist by P. Beverley),,50,26
128,2,8:23.0,,D. Booker misses 2-pt jump shot from 18 ft,50,26
129,2,8:20.0,Defensive rebound by M. Harrell,,50,26
130,2,8:13.0,Personal foul by M. Bridges (drawn by M. Harrell),,50,26
131,2,8:04.0,M. Harrell misses 2-pt layup from 2 ft (block by K. Oubre),,50,26
132,2,8:04.0,Offensive rebound by Team,,50,26
133,2,7:56.0,L. Williams misses 3-pt jump shot from 25 ft,,50,26
134,2,7:54.0,,Defensive rebound by K. Oubre,50,26
135,2,7:43.0,,Personal foul by M. Scott (drawn by D. Ayton),50,26
136,2,7:32.0,,J. Crawford makes 2-pt jump shot from 19 ft,50,28
137,2,7:11.0,T. Wallace makes 2-pt jump shot from 13 ft,,52,28
138,2,6:57.0,,K. Oubre misses 3-pt jump shot from 27 ft,52,28
139,2,6:55.0,Defensive rebound by T. Wallace,,52,28
140,2,6:47.0,Shooting foul by D. Booker (drawn by M. Scott),,52,28
141,2,6:47.0,M. Scott misses free throw 1 of 2,,52,28
142,2,6:47.0,Offensive rebound by Team,,52,28
143,2,6:47.0,M. Scott makes free throw 2 of 2,,53,28
144,2,6:35.0,,Turnover by D. Booker (lost ball; steal by M. Harrell),53,28
145,2,6:34.0,M. Harrell misses 2-pt dunk from 1 ft,,53,28
146,2,6:33.0,Offensive rebound by P. Beverley,,53,28
147,2,6:33.0,P. Beverley makes 2-pt layup at rim,,55,28
148,2,6:27.0,,Personal foul by T. Wallace (drawn by K. Oubre),55,28
149,2,6:27.0,A. Bradley enters the game for P. Beverley,,55,28
150,2,6:27.0,D. Gallinari enters the game for M. Scott,,55,28
151,2,6:27.0,T. Harris enters the game for T. Wallace,,55,28
152,2,6:26.0,,Personal foul by A. Bradley (drawn by D. Booker),55,28
153,2,6:15.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by D. Ayton),55,31
154,2,6:04.0,L. Williams misses 2-pt jump shot from 18 ft,,55,31
155,2,6:01.0,,Defensive rebound by D. Ayton,55,31
156,2,5:56.0,,M. Bridges makes 2-pt layup from 1 ft (assist by J. Crawford),55,33
157,2,5:56.0,LA Clippers full timeout,,55,33
158,2,5:56.0,S. Gilgeous-Alexander enters the game for L. Williams,,55,33
159,2,5:56.0,,T. Warren enters the game for J. Crawford,55,33
160,2,5:40.0,M. Harrell makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,57,33
161,2,5:40.0,Shooting foul by K. Oubre (drawn by M. Harrell),,57,33
162,2,5:40.0,M. Harrell makes free throw 1 of 1,,58,33
163,2,5:25.0,,D. Booker misses 3-pt jump shot from 25 ft,58,33
164,2,5:23.0,Defensive rebound by Team,,58,33
165,2,5:09.0,Turnover by S. Gilgeous-Alexander (back court),,58,33
166,2,5:01.0,,Shooting foul by A. Bradley (drawn by D. Booker),58,33
167,2,5:01.0,,D. Booker misses free throw 1 of 2,58,33
168,2,5:01.0,,Offensive rebound by Team,58,33
169,2,5:01.0,M. Gortat enters the game for M. Harrell,,58,33
170,2,5:01.0,,D. Booker makes free throw 2 of 2,58,34
171,2,4:45.0,A. Bradley misses 3-pt jump shot from 22 ft,,58,34
172,2,4:42.0,Offensive rebound by M. Gortat,,58,34
173,2,4:38.0,M. Gortat makes 2-pt dunk from 1 ft (assist by S. Gilgeous-Alexander),,60,34
174,2,4:20.0,,Turnover by D. Booker (bad pass; steal by D. Gallinari),60,34
175,2,4:15.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft (block by K. Oubre),,60,34
176,2,4:15.0,,Defensive rebound by D. Booker,60,34
177,2,4:10.0,,Offensive foul by K. Oubre (drawn by M. Gortat),60,34
178,2,4:10.0,,Turnover by K. Oubre (offensive foul),60,34
179,2,4:00.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,63,34
180,2,3:45.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by D. Booker),63,37
181,2,3:19.0,D. Gallinari misses 3-pt jump shot from 25 ft,,63,37
182,2,3:16.0,,Defensive rebound by K. Oubre,63,37
183,2,3:06.0,,Def 3 sec tech foul by Team,63,37
184,2,3:06.0,,D. Booker misses technical free throw,63,37
185,2,3:06.0,,Offensive rebound by Team,63,37
186,2,3:06.0,,D. Melton enters the game for K. Oubre,63,37
187,2,3:06.0,,Technical foul by K. Oubre,63,37
188,2,3:06.0,D. Gallinari makes technical free throw,,64,37
189,2,2:53.0,,T. Warren misses 2-pt jump shot from 9 ft,64,37
190,2,2:49.0,Defensive rebound by S. Gilgeous-Alexander,,64,37
191,2,2:32.0,D. Gallinari misses 3-pt jump shot from 25 ft,,64,37
192,2,2:30.0,,Defensive rebound by Team,64,37
193,2,2:17.0,,Shooting foul by M. Gortat (drawn by T. Warren),64,37
194,2,2:17.0,,T. Warren makes free throw 1 of 2,64,38
195,2,2:17.0,,R. Holmes enters the game for D. Ayton,64,38
196,2,2:17.0,,T. Warren makes free throw 2 of 2,64,39
197,2,2:02.0,Turnover by S. Gilgeous-Alexander (traveling),,64,39
198,2,1:50.0,,R. Holmes misses 2-pt layup from 1 ft,64,39
199,2,1:48.0,Defensive rebound by M. Gortat,,64,39
200,2,1:32.0,D. Gallinari makes 2-pt jump shot from 22 ft (assist by S. Gilgeous-Alexander),,66,39
201,2,1:11.0,,M. Bridges misses 3-pt jump shot from 25 ft,66,39
202,2,1:07.0,Defensive rebound by D. Gallinari,,66,39
203,2,0:53.0,M. Gortat makes 2-pt layup from 1 ft (assist by D. Gallinari),,68,39
204,2,0:34.0,,R. Holmes makes 2-pt dunk at rim (assist by D. Booker),68,41
205,2,0:10.0,Turnover by T. Harris (bad pass; steal by R. Holmes),,68,41
206,2,0:02.0,,R. Holmes makes 2-pt layup at rim (assist by D. Booker),68,43
207,2,0:02.0,,Shooting foul by T. Harris (drawn by R. Holmes),68,43
208,2,0:02.0,,R. Holmes makes free throw 1 of 1,68,44
209,2,0:00.0,D. Gallinari misses 3-pt jump shot from 56 ft,,68,44
210,2,0:00.0,Offensive rebound by Team,,68,44
211,3,11:44.0,,Personal foul by M. Gortat (drawn by D. Ayton),68,44
212,3,11:40.0,,Personal foul by A. Bradley (drawn by D. Booker),68,44
213,3,11:35.0,,M. Bridges misses 3-pt jump shot from 25 ft,68,44
214,3,11:32.0,,Offensive rebound by D. Ayton,68,44
215,3,11:24.0,,Turnover by D. Ayton (lost ball; steal by T. Harris),68,44
216,3,11:20.0,Shooting foul by M. Bridges (drawn by T. Harris),,68,44
217,3,11:20.0,T. Harris makes free throw 1 of 2,,69,44
218,3,11:20.0,T. Harris makes free throw 2 of 2,,70,44
219,3,11:13.0,,D. Booker misses 2-pt jump shot from 10 ft (block by A. Bradley),70,44
220,3,11:10.0,,Offensive rebound by D. Booker,70,44
221,3,11:08.0,,D. Booker makes 2-pt jump shot from 9 ft,70,46
222,3,11:04.0,Personal foul by D. Melton (drawn by S. Gilgeous-Alexander),,70,46
223,3,10:50.0,Turnover by D. Gallinari (bad pass; steal by M. Bridges),,70,46
224,3,10:45.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Melton),70,48
225,3,10:35.0,Personal foul by T. Warren (drawn by D. Gallinari),,70,48
226,3,10:25.0,M. Gortat makes 2-pt hook shot from 9 ft (assist by S. Gilgeous-Alexander),,72,48
227,3,10:06.0,,D. Booker misses 2-pt jump shot from 13 ft,72,48
228,3,10:03.0,Defensive rebound by D. Gallinari,,72,48
229,3,9:57.0,S. Gilgeous-Alexander misses 3-pt jump shot from 22 ft,,72,48
230,3,9:55.0,,Defensive rebound by M. Bridges,72,48
231,3,9:43.0,,D. Melton makes 2-pt layup from 2 ft,72,50
232,3,9:32.0,Personal foul by D. Booker (drawn by D. Gallinari),,72,50
233,3,9:25.0,Turnover by A. Bradley (bad pass; steal by M. Bridges),,72,50
234,3,9:20.0,,D. Booker misses 2-pt dunk from 1 ft,72,50
235,3,9:18.0,Defensive rebound by A. Bradley,,72,50
236,3,9:05.0,Turnover by T. Harris (bad pass; steal by T. Warren),,72,50
237,3,8:56.0,,D. Melton misses 2-pt layup from 1 ft,72,50
238,3,8:54.0,Defensive rebound by M. Gortat,,72,50
239,3,8:45.0,Shooting foul by T. Warren (drawn by S. Gilgeous-Alexander),,72,50
240,3,8:45.0,S. Gilgeous-Alexander misses free throw 1 of 2,,72,50
241,3,8:45.0,Offensive rebound by Team,,72,50
242,3,8:45.0,S. Gilgeous-Alexander makes free throw 2 of 2,,73,50
243,3,8:28.0,,T. Warren makes 2-pt jump shot from 13 ft,73,52
244,3,8:28.0,,J. Jackson enters the game for M. Bridges,73,52
245,3,8:10.0,Shooting foul by D. Ayton (drawn by M. Gortat),,73,52
246,3,8:10.0,M. Gortat makes free throw 1 of 2,,74,52
247,3,8:10.0,M. Gortat makes free throw 2 of 2,,75,52
248,3,7:49.0,,Turnover by D. Ayton (lost ball; steal by S. Gilgeous-Alexander),75,52
249,3,7:41.0,Turnover by T. Harris (3 sec),,75,52
250,3,7:30.0,,Turnover by D. Booker (bad pass; steal by S. Gilgeous-Alexander),75,52
251,3,7:27.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by D. Melton),,75,52
252,3,7:24.0,Offensive rebound by S. Gilgeous-Alexander,,75,52
253,3,7:23.0,S. Gilgeous-Alexander makes 2-pt layup at rim,,77,52
254,3,7:16.0,,T. Warren misses 2-pt layup from 1 ft,77,52
255,3,7:15.0,Defensive rebound by D. Gallinari,,77,52
256,3,7:04.0,A. Bradley misses 3-pt jump shot from 23 ft,,77,52
257,3,7:01.0,,Defensive rebound by D. Ayton,77,52
258,3,6:56.0,,D. Booker makes 2-pt jump shot from 14 ft,77,54
259,3,6:56.0,,Technical foul by D. Booker,77,54
260,3,6:56.0,D. Gallinari makes technical free throw,,78,54
261,3,6:56.0,,Phoenix full timeout,78,54
262,3,6:56.0,P. Beverley enters the game for A. Bradley,,78,54
263,3,6:56.0,,M. Bridges enters the game for D. Ayton,78,54
264,3,6:56.0,,R. Holmes enters the game for D. Melton,78,54
265,3,6:56.0,,E. Okobo enters the game for T. Warren,78,54
266,3,6:56.0,,Violation by Team (delay of game),78,54
267,3,6:41.0,M. Gortat makes 2-pt dunk at rim (assist by S. Gilgeous-Alexander),,80,54
268,3,6:34.0,,Personal foul by P. Beverley (drawn by D. Booker),80,54
269,3,6:22.0,,R. Holmes misses 2-pt layup from 3 ft (block by M. Gortat),80,54
270,3,6:19.0,Defensive rebound by M. Gortat,,80,54
271,3,6:07.0,S. Gilgeous-Alexander misses 2-pt jump shot from 12 ft,,80,54
272,3,6:04.0,,Defensive rebound by R. Holmes,80,54
273,3,5:51.0,,Turnover by J. Jackson (out of bounds lost ball),80,54
274,3,5:38.0,Personal foul by J. Jackson (drawn by D. Gallinari),,80,54
275,3,5:38.0,D. Gallinari makes free throw 1 of 2,,81,54
276,3,5:38.0,D. Gallinari makes free throw 2 of 2,,82,54
277,3,5:22.0,,Shooting foul by T. Harris (drawn by D. Booker),82,54
278,3,5:22.0,,D. Booker makes free throw 1 of 2,82,55
279,3,5:22.0,L. Williams enters the game for S. Gilgeous-Alexander,,82,55
280,3,5:22.0,,D. Booker makes free throw 2 of 2,82,56
281,3,5:07.0,P. Beverley misses 3-pt jump shot from 26 ft,,82,56
282,3,5:03.0,Offensive rebound by M. Gortat,,82,56
283,3,4:55.0,Personal foul by J. Jackson (drawn by D. Gallinari),,82,56
284,3,4:55.0,D. Gallinari makes free throw 1 of 2,,83,56
285,3,4:55.0,M. Harrell enters the game for M. Gortat,,83,56
286,3,4:55.0,D. Gallinari makes free throw 2 of 2,,84,56
287,3,4:41.0,,D. Booker misses 2-pt jump shot from 16 ft,84,56
288,3,4:37.0,Defensive rebound by D. Gallinari,,84,56
289,3,4:21.0,D. Gallinari makes 2-pt layup from 1 ft,,86,56
290,3,4:09.0,,E. Okobo makes 2-pt jump shot from 12 ft (assist by R. Holmes),86,58
291,3,4:09.0,,Shooting foul by P. Beverley (drawn by E. Okobo),86,58
292,3,4:09.0,,J. Crawford enters the game for D. Booker,86,58
293,3,4:09.0,,E. Okobo makes free throw 1 of 1,86,59
294,3,3:58.0,T. Harris misses 3-pt jump shot from 23 ft,,86,59
295,3,3:54.0,,Defensive rebound by J. Jackson,86,59
296,3,3:50.0,,J. Jackson makes 2-pt jump shot from 2 ft,86,61
297,3,3:39.0,Turnover by T. Harris (lost ball; steal by J. Jackson),,86,61
298,3,3:33.0,,Turnover by E. Okobo (bad pass; steal by D. Gallinari),86,61
299,3,3:29.0,L. Williams misses 2-pt jump shot from 2 ft (block by M. Bridges),,86,61
300,3,3:26.0,,Defensive rebound by E. Okobo,86,61
301,3,3:19.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by E. Okobo),86,64
302,3,3:18.0,LA Clippers full timeout,,86,64
303,3,3:18.0,T. Wallace enters the game for D. Gallinari,,86,64
304,3,2:53.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by M. Harrell),,89,64
305,3,2:42.0,,Personal foul by T. Wallace (drawn by J. Jackson),89,64
306,3,2:42.0,,J. Jackson makes free throw 1 of 2,89,65
307,3,2:42.0,,J. Jackson makes free throw 2 of 2,89,66
308,3,2:27.0,L. Williams misses 2-pt jump shot from 17 ft,,89,66
309,3,2:23.0,,Defensive rebound by R. Holmes,89,66
310,3,2:18.0,,Personal foul by T. Wallace (drawn by J. Crawford),89,66
311,3,2:18.0,,J. Crawford makes free throw 1 of 2,89,67
312,3,2:18.0,,J. Crawford makes free throw 2 of 2,89,68
313,3,2:04.0,T. Harris misses 2-pt layup from 5 ft (block by R. Holmes),,89,68
314,3,2:02.0,,Defensive rebound by R. Holmes,89,68
315,3,1:56.0,,R. Holmes makes 2-pt layup from 3 ft (assist by J. Crawford),89,70
316,3,1:56.0,,Shooting foul by M. Harrell (drawn by R. Holmes),89,70
317,3,1:56.0,M. Scott enters the game for T. Harris,,89,70
318,3,1:56.0,,R. Holmes makes free throw 1 of 1,89,71
319,3,1:39.0,Turnover by P. Beverley (bad pass; steal by M. Bridges),,89,71
320,3,1:29.0,,Turnover by R. Holmes (bad pass; steal by M. Scott),89,71
321,3,1:27.0,Personal foul by E. Okobo (drawn by M. Scott),,89,71
322,3,1:27.0,M. Scott misses free throw 1 of 2,,89,71
323,3,1:27.0,Offensive rebound by Team,,89,71
324,3,1:27.0,M. Scott misses free throw 2 of 2,,89,71
325,3,1:24.0,,Defensive rebound by J. Jackson,89,71
326,3,1:07.0,,J. Crawford makes 2-pt layup from 11 ft,89,73
327,3,0:50.0,Shooting foul by M. Bridges (drawn by L. Williams),,89,73
328,3,0:50.0,L. Williams makes free throw 1 of 2,,90,73
329,3,0:50.0,S. Thornwell enters the game for M. Scott,,90,73
330,3,0:50.0,L. Williams makes free throw 2 of 2,,91,73
331,3,0:34.0,,J. Jackson misses 2-pt jump shot from 4 ft (block by M. Harrell),91,73
332,3,0:33.0,Defensive rebound by L. Williams,,91,73
333,3,0:29.0,Turnover by L. Williams (bad pass; steal by J. Crawford),,91,73
334,3,0:28.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by E. Okobo),91,76
335,3,0:09.0,M. Harrell misses 2-pt layup from 1 ft (block by J. Jackson),,91,76
336,3,0:08.0,,Defensive rebound by J. Jackson,91,76
337,3,0:04.0,,J. Jackson makes 2-pt layup at rim,91,78
338,3,0:00.0,L. Williams misses 3-pt jump shot from 30 ft,,91,78
339,3,0:00.0,Offensive rebound by Team,,91,78
340,4,11:48.0,Turnover by P. Beverley (bad pass; steal by R. Holmes),,91,78
341,4,11:44.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by E. Okobo),91,80
342,4,11:26.0,Personal foul by M. Bridges (drawn by L. Williams),,91,80
343,4,11:26.0,D. Gallinari enters the game for S. Thornwell,,91,80
344,4,11:16.0,T. Wallace misses 2-pt jump shot from 6 ft,,91,80
345,4,11:12.0,Offensive rebound by M. Harrell,,91,80
346,4,11:12.0,M. Harrell misses 2-pt layup from 1 ft,,91,80
347,4,11:12.0,Offensive rebound by M. Harrell,,91,80
348,4,11:12.0,M. Harrell misses 2-pt layup from 1 ft,,91,80
349,4,11:12.0,Offensive rebound by Team,,91,80
350,4,11:12.0,,K. Oubre enters the game for M. Bridges,91,80
351,4,10:56.0,M. Harrell misses 2-pt layup from 1 ft,,91,80
352,4,10:54.0,,Defensive rebound by J. Jackson,91,80
353,4,10:48.0,,Turnover by J. Jackson (bad pass; steal by L. Williams),91,80
354,4,10:44.0,T. Wallace makes 2-pt dunk from 1 ft (assist by P. Beverley),,93,80
355,4,10:23.0,,Turnover by E. Okobo (lost ball; steal by P. Beverley),93,80
356,4,10:16.0,L. Williams makes 2-pt jump shot from 13 ft,,95,80
357,4,10:16.0,Shooting foul by E. Okobo (drawn by L. Williams),,95,80
358,4,10:16.0,L. Williams makes free throw 1 of 1,,96,80
359,4,10:04.0,,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Crawford),96,82
360,4,9:46.0,Turnover by D. Gallinari (lost ball; steal by R. Holmes),,96,82
361,4,9:41.0,,Personal foul by M. Harrell (drawn by K. Oubre),96,82
362,4,9:41.0,A. Bradley enters the game for P. Beverley,,96,82
363,4,9:41.0,,D. Booker enters the game for E. Okobo,96,82
364,4,9:41.0,,Away from play foul by T. Wallace (drawn by J. Crawford),96,82
365,4,9:41.0,,J. Crawford makes free throw 1 of 1,96,83
366,4,9:41.0,T. Harris enters the game for T. Wallace,,96,83
367,4,9:39.0,,Shooting foul by A. Bradley (drawn by D. Booker),96,83
368,4,9:39.0,,D. Booker makes free throw 1 of 2,96,84
369,4,9:39.0,,D. Booker makes free throw 2 of 2,96,85
370,4,9:30.0,Personal foul by J. Crawford (drawn by M. Harrell),,96,85
371,4,9:26.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,98,85
372,4,9:26.0,Shooting foul by D. Booker (drawn by M. Harrell),,98,85
373,4,9:26.0,M. Harrell makes free throw 1 of 1,,99,85
374,4,9:16.0,,Shooting foul by A. Bradley (drawn by D. Booker),99,85
375,4,9:16.0,,D. Booker misses free throw 1 of 2,99,85
