,QUARTER,TIME_REMAINING,MIAMI_ACTION,CLEVELAND_ACTION,MIAMI_SCORE,CLEVELAND_SCORE
132,2,7:27.0,,L. Nance makes 2-pt dunk from 1 ft,34,31
133,2,7:10.0,Shooting foul by L. Nance (drawn by J. Richardson),,34,31
134,2,7:10.0,J. Richardson makes free throw 1 of 2,,35,31
135,2,7:10.0,J. Winslow enters the game for D. Wade,,35,31
136,2,7:10.0,,A. Burks enters the game for D. Adel,35,31
137,2,7:10.0,,A. Žižić enters the game for L. Nance,35,31
138,2,7:10.0,J. Richardson makes free throw 2 of 2,,36,31
139,2,6:50.0,,J. Clarkson makes 2-pt jump shot from 14 ft,36,33
140,2,6:36.0,J. Winslow misses 2-pt jump shot from 4 ft,,36,33
141,2,6:36.0,Offensive rebound by D. Jones,,36,33
142,2,6:36.0,Shooting foul by A. Žižić (drawn by D. Jones),,36,33
143,2,6:36.0,D. Jones makes free throw 1 of 2,,37,33
144,2,6:36.0,K. Olynyk enters the game for J. Richardson,,37,33
145,2,6:36.0,D. Jones misses free throw 2 of 2,,37,33
146,2,6:33.0,,Defensive rebound by A. Burks,37,33
147,2,6:20.0,,R. Hood makes 2-pt jump shot from 16 ft (assist by A. Burks),37,35
148,2,6:06.0,T. Johnson misses 3-pt jump shot from 27 ft,,37,35
149,2,6:04.0,,Defensive rebound by A. Burks,37,35
150,2,5:56.0,,A. Žižić misses 2-pt layup from 1 ft,37,35
151,2,5:53.0,,Offensive rebound by A. Žižić,37,35
152,2,5:51.0,,A. Žižić makes 2-pt layup from 1 ft,37,37
153,2,5:47.0,Miami full timeout,,37,37
154,2,5:47.0,,C. Osman enters the game for J. Clarkson,37,37
155,2,5:38.0,Shooting foul by A. Burks (drawn by J. Winslow),,37,37
156,2,5:38.0,J. Winslow misses free throw 1 of 2,,37,37
157,2,5:38.0,Offensive rebound by Team,,37,37
158,2,5:38.0,J. Winslow makes free throw 2 of 2,,38,37
159,2,5:12.0,,R. Hood makes 2-pt jump shot from 14 ft,38,39
160,2,4:46.0,D. Jones misses 2-pt jump shot from 6 ft,,38,39
161,2,4:40.0,Offensive rebound by D. Jones,,38,39
162,2,4:40.0,D. Jones makes 2-pt dunk at rim,,40,39
163,2,4:32.0,,C. Osman makes 2-pt jump shot from 9 ft (assist by M. Dellavedova),40,41
164,2,4:13.0,Personal foul by M. Dellavedova (drawn by B. Adebayo),,40,41
165,2,4:13.0,B. Adebayo makes free throw 1 of 2,,41,41
166,2,4:13.0,,C. Sexton enters the game for M. Dellavedova,41,41
167,2,4:13.0,B. Adebayo misses free throw 2 of 2,,41,41
168,2,4:10.0,,Defensive rebound by A. Žižić,41,41
169,2,4:03.0,,Turnover by A. Burks (bad pass; steal by B. Adebayo),41,41
170,2,3:58.0,D. Jones makes 2-pt dunk from 2 ft (assist by B. Adebayo),,43,41
171,2,3:39.0,,C. Osman makes 2-pt layup from 1 ft,43,43
172,2,3:22.0,B. Adebayo misses 2-pt jump shot from 13 ft,,43,43
173,2,3:20.0,,Defensive rebound by C. Sexton,43,43
174,2,3:09.0,,Shooting foul by J. Winslow (drawn by C. Osman),43,43
175,2,3:09.0,,C. Osman makes free throw 1 of 2,43,44
176,2,3:09.0,J. Richardson enters the game for B. Adebayo,,43,44
177,2,3:09.0,H. Whiteside enters the game for D. Jones,,43,44
178,2,3:09.0,,J. Clarkson enters the game for R. Hood,43,44
179,2,3:09.0,,C. Osman makes free throw 2 of 2,43,45
180,2,2:50.0,Turnover by J. Richardson (bad pass; steal by A. Žižić),,43,45
181,2,2:38.0,,C. Osman misses 3-pt jump shot from 25 ft,43,45
182,2,2:38.0,Defensive rebound by Team,,43,45
183,2,2:31.0,K. Olynyk misses 3-pt jump shot from 25 ft,,43,45
184,2,2:25.0,,Defensive rebound by A. Žižić,43,45
185,2,2:16.0,,A. Žižić makes 2-pt layup at rim (assist by J. Clarkson),43,47
186,2,2:06.0,Shooting foul by A. Žižić (drawn by T. Johnson),,43,47
187,2,2:06.0,T. Johnson misses free throw 1 of 2,,43,47
188,2,2:06.0,Offensive rebound by Team,,43,47
189,2,2:06.0,J. Johnson enters the game for K. Olynyk,,43,47
190,2,2:06.0,D. Wade enters the game for J. Winslow,,43,47
191,2,2:06.0,T. Johnson misses free throw 2 of 2,,43,47
192,2,2:06.0,,Defensive rebound by A. Žižić,43,47
193,2,1:47.0,,Turnover by J. Clarkson (out of bounds lost ball),43,47
194,2,1:32.0,Turnover by J. Richardson (bad pass; steal by C. Osman),,43,47
195,2,1:28.0,,C. Sexton makes 2-pt layup from 1 ft (assist by C. Osman),43,49
196,2,1:17.0,D. Wade misses 2-pt jump shot from 4 ft,,43,49
197,2,1:13.0,Offensive rebound by H. Whiteside,,43,49
198,2,1:13.0,H. Whiteside makes 2-pt layup at rim,,45,49
199,2,0:59.0,,A. Žižić makes 2-pt jump shot from 16 ft (assist by C. Sexton),45,51
200,2,0:47.0,T. Johnson misses 3-pt jump shot from 26 ft,,45,51
201,2,0:44.0,,Defensive rebound by C. Osman,45,51
202,2,0:36.0,,C. Osman makes 2-pt layup from 1 ft,45,53
203,2,0:20.0,D. Wade makes 3-pt jump shot from 26 ft,,48,53
204,3,11:40.0,,R. Hood makes 3-pt jump shot from 28 ft (assist by C. Osman),48,56
205,3,11:15.0,J. Johnson misses 2-pt jump shot from 16 ft,,48,56
206,3,11:11.0,Offensive rebound by H. Whiteside,,48,56
207,3,11:11.0,H. Whiteside makes 2-pt dunk at rim,,50,56
208,3,10:58.0,,C. Sexton misses 2-pt layup from 2 ft,50,56
209,3,10:55.0,Defensive rebound by J. Johnson,,50,56
210,3,10:52.0,Personal foul by C. Osman (drawn by T. Johnson),,50,56
211,3,10:46.0,Shooting foul by C. Osman (drawn by J. Johnson),,50,56
212,3,10:46.0,J. Johnson makes free throw 1 of 2,,51,56
213,3,10:46.0,J. Johnson makes free throw 2 of 2,,52,56
214,3,10:22.0,,R. Hood misses 3-pt jump shot from 31 ft,52,56
215,3,10:20.0,Defensive rebound by J. Winslow,,52,56
216,3,10:13.0,J. Winslow makes 3-pt jump shot from 27 ft (assist by T. Johnson),,55,56
217,3,10:12.0,,Cleveland full timeout,55,56
218,3,9:57.0,,Turnover by A. Žižić (traveling),55,56
219,3,9:44.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Johnson),,58,56
220,3,9:32.0,,Personal foul by T. Johnson (drawn by A. Žižić),58,56
221,3,9:21.0,,Shooting foul by J. Johnson (drawn by C. Osman),58,56
222,3,9:21.0,,C. Osman makes free throw 1 of 2,58,57
223,3,9:21.0,,C. Osman makes free throw 2 of 2,58,58
224,3,9:08.0,T. Johnson makes 2-pt layup from 1 ft,,60,58
225,3,8:54.0,,C. Sexton makes 3-pt jump shot from 28 ft (assist by A. Burks),60,61
226,3,8:41.0,J. Johnson misses 2-pt jump shot from 8 ft,,60,61
227,3,8:39.0,,Defensive rebound by R. Hood,60,61
228,3,8:36.0,,C. Osman makes 2-pt layup from 2 ft (assist by R. Hood),60,63
229,3,8:15.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by J. Johnson),,62,63
230,3,7:54.0,,C. Osman makes 2-pt jump shot from 5 ft,62,65
231,3,7:40.0,T. Johnson makes 2-pt jump shot from 7 ft,,64,65
232,3,7:16.0,,A. Žižić misses 2-pt layup from 1 ft,64,65
233,3,7:12.0,Defensive rebound by H. Whiteside,,64,65
234,3,7:06.0,J. Richardson misses 2-pt jump shot from 9 ft,,64,65
235,3,7:05.0,Offensive rebound by Team,,64,65
236,3,6:59.0,J. Winslow makes 2-pt jump shot from 10 ft (assist by H. Whiteside),,66,65
237,3,6:35.0,,C. Sexton misses 2-pt jump shot from 24 ft,66,65
238,3,6:32.0,Defensive rebound by H. Whiteside,,66,65
239,3,6:21.0,T. Johnson misses 3-pt jump shot from 28 ft,,66,65
240,3,6:18.0,,Defensive rebound by A. Burks,66,65
241,3,6:13.0,,Personal foul by J. Richardson (drawn by A. Burks),66,65
242,3,6:13.0,,J. Clarkson enters the game for R. Hood,66,65
243,3,6:00.0,,C. Osman misses 2-pt jump shot from 13 ft,66,65
244,3,5:58.0,Defensive rebound by H. Whiteside,,66,65
245,3,5:55.0,,Violation by Team (kicked ball),66,65
246,3,5:55.0,D. Wade enters the game for J. Richardson,,66,65
247,3,5:37.0,J. Winslow misses 3-pt jump shot from 25 ft,,66,65
248,3,5:34.0,,Defensive rebound by C. Sexton,66,65
249,3,5:25.0,,A. Burks misses 3-pt jump shot from 26 ft,66,65
250,3,5:21.0,Defensive rebound by J. Winslow,,66,65
251,3,5:21.0,Shooting foul by J. Clarkson (drawn by H. Whiteside),,66,65
252,3,5:21.0,H. Whiteside makes free throw 1 of 2,,67,65
253,3,5:21.0,,L. Nance enters the game for A. Žižić,67,65
254,3,5:21.0,H. Whiteside makes free throw 2 of 2,,68,65
255,3,5:13.0,,Personal foul by J. Winslow (drawn by J. Clarkson),68,65
256,3,4:57.0,,J. Clarkson misses 3-pt jump shot from 27 ft,68,65
257,3,4:55.0,Defensive rebound by D. Wade,,68,65
258,3,4:47.0,D. Wade makes 2-pt layup from 1 ft,,70,65
259,3,4:33.0,,C. Osman makes 2-pt jump shot from 16 ft (assist by J. Clarkson),70,67
260,3,4:11.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by T. Johnson),,73,67
261,3,3:47.0,,C. Osman makes 3-pt jump shot from 22 ft (assist by A. Burks),73,70
262,3,3:47.0,Miami full timeout,,73,70
263,3,3:47.0,,D. Adel enters the game for A. Burks,73,70
264,3,3:47.0,,M. Dellavedova enters the game for C. Sexton,73,70
265,3,3:29.0,H. Whiteside misses 2-pt hook shot from 10 ft,,73,70
266,3,3:27.0,Offensive rebound by H. Whiteside,,73,70
267,3,3:26.0,H. Whiteside misses 2-pt hook shot from 2 ft (block by L. Nance),,73,70
268,3,3:20.0,Offensive rebound by H. Whiteside,,73,70
269,3,3:17.0,J. Winslow makes 2-pt layup from 2 ft,,75,70
270,3,2:50.0,,L. Nance misses 2-pt hook shot from 9 ft,75,70
271,3,2:47.0,Defensive rebound by T. Johnson,,75,70
272,3,2:41.0,D. Wade misses 2-pt jump shot from 1 ft,,75,70
273,3,2:37.0,,Defensive rebound by M. Dellavedova,75,70
274,3,2:31.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,75,70
275,3,2:31.0,Defensive rebound by H. Whiteside,,75,70
276,3,2:20.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by T. Johnson),,78,70
277,3,1:59.0,,L. Nance misses 2-pt jump shot from 18 ft,78,70
278,3,1:57.0,Defensive rebound by H. Whiteside,,78,70
279,3,1:47.0,Turnover by D. Wade (bad pass; steal by D. Adel),,78,70
280,3,1:43.0,,Turnover by D. Adel (bad pass; steal by T. Johnson),78,70
281,3,1:39.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Johnson),,80,70
282,3,1:26.0,,Turnover by J. Clarkson (lost ball; steal by T. Johnson),80,70
283,3,1:26.0,Personal take foul by J. Clarkson (drawn by J. Johnson),,80,70
284,3,1:26.0,B. Adebayo enters the game for T. Johnson,,80,70
285,3,1:26.0,J. Richardson enters the game for H. Whiteside,,80,70
286,3,1:15.0,J. Richardson misses 3-pt jump shot from 23 ft,,80,70
287,3,1:15.0,,Defensive rebound by L. Nance,80,70
288,3,1:14.0,,Turnover by D. Adel (bad pass; steal by B. Adebayo),80,70
289,3,0:53.0,J. Richardson misses 2-pt jump shot from 10 ft,,80,70
290,3,0:46.0,,Defensive rebound by D. Adel,80,70
291,3,0:37.0,,Turnover by M. Dellavedova (lost ball; steal by J. Johnson),80,70
292,3,0:28.0,J. Winslow misses 2-pt layup at rim,,80,70
293,3,0:25.0,,Defensive rebound by J. Clarkson,80,70
294,3,0:22.0,,C. Osman misses 2-pt layup from 2 ft,80,70
295,3,0:20.0,Defensive rebound by J. Johnson,,80,70
296,3,0:03.0,D. Wade misses 3-pt jump shot from 26 ft,,80,70
297,3,0:00.0,,Defensive rebound by J. Clarkson,80,70
298,3,0:00.0,,Turnover by J. Clarkson (traveling),80,70
299,3,0:00.0,J. Winslow misses 3-pt jump shot from 32 ft,,80,70
300,3,0:00.0,Offensive rebound by Team,,80,70
301,4,11:45.0,D. Wade misses 2-pt jump shot from 12 ft,,80,70
302,4,11:43.0,Offensive rebound by B. Adebayo,,80,70
303,4,11:40.0,D. Jones misses 3-pt jump shot from 30 ft,,80,70
304,4,11:37.0,Offensive rebound by D. Wade,,80,70
305,4,11:33.0,Shooting foul by R. Hood (drawn by D. Wade),,80,70
306,4,11:33.0,D. Wade makes free throw 1 of 2,,81,70
307,4,11:33.0,D. Wade makes free throw 2 of 2,,82,70
308,4,11:05.0,,J. Clarkson misses 2-pt jump shot from 19 ft,82,70
309,4,11:03.0,Defensive rebound by J. Winslow,,82,70
310,4,10:58.0,J. Winslow makes 2-pt jump shot from 1 ft,,84,70
311,4,10:45.0,,L. Nance makes 2-pt dunk from 2 ft (assist by M. Dellavedova),84,72
312,4,10:30.0,Shooting foul by M. Dellavedova (drawn by J. Richardson),,84,72
313,4,10:30.0,J. Richardson makes free throw 1 of 2,,85,72
314,4,10:30.0,J. Richardson makes free throw 2 of 2,,86,72
315,4,10:30.0,,Cleveland full timeout,86,72
316,4,10:06.0,,L. Nance misses 2-pt jump shot from 11 ft,86,72
317,4,10:03.0,Defensive rebound by B. Adebayo,,86,72
318,4,9:57.0,D. Wade makes 2-pt dunk from 1 ft,,88,72
319,4,9:33.0,,D. Adel misses 3-pt jump shot from 23 ft,88,72
320,4,9:31.0,Defensive rebound by D. Wade,,88,72
321,4,9:25.0,Turnover by D. Wade (bad pass; steal by J. Clarkson),,88,72
322,4,9:22.0,,J. Clarkson misses 3-pt jump shot from 26 ft,88,72
323,4,9:22.0,,Offensive rebound by Team,88,72
324,4,9:22.0,Loose ball foul by D. Jones (drawn by L. Nance),,88,72
325,4,9:22.0,,C. Osman enters the game for D. Adel,88,72
326,4,9:08.0,,R. Hood misses 3-pt jump shot from 24 ft,88,72
327,4,9:06.0,Defensive rebound by J. Winslow,,88,72
328,4,8:51.0,J. Winslow makes 2-pt jump shot from 6 ft,,90,72
329,4,8:39.0,,L. Nance misses 3-pt jump shot from 25 ft,90,72
330,4,8:37.0,Defensive rebound by D. Jones,,90,72
331,4,8:22.0,Turnover by D. Wade (bad pass; steal by J. Clarkson),,90,72
332,4,8:14.0,,M. Dellavedova makes 2-pt jump shot from 19 ft (assist by J. Clarkson),90,74
333,4,7:53.0,Personal foul by L. Nance (drawn by B. Adebayo),,90,74
334,4,7:53.0,T. Johnson enters the game for J. Winslow,,90,74
335,4,7:43.0,D. Wade misses 2-pt jump shot from 13 ft,,90,74
336,4,7:41.0,,Defensive rebound by L. Nance,90,74
337,4,7:33.0,,Personal foul by T. Johnson (drawn by L. Nance),90,74
338,4,7:30.0,,J. Clarkson misses 3-pt jump shot from 26 ft,90,74
339,4,7:30.0,,Offensive rebound by Team,90,74
340,4,7:30.0,Loose ball foul by J. Richardson (drawn by C. Osman),,90,74
341,4,7:20.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,90,74
342,4,7:20.0,,Offensive rebound by C. Osman,90,74
343,4,7:20.0,,C. Osman makes 2-pt layup at rim,90,76
344,4,7:20.0,Miami full timeout,,90,76
345,4,7:20.0,,C. Sexton enters the game for M. Dellavedova,90,76
346,4,6:59.0,Turnover by T. Johnson (bad pass; steal by L. Nance),,90,76
347,4,6:45.0,,Turnover by L. Nance (bad pass),90,76
348,4,6:34.0,D. Wade makes 2-pt layup from 1 ft,,92,76
349,4,6:09.0,,C. Osman misses 3-pt jump shot from 26 ft,92,76
350,4,6:06.0,Defensive rebound by D. Wade,,92,76
351,4,5:54.0,Personal foul by C. Osman (drawn by J. Richardson),,92,76
352,4,5:54.0,,A. Burks enters the game for J. Clarkson,92,76
353,4,5:54.0,,A. Žižić enters the game for L. Nance,92,76
354,4,5:48.0,T. Johnson misses 3-pt jump shot from 25 ft,,92,76
355,4,5:45.0,,Defensive rebound by R. Hood,92,76
356,4,5:38.0,,C. Sexton misses 3-pt jump shot from 23 ft,92,76
357,4,5:35.0,Defensive rebound by D. Jones,,92,76
358,4,5:17.0,B. Adebayo makes 2-pt jump shot from 10 ft,,94,76
359,4,4:59.0,,A. Burks misses 2-pt jump shot from 10 ft,94,76
360,4,4:56.0,Defensive rebound by D. Jones,,94,76
361,4,4:47.0,Turnover by B. Adebayo (dbl dribble),,94,76
362,4,4:36.0,,C. Osman makes 2-pt layup from 2 ft (assist by A. Žižić),94,78
363,4,4:36.0,,Shooting foul by B. Adebayo (drawn by C. Osman),94,78
364,4,4:36.0,J. Winslow enters the game for D. Wade,,94,78
365,4,4:36.0,,C. Osman misses free throw 1 of 1,94,78
366,4,4:33.0,Defensive rebound by D. Jones,,94,78
367,4,4:21.0,J. Winslow misses 2-pt jump shot from 16 ft,,94,78
368,4,4:19.0,Offensive rebound by B. Adebayo,,94,78
369,4,4:12.0,D. Jones makes 2-pt dunk from 1 ft (assist by J. Richardson),,96,78
370,4,4:12.0,,Cleveland full timeout,96,78
371,4,3:54.0,,C. Sexton makes 3-pt jump shot from 27 ft (assist by R. Hood),96,81
372,4,3:40.0,Turnover by B. Adebayo (traveling),,96,81
373,4,3:40.0,R. McGruder enters the game for T. Johnson,,96,81
374,4,3:33.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by C. Osman),96,84
375,4,3:21.0,Personal foul by C. Osman (drawn by B. Adebayo),,96,84
376,4,3:21.0,B. Adebayo misses free throw 1 of 2,,96,84
377,4,3:21.0,Offensive rebound by Team,,96,84
378,4,3:21.0,B. Adebayo makes free throw 2 of 2,,97,84
379,4,3:06.0,,C. Sexton makes 3-pt jump shot from 27 ft (assist by R. Hood),97,87
380,4,2:47.0,D. Jones misses 2-pt layup from 2 ft,,97,87
381,4,2:43.0,,Defensive rebound by A. Žižić,97,87
382,4,2:27.0,,C. Osman misses 2-pt jump shot from 9 ft,97,87
383,4,2:27.0,Defensive rebound by Team,,97,87
