,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW ORLEANS_ACTION,DENVER_SCORE,NEW ORLEANS_SCORE
0,1,11:47.0,,A. Davis makes 2-pt jump shot from 15 ft (assist by E. Moore),0,2
1,1,11:29.0,J. Murray misses 3-pt jump shot from 24 ft,,0,2
2,1,11:27.0,,Defensive rebound by W. Johnson,0,2
3,1,11:20.0,,A. Davis misses 3-pt jump shot from 25 ft,0,2
4,1,11:17.0,Defensive rebound by J. Hernangómez,,0,2
5,1,11:07.0,N. Jokić makes 2-pt layup from 1 ft,,2,2
6,1,10:50.0,,Shooting foul by P. Millsap (drawn by A. Davis),2,2
7,1,10:50.0,,A. Davis misses free throw 1 of 2,2,2
8,1,10:50.0,,Offensive rebound by Team,2,2
9,1,10:50.0,,A. Davis makes free throw 2 of 2,2,3
10,1,10:36.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by P. Millsap),,5,3
11,1,10:26.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),5,5
12,1,10:11.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),,7,5
13,1,10:03.0,,J. Holiday misses 3-pt jump shot from 25 ft,7,5
14,1,9:58.0,Defensive rebound by G. Harris,,7,5
15,1,9:45.0,P. Millsap makes 2-pt jump shot from 8 ft,,9,5
16,1,9:30.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by A. Davis),9,7
17,1,9:17.0,N. Jokić makes 2-pt layup from 1 ft,,11,7
18,1,9:06.0,,J. Holiday misses 2-pt jump shot from 6 ft,11,7
19,1,9:04.0,Defensive rebound by G. Harris,,11,7
20,1,9:01.0,Personal foul by J. Holiday (drawn by G. Harris),,11,7
21,1,8:53.0,J. Murray misses 2-pt jump shot from 5 ft,,11,7
22,1,8:52.0,Offensive rebound by P. Millsap,,11,7
23,1,8:52.0,Personal foul by A. Davis (drawn by P. Millsap),,11,7
24,1,8:45.0,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),,13,7
25,1,8:32.0,,A. Davis misses 2-pt layup from 2 ft (block by J. Hernangómez),13,7
26,1,8:29.0,Defensive rebound by N. Jokić,,13,7
27,1,8:24.0,Turnover by P. Millsap (bad pass; steal by J. Holiday),,13,7
28,1,8:13.0,,E. Moore misses 3-pt jump shot from 25 ft,13,7
29,1,8:10.0,,Offensive rebound by W. Johnson,13,7
30,1,8:09.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by W. Johnson),13,9
31,1,8:09.0,,Shooting foul by N. Jokić (drawn by A. Davis),13,9
32,1,8:09.0,,A. Davis makes free throw 1 of 1,13,10
33,1,7:50.0,P. Millsap misses 2-pt jump shot from 7 ft,,13,10
34,1,7:48.0,,Defensive rebound by N. Mirotić,13,10
35,1,7:42.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Davis),13,13
36,1,7:26.0,P. Millsap makes 2-pt dunk from 1 ft (assist by J. Murray),,15,13
37,1,7:20.0,,N. Mirotić makes 2-pt jump shot from 15 ft (assist by J. Holiday),15,15
38,1,7:06.0,J. Hernangómez misses 2-pt layup from 1 ft,,15,15
39,1,7:06.0,Offensive rebound by N. Jokić,,15,15
40,1,7:06.0,N. Jokić makes 2-pt layup from 1 ft,,17,15
41,1,7:06.0,Shooting foul by A. Davis (drawn by N. Jokić),,17,15
42,1,7:06.0,N. Jokić makes free throw 1 of 1,,18,15
43,1,6:59.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Holiday),18,17
44,1,6:44.0,N. Jokić misses 3-pt jump shot from 25 ft,,18,17
45,1,6:40.0,,Defensive rebound by W. Johnson,18,17
46,1,6:38.0,,Personal foul by J. Murray (drawn by J. Holiday),18,17
47,1,6:38.0,,New Orleans full timeout,18,17
48,1,6:38.0,,I. Clark enters the game for J. Holiday,18,17
49,1,6:38.0,,J. Randle enters the game for N. Mirotić,18,17
50,1,6:24.0,,J. Randle makes 2-pt jump shot from 5 ft,18,19
51,1,6:05.0,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),,20,19
52,1,5:45.0,,Turnover by I. Clark (traveling),20,19
53,1,5:45.0,M. Morris enters the game for J. Murray,,20,19
54,1,5:35.0,P. Millsap misses 2-pt jump shot from 16 ft,,20,19
55,1,5:32.0,,Defensive rebound by J. Randle,20,19
56,1,5:18.0,,A. Davis makes 2-pt hook shot from 7 ft,20,21
57,1,5:08.0,N. Jokić makes 2-pt layup from 1 ft (assist by M. Morris),,22,21
58,1,5:08.0,Shooting foul by I. Clark (drawn by N. Jokić),,22,21
59,1,5:08.0,N. Jokić makes free throw 1 of 1,,23,21
60,1,4:56.0,,A. Davis misses 2-pt jump shot from 15 ft,23,21
61,1,4:53.0,Defensive rebound by J. Hernangómez,,23,21
62,1,4:45.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by P. Millsap),,26,21
63,1,4:31.0,,A. Davis makes 2-pt dunk from 1 ft (assist by W. Johnson),26,23
64,1,4:25.0,Denver full timeout,,26,23
65,1,4:12.0,G. Harris misses 2-pt layup from 2 ft (block by J. Randle),,26,23
66,1,4:09.0,,Defensive rebound by W. Johnson,26,23
67,1,3:54.0,,J. Randle misses 2-pt layup from 1 ft,26,23
68,1,3:51.0,Defensive rebound by M. Morris,,26,23
69,1,3:47.0,P. Millsap misses 3-pt jump shot from 25 ft,,26,23
70,1,3:44.0,Offensive rebound by N. Jokić,,26,23
71,1,3:43.0,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by N. Jokić),,29,23
72,1,3:20.0,,I. Clark makes 3-pt jump shot from 23 ft (assist by A. Davis),29,26
73,1,3:05.0,M. Morris makes 2-pt jump shot from 13 ft,,31,26
74,1,2:46.0,,J. Randle misses 3-pt jump shot from 25 ft,31,26
75,1,2:43.0,Defensive rebound by J. Hernangómez,,31,26
76,1,2:38.0,Turnover by M. Morris (bad pass; steal by J. Randle),,31,26
77,1,2:34.0,,Shooting foul by N. Jokić (drawn by J. Randle),31,26
78,1,2:34.0,,J. Randle makes free throw 1 of 2,31,27
79,1,2:34.0,T. Lyles enters the game for G. Harris,,31,27
80,1,2:34.0,J. Murray enters the game for N. Jokić,,31,27
81,1,2:34.0,M. Plumlee enters the game for P. Millsap,,31,27
82,1,2:34.0,,J. Holiday enters the game for A. Davis,31,27
83,1,2:34.0,,D. Miller enters the game for W. Johnson,31,27
84,1,2:34.0,,N. Mirotić enters the game for E. Moore,31,27
85,1,2:34.0,,J. Randle makes free throw 2 of 2,31,28
86,1,2:19.0,T. Lyles misses 2-pt layup from 4 ft,,31,28
87,1,2:16.0,,Defensive rebound by N. Mirotić,31,28
88,1,2:12.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by J. Randle),31,31
89,1,1:45.0,M. Plumlee misses 2-pt jump shot from 5 ft,,31,31
90,1,1:43.0,,Defensive rebound by I. Clark,31,31
91,1,1:38.0,,J. Randle makes 2-pt layup from 2 ft (assist by N. Mirotić),31,33
92,1,1:25.0,J. Murray misses 3-pt jump shot from 25 ft,,31,33
93,1,1:22.0,,Defensive rebound by N. Mirotić,31,33
94,1,1:14.0,,J. Holiday makes 2-pt layup from 1 ft (assist by I. Clark),31,35
