,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
381,4,10:10.0,,Defensive rebound by L. Shamet,90,121
382,4,10:00.0,,J. Bolden makes 3-pt jump shot from 26 ft (assist by T. McConnell),90,124
383,4,9:46.0,J. Okogie misses 2-pt layup from 4 ft (block by T. McConnell),,90,124
384,4,9:46.0,Offensive rebound by Team,,90,124
385,4,9:46.0,G. Dieng enters the game for K. Towns,,90,124
386,4,9:46.0,,A. Johnson enters the game for M. Muscala,90,124
387,4,9:36.0,L. Deng misses 2-pt jump shot from 20 ft,,90,124
388,4,9:33.0,,Defensive rebound by A. Johnson,90,124
389,4,9:21.0,,A. Johnson makes 2-pt layup from 3 ft (assist by L. Shamet),90,126
390,4,9:03.0,J. Okogie misses 3-pt jump shot from 26 ft,,90,126
391,4,9:01.0,,Defensive rebound by A. Johnson,90,126
392,4,8:45.0,,F. Korkmaz misses 2-pt jump shot from 11 ft,90,126
393,4,8:42.0,Defensive rebound by D. Šarić,,90,126
394,4,8:29.0,D. Šarić misses 2-pt hook shot from 8 ft (block by J. Bolden),,90,126
395,4,8:26.0,,Defensive rebound by F. Korkmaz,90,126
396,4,8:19.0,,F. Korkmaz misses 2-pt jump shot from 14 ft,90,126
397,4,8:16.0,Defensive rebound by D. Šarić,,90,126
398,4,8:07.0,Personal take foul by T. McConnell (drawn by J. Teague),,90,126
399,4,8:07.0,J. Bayless enters the game for J. Teague,,90,126
400,4,8:07.0,,C. Brewer enters the game for T. McConnell,90,126
401,4,8:02.0,G. Dieng makes 2-pt jump shot from 20 ft,,92,126
402,4,7:45.0,,J. Bolden makes 3-pt jump shot from 27 ft (assist by C. Brewer),92,129
403,4,7:32.0,G. Dieng misses 2-pt jump shot from 19 ft,,92,129
404,4,7:30.0,,Defensive rebound by C. Brewer,92,129
405,4,7:25.0,,J. Bolden makes 3-pt jump shot from 24 ft (assist by F. Korkmaz),92,132
406,4,7:23.0,Minnesota full timeout,,92,132
407,4,7:23.0,K. Bates-Diop enters the game for D. Šarić,,92,132
408,4,7:12.0,Shooting foul by J. Bolden (drawn by J. Okogie),,92,132
409,4,7:12.0,J. Okogie makes free throw 1 of 2,,93,132
410,4,7:12.0,J. Okogie makes free throw 2 of 2,,94,132
411,4,6:54.0,,A. Johnson makes 2-pt dunk from 1 ft (assist by L. Shamet),94,134
412,4,6:34.0,Personal foul by F. Korkmaz (drawn by J. Bayless),,94,134
413,4,6:29.0,J. Bayless misses 2-pt jump shot from 19 ft,,94,134
414,4,6:25.0,,Defensive rebound by F. Korkmaz,94,134
415,4,6:10.0,,Shooting foul by J. Bayless (drawn by A. Johnson),94,134
416,4,6:10.0,,A. Johnson makes free throw 1 of 2,94,135
417,4,6:10.0,,A. Johnson makes free throw 2 of 2,94,136
418,4,5:50.0,Shooting foul by F. Korkmaz (drawn by L. Deng),,94,136
419,4,5:50.0,L. Deng makes free throw 1 of 2,,95,136
420,4,5:50.0,L. Deng makes free throw 2 of 2,,96,136
421,4,5:30.0,,A. Johnson makes 2-pt layup from 3 ft (assist by L. Shamet),96,138
422,4,5:08.0,L. Deng makes 2-pt layup from 2 ft (assist by J. Bayless),,98,138
423,4,5:08.0,Shooting foul by J. Bolden (drawn by L. Deng),,98,138
424,4,5:08.0,A. Tolliver enters the game for J. Okogie,,98,138
425,4,5:08.0,,M. Muscala enters the game for J. Bolden,98,138
426,4,5:08.0,L. Deng misses free throw 1 of 1,,98,138
427,4,5:06.0,,Defensive rebound by F. Korkmaz,98,138
428,4,4:53.0,,Turnover by F. Korkmaz (bad pass; steal by G. Dieng),98,138
429,4,4:37.0,K. Bates-Diop misses 2-pt jump shot from 13 ft,,98,138
430,4,4:34.0,,Defensive rebound by A. Johnson,98,138
431,4,4:22.0,,C. Brewer misses 2-pt jump shot from 6 ft,98,138
432,4,4:20.0,Defensive rebound by K. Bates-Diop,,98,138
433,4,4:09.0,G. Dieng makes 3-pt jump shot from 24 ft (assist by L. Deng),,101,138
434,4,3:47.0,,L. Shamet misses 3-pt jump shot from 27 ft,101,138
435,4,3:43.0,Defensive rebound by G. Dieng,,101,138
436,4,3:35.0,J. Bayless misses 3-pt jump shot from 26 ft,,101,138
437,4,3:32.0,,Defensive rebound by C. Brewer,101,138
438,4,3:27.0,,L. Shamet misses 3-pt jump shot from 28 ft,101,138
439,4,3:23.0,Defensive rebound by G. Dieng,,101,138
440,4,3:20.0,Offensive foul by K. Bates-Diop (drawn by C. Brewer),,101,138
441,4,3:20.0,Turnover by K. Bates-Diop (offensive foul),,101,138
442,4,3:08.0,,Shooting foul by L. Deng (drawn by F. Korkmaz),101,138
443,4,3:08.0,,F. Korkmaz misses free throw 1 of 2,101,138
444,4,3:08.0,,Offensive rebound by Team,101,138
445,4,3:08.0,,F. Korkmaz makes free throw 2 of 2,101,139
446,4,2:52.0,Shooting foul by L. Shamet (drawn by L. Deng),,101,139
447,4,2:52.0,L. Deng makes free throw 1 of 2,,102,139
448,4,2:52.0,L. Deng makes free throw 2 of 2,,103,139
449,4,2:37.0,,C. Brewer makes 3-pt jump shot from 27 ft (assist by L. Shamet),103,142
450,4,2:22.0,Personal foul by L. Shamet (drawn by A. Tolliver),,103,142
451,4,2:22.0,A. Tolliver makes free throw 1 of 2,,104,142
452,4,2:22.0,A. Tolliver makes free throw 2 of 2,,105,142
453,4,2:10.0,,L. Shamet misses 2-pt jump shot from 11 ft,105,142
454,4,2:06.0,,Offensive rebound by L. Shamet,105,142
455,4,2:06.0,,L. Shamet makes 2-pt layup at rim,105,144
456,4,1:53.0,J. Bayless misses 2-pt jump shot from 12 ft,,105,144
457,4,1:51.0,,Defensive rebound by F. Korkmaz,105,144
458,4,1:47.0,,M. Muscala misses 3-pt jump shot from 27 ft,105,144
459,4,1:43.0,Defensive rebound by G. Dieng,,105,144
460,4,1:27.0,Turnover by A. Tolliver (bad pass; steal by C. Brewer),,105,144
461,4,1:23.0,,M. Muscala makes 2-pt layup from 2 ft (assist by C. Brewer),105,146
462,4,1:06.0,G. Dieng misses 3-pt jump shot from 26 ft,,105,146
463,4,1:02.0,,Defensive rebound by F. Korkmaz,105,146
464,4,0:44.0,,L. Shamet misses 3-pt jump shot from 25 ft,105,146
465,4,0:42.0,Defensive rebound by L. Deng,,105,146
466,4,0:37.0,L. Deng misses 3-pt jump shot from 29 ft,,105,146
467,4,0:34.0,Offensive rebound by G. Dieng,,105,146
468,4,0:32.0,Personal foul by C. Brewer (drawn by G. Dieng),,105,146
469,4,0:32.0,G. Dieng makes free throw 1 of 2,,106,146
470,4,0:32.0,G. Dieng makes free throw 2 of 2,,107,146
471,4,0:11.0,,L. Shamet makes 3-pt jump shot from 29 ft,107,149
472,4,0:01.0,L. Deng misses 2-pt jump shot from 11 ft,,107,149
473,4,0:01.0,,Defensive rebound by F. Korkmaz,107,149
